Year,Units,Sex,Age,Disability status,Country of birth,Country,Region,Unit measure,Unit multiplier,Observation status,GeoCode,Value
2008 Q2,Not seasonally adjusted,Women,25 to 34,,,,,Percentage (%),Units,Undefined,,4.748838941111713
2008 Q3,Not seasonally adjusted,Women,25 to 34,,,,,Percentage (%),Units,Undefined,,5.689457098664407
2008 Q4,Not seasonally adjusted,Women,25 to 34,,,,,Percentage (%),Units,Undefined,,5.33153461912429
2009 Q1,Not seasonally adjusted,Women,25 to 34,,,,,Percentage (%),Units,Undefined,,6.185134173378322
2009 Q2,Not seasonally adjusted,Women,25 to 34,,,,,Percentage (%),Units,Undefined,,6.921680393039256
2009 Q3,Not seasonally adjusted,Women,25 to 34,,,,,Percentage (%),Units,Undefined,,6.637263665918798
2009 Q4,Not seasonally adjusted,Women,25 to 34,,,,,Percentage (%),Units,Undefined,,6.563395738491986
2010 Q1,Not seasonally adjusted,Women,25 to 34,,,,,Percentage (%),Units,Undefined,,6.827100898115569
2010 Q2,Not seasonally adjusted,Women,25 to 34,,,,,Percentage (%),Units,Undefined,,6.671548699058847
2010 Q3,Not seasonally adjusted,Women,25 to 34,,,,,Percentage (%),Units,Undefined,,7.433692561041065
2010 Q4,Not seasonally adjusted,Women,25 to 34,,,,,Percentage (%),Units,Undefined,,6.824743515555066
2011 Q1,Not seasonally adjusted,Women,25 to 34,,,,,Percentage (%),Units,Undefined,,7.256599579409166
2011 Q2,Not seasonally adjusted,Women,25 to 34,,,,,Percentage (%),Units,Undefined,,7.722049775663536
2011 Q3,Not seasonally adjusted,Women,25 to 34,,,,,Percentage (%),Units,Undefined,,8.036291305049618
2011 Q4,Not seasonally adjusted,Women,25 to 34,,,,,Percentage (%),Units,Undefined,,7.875208289557913
2012 Q1,Not seasonally adjusted,Women,25 to 34,,,,,Percentage (%),Units,Undefined,,8.173438303596155
2012 Q2,Not seasonally adjusted,Women,25 to 34,,,,,Percentage (%),Units,Undefined,,8.038853232672741
2012 Q3,Not seasonally adjusted,Women,25 to 34,,,,,Percentage (%),Units,Undefined,,8.077822667668578
2012 Q4,Not seasonally adjusted,Women,25 to 34,,,,,Percentage (%),Units,Undefined,,7.294154135230595
2013 Q1,Not seasonally adjusted,Women,25 to 34,,,,,Percentage (%),Units,Undefined,,6.962865834721308
2013 Q2,Not seasonally adjusted,Women,25 to 34,,,,,Percentage (%),Units,Undefined,,6.442130996109489
2013 Q3,Not seasonally adjusted,Women,25 to 34,,,,,Percentage (%),Units,Undefined,,6.781507694614662
2013 Q4,Not seasonally adjusted,Women,25 to 34,,,,,Percentage (%),Units,Undefined,,6.047369486092156
2014 Q1,Not seasonally adjusted,Women,25 to 34,,,,,Percentage (%),Units,Undefined,,6.290876320383102
2014 Q2,Not seasonally adjusted,Women,25 to 34,,,,,Percentage (%),Units,Undefined,,6.348823386972505
2014 Q3,Not seasonally adjusted,Women,25 to 34,,,,,Percentage (%),Units,Undefined,,5.669286181669925
2014 Q4,Not seasonally adjusted,Women,25 to 34,,,,,Percentage (%),Units,Undefined,,5.12715550174556
2015 Q1,Not seasonally adjusted,Women,25 to 34,,,,,Percentage (%),Units,Undefined,,4.868175145853265
2015 Q2,Not seasonally adjusted,Women,25 to 34,,,,,Percentage (%),Units,Undefined,,4.939766899386568
2015 Q3,Not seasonally adjusted,Women,25 to 34,,,,,Percentage (%),Units,Undefined,,5.235517007630404
2015 Q4,Not seasonally adjusted,Women,25 to 34,,,,,Percentage (%),Units,Undefined,,5.249903652437998
2016 Q1,Not seasonally adjusted,Women,25 to 34,,,,,Percentage (%),Units,Undefined,,5.164454066157926
2016 Q2,Not seasonally adjusted,Women,25 to 34,,,,,Percentage (%),Units,Undefined,,5.022969425515896
2016 Q3,Not seasonally adjusted,Women,25 to 34,,,,,Percentage (%),Units,Undefined,,5.098564385799661
2016 Q4,Not seasonally adjusted,Women,25 to 34,,,,,Percentage (%),Units,Undefined,,4.815166114867632
2017 Q1,Not seasonally adjusted,Women,25 to 34,,,,,Percentage (%),Units,Undefined,,4.432065007195983
2017 Q2,Not seasonally adjusted,Women,25 to 34,,,,,Percentage (%),Units,Undefined,,4.231457625333333
2017 Q3,Not seasonally adjusted,Women,25 to 34,,,,,Percentage (%),Units,Undefined,,4.111831616538956
2017 Q4,Not seasonally adjusted,Women,25 to 34,,,,,Percentage (%),Units,Undefined,,4.314362077439668
2018 Q1,Not seasonally adjusted,Women,25 to 34,,,,,Percentage (%),Units,Undefined,,4.009573599842861
2018 Q2,Not seasonally adjusted,Women,25 to 34,,,,,Percentage (%),Units,Undefined,,3.947614404301077
2018 Q3,Not seasonally adjusted,Women,25 to 34,,,,,Percentage (%),Units,Undefined,,3.9329409419515
2018 Q4,Not seasonally adjusted,Women,25 to 34,,,,,Percentage (%),Units,Undefined,,3.313611677569046
2019 Q1,Not seasonally adjusted,Women,25 to 34,,,,,Percentage (%),Units,Undefined,,3.3494474471742404
2019 Q2,Not seasonally adjusted,Women,25 to 34,,,,,Percentage (%),Units,Undefined,,3.322483128786817
2019 Q3,Not seasonally adjusted,Women,25 to 34,,,,,Percentage (%),Units,Undefined,,3.3148876731015338
2019 Q4,Not seasonally adjusted,Women,25 to 34,,,,,Percentage (%),Units,Undefined,,3.1456420974482624
2020 Q1,Not seasonally adjusted,Women,25 to 34,,,,,Percentage (%),Units,Undefined,,3.361808265716669
2020 Q2,Not seasonally adjusted,Women,25 to 34,,,,,Percentage (%),Units,Undefined,,3.73532028713468
2020 Q3,Not seasonally adjusted,Women,25 to 34,,,,,Percentage (%),Units,Undefined,,4.430216844062435
2000 Q1,Not seasonally adjusted,,35 to 49,,,,,Percentage (%),Units,Undefined,,4.113582522346639
2000 Q2,Not seasonally adjusted,,35 to 49,,,,,Percentage (%),Units,Undefined,,3.86722560372684
2000 Q3,Not seasonally adjusted,,35 to 49,,,,,Percentage (%),Units,Undefined,,3.876432630050773
2000 Q4,Not seasonally adjusted,,35 to 49,,,,,Percentage (%),Units,Undefined,,3.417094682223496
2001 Q1,Not seasonally adjusted,,35 to 49,,,,,Percentage (%),Units,Undefined,,3.7485528091492135
2001 Q2,Not seasonally adjusted,,35 to 49,,,,,Percentage (%),Units,Undefined,,3.631259339978613
2001 Q3,Not seasonally adjusted,,35 to 49,,,,,Percentage (%),Units,Undefined,,3.430636446961436
2001 Q4,Not seasonally adjusted,,35 to 49,,,,,Percentage (%),Units,Undefined,,3.428969780434778
2002 Q1,Not seasonally adjusted,,35 to 49,,,,,Percentage (%),Units,Undefined,,3.5995893114781405
2002 Q2,Not seasonally adjusted,,35 to 49,,,,,Percentage (%),Units,Undefined,,3.622742327249007
2002 Q3,Not seasonally adjusted,,35 to 49,,,,,Percentage (%),Units,Undefined,,3.7388285562344743
2002 Q4,Not seasonally adjusted,,35 to 49,,,,,Percentage (%),Units,Undefined,,3.484341100762539
2003 Q1,Not seasonally adjusted,,35 to 49,,,,,Percentage (%),Units,Undefined,,3.4212379934793096
2003 Q2,Not seasonally adjusted,,35 to 49,,,,,Percentage (%),Units,Undefined,,3.215006776433518
2003 Q3,Not seasonally adjusted,,35 to 49,,,,,Percentage (%),Units,Undefined,,3.375450251490672
2003 Q4,Not seasonally adjusted,,35 to 49,,,,,Percentage (%),Units,Undefined,,3.1874618041166918
2004 Q1,Not seasonally adjusted,,35 to 49,,,,,Percentage (%),Units,Undefined,,3.1692664924691223
2004 Q2,Not seasonally adjusted,,35 to 49,,,,,Percentage (%),Units,Undefined,,3.281532881231929
2004 Q3,Not seasonally adjusted,,35 to 49,,,,,Percentage (%),Units,Undefined,,2.811723635672926
2004 Q4,Not seasonally adjusted,,35 to 49,,,,,Percentage (%),Units,Undefined,,2.734804812061221
2005 Q1,Not seasonally adjusted,,35 to 49,,,,,Percentage (%),Units,Undefined,,3.049850160586011
2005 Q2,Not seasonally adjusted,,35 to 49,,,,,Percentage (%),Units,Undefined,,3.1082718049030444
2005 Q3,Not seasonally adjusted,,35 to 49,,,,,Percentage (%),Units,Undefined,,2.839616272576491
2005 Q4,Not seasonally adjusted,,35 to 49,,,,,Percentage (%),Units,Undefined,,3.286935618152457
2006 Q1,Not seasonally adjusted,,35 to 49,,,,,Percentage (%),Units,Undefined,,3.680521167927031
2006 Q2,Not seasonally adjusted,,35 to 49,,,,,Percentage (%),Units,Undefined,,3.766259970906393
2006 Q3,Not seasonally adjusted,,35 to 49,,,,,Percentage (%),Units,Undefined,,3.522610206228704
2006 Q4,Not seasonally adjusted,,35 to 49,,,,,Percentage (%),Units,Undefined,,3.660079424040395
2007 Q1,Not seasonally adjusted,,35 to 49,,,,,Percentage (%),Units,Undefined,,3.6481359048893576
2007 Q2,Not seasonally adjusted,,35 to 49,,,,,Percentage (%),Units,Undefined,,3.4947988530884677
2007 Q3,Not seasonally adjusted,,35 to 49,,,,,Percentage (%),Units,Undefined,,3.394774086983517
2007 Q4,Not seasonally adjusted,,35 to 49,,,,,Percentage (%),Units,Undefined,,3.4041323749291394
2008 Q1,Not seasonally adjusted,,35 to 49,,,,,Percentage (%),Units,Undefined,,3.576915401864753
2008 Q2,Not seasonally adjusted,,35 to 49,,,,,Percentage (%),Units,Undefined,,3.555888790485556
2008 Q3,Not seasonally adjusted,,35 to 49,,,,,Percentage (%),Units,Undefined,,3.752252567235617
2008 Q4,Not seasonally adjusted,,35 to 49,,,,,Percentage (%),Units,Undefined,,4.172799040706063
2009 Q1,Not seasonally adjusted,,35 to 49,,,,,Percentage (%),Units,Undefined,,4.914964249146083
2009 Q2,Not seasonally adjusted,,35 to 49,,,,,Percentage (%),Units,Undefined,,5.328688640939937
2009 Q3,Not seasonally adjusted,,35 to 49,,,,,Percentage (%),Units,Undefined,,5.342118503940476
2009 Q4,Not seasonally adjusted,,35 to 49,,,,,Percentage (%),Units,Undefined,,5.208749316235422
2010 Q1,Not seasonally adjusted,,35 to 49,,,,,Percentage (%),Units,Undefined,,5.603781375959206
2010 Q2,Not seasonally adjusted,,35 to 49,,,,,Percentage (%),Units,Undefined,,5.549723316231446
2010 Q3,Not seasonally adjusted,,35 to 49,,,,,Percentage (%),Units,Undefined,,5.581278650801702
2010 Q4,Not seasonally adjusted,,35 to 49,,,,,Percentage (%),Units,Undefined,,5.427756750007228
2011 Q1,Not seasonally adjusted,,35 to 49,,,,,Percentage (%),Units,Undefined,,5.457408576670414
2011 Q2,Not seasonally adjusted,,35 to 49,,,,,Percentage (%),Units,Undefined,,5.4001140096018005
2011 Q3,Not seasonally adjusted,,35 to 49,,,,,Percentage (%),Units,Undefined,,5.412588321448397
2011 Q4,Not seasonally adjusted,,35 to 49,,,,,Percentage (%),Units,Undefined,,5.435879262939804
2012 Q1,Not seasonally adjusted,,35 to 49,,,,,Percentage (%),Units,Undefined,,5.504055234517372
2012 Q2,Not seasonally adjusted,,35 to 49,,,,,Percentage (%),Units,Undefined,,5.299159855175386
2012 Q3,Not seasonally adjusted,,35 to 49,,,,,Percentage (%),Units,Undefined,,5.32345312961995
2012 Q4,Not seasonally adjusted,,35 to 49,,,,,Percentage (%),Units,Undefined,,5.271381458306669
2013 Q1,Not seasonally adjusted,,35 to 49,,,,,Percentage (%),Units,Undefined,,5.541859202272212
2013 Q2,Not seasonally adjusted,,35 to 49,,,,,Percentage (%),Units,Undefined,,5.242762988515761
2013 Q3,Not seasonally adjusted,,35 to 49,,,,,Percentage (%),Units,Undefined,,5.083307806241103
2013 Q4,Not seasonally adjusted,,35 to 49,,,,,Percentage (%),Units,Undefined,,4.67309836054757
2014 Q1,Not seasonally adjusted,,35 to 49,,,,,Percentage (%),Units,Undefined,,4.51215169391958
2014 Q2,Not seasonally adjusted,,35 to 49,,,,,Percentage (%),Units,Undefined,,4.2908882787818925
2014 Q3,Not seasonally adjusted,,35 to 49,,,,,Percentage (%),Units,Undefined,,4.158096343895649
2014 Q4,Not seasonally adjusted,,35 to 49,,,,,Percentage (%),Units,Undefined,,3.597901889703458
2015 Q1,Not seasonally adjusted,,35 to 49,,,,,Percentage (%),Units,Undefined,,3.839964778691535
2015 Q2,Not seasonally adjusted,,35 to 49,,,,,Percentage (%),Units,Undefined,,3.753569286549856
2015 Q3,Not seasonally adjusted,,35 to 49,,,,,Percentage (%),Units,Undefined,,3.625550265025604
2015 Q4,Not seasonally adjusted,,35 to 49,,,,,Percentage (%),Units,Undefined,,3.1190997509538536
2016 Q1,Not seasonally adjusted,,35 to 49,,,,,Percentage (%),Units,Undefined,,3.3199191476520906
2016 Q2,Not seasonally adjusted,,35 to 49,,,,,Percentage (%),Units,Undefined,,3.336882114831233
2016 Q3,Not seasonally adjusted,,35 to 49,,,,,Percentage (%),Units,Undefined,,3.2743363149455287
2016 Q4,Not seasonally adjusted,,35 to 49,,,,,Percentage (%),Units,Undefined,,3.090643183489082
2017 Q1,Not seasonally adjusted,,35 to 49,,,,,Percentage (%),Units,Undefined,,3.158743733679457
2017 Q2,Not seasonally adjusted,,35 to 49,,,,,Percentage (%),Units,Undefined,,3.005454699715863
2017 Q3,Not seasonally adjusted,,35 to 49,,,,,Percentage (%),Units,Undefined,,2.8453834027168114
2017 Q4,Not seasonally adjusted,,35 to 49,,,,,Percentage (%),Units,Undefined,,2.750784589735857
2018 Q1,Not seasonally adjusted,,35 to 49,,,,,Percentage (%),Units,Undefined,,2.7281088449242823
2018 Q2,Not seasonally adjusted,,35 to 49,,,,,Percentage (%),Units,Undefined,,2.663280949973561
2018 Q3,Not seasonally adjusted,,35 to 49,,,,,Percentage (%),Units,Undefined,,2.836655468572108
2018 Q4,Not seasonally adjusted,,35 to 49,,,,,Percentage (%),Units,Undefined,,2.5355489669462155
2019 Q1,Not seasonally adjusted,,35 to 49,,,,,Percentage (%),Units,Undefined,,2.698269570862528
2019 Q2,Not seasonally adjusted,,35 to 49,,,,,Percentage (%),Units,Undefined,,2.6009235370040638
2019 Q3,Not seasonally adjusted,,35 to 49,,,,,Percentage (%),Units,Undefined,,2.35771507606944
2019 Q4,Not seasonally adjusted,,35 to 49,,,,,Percentage (%),Units,Undefined,,2.3238917995220247
2020 Q1,Not seasonally adjusted,,35 to 49,,,,,Percentage (%),Units,Undefined,,2.670123444195318
2020 Q2,Not seasonally adjusted,,35 to 49,,,,,Percentage (%),Units,Undefined,,2.478137484142156
2020 Q3,Not seasonally adjusted,,35 to 49,,,,,Percentage (%),Units,Undefined,,2.8590752079380137
2000 Q1,Not seasonally adjusted,Men,35 to 49,,,,,Percentage (%),Units,Undefined,,4.440751139718372
2000 Q2,Not seasonally adjusted,Men,35 to 49,,,,,Percentage (%),Units,Undefined,,4.145634516387903
2000 Q3,Not seasonally adjusted,Men,35 to 49,,,,,Percentage (%),Units,Undefined,,3.960709180604488
2000 Q4,Not seasonally adjusted,Men,35 to 49,,,,,Percentage (%),Units,Undefined,,3.606620935736958
2001 Q1,Not seasonally adjusted,Men,35 to 49,,,,,Percentage (%),Units,Undefined,,3.953916539922784
2001 Q2,Not seasonally adjusted,Men,35 to 49,,,,,Percentage (%),Units,Undefined,,3.80031826674102
2001 Q3,Not seasonally adjusted,Men,35 to 49,,,,,Percentage (%),Units,Undefined,,3.607753009287247
2001 Q4,Not seasonally adjusted,Men,35 to 49,,,,,Percentage (%),Units,Undefined,,3.624091734110144
2002 Q1,Not seasonally adjusted,Men,35 to 49,,,,,Percentage (%),Units,Undefined,,4.032404572939464
2002 Q2,Not seasonally adjusted,Men,35 to 49,,,,,Percentage (%),Units,Undefined,,4.012472143414089
2002 Q3,Not seasonally adjusted,Men,35 to 49,,,,,Percentage (%),Units,Undefined,,3.97549886634774
2002 Q4,Not seasonally adjusted,Men,35 to 49,,,,,Percentage (%),Units,Undefined,,3.633457844724485
2003 Q1,Not seasonally adjusted,Men,35 to 49,,,,,Percentage (%),Units,Undefined,,3.6742878399373535
2003 Q2,Not seasonally adjusted,Men,35 to 49,,,,,Percentage (%),Units,Undefined,,3.716496674269051
2003 Q3,Not seasonally adjusted,Men,35 to 49,,,,,Percentage (%),Units,Undefined,,3.5850464521108303
2003 Q4,Not seasonally adjusted,Men,35 to 49,,,,,Percentage (%),Units,Undefined,,3.3970715175719635
2004 Q1,Not seasonally adjusted,Men,35 to 49,,,,,Percentage (%),Units,Undefined,,3.2965567098712247
2004 Q2,Not seasonally adjusted,Men,35 to 49,,,,,Percentage (%),Units,Undefined,,3.2535377352507906
2004 Q3,Not seasonally adjusted,Men,35 to 49,,,,,Percentage (%),Units,Undefined,,2.825660206019444
2004 Q4,Not seasonally adjusted,Men,35 to 49,,,,,Percentage (%),Units,Undefined,,2.7431581123288846
2005 Q1,Not seasonally adjusted,Men,35 to 49,,,,,Percentage (%),Units,Undefined,,3.1044365135758354
2005 Q2,Not seasonally adjusted,Men,35 to 49,,,,,Percentage (%),Units,Undefined,,3.1985354904915324
2005 Q3,Not seasonally adjusted,Men,35 to 49,,,,,Percentage (%),Units,Undefined,,2.9194075584094343
2005 Q4,Not seasonally adjusted,Men,35 to 49,,,,,Percentage (%),Units,Undefined,,3.538810012812626
2006 Q1,Not seasonally adjusted,Men,35 to 49,,,,,Percentage (%),Units,Undefined,,3.8530155344990993
2006 Q2,Not seasonally adjusted,Men,35 to 49,,,,,Percentage (%),Units,Undefined,,3.876760335499769
2006 Q3,Not seasonally adjusted,Men,35 to 49,,,,,Percentage (%),Units,Undefined,,3.5392817970257244
2006 Q4,Not seasonally adjusted,Men,35 to 49,,,,,Percentage (%),Units,Undefined,,3.672718927196911
2007 Q1,Not seasonally adjusted,Men,35 to 49,,,,,Percentage (%),Units,Undefined,,3.5576453750168184
2007 Q2,Not seasonally adjusted,Men,35 to 49,,,,,Percentage (%),Units,Undefined,,3.441658490776794
2007 Q3,Not seasonally adjusted,Men,35 to 49,,,,,Percentage (%),Units,Undefined,,3.219970198275204
2007 Q4,Not seasonally adjusted,Men,35 to 49,,,,,Percentage (%),Units,Undefined,,3.225291806700448
2008 Q1,Not seasonally adjusted,Men,35 to 49,,,,,Percentage (%),Units,Undefined,,3.4174628964882983
2008 Q2,Not seasonally adjusted,Men,35 to 49,,,,,Percentage (%),Units,Undefined,,3.627061031811989
2008 Q3,Not seasonally adjusted,Men,35 to 49,,,,,Percentage (%),Units,Undefined,,4.002048325773648
2008 Q4,Not seasonally adjusted,Men,35 to 49,,,,,Percentage (%),Units,Undefined,,4.359410690867822
2009 Q1,Not seasonally adjusted,Men,35 to 49,,,,,Percentage (%),Units,Undefined,,5.09716483644784
2009 Q2,Not seasonally adjusted,Men,35 to 49,,,,,Percentage (%),Units,Undefined,,5.656946597927014
2009 Q3,Not seasonally adjusted,Men,35 to 49,,,,,Percentage (%),Units,Undefined,,5.801563249553202
2009 Q4,Not seasonally adjusted,Men,35 to 49,,,,,Percentage (%),Units,Undefined,,5.619524465052304
2010 Q1,Not seasonally adjusted,Men,35 to 49,,,,,Percentage (%),Units,Undefined,,5.9153544927889445
2010 Q2,Not seasonally adjusted,Men,35 to 49,,,,,Percentage (%),Units,Undefined,,5.822204404594424
2010 Q3,Not seasonally adjusted,Men,35 to 49,,,,,Percentage (%),Units,Undefined,,5.930071298566929
2010 Q4,Not seasonally adjusted,Men,35 to 49,,,,,Percentage (%),Units,Undefined,,5.724262094361426
2011 Q1,Not seasonally adjusted,Men,35 to 49,,,,,Percentage (%),Units,Undefined,,5.551411787050091
2011 Q2,Not seasonally adjusted,Men,35 to 49,,,,,Percentage (%),Units,Undefined,,5.437627217214306
2011 Q3,Not seasonally adjusted,Men,35 to 49,,,,,Percentage (%),Units,Undefined,,5.303369466852168
2011 Q4,Not seasonally adjusted,Men,35 to 49,,,,,Percentage (%),Units,Undefined,,5.385379907705715
2012 Q1,Not seasonally adjusted,Men,35 to 49,,,,,Percentage (%),Units,Undefined,,5.291132575920634
2012 Q2,Not seasonally adjusted,Men,35 to 49,,,,,Percentage (%),Units,Undefined,,5.204494806014811
2012 Q3,Not seasonally adjusted,Men,35 to 49,,,,,Percentage (%),Units,Undefined,,5.062460988276568
2012 Q4,Not seasonally adjusted,Men,35 to 49,,,,,Percentage (%),Units,Undefined,,4.837283843496639
2013 Q1,Not seasonally adjusted,Men,35 to 49,,,,,Percentage (%),Units,Undefined,,5.464589301117174
2013 Q2,Not seasonally adjusted,Men,35 to 49,,,,,Percentage (%),Units,Undefined,,5.035194367557702
2013 Q3,Not seasonally adjusted,Men,35 to 49,,,,,Percentage (%),Units,Undefined,,4.722614082485471
2013 Q4,Not seasonally adjusted,Men,35 to 49,,,,,Percentage (%),Units,Undefined,,4.359940943383782
2014 Q1,Not seasonally adjusted,Men,35 to 49,,,,,Percentage (%),Units,Undefined,,4.368291113872974
2014 Q2,Not seasonally adjusted,Men,35 to 49,,,,,Percentage (%),Units,Undefined,,4.140230206449596
2014 Q3,Not seasonally adjusted,Men,35 to 49,,,,,Percentage (%),Units,Undefined,,3.77878328010894
2014 Q4,Not seasonally adjusted,Men,35 to 49,,,,,Percentage (%),Units,Undefined,,3.467136036123624
2015 Q1,Not seasonally adjusted,Men,35 to 49,,,,,Percentage (%),Units,Undefined,,3.499795216320669
2015 Q2,Not seasonally adjusted,Men,35 to 49,,,,,Percentage (%),Units,Undefined,,3.319416932245006
2015 Q3,Not seasonally adjusted,Men,35 to 49,,,,,Percentage (%),Units,Undefined,,3.320322446530433
2015 Q4,Not seasonally adjusted,Men,35 to 49,,,,,Percentage (%),Units,Undefined,,2.809808888884351
2016 Q1,Not seasonally adjusted,Men,35 to 49,,,,,Percentage (%),Units,Undefined,,3.2550117313123708
2016 Q2,Not seasonally adjusted,Men,35 to 49,,,,,Percentage (%),Units,Undefined,,3.091767854435616
2016 Q3,Not seasonally adjusted,Men,35 to 49,,,,,Percentage (%),Units,Undefined,,3.0048931692336778
2016 Q4,Not seasonally adjusted,Men,35 to 49,,,,,Percentage (%),Units,Undefined,,2.719932892228756
2017 Q1,Not seasonally adjusted,Men,35 to 49,,,,,Percentage (%),Units,Undefined,,2.8478152982767835
2017 Q2,Not seasonally adjusted,Men,35 to 49,,,,,Percentage (%),Units,Undefined,,2.766851857198907
2017 Q3,Not seasonally adjusted,Men,35 to 49,,,,,Percentage (%),Units,Undefined,,2.537748176681087
2017 Q4,Not seasonally adjusted,Men,35 to 49,,,,,Percentage (%),Units,Undefined,,2.469527140025172
2018 Q1,Not seasonally adjusted,Men,35 to 49,,,,,Percentage (%),Units,Undefined,,2.441176240510363
2018 Q2,Not seasonally adjusted,Men,35 to 49,,,,,Percentage (%),Units,Undefined,,2.463878536931424
2018 Q3,Not seasonally adjusted,Men,35 to 49,,,,,Percentage (%),Units,Undefined,,2.7485113087494994
2018 Q4,Not seasonally adjusted,Men,35 to 49,,,,,Percentage (%),Units,Undefined,,2.209049306832967
2019 Q1,Not seasonally adjusted,Men,35 to 49,,,,,Percentage (%),Units,Undefined,,2.2581554215210944
2019 Q2,Not seasonally adjusted,Men,35 to 49,,,,,Percentage (%),Units,Undefined,,2.375440288700734
2019 Q3,Not seasonally adjusted,Men,35 to 49,,,,,Percentage (%),Units,Undefined,,2.121079266438271
2019 Q4,Not seasonally adjusted,Men,35 to 49,,,,,Percentage (%),Units,Undefined,,2.091860277667132
2020 Q1,Not seasonally adjusted,Men,35 to 49,,,,,Percentage (%),Units,Undefined,,2.594549411714112
2020 Q2,Not seasonally adjusted,Men,35 to 49,,,,,Percentage (%),Units,Undefined,,2.532444830763489
2020 Q3,Not seasonally adjusted,Men,35 to 49,,,,,Percentage (%),Units,Undefined,,2.783126031909397
2000 Q1,Not seasonally adjusted,Women,35 to 49,,,,,Percentage (%),Units,Undefined,,3.7338251381389855
2000 Q2,Not seasonally adjusted,Women,35 to 49,,,,,Percentage (%),Units,Undefined,,3.544425093920473
2000 Q3,Not seasonally adjusted,Women,35 to 49,,,,,Percentage (%),Units,Undefined,,3.779339558670948
2000 Q4,Not seasonally adjusted,Women,35 to 49,,,,,Percentage (%),Units,Undefined,,3.198045671661484
2001 Q1,Not seasonally adjusted,Women,35 to 49,,,,,Percentage (%),Units,Undefined,,3.511885718039456
2001 Q2,Not seasonally adjusted,Women,35 to 49,,,,,Percentage (%),Units,Undefined,,3.4380779623310103
2001 Q3,Not seasonally adjusted,Women,35 to 49,,,,,Percentage (%),Units,Undefined,,3.226365449776264
2001 Q4,Not seasonally adjusted,Women,35 to 49,,,,,Percentage (%),Units,Undefined,,3.204603416172284
2002 Q1,Not seasonally adjusted,Women,35 to 49,,,,,Percentage (%),Units,Undefined,,3.1019202067532894
2002 Q2,Not seasonally adjusted,Women,35 to 49,,,,,Percentage (%),Units,Undefined,,3.1764544239321872
2002 Q3,Not seasonally adjusted,Women,35 to 49,,,,,Percentage (%),Units,Undefined,,3.4651256116241265
2002 Q4,Not seasonally adjusted,Women,35 to 49,,,,,Percentage (%),Units,Undefined,,3.3131059317511147
2003 Q1,Not seasonally adjusted,Women,35 to 49,,,,,Percentage (%),Units,Undefined,,3.131329822444213
2003 Q2,Not seasonally adjusted,Women,35 to 49,,,,,Percentage (%),Units,Undefined,,2.636244994005185
2003 Q3,Not seasonally adjusted,Women,35 to 49,,,,,Percentage (%),Units,Undefined,,3.1305755518899185
2003 Q4,Not seasonally adjusted,Women,35 to 49,,,,,Percentage (%),Units,Undefined,,2.945535241977133
2004 Q1,Not seasonally adjusted,Women,35 to 49,,,,,Percentage (%),Units,Undefined,,3.02264863832226
2004 Q2,Not seasonally adjusted,Women,35 to 49,,,,,Percentage (%),Units,Undefined,,3.313593034558208
2004 Q3,Not seasonally adjusted,Women,35 to 49,,,,,Percentage (%),Units,Undefined,,2.7956216352845464
2004 Q4,Not seasonally adjusted,Women,35 to 49,,,,,Percentage (%),Units,Undefined,,2.7251977433016226
2005 Q1,Not seasonally adjusted,Women,35 to 49,,,,,Percentage (%),Units,Undefined,,2.98753353091935
2005 Q2,Not seasonally adjusted,Women,35 to 49,,,,,Percentage (%),Units,Undefined,,3.0055326578434176
2005 Q3,Not seasonally adjusted,Women,35 to 49,,,,,Percentage (%),Units,Undefined,,2.749216801904072
2005 Q4,Not seasonally adjusted,Women,35 to 49,,,,,Percentage (%),Units,Undefined,,3.001186342603514
2006 Q1,Not seasonally adjusted,Women,35 to 49,,,,,Percentage (%),Units,Undefined,,3.48486156892856
2006 Q2,Not seasonally adjusted,Women,35 to 49,,,,,Percentage (%),Units,Undefined,,3.6405126570429625
2006 Q3,Not seasonally adjusted,Women,35 to 49,,,,,Percentage (%),Units,Undefined,,3.50343444630809
2006 Q4,Not seasonally adjusted,Women,35 to 49,,,,,Percentage (%),Units,Undefined,,3.6455479272102727
2007 Q1,Not seasonally adjusted,Women,35 to 49,,,,,Percentage (%),Units,Undefined,,3.751682642916717
2007 Q2,Not seasonally adjusted,Women,35 to 49,,,,,Percentage (%),Units,Undefined,,3.5553907918250256
2007 Q3,Not seasonally adjusted,Women,35 to 49,,,,,Percentage (%),Units,Undefined,,3.593636770684571
2007 Q4,Not seasonally adjusted,Women,35 to 49,,,,,Percentage (%),Units,Undefined,,3.606769831477288
2008 Q1,Not seasonally adjusted,Women,35 to 49,,,,,Percentage (%),Units,Undefined,,3.7572385724064215
2008 Q2,Not seasonally adjusted,Women,35 to 49,,,,,Percentage (%),Units,Undefined,,3.4751690669954227
2008 Q3,Not seasonally adjusted,Women,35 to 49,,,,,Percentage (%),Units,Undefined,,3.4679119619607843
2008 Q4,Not seasonally adjusted,Women,35 to 49,,,,,Percentage (%),Units,Undefined,,3.959802029323384
2009 Q1,Not seasonally adjusted,Women,35 to 49,,,,,Percentage (%),Units,Undefined,,4.709292832703532
2009 Q2,Not seasonally adjusted,Women,35 to 49,,,,,Percentage (%),Units,Undefined,,4.959875865673113
2009 Q3,Not seasonally adjusted,Women,35 to 49,,,,,Percentage (%),Units,Undefined,,4.828107013377313
