Year,Series,Country,Vaccine,Age,Region,Units,Unit multiplier,Observation status,GeoCode,Value
2017/18,Proportion of children vaccinated by 1st birthday (%),Scotland,Meningococcal group B (primary),,,Percentage (%),Units,Normal value,S92000003,95.9
2018/19,Proportion of children vaccinated by 1st birthday (%),Scotland,Meningococcal group B (primary),,,Percentage (%),Units,Normal value,S92000003,95.4
2019/20,Proportion of children vaccinated by 1st birthday (%),Scotland,Meningococcal group B (primary),,,Percentage (%),Units,Normal value,S92000003,95.8
2020/21,Proportion of children vaccinated by 1st birthday (%),Scotland,Meningococcal group B (primary),,,Percentage (%),Units,Normal value,S92000003,96.3
2009/10,Proportion of children vaccinated by 1st birthday (%),Scotland,Meningococcal group C (primary),,,Percentage (%),Units,Normal value,S92000003,97.0
2010/11,Proportion of children vaccinated by 1st birthday (%),Scotland,Meningococcal group C (primary),,,Percentage (%),Units,Normal value,S92000003,96.5
2011/12,Proportion of children vaccinated by 1st birthday (%),Scotland,Meningococcal group C (primary),,,Percentage (%),Units,Normal value,S92000003,96.8
2012/13,Proportion of children vaccinated by 1st birthday (%),Scotland,Meningococcal group C (primary),,,Percentage (%),Units,Normal value,S92000003,96.9
2014/15,Proportion of children vaccinated by 1st birthday (%),Scotland,Meningococcal group C (primary),,,Percentage (%),Units,Normal value,S92000003,97.7
2015/16,Proportion of children vaccinated by 1st birthday (%),Scotland,Meningococcal group C (primary),,,Percentage (%),Units,Normal value,S92000003,97.5
2009/10,Proportion of children vaccinated by 2nd birthday (%),Scotland,Diphtheria Tetanus Polio Pertussis Hib (primary),,,Percentage (%),Units,Normal value,S92000003,98.4
2010/11,Proportion of children vaccinated by 2nd birthday (%),Scotland,Diphtheria Tetanus Polio Pertussis Hib (primary),,,Percentage (%),Units,Normal value,S92000003,98.1
2011/12,Proportion of children vaccinated by 2nd birthday (%),Scotland,Diphtheria Tetanus Polio Pertussis Hib (primary),,,Percentage (%),Units,Normal value,S92000003,98.1
2012/13,Proportion of children vaccinated by 2nd birthday (%),Scotland,Diphtheria Tetanus Polio Pertussis Hib (primary),,,Percentage (%),Units,Normal value,S92000003,98.2
2013/14,Proportion of children vaccinated by 2nd birthday (%),Scotland,Diphtheria Tetanus Polio Pertussis Hib (primary),,,Percentage (%),Units,Normal value,S92000003,98.2
2014/15,Proportion of children vaccinated by 2nd birthday (%),Scotland,Diphtheria Tetanus Polio Pertussis Hib (primary),,,Percentage (%),Units,Normal value,S92000003,98.1
2015/16,Proportion of children vaccinated by 2nd birthday (%),Scotland,Diphtheria Tetanus Polio Pertussis Hib (primary),,,Percentage (%),Units,Normal value,S92000003,97.9
2016/17,Proportion of children vaccinated by 2nd birthday (%),Scotland,Diphtheria Tetanus Polio Pertussis Hib (primary),,,Percentage (%),Units,Normal value,S92000003,97.7
2017/18,Proportion of children vaccinated by 2nd birthday (%),Scotland,Diphtheria Tetanus Polio Pertussis Hib (primary),,,Percentage (%),Units,Normal value,S92000003,97.6
2018/19,Proportion of children vaccinated by 2nd birthday (%),Scotland,Diphtheria Tetanus Polio Pertussis Hib (primary),,,Percentage (%),Units,Normal value,S92000003,97.2
2019/20,Proportion of children vaccinated by 2nd birthday (%),Scotland,Diphtheria Tetanus Polio Pertussis Hib (primary),,,Percentage (%),Units,Normal value,S92000003,96.9
2020/21,Proportion of children vaccinated by 2nd birthday (%),Scotland,Diphtheria Tetanus Polio Pertussis Hib (primary),,,Percentage (%),Units,Normal value,S92000003,97.3
2009/10,Proportion of children vaccinated by 2nd birthday (%),Scotland,Measles mumps rubella (first dose),,,Percentage (%),Units,Normal value,S92000003,93.7
2010/11,Proportion of children vaccinated by 2nd birthday (%),Scotland,Measles mumps rubella (first dose),,,Percentage (%),Units,Normal value,S92000003,93.2
2011/12,Proportion of children vaccinated by 2nd birthday (%),Scotland,Measles mumps rubella (first dose),,,Percentage (%),Units,Normal value,S92000003,94.3
2012/13,Proportion of children vaccinated by 2nd birthday (%),Scotland,Measles mumps rubella (first dose),,,Percentage (%),Units,Normal value,S92000003,95.1
2013/14,Proportion of children vaccinated by 2nd birthday (%),Scotland,Measles mumps rubella (first dose),,,Percentage (%),Units,Normal value,S92000003,95.6
2014/15,Proportion of children vaccinated by 2nd birthday (%),Scotland,Measles mumps rubella (first dose),,,Percentage (%),Units,Normal value,S92000003,95.4
2015/16,Proportion of children vaccinated by 2nd birthday (%),Scotland,Measles mumps rubella (first dose),,,Percentage (%),Units,Normal value,S92000003,95.4
2016/17,Proportion of children vaccinated by 2nd birthday (%),Scotland,Measles mumps rubella (first dose),,,Percentage (%),Units,Normal value,S92000003,94.9
2017/18,Proportion of children vaccinated by 2nd birthday (%),Scotland,Measles mumps rubella (first dose),,,Percentage (%),Units,Normal value,S92000003,94.6
2018/19,Proportion of children vaccinated by 2nd birthday (%),Scotland,Measles mumps rubella (first dose),,,Percentage (%),Units,Normal value,S92000003,94.0
2019/20,Proportion of children vaccinated by 2nd birthday (%),Scotland,Measles mumps rubella (first dose),,,Percentage (%),Units,Normal value,S92000003,94.0
2020/21,Proportion of children vaccinated by 2nd birthday (%),Scotland,Measles mumps rubella (first dose),,,Percentage (%),Units,Normal value,S92000003,94.9
2009/10,Proportion of children vaccinated by 2nd birthday (%),Scotland,Hib Meningococcal group C (booster),,,Percentage (%),Units,Normal value,S92000003,94.0
2010/11,Proportion of children vaccinated by 2nd birthday (%),Scotland,Hib Meningococcal group C (booster),,,Percentage (%),Units,Normal value,S92000003,93.9
2011/12,Proportion of children vaccinated by 2nd birthday (%),Scotland,Hib Meningococcal group C (booster),,,Percentage (%),Units,Normal value,S92000003,95.3
2012/13,Proportion of children vaccinated by 2nd birthday (%),Scotland,Hib Meningococcal group C (booster),,,Percentage (%),Units,Normal value,S92000003,95.7
2013/14,Proportion of children vaccinated by 2nd birthday (%),Scotland,Hib Meningococcal group C (booster),,,Percentage (%),Units,Normal value,S92000003,95.7
2014/15,Proportion of children vaccinated by 2nd birthday (%),Scotland,Hib Meningococcal group C (booster),,,Percentage (%),Units,Normal value,S92000003,95.4
2015/16,Proportion of children vaccinated by 2nd birthday (%),Scotland,Hib Meningococcal group C (booster),,,Percentage (%),Units,Normal value,S92000003,95.4
2016/17,Proportion of children vaccinated by 2nd birthday (%),Scotland,Hib Meningococcal group C (booster),,,Percentage (%),Units,Normal value,S92000003,95.0
2017/18,Proportion of children vaccinated by 2nd birthday (%),Scotland,Hib Meningococcal group C (booster),,,Percentage (%),Units,Normal value,S92000003,94.9
2018/19,Proportion of children vaccinated by 2nd birthday (%),Scotland,Hib Meningococcal group C (booster),,,Percentage (%),Units,Normal value,S92000003,94.4
2019/20,Proportion of children vaccinated by 2nd birthday (%),Scotland,Hib Meningococcal group C (booster),,,Percentage (%),Units,Normal value,S92000003,94.3
2020/21,Proportion of children vaccinated by 2nd birthday (%),Scotland,Hib Meningococcal group C (booster),,,Percentage (%),Units,Normal value,S92000003,95.0
2009/10,Proportion of children vaccinated by 2nd birthday (%),Scotland,Pneumococcal disease (booster),,,Percentage (%),Units,Normal value,S92000003,94.2
2010/11,Proportion of children vaccinated by 2nd birthday (%),Scotland,Pneumococcal disease (booster),,,Percentage (%),Units,Normal value,S92000003,93.4
2011/12,Proportion of children vaccinated by 2nd birthday (%),Scotland,Pneumococcal disease (booster),,,Percentage (%),Units,Normal value,S92000003,94.5
2012/13,Proportion of children vaccinated by 2nd birthday (%),Scotland,Pneumococcal disease (booster),,,Percentage (%),Units,Normal value,S92000003,95.5
2013/14,Proportion of children vaccinated by 2nd birthday (%),Scotland,Pneumococcal disease (booster),,,Percentage (%),Units,Normal value,S92000003,95.5
2014/15,Proportion of children vaccinated by 2nd birthday (%),Scotland,Pneumococcal disease (booster),,,Percentage (%),Units,Normal value,S92000003,95.4
2015/16,Proportion of children vaccinated by 2nd birthday (%),Scotland,Pneumococcal disease (booster),,,Percentage (%),Units,Normal value,S92000003,95.3
2016/17,Proportion of children vaccinated by 2nd birthday (%),Scotland,Pneumococcal disease (booster),,,Percentage (%),Units,Normal value,S92000003,94.9
2017/18,Proportion of children vaccinated by 2nd birthday (%),Scotland,Pneumococcal disease (booster),,,Percentage (%),Units,Normal value,S92000003,94.8
2018/19,Proportion of children vaccinated by 2nd birthday (%),Scotland,Pneumococcal disease (booster),,,Percentage (%),Units,Normal value,S92000003,94.5
2019/20,Proportion of children vaccinated by 2nd birthday (%),Scotland,Pneumococcal disease (booster),,,Percentage (%),Units,Normal value,S92000003,94.4
2020/21,Proportion of children vaccinated by 2nd birthday (%),Scotland,Pneumococcal disease (booster),,,Percentage (%),Units,Normal value,S92000003,95.1
2009/10,Proportion of children vaccinated by 2nd birthday (%),Scotland,Meningococcal group C (primary),,,Percentage (%),Units,Normal value,S92000003,96.4
2010/11,Proportion of children vaccinated by 2nd birthday (%),Scotland,Meningococcal group C (primary),,,Percentage (%),Units,Normal value,S92000003,96.2
2011/12,Proportion of children vaccinated by 2nd birthday (%),Scotland,Meningococcal group C (primary),,,Percentage (%),Units,Normal value,S92000003,96.1
2012/13,Proportion of children vaccinated by 2nd birthday (%),Scotland,Meningococcal group C (primary),,,Percentage (%),Units,Normal value,S92000003,96.2
2019/20,Proportion of children vaccinated by 2nd birthday (%),Scotland,Meningococcal group B (booster),,,Percentage (%),Units,Normal value,S92000003,93.6
2020/21,Proportion of children vaccinated by 2nd birthday (%),Scotland,Meningococcal group B (booster),,,Percentage (%),Units,Normal value,S92000003,94.5
2013/14,Proportion of children vaccinated by 5th birthday (%),Scotland,Diphtheria Tetanus Polio Pertussis Hib (primary),,,Percentage (%),Units,Normal value,S92000003,98.2
2014/15,Proportion of children vaccinated by 5th birthday (%),Scotland,Diphtheria Tetanus Polio Pertussis Hib (primary),,,Percentage (%),Units,Normal value,S92000003,98.1
2015/16,Proportion of children vaccinated by 5th birthday (%),Scotland,Diphtheria Tetanus Polio Pertussis Hib (primary),,,Percentage (%),Units,Normal value,S92000003,98.1
2016/17,Proportion of children vaccinated by 5th birthday (%),Scotland,Diphtheria Tetanus Polio Pertussis Hib (primary),,,Percentage (%),Units,Normal value,S92000003,98.0
2017/18,Proportion of children vaccinated by 5th birthday (%),Scotland,Diphtheria Tetanus Polio Pertussis Hib (primary),,,Percentage (%),Units,Normal value,S92000003,98.0
2018/19,Proportion of children vaccinated by 5th birthday (%),Scotland,Diphtheria Tetanus Polio Pertussis Hib (primary),,,Percentage (%),Units,Normal value,S92000003,97.8
2019/20,Proportion of children vaccinated by 5th birthday (%),Scotland,Diphtheria Tetanus Polio Pertussis Hib (primary),,,Percentage (%),Units,Normal value,S92000003,97.8
2020/21,Proportion of children vaccinated by 5th birthday (%),Scotland,Diphtheria Tetanus Polio Pertussis Hib (primary),,,Percentage (%),Units,Normal value,S92000003,97.9
2009/10,Proportion of children vaccinated by 5th birthday (%),Scotland,Diphtheria Tetanus Polio Pertussis (booster),,,Percentage (%),Units,Normal value,S92000003,91.9
2010/11,Proportion of children vaccinated by 5th birthday (%),Scotland,Diphtheria Tetanus Polio Pertussis (booster),,,Percentage (%),Units,Normal value,S92000003,92.0
2011/12,Proportion of children vaccinated by 5th birthday (%),Scotland,Diphtheria Tetanus Polio Pertussis (booster),,,Percentage (%),Units,Normal value,S92000003,91.9
2012/13,Proportion of children vaccinated by 5th birthday (%),Scotland,Diphtheria Tetanus Polio Pertussis (booster),,,Percentage (%),Units,Normal value,S92000003,93.3
2013/14,Proportion of children vaccinated by 5th birthday (%),Scotland,Diphtheria Tetanus Polio Pertussis (booster),,,Percentage (%),Units,Normal value,S92000003,94.0
2014/15,Proportion of children vaccinated by 5th birthday (%),Scotland,Diphtheria Tetanus Polio Pertussis (booster),,,Percentage (%),Units,Normal value,S92000003,94.1
2015/16,Proportion of children vaccinated by 5th birthday (%),Scotland,Diphtheria Tetanus Polio Pertussis (booster),,,Percentage (%),Units,Normal value,S92000003,93.7
2016/17,Proportion of children vaccinated by 5th birthday (%),Scotland,Diphtheria Tetanus Polio Pertussis (booster),,,Percentage (%),Units,Normal value,S92000003,93.4
2017/18,Proportion of children vaccinated by 5th birthday (%),Scotland,Diphtheria Tetanus Polio Pertussis (booster),,,Percentage (%),Units,Normal value,S92000003,92.7
2018/19,Proportion of children vaccinated by 5th birthday (%),Scotland,Diphtheria Tetanus Polio Pertussis (booster),,,Percentage (%),Units,Normal value,S92000003,91.9
2019/20,Proportion of children vaccinated by 5th birthday (%),Scotland,Diphtheria Tetanus Polio Pertussis (booster),,,Percentage (%),Units,Normal value,S92000003,91.9
2020/21,Proportion of children vaccinated by 5th birthday (%),Scotland,Diphtheria Tetanus Polio Pertussis (booster),,,Percentage (%),Units,Normal value,S92000003,92.8
2009/10,Proportion of children vaccinated by 5th birthday (%),Scotland,Measles mumps rubella (first dose),,,Percentage (%),Units,Normal value,S92000003,96.2
2010/11,Proportion of children vaccinated by 5th birthday (%),Scotland,Measles mumps rubella (first dose),,,Percentage (%),Units,Normal value,S92000003,96.1
2011/12,Proportion of children vaccinated by 5th birthday (%),Scotland,Measles mumps rubella (first dose),,,Percentage (%),Units,Normal value,S92000003,96.6
2012/13,Proportion of children vaccinated by 5th birthday (%),Scotland,Measles mumps rubella (first dose),,,Percentage (%),Units,Normal value,S92000003,96.9
2013/14,Proportion of children vaccinated by 5th birthday (%),Scotland,Measles mumps rubella (first dose),,,Percentage (%),Units,Normal value,S92000003,97.3
2014/15,Proportion of children vaccinated by 5th birthday (%),Scotland,Measles mumps rubella (first dose),,,Percentage (%),Units,Normal value,S92000003,97.2
2015/16,Proportion of children vaccinated by 5th birthday (%),Scotland,Measles mumps rubella (first dose),,,Percentage (%),Units,Normal value,S92000003,97.1
2016/17,Proportion of children vaccinated by 5th birthday (%),Scotland,Measles mumps rubella (first dose),,,Percentage (%),Units,Normal value,S92000003,96.9
2017/18,Proportion of children vaccinated by 5th birthday (%),Scotland,Measles mumps rubella (first dose),,,Percentage (%),Units,Normal value,S92000003,96.9
2018/19,Proportion of children vaccinated by 5th birthday (%),Scotland,Measles mumps rubella (first dose),,,Percentage (%),Units,Normal value,S92000003,96.8
2019/20,Proportion of children vaccinated by 5th birthday (%),Scotland,Measles mumps rubella (first dose),,,Percentage (%),Units,Normal value,S92000003,96.7
2020/21,Proportion of children vaccinated by 5th birthday (%),Scotland,Measles mumps rubella (first dose),,,Percentage (%),Units,Normal value,S92000003,96.6
2009/10,Proportion of children vaccinated by 5th birthday (%),Scotland,Measles mumps rubella (first and second dose),,,Percentage (%),Units,Normal value,S92000003,89.7
2010/11,Proportion of children vaccinated by 5th birthday (%),Scotland,Measles mumps rubella (first and second dose),,,Percentage (%),Units,Normal value,S92000003,89.9
2011/12,Proportion of children vaccinated by 5th birthday (%),Scotland,Measles mumps rubella (first and second dose),,,Percentage (%),Units,Normal value,S92000003,90.2
2012/13,Proportion of children vaccinated by 5th birthday (%),Scotland,Measles mumps rubella (first and second dose),,,Percentage (%),Units,Normal value,S92000003,92.1
2013/14,Proportion of children vaccinated by 5th birthday (%),Scotland,Measles mumps rubella (first and second dose),,,Percentage (%),Units,Normal value,S92000003,93.0
2014/15,Proportion of children vaccinated by 5th birthday (%),Scotland,Measles mumps rubella (first and second dose),,,Percentage (%),Units,Normal value,S92000003,93.3
2015/16,Proportion of children vaccinated by 5th birthday (%),Scotland,Measles mumps rubella (first and second dose),,,Percentage (%),Units,Normal value,S92000003,93.1
2016/17,Proportion of children vaccinated by 5th birthday (%),Scotland,Measles mumps rubella (first and second dose),,,Percentage (%),Units,Normal value,S92000003,92.9
2017/18,Proportion of children vaccinated by 5th birthday (%),Scotland,Measles mumps rubella (first and second dose),,,Percentage (%),Units,Normal value,S92000003,92.1
2018/19,Proportion of children vaccinated by 5th birthday (%),Scotland,Measles mumps rubella (first and second dose),,,Percentage (%),Units,Normal value,S92000003,91.5
2019/20,Proportion of children vaccinated by 5th birthday (%),Scotland,Measles mumps rubella (first and second dose),,,Percentage (%),Units,Normal value,S92000003,91.5
2020/21,Proportion of children vaccinated by 5th birthday (%),Scotland,Measles mumps rubella (first and second dose),,,Percentage (%),Units,Normal value,S92000003,92.3
2011/12,Proportion of children vaccinated by 5th birthday (%),Scotland,Hib Meningococcal group C (booster),,,Percentage (%),Units,Normal value,S92000003,95.1
2012/13,Proportion of children vaccinated by 5th birthday (%),Scotland,Hib Meningococcal group C (booster),,,Percentage (%),Units,Normal value,S92000003,95.8
2013/14,Proportion of children vaccinated by 5th birthday (%),Scotland,Hib Meningococcal group C (booster),,,Percentage (%),Units,Normal value,S92000003,95.8
2014/15,Proportion of children vaccinated by 5th birthday (%),Scotland,Hib Meningococcal group C (booster),,,Percentage (%),Units,Normal value,S92000003,95.8
2015/16,Proportion of children vaccinated by 5th birthday (%),Scotland,Hib Meningococcal group C (booster),,,Percentage (%),Units,Normal value,S92000003,96.2
2016/17,Proportion of children vaccinated by 5th birthday (%),Scotland,Hib Meningococcal group C (booster),,,Percentage (%),Units,Normal value,S92000003,96.0
2017/18,Proportion of children vaccinated by 5th birthday (%),Scotland,Hib Meningococcal group C (booster),,,Percentage (%),Units,Normal value,S92000003,96.1
2018/19,Proportion of children vaccinated by 5th birthday (%),Scotland,Hib Meningococcal group C (booster),,,Percentage (%),Units,Normal value,S92000003,95.9
2019/20,Proportion of children vaccinated by 5th birthday (%),Scotland,Hib Meningococcal group C (booster),,,Percentage (%),Units,Normal value,S92000003,95.9
2020/21,Proportion of children vaccinated by 5th birthday (%),Scotland,Hib Meningococcal group C (booster),,,Percentage (%),Units,Normal value,S92000003,96.0
2008/09,Proportion of girls vaccinated against HPV (%),Scotland,Human papillomavirus (At least 1 dose),12 to 13,,Percentage (%),Units,Normal value,S92000003,93.7
2008/09,Proportion of girls vaccinated against HPV (%),Scotland,Human papillomavirus (At least 2 doses),12 to 13,,Percentage (%),Units,Normal value,S92000003,92.7
2008/09,Proportion of girls vaccinated against HPV (%),Scotland,Human papillomavirus (3 doses),12 to 13,,Percentage (%),Units,Normal value,S92000003,89.4
2009/10,Proportion of girls vaccinated against HPV (%),Scotland,Human papillomavirus (At least 1 dose),12 to 13,,Percentage (%),Units,Normal value,S92000003,92.6
2009/10,Proportion of girls vaccinated against HPV (%),Scotland,Human papillomavirus (At least 2 doses),12 to 13,,Percentage (%),Units,Normal value,S92000003,91.1
2009/10,Proportion of girls vaccinated against HPV (%),Scotland,Human papillomavirus (3 doses),12 to 13,,Percentage (%),Units,Normal value,S92000003,86.9
2010/11,Proportion of girls vaccinated against HPV (%),Scotland,Human papillomavirus (At least 1 dose),12 to 13,,Percentage (%),Units,Normal value,S92000003,91.8
2010/11,Proportion of girls vaccinated against HPV (%),Scotland,Human papillomavirus (At least 2 doses),12 to 13,,Percentage (%),Units,Normal value,S92000003,90.2
2010/11,Proportion of girls vaccinated against HPV (%),Scotland,Human papillomavirus (3 doses),12 to 13,,Percentage (%),Units,Normal value,S92000003,81.0
2011/12,Proportion of girls vaccinated against HPV (%),Scotland,Human papillomavirus (At least 1 dose),12 to 13,,Percentage (%),Units,Normal value,S92000003,93.1
2011/12,Proportion of girls vaccinated against HPV (%),Scotland,Human papillomavirus (At least 2 doses),12 to 13,,Percentage (%),Units,Normal value,S92000003,91.7
2011/12,Proportion of girls vaccinated against HPV (%),Scotland,Human papillomavirus (3 doses),12 to 13,,Percentage (%),Units,Normal value,S92000003,82.6
2012/13,Proportion of girls vaccinated against HPV (%),Scotland,Human papillomavirus (At least 1 dose),12 to 13,,Percentage (%),Units,Normal value,S92000003,93.5
2012/13,Proportion of girls vaccinated against HPV (%),Scotland,Human papillomavirus (At least 2 doses),12 to 13,,Percentage (%),Units,Normal value,S92000003,91.8
2012/13,Proportion of girls vaccinated against HPV (%),Scotland,Human papillomavirus (3 doses),12 to 13,,Percentage (%),Units,Normal value,S92000003,82.0
2013/14,Proportion of girls vaccinated against HPV (%),Scotland,Human papillomavirus (At least 1 dose),12 to 13,,Percentage (%),Units,Normal value,S92000003,93.6
2013/14,Proportion of girls vaccinated against HPV (%),Scotland,Human papillomavirus (At least 2 doses),12 to 13,,Percentage (%),Units,Normal value,S92000003,91.7
2013/14,Proportion of girls vaccinated against HPV (%),Scotland,Human papillomavirus (3 doses),12 to 13,,Percentage (%),Units,Normal value,S92000003,81.4
2015/16,Proportion of girls vaccinated against HPV (%),Scotland,Human papillomavirus (At least 1 dose),13 to 14,,Percentage (%),Units,Normal value,S92000003,93.3
2015/16,Proportion of girls vaccinated against HPV (%),Scotland,Human papillomavirus (2 doses),13 to 14,,Percentage (%),Units,Normal value,S92000003,86.5
2016/17,Proportion of girls vaccinated against HPV (%),Scotland,Human papillomavirus (At least 1 dose),13 to 14,,Percentage (%),Units,Normal value,S92000003,93.4
2016/17,Proportion of girls vaccinated against HPV (%),Scotland,Human papillomavirus (2 doses),13 to 14,,Percentage (%),Units,Normal value,S92000003,88.8
2017/18,Proportion of girls vaccinated against HPV (%),Scotland,Human papillomavirus (At least 1 dose),12 to 13,,Percentage (%),Units,Normal value,S92000003,89.7
2017/18,Proportion of girls vaccinated against HPV (%),Scotland,Human papillomavirus (At least 1 dose),13 to 14,,Percentage (%),Units,Normal value,S92000003,91.8
2017/18,Proportion of girls vaccinated against HPV (%),Scotland,Human papillomavirus (2 doses),13 to 14,,Percentage (%),Units,Normal value,S92000003,86.6
2018/19,Proportion of girls vaccinated against HPV (%),Scotland,Human papillomavirus (At least 1 dose),12 to 13,,Percentage (%),Units,Normal value,S92000003,89.8
2018/19,Proportion of girls vaccinated against HPV (%),Scotland,Human papillomavirus (At least 1 dose),13 to 14,,Percentage (%),Units,Normal value,S92000003,91.6
2018/19,Proportion of girls vaccinated against HPV (%),Scotland,Human papillomavirus (2 doses),13 to 14,,Percentage (%),Units,Normal value,S92000003,85.4
2019/20,Proportion of girls vaccinated against HPV (%),Scotland,Human papillomavirus (At least 1 dose),12 to 13,,Percentage (%),Units,Normal value,S92000003,88.5
2019/20,Proportion of girls vaccinated against HPV (%),Scotland,Human papillomavirus (At least 1 dose),13 to 14,,Percentage (%),Units,Normal value,S92000003,90.5
2019/20,Proportion of girls vaccinated against HPV (%),Scotland,Human papillomavirus (2 doses),13 to 14,,Percentage (%),Units,Normal value,S92000003,82.5
2019/20,Proportion of boys vaccinated against HPV (%),Scotland,Human papillomavirus (At least 1 dose),,,Percentage (%),Units,Normal value,S92000003,51.9
2018/19,Proportion of children vaccinated by 2nd birthday (%),Scotland,Meningococcal group B (booster),,,Percentage (%),Units,Normal value,S92000003,93.6
2009/10,Proportion of children vaccinated by 1st birthday (%),Wales,Diphtheria Tetanus Polio Pertussis Hib (primary),,,Percentage (%),Units,Normal value,W92000004,96.2
2010/11,Proportion of children vaccinated by 1st birthday (%),Wales,Diphtheria Tetanus Polio Pertussis Hib (primary),,,Percentage (%),Units,Normal value,W92000004,96.0
2011/12,Proportion of children vaccinated by 1st birthday (%),Wales,Diphtheria Tetanus Polio Pertussis Hib (primary),,,Percentage (%),Units,Normal value,W92000004,96.4
2012/13,Proportion of children vaccinated by 1st birthday (%),Wales,Diphtheria Tetanus Polio Pertussis Hib (primary),,,Percentage (%),Units,Normal value,W92000004,96.5
2013/14,Proportion of children vaccinated by 1st birthday (%),Wales,Diphtheria Tetanus Polio Pertussis Hib (primary),,,Percentage (%),Units,Normal value,W92000004,96.7
2014/15,Proportion of children vaccinated by 1st birthday (%),Wales,Diphtheria Tetanus Polio Pertussis Hib (primary),,,Percentage (%),Units,Normal value,W92000004,96.6
2015/16,Proportion of children vaccinated by 1st birthday (%),Wales,Diphtheria Tetanus Polio Pertussis Hib (primary),,,Percentage (%),Units,Normal value,W92000004,96.6
2016/17,Proportion of children vaccinated by 1st birthday (%),Wales,Diphtheria Tetanus Polio Pertussis Hib (primary),,,Percentage (%),Units,Normal value,W92000004,96.3
2017/18,Proportion of children vaccinated by 1st birthday (%),Wales,Diphtheria Tetanus Polio Pertussis Hib (primary),,,Percentage (%),Units,Normal value,W92000004,95.9
2018/19,Proportion of children vaccinated by 1st birthday (%),Wales,Diphtheria Tetanus Polio Pertussis Hib (primary),,,Percentage (%),Units,Normal value,W92000004,95.4
2019/20,Proportion of children vaccinated by 1st birthday (%),Wales,Diphtheria Tetanus Polio Pertussis Hib (primary),,,Percentage (%),Units,Normal value,W92000004,95.8
2020/21,Proportion of children vaccinated by 1st birthday (%),Wales,Diphtheria Tetanus Polio Pertussis Hib (primary),,,Percentage (%),Units,Normal value,W92000004,95.6
2009/10,Proportion of children vaccinated by 1st birthday (%),Wales,Pneumococcal disease (primary),,,Percentage (%),Units,Normal value,W92000004,96.0
2010/11,Proportion of children vaccinated by 1st birthday (%),Wales,Pneumococcal disease (primary),,,Percentage (%),Units,Normal value,W92000004,95.7
2011/12,Proportion of children vaccinated by 1st birthday (%),Wales,Pneumococcal disease (primary),,,Percentage (%),Units,Normal value,W92000004,95.8
2012/13,Proportion of children vaccinated by 1st birthday (%),Wales,Pneumococcal disease (primary),,,Percentage (%),Units,Normal value,W92000004,95.9
2013/14,Proportion of children vaccinated by 1st birthday (%),Wales,Pneumococcal disease (primary),,,Percentage (%),Units,Normal value,W92000004,96.2
2014/15,Proportion of children vaccinated by 1st birthday (%),Wales,Pneumococcal disease (primary),,,Percentage (%),Units,Normal value,W92000004,96.3
2015/16,Proportion of children vaccinated by 1st birthday (%),Wales,Pneumococcal disease (primary),,,Percentage (%),Units,Normal value,W92000004,96.4
2016/17,Proportion of children vaccinated by 1st birthday (%),Wales,Pneumococcal disease (primary),,,Percentage (%),Units,Normal value,W92000004,96.2
2017/18,Proportion of children vaccinated by 1st birthday (%),Wales,Pneumococcal disease (primary),,,Percentage (%),Units,Normal value,W92000004,95.9
2018/19,Proportion of children vaccinated by 1st birthday (%),Wales,Pneumococcal disease (primary),,,Percentage (%),Units,Normal value,W92000004,95.5
2019/20,Proportion of children vaccinated by 1st birthday (%),Wales,Pneumococcal disease (primary),,,Percentage (%),Units,Normal value,W92000004,95.9
2016/17,Proportion of children vaccinated by 1st birthday (%),Wales,Rotavirus (primary),,,Percentage (%),Units,Normal value,W92000004,94.1
2017/18,Proportion of children vaccinated by 1st birthday (%),Wales,Rotavirus (primary),,,Percentage (%),Units,Normal value,W92000004,93.8
2018/19,Proportion of children vaccinated by 1st birthday (%),Wales,Rotavirus (primary),,,Percentage (%),Units,Normal value,W92000004,93.6
2019/20,Proportion of children vaccinated by 1st birthday (%),Wales,Rotavirus (primary),,,Percentage (%),Units,Normal value,W92000004,93.8
2020/21,Proportion of children vaccinated by 1st birthday (%),Wales,Rotavirus (primary),,,Percentage (%),Units,Normal value,W92000004,93.8
2017/18,Proportion of children vaccinated by 1st birthday (%),Wales,Meningococcal group B (primary),,,Percentage (%),Units,Normal value,W92000004,95.3
2018/19,Proportion of children vaccinated by 1st birthday (%),Wales,Meningococcal group B (primary),,,Percentage (%),Units,Normal value,W92000004,95.1
2019/20,Proportion of children vaccinated by 1st birthday (%),Wales,Meningococcal group B (primary),,,Percentage (%),Units,Normal value,W92000004,95.5
2020/21,Proportion of children vaccinated by 1st birthday (%),Wales,Meningococcal group B (primary),,,Percentage (%),Units,Normal value,W92000004,95.4
2009/10,Proportion of children vaccinated by 1st birthday (%),Wales,Meningococcal group C (primary),,,Percentage (%),Units,Normal value,W92000004,95.9
2010/11,Proportion of children vaccinated by 1st birthday (%),Wales,Meningococcal group C (primary),,,Percentage (%),Units,Normal value,W92000004,95.4
2011/12,Proportion of children vaccinated by 1st birthday (%),Wales,Meningococcal group C (primary),,,Percentage (%),Units,Normal value,W92000004,96.1
2012/13,Proportion of children vaccinated by 1st birthday (%),Wales,Meningococcal group C (primary),,,Percentage (%),Units,Normal value,W92000004,96.1
