Year,Series,Sex,Age,Region,Disability status,Ethnicity,Nationality,Country of birth,Observation status,Unit multiplier,Units,GeoCode,Value
2013 Q1,Manufacturing employment as a proportion of total employment,,,Wales,,,,,Normal value,Units,Percentage (%),W92000004,11.7
2013 Q2,Manufacturing employment as a proportion of total employment,,,Wales,,,,,Normal value,Units,Percentage (%),W92000004,11.5
2013 Q3,Manufacturing employment as a proportion of total employment,,,Wales,,,,,Normal value,Units,Percentage (%),W92000004,11.6
2013 Q4,Manufacturing employment as a proportion of total employment,,,Wales,,,,,Normal value,Units,Percentage (%),W92000004,11.0
2014 Q1,Manufacturing employment as a proportion of total employment,,,Wales,,,,,Normal value,Units,Percentage (%),W92000004,10.1
2014 Q2,Manufacturing employment as a proportion of total employment,,,Wales,,,,,Normal value,Units,Percentage (%),W92000004,9.9
2014 Q3,Manufacturing employment as a proportion of total employment,,,Wales,,,,,Normal value,Units,Percentage (%),W92000004,9.8
2014 Q4,Manufacturing employment as a proportion of total employment,,,Wales,,,,,Normal value,Units,Percentage (%),W92000004,10.9
2015 Q1,Manufacturing employment as a proportion of total employment,,,Wales,,,,,Normal value,Units,Percentage (%),W92000004,10.7
2015 Q2,Manufacturing employment as a proportion of total employment,,,Wales,,,,,Normal value,Units,Percentage (%),W92000004,10.8
2015 Q3,Manufacturing employment as a proportion of total employment,,,Wales,,,,,Normal value,Units,Percentage (%),W92000004,10.5
2015 Q4,Manufacturing employment as a proportion of total employment,,,Wales,,,,,Normal value,Units,Percentage (%),W92000004,11.6
2016 Q1,Manufacturing employment as a proportion of total employment,,,Wales,,,,,Normal value,Units,Percentage (%),W92000004,10.4
2016 Q2,Manufacturing employment as a proportion of total employment,,,Wales,,,,,Normal value,Units,Percentage (%),W92000004,10.1
2016 Q3,Manufacturing employment as a proportion of total employment,,,Wales,,,,,Normal value,Units,Percentage (%),W92000004,10.5
2016 Q4,Manufacturing employment as a proportion of total employment,,,Wales,,,,,Normal value,Units,Percentage (%),W92000004,10.7
2017 Q1,Manufacturing employment as a proportion of total employment,,,Wales,,,,,Normal value,Units,Percentage (%),W92000004,9.9
2017 Q2,Manufacturing employment as a proportion of total employment,,,Wales,,,,,Normal value,Units,Percentage (%),W92000004,11.1
2017 Q3,Manufacturing employment as a proportion of total employment,,,Wales,,,,,Normal value,Units,Percentage (%),W92000004,10.2
2017 Q4,Manufacturing employment as a proportion of total employment,,,Wales,,,,,Normal value,Units,Percentage (%),W92000004,10.2
2009 Q1,Manufacturing employment as a proportion of total employment,,,West Midlands,,,,,Normal value,Units,Percentage (%),E12000005,13.6999999999999
2009 Q2,Manufacturing employment as a proportion of total employment,,,West Midlands,,,,,Normal value,Units,Percentage (%),E12000005,13.4
2009 Q3,Manufacturing employment as a proportion of total employment,,,West Midlands,,,,,Normal value,Units,Percentage (%),E12000005,13.2
2009 Q4,Manufacturing employment as a proportion of total employment,,,West Midlands,,,,,Normal value,Units,Percentage (%),E12000005,13.1
2010 Q1,Manufacturing employment as a proportion of total employment,,,West Midlands,,,,,Normal value,Units,Percentage (%),E12000005,13.6
2010 Q2,Manufacturing employment as a proportion of total employment,,,West Midlands,,,,,Normal value,Units,Percentage (%),E12000005,14.0999999999999
2010 Q3,Manufacturing employment as a proportion of total employment,,,West Midlands,,,,,Normal value,Units,Percentage (%),E12000005,13.4
2010 Q4,Manufacturing employment as a proportion of total employment,,,West Midlands,,,,,Normal value,Units,Percentage (%),E12000005,13.9
2011 Q1,Manufacturing employment as a proportion of total employment,,,West Midlands,,,,,Normal value,Units,Percentage (%),E12000005,13.8
2011 Q2,Manufacturing employment as a proportion of total employment,,,West Midlands,,,,,Normal value,Units,Percentage (%),E12000005,12.7
2011 Q3,Manufacturing employment as a proportion of total employment,,,West Midlands,,,,,Normal value,Units,Percentage (%),E12000005,12.5
2011 Q4,Manufacturing employment as a proportion of total employment,,,West Midlands,,,,,Normal value,Units,Percentage (%),E12000005,13.3
2012 Q1,Manufacturing employment as a proportion of total employment,,,West Midlands,,,,,Normal value,Units,Percentage (%),E12000005,12.8
2012 Q2,Manufacturing employment as a proportion of total employment,,,West Midlands,,,,,Normal value,Units,Percentage (%),E12000005,13.5
2012 Q3,Manufacturing employment as a proportion of total employment,,,West Midlands,,,,,Normal value,Units,Percentage (%),E12000005,13.4
2012 Q4,Manufacturing employment as a proportion of total employment,,,West Midlands,,,,,Normal value,Units,Percentage (%),E12000005,13.3
2013 Q1,Manufacturing employment as a proportion of total employment,,,West Midlands,,,,,Normal value,Units,Percentage (%),E12000005,13.6999999999999
2013 Q2,Manufacturing employment as a proportion of total employment,,,West Midlands,,,,,Normal value,Units,Percentage (%),E12000005,14.2
2013 Q3,Manufacturing employment as a proportion of total employment,,,West Midlands,,,,,Normal value,Units,Percentage (%),E12000005,14.4999999999999
2013 Q4,Manufacturing employment as a proportion of total employment,,,West Midlands,,,,,Normal value,Units,Percentage (%),E12000005,13.6
2014 Q1,Manufacturing employment as a proportion of total employment,,,West Midlands,,,,,Normal value,Units,Percentage (%),E12000005,13.2
2014 Q2,Manufacturing employment as a proportion of total employment,,,West Midlands,,,,,Normal value,Units,Percentage (%),E12000005,14.2
2014 Q3,Manufacturing employment as a proportion of total employment,,,West Midlands,,,,,Normal value,Units,Percentage (%),E12000005,14.4999999999999
2014 Q4,Manufacturing employment as a proportion of total employment,,,West Midlands,,,,,Normal value,Units,Percentage (%),E12000005,14.2
2015 Q1,Manufacturing employment as a proportion of total employment,,,West Midlands,,,,,Normal value,Units,Percentage (%),E12000005,14.0
2015 Q2,Manufacturing employment as a proportion of total employment,,,West Midlands,,,,,Normal value,Units,Percentage (%),E12000005,13.8
2015 Q3,Manufacturing employment as a proportion of total employment,,,West Midlands,,,,,Normal value,Units,Percentage (%),E12000005,13.3
2015 Q4,Manufacturing employment as a proportion of total employment,,,West Midlands,,,,,Normal value,Units,Percentage (%),E12000005,12.5
2016 Q1,Manufacturing employment as a proportion of total employment,,,West Midlands,,,,,Normal value,Units,Percentage (%),E12000005,12.7
2016 Q2,Manufacturing employment as a proportion of total employment,,,West Midlands,,,,,Normal value,Units,Percentage (%),E12000005,13.6
2016 Q3,Manufacturing employment as a proportion of total employment,,,West Midlands,,,,,Normal value,Units,Percentage (%),E12000005,13.0
2016 Q4,Manufacturing employment as a proportion of total employment,,,West Midlands,,,,,Normal value,Units,Percentage (%),E12000005,13.4
2017 Q1,Manufacturing employment as a proportion of total employment,,,West Midlands,,,,,Normal value,Units,Percentage (%),E12000005,13.0
2017 Q2,Manufacturing employment as a proportion of total employment,,,West Midlands,,,,,Normal value,Units,Percentage (%),E12000005,12.1
2017 Q3,Manufacturing employment as a proportion of total employment,,,West Midlands,,,,,Normal value,Units,Percentage (%),E12000005,12.2
2017 Q4,Manufacturing employment as a proportion of total employment,,,West Midlands,,,,,Normal value,Units,Percentage (%),E12000005,12.3
2009 Q1,Manufacturing employment as a proportion of total employment,,,Yorkshire and The Humber,,,,,Normal value,Units,Percentage (%),E12000003,12.1
2009 Q2,Manufacturing employment as a proportion of total employment,,,Yorkshire and The Humber,,,,,Normal value,Units,Percentage (%),E12000003,11.2
2009 Q3,Manufacturing employment as a proportion of total employment,,,Yorkshire and The Humber,,,,,Normal value,Units,Percentage (%),E12000003,11.2
2009 Q4,Manufacturing employment as a proportion of total employment,,,Yorkshire and The Humber,,,,,Normal value,Units,Percentage (%),E12000003,11.3
2010 Q1,Manufacturing employment as a proportion of total employment,,,Yorkshire and The Humber,,,,,Normal value,Units,Percentage (%),E12000003,11.4
2010 Q2,Manufacturing employment as a proportion of total employment,,,Yorkshire and The Humber,,,,,Normal value,Units,Percentage (%),E12000003,11.8
2010 Q3,Manufacturing employment as a proportion of total employment,,,Yorkshire and The Humber,,,,,Normal value,Units,Percentage (%),E12000003,12.3
2010 Q4,Manufacturing employment as a proportion of total employment,,,Yorkshire and The Humber,,,,,Normal value,Units,Percentage (%),E12000003,12.0
2011 Q1,Manufacturing employment as a proportion of total employment,,,Yorkshire and The Humber,,,,,Normal value,Units,Percentage (%),E12000003,12.1
2011 Q2,Manufacturing employment as a proportion of total employment,,,Yorkshire and The Humber,,,,,Normal value,Units,Percentage (%),E12000003,12.1
2011 Q3,Manufacturing employment as a proportion of total employment,,,Yorkshire and The Humber,,,,,Normal value,Units,Percentage (%),E12000003,12.3
2011 Q4,Manufacturing employment as a proportion of total employment,,,Yorkshire and The Humber,,,,,Normal value,Units,Percentage (%),E12000003,12.7
2012 Q1,Manufacturing employment as a proportion of total employment,,,Yorkshire and The Humber,,,,,Normal value,Units,Percentage (%),E12000003,12.7
2012 Q2,Manufacturing employment as a proportion of total employment,,,Yorkshire and The Humber,,,,,Normal value,Units,Percentage (%),E12000003,12.6
2012 Q3,Manufacturing employment as a proportion of total employment,,,Yorkshire and The Humber,,,,,Normal value,Units,Percentage (%),E12000003,12.6
2012 Q4,Manufacturing employment as a proportion of total employment,,,Yorkshire and The Humber,,,,,Normal value,Units,Percentage (%),E12000003,12.2
2013 Q1,Manufacturing employment as a proportion of total employment,,,Yorkshire and The Humber,,,,,Normal value,Units,Percentage (%),E12000003,12.0
2013 Q2,Manufacturing employment as a proportion of total employment,,,Yorkshire and The Humber,,,,,Normal value,Units,Percentage (%),E12000003,12.1
2013 Q3,Manufacturing employment as a proportion of total employment,,,Yorkshire and The Humber,,,,,Normal value,Units,Percentage (%),E12000003,12.3
2013 Q4,Manufacturing employment as a proportion of total employment,,,Yorkshire and The Humber,,,,,Normal value,Units,Percentage (%),E12000003,12.7
2014 Q1,Manufacturing employment as a proportion of total employment,,,Yorkshire and The Humber,,,,,Normal value,Units,Percentage (%),E12000003,13.1
2014 Q2,Manufacturing employment as a proportion of total employment,,,Yorkshire and The Humber,,,,,Normal value,Units,Percentage (%),E12000003,13.1
2014 Q3,Manufacturing employment as a proportion of total employment,,,Yorkshire and The Humber,,,,,Normal value,Units,Percentage (%),E12000003,13.3
2014 Q4,Manufacturing employment as a proportion of total employment,,,Yorkshire and The Humber,,,,,Normal value,Units,Percentage (%),E12000003,12.8
2015 Q1,Manufacturing employment as a proportion of total employment,,,Yorkshire and The Humber,,,,,Normal value,Units,Percentage (%),E12000003,11.6
2015 Q2,Manufacturing employment as a proportion of total employment,,,Yorkshire and The Humber,,,,,Normal value,Units,Percentage (%),E12000003,11.6
2015 Q3,Manufacturing employment as a proportion of total employment,,,Yorkshire and The Humber,,,,,Normal value,Units,Percentage (%),E12000003,11.8
2015 Q4,Manufacturing employment as a proportion of total employment,,,Yorkshire and The Humber,,,,,Normal value,Units,Percentage (%),E12000003,11.5
2016 Q1,Manufacturing employment as a proportion of total employment,,,Yorkshire and The Humber,,,,,Normal value,Units,Percentage (%),E12000003,11.8
2016 Q2,Manufacturing employment as a proportion of total employment,,,Yorkshire and The Humber,,,,,Normal value,Units,Percentage (%),E12000003,11.4
2016 Q3,Manufacturing employment as a proportion of total employment,,,Yorkshire and The Humber,,,,,Normal value,Units,Percentage (%),E12000003,11.3
2016 Q4,Manufacturing employment as a proportion of total employment,,,Yorkshire and The Humber,,,,,Normal value,Units,Percentage (%),E12000003,11.4
2017 Q1,Manufacturing employment as a proportion of total employment,,,Yorkshire and The Humber,,,,,Normal value,Units,Percentage (%),E12000003,11.8
2017 Q2,Manufacturing employment as a proportion of total employment,,,Yorkshire and The Humber,,,,,Normal value,Units,Percentage (%),E12000003,11.9
2017 Q3,Manufacturing employment as a proportion of total employment,,,Yorkshire and The Humber,,,,,Normal value,Units,Percentage (%),E12000003,11.8
2017 Q4,Manufacturing employment as a proportion of total employment,,,Yorkshire and The Humber,,,,,Normal value,Units,Percentage (%),E12000003,11.2
2013 Q2,Manufacturing employment as a proportion of total employment,,,,Non-disabled (GSS harmonised),,,,Normal value,Units,Percentage (%),,10.0
2013 Q3,Manufacturing employment as a proportion of total employment,,,,Non-disabled (GSS harmonised),,,,Normal value,Units,Percentage (%),,10.1
2013 Q4,Manufacturing employment as a proportion of total employment,,,,Non-disabled (GSS harmonised),,,,Normal value,Units,Percentage (%),,10.1
2014 Q1,Manufacturing employment as a proportion of total employment,,,,Non-disabled (GSS harmonised),,,,Normal value,Units,Percentage (%),,10.0
2014 Q2,Manufacturing employment as a proportion of total employment,,,,Non-disabled (GSS harmonised),,,,Normal value,Units,Percentage (%),,10.0
2014 Q3,Manufacturing employment as a proportion of total employment,,,,Non-disabled (GSS harmonised),,,,Normal value,Units,Percentage (%),,10.0
2014 Q4,Manufacturing employment as a proportion of total employment,,,,Non-disabled (GSS harmonised),,,,Normal value,Units,Percentage (%),,10.2
2015 Q1,Manufacturing employment as a proportion of total employment,,,,Non-disabled (GSS harmonised),,,,Normal value,Units,Percentage (%),,9.9
2015 Q2,Manufacturing employment as a proportion of total employment,,,,Non-disabled (GSS harmonised),,,,Normal value,Units,Percentage (%),,10.0
2015 Q3,Manufacturing employment as a proportion of total employment,,,,Non-disabled (GSS harmonised),,,,Normal value,Units,Percentage (%),,9.7
2015 Q4,Manufacturing employment as a proportion of total employment,,,,Non-disabled (GSS harmonised),,,,Normal value,Units,Percentage (%),,9.7
2016 Q1,Manufacturing employment as a proportion of total employment,,,,Non-disabled (GSS harmonised),,,,Normal value,Units,Percentage (%),,9.9
2016 Q2,Manufacturing employment as a proportion of total employment,,,,Non-disabled (GSS harmonised),,,,Normal value,Units,Percentage (%),,9.8
2016 Q3,Manufacturing employment as a proportion of total employment,,,,Non-disabled (GSS harmonised),,,,Normal value,Units,Percentage (%),,9.7
2016 Q4,Manufacturing employment as a proportion of total employment,,,,Non-disabled (GSS harmonised),,,,Normal value,Units,Percentage (%),,9.5
2017 Q1,Manufacturing employment as a proportion of total employment,,,,Non-disabled (GSS harmonised),,,,Normal value,Units,Percentage (%),,9.4
2017 Q2,Manufacturing employment as a proportion of total employment,,,,Non-disabled (GSS harmonised),,,,Normal value,Units,Percentage (%),,9.4
2017 Q3,Manufacturing employment as a proportion of total employment,,,,Non-disabled (GSS harmonised),,,,Normal value,Units,Percentage (%),,9.4
2017 Q4,Manufacturing employment as a proportion of total employment,,,,Non-disabled (GSS harmonised),,,,Normal value,Units,Percentage (%),,9.4
2013 Q2,Manufacturing employment as a proportion of total employment,,,,Disabled (GSS harmonised),,,,Normal value,Units,Percentage (%),,7.3
2013 Q3,Manufacturing employment as a proportion of total employment,,,,Disabled (GSS harmonised),,,,Normal value,Units,Percentage (%),,8.0
2013 Q4,Manufacturing employment as a proportion of total employment,,,,Disabled (GSS harmonised),,,,Normal value,Units,Percentage (%),,8.0
2014 Q1,Manufacturing employment as a proportion of total employment,,,,Disabled (GSS harmonised),,,,Normal value,Units,Percentage (%),,7.9
2014 Q2,Manufacturing employment as a proportion of total employment,,,,Disabled (GSS harmonised),,,,Normal value,Units,Percentage (%),,8.3
2014 Q3,Manufacturing employment as a proportion of total employment,,,,Disabled (GSS harmonised),,,,Normal value,Units,Percentage (%),,8.3
2014 Q4,Manufacturing employment as a proportion of total employment,,,,Disabled (GSS harmonised),,,,Normal value,Units,Percentage (%),,8.4
2015 Q1,Manufacturing employment as a proportion of total employment,,,,Disabled (GSS harmonised),,,,Normal value,Units,Percentage (%),,8.3
2015 Q2,Manufacturing employment as a proportion of total employment,,,,Disabled (GSS harmonised),,,,Normal value,Units,Percentage (%),,7.9
2015 Q3,Manufacturing employment as a proportion of total employment,,,,Disabled (GSS harmonised),,,,Normal value,Units,Percentage (%),,7.8
2015 Q4,Manufacturing employment as a proportion of total employment,,,,Disabled (GSS harmonised),,,,Normal value,Units,Percentage (%),,8.2
2016 Q1,Manufacturing employment as a proportion of total employment,,,,Disabled (GSS harmonised),,,,Normal value,Units,Percentage (%),,7.5
2016 Q2,Manufacturing employment as a proportion of total employment,,,,Disabled (GSS harmonised),,,,Normal value,Units,Percentage (%),,8.2
2016 Q3,Manufacturing employment as a proportion of total employment,,,,Disabled (GSS harmonised),,,,Normal value,Units,Percentage (%),,7.9
2016 Q4,Manufacturing employment as a proportion of total employment,,,,Disabled (GSS harmonised),,,,Normal value,Units,Percentage (%),,7.6
2017 Q1,Manufacturing employment as a proportion of total employment,,,,Disabled (GSS harmonised),,,,Normal value,Units,Percentage (%),,7.3
2017 Q2,Manufacturing employment as a proportion of total employment,,,,Disabled (GSS harmonised),,,,Normal value,Units,Percentage (%),,7.1
2017 Q3,Manufacturing employment as a proportion of total employment,,,,Disabled (GSS harmonised),,,,Normal value,Units,Percentage (%),,7.9
2017 Q4,Manufacturing employment as a proportion of total employment,,,,Disabled (GSS harmonised),,,,Normal value,Units,Percentage (%),,8.1
2012,Manufacturing employment as a proportion of total employment,,,,,White,,,Normal value,Units,Percentage (%),,10.3
2013,Manufacturing employment as a proportion of total employment,,,,,White,,,Normal value,Units,Percentage (%),,10.1
2014,Manufacturing employment as a proportion of total employment,,,,,White,,,Normal value,Units,Percentage (%),,10.1
2015,Manufacturing employment as a proportion of total employment,,,,,White,,,Normal value,Units,Percentage (%),,10.0
2016,Manufacturing employment as a proportion of total employment,,,,,White,,,Normal value,Units,Percentage (%),,9.7
2017,Manufacturing employment as a proportion of total employment,,,,,White,,,Normal value,Units,Percentage (%),,9.6
2012,Manufacturing employment as a proportion of total employment,,,,,Mixed,,,Normal value,Units,Percentage (%),,4.2
2013,Manufacturing employment as a proportion of total employment,,,,,Mixed,,,Normal value,Units,Percentage (%),,4.9
2014,Manufacturing employment as a proportion of total employment,,,,,Mixed,,,Normal value,Units,Percentage (%),,5.3
2015,Manufacturing employment as a proportion of total employment,,,,,Mixed,,,Normal value,Units,Percentage (%),,5.7
2016,Manufacturing employment as a proportion of total employment,,,,,Mixed,,,Normal value,Units,Percentage (%),,6.7
2017,Manufacturing employment as a proportion of total employment,,,,,Mixed,,,Normal value,Units,Percentage (%),,6.1
2012,Manufacturing employment as a proportion of total employment,,,,,Asian,,,Normal value,Units,Percentage (%),,6.4
2013,Manufacturing employment as a proportion of total employment,,,,,Asian,,,Normal value,Units,Percentage (%),,7.5
2014,Manufacturing employment as a proportion of total employment,,,,,Asian,,,Normal value,Units,Percentage (%),,7.0
2015,Manufacturing employment as a proportion of total employment,,,,,Asian,,,Normal value,Units,Percentage (%),,7.4
2016,Manufacturing employment as a proportion of total employment,,,,,Asian,,,Normal value,Units,Percentage (%),,7.2
2017,Manufacturing employment as a proportion of total employment,,,,,Asian,,,Normal value,Units,Percentage (%),,6.6
2012,Manufacturing employment as a proportion of total employment,,,,,Black,,,Normal value,Units,Percentage (%),,4.5
2013,Manufacturing employment as a proportion of total employment,,,,,Black,,,Normal value,Units,Percentage (%),,4.7
2014,Manufacturing employment as a proportion of total employment,,,,,Black,,,Normal value,Units,Percentage (%),,4.2
2015,Manufacturing employment as a proportion of total employment,,,,,Black,,,Normal value,Units,Percentage (%),,3.6
2016,Manufacturing employment as a proportion of total employment,,,,,Black,,,Normal value,Units,Percentage (%),,4.1
2017,Manufacturing employment as a proportion of total employment,,,,,Black,,,Normal value,Units,Percentage (%),,4.9
2012,Manufacturing employment as a proportion of total employment,,,,,Other,,,Normal value,Units,Percentage (%),,6.9
2013,Manufacturing employment as a proportion of total employment,,,,,Other,,,Normal value,Units,Percentage (%),,6.4
2014,Manufacturing employment as a proportion of total employment,,,,,Other,,,Normal value,Units,Percentage (%),,6.5
2015,Manufacturing employment as a proportion of total employment,,,,,Other,,,Normal value,Units,Percentage (%),,7.4
2016,Manufacturing employment as a proportion of total employment,,,,,Other,,,Normal value,Units,Percentage (%),,6.1
2017,Manufacturing employment as a proportion of total employment,,,,,Other,,,Normal value,Units,Percentage (%),,6.3
2011 Q2,Manufacturing employment as a proportion of total employment,,,,,,,Born in UK,Normal value,Units,Percentage (%),,9.8
2011 Q3,Manufacturing employment as a proportion of total employment,,,,,,,Born in UK,Normal value,Units,Percentage (%),,9.7
2011 Q4,Manufacturing employment as a proportion of total employment,,,,,,,Born in UK,Normal value,Units,Percentage (%),,9.9
2012 Q1,Manufacturing employment as a proportion of total employment,,,,,,,Born in UK,Normal value,Units,Percentage (%),,9.8
2012 Q2,Manufacturing employment as a proportion of total employment,,,,,,,Born in UK,Normal value,Units,Percentage (%),,10.0
2012 Q3,Manufacturing employment as a proportion of total employment,,,,,,,Born in UK,Normal value,Units,Percentage (%),,9.9
2012 Q4,Manufacturing employment as a proportion of total employment,,,,,,,Born in UK,Normal value,Units,Percentage (%),,9.8
2013 Q1,Manufacturing employment as a proportion of total employment,,,,,,,Born in UK,Normal value,Units,Percentage (%),,9.9
2013 Q2,Manufacturing employment as a proportion of total employment,,,,,,,Born in UK,Normal value,Units,Percentage (%),,9.7
2013 Q3,Manufacturing employment as a proportion of total employment,,,,,,,Born in UK,Normal value,Units,Percentage (%),,9.8
2013 Q4,Manufacturing employment as a proportion of total employment,,,,,,,Born in UK,Normal value,Units,Percentage (%),,9.8
2014 Q1,Manufacturing employment as a proportion of total employment,,,,,,,Born in UK,Normal value,Units,Percentage (%),,9.7
2014 Q2,Manufacturing employment as a proportion of total employment,,,,,,,Born in UK,Normal value,Units,Percentage (%),,9.8
2014 Q3,Manufacturing employment as a proportion of total employment,,,,,,,Born in UK,Normal value,Units,Percentage (%),,9.7
2014 Q4,Manufacturing employment as a proportion of total employment,,,,,,,Born in UK,Normal value,Units,Percentage (%),,9.9
2015 Q1,Manufacturing employment as a proportion of total employment,,,,,,,Born in UK,Normal value,Units,Percentage (%),,9.7
2015 Q2,Manufacturing employment as a proportion of total employment,,,,,,,Born in UK,Normal value,Units,Percentage (%),,9.7
2015 Q3,Manufacturing employment as a proportion of total employment,,,,,,,Born in UK,Normal value,Units,Percentage (%),,9.3
2015 Q4,Manufacturing employment as a proportion of total employment,,,,,,,Born in UK,Normal value,Units,Percentage (%),,9.4
2016 Q1,Manufacturing employment as a proportion of total employment,,,,,,,Born in UK,Normal value,Units,Percentage (%),,9.5
2016 Q2,Manufacturing employment as a proportion of total employment,,,,,,,Born in UK,Normal value,Units,Percentage (%),,9.5
2016 Q3,Manufacturing employment as a proportion of total employment,,,,,,,Born in UK,Normal value,Units,Percentage (%),,9.4
2016 Q4,Manufacturing employment as a proportion of total employment,,,,,,,Born in UK,Normal value,Units,Percentage (%),,9.2
2017 Q1,Manufacturing employment as a proportion of total employment,,,,,,,Born in UK,Normal value,Units,Percentage (%),,9.1
2017 Q2,Manufacturing employment as a proportion of total employment,,,,,,,Born in UK,Normal value,Units,Percentage (%),,9.1
2017 Q3,Manufacturing employment as a proportion of total employment,,,,,,,Born in UK,Normal value,Units,Percentage (%),,9.0
2017 Q4,Manufacturing employment as a proportion of total employment,,,,,,,Born in UK,Normal value,Units,Percentage (%),,9.0
2011 Q2,Manufacturing employment as a proportion of total employment,,,,,,,Born in EU,Normal value,Units,Percentage (%),,14.6
2011 Q3,Manufacturing employment as a proportion of total employment,,,,,,,Born in EU,Normal value,Units,Percentage (%),,14.8999999999999
2011 Q4,Manufacturing employment as a proportion of total employment,,,,,,,Born in EU,Normal value,Units,Percentage (%),,14.3
2012 Q1,Manufacturing employment as a proportion of total employment,,,,,,,Born in EU,Normal value,Units,Percentage (%),,13.0
2012 Q2,Manufacturing employment as a proportion of total employment,,,,,,,Born in EU,Normal value,Units,Percentage (%),,13.3
2012 Q3,Manufacturing employment as a proportion of total employment,,,,,,,Born in EU,Normal value,Units,Percentage (%),,13.8
2012 Q4,Manufacturing employment as a proportion of total employment,,,,,,,Born in EU,Normal value,Units,Percentage (%),,13.4
2013 Q1,Manufacturing employment as a proportion of total employment,,,,,,,Born in EU,Normal value,Units,Percentage (%),,13.2
2013 Q2,Manufacturing employment as a proportion of total employment,,,,,,,Born in EU,Normal value,Units,Percentage (%),,12.3
2013 Q3,Manufacturing employment as a proportion of total employment,,,,,,,Born in EU,Normal value,Units,Percentage (%),,14.0
2013 Q4,Manufacturing employment as a proportion of total employment,,,,,,,Born in EU,Normal value,Units,Percentage (%),,13.6
2014 Q1,Manufacturing employment as a proportion of total employment,,,,,,,Born in EU,Normal value,Units,Percentage (%),,13.6
2014 Q2,Manufacturing employment as a proportion of total employment,,,,,,,Born in EU,Normal value,Units,Percentage (%),,13.8
2014 Q3,Manufacturing employment as a proportion of total employment,,,,,,,Born in EU,Normal value,Units,Percentage (%),,14.6
2014 Q4,Manufacturing employment as a proportion of total employment,,,,,,,Born in EU,Normal value,Units,Percentage (%),,14.4
2015 Q1,Manufacturing employment as a proportion of total employment,,,,,,,Born in EU,Normal value,Units,Percentage (%),,14.4999999999999
2015 Q2,Manufacturing employment as a proportion of total employment,,,,,,,Born in EU,Normal value,Units,Percentage (%),,15.2
2015 Q3,Manufacturing employment as a proportion of total employment,,,,,,,Born in EU,Normal value,Units,Percentage (%),,14.7
2015 Q4,Manufacturing employment as a proportion of total employment,,,,,,,Born in EU,Normal value,Units,Percentage (%),,14.4
2016 Q1,Manufacturing employment as a proportion of total employment,,,,,,,Born in EU,Normal value,Units,Percentage (%),,13.8
2016 Q2,Manufacturing employment as a proportion of total employment,,,,,,,Born in EU,Normal value,Units,Percentage (%),,14.0999999999999
2016 Q3,Manufacturing employment as a proportion of total employment,,,,,,,Born in EU,Normal value,Units,Percentage (%),,14.4999999999999
2016 Q4,Manufacturing employment as a proportion of total employment,,,,,,,Born in EU,Normal value,Units,Percentage (%),,14.8
2017 Q1,Manufacturing employment as a proportion of total employment,,,,,,,Born in EU,Normal value,Units,Percentage (%),,14.4999999999999
2017 Q2,Manufacturing employment as a proportion of total employment,,,,,,,Born in EU,Normal value,Units,Percentage (%),,14.0999999999999
2017 Q3,Manufacturing employment as a proportion of total employment,,,,,,,Born in EU,Normal value,Units,Percentage (%),,14.4
2017 Q4,Manufacturing employment as a proportion of total employment,,,,,,,Born in EU,Normal value,Units,Percentage (%),,14.7
2011 Q2,Manufacturing employment as a proportion of total employment,,,,,,,Not born in EU,Normal value,Units,Percentage (%),,6.5
2011 Q3,Manufacturing employment as a proportion of total employment,,,,,,,Not born in EU,Normal value,Units,Percentage (%),,6.2
2011 Q4,Manufacturing employment as a proportion of total employment,,,,,,,Not born in EU,Normal value,Units,Percentage (%),,6.5
2012 Q1,Manufacturing employment as a proportion of total employment,,,,,,,Not born in EU,Normal value,Units,Percentage (%),,6.4
2012 Q2,Manufacturing employment as a proportion of total employment,,,,,,,Not born in EU,Normal value,Units,Percentage (%),,6.4
2012 Q3,Manufacturing employment as a proportion of total employment,,,,,,,Not born in EU,Normal value,Units,Percentage (%),,6.6
2012 Q4,Manufacturing employment as a proportion of total employment,,,,,,,Not born in EU,Normal value,Units,Percentage (%),,6.4
2013 Q1,Manufacturing employment as a proportion of total employment,,,,,,,Not born in EU,Normal value,Units,Percentage (%),,7.3
2013 Q2,Manufacturing employment as a proportion of total employment,,,,,,,Not born in EU,Normal value,Units,Percentage (%),,7.1
2013 Q3,Manufacturing employment as a proportion of total employment,,,,,,,Not born in EU,Normal value,Units,Percentage (%),,7.2
2013 Q4,Manufacturing employment as a proportion of total employment,,,,,,,Not born in EU,Normal value,Units,Percentage (%),,7.3
2014 Q1,Manufacturing employment as a proportion of total employment,,,,,,,Not born in EU,Normal value,Units,Percentage (%),,6.8
2014 Q2,Manufacturing employment as a proportion of total employment,,,,,,,Not born in EU,Normal value,Units,Percentage (%),,7.3
2014 Q3,Manufacturing employment as a proportion of total employment,,,,,,,Not born in EU,Normal value,Units,Percentage (%),,7.6
2014 Q4,Manufacturing employment as a proportion of total employment,,,,,,,Not born in EU,Normal value,Units,Percentage (%),,6.9
2015 Q1,Manufacturing employment as a proportion of total employment,,,,,,,Not born in EU,Normal value,Units,Percentage (%),,6.1
2015 Q2,Manufacturing employment as a proportion of total employment,,,,,,,Not born in EU,Normal value,Units,Percentage (%),,6.2
2015 Q3,Manufacturing employment as a proportion of total employment,,,,,,,Not born in EU,Normal value,Units,Percentage (%),,6.7
