Year,Units,Sex,Age,Disability status,Country of birth,Country,Region,Unit measure,Unit multiplier,Observation status,GeoCode,Value
2008 Q3,Not seasonally adjusted,Women,50 to 64,,,,,Percentage (%),Units,Undefined,,2.7631200545100243
2008 Q4,Not seasonally adjusted,Women,50 to 64,,,,,Percentage (%),Units,Undefined,,2.7481390164182207
2009 Q1,Not seasonally adjusted,Women,50 to 64,,,,,Percentage (%),Units,Undefined,,3.0281661466886733
2009 Q2,Not seasonally adjusted,Women,50 to 64,,,,,Percentage (%),Units,Undefined,,2.875934063679031
2009 Q3,Not seasonally adjusted,Women,50 to 64,,,,,Percentage (%),Units,Undefined,,2.9349115964699566
2009 Q4,Not seasonally adjusted,Women,50 to 64,,,,,Percentage (%),Units,Undefined,,3.301709941750259
2010 Q1,Not seasonally adjusted,Women,50 to 64,,,,,Percentage (%),Units,Undefined,,3.1791285482246976
2010 Q2,Not seasonally adjusted,Women,50 to 64,,,,,Percentage (%),Units,Undefined,,3.3175522904522814
2010 Q3,Not seasonally adjusted,Women,50 to 64,,,,,Percentage (%),Units,Undefined,,3.4523173100467046
2010 Q4,Not seasonally adjusted,Women,50 to 64,,,,,Percentage (%),Units,Undefined,,3.473263890180295
2011 Q1,Not seasonally adjusted,Women,50 to 64,,,,,Percentage (%),Units,Undefined,,3.567471973206388
2011 Q2,Not seasonally adjusted,Women,50 to 64,,,,,Percentage (%),Units,Undefined,,3.3412903967486494
2011 Q3,Not seasonally adjusted,Women,50 to 64,,,,,Percentage (%),Units,Undefined,,3.522374544641456
2011 Q4,Not seasonally adjusted,Women,50 to 64,,,,,Percentage (%),Units,Undefined,,4.161961275486108
2012 Q1,Not seasonally adjusted,Women,50 to 64,,,,,Percentage (%),Units,Undefined,,4.018733369633619
2012 Q2,Not seasonally adjusted,Women,50 to 64,,,,,Percentage (%),Units,Undefined,,3.7936535445210255
2012 Q3,Not seasonally adjusted,Women,50 to 64,,,,,Percentage (%),Units,Undefined,,3.4620077605915456
2012 Q4,Not seasonally adjusted,Women,50 to 64,,,,,Percentage (%),Units,Undefined,,3.51342174975113
2013 Q1,Not seasonally adjusted,Women,50 to 64,,,,,Percentage (%),Units,Undefined,,4.192107663882009
2013 Q2,Not seasonally adjusted,Women,50 to 64,,,,,Percentage (%),Units,Undefined,,4.016597851794496
2013 Q3,Not seasonally adjusted,Women,50 to 64,,,,,Percentage (%),Units,Undefined,,4.189012224962049
2013 Q4,Not seasonally adjusted,Women,50 to 64,,,,,Percentage (%),Units,Undefined,,3.9320090533000607
2014 Q1,Not seasonally adjusted,Women,50 to 64,,,,,Percentage (%),Units,Undefined,,3.9944793626779966
2014 Q2,Not seasonally adjusted,Women,50 to 64,,,,,Percentage (%),Units,Undefined,,3.689513876672064
2014 Q3,Not seasonally adjusted,Women,50 to 64,,,,,Percentage (%),Units,Undefined,,3.2090402911694733
2014 Q4,Not seasonally adjusted,Women,50 to 64,,,,,Percentage (%),Units,Undefined,,2.9225885176427697
2015 Q1,Not seasonally adjusted,Women,50 to 64,,,,,Percentage (%),Units,Undefined,,3.226404352733065
2015 Q2,Not seasonally adjusted,Women,50 to 64,,,,,Percentage (%),Units,Undefined,,3.1719139159745424
2015 Q3,Not seasonally adjusted,Women,50 to 64,,,,,Percentage (%),Units,Undefined,,3.0494645488021486
2015 Q4,Not seasonally adjusted,Women,50 to 64,,,,,Percentage (%),Units,Undefined,,2.688447980781309
2016 Q1,Not seasonally adjusted,Women,50 to 64,,,,,Percentage (%),Units,Undefined,,3.3078978628815228
2016 Q2,Not seasonally adjusted,Women,50 to 64,,,,,Percentage (%),Units,Undefined,,2.833618849073862
2016 Q3,Not seasonally adjusted,Women,50 to 64,,,,,Percentage (%),Units,Undefined,,2.9111084182347753
2016 Q4,Not seasonally adjusted,Women,50 to 64,,,,,Percentage (%),Units,Undefined,,2.850653610548646
2017 Q1,Not seasonally adjusted,Women,50 to 64,,,,,Percentage (%),Units,Undefined,,2.689472554211694
2017 Q2,Not seasonally adjusted,Women,50 to 64,,,,,Percentage (%),Units,Undefined,,2.578017920948178
2017 Q3,Not seasonally adjusted,Women,50 to 64,,,,,Percentage (%),Units,Undefined,,2.712651923946274
2017 Q4,Not seasonally adjusted,Women,50 to 64,,,,,Percentage (%),Units,Undefined,,2.625504263571841
2018 Q1,Not seasonally adjusted,Women,50 to 64,,,,,Percentage (%),Units,Undefined,,2.942043495566625
2018 Q2,Not seasonally adjusted,Women,50 to 64,,,,,Percentage (%),Units,Undefined,,2.773944354288352
2018 Q3,Not seasonally adjusted,Women,50 to 64,,,,,Percentage (%),Units,Undefined,,2.794125764042428
2018 Q4,Not seasonally adjusted,Women,50 to 64,,,,,Percentage (%),Units,Undefined,,2.5458889115434555
2019 Q1,Not seasonally adjusted,Women,50 to 64,,,,,Percentage (%),Units,Undefined,,2.7310029670024787
2019 Q2,Not seasonally adjusted,Women,50 to 64,,,,,Percentage (%),Units,Undefined,,2.3841034358035924
2019 Q3,Not seasonally adjusted,Women,50 to 64,,,,,Percentage (%),Units,Undefined,,2.3102069029279884
2019 Q4,Not seasonally adjusted,Women,50 to 64,,,,,Percentage (%),Units,Undefined,,2.517889856267515
2020 Q1,Not seasonally adjusted,Women,50 to 64,,,,,Percentage (%),Units,Undefined,,2.520441097596659
2020 Q2,Not seasonally adjusted,Women,50 to 64,,,,,Percentage (%),Units,Undefined,,2.1563178287397577
2020 Q3,Not seasonally adjusted,Women,50 to 64,,,,,Percentage (%),Units,Undefined,,2.8188874020263817
2000 Q1,Not seasonally adjusted,,65 and over,,,,,Percentage (%),Units,Undefined,,2.3073447989662017
2000 Q2,Not seasonally adjusted,,65 and over,,,,,Percentage (%),Units,Undefined,,2.1055822263586284
2000 Q3,Not seasonally adjusted,,65 and over,,,,,Percentage (%),Units,Undefined,,1.631327908934226
2000 Q4,Not seasonally adjusted,,65 and over,,,,,Percentage (%),Units,Undefined,,2.7024416758193013
2001 Q1,Not seasonally adjusted,,65 and over,,,,,Percentage (%),Units,Undefined,,2.8241234620581745
2001 Q2,Not seasonally adjusted,,65 and over,,,,,Percentage (%),Units,Undefined,,2.050595907353272
2001 Q3,Not seasonally adjusted,,65 and over,,,,,Percentage (%),Units,Undefined,,1.6346503682430469
2001 Q4,Not seasonally adjusted,,65 and over,,,,,Percentage (%),Units,Undefined,,1.8772779986746189
2002 Q1,Not seasonally adjusted,,65 and over,,,,,Percentage (%),Units,Undefined,,2.5791158141010064
2002 Q2,Not seasonally adjusted,,65 and over,,,,,Percentage (%),Units,Undefined,,2.55869222849376
2002 Q3,Not seasonally adjusted,,65 and over,,,,,Percentage (%),Units,Undefined,,2.4556267004553685
2002 Q4,Not seasonally adjusted,,65 and over,,,,,Percentage (%),Units,Undefined,,1.705055158200994
2003 Q1,Not seasonally adjusted,,65 and over,,,,,Percentage (%),Units,Undefined,,2.3447167844539862
2003 Q2,Not seasonally adjusted,,65 and over,,,,,Percentage (%),Units,Undefined,,2.2659140678094087
2003 Q3,Not seasonally adjusted,,65 and over,,,,,Percentage (%),Units,Undefined,,2.0010903613901183
2003 Q4,Not seasonally adjusted,,65 and over,,,,,Percentage (%),Units,Undefined,,2.7780968933787427
2004 Q1,Not seasonally adjusted,,65 and over,,,,,Percentage (%),Units,Undefined,,2.455337949707741
2004 Q2,Not seasonally adjusted,,65 and over,,,,,Percentage (%),Units,Undefined,,1.8281365666651168
2004 Q3,Not seasonally adjusted,,65 and over,,,,,Percentage (%),Units,Undefined,,1.5974821462804518
2004 Q4,Not seasonally adjusted,,65 and over,,,,,Percentage (%),Units,Undefined,,2.665574025532346
2005 Q1,Not seasonally adjusted,,65 and over,,,,,Percentage (%),Units,Undefined,,2.3692848108719806
2005 Q2,Not seasonally adjusted,,65 and over,,,,,Percentage (%),Units,Undefined,,1.7183132987816458
2005 Q3,Not seasonally adjusted,,65 and over,,,,,Percentage (%),Units,Undefined,,2.437626202128752
2005 Q4,Not seasonally adjusted,,65 and over,,,,,Percentage (%),Units,Undefined,,2.70956996703403
2006 Q1,Not seasonally adjusted,,65 and over,,,,,Percentage (%),Units,Undefined,,2.4893429099406013
2006 Q2,Not seasonally adjusted,,65 and over,,,,,Percentage (%),Units,Undefined,,2.1628080987305087
2006 Q3,Not seasonally adjusted,,65 and over,,,,,Percentage (%),Units,Undefined,,2.3869125432277327
2006 Q4,Not seasonally adjusted,,65 and over,,,,,Percentage (%),Units,Undefined,,1.6402224019849114
2007 Q1,Not seasonally adjusted,,65 and over,,,,,Percentage (%),Units,Undefined,,2.3351131892428834
2007 Q2,Not seasonally adjusted,,65 and over,,,,,Percentage (%),Units,Undefined,,2.565081138105433
2007 Q3,Not seasonally adjusted,,65 and over,,,,,Percentage (%),Units,Undefined,,1.7323244863731018
2007 Q4,Not seasonally adjusted,,65 and over,,,,,Percentage (%),Units,Undefined,,1.3269638266437949
2008 Q1,Not seasonally adjusted,,65 and over,,,,,Percentage (%),Units,Undefined,,1.9429378111300988
2008 Q2,Not seasonally adjusted,,65 and over,,,,,Percentage (%),Units,Undefined,,1.908717789593941
2008 Q3,Not seasonally adjusted,,65 and over,,,,,Percentage (%),Units,Undefined,,2.5867903636430567
2008 Q4,Not seasonally adjusted,,65 and over,,,,,Percentage (%),Units,Undefined,,2.342796758641798
2009 Q1,Not seasonally adjusted,,65 and over,,,,,Percentage (%),Units,Undefined,,2.753591522368493
2009 Q2,Not seasonally adjusted,,65 and over,,,,,Percentage (%),Units,Undefined,,2.6639981320257515
2009 Q3,Not seasonally adjusted,,65 and over,,,,,Percentage (%),Units,Undefined,,3.1958910340579774
2009 Q4,Not seasonally adjusted,,65 and over,,,,,Percentage (%),Units,Undefined,,2.909203445923755
2010 Q1,Not seasonally adjusted,,65 and over,,,,,Percentage (%),Units,Undefined,,3.258488162042137
2010 Q2,Not seasonally adjusted,,65 and over,,,,,Percentage (%),Units,Undefined,,2.1170890233034827
2010 Q3,Not seasonally adjusted,,65 and over,,,,,Percentage (%),Units,Undefined,,2.2605027970058407
2010 Q4,Not seasonally adjusted,,65 and over,,,,,Percentage (%),Units,Undefined,,2.3645362857561585
2011 Q1,Not seasonally adjusted,,65 and over,,,,,Percentage (%),Units,Undefined,,1.9553674016824003
2011 Q2,Not seasonally adjusted,,65 and over,,,,,Percentage (%),Units,Undefined,,1.7577403129554463
2011 Q3,Not seasonally adjusted,,65 and over,,,,,Percentage (%),Units,Undefined,,3.2016507016848634
2011 Q4,Not seasonally adjusted,,65 and over,,,,,Percentage (%),Units,Undefined,,3.0221041241732007
2012 Q1,Not seasonally adjusted,,65 and over,,,,,Percentage (%),Units,Undefined,,3.170674575883236
2012 Q2,Not seasonally adjusted,,65 and over,,,,,Percentage (%),Units,Undefined,,1.8373230091012809
2012 Q3,Not seasonally adjusted,,65 and over,,,,,Percentage (%),Units,Undefined,,2.1286637399089336
2012 Q4,Not seasonally adjusted,,65 and over,,,,,Percentage (%),Units,Undefined,,2.2382625575062907
2013 Q1,Not seasonally adjusted,,65 and over,,,,,Percentage (%),Units,Undefined,,1.814497097276632
2013 Q2,Not seasonally adjusted,,65 and over,,,,,Percentage (%),Units,Undefined,,2.286971678637212
2013 Q3,Not seasonally adjusted,,65 and over,,,,,Percentage (%),Units,Undefined,,2.0683634222334857
2013 Q4,Not seasonally adjusted,,65 and over,,,,,Percentage (%),Units,Undefined,,2.7678777559736814
2014 Q1,Not seasonally adjusted,,65 and over,,,,,Percentage (%),Units,Undefined,,2.385718417824026
2014 Q2,Not seasonally adjusted,,65 and over,,,,,Percentage (%),Units,Undefined,,2.186430155210643
2014 Q3,Not seasonally adjusted,,65 and over,,,,,Percentage (%),Units,Undefined,,1.8956102764939764
2014 Q4,Not seasonally adjusted,,65 and over,,,,,Percentage (%),Units,Undefined,,1.5838329227616577
2015 Q1,Not seasonally adjusted,,65 and over,,,,,Percentage (%),Units,Undefined,,1.8515365625266025
2015 Q2,Not seasonally adjusted,,65 and over,,,,,Percentage (%),Units,Undefined,,1.897926140811821
2015 Q3,Not seasonally adjusted,,65 and over,,,,,Percentage (%),Units,Undefined,,1.7591074177289052
2015 Q4,Not seasonally adjusted,,65 and over,,,,,Percentage (%),Units,Undefined,,1.5209274681757128
2016 Q1,Not seasonally adjusted,,65 and over,,,,,Percentage (%),Units,Undefined,,1.7738961022741937
2016 Q2,Not seasonally adjusted,,65 and over,,,,,Percentage (%),Units,Undefined,,1.5000269877279442
2016 Q3,Not seasonally adjusted,,65 and over,,,,,Percentage (%),Units,Undefined,,1.3442816614441302
2016 Q4,Not seasonally adjusted,,65 and over,,,,,Percentage (%),Units,Undefined,,1.3910700797176943
2017 Q1,Not seasonally adjusted,,65 and over,,,,,Percentage (%),Units,Undefined,,1.1196382120295163
2017 Q2,Not seasonally adjusted,,65 and over,,,,,Percentage (%),Units,Undefined,,1.6446835250758869
2017 Q3,Not seasonally adjusted,,65 and over,,,,,Percentage (%),Units,Undefined,,1.8217943903852227
2017 Q4,Not seasonally adjusted,,65 and over,,,,,Percentage (%),Units,Undefined,,1.7282503284287425
2018 Q1,Not seasonally adjusted,,65 and over,,,,,Percentage (%),Units,Undefined,,1.834752645381523
2018 Q2,Not seasonally adjusted,,65 and over,,,,,Percentage (%),Units,Undefined,,1.38079064252266
2018 Q3,Not seasonally adjusted,,65 and over,,,,,Percentage (%),Units,Undefined,,1.190829552361164
2018 Q4,Not seasonally adjusted,,65 and over,,,,,Percentage (%),Units,Undefined,,1.3585743387682399
2019 Q1,Not seasonally adjusted,,65 and over,,,,,Percentage (%),Units,Undefined,,1.3550875753976392
2019 Q2,Not seasonally adjusted,,65 and over,,,,,Percentage (%),Units,Undefined,,1.1964191314245878
2019 Q3,Not seasonally adjusted,,65 and over,,,,,Percentage (%),Units,Undefined,,1.2922618860030224
2019 Q4,Not seasonally adjusted,,65 and over,,,,,Percentage (%),Units,Undefined,,2.550288544526676
2020 Q1,Not seasonally adjusted,,65 and over,,,,,Percentage (%),Units,Undefined,,2.0071158816409342
2020 Q2,Not seasonally adjusted,,65 and over,,,,,Percentage (%),Units,Undefined,,1.4644663813910106
2020 Q3,Not seasonally adjusted,,65 and over,,,,,Percentage (%),Units,Undefined,,2.1543702770032045
2000 Q1,Not seasonally adjusted,Men,65 and over,,,,,Percentage (%),Units,Undefined,,2.290470723306544
2000 Q2,Not seasonally adjusted,Men,65 and over,,,,,Percentage (%),Units,Undefined,,2.5370344732105767
2000 Q3,Not seasonally adjusted,Men,65 and over,,,,,Percentage (%),Units,Undefined,,1.8047967901986424
2000 Q4,Not seasonally adjusted,Men,65 and over,,,,,Percentage (%),Units,Undefined,,3.1767788608739616
2001 Q1,Not seasonally adjusted,Men,65 and over,,,,,Percentage (%),Units,Undefined,,3.373088787180258
2001 Q2,Not seasonally adjusted,Men,65 and over,,,,,Percentage (%),Units,Undefined,,2.597329228074883
2001 Q3,Not seasonally adjusted,Men,65 and over,,,,,Percentage (%),Units,Undefined,,2.1170821025720747
2001 Q4,Not seasonally adjusted,Men,65 and over,,,,,Percentage (%),Units,Undefined,,2.315444044527266
2002 Q1,Not seasonally adjusted,Men,65 and over,,,,,Percentage (%),Units,Undefined,,3.2697500876102
2002 Q2,Not seasonally adjusted,Men,65 and over,,,,,Percentage (%),Units,Undefined,,3.149546753293724
2002 Q3,Not seasonally adjusted,Men,65 and over,,,,,Percentage (%),Units,Undefined,,3.1008959875340865
2002 Q4,Not seasonally adjusted,Men,65 and over,,,,,Percentage (%),Units,Undefined,,1.8649557937563568
2003 Q1,Not seasonally adjusted,Men,65 and over,,,,,Percentage (%),Units,Undefined,,2.412385584642549
2003 Q2,Not seasonally adjusted,Men,65 and over,,,,,Percentage (%),Units,Undefined,,2.593462747055886
2003 Q3,Not seasonally adjusted,Men,65 and over,,,,,Percentage (%),Units,Undefined,,2.2592690043784054
2003 Q4,Not seasonally adjusted,Men,65 and over,,,,,Percentage (%),Units,Undefined,,3.0319570384716963
2004 Q1,Not seasonally adjusted,Men,65 and over,,,,,Percentage (%),Units,Undefined,,3.1172055258623206
2004 Q2,Not seasonally adjusted,Men,65 and over,,,,,Percentage (%),Units,Undefined,,2.321618132262229
2004 Q3,Not seasonally adjusted,Men,65 and over,,,,,Percentage (%),Units,Undefined,,2.0946701233737697
2004 Q4,Not seasonally adjusted,Men,65 and over,,,,,Percentage (%),Units,Undefined,,3.12052441792667
2005 Q1,Not seasonally adjusted,Men,65 and over,,,,,Percentage (%),Units,Undefined,,2.8152552347741917
2005 Q2,Not seasonally adjusted,Men,65 and over,,,,,Percentage (%),Units,Undefined,,1.884958545865386
2005 Q3,Not seasonally adjusted,Men,65 and over,,,,,Percentage (%),Units,Undefined,,2.4602041936546275
2005 Q4,Not seasonally adjusted,Men,65 and over,,,,,Percentage (%),Units,Undefined,,3.1118481741081343
2006 Q1,Not seasonally adjusted,Men,65 and over,,,,,Percentage (%),Units,Undefined,,2.642375231172465
2006 Q2,Not seasonally adjusted,Men,65 and over,,,,,Percentage (%),Units,Undefined,,2.580937457760334
2006 Q3,Not seasonally adjusted,Men,65 and over,,,,,Percentage (%),Units,Undefined,,3.2126722623269313
2006 Q4,Not seasonally adjusted,Men,65 and over,,,,,Percentage (%),Units,Undefined,,1.8637927554993332
2007 Q1,Not seasonally adjusted,Men,65 and over,,,,,Percentage (%),Units,Undefined,,2.5813244174205496
2007 Q2,Not seasonally adjusted,Men,65 and over,,,,,Percentage (%),Units,Undefined,,3.1016483183761467
2007 Q3,Not seasonally adjusted,Men,65 and over,,,,,Percentage (%),Units,Undefined,,1.9566550325441
2007 Q4,Not seasonally adjusted,Men,65 and over,,,,,Percentage (%),Units,Undefined,,1.38778187075294
2008 Q1,Not seasonally adjusted,Men,65 and over,,,,,Percentage (%),Units,Undefined,,2.102835012448355
2008 Q2,Not seasonally adjusted,Men,65 and over,,,,,Percentage (%),Units,Undefined,,2.319171512799674
2008 Q3,Not seasonally adjusted,Men,65 and over,,,,,Percentage (%),Units,Undefined,,3.257131118027652
2008 Q4,Not seasonally adjusted,Men,65 and over,,,,,Percentage (%),Units,Undefined,,2.4613528980445407
2009 Q1,Not seasonally adjusted,Men,65 and over,,,,,Percentage (%),Units,Undefined,,3.1826774207162796
2009 Q2,Not seasonally adjusted,Men,65 and over,,,,,Percentage (%),Units,Undefined,,3.3071437579791176
2009 Q3,Not seasonally adjusted,Men,65 and over,,,,,Percentage (%),Units,Undefined,,3.8966409590682165
2009 Q4,Not seasonally adjusted,Men,65 and over,,,,,Percentage (%),Units,Undefined,,3.389303876932442
2010 Q1,Not seasonally adjusted,Men,65 and over,,,,,Percentage (%),Units,Undefined,,3.8910727048274967
2010 Q2,Not seasonally adjusted,Men,65 and over,,,,,Percentage (%),Units,Undefined,,2.811537350789372
2010 Q3,Not seasonally adjusted,Men,65 and over,,,,,Percentage (%),Units,Undefined,,2.8325157804894063
2010 Q4,Not seasonally adjusted,Men,65 and over,,,,,Percentage (%),Units,Undefined,,2.856298558635613
2011 Q1,Not seasonally adjusted,Men,65 and over,,,,,Percentage (%),Units,Undefined,,2.397048048325212
2011 Q2,Not seasonally adjusted,Men,65 and over,,,,,Percentage (%),Units,Undefined,,1.9777135542638329
2011 Q3,Not seasonally adjusted,Men,65 and over,,,,,Percentage (%),Units,Undefined,,2.825836110367492
2011 Q4,Not seasonally adjusted,Men,65 and over,,,,,Percentage (%),Units,Undefined,,3.235588191906112
2012 Q1,Not seasonally adjusted,Men,65 and over,,,,,Percentage (%),Units,Undefined,,3.511008522727273
2012 Q2,Not seasonally adjusted,Men,65 and over,,,,,Percentage (%),Units,Undefined,,1.9765649556831917
2012 Q3,Not seasonally adjusted,Men,65 and over,,,,,Percentage (%),Units,Undefined,,2.3713906490399768
2012 Q4,Not seasonally adjusted,Men,65 and over,,,,,Percentage (%),Units,Undefined,,3.0299229010064357
2013 Q1,Not seasonally adjusted,Men,65 and over,,,,,Percentage (%),Units,Undefined,,2.1555176929825675
2013 Q2,Not seasonally adjusted,Men,65 and over,,,,,Percentage (%),Units,Undefined,,3.2825333117811937
2013 Q3,Not seasonally adjusted,Men,65 and over,,,,,Percentage (%),Units,Undefined,,2.3734533008912275
2013 Q4,Not seasonally adjusted,Men,65 and over,,,,,Percentage (%),Units,Undefined,,2.6303630363036303
2014 Q1,Not seasonally adjusted,Men,65 and over,,,,,Percentage (%),Units,Undefined,,2.6183329685889905
2014 Q2,Not seasonally adjusted,Men,65 and over,,,,,Percentage (%),Units,Undefined,,2.7596652963853754
2014 Q3,Not seasonally adjusted,Men,65 and over,,,,,Percentage (%),Units,Undefined,,2.2671168362738694
2014 Q4,Not seasonally adjusted,Men,65 and over,,,,,Percentage (%),Units,Undefined,,2.0630042975073883
2015 Q1,Not seasonally adjusted,Men,65 and over,,,,,Percentage (%),Units,Undefined,,2.1633481078770234
2015 Q2,Not seasonally adjusted,Men,65 and over,,,,,Percentage (%),Units,Undefined,,1.946337169497604
2015 Q3,Not seasonally adjusted,Men,65 and over,,,,,Percentage (%),Units,Undefined,,1.8605459200767716
2015 Q4,Not seasonally adjusted,Men,65 and over,,,,,Percentage (%),Units,Undefined,,1.415476751749312
2016 Q1,Not seasonally adjusted,Men,65 and over,,,,,Percentage (%),Units,Undefined,,1.245326134926802
2016 Q2,Not seasonally adjusted,Men,65 and over,,,,,Percentage (%),Units,Undefined,,1.1445944975408375
2016 Q3,Not seasonally adjusted,Men,65 and over,,,,,Percentage (%),Units,Undefined,,1.0142799772605182
2016 Q4,Not seasonally adjusted,Men,65 and over,,,,,Percentage (%),Units,Undefined,,1.1724769106434008
2017 Q1,Not seasonally adjusted,Men,65 and over,,,,,Percentage (%),Units,Undefined,,1.4537621005710724
2017 Q2,Not seasonally adjusted,Men,65 and over,,,,,Percentage (%),Units,Undefined,,1.9221252113738287
2017 Q3,Not seasonally adjusted,Men,65 and over,,,,,Percentage (%),Units,Undefined,,1.780833994534074
2017 Q4,Not seasonally adjusted,Men,65 and over,,,,,Percentage (%),Units,Undefined,,2.14930471174102
2018 Q1,Not seasonally adjusted,Men,65 and over,,,,,Percentage (%),Units,Undefined,,2.1794228793807715
2018 Q2,Not seasonally adjusted,Men,65 and over,,,,,Percentage (%),Units,Undefined,,1.3368763952492395
2018 Q3,Not seasonally adjusted,Men,65 and over,,,,,Percentage (%),Units,Undefined,,1.3177901019493037
2018 Q4,Not seasonally adjusted,Men,65 and over,,,,,Percentage (%),Units,Undefined,,1.3447292321109383
2019 Q1,Not seasonally adjusted,Men,65 and over,,,,,Percentage (%),Units,Undefined,,1.310013026132642
2019 Q2,Not seasonally adjusted,Men,65 and over,,,,,Percentage (%),Units,Undefined,,1.127808723239896
2019 Q3,Not seasonally adjusted,Men,65 and over,,,,,Percentage (%),Units,Undefined,,1.5205774415342983
2019 Q4,Not seasonally adjusted,Men,65 and over,,,,,Percentage (%),Units,Undefined,,2.8379158406661285
2020 Q1,Not seasonally adjusted,Men,65 and over,,,,,Percentage (%),Units,Undefined,,2.4448949283029564
2020 Q2,Not seasonally adjusted,Men,65 and over,,,,,Percentage (%),Units,Undefined,,1.5909124954102434
2020 Q3,Not seasonally adjusted,Men,65 and over,,,,,Percentage (%),Units,Undefined,,2.9331742333749165
2000 Q1,Not seasonally adjusted,Women,65 and over,,,,,Percentage (%),Units,Undefined,,
2000 Q2,Not seasonally adjusted,Women,65 and over,,,,,Percentage (%),Units,Undefined,,
2000 Q3,Not seasonally adjusted,Women,65 and over,,,,,Percentage (%),Units,Undefined,,
2000 Q4,Not seasonally adjusted,Women,65 and over,,,,,Percentage (%),Units,Undefined,,
2001 Q1,Not seasonally adjusted,Women,65 and over,,,,,Percentage (%),Units,Undefined,,
2001 Q2,Not seasonally adjusted,Women,65 and over,,,,,Percentage (%),Units,Undefined,,
2001 Q3,Not seasonally adjusted,Women,65 and over,,,,,Percentage (%),Units,Undefined,,
2001 Q4,Not seasonally adjusted,Women,65 and over,,,,,Percentage (%),Units,Undefined,,
2002 Q1,Not seasonally adjusted,Women,65 and over,,,,,Percentage (%),Units,Undefined,,
2002 Q2,Not seasonally adjusted,Women,65 and over,,,,,Percentage (%),Units,Undefined,,
2002 Q3,Not seasonally adjusted,Women,65 and over,,,,,Percentage (%),Units,Undefined,,
2002 Q4,Not seasonally adjusted,Women,65 and over,,,,,Percentage (%),Units,Undefined,,
2003 Q1,Not seasonally adjusted,Women,65 and over,,,,,Percentage (%),Units,Undefined,,
2003 Q2,Not seasonally adjusted,Women,65 and over,,,,,Percentage (%),Units,Undefined,,
2003 Q3,Not seasonally adjusted,Women,65 and over,,,,,Percentage (%),Units,Undefined,,
2003 Q4,Not seasonally adjusted,Women,65 and over,,,,,Percentage (%),Units,Undefined,,2.343200144784733
2004 Q1,Not seasonally adjusted,Women,65 and over,,,,,Percentage (%),Units,Undefined,,
2004 Q2,Not seasonally adjusted,Women,65 and over,,,,,Percentage (%),Units,Undefined,,
2004 Q3,Not seasonally adjusted,Women,65 and over,,,,,Percentage (%),Units,Undefined,,
2004 Q4,Not seasonally adjusted,Women,65 and over,,,,,Percentage (%),Units,Undefined,,
2005 Q1,Not seasonally adjusted,Women,65 and over,,,,,Percentage (%),Units,Undefined,,
2005 Q2,Not seasonally adjusted,Women,65 and over,,,,,Percentage (%),Units,Undefined,,
2005 Q3,Not seasonally adjusted,Women,65 and over,,,,,Percentage (%),Units,Undefined,,2.4002363421507136
2005 Q4,Not seasonally adjusted,Women,65 and over,,,,,Percentage (%),Units,Undefined,,
2006 Q1,Not seasonally adjusted,Women,65 and over,,,,,Percentage (%),Units,Undefined,,2.238655037289849
2006 Q2,Not seasonally adjusted,Women,65 and over,,,,,Percentage (%),Units,Undefined,,
2006 Q3,Not seasonally adjusted,Women,65 and over,,,,,Percentage (%),Units,Undefined,,
2006 Q4,Not seasonally adjusted,Women,65 and over,,,,,Percentage (%),Units,Undefined,,
2007 Q1,Not seasonally adjusted,Women,65 and over,,,,,Percentage (%),Units,Undefined,,1.9203289856276482
2007 Q2,Not seasonally adjusted,Women,65 and over,,,,,Percentage (%),Units,Undefined,,
2007 Q3,Not seasonally adjusted,Women,65 and over,,,,,Percentage (%),Units,Undefined,,
2007 Q4,Not seasonally adjusted,Women,65 and over,,,,,Percentage (%),Units,Undefined,,
2008 Q1,Not seasonally adjusted,Women,65 and over,,,,,Percentage (%),Units,Undefined,,
2008 Q2,Not seasonally adjusted,Women,65 and over,,,,,Percentage (%),Units,Undefined,,
2008 Q3,Not seasonally adjusted,Women,65 and over,,,,,Percentage (%),Units,Undefined,,
2008 Q4,Not seasonally adjusted,Women,65 and over,,,,,Percentage (%),Units,Undefined,,2.133470202277489
2009 Q1,Not seasonally adjusted,Women,65 and over,,,,,Percentage (%),Units,Undefined,,2.0688212752531965
2009 Q2,Not seasonally adjusted,Women,65 and over,,,,,Percentage (%),Units,Undefined,,1.6869794362618231
2009 Q3,Not seasonally adjusted,Women,65 and over,,,,,Percentage (%),Units,Undefined,,2.1248660148499527
2009 Q4,Not seasonally adjusted,Women,65 and over,,,,,Percentage (%),Units,Undefined,,2.1961739610866604
2010 Q1,Not seasonally adjusted,Women,65 and over,,,,,Percentage (%),Units,Undefined,,2.281917061091433
2010 Q2,Not seasonally adjusted,Women,65 and over,,,,,Percentage (%),Units,Undefined,,
2010 Q3,Not seasonally adjusted,Women,65 and over,,,,,Percentage (%),Units,Undefined,,1.3645218443963223
2010 Q4,Not seasonally adjusted,Women,65 and over,,,,,Percentage (%),Units,Undefined,,1.6116205287014582
2011 Q1,Not seasonally adjusted,Women,65 and over,,,,,Percentage (%),Units,Undefined,,1.33741629618698
2011 Q2,Not seasonally adjusted,Women,65 and over,,,,,Percentage (%),Units,Undefined,,1.4158294466598091
