Year,Age,Region,Local authority,Unit measure,Observation status,GeoCode,Value
2023,,North West,Manchester,Percentage (%),Normal value,E12000002,88.2
2023,2,North West,Manchester,Percentage (%),Normal value,E12000002,69.3
2023,3,North West,Manchester,Percentage (%),Normal value,E12000002,88.1
2023,4,North West,Manchester,Percentage (%),Normal value,E12000002,96.3
2023,3 and 4,North West,Manchester,Percentage (%),Normal value,E12000002,92.2
2023,,North West,Oldham,Percentage (%),Normal value,E12000002,93.6
2023,2,North West,Oldham,Percentage (%),Normal value,E12000002,81.1
2023,3,North West,Oldham,Percentage (%),Normal value,E12000002,93.2
2023,4,North West,Oldham,Percentage (%),Normal value,E12000002,99.5
2023,3 and 4,North West,Oldham,Percentage (%),Normal value,E12000002,96.4
2023,,North West,Rochdale,Percentage (%),Normal value,E12000002,94.5
2023,2,North West,Rochdale,Percentage (%),Normal value,E12000002,83.1
2023,3,North West,Rochdale,Percentage (%),Normal value,E12000002,95.8
2023,4,North West,Rochdale,Percentage (%),Normal value,E12000002,97.6
2023,3 and 4,North West,Rochdale,Percentage (%),Normal value,E12000002,96.7
2023,,North West,Salford,Percentage (%),Normal value,E12000002,96.5
2023,2,North West,Salford,Percentage (%),Normal value,E12000002,74.6
2023,3,North West,Salford,Percentage (%),Normal value,E12000002,98.3
2023,4,North West,Salford,Percentage (%),Normal value,E12000002,103.8
2023,3 and 4,North West,Salford,Percentage (%),Normal value,E12000002,101.1
2023,,North West,Sefton,Percentage (%),Normal value,E12000002,97.8
2023,2,North West,Sefton,Percentage (%),Normal value,E12000002,93.0
2023,3,North West,Sefton,Percentage (%),Normal value,E12000002,98.6
2023,4,North West,Sefton,Percentage (%),Normal value,E12000002,98.4
2023,3 and 4,North West,Sefton,Percentage (%),Normal value,E12000002,98.5
2023,,North West,St. Helens,Percentage (%),Normal value,E12000002,93.1
2023,2,North West,St. Helens,Percentage (%),Normal value,E12000002,82.6
2023,3,North West,St. Helens,Percentage (%),Normal value,E12000002,91.0
2023,4,North West,St. Helens,Percentage (%),Normal value,E12000002,98.5
2023,3 and 4,North West,St. Helens,Percentage (%),Normal value,E12000002,94.9
2023,,North West,Stockport,Percentage (%),Normal value,E12000002,97.9
2023,2,North West,Stockport,Percentage (%),Normal value,E12000002,91.0
2023,3,North West,Stockport,Percentage (%),Normal value,E12000002,93.6
2023,4,North West,Stockport,Percentage (%),Normal value,E12000002,103.4
2023,3 and 4,North West,Stockport,Percentage (%),Normal value,E12000002,98.6
2023,,North West,Tameside,Percentage (%),Normal value,E12000002,94.3
2023,2,North West,Tameside,Percentage (%),Normal value,E12000002,81.4
2023,3,North West,Tameside,Percentage (%),Normal value,E12000002,95.9
2023,4,North West,Tameside,Percentage (%),Normal value,E12000002,97.2
2023,3 and 4,North West,Tameside,Percentage (%),Normal value,E12000002,96.6
2023,,North West,Trafford,Percentage (%),Normal value,E12000002,98.2
2023,2,North West,Trafford,Percentage (%),Normal value,E12000002,103.1
2023,3,North West,Trafford,Percentage (%),Normal value,E12000002,96.1
2023,4,North West,Trafford,Percentage (%),Normal value,E12000002,99.6
2023,3 and 4,North West,Trafford,Percentage (%),Normal value,E12000002,97.9
2023,,North West,Warrington,Percentage (%),Normal value,E12000002,99.7
2023,2,North West,Warrington,Percentage (%),Normal value,E12000002,88.3
2023,3,North West,Warrington,Percentage (%),Normal value,E12000002,100.3
2023,4,North West,Warrington,Percentage (%),Normal value,E12000002,101.6
2023,3 and 4,North West,Warrington,Percentage (%),Normal value,E12000002,100.9
2023,,North West,Wigan,Percentage (%),Normal value,E12000002,95.8
2023,2,North West,Wigan,Percentage (%),Normal value,E12000002,91.6
2023,3,North West,Wigan,Percentage (%),Normal value,E12000002,95.8
2023,4,North West,Wigan,Percentage (%),Normal value,E12000002,97.0
2023,3 and 4,North West,Wigan,Percentage (%),Normal value,E12000002,96.4
2023,,North West,Wirral,Percentage (%),Normal value,E12000002,96.5
2023,2,North West,Wirral,Percentage (%),Normal value,E12000002,90.7
2023,3,North West,Wirral,Percentage (%),Normal value,E12000002,98.0
2023,4,North West,Wirral,Percentage (%),Normal value,E12000002,96.8
2023,3 and 4,North West,Wirral,Percentage (%),Normal value,E12000002,97.4
2023,,Yorkshire and The Humber,Barnsley,Percentage (%),Normal value,E12000003,93.4
2023,2,Yorkshire and The Humber,Barnsley,Percentage (%),Normal value,E12000003,73.8
2023,3,Yorkshire and The Humber,Barnsley,Percentage (%),Normal value,E12000003,98.0
2023,4,Yorkshire and The Humber,Barnsley,Percentage (%),Normal value,E12000003,95.9
2023,3 and 4,Yorkshire and The Humber,Barnsley,Percentage (%),Normal value,E12000003,96.9
2023,,Yorkshire and The Humber,Bradford,Percentage (%),Normal value,E12000003,89.8
2023,2,Yorkshire and The Humber,Bradford,Percentage (%),Normal value,E12000003,69.8
2023,3,Yorkshire and The Humber,Bradford,Percentage (%),Normal value,E12000003,92.3
2023,4,Yorkshire and The Humber,Bradford,Percentage (%),Normal value,E12000003,95.1
2023,3 and 4,Yorkshire and The Humber,Bradford,Percentage (%),Normal value,E12000003,93.7
2023,,Yorkshire and The Humber,Calderdale,Percentage (%),Normal value,E12000003,100.9
2023,2,Yorkshire and The Humber,Calderdale,Percentage (%),Normal value,E12000003,89.4
2023,3,Yorkshire and The Humber,Calderdale,Percentage (%),Normal value,E12000003,99.4
2023,4,Yorkshire and The Humber,Calderdale,Percentage (%),Normal value,E12000003,106.1
2023,3 and 4,Yorkshire and The Humber,Calderdale,Percentage (%),Normal value,E12000003,102.8
2023,,Yorkshire and The Humber,Doncaster,Percentage (%),Normal value,E12000003,95.0
2023,2,Yorkshire and The Humber,Doncaster,Percentage (%),Normal value,E12000003,79.7
2023,3,Yorkshire and The Humber,Doncaster,Percentage (%),Normal value,E12000003,99.1
2023,4,Yorkshire and The Humber,Doncaster,Percentage (%),Normal value,E12000003,96.5
2023,3 and 4,Yorkshire and The Humber,Doncaster,Percentage (%),Normal value,E12000003,97.8
2023,,Yorkshire and The Humber,East Riding of Yorkshire,Percentage (%),Normal value,E12000003,103.8
2023,2,Yorkshire and The Humber,East Riding of Yorkshire,Percentage (%),Normal value,E12000003,89.0
2023,3,Yorkshire and The Humber,East Riding of Yorkshire,Percentage (%),Normal value,E12000003,105.6
2023,4,Yorkshire and The Humber,East Riding of Yorkshire,Percentage (%),Normal value,E12000003,104.8
2023,3 and 4,Yorkshire and The Humber,East Riding of Yorkshire,Percentage (%),Normal value,E12000003,105.2
2023,,Yorkshire and The Humber,"Kingston Upon Hull, City of",Percentage (%),Normal value,E12000003,90.7
2023,2,Yorkshire and The Humber,"Kingston Upon Hull, City of",Percentage (%),Normal value,E12000003,81.2
2023,3,Yorkshire and The Humber,"Kingston Upon Hull, City of",Percentage (%),Normal value,E12000003,89.2
2023,4,Yorkshire and The Humber,"Kingston Upon Hull, City of",Percentage (%),Normal value,E12000003,96.0
2023,3 and 4,Yorkshire and The Humber,"Kingston Upon Hull, City of",Percentage (%),Normal value,E12000003,92.6
2023,,Yorkshire and The Humber,Kirklees,Percentage (%),Normal value,E12000003,90.2
2023,2,Yorkshire and The Humber,Kirklees,Percentage (%),Normal value,E12000003,76.3
2023,3,Yorkshire and The Humber,Kirklees,Percentage (%),Normal value,E12000003,91.6
2023,4,Yorkshire and The Humber,Kirklees,Percentage (%),Normal value,E12000003,93.4
2023,3 and 4,Yorkshire and The Humber,Kirklees,Percentage (%),Normal value,E12000003,92.5
2023,,Yorkshire and The Humber,Leeds,Percentage (%),Normal value,E12000003,93.1
2023,2,Yorkshire and The Humber,Leeds,Percentage (%),Normal value,E12000003,71.9
2023,3,Yorkshire and The Humber,Leeds,Percentage (%),Normal value,E12000003,93.1
2023,4,Yorkshire and The Humber,Leeds,Percentage (%),Normal value,E12000003,99.6
2023,3 and 4,Yorkshire and The Humber,Leeds,Percentage (%),Normal value,E12000003,96.4
2023,,Yorkshire and The Humber,North East Lincolnshire,Percentage (%),Normal value,E12000003,94.3
2023,2,Yorkshire and The Humber,North East Lincolnshire,Percentage (%),Normal value,E12000003,91.8
2023,3,Yorkshire and The Humber,North East Lincolnshire,Percentage (%),Normal value,E12000003,93.5
2023,4,Yorkshire and The Humber,North East Lincolnshire,Percentage (%),Normal value,E12000003,96.1
2023,3 and 4,Yorkshire and The Humber,North East Lincolnshire,Percentage (%),Normal value,E12000003,94.8
2023,,Yorkshire and The Humber,North Lincolnshire,Percentage (%),Normal value,E12000003,93.7
2023,2,Yorkshire and The Humber,North Lincolnshire,Percentage (%),Normal value,E12000003,79.3
2023,3,Yorkshire and The Humber,North Lincolnshire,Percentage (%),Normal value,E12000003,93.6
2023,4,Yorkshire and The Humber,North Lincolnshire,Percentage (%),Normal value,E12000003,98.2
2023,3 and 4,Yorkshire and The Humber,North Lincolnshire,Percentage (%),Normal value,E12000003,96.0
2023,,Yorkshire and The Humber,North Yorkshire,Percentage (%),Normal value,E12000003,97.8
2023,2,Yorkshire and The Humber,North Yorkshire,Percentage (%),Normal value,E12000003,85.2
2023,3,Yorkshire and The Humber,North Yorkshire,Percentage (%),Normal value,E12000003,97.3
2023,4,Yorkshire and The Humber,North Yorkshire,Percentage (%),Normal value,E12000003,100.6
2023,3 and 4,Yorkshire and The Humber,North Yorkshire,Percentage (%),Normal value,E12000003,99.0
2023,,Yorkshire and The Humber,Rotherham,Percentage (%),Normal value,E12000003,94.2
2023,2,Yorkshire and The Humber,Rotherham,Percentage (%),Normal value,E12000003,89.3
2023,3,Yorkshire and The Humber,Rotherham,Percentage (%),Normal value,E12000003,93.2
2023,4,Yorkshire and The Humber,Rotherham,Percentage (%),Normal value,E12000003,96.7
2023,3 and 4,Yorkshire and The Humber,Rotherham,Percentage (%),Normal value,E12000003,95.0
2023,,Yorkshire and The Humber,Sheffield,Percentage (%),Normal value,E12000003,89.3
2023,2,Yorkshire and The Humber,Sheffield,Percentage (%),Normal value,E12000003,69.8
2023,3,Yorkshire and The Humber,Sheffield,Percentage (%),Normal value,E12000003,90.5
2023,4,Yorkshire and The Humber,Sheffield,Percentage (%),Normal value,E12000003,94.2
2023,3 and 4,Yorkshire and The Humber,Sheffield,Percentage (%),Normal value,E12000003,92.4
2023,,Yorkshire and The Humber,Wakefield,Percentage (%),Normal value,E12000003,91.5
2023,2,Yorkshire and The Humber,Wakefield,Percentage (%),Normal value,E12000003,65.4
2023,3,Yorkshire and The Humber,Wakefield,Percentage (%),Normal value,E12000003,94.7
2023,4,Yorkshire and The Humber,Wakefield,Percentage (%),Normal value,E12000003,96.1
2023,3 and 4,Yorkshire and The Humber,Wakefield,Percentage (%),Normal value,E12000003,95.4
2023,,Yorkshire and The Humber,York,Percentage (%),Normal value,E12000003,94.0
2023,2,Yorkshire and The Humber,York,Percentage (%),Normal value,E12000003,93.3
2023,3,Yorkshire and The Humber,York,Percentage (%),Normal value,E12000003,91.0
2023,4,Yorkshire and The Humber,York,Percentage (%),Normal value,E12000003,97.0
2023,3 and 4,Yorkshire and The Humber,York,Percentage (%),Normal value,E12000003,94.0
2023,,East Midlands,Derby,Percentage (%),Normal value,E12000004,92.6
2023,2,East Midlands,Derby,Percentage (%),Normal value,E12000004,72.2
2023,3,East Midlands,Derby,Percentage (%),Normal value,E12000004,92.2
2023,4,East Midlands,Derby,Percentage (%),Normal value,E12000004,99.8
2023,3 and 4,East Midlands,Derby,Percentage (%),Normal value,E12000004,96.1
2023,,East Midlands,Derbyshire,Percentage (%),Normal value,E12000004,92.6
2023,2,East Midlands,Derbyshire,Percentage (%),Normal value,E12000004,69.7
2023,3,East Midlands,Derbyshire,Percentage (%),Normal value,E12000004,93.7
2023,4,East Midlands,Derbyshire,Percentage (%),Normal value,E12000004,97.3
2023,3 and 4,East Midlands,Derbyshire,Percentage (%),Normal value,E12000004,95.5
2023,,East Midlands,Leicester,Percentage (%),Normal value,E12000004,87.0
2023,2,East Midlands,Leicester,Percentage (%),Normal value,E12000004,65.4
2023,3,East Midlands,Leicester,Percentage (%),Normal value,E12000004,88.4
2023,4,East Midlands,Leicester,Percentage (%),Normal value,E12000004,93.1
2023,3 and 4,East Midlands,Leicester,Percentage (%),Normal value,E12000004,90.8
2023,,East Midlands,Leicestershire,Percentage (%),Normal value,E12000004,94.3
2023,2,East Midlands,Leicestershire,Percentage (%),Normal value,E12000004,79.1
2023,3,East Midlands,Leicestershire,Percentage (%),Normal value,E12000004,92.4
2023,4,East Midlands,Leicestershire,Percentage (%),Normal value,E12000004,99.0
2023,3 and 4,East Midlands,Leicestershire,Percentage (%),Normal value,E12000004,95.8
2023,,East Midlands,Lincolnshire,Percentage (%),Normal value,E12000004,89.2
2023,2,East Midlands,Lincolnshire,Percentage (%),Normal value,E12000004,76.3
2023,3,East Midlands,Lincolnshire,Percentage (%),Normal value,E12000004,88.0
2023,4,East Midlands,Lincolnshire,Percentage (%),Normal value,E12000004,93.5
2023,3 and 4,East Midlands,Lincolnshire,Percentage (%),Normal value,E12000004,90.8
2023,,East Midlands,North Northamptonshire,Percentage (%),Normal value,E12000004,87.0
2023,2,East Midlands,North Northamptonshire,Percentage (%),Normal value,E12000004,61.6
2023,3,East Midlands,North Northamptonshire,Percentage (%),Normal value,E12000004,87.9
2023,4,East Midlands,North Northamptonshire,Percentage (%),Normal value,E12000004,91.9
2023,3 and 4,East Midlands,North Northamptonshire,Percentage (%),Normal value,E12000004,89.9
2023,,East Midlands,Nottingham,Percentage (%),Normal value,E12000004,81.3
2023,2,East Midlands,Nottingham,Percentage (%),Normal value,E12000004,61.6
2023,3,East Midlands,Nottingham,Percentage (%),Normal value,E12000004,82.2
2023,4,East Midlands,Nottingham,Percentage (%),Normal value,E12000004,87.8
2023,3 and 4,East Midlands,Nottingham,Percentage (%),Normal value,E12000004,85.0
2023,,East Midlands,Nottinghamshire,Percentage (%),Normal value,E12000004,94.5
2023,2,East Midlands,Nottinghamshire,Percentage (%),Normal value,E12000004,74.8
2023,3,East Midlands,Nottinghamshire,Percentage (%),Normal value,E12000004,96.4
2023,4,East Midlands,Nottinghamshire,Percentage (%),Normal value,E12000004,97.5
2023,3 and 4,East Midlands,Nottinghamshire,Percentage (%),Normal value,E12000004,96.9
2023,,East Midlands,Rutland,Percentage (%),Normal value,E12000004,79.6
2023,2,East Midlands,Rutland,Percentage (%),Normal value,E12000004,83.8
2023,3,East Midlands,Rutland,Percentage (%),Normal value,E12000004,72.6
2023,4,East Midlands,Rutland,Percentage (%),Normal value,E12000004,85.8
2023,3 and 4,East Midlands,Rutland,Percentage (%),Normal value,E12000004,79.4
2023,,East Midlands,West Northamptonshire,Percentage (%),Normal value,E12000004,90.5
2023,2,East Midlands,West Northamptonshire,Percentage (%),Normal value,E12000004,56.6
2023,3,East Midlands,West Northamptonshire,Percentage (%),Normal value,E12000004,92.2
2023,4,East Midlands,West Northamptonshire,Percentage (%),Normal value,E12000004,95.6
2023,3 and 4,East Midlands,West Northamptonshire,Percentage (%),Normal value,E12000004,94.0
2023,,West Midlands,Birmingham,Percentage (%),Normal value,E12000005,83.6
2023,2,West Midlands,Birmingham,Percentage (%),Normal value,E12000005,63.6
2023,3,West Midlands,Birmingham,Percentage (%),Normal value,E12000005,83.0
2023,4,West Midlands,Birmingham,Percentage (%),Normal value,E12000005,92.3
2023,3 and 4,West Midlands,Birmingham,Percentage (%),Normal value,E12000005,87.7
2023,,West Midlands,Coventry,Percentage (%),Normal value,E12000005,84.9
2023,2,West Midlands,Coventry,Percentage (%),Normal value,E12000005,72.9
2023,3,West Midlands,Coventry,Percentage (%),Normal value,E12000005,81.3
2023,4,West Midlands,Coventry,Percentage (%),Normal value,E12000005,92.0
2023,3 and 4,West Midlands,Coventry,Percentage (%),Normal value,E12000005,86.7
2023,,West Midlands,Dudley,Percentage (%),Normal value,E12000005,90.4
2023,2,West Midlands,Dudley,Percentage (%),Normal value,E12000005,72.9
2023,3,West Midlands,Dudley,Percentage (%),Normal value,E12000005,90.8
2023,4,West Midlands,Dudley,Percentage (%),Normal value,E12000005,95.3
2023,3 and 4,West Midlands,Dudley,Percentage (%),Normal value,E12000005,93.1
2023,,West Midlands,"Herefordshire, County of",Percentage (%),Normal value,E12000005,92.9
2023,2,West Midlands,"Herefordshire, County of",Percentage (%),Normal value,E12000005,76.5
2023,3,West Midlands,"Herefordshire, County of",Percentage (%),Normal value,E12000005,94.0
2023,4,West Midlands,"Herefordshire, County of",Percentage (%),Normal value,E12000005,95.2
2023,3 and 4,West Midlands,"Herefordshire, County of",Percentage (%),Normal value,E12000005,94.6
2023,,West Midlands,Sandwell,Percentage (%),Normal value,E12000005,90.2
2023,2,West Midlands,Sandwell,Percentage (%),Normal value,E12000005,72.1
2023,3,West Midlands,Sandwell,Percentage (%),Normal value,E12000005,91.2
2023,4,West Midlands,Sandwell,Percentage (%),Normal value,E12000005,96.1
2023,3 and 4,West Midlands,Sandwell,Percentage (%),Normal value,E12000005,93.7
2023,,West Midlands,Shropshire,Percentage (%),Normal value,E12000005,95.3
2023,2,West Midlands,Shropshire,Percentage (%),Normal value,E12000005,83.2
2023,3,West Midlands,Shropshire,Percentage (%),Normal value,E12000005,96.7
2023,4,West Midlands,Shropshire,Percentage (%),Normal value,E12000005,96.5
2023,3 and 4,West Midlands,Shropshire,Percentage (%),Normal value,E12000005,96.6
2023,,West Midlands,Solihull,Percentage (%),Normal value,E12000005,103.4
2023,2,West Midlands,Solihull,Percentage (%),Normal value,E12000005,89.9
2023,3,West Midlands,Solihull,Percentage (%),Normal value,E12000005,105.5
2023,4,West Midlands,Solihull,Percentage (%),Normal value,E12000005,104.5
2023,3 and 4,West Midlands,Solihull,Percentage (%),Normal value,E12000005,104.9
2023,,West Midlands,Staffordshire,Percentage (%),Normal value,E12000005,99.4
2023,2,West Midlands,Staffordshire,Percentage (%),Normal value,E12000005,75.0
2023,3,West Midlands,Staffordshire,Percentage (%),Normal value,E12000005,101.4
2023,4,West Midlands,Staffordshire,Percentage (%),Normal value,E12000005,103.3
2023,3 and 4,West Midlands,Staffordshire,Percentage (%),Normal value,E12000005,102.4
2023,,West Midlands,Stoke-on-Trent,Percentage (%),Normal value,E12000005,89.3
2023,2,West Midlands,Stoke-on-Trent,Percentage (%),Normal value,E12000005,73.9
2023,3,West Midlands,Stoke-on-Trent,Percentage (%),Normal value,E12000005,89.4
2023,4,West Midlands,Stoke-on-Trent,Percentage (%),Normal value,E12000005,95.2
2023,3 and 4,West Midlands,Stoke-on-Trent,Percentage (%),Normal value,E12000005,92.3
2023,,West Midlands,Telford and Wrekin,Percentage (%),Normal value,E12000005,96.1
2023,2,West Midlands,Telford and Wrekin,Percentage (%),Normal value,E12000005,81.0
2023,3,West Midlands,Telford and Wrekin,Percentage (%),Normal value,E12000005,97.6
2023,4,West Midlands,Telford and Wrekin,Percentage (%),Normal value,E12000005,99.5
2023,3 and 4,West Midlands,Telford and Wrekin,Percentage (%),Normal value,E12000005,98.6
2023,,West Midlands,Walsall,Percentage (%),Normal value,E12000005,89.2
2023,2,West Midlands,Walsall,Percentage (%),Normal value,E12000005,70.1
2023,3,West Midlands,Walsall,Percentage (%),Normal value,E12000005,90.7
2023,4,West Midlands,Walsall,Percentage (%),Normal value,E12000005,94.8
2023,3 and 4,West Midlands,Walsall,Percentage (%),Normal value,E12000005,92.8
2023,,West Midlands,Warwickshire,Percentage (%),Normal value,E12000005,99.0
2023,2,West Midlands,Warwickshire,Percentage (%),Normal value,E12000005,72.6
2023,3,West Midlands,Warwickshire,Percentage (%),Normal value,E12000005,100.9
2023,4,West Midlands,Warwickshire,Percentage (%),Normal value,E12000005,102.4
2023,3 and 4,West Midlands,Warwickshire,Percentage (%),Normal value,E12000005,101.6
2023,,West Midlands,Wolverhampton,Percentage (%),Normal value,E12000005,88.4
2023,2,West Midlands,Wolverhampton,Percentage (%),Normal value,E12000005,72.0
2023,3,West Midlands,Wolverhampton,Percentage (%),Normal value,E12000005,88.3
2023,4,West Midlands,Wolverhampton,Percentage (%),Normal value,E12000005,94.4
2023,3 and 4,West Midlands,Wolverhampton,Percentage (%),Normal value,E12000005,91.5
2023,,West Midlands,Worcestershire,Percentage (%),Normal value,E12000005,94.8
2023,2,West Midlands,Worcestershire,Percentage (%),Normal value,E12000005,74.0
2023,3,West Midlands,Worcestershire,Percentage (%),Normal value,E12000005,95.3
2023,4,West Midlands,Worcestershire,Percentage (%),Normal value,E12000005,98.9
2023,3 and 4,West Midlands,Worcestershire,Percentage (%),Normal value,E12000005,97.1
2023,,East of England,Bedford,Percentage (%),Normal value,E12000006,94.7
2023,2,East of England,Bedford,Percentage (%),Normal value,E12000006,68.2
2023,3,East of England,Bedford,Percentage (%),Normal value,E12000006,95.2
2023,4,East of England,Bedford,Percentage (%),Normal value,E12000006,100.3
2023,3 and 4,East of England,Bedford,Percentage (%),Normal value,E12000006,97.9
2023,,East of England,Cambridgeshire,Percentage (%),Normal value,E12000006,95.0
2023,2,East of England,Cambridgeshire,Percentage (%),Normal value,E12000006,73.5
2023,3,East of England,Cambridgeshire,Percentage (%),Normal value,E12000006,98.0
2023,4,East of England,Cambridgeshire,Percentage (%),Normal value,E12000006,95.8
2023,3 and 4,East of England,Cambridgeshire,Percentage (%),Normal value,E12000006,96.9
2023,,East of England,Central Bedfordshire,Percentage (%),Normal value,E12000006,101.6
2023,2,East of England,Central Bedfordshire,Percentage (%),Normal value,E12000006,68.0
2023,3,East of England,Central Bedfordshire,Percentage (%),Normal value,E12000006,103.9
2023,4,East of England,Central Bedfordshire,Percentage (%),Normal value,E12000006,105.1
2023,3 and 4,East of England,Central Bedfordshire,Percentage (%),Normal value,E12000006,104.6
2023,,East of England,Essex,Percentage (%),Normal value,E12000006,102.1
2023,2,East of England,Essex,Percentage (%),Normal value,E12000006,81.3
2023,3,East of England,Essex,Percentage (%),Normal value,E12000006,106.8
2023,4,East of England,Essex,Percentage (%),Normal value,E12000006,101.8
2023,3 and 4,East of England,Essex,Percentage (%),Normal value,E12000006,104.3
2023,,East of England,Hertfordshire,Percentage (%),Normal value,E12000006,94.4
2023,2,East of England,Hertfordshire,Percentage (%),Normal value,E12000006,87.8
2023,3,East of England,Hertfordshire,Percentage (%),Normal value,E12000006,94.2
2023,4,East of England,Hertfordshire,Percentage (%),Normal value,E12000006,95.7
2023,3 and 4,East of England,Hertfordshire,Percentage (%),Normal value,E12000006,95.0
2023,,East of England,Luton,Percentage (%),Normal value,E12000006,92.5
2023,2,East of England,Luton,Percentage (%),Normal value,E12000006,69.4
2023,3,East of England,Luton,Percentage (%),Normal value,E12000006,95.9
2023,4,East of England,Luton,Percentage (%),Normal value,E12000006,97.2
2023,3 and 4,East of England,Luton,Percentage (%),Normal value,E12000006,96.6
2023,,East of England,Norfolk,Percentage (%),Normal value,E12000006,90.2
2023,2,East of England,Norfolk,Percentage (%),Normal value,E12000006,70.7
2023,3,East of England,Norfolk,Percentage (%),Normal value,E12000006,89.5
2023,4,East of England,Norfolk,Percentage (%),Normal value,E12000006,95.4
2023,3 and 4,East of England,Norfolk,Percentage (%),Normal value,E12000006,92.5
2023,,East of England,Peterborough,Percentage (%),Normal value,E12000006,88.2
2023,2,East of England,Peterborough,Percentage (%),Normal value,E12000006,74.2
2023,3,East of England,Peterborough,Percentage (%),Normal value,E12000006,88.5
2023,4,East of England,Peterborough,Percentage (%),Normal value,E12000006,92.4
2023,3 and 4,East of England,Peterborough,Percentage (%),Normal value,E12000006,90.5
2023,,East of England,Southend-on-Sea,Percentage (%),Normal value,E12000006,87.6
2023,2,East of England,Southend-on-Sea,Percentage (%),Normal value,E12000006,68.3
2023,3,East of England,Southend-on-Sea,Percentage (%),Normal value,E12000006,87.7
2023,4,East of England,Southend-on-Sea,Percentage (%),Normal value,E12000006,92.5
2023,3 and 4,East of England,Southend-on-Sea,Percentage (%),Normal value,E12000006,90.1
2023,,East of England,Suffolk,Percentage (%),Normal value,E12000006,89.5
2023,2,East of England,Suffolk,Percentage (%),Normal value,E12000006,75.0
2023,3,East of England,Suffolk,Percentage (%),Normal value,E12000006,89.3
2023,4,East of England,Suffolk,Percentage (%),Normal value,E12000006,92.9
2023,3 and 4,East of England,Suffolk,Percentage (%),Normal value,E12000006,91.1
2023,,East of England,Thurrock,Percentage (%),Normal value,E12000006,86.6
2023,2,East of England,Thurrock,Percentage (%),Normal value,E12000006,71.8
2023,3,East of England,Thurrock,Percentage (%),Normal value,E12000006,86.7
2023,4,East of England,Thurrock,Percentage (%),Normal value,E12000006,90.1
2023,3 and 4,East of England,Thurrock,Percentage (%),Normal value,E12000006,88.4
2023,,South East,Bracknell Forest,Percentage (%),Normal value,E12000008,95.0
2023,2,South East,Bracknell Forest,Percentage (%),Normal value,E12000008,86.5
2023,3,South East,Bracknell Forest,Percentage (%),Normal value,E12000008,93.2
2023,4,South East,Bracknell Forest,Percentage (%),Normal value,E12000008,97.9
2023,3 and 4,South East,Bracknell Forest,Percentage (%),Normal value,E12000008,95.6
2023,,South East,Brighton and Hove,Percentage (%),Normal value,E12000008,90.5
2023,2,South East,Brighton and Hove,Percentage (%),Normal value,E12000008,86.6
2023,3,South East,Brighton and Hove,Percentage (%),Normal value,E12000008,85.5
2023,4,South East,Brighton and Hove,Percentage (%),Normal value,E12000008,96.2
2023,3 and 4,South East,Brighton and Hove,Percentage (%),Normal value,E12000008,90.9
2023,,South East,Buckinghamshire,Percentage (%),Normal value,E12000008,94.7
2023,2,South East,Buckinghamshire,Percentage (%),Normal value,E12000008,79.3
2023,3,South East,Buckinghamshire,Percentage (%),Normal value,E12000008,95.6
2023,4,South East,Buckinghamshire,Percentage (%),Normal value,E12000008,96.3
2023,3 and 4,South East,Buckinghamshire,Percentage (%),Normal value,E12000008,96.0
2023,,South East,East Sussex,Percentage (%),Normal value,E12000008,94.3
2023,2,South East,East Sussex,Percentage (%),Normal value,E12000008,84.7
2023,3,South East,East Sussex,Percentage (%),Normal value,E12000008,93.0
2023,4,South East,East Sussex,Percentage (%),Normal value,E12000008,97.8
2023,3 and 4,South East,East Sussex,Percentage (%),Normal value,E12000008,95.4
2023,,South East,Hampshire,Percentage (%),Normal value,E12000008,96.6
2023,2,South East,Hampshire,Percentage (%),Normal value,E12000008,80.1
2023,3,South East,Hampshire,Percentage (%),Normal value,E12000008,96.1
2023,4,South East,Hampshire,Percentage (%),Normal value,E12000008,100.1
2023,3 and 4,South East,Hampshire,Percentage (%),Normal value,E12000008,98.1
2023,,South East,Isle of Wight,Percentage (%),Normal value,E12000008,88.7
2023,2,South East,Isle of Wight,Percentage (%),Normal value,E12000008,85.6
2023,3,South East,Isle of Wight,Percentage (%),Normal value,E12000008,85.9
2023,4,South East,Isle of Wight,Percentage (%),Normal value,E12000008,92.3
2023,3 and 4,South East,Isle of Wight,Percentage (%),Normal value,E12000008,89.1
2023,,South East,Kent,Percentage (%),Normal value,E12000008,93.5
2023,2,South East,Kent,Percentage (%),Normal value,E12000008,67.0
2023,3,South East,Kent,Percentage (%),Normal value,E12000008,95.2
2023,4,South East,Kent,Percentage (%),Normal value,E12000008,98.3
2023,3 and 4,South East,Kent,Percentage (%),Normal value,E12000008,96.8
2023,,South East,Medway,Percentage (%),Normal value,E12000008,91.7
2023,2,South East,Medway,Percentage (%),Normal value,E12000008,67.8
2023,3,South East,Medway,Percentage (%),Normal value,E12000008,91.9
2023,4,South East,Medway,Percentage (%),Normal value,E12000008,98.0
2023,3 and 4,South East,Medway,Percentage (%),Normal value,E12000008,95.0
2023,,South East,Milton Keynes,Percentage (%),Normal value,E12000008,97.1
2023,2,South East,Milton Keynes,Percentage (%),Normal value,E12000008,80.8
2023,3,South East,Milton Keynes,Percentage (%),Normal value,E12000008,96.5
2023,4,South East,Milton Keynes,Percentage (%),Normal value,E12000008,101.4
