Year,Age,Sex,Disability status,Ethnicity,Ethnic group,Employment status,Region,Local Authority,Unit measure,Observation status,Unit multiplier,GeoCode,Value
2018,,Female,,,,,,,Percentage (%),Undefined,Units,,88.6
2018,,,Disabled (GSS harmonised),,,,,,Percentage (%),Undefined,Units,,76.6
2018,,,Not disabled (GSS harmonised),,,,,,Percentage (%),Undefined,Units,,93.9
2018,16 to 24,,Disabled (GSS harmonised),,,,,,Percentage (%),Undefined,Units,,98.0
2018,16 to 24,,Not disabled (GSS harmonised),,,,,,Percentage (%),Undefined,Units,,99.4
2018,25 to 34,,Disabled (GSS harmonised),,,,,,Percentage (%),Undefined,Units,,98.0
2018,25 to 34,,Not disabled (GSS harmonised),,,,,,Percentage (%),Undefined,Units,,99.4
2018,35 to 44,,Disabled (GSS harmonised),,,,,,Percentage (%),Undefined,Units,,95.9
2018,35 to 44,,Not disabled (GSS harmonised),,,,,,Percentage (%),Undefined,Units,,99.1
2018,45 to 54,,Disabled (GSS harmonised),,,,,,Percentage (%),Undefined,Units,,91.6
2018,45 to 54,,Not disabled (GSS harmonised),,,,,,Percentage (%),Undefined,Units,,98.2
2018,55 to 64,,Disabled (GSS harmonised),,,,,,Percentage (%),Undefined,Units,,83.9
2018,55 to 64,,Not disabled (GSS harmonised),,,,,,Percentage (%),Undefined,Units,,94.8
2018,65 to 74,,Disabled (GSS harmonised),,,,,,Percentage (%),Undefined,Units,,73.5
2018,65 to 74,,Not disabled (GSS harmonised),,,,,,Percentage (%),Undefined,Units,,83.9
2018,75 and over,,Disabled (GSS harmonised),,,,,,Percentage (%),Undefined,Units,,38.8
2018,75 and over,,Not disabled (GSS harmonised),,,,,,Percentage (%),Undefined,Units,,48.9
2018,,,,White,,,,,Percentage (%),Undefined,Units,,89.3
2018,,,,Mixed/Multiple ethnic background,,,,,Percentage (%),Undefined,Units,,97.9
2018,,,,Asian/Asian British,Indian,,,,Percentage (%),Undefined,Units,,92.7
2018,,,,Asian/Asian British,Pakistani,,,,Percentage (%),Undefined,Units,,92.8
2018,,,,Asian/Asian British,Bangladeshi,,,,Percentage (%),Undefined,Units,,90.7
2018,,,,Asian/Asian British,Chinese,,,,Percentage (%),Undefined,Units,,97.6
2018,,,,Asian/Asian British,Any other Asian background,,,,Percentage (%),Undefined,Units,,96.4
2018,,,,Black/African/Caribbean/Black British,,,,,Percentage (%),Undefined,Units,,91.2
2018,,,,Other ethnic group,,,,,Percentage (%),Undefined,Units,,95.4
2018,,,,,,Employed,,,Percentage (%),Undefined,Units,,98.3
2018,,,,,,Self-employed,,,Percentage (%),Undefined,Units,,97.1
2018,,,,,,Government employment & training programmes,,,Percentage (%),Undefined,Units,,98.8
2018,,,,,,Unpaid family worker,,,Percentage (%),Undefined,Units,,94.6
2018,,,,,,Unemployed,,,Percentage (%),Undefined,Units,,97.2
2018,,,,,,Student,,,Percentage (%),Undefined,Units,,99.5
2018,,,,,,Retired,,,Percentage (%),Undefined,Units,,64.3
2018,,,,,,Inactive,,,Percentage (%),Undefined,Units,,87.9
2018,,,,,,,North East,,Percentage (%),Undefined,Units,E12000001,87.6
2018,,,,,,,North East,Hartlepool and Stockton-on-Tees,Percentage (%),Undefined,Units,,89.7
2018,,,,,,,North East,South Teesside,Percentage (%),Undefined,Units,,85.7
2018,,,,,,,North East,Darlington,Percentage (%),Undefined,Units,E06000005,91.8
2018,,,,,,,North East,Durham CC,Percentage (%),Undefined,Units,,83.2
2018,,,,,,,North East,Northumberland,Percentage (%),Undefined,Units,E06000057,91.5
2018,,,,,,,North East,Tyneside,Percentage (%),Undefined,Units,,87.3
2018,,,,,,,North East,Sunderland,Percentage (%),Undefined,Units,E08000024,90.9
2018,,,,,,,North West,,Percentage (%),Undefined,Units,E12000002,89.0
2018,,,,,,,North West,West Cumbria,Percentage (%),Undefined,Units,,84.7
2018,,,,,,,North West,East Cumbria,Percentage (%),Undefined,Units,,87.0
2018,,,,,,,North West,Manchester,Percentage (%),Undefined,Units,E08000003,92.2
2018,,,,,,,North West,Greater Manchester South West,Percentage (%),Undefined,Units,,92.9
2018,,,,,,,North West,Greater Manchester South East,Percentage (%),Undefined,Units,,86.8
2018,,,,,,,North West,Greater Manchester North West,Percentage (%),Undefined,Units,,85.3
2018,,,,,,,North West,Greater Manchester North East,Percentage (%),Undefined,Units,,90.9
2018,,,,,,,North West,Blackburn with Darwen,Percentage (%),Undefined,Units,E06000008,89.1
2018,,,,,,,North West,Blackpool,Percentage (%),Undefined,Units,E06000009,89.3
2018,,,,,,,North West,Lancaster and Wyre,Percentage (%),Undefined,Units,,91.6
2018,,,,,,,North West,Mid Lancashire,Percentage (%),Undefined,Units,,91.1
2018,,,,,,,North West,East Lancashire,Percentage (%),Undefined,Units,,84.7
2018,,,,,,,North West,Chorley and West Lancashire,Percentage (%),Undefined,Units,,87.7
2018,,,,,,,North West,Warrington,Percentage (%),Undefined,Units,E06000007,88.2
2018,,,,,,,North West,Cheshire East,Percentage (%),Undefined,Units,E06000049,92.6
2018,,,,,,,North West,Cheshire West and Chester,Percentage (%),Undefined,Units,E06000050,90.3
2018,,,,,,,North West,East Merseyside,Percentage (%),Undefined,Units,,85.3
2018,,,,,,,North West,Liverpool,Percentage (%),Undefined,Units,E08000012,91.1
2018,,,,,,,North West,Sefton,Percentage (%),Undefined,Units,E08000014,87.3
2018,,,,,,,North West,Wirral,Percentage (%),Undefined,Units,E08000015,89.6
2018,,,,,,,Yorkshire and the Humber,,Percentage (%),Undefined,Units,E12000003,87.9
2018,,,,,,,Yorkshire and the Humber,"Kingston upon Hull, City of",Percentage (%),Undefined,Units,,91.6
2018,,,,,,,Yorkshire and the Humber,East Riding of Yorkshire,Percentage (%),Undefined,Units,E06000011,85.6
2018,,,,,,,Yorkshire and the Humber,North and North East Lincolnshire,Percentage (%),Undefined,Units,,82.6
2018,,,,,,,Yorkshire and the Humber,York,Percentage (%),Undefined,Units,E06000014,88.6
2018,,,,,,,Yorkshire and the Humber,North Yorkshire CC,Percentage (%),Undefined,Units,,85.3
2018,,,,,,,Yorkshire and the Humber,"Barnsley, Doncaster and Rotherham",Percentage (%),Undefined,Units,,85.1
2018,,,,,,,Yorkshire and the Humber,Sheffield,Percentage (%),Undefined,Units,E08000019,89.7
2018,,,,,,,Yorkshire and the Humber,Bradford,Percentage (%),Undefined,Units,E08000032,87.3
2018,,,,,,,Yorkshire and the Humber,Leeds,Percentage (%),Undefined,Units,E08000035,91.1
2018,,,,,,,Yorkshire and the Humber,Calderdale and Kirklees,Percentage (%),Undefined,Units,,91.5
2018,,,,,,,Yorkshire and the Humber,Wakefield,Percentage (%),Undefined,Units,E08000036,87.3
2018,,,,,,,East Midlands,,Percentage (%),Undefined,Units,E12000004,88.4
2018,,,,,,,East Midlands,Derby,Percentage (%),Undefined,Units,E06000015,87.9
2018,,,,,,,East Midlands,East Derbyshire,Percentage (%),Undefined,Units,,85.0
2018,,,,,,,East Midlands,South and West Derbyshire,Percentage (%),Undefined,Units,,89.5
2018,,,,,,,East Midlands,Nottingham,Percentage (%),Undefined,Units,E06000018,84.4
2018,,,,,,,East Midlands,North Nottinghamshire,Percentage (%),Undefined,Units,,84.6
2018,,,,,,,East Midlands,South Nottinghamshire,Percentage (%),Undefined,Units,,89.5
2018,,,,,,,East Midlands,Leicester,Percentage (%),Undefined,Units,E06000016,86.7
2018,,,,,,,East Midlands,Leicestershire CC and Rutland,Percentage (%),Undefined,Units,,91.2
2018,,,,,,,East Midlands,West Northamptonshire,Percentage (%),Undefined,Units,,93.6
2018,,,,,,,East Midlands,North Northamptonshire,Percentage (%),Undefined,Units,,94.4
2018,,,,,,,East Midlands,Lincolnshire,Percentage (%),Undefined,Units,,85.7
2018,,,,,,,West Midlands,,Percentage (%),Undefined,Units,E12000005,88.7
2018,,,,,,,West Midlands,"Herefordshire, County of",Percentage (%),Undefined,Units,,92.8
2018,,,,,,,West Midlands,Worcestershire,Percentage (%),Undefined,Units,,90.7
2018,,,,,,,West Midlands,Warwickshire,Percentage (%),Undefined,Units,,89.4
2018,,,,,,,West Midlands,Telford and Wrekin,Percentage (%),Undefined,Units,E06000020,87.2
2018,,,,,,,West Midlands,Shropshire CC,Percentage (%),Undefined,Units,,84.0
2018,,,,,,,West Midlands,Stoke-on-Trent,Percentage (%),Undefined,Units,E06000021,90.2
2018,,,,,,,West Midlands,Staffordshire CC,Percentage (%),Undefined,Units,,91.0
2018,,,,,,,West Midlands,Birmingham,Percentage (%),Undefined,Units,E08000025,88.6
2018,,,,,,,West Midlands,Solihull,Percentage (%),Undefined,Units,E08000029,90.5
2018,,,,,,,West Midlands,Coventry,Percentage (%),Undefined,Units,E08000026,88.1
2018,,,,,,,West Midlands,Dudley,Percentage (%),Undefined,Units,E08000027,85.8
2018,,,,,,,West Midlands,Sandwell,Percentage (%),Undefined,Units,E08000028,87.0
2018,,,,,,,West Midlands,Walsall,Percentage (%),Undefined,Units,E08000030,85.6
2018,,,,,,,West Midlands,Wolverhampton,Percentage (%),Undefined,Units,E08000031,85.6
2018,,,,,,,East of England,,Percentage (%),Undefined,Units,E12000006,90.6
2018,,,,,,,East of England,Peterborough,Percentage (%),Undefined,Units,E06000031,94.4
2018,,,,,,,East of England,Cambridgeshire CC,Percentage (%),Undefined,Units,,91.5
2018,,,,,,,East of England,Suffolk,Percentage (%),Undefined,Units,,90.6
2018,,,,,,,East of England,Norwich and East Norfolk,Percentage (%),Undefined,Units,,91.0
2018,,,,,,,East of England,North and West Norfolk,Percentage (%),Undefined,Units,,90.7
2018,,,,,,,East of England,Breckland and South Norfolk,Percentage (%),Undefined,Units,,88.0
2018,,,,,,,East of England,Luton,Percentage (%),Undefined,Units,E06000032,92.4
2018,,,,,,,East of England,Hertfordshire,Percentage (%),Undefined,Units,,91.2
2018,,,,,,,East of England,Bedford,Percentage (%),Undefined,Units,E06000055,92.3
2018,,,,,,,East of England,Central Bedfordshire,Percentage (%),Undefined,Units,E06000056,93.1
2018,,,,,,,East of England,Southend-on-Sea,Percentage (%),Undefined,Units,E06000033,95.0
2018,,,,,,,East of England,Thurrock,Percentage (%),Undefined,Units,E06000034,86.7
2018,,,,,,,East of England,Essex Haven Gateway,Percentage (%),Undefined,Units,,91.1
2018,,,,,,,East of England,West Essex,Percentage (%),Undefined,Units,,86.3
2018,,,,,,,East of England,Heart of Essex,Percentage (%),Undefined,Units,,93.2
2018,,,,,,,East of England,Essex Thames Gateway,Percentage (%),Undefined,Units,,83.1
2018,,,,,,,London,,Percentage (%),Undefined,Units,E12000007,92.6
2018,,,,,,,London,Camden and City of London,Percentage (%),Undefined,Units,,97.0
2018,,,,,,,London,Westminster,Percentage (%),Undefined,Units,E09000033,93.9
2018,,,,,,,London,Kensington & Chelsea and Hammersmith & Fulham,Percentage (%),Undefined,Units,,95.8
2018,,,,,,,London,Wandsworth,Percentage (%),Undefined,Units,E09000032,94.2
2018,,,,,,,London,Hackney and Newham,Percentage (%),Undefined,Units,,89.3
2018,,,,,,,London,Tower Hamlets,Percentage (%),Undefined,Units,E09000030,95.4
2018,,,,,,,London,Haringey and Islington,Percentage (%),Undefined,Units,,90.8
2018,,,,,,,London,Lewisham and Southwark,Percentage (%),Undefined,Units,,92.5
2018,,,,,,,London,Lambeth,Percentage (%),Undefined,Units,E09000022,92.7
2018,,,,,,,London,Bexley and Greenwich,Percentage (%),Undefined,Units,,91.7
2018,,,,,,,London,Barking & Dagenham and Havering,Percentage (%),Undefined,Units,,93.3
2018,,,,,,,London,Redbridge and Waltham Forest,Percentage (%),Undefined,Units,,91.4
2018,,,,,,,London,Enfield,Percentage (%),Undefined,Units,E09000010,89.8
2018,,,,,,,London,Bromley,Percentage (%),Undefined,Units,E09000006,91.7
2018,,,,,,,London,Croydon,Percentage (%),Undefined,Units,E09000008,92.9
2018,,,,,,,London,"Merton, Kingston upon Thames and Sutton",Percentage (%),Undefined,Units,,96.4
2018,,,,,,,London,Barnet,Percentage (%),Undefined,Units,E09000003,89.1
2018,,,,,,,London,Brent,Percentage (%),Undefined,Units,E09000005,93.4
2018,,,,,,,London,Ealing,Percentage (%),Undefined,Units,E09000009,93.7
2018,,,,,,,London,Harrow and Hillingdon,Percentage (%),Undefined,Units,,88.4
2018,,,,,,,London,Hounslow and Richmond upon Thames,Percentage (%),Undefined,Units,,95.6
2018,,,,,,,South East,,Percentage (%),Undefined,Units,E12000008,92.0
2018,,,,,,,South East,Berkshire,Percentage (%),Undefined,Units,,94.8
2018,,,,,,,South East,Milton Keynes,Percentage (%),Undefined,Units,E06000042,93.4
2018,,,,,,,South East,Buckinghamshire CC,Percentage (%),Undefined,Units,,93.8
2018,,,,,,,South East,Oxfordshire,Percentage (%),Undefined,Units,,95.5
2018,,,,,,,South East,Brighton and Hove,Percentage (%),Undefined,Units,E06000043,93.9
2018,,,,,,,South East,East Sussex CC,Percentage (%),Undefined,Units,,86.9
2018,,,,,,,South East,West Surrey,Percentage (%),Undefined,Units,,93.0
2018,,,,,,,South East,East Surrey,Percentage (%),Undefined,Units,,91.8
2018,,,,,,,South East,West Sussex (South West),Percentage (%),Undefined,Units,,89.7
2018,,,,,,,South East,West Sussex (North East),Percentage (%),Undefined,Units,,93.1
2018,,,,,,,South East,Portsmouth,Percentage (%),Undefined,Units,E06000044,80.4
2018,,,,,,,South East,Southampton,Percentage (%),Undefined,Units,E06000045,88.7
2018,,,,,,,South East,Isle of Wight,Percentage (%),Undefined,Units,E06000046,92.9
2018,,,,,,,South East,South Hampshire,Percentage (%),Undefined,Units,,91.1
2018,,,,,,,South East,Central Hampshire,Percentage (%),Undefined,Units,,93.3
2018,,,,,,,South East,North Hampshire,Percentage (%),Undefined,Units,,96.3
2018,,,,,,,South East,Medway,Percentage (%),Undefined,Units,E06000035,88.6
2018,,,,,,,South East,Kent Thames Gateway,Percentage (%),Undefined,Units,,93.1
2018,,,,,,,South East,East Kent,Percentage (%),Undefined,Units,,91.4
2018,,,,,,,South East,Mid Kent,Percentage (%),Undefined,Units,,85.9
2018,,,,,,,South East,West Kent,Percentage (%),Undefined,Units,,91.7
2018,,,,,,,South West,,Percentage (%),Undefined,Units,E12000009,89.8
2018,,,,,,,South West,"Bristol, City of",Percentage (%),Undefined,Units,,92.8
2018,,,,,,,South West,"Bath and North East Somerset, North Somerset and South Gloucestershire",Percentage (%),Undefined,Units,,93.0
2018,,,,,,,South West,Gloucestershire,Percentage (%),Undefined,Units,,90.1
2018,,,,,,,South West,Swindon,Percentage (%),Undefined,Units,E06000030,93.9
2018,,,,,,,South West,Wiltshire,Percentage (%),Undefined,Units,E06000054,89.6
2018,,,,,,,South West,Bournemouth and Poole,Percentage (%),Undefined,Units,,91.5
2018,,,,,,,South West,Dorset CC,Percentage (%),Undefined,Units,,88.2
2018,,,,,,,South West,Somerset,Percentage (%),Undefined,Units,,87.6
2018,,,,,,,South West,Cornwall and Isles of Scilly,Percentage (%),Undefined,Units,,85.0
2018,,,,,,,South West,Plymouth,Percentage (%),Undefined,Units,E06000026,86.8
2018,,,,,,,South West,Torbay,Percentage (%),Undefined,Units,E06000027,93.7
2018,,,,,,,South West,Devon CC,Percentage (%),Undefined,Units,,89.2
2018,,,,,,,Wales,,Percentage (%),Undefined,Units,W92000004,88.9
2018,,,,,,,Wales,Isle of Anglesey,Percentage (%),Undefined,Units,W06000001,86.7
2018,,,,,,,Wales,Gwynedd,Percentage (%),Undefined,Units,W06000002,88.1
2018,,,,,,,Wales,Conwy and Denbighshire,Percentage (%),Undefined,Units,,86.8
2018,,,,,,,Wales,South West Wales,Percentage (%),Undefined,Units,,86.3
2018,,,,,,,Wales,Central Valleys,Percentage (%),Undefined,Units,,84.8
2018,,,,,,,Wales,Gwent Valleys,Percentage (%),Undefined,Units,,88.2
2018,,,,,,,Wales,Bridgend and Neath Port Talbot,Percentage (%),Undefined,Units,,87.7
2018,,,,,,,Wales,Swansea,Percentage (%),Undefined,Units,W06000011,90.0
2018,,,,,,,Wales,Monmouthshire and Newport,Percentage (%),Undefined,Units,,93.6
2018,,,,,,,Wales,Cardiff and Vale of Glamorgan,Percentage (%),Undefined,Units,,93.2
2018,,,,,,,Wales,Flintshire and Wrexham,Percentage (%),Undefined,Units,,89.9
2018,,,,,,,Wales,Powys,Percentage (%),Undefined,Units,W06000023,86.2
2018,,,,,,,Scotland,,Percentage (%),Undefined,Units,S92000003,89.2
2018,,,,,,,Scotland,Aberdeen City and Aberdeenshire,Percentage (%),Undefined,Units,,90.2
2018,,,,,,,Scotland,Highlands and Islands,Percentage (%),Undefined,Units,,87.3
2018,,,,,,,Scotland,Angus and Dundee City,Percentage (%),Undefined,Units,,92.2
2018,,,,,,,Scotland,Clackmannanshire and Fife,Percentage (%),Undefined,Units,,89.6
2018,,,,,,,Scotland,East Lothian and Midlothian,Percentage (%),Undefined,Units,,93.1
2018,,,,,,,Scotland,"Edinburgh, City of",Percentage (%),Undefined,Units,,91.9
2018,,,,,,,Scotland,Falkirk,Percentage (%),Undefined,Units,S12000014,91.8
2018,,,,,,,Scotland,Perth & Kinross and Stirling,Percentage (%),Undefined,Units,,91.3
2018,,,,,,,Scotland,West Lothian,Percentage (%),Undefined,Units,S12000040,93.6
2018,,,,,,,Scotland,"East Dunbartonshire, West Dunbartonshire and Helensburgh & Lomond",Percentage (%),Undefined,Units,,89.3
2018,,,,,,,Scotland,Glasgow City,Percentage (%),Undefined,Units,S12000046,87.3
2018,,,,,,,Scotland,"Inverclyde, East Renfrewshire and Renfrewshire",Percentage (%),Undefined,Units,,87.4
2018,,,,,,,Scotland,North Lanarkshire,Percentage (%),Undefined,Units,S12000044,86.3
2018,,,,,,,Scotland,Scottish Borders,Percentage (%),Undefined,Units,S12000026,90.9
2018,,,,,,,Scotland,Dumfries & Galloway,Percentage (%),Undefined,Units,,86.3
2018,,,,,,,Scotland,East Ayrshire and North Ayrshire mainland,Percentage (%),Undefined,Units,,85.3
2018,,,,,,,Scotland,South Ayrshire,Percentage (%),Undefined,Units,S12000028,88.9
2018,,,,,,,Scotland,South Lanarkshire,Percentage (%),Undefined,Units,S12000029,89.1
2018,,,,,,,Northern Ireland,,Percentage (%),Undefined,Units,N92000002,85.6
2018,,,,,,,Northern Ireland,Belfast,Percentage (%),Undefined,Units,N09000003,89.3
2018,,,,,,,Northern Ireland,"Armagh City, Banbridge and Craigavon",Percentage (%),Undefined,Units,N09000002,92.6
2018,,,,,,,Northern Ireland,"Newry, Mourne and Down",Percentage (%),Undefined,Units,N09000010,74.8
2018,,,,,,,Northern Ireland,Ards and North Down,Percentage (%),Undefined,Units,N09000011,91.4
2018,,,,,,,Northern Ireland,Derry City and Strabane,Percentage (%),Undefined,Units,N09000005,82.3
2018,,,,,,,Northern Ireland,Mid Ulster,Percentage (%),Undefined,Units,N09000009,86.1
2018,,,,,,,Northern Ireland,Causeway Coast and Glens,Percentage (%),Undefined,Units,N09000004,80.2
2018,,,,,,,Northern Ireland,Antrim and Newtownabbey,Percentage (%),Undefined,Units,N09000001,88.5
2018,,,,,,,Northern Ireland,Lisburn and Castlereagh,Percentage (%),Undefined,Units,N09000007,92.9
2018,,,,,,,Northern Ireland,Mid and East Antrim,Percentage (%),Undefined,Units,N09000008,73.5
2018,,,,,,,Northern Ireland,Fermanagh and Omagh,Percentage (%),Undefined,Units,N09000006,82.1
2019,,,,,,,,,Percentage (%),Undefined,Units,,90.8
2019,16 to 24,,,,,,,,Percentage (%),Undefined,Units,,99.2
2019,25 to 34,,,,,,,,Percentage (%),Undefined,Units,,99.4
2019,35 to 44,,,,,,,,Percentage (%),Undefined,Units,,98.9
2019,45 to 54,,,,,,,,Percentage (%),Undefined,Units,,97.5
2019,55 to 64,,,,,,,,Percentage (%),Undefined,Units,,93.2
2019,65 to 74,,,,,,,,Percentage (%),Undefined,Units,,83.2
2019,75 and over,,,,,,,,Percentage (%),Undefined,Units,,46.8
2019,,Male,,,,,,,Percentage (%),Undefined,Units,,92.0
2019,,Female,,,,,,,Percentage (%),Undefined,Units,,89.6
2019,,,Disabled (GSS harmonised),,,,,,Percentage (%),Undefined,Units,,78.3
2019,,,Not disabled (GSS harmonised),,,,,,Percentage (%),Undefined,Units,,94.8
2019,16 to 24,,Disabled (GSS harmonised),,,,,,Percentage (%),Undefined,Units,,98.0
2019,16 to 24,,Not disabled (GSS harmonised),,,,,,Percentage (%),Undefined,Units,,99.4
2019,25 to 34,,Disabled (GSS harmonised),,,,,,Percentage (%),Undefined,Units,,98.1
2019,25 to 34,,Not disabled (GSS harmonised),,,,,,Percentage (%),Undefined,Units,,99.6
2019,35 to 44,,Disabled (GSS harmonised),,,,,,Percentage (%),Undefined,Units,,96.8
2019,35 to 44,,Not disabled (GSS harmonised),,,,,,Percentage (%),Undefined,Units,,99.3
2019,45 to 54,,Disabled (GSS harmonised),,,,,,Percentage (%),Undefined,Units,,92.8
2019,45 to 54,,Not disabled (GSS harmonised),,,,,,Percentage (%),Undefined,Units,,98.7
2019,55 to 64,,Disabled (GSS harmonised),,,,,,Percentage (%),Undefined,Units,,86.4
2019,55 to 64,,Not disabled (GSS harmonised),,,,,,Percentage (%),Undefined,Units,,95.9
2019,65 to 74,,Disabled (GSS harmonised),,,,,,Percentage (%),Undefined,Units,,75.8
2019,65 to 74,,Not disabled (GSS harmonised),,,,,,Percentage (%),Undefined,Units,,87.2
2019,75 and over,,Disabled (GSS harmonised),,,,,,Percentage (%),Undefined,Units,,40.7
2019,75 and over,,Not disabled (GSS harmonised),,,,,,Percentage (%),Undefined,Units,,54.1
2019,,,,White,,,,,Percentage (%),Undefined,Units,,90.5
2019,,,,Mixed/Multiple ethnic background,,,,,Percentage (%),Undefined,Units,,96.0
2019,,,,Asian/Asian British,Indian,,,,Percentage (%),Undefined,Units,,90.4
2019,,,,Asian/Asian British,Pakistani,,,,Percentage (%),Undefined,Units,,91.1
2019,,,,Asian/Asian British,Bangladeshi,,,,Percentage (%),Undefined,Units,,91.9
2019,,,,Asian/Asian British,Chinese,,,,Percentage (%),Undefined,Units,,98.6
2019,,,,Asian/Asian British,Any other Asian background,,,,Percentage (%),Undefined,Units,,95.6
2019,,,,Black/African/Caribbean/Black British,,,,,Percentage (%),Undefined,Units,,92.8
2019,,,,Other ethnic group,,,,,Percentage (%),Undefined,Units,,94.5
2019,,,,,,Employed,,,Percentage (%),Undefined,Units,,98.7
2019,,,,,,Self-employed,,,Percentage (%),Undefined,Units,,97.7
2019,,,,,,Government employment & training programmes,,,Percentage (%),Undefined,Units,,98.4
2019,,,,,,Unpaid family worker,,,Percentage (%),Undefined,Units,,96.7
2019,,,,,,Unemployed,,,Percentage (%),Undefined,Units,,97.4
2019,,,,,,Student,,,Percentage (%),Undefined,Units,,99.3
2019,,,,,,Retired,,,Percentage (%),Undefined,Units,,66.8
2019,,,,,,Inactive,,,Percentage (%),Undefined,Units,,88.7
2019,,,,,,,North East,,Percentage (%),Undefined,Units,E12000001,87.7
2019,,,,,,,North East,Hartlepool and Stockton-on-Tees,Percentage (%),Undefined,Units,,83.3
2019,,,,,,,North East,South Teesside,Percentage (%),Undefined,Units,,86.9
2019,,,,,,,North East,Darlington,Percentage (%),Undefined,Units,E06000005,82.4
2019,,,,,,,North East,Durham CC,Percentage (%),Undefined,Units,,89.1
2019,,,,,,,North East,Northumberland,Percentage (%),Undefined,Units,E06000057,88.6
2019,,,,,,,North East,Tyneside,Percentage (%),Undefined,Units,,91.4
2019,,,,,,,North East,Sunderland,Percentage (%),Undefined,Units,E08000024,79.5
2019,,,,,,,North West,,Percentage (%),Undefined,Units,E12000002,90.0
2019,,,,,,,North West,West Cumbria,Percentage (%),Undefined,Units,,88.3
2019,,,,,,,North West,East Cumbria,Percentage (%),Undefined,Units,,92.5
2019,,,,,,,North West,Manchester,Percentage (%),Undefined,Units,E08000003,93.4
2019,,,,,,,North West,Greater Manchester South West,Percentage (%),Undefined,Units,,91.2
2019,,,,,,,North West,Greater Manchester South East,Percentage (%),Undefined,Units,,88.6
2019,,,,,,,North West,Greater Manchester North West,Percentage (%),Undefined,Units,,88.8
2019,,,,,,,North West,Greater Manchester North East,Percentage (%),Undefined,Units,,93.3
2019,,,,,,,North West,Blackburn with Darwen,Percentage (%),Undefined,Units,E06000008,90.9
2019,,,,,,,North West,Blackpool,Percentage (%),Undefined,Units,E06000009,87.7
2019,,,,,,,North West,Lancaster and Wyre,Percentage (%),Undefined,Units,,83.6
2019,,,,,,,North West,Mid Lancashire,Percentage (%),Undefined,Units,,93.5
2019,,,,,,,North West,East Lancashire,Percentage (%),Undefined,Units,,91.7
2019,,,,,,,North West,Chorley and West Lancashire,Percentage (%),Undefined,Units,,90.7
2019,,,,,,,North West,Warrington,Percentage (%),Undefined,Units,E06000007,86.7
2019,,,,,,,North West,Cheshire East,Percentage (%),Undefined,Units,E06000049,89.1
2019,,,,,,,North West,Cheshire West and Chester,Percentage (%),Undefined,Units,E06000050,90.6
2019,,,,,,,North West,East Merseyside,Percentage (%),Undefined,Units,,88.0
2019,,,,,,,North West,Liverpool,Percentage (%),Undefined,Units,E08000012,84.6
2019,,,,,,,North West,Sefton,Percentage (%),Undefined,Units,E08000014,91.2
2019,,,,,,,North West,Wirral,Percentage (%),Undefined,Units,E08000015,93.1
2019,,,,,,,Yorkshire and the Humber,,Percentage (%),Undefined,Units,E12000003,89.8
2019,,,,,,,Yorkshire and the Humber,"Kingston upon Hull, City of",Percentage (%),Undefined,Units,,85.8
2019,,,,,,,Yorkshire and the Humber,East Riding of Yorkshire,Percentage (%),Undefined,Units,E06000011,85.2
2019,,,,,,,Yorkshire and the Humber,North and North East Lincolnshire,Percentage (%),Undefined,Units,,86.9
2019,,,,,,,Yorkshire and the Humber,York,Percentage (%),Undefined,Units,E06000014,92.7
2019,,,,,,,Yorkshire and the Humber,North Yorkshire CC,Percentage (%),Undefined,Units,,90.0
2019,,,,,,,Yorkshire and the Humber,"Barnsley, Doncaster and Rotherham",Percentage (%),Undefined,Units,,88.6
2019,,,,,,,Yorkshire and the Humber,Sheffield,Percentage (%),Undefined,Units,E08000019,89.2
2019,,,,,,,Yorkshire and the Humber,Bradford,Percentage (%),Undefined,Units,E08000032,90.5
2019,,,,,,,Yorkshire and the Humber,Leeds,Percentage (%),Undefined,Units,E08000035,94.9
2019,,,,,,,Yorkshire and the Humber,Calderdale and Kirklees,Percentage (%),Undefined,Units,,89.2
2019,,,,,,,Yorkshire and the Humber,Wakefield,Percentage (%),Undefined,Units,E08000036,89.6
2019,,,,,,,East Midlands,,Percentage (%),Undefined,Units,E12000004,89.9
2019,,,,,,,East Midlands,Derby,Percentage (%),Undefined,Units,E06000015,85.3
2019,,,,,,,East Midlands,East Derbyshire,Percentage (%),Undefined,Units,,89.6
2019,,,,,,,East Midlands,South and West Derbyshire,Percentage (%),Undefined,Units,,90.9
2019,,,,,,,East Midlands,Nottingham,Percentage (%),Undefined,Units,E06000018,94.9
2019,,,,,,,East Midlands,North Nottinghamshire,Percentage (%),Undefined,Units,,89.7
2019,,,,,,,East Midlands,South Nottinghamshire,Percentage (%),Undefined,Units,,92.2
2019,,,,,,,East Midlands,Leicester,Percentage (%),Undefined,Units,E06000016,89.7
2019,,,,,,,East Midlands,Leicestershire CC and Rutland,Percentage (%),Undefined,Units,,87.5
2019,,,,,,,East Midlands,West Northamptonshire,Percentage (%),Undefined,Units,,91.7
2019,,,,,,,East Midlands,North Northamptonshire,Percentage (%),Undefined,Units,,90.7
2019,,,,,,,East Midlands,Lincolnshire,Percentage (%),Undefined,Units,,89.0
2019,,,,,,,West Midlands,,Percentage (%),Undefined,Units,E12000005,88.7
2019,,,,,,,West Midlands,"Herefordshire, County of",Percentage (%),Undefined,Units,,93.4
2019,,,,,,,West Midlands,Worcestershire,Percentage (%),Undefined,Units,,88.4
