Year,Contraceptive method,Types of contraception,Age,Region,Local Authority,Observation status,Unit measure,GeoCode,Value
2016/17,User dependent,,,North West,Cheshire West and Chester,Undefined,Percentage (%),E06000050,62.0
2016/17,User dependent,,,North West,Cumbria,Undefined,Percentage (%),,53.0
2016/17,User dependent,,,North West,Halton,Undefined,Percentage (%),E06000006,69.0
2016/17,User dependent,,,North West,Knowsley,Undefined,Percentage (%),E08000011,66.0
2016/17,User dependent,,,North West,Lancashire,Undefined,Percentage (%),,60.0
2016/17,User dependent,,,North West,Liverpool,Undefined,Percentage (%),E08000012,67.0
2016/17,User dependent,,,North West,Manchester,Undefined,Percentage (%),E08000003,63.0
2016/17,User dependent,,,North West,Oldham,Undefined,Percentage (%),E08000004,55.0
2016/17,User dependent,,,North West,Rochdale,Undefined,Percentage (%),E08000005,56.0
2016/17,User dependent,,,North West,Salford,Undefined,Percentage (%),E08000006,59.0
2016/17,User dependent,,,North West,Sefton,Undefined,Percentage (%),E08000014,64.0
2016/17,User dependent,,,North West,St. Helens,Undefined,Percentage (%),E08000013,70.0
2016/17,User dependent,,,North West,Stockport,Undefined,Percentage (%),E08000007,62.0
2016/17,User dependent,,,North West,Tameside,Undefined,Percentage (%),E08000008,64.0
2016/17,User dependent,,,North West,Trafford,Undefined,Percentage (%),E08000009,59.0
2016/17,User dependent,,,North West,Warrington,Undefined,Percentage (%),E06000007,63.0
2016/17,User dependent,,,North West,Wigan,Undefined,Percentage (%),E08000010,55.0
2016/17,User dependent,,,North West,Wirral,Undefined,Percentage (%),E08000015,66.0
2016/17,User dependent,,,Yorkshire and the Humber,,Undefined,Percentage (%),E12000003,59.0
2016/17,User dependent,,,Yorkshire and the Humber,Barnsley,Undefined,Percentage (%),E08000016,67.0
2016/17,User dependent,,,Yorkshire and the Humber,Bradford,Undefined,Percentage (%),E08000032,53.0
2016/17,User dependent,,,Yorkshire and the Humber,Calderdale,Undefined,Percentage (%),E08000033,64.0
2016/17,User dependent,,,Yorkshire and the Humber,Doncaster,Undefined,Percentage (%),E08000017,60.0
2016/17,User dependent,,,Yorkshire and the Humber,East Riding of Yorkshire,Undefined,Percentage (%),E06000011,53.0
2016/17,User dependent,,,Yorkshire and the Humber,"Kingston upon Hull, City of",Undefined,Percentage (%),,46.0
2016/17,User dependent,,,Yorkshire and the Humber,Kirklees,Undefined,Percentage (%),E08000034,59.0
2016/17,User dependent,,,Yorkshire and the Humber,Leeds,Undefined,Percentage (%),E08000035,63.0
2016/17,User dependent,,,Yorkshire and the Humber,North East Lincolnshire,Undefined,Percentage (%),E06000012,58.0
2016/17,User dependent,,,Yorkshire and the Humber,North Lincolnshire,Undefined,Percentage (%),E06000013,63.0
2016/17,User dependent,,,Yorkshire and the Humber,North Yorkshire,Undefined,Percentage (%),,59.0
2016/17,User dependent,,,Yorkshire and the Humber,Rotherham,Undefined,Percentage (%),E08000018,55.0
2016/17,User dependent,,,Yorkshire and the Humber,Sheffield,Undefined,Percentage (%),E08000019,57.0
2016/17,User dependent,,,Yorkshire and the Humber,Wakefield,Undefined,Percentage (%),E08000036,64.0
2016/17,User dependent,,,Yorkshire and the Humber,York,Undefined,Percentage (%),E06000014,68.0
2016/17,User dependent,,,East Midlands,,Undefined,Percentage (%),E12000004,54.0
2016/17,User dependent,,,East Midlands,Derby,Undefined,Percentage (%),E06000015,48.0
2016/17,User dependent,,,East Midlands,Derbyshire,Undefined,Percentage (%),,51.0
2016/17,User dependent,,,East Midlands,Leicester,Undefined,Percentage (%),E06000016,58.0
2016/17,User dependent,,,East Midlands,Leicestershire,Undefined,Percentage (%),,50.0
2016/17,User dependent,,,East Midlands,Lincolnshire,Undefined,Percentage (%),,45.0
2016/17,User dependent,,,East Midlands,Northamptonshire,Undefined,Percentage (%),,58.0
2016/17,User dependent,,,East Midlands,Nottingham,Undefined,Percentage (%),E06000018,59.0
2016/17,User dependent,,,East Midlands,Nottinghamshire,Undefined,Percentage (%),,56.0
2016/17,User dependent,,,West Midlands,,Undefined,Percentage (%),E12000005,64.0
2016/17,User dependent,,,West Midlands,Birmingham,Undefined,Percentage (%),E08000025,75.0
2016/17,User dependent,,,West Midlands,Coventry,Undefined,Percentage (%),E08000026,45.0
2016/17,User dependent,,,West Midlands,Dudley,Undefined,Percentage (%),E08000027,61.0
2016/17,User dependent,,,West Midlands,"Herefordshire, County of",Undefined,Percentage (%),,53.0
2016/17,User dependent,,,West Midlands,Sandwell,Undefined,Percentage (%),E08000028,57.0
2016/17,User dependent,,,West Midlands,Shropshire,Undefined,Percentage (%),E06000051,58.0
2016/17,User dependent,,,West Midlands,Solihull,Undefined,Percentage (%),E08000029,76.0
2016/17,User dependent,,,West Midlands,Staffordshire,Undefined,Percentage (%),,67.0
2016/17,User dependent,,,West Midlands,Stoke-on-Trent,Undefined,Percentage (%),E06000021,57.0
2016/17,User dependent,,,West Midlands,Telford and Wrekin,Undefined,Percentage (%),E06000020,66.0
2016/17,User dependent,,,West Midlands,Walsall,Undefined,Percentage (%),E08000030,62.0
2016/17,User dependent,,,West Midlands,Warwickshire,Undefined,Percentage (%),,59.0
2016/17,User dependent,,,West Midlands,Wolverhampton,Undefined,Percentage (%),E08000031,46.0
2016/17,User dependent,,,West Midlands,Worcestershire,Undefined,Percentage (%),,65.0
2016/17,User dependent,,,East of England,,Undefined,Percentage (%),E12000006,60.0
2016/17,User dependent,,,East of England,Bedford,Undefined,Percentage (%),E06000055,71.0
2016/17,User dependent,,,East of England,Cambridgeshire,Undefined,Percentage (%),,55.0
2016/17,User dependent,,,East of England,Central Bedfordshire,Undefined,Percentage (%),E06000056,66.0
2016/17,User dependent,,,East of England,Essex,Undefined,Percentage (%),,63.0
2016/17,User dependent,,,East of England,Hertfordshire,Undefined,Percentage (%),,62.0
2016/17,User dependent,,,East of England,Luton,Undefined,Percentage (%),E06000032,65.0
2016/17,User dependent,,,East of England,Norfolk,Undefined,Percentage (%),,54.0
2016/17,User dependent,,,East of England,Peterborough,Undefined,Percentage (%),E06000031,57.0
2016/17,User dependent,,,East of England,Southend-on-Sea,Undefined,Percentage (%),E06000033,74.0
2016/17,User dependent,,,East of England,Suffolk,Undefined,Percentage (%),,56.0
2016/17,User dependent,,,East of England,Thurrock,Undefined,Percentage (%),E06000034,56.0
2016/17,User dependent,,,London,,Undefined,Percentage (%),E12000007,64.0
2016/17,User dependent,,,London,Barking and Dagenham,Undefined,Percentage (%),E09000002,47.0
2016/17,User dependent,,,London,Barnet,Undefined,Percentage (%),E09000003,58.0
2016/17,User dependent,,,London,Bexley,Undefined,Percentage (%),E09000004,60.0
2016/17,User dependent,,,London,Brent,Undefined,Percentage (%),E09000005,61.0
2016/17,User dependent,,,London,Bromley,Undefined,Percentage (%),E09000006,68.0
2016/17,User dependent,,,London,Camden,Undefined,Percentage (%),E09000007,66.0
2016/17,User dependent,,,London,Croydon,Undefined,Percentage (%),E09000008,64.0
2016/17,User dependent,,,London,Ealing,Undefined,Percentage (%),E09000009,71.0
2016/17,User dependent,,,London,Enfield,Undefined,Percentage (%),E09000010,61.0
2016/17,User dependent,,,London,Greenwich,Undefined,Percentage (%),E09000011,57.0
2016/17,User dependent,,,London,Hackney,Undefined,Percentage (%),E09000012,62.0
2016/17,User dependent,,,London,Hammersmith and Fulham,Undefined,Percentage (%),E09000013,67.0
2016/17,User dependent,,,London,Haringey,Undefined,Percentage (%),E09000014,66.0
2016/17,User dependent,,,London,Harrow,Undefined,Percentage (%),E09000015,67.0
2016/17,User dependent,,,London,Havering,Undefined,Percentage (%),E09000016,54.0
2016/17,User dependent,,,London,Hillingdon,Undefined,Percentage (%),E09000017,59.0
2016/17,User dependent,,,London,Hounslow,Undefined,Percentage (%),E09000018,67.0
2016/17,User dependent,,,London,Islington,Undefined,Percentage (%),E09000019,65.0
2016/17,User dependent,,,London,Kensington and Chelsea,Undefined,Percentage (%),E09000020,67.0
2016/17,User dependent,,,London,Kingston upon Thames,Undefined,Percentage (%),E09000021,69.0
2016/17,User dependent,,,London,Lambeth,Undefined,Percentage (%),E09000022,63.0
2016/17,User dependent,,,London,Lewisham,Undefined,Percentage (%),E09000023,66.0
2016/17,User dependent,,,London,Merton,Undefined,Percentage (%),E09000024,66.0
2016/17,User dependent,,,London,Newham,Undefined,Percentage (%),E09000025,62.0
2016/17,User dependent,,,London,Redbridge,Undefined,Percentage (%),E09000026,55.0
2016/17,User dependent,,,London,Richmond upon Thames,Undefined,Percentage (%),E09000027,69.0
2016/17,User dependent,,,London,Southwark,Undefined,Percentage (%),E09000028,64.0
2016/17,User dependent,,,London,Sutton,Undefined,Percentage (%),E09000029,72.0
2016/17,User dependent,,,London,Tower Hamlets,Undefined,Percentage (%),E09000030,68.0
2016/17,User dependent,,,London,Waltham Forest,Undefined,Percentage (%),E09000031,70.0
2016/17,User dependent,,,London,Wandsworth,Undefined,Percentage (%),E09000032,67.0
2016/17,User dependent,,,London,Westminster,Undefined,Percentage (%),E09000033,66.0
2016/17,User dependent,,,South East,,Undefined,Percentage (%),E12000008,62.0
2016/17,User dependent,,,South East,Bracknell Forest,Undefined,Percentage (%),E06000036,59.0
2016/17,User dependent,,,South East,Brighton and Hove,Undefined,Percentage (%),E06000043,64.0
2016/17,User dependent,,,South East,Buckinghamshire,Undefined,Percentage (%),,57.0
2016/17,User dependent,,,South East,East Sussex,Undefined,Percentage (%),,63.0
2016/17,User dependent,,,South East,Hampshire,Undefined,Percentage (%),,55.0
2016/17,User dependent,,,South East,Isle of Wight,Undefined,Percentage (%),E06000046,45.0
2016/17,User dependent,,,South East,Kent,Undefined,Percentage (%),,59.0
2016/17,User dependent,,,South East,Medway,Undefined,Percentage (%),E06000035,59.0
2016/17,User dependent,,,South East,Milton Keynes,Undefined,Percentage (%),E06000042,65.0
2016/17,User dependent,,,South East,Oxfordshire,Undefined,Percentage (%),,63.0
2016/17,User dependent,,,South East,Portsmouth,Undefined,Percentage (%),E06000044,49.0
2016/17,User dependent,,,South East,Reading,Undefined,Percentage (%),E06000038,65.0
2016/17,User dependent,,,South East,Slough,Undefined,Percentage (%),E06000039,63.0
2016/17,User dependent,,,South East,Southampton,Undefined,Percentage (%),E06000045,45.0
2016/17,User dependent,,,South East,Surrey,Undefined,Percentage (%),,68.0
2016/17,User dependent,,,South East,West Berkshire,Undefined,Percentage (%),E06000037,61.0
2016/17,User dependent,,,South East,West Sussex,Undefined,Percentage (%),,71.0
2016/17,User dependent,,,South East,Windsor and Maidenhead,Undefined,Percentage (%),E06000040,67.0
2016/17,User dependent,,,South East,Wokingham,Undefined,Percentage (%),E06000041,68.0
2016/17,User dependent,,,South West,,Undefined,Percentage (%),E12000009,55.0
2016/17,User dependent,,,South West,Bath and North East Somerset,Undefined,Percentage (%),E06000022,71.0
2016/17,User dependent,,,South West,Bournemouth,Undefined,Percentage (%),E06000028,63.0
2016/17,User dependent,,,South West,"Bristol, City of",Undefined,Percentage (%),,60.0
2016/17,User dependent,,,South West,Cornwall,Undefined,Percentage (%),E06000052,56.0
2016/17,User dependent,,,South West,Devon,Undefined,Percentage (%),,56.0
2016/17,User dependent,,,South West,Dorset,Undefined,Percentage (%),,50.0
2016/17,User dependent,,,South West,Gloucestershire,Undefined,Percentage (%),,49.0
2016/17,User dependent,,,South West,North Somerset,Undefined,Percentage (%),E06000024,63.0
2016/17,User dependent,,,South West,Plymouth,Undefined,Percentage (%),E06000026,51.0
2016/17,User dependent,,,South West,Poole,Undefined,Percentage (%),E06000029,46.0
2016/17,User dependent,,,South West,Somerset,Undefined,Percentage (%),,53.0
2016/17,User dependent,,,South West,South Gloucestershire,Undefined,Percentage (%),E06000025,57.0
2016/17,User dependent,,,South West,Swindon,Undefined,Percentage (%),E06000030,51.0
2016/17,User dependent,,,South West,Torbay,Undefined,Percentage (%),E06000027,60.0
2016/17,User dependent,,,South West,Wiltshire,Undefined,Percentage (%),E06000054,53.0
2017/18,Long acting reversible contraceptives,,,,,Undefined,Percentage (%),,41.12957119671781
2017/18,Long acting reversible contraceptives,IU device,,,,Undefined,Percentage (%),,6.926775175087942
2017/18,Long acting reversible contraceptives,IU system,,,,Undefined,Percentage (%),,9.171278968150029
2017/18,Long acting reversible contraceptives,Implant,,,,Undefined,Percentage (%),,15.882147027360473
2017/18,Long acting reversible contraceptives,Injectable contraceptive,,,,Undefined,Percentage (%),,9.149370026119374
2017/18,User dependent,,,,,Undefined,Percentage (%),,58.87042880328217
2017/18,User dependent,Oral contraceptives,,,,Undefined,Percentage (%),,41.827842226242254
2017/18,User dependent,Male condom,,,,Undefined,Percentage (%),,13.53825741905319
2017/18,User dependent,Female condom,,,,Undefined,Percentage (%),,0.4642492576662937
2017/18,User dependent,Contraceptive patch,,,,Undefined,Percentage (%),,1.5898058549505645
2017/18,User dependent,Natural family planning,,,,Undefined,Percentage (%),,0.8489409046067529
2017/18,User dependent,Other methods,,,,Undefined,Percentage (%),,0.6013331407631166
2017/18,Long acting reversible contraceptives,,Under 16,,,Undefined,Percentage (%),,32.73219604657461
2017/18,Long acting reversible contraceptives,,16 to 17,,,Undefined,Percentage (%),,30.817758585790436
2017/18,Long acting reversible contraceptives,,18 to 19,,,Undefined,Percentage (%),,31.21726968156043
2017/18,Long acting reversible contraceptives,,20 to 24,,,Undefined,Percentage (%),,35.571189454963914
2017/18,Long acting reversible contraceptives,,25 to 34,,,Undefined,Percentage (%),,43.9525694773931
2017/18,Long acting reversible contraceptives,,35 to 44,,,Undefined,Percentage (%),,55.14009610628224
2017/18,Long acting reversible contraceptives,,45 and over,,,Undefined,Percentage (%),,54.78282967323861
2017/18,User dependent,,Under 16,,,Undefined,Percentage (%),,67.26780395342541
2017/18,User dependent,,16 to 17,,,Undefined,Percentage (%),,69.18224141420957
2017/18,User dependent,,18 to 19,,,Undefined,Percentage (%),,68.7827303184396
2017/18,User dependent,,20 to 24,,,Undefined,Percentage (%),,64.42881054503609
2017/18,User dependent,,25 to 34,,,Undefined,Percentage (%),,56.04743052260689
2017/18,User dependent,,35 to 44,,,Undefined,Percentage (%),,44.85990389371776
2017/18,User dependent,,45 and over,,,Undefined,Percentage (%),,45.2171703267614
2017/18,Long acting reversible contraceptives,,,North East,,Undefined,Percentage (%),E12000001,47.0
2017/18,Long acting reversible contraceptives,,,North East,County Durham,Undefined,Percentage (%),E06000047,41.0
2017/18,Long acting reversible contraceptives,,,North East,Darlington,Undefined,Percentage (%),E06000005,39.0
2017/18,Long acting reversible contraceptives,,,North East,Gateshead,Undefined,Percentage (%),E08000037,44.0
2017/18,Long acting reversible contraceptives,,,North East,Hartlepool,Undefined,Percentage (%),E06000001,36.0
2017/18,Long acting reversible contraceptives,,,North East,Middlesbrough,Undefined,Percentage (%),E06000002,45.0
2017/18,Long acting reversible contraceptives,,,North East,Newcastle upon Tyne,Undefined,Percentage (%),E08000021,46.0
2017/18,Long acting reversible contraceptives,,,North East,North Tyneside,Undefined,Percentage (%),E08000022,48.0
2017/18,Long acting reversible contraceptives,,,North East,Northumberland,Undefined,Percentage (%),E06000057,50.0
2017/18,Long acting reversible contraceptives,,,North East,Redcar and Cleveland,Undefined,Percentage (%),E06000003,52.0
2017/18,Long acting reversible contraceptives,,,North East,South Tyneside,Undefined,Percentage (%),E08000023,45.0
2017/18,Long acting reversible contraceptives,,,North East,Stockton-on-Tees,Undefined,Percentage (%),E06000004,36.0
2017/18,Long acting reversible contraceptives,,,North East,Sunderland,Undefined,Percentage (%),E08000024,57.0
2017/18,Long acting reversible contraceptives,,,North West,,Undefined,Percentage (%),E12000002,39.0
2017/18,Long acting reversible contraceptives,,,North West,Blackburn with Darwen,Undefined,Percentage (%),E06000008,35.0
2017/18,Long acting reversible contraceptives,,,North West,Blackpool,Undefined,Percentage (%),E06000009,48.0
2017/18,Long acting reversible contraceptives,,,North West,Bolton,Undefined,Percentage (%),E08000001,50.0
2017/18,Long acting reversible contraceptives,,,North West,Bury,Undefined,Percentage (%),E08000002,39.0
2017/18,Long acting reversible contraceptives,,,North West,Cheshire East,Undefined,Percentage (%),E06000049,43.0
2017/18,Long acting reversible contraceptives,,,North West,Cheshire West and Chester,Undefined,Percentage (%),E06000050,37.0
2017/18,Long acting reversible contraceptives,,,North West,Cumbria,Undefined,Percentage (%),,32.0
2017/18,Long acting reversible contraceptives,,,North West,Halton,Undefined,Percentage (%),E06000006,29.0
2017/18,Long acting reversible contraceptives,,,North West,Knowsley,Undefined,Percentage (%),E08000011,32.0
2017/18,Long acting reversible contraceptives,,,North West,Lancashire,Undefined,Percentage (%),,42.0
2017/18,Long acting reversible contraceptives,,,North West,Liverpool,Undefined,Percentage (%),E08000012,31.0
2017/18,Long acting reversible contraceptives,,,North West,Manchester,Undefined,Percentage (%),E08000003,40.0
2017/18,Long acting reversible contraceptives,,,North West,Oldham,Undefined,Percentage (%),E08000004,41.0
2017/18,Long acting reversible contraceptives,,,North West,Rochdale,Undefined,Percentage (%),E08000005,46.0
2017/18,Long acting reversible contraceptives,,,North West,Salford,Undefined,Percentage (%),E08000006,44.0
2017/18,Long acting reversible contraceptives,,,North West,Sefton,Undefined,Percentage (%),E08000014,37.0
2017/18,Long acting reversible contraceptives,,,North West,St. Helens,Undefined,Percentage (%),E08000013,29.0
2017/18,Long acting reversible contraceptives,,,North West,Stockport,Undefined,Percentage (%),E08000007,43.0
2017/18,Long acting reversible contraceptives,,,North West,Tameside,Undefined,Percentage (%),E08000008,40.0
2017/18,Long acting reversible contraceptives,,,North West,Trafford,Undefined,Percentage (%),E08000009,47.0
2017/18,Long acting reversible contraceptives,,,North West,Warrington,Undefined,Percentage (%),E06000007,42.0
2017/18,Long acting reversible contraceptives,,,North West,Wigan,Undefined,Percentage (%),E08000010,42.0
2017/18,Long acting reversible contraceptives,,,North West,Wirral,Undefined,Percentage (%),E08000015,40.0
2017/18,Long acting reversible contraceptives,,,Yorkshire and the Humber,,Undefined,Percentage (%),E12000003,44.0
2017/18,Long acting reversible contraceptives,,,Yorkshire and the Humber,Barnsley,Undefined,Percentage (%),E08000016,36.0
2017/18,Long acting reversible contraceptives,,,Yorkshire and the Humber,Bradford,Undefined,Percentage (%),E08000032,51.0
2017/18,Long acting reversible contraceptives,,,Yorkshire and the Humber,Calderdale,Undefined,Percentage (%),E08000033,40.0
2017/18,Long acting reversible contraceptives,,,Yorkshire and the Humber,Doncaster,Undefined,Percentage (%),E08000017,40.0
2017/18,Long acting reversible contraceptives,,,Yorkshire and the Humber,East Riding of Yorkshire,Undefined,Percentage (%),E06000011,48.0
2017/18,Long acting reversible contraceptives,,,Yorkshire and the Humber,"Kingston upon Hull, City of",Undefined,Percentage (%),,54.0
2017/18,Long acting reversible contraceptives,,,Yorkshire and the Humber,Kirklees,Undefined,Percentage (%),E08000034,46.0
2017/18,Long acting reversible contraceptives,,,Yorkshire and the Humber,Leeds,Undefined,Percentage (%),E08000035,39.0
2017/18,Long acting reversible contraceptives,,,Yorkshire and the Humber,North East Lincolnshire,Undefined,Percentage (%),E06000012,46.0
2017/18,Long acting reversible contraceptives,,,Yorkshire and the Humber,North Lincolnshire,Undefined,Percentage (%),E06000013,42.0
2017/18,Long acting reversible contraceptives,,,Yorkshire and the Humber,North Yorkshire,Undefined,Percentage (%),,44.0
2017/18,Long acting reversible contraceptives,,,Yorkshire and the Humber,Rotherham,Undefined,Percentage (%),E08000018,48.0
2017/18,Long acting reversible contraceptives,,,Yorkshire and the Humber,Sheffield,Undefined,Percentage (%),E08000019,44.0
2017/18,Long acting reversible contraceptives,,,Yorkshire and the Humber,Wakefield,Undefined,Percentage (%),E08000036,40.0
2017/18,Long acting reversible contraceptives,,,Yorkshire and the Humber,York,Undefined,Percentage (%),E06000014,37.0
2017/18,Long acting reversible contraceptives,,,East Midlands,,Undefined,Percentage (%),E12000004,48.0
2017/18,Long acting reversible contraceptives,,,East Midlands,Derby,Undefined,Percentage (%),E06000015,54.0
2017/18,Long acting reversible contraceptives,,,East Midlands,Derbyshire,Undefined,Percentage (%),,50.0
2017/18,Long acting reversible contraceptives,,,East Midlands,Leicester,Undefined,Percentage (%),E06000016,41.0
2017/18,Long acting reversible contraceptives,,,East Midlands,Leicestershire,Undefined,Percentage (%),,48.0
2017/18,Long acting reversible contraceptives,,,East Midlands,Lincolnshire,Undefined,Percentage (%),,60.0
2017/18,Long acting reversible contraceptives,,,East Midlands,Northamptonshire,Undefined,Percentage (%),,44.0
2017/18,Long acting reversible contraceptives,,,East Midlands,Nottingham,Undefined,Percentage (%),E06000018,44.0
2017/18,Long acting reversible contraceptives,,,East Midlands,Nottinghamshire,Undefined,Percentage (%),,47.0
2017/18,Long acting reversible contraceptives,,,West Midlands,,Undefined,Percentage (%),E12000005,40.0
2017/18,Long acting reversible contraceptives,,,West Midlands,Birmingham,Undefined,Percentage (%),E08000025,33.0
2017/18,Long acting reversible contraceptives,,,West Midlands,Coventry,Undefined,Percentage (%),E08000026,55.0
2017/18,Long acting reversible contraceptives,,,West Midlands,Dudley,Undefined,Percentage (%),E08000027,41.0
2017/18,Long acting reversible contraceptives,,,West Midlands,"Herefordshire, County of",Undefined,Percentage (%),,50.0
2017/18,Long acting reversible contraceptives,,,West Midlands,Sandwell,Undefined,Percentage (%),E08000028,45.0
2017/18,Long acting reversible contraceptives,,,West Midlands,Shropshire,Undefined,Percentage (%),E06000051,44.0
2017/18,Long acting reversible contraceptives,,,West Midlands,Solihull,Undefined,Percentage (%),E08000029,33.0
2017/18,Long acting reversible contraceptives,,,West Midlands,Staffordshire,Undefined,Percentage (%),,37.0
2017/18,Long acting reversible contraceptives,,,West Midlands,Stoke-on-Trent,Undefined,Percentage (%),E06000021,40.0
2017/18,Long acting reversible contraceptives,,,West Midlands,Telford and Wrekin,Undefined,Percentage (%),E06000020,48.0
2017/18,Long acting reversible contraceptives,,,West Midlands,Walsall,Undefined,Percentage (%),E08000030,45.0
2017/18,Long acting reversible contraceptives,,,West Midlands,Warwickshire,Undefined,Percentage (%),,42.0
2017/18,Long acting reversible contraceptives,,,West Midlands,Wolverhampton,Undefined,Percentage (%),E08000031,57.0
2017/18,Long acting reversible contraceptives,,,West Midlands,Worcestershire,Undefined,Percentage (%),,36.0
2017/18,Long acting reversible contraceptives,,,East of England,,Undefined,Percentage (%),E12000006,42.0
2017/18,Long acting reversible contraceptives,,,East of England,Bedford,Undefined,Percentage (%),E06000055,35.0
2017/18,Long acting reversible contraceptives,,,East of England,Cambridgeshire,Undefined,Percentage (%),,49.0
2017/18,Long acting reversible contraceptives,,,East of England,Central Bedfordshire,Undefined,Percentage (%),E06000056,38.0
2017/18,Long acting reversible contraceptives,,,East of England,Essex,Undefined,Percentage (%),,40.0
2017/18,Long acting reversible contraceptives,,,East of England,Hertfordshire,Undefined,Percentage (%),,39.0
2017/18,Long acting reversible contraceptives,,,East of England,Luton,Undefined,Percentage (%),E06000032,46.0
2017/18,Long acting reversible contraceptives,,,East of England,Norfolk,Undefined,Percentage (%),,48.0
2017/18,Long acting reversible contraceptives,,,East of England,Peterborough,Undefined,Percentage (%),E06000031,45.0
2017/18,Long acting reversible contraceptives,,,East of England,Southend-on-Sea,Undefined,Percentage (%),E06000033,26.0
2017/18,Long acting reversible contraceptives,,,East of England,Suffolk,Undefined,Percentage (%),,45.0
2017/18,Long acting reversible contraceptives,,,East of England,Thurrock,Undefined,Percentage (%),E06000034,45.0
2017/18,Long acting reversible contraceptives,,,London,,Undefined,Percentage (%),E12000007,38.0
2017/18,Long acting reversible contraceptives,,,London,Barking and Dagenham,Undefined,Percentage (%),E09000002,51.0
2017/18,Long acting reversible contraceptives,,,London,Barnet,Undefined,Percentage (%),E09000003,39.0
2017/18,Long acting reversible contraceptives,,,London,Bexley,Undefined,Percentage (%),E09000004,47.0
2017/18,Long acting reversible contraceptives,,,London,Brent,Undefined,Percentage (%),E09000005,39.0
2017/18,Long acting reversible contraceptives,,,London,Bromley,Undefined,Percentage (%),E09000006,37.0
2017/18,Long acting reversible contraceptives,,,London,Camden,Undefined,Percentage (%),E09000007,36.0
2017/18,Long acting reversible contraceptives,,,London,Croydon,Undefined,Percentage (%),E09000008,36.0
2017/18,Long acting reversible contraceptives,,,London,Ealing,Undefined,Percentage (%),E09000009,31.0
2017/18,Long acting reversible contraceptives,,,London,Enfield,Undefined,Percentage (%),E09000010,48.0
2017/18,Long acting reversible contraceptives,,,London,Greenwich,Undefined,Percentage (%),E09000011,42.0
2017/18,Long acting reversible contraceptives,,,London,Hackney,Undefined,Percentage (%),E09000012,42.0
2017/18,Long acting reversible contraceptives,,,London,Hammersmith and Fulham,Undefined,Percentage (%),E09000013,33.0
2017/18,Long acting reversible contraceptives,,,London,Haringey,Undefined,Percentage (%),E09000014,42.0
2017/18,Long acting reversible contraceptives,,,London,Harrow,Undefined,Percentage (%),E09000015,32.0
2017/18,Long acting reversible contraceptives,,,London,Havering,Undefined,Percentage (%),E09000016,46.0
2017/18,Long acting reversible contraceptives,,,London,Hillingdon,Undefined,Percentage (%),E09000017,45.0
2017/18,Long acting reversible contraceptives,,,London,Hounslow,Undefined,Percentage (%),E09000018,37.0
2017/18,Long acting reversible contraceptives,,,London,Islington,Undefined,Percentage (%),E09000019,37.0
2017/18,Long acting reversible contraceptives,,,London,Kensington and Chelsea,Undefined,Percentage (%),E09000020,36.0
2017/18,Long acting reversible contraceptives,,,London,Kingston upon Thames,Undefined,Percentage (%),E09000021,24.0
2017/18,Long acting reversible contraceptives,,,London,Lambeth,Undefined,Percentage (%),E09000022,40.0
2017/18,Long acting reversible contraceptives,,,London,Lewisham,Undefined,Percentage (%),E09000023,37.0
2017/18,Long acting reversible contraceptives,,,London,Merton,Undefined,Percentage (%),E09000024,37.0
2017/18,Long acting reversible contraceptives,,,London,Newham,Undefined,Percentage (%),E09000025,38.0
2017/18,Long acting reversible contraceptives,,,London,Redbridge,Undefined,Percentage (%),E09000026,41.0
2017/18,Long acting reversible contraceptives,,,London,Richmond upon Thames,Undefined,Percentage (%),E09000027,32.0
2017/18,Long acting reversible contraceptives,,,London,Southwark,Undefined,Percentage (%),E09000028,39.0
2017/18,Long acting reversible contraceptives,,,London,Sutton,Undefined,Percentage (%),E09000029,34.0
2017/18,Long acting reversible contraceptives,,,London,Tower Hamlets,Undefined,Percentage (%),E09000030,37.0
2017/18,Long acting reversible contraceptives,,,London,Waltham Forest,Undefined,Percentage (%),E09000031,34.0
2017/18,Long acting reversible contraceptives,,,London,Wandsworth,Undefined,Percentage (%),E09000032,41.0
2017/18,Long acting reversible contraceptives,,,London,Westminster,Undefined,Percentage (%),E09000033,37.0
2017/18,Long acting reversible contraceptives,,,South East,,Undefined,Percentage (%),E12000008,40.0
2017/18,Long acting reversible contraceptives,,,South East,Bracknell Forest,Undefined,Percentage (%),E06000036,41.0
2017/18,Long acting reversible contraceptives,,,South East,Brighton and Hove,Undefined,Percentage (%),E06000043,36.0
2017/18,Long acting reversible contraceptives,,,South East,Buckinghamshire,Undefined,Percentage (%),,45.0
2017/18,Long acting reversible contraceptives,,,South East,East Sussex,Undefined,Percentage (%),,39.0
2017/18,Long acting reversible contraceptives,,,South East,Hampshire,Undefined,Percentage (%),,46.0
2017/18,Long acting reversible contraceptives,,,South East,Isle of Wight,Undefined,Percentage (%),E06000046,58.0
2017/18,Long acting reversible contraceptives,,,South East,Kent,Undefined,Percentage (%),,42.0
2017/18,Long acting reversible contraceptives,,,South East,Medway,Undefined,Percentage (%),E06000035,44.0
2017/18,Long acting reversible contraceptives,,,South East,Milton Keynes,Undefined,Percentage (%),E06000042,39.0
2017/18,Long acting reversible contraceptives,,,South East,Oxfordshire,Undefined,Percentage (%),,38.0
2017/18,Long acting reversible contraceptives,,,South East,Portsmouth,Undefined,Percentage (%),E06000044,53.0
