Year,Vaccine,Age,Country,Region,Unit measure,Unit multiplier,Observation status,GeoCode,Value
2013/14,Pneumococcal disease (primary),By 1st birthday,England,London,Percentage (%),Units,Undefined,E12000007,89.7
2018/19,Rotavirus (primary),By 1st birthday,England,London,Percentage (%),Units,Undefined,E12000007,85.1
2017/18,Rotavirus (primary),By 1st birthday,England,London,Percentage (%),Units,Undefined,E12000007,86.5
2016/17,Rotavirus (primary),By 1st birthday,England,London,Percentage (%),Units,Undefined,E12000007,85.8
2018/19,Meningococcal group B (primary),By 1st birthday,England,London,Percentage (%),Units,Undefined,E12000007,86.9
2017/18,Meningococcal group B (primary),By 1st birthday,England,London,Percentage (%),Units,Undefined,E12000007,87.9
2018/19,Diphtheria Tetanus Polio Pertussis Hib (primary),By 1st birthday,England,South East,Percentage (%),Units,Undefined,E12000008,93.0
2017/18,Diphtheria Tetanus Polio Pertussis Hib (primary),By 1st birthday,England,South East,Percentage (%),Units,Undefined,E12000008,93.7
2016/17,Diphtheria Tetanus Polio Pertussis Hib (primary),By 1st birthday,England,South East,Percentage (%),Units,Undefined,E12000008,93.4
2015/16,Diphtheria Tetanus Polio Pertussis Hib (primary),By 1st birthday,England,South East,Percentage (%),Units,Undefined,E12000008,92.9
2014/15,Diphtheria Tetanus Polio Pertussis Hib (primary),By 1st birthday,England,South East,Percentage (%),Units,Undefined,E12000008,93.0
2013/14,Diphtheria Tetanus Polio Pertussis Hib (primary),By 1st birthday,England,South East,Percentage (%),Units,Undefined,E12000008,93.6
2018/19,Pneumococcal disease (primary),By 1st birthday,England,South East,Percentage (%),Units,Undefined,E12000008,93.5
2017/18,Pneumococcal disease (primary),By 1st birthday,England,South East,Percentage (%),Units,Undefined,E12000008,93.4
2016/17,Pneumococcal disease (primary),By 1st birthday,England,South East,Percentage (%),Units,Undefined,E12000008,93.2
2015/16,Pneumococcal disease (primary),By 1st birthday,England,South East,Percentage (%),Units,Undefined,E12000008,92.2
2014/15,Pneumococcal disease (primary),By 1st birthday,England,South East,Percentage (%),Units,Undefined,E12000008,92.7
2013/14,Pneumococcal disease (primary),By 1st birthday,England,South East,Percentage (%),Units,Undefined,E12000008,93.2
2018/19,Rotavirus (primary),By 1st birthday,England,South East,Percentage (%),Units,Undefined,E12000008,90.7
2017/18,Rotavirus (primary),By 1st birthday,England,South East,Percentage (%),Units,Undefined,E12000008,90.9
2016/17,Rotavirus (primary),By 1st birthday,England,South East,Percentage (%),Units,Undefined,E12000008,89.8
2018/19,Meningococcal group B (primary),By 1st birthday,England,South East,Percentage (%),Units,Undefined,E12000008,92.7
2017/18,Meningococcal group B (primary),By 1st birthday,England,South East,Percentage (%),Units,Undefined,E12000008,92.7
2018/19,Diphtheria Tetanus Polio Pertussis Hib (primary),By 1st birthday,England,South West,Percentage (%),Units,Undefined,E12000009,94.0
2017/18,Diphtheria Tetanus Polio Pertussis Hib (primary),By 1st birthday,England,South West,Percentage (%),Units,Undefined,E12000009,95.0
2016/17,Diphtheria Tetanus Polio Pertussis Hib (primary),By 1st birthday,England,South West,Percentage (%),Units,Undefined,E12000009,94.6
2015/16,Diphtheria Tetanus Polio Pertussis Hib (primary),By 1st birthday,England,South West,Percentage (%),Units,Undefined,E12000009,94.8
2014/15,Diphtheria Tetanus Polio Pertussis Hib (primary),By 1st birthday,England,South West,Percentage (%),Units,Undefined,E12000009,95.6
2013/14,Diphtheria Tetanus Polio Pertussis Hib (primary),By 1st birthday,England,South West,Percentage (%),Units,Undefined,E12000009,96.0
2018/19,Pneumococcal disease (primary),By 1st birthday,England,South West,Percentage (%),Units,Undefined,E12000009,94.4
2017/18,Pneumococcal disease (primary),By 1st birthday,England,South West,Percentage (%),Units,Undefined,E12000009,95.2
2016/17,Pneumococcal disease (primary),By 1st birthday,England,South West,Percentage (%),Units,Undefined,E12000009,94.8
2015/16,Pneumococcal disease (primary),By 1st birthday,England,South West,Percentage (%),Units,Undefined,E12000009,94.9
2014/15,Pneumococcal disease (primary),By 1st birthday,England,South West,Percentage (%),Units,Undefined,E12000009,95.4
2013/14,Pneumococcal disease (primary),By 1st birthday,England,South West,Percentage (%),Units,Undefined,E12000009,95.8
2018/19,Rotavirus (primary),By 1st birthday,England,South West,Percentage (%),Units,Undefined,E12000009,91.5
2017/18,Rotavirus (primary),By 1st birthday,England,South West,Percentage (%),Units,Undefined,E12000009,91.9
2016/17,Rotavirus (primary),By 1st birthday,England,South West,Percentage (%),Units,Undefined,E12000009,90.3
2018/19,Meningococcal group B (primary),By 1st birthday,England,South West,Percentage (%),Units,Undefined,E12000009,93.8
2017/18,Meningococcal group B (primary),By 1st birthday,England,South West,Percentage (%),Units,Undefined,E12000009,94.6
2013/14,Diphtheria Tetanus Polio Pertussis Hib (primary),By 2nd birthday,England,North East,Percentage (%),Units,Undefined,E12000001,97.9
2014/15,Diphtheria Tetanus Polio Pertussis Hib (primary),By 2nd birthday,England,North East,Percentage (%),Units,Undefined,E12000001,97.8
2015/16,Diphtheria Tetanus Polio Pertussis Hib (primary),By 2nd birthday,England,North East,Percentage (%),Units,Undefined,E12000001,98.0
2016/17,Diphtheria Tetanus Polio Pertussis Hib (primary),By 2nd birthday,England,North East,Percentage (%),Units,Undefined,E12000001,97.4
2017/18,Diphtheria Tetanus Polio Pertussis Hib (primary),By 2nd birthday,England,North East,Percentage (%),Units,Undefined,E12000001,97.2
2018/19,Diphtheria Tetanus Polio Pertussis Hib (primary),By 2nd birthday,England,North East,Percentage (%),Units,Undefined,E12000001,96.7
2013/14,Measles mumps rubella (first dose),By 2nd birthday,England,North East,Percentage (%),Units,Undefined,E12000001,95.5
2014/15,Measles mumps rubella (first dose),By 2nd birthday,England,North East,Percentage (%),Units,Undefined,E12000001,95.2
2015/16,Measles mumps rubella (first dose),By 2nd birthday,England,North East,Percentage (%),Units,Undefined,E12000001,95.0
2016/17,Measles mumps rubella (first dose),By 2nd birthday,England,North East,Percentage (%),Units,Undefined,E12000001,94.9
2017/18,Measles mumps rubella (first dose),By 2nd birthday,England,North East,Percentage (%),Units,Undefined,E12000001,94.5
2018/19,Measles mumps rubella (first dose),By 2nd birthday,England,North East,Percentage (%),Units,Undefined,E12000001,94.5
2013/14,Hib Meningococcal group C (booster),By 2nd birthday,England,North East,Percentage (%),Units,Undefined,E12000001,96.0
2014/15,Hib Meningococcal group C (booster),By 2nd birthday,England,North East,Percentage (%),Units,Undefined,E12000001,95.6
2015/16,Hib Meningococcal group C (booster),By 2nd birthday,England,North East,Percentage (%),Units,Undefined,E12000001,95.5
2016/17,Hib Meningococcal group C (booster),By 2nd birthday,England,North East,Percentage (%),Units,Undefined,E12000001,94.9
2017/18,Hib Meningococcal group C (booster),By 2nd birthday,England,North East,Percentage (%),Units,Undefined,E12000001,95.0
2018/19,Hib Meningococcal group C (booster),By 2nd birthday,England,North East,Percentage (%),Units,Undefined,E12000001,94.7
2013/14,Pneumococcal disease (booster),By 2nd birthday,England,North East,Percentage (%),Units,Undefined,E12000001,95.7
2014/15,Pneumococcal disease (booster),By 2nd birthday,England,North East,Percentage (%),Units,Undefined,E12000001,95.3
2015/16,Pneumococcal disease (booster),By 2nd birthday,England,North East,Percentage (%),Units,Undefined,E12000001,95.4
2016/17,Pneumococcal disease (booster),By 2nd birthday,England,North East,Percentage (%),Units,Undefined,E12000001,94.9
2017/18,Pneumococcal disease (booster),By 2nd birthday,England,North East,Percentage (%),Units,Undefined,E12000001,95.0
2018/19,Pneumococcal disease (booster),By 2nd birthday,England,North East,Percentage (%),Units,Undefined,E12000001,94.7
2013/14,Diphtheria Tetanus Polio Pertussis Hib (primary),By 2nd birthday,England,North West,Percentage (%),Units,Undefined,E12000002,97.3
2014/15,Diphtheria Tetanus Polio Pertussis Hib (primary),By 2nd birthday,England,North West,Percentage (%),Units,Undefined,E12000002,96.6
2015/16,Diphtheria Tetanus Polio Pertussis Hib (primary),By 2nd birthday,England,North West,Percentage (%),Units,Undefined,E12000002,95.5
2016/17,Diphtheria Tetanus Polio Pertussis Hib (primary),By 2nd birthday,England,North West,Percentage (%),Units,Undefined,E12000002,96.4
2017/18,Diphtheria Tetanus Polio Pertussis Hib (primary),By 2nd birthday,England,North West,Percentage (%),Units,Undefined,E12000002,95.7
2018/19,Diphtheria Tetanus Polio Pertussis Hib (primary),By 2nd birthday,England,North West,Percentage (%),Units,Undefined,E12000002,94.5
2013/14,Measles mumps rubella (first dose),By 2nd birthday,England,North West,Percentage (%),Units,Undefined,E12000002,94.9
2014/15,Measles mumps rubella (first dose),By 2nd birthday,England,North West,Percentage (%),Units,Undefined,E12000002,94.0
2015/16,Measles mumps rubella (first dose),By 2nd birthday,England,North West,Percentage (%),Units,Undefined,E12000002,92.9
2016/17,Measles mumps rubella (first dose),By 2nd birthday,England,North West,Percentage (%),Units,Undefined,E12000002,93.6
2017/18,Measles mumps rubella (first dose),By 2nd birthday,England,North West,Percentage (%),Units,Undefined,E12000002,92.9
2018/19,Measles mumps rubella (first dose),By 2nd birthday,England,North West,Percentage (%),Units,Undefined,E12000002,92.4
2013/14,Hib Meningococcal group C (booster),By 2nd birthday,England,North West,Percentage (%),Units,Undefined,E12000002,94.3
2014/15,Hib Meningococcal group C (booster),By 2nd birthday,England,North West,Percentage (%),Units,Undefined,E12000002,93.2
2015/16,Hib Meningococcal group C (booster),By 2nd birthday,England,North West,Percentage (%),Units,Undefined,E12000002,92.6
2016/17,Hib Meningococcal group C (booster),By 2nd birthday,England,North West,Percentage (%),Units,Undefined,E12000002,93.5
2017/18,Hib Meningococcal group C (booster),By 2nd birthday,England,North West,Percentage (%),Units,Undefined,E12000002,93.1
2018/19,Hib Meningococcal group C (booster),By 2nd birthday,England,North West,Percentage (%),Units,Undefined,E12000002,92.8
2013/14,Pneumococcal disease (booster),By 2nd birthday,England,North West,Percentage (%),Units,Undefined,E12000002,94.2
2014/15,Pneumococcal disease (booster),By 2nd birthday,England,North West,Percentage (%),Units,Undefined,E12000002,93.3
2015/16,Pneumococcal disease (booster),By 2nd birthday,England,North West,Percentage (%),Units,Undefined,E12000002,92.2
2016/17,Pneumococcal disease (booster),By 2nd birthday,England,North West,Percentage (%),Units,Undefined,E12000002,93.3
2017/18,Pneumococcal disease (booster),By 2nd birthday,England,North West,Percentage (%),Units,Undefined,E12000002,92.7
2018/19,Pneumococcal disease (booster),By 2nd birthday,England,North West,Percentage (%),Units,Undefined,E12000002,92.1
2013/14,Diphtheria Tetanus Polio Pertussis Hib (primary),By 2nd birthday,England,Yorkshire and the Humber,Percentage (%),Units,Undefined,E12000003,97.3
2014/15,Diphtheria Tetanus Polio Pertussis Hib (primary),By 2nd birthday,England,Yorkshire and the Humber,Percentage (%),Units,Undefined,E12000003,97.0
2015/16,Diphtheria Tetanus Polio Pertussis Hib (primary),By 2nd birthday,England,Yorkshire and the Humber,Percentage (%),Units,Undefined,E12000003,97.1
2016/17,Diphtheria Tetanus Polio Pertussis Hib (primary),By 2nd birthday,England,Yorkshire and the Humber,Percentage (%),Units,Undefined,E12000003,96.7
2017/18,Diphtheria Tetanus Polio Pertussis Hib (primary),By 2nd birthday,England,Yorkshire and the Humber,Percentage (%),Units,Undefined,E12000003,96.2
2018/19,Diphtheria Tetanus Polio Pertussis Hib (primary),By 2nd birthday,England,Yorkshire and the Humber,Percentage (%),Units,Undefined,E12000003,95.5
2013/14,Measles mumps rubella (first dose),By 2nd birthday,England,Yorkshire and the Humber,Percentage (%),Units,Undefined,E12000003,94.7
2014/15,Measles mumps rubella (first dose),By 2nd birthday,England,Yorkshire and the Humber,Percentage (%),Units,Undefined,E12000003,94.3
2015/16,Measles mumps rubella (first dose),By 2nd birthday,England,Yorkshire and the Humber,Percentage (%),Units,Undefined,E12000003,94.0
2016/17,Measles mumps rubella (first dose),By 2nd birthday,England,Yorkshire and the Humber,Percentage (%),Units,Undefined,E12000003,94.0
2017/18,Measles mumps rubella (first dose),By 2nd birthday,England,Yorkshire and the Humber,Percentage (%),Units,Undefined,E12000003,93.3
2018/19,Measles mumps rubella (first dose),By 2nd birthday,England,Yorkshire and the Humber,Percentage (%),Units,Undefined,E12000003,92.8
2013/14,Hib Meningococcal group C (booster),By 2nd birthday,England,Yorkshire and the Humber,Percentage (%),Units,Undefined,E12000003,95.0
2014/15,Hib Meningococcal group C (booster),By 2nd birthday,England,Yorkshire and the Humber,Percentage (%),Units,Undefined,E12000003,94.5
2015/16,Hib Meningococcal group C (booster),By 2nd birthday,England,Yorkshire and the Humber,Percentage (%),Units,Undefined,E12000003,94.1
2016/17,Hib Meningococcal group C (booster),By 2nd birthday,England,Yorkshire and the Humber,Percentage (%),Units,Undefined,E12000003,94.2
2017/18,Hib Meningococcal group C (booster),By 2nd birthday,England,Yorkshire and the Humber,Percentage (%),Units,Undefined,E12000003,93.4
2018/19,Hib Meningococcal group C (booster),By 2nd birthday,England,Yorkshire and the Humber,Percentage (%),Units,Undefined,E12000003,93.0
2013/14,Pneumococcal disease (booster),By 2nd birthday,England,Yorkshire and the Humber,Percentage (%),Units,Undefined,E12000003,95.0
2014/15,Pneumococcal disease (booster),By 2nd birthday,England,Yorkshire and the Humber,Percentage (%),Units,Undefined,E12000003,94.8
2015/16,Pneumococcal disease (booster),By 2nd birthday,England,Yorkshire and the Humber,Percentage (%),Units,Undefined,E12000003,94.4
2016/17,Pneumococcal disease (booster),By 2nd birthday,England,Yorkshire and the Humber,Percentage (%),Units,Undefined,E12000003,94.3
2017/18,Pneumococcal disease (booster),By 2nd birthday,England,Yorkshire and the Humber,Percentage (%),Units,Undefined,E12000003,93.5
2018/19,Pneumococcal disease (booster),By 2nd birthday,England,Yorkshire and the Humber,Percentage (%),Units,Undefined,E12000003,93.1
2013/14,Diphtheria Tetanus Polio Pertussis Hib (primary),By 2nd birthday,England,East Midlands,Percentage (%),Units,Undefined,E12000004,97.7
2014/15,Diphtheria Tetanus Polio Pertussis Hib (primary),By 2nd birthday,England,East Midlands,Percentage (%),Units,Undefined,E12000004,97.5
2015/16,Diphtheria Tetanus Polio Pertussis Hib (primary),By 2nd birthday,England,East Midlands,Percentage (%),Units,Undefined,E12000004,97.0
2016/17,Diphtheria Tetanus Polio Pertussis Hib (primary),By 2nd birthday,England,East Midlands,Percentage (%),Units,Undefined,E12000004,96.7
2017/18,Diphtheria Tetanus Polio Pertussis Hib (primary),By 2nd birthday,England,East Midlands,Percentage (%),Units,Undefined,E12000004,96.5
2018/19,Diphtheria Tetanus Polio Pertussis Hib (primary),By 2nd birthday,England,East Midlands,Percentage (%),Units,Undefined,E12000004,95.5
2013/14,Measles mumps rubella (first dose),By 2nd birthday,England,East Midlands,Percentage (%),Units,Undefined,E12000004,94.9
2014/15,Measles mumps rubella (first dose),By 2nd birthday,England,East Midlands,Percentage (%),Units,Undefined,E12000004,94.3
2015/16,Measles mumps rubella (first dose),By 2nd birthday,England,East Midlands,Percentage (%),Units,Undefined,E12000004,94.1
2016/17,Measles mumps rubella (first dose),By 2nd birthday,England,East Midlands,Percentage (%),Units,Undefined,E12000004,93.6
2017/18,Measles mumps rubella (first dose),By 2nd birthday,England,East Midlands,Percentage (%),Units,Undefined,E12000004,93.1
2018/19,Measles mumps rubella (first dose),By 2nd birthday,England,East Midlands,Percentage (%),Units,Undefined,E12000004,92.0
2013/14,Hib Meningococcal group C (booster),By 2nd birthday,England,East Midlands,Percentage (%),Units,Undefined,E12000004,95.3
2014/15,Hib Meningococcal group C (booster),By 2nd birthday,England,East Midlands,Percentage (%),Units,Undefined,E12000004,94.3
2015/16,Hib Meningococcal group C (booster),By 2nd birthday,England,East Midlands,Percentage (%),Units,Undefined,E12000004,94.0
2016/17,Hib Meningococcal group C (booster),By 2nd birthday,England,East Midlands,Percentage (%),Units,Undefined,E12000004,93.6
2017/18,Hib Meningococcal group C (booster),By 2nd birthday,England,East Midlands,Percentage (%),Units,Undefined,E12000004,93.2
2018/19,Hib Meningococcal group C (booster),By 2nd birthday,England,East Midlands,Percentage (%),Units,Undefined,E12000004,91.9
2013/14,Pneumococcal disease (booster),By 2nd birthday,England,East Midlands,Percentage (%),Units,Undefined,E12000004,95.2
2014/15,Pneumococcal disease (booster),By 2nd birthday,England,East Midlands,Percentage (%),Units,Undefined,E12000004,94.2
2015/16,Pneumococcal disease (booster),By 2nd birthday,England,East Midlands,Percentage (%),Units,Undefined,E12000004,94.0
2016/17,Pneumococcal disease (booster),By 2nd birthday,England,East Midlands,Percentage (%),Units,Undefined,E12000004,93.5
2017/18,Pneumococcal disease (booster),By 2nd birthday,England,East Midlands,Percentage (%),Units,Undefined,E12000004,93.2
2018/19,Pneumococcal disease (booster),By 2nd birthday,England,East Midlands,Percentage (%),Units,Undefined,E12000004,91.9
2013/14,Diphtheria Tetanus Polio Pertussis Hib (primary),By 2nd birthday,England,West Midlands,Percentage (%),Units,Undefined,E12000005,96.6
2014/15,Diphtheria Tetanus Polio Pertussis Hib (primary),By 2nd birthday,England,West Midlands,Percentage (%),Units,Undefined,E12000005,96.5
2015/16,Diphtheria Tetanus Polio Pertussis Hib (primary),By 2nd birthday,England,West Midlands,Percentage (%),Units,Undefined,E12000005,96.2
2016/17,Diphtheria Tetanus Polio Pertussis Hib (primary),By 2nd birthday,England,West Midlands,Percentage (%),Units,Undefined,E12000005,96.0
2017/18,Diphtheria Tetanus Polio Pertussis Hib (primary),By 2nd birthday,England,West Midlands,Percentage (%),Units,Undefined,E12000005,95.6
2018/19,Diphtheria Tetanus Polio Pertussis Hib (primary),By 2nd birthday,England,West Midlands,Percentage (%),Units,Undefined,E12000005,94.5
2013/14,Measles mumps rubella (first dose),By 2nd birthday,England,West Midlands,Percentage (%),Units,Undefined,E12000005,93.6
2014/15,Measles mumps rubella (first dose),By 2nd birthday,England,West Midlands,Percentage (%),Units,Undefined,E12000005,93.5
2015/16,Measles mumps rubella (first dose),By 2nd birthday,England,West Midlands,Percentage (%),Units,Undefined,E12000005,93.1
2016/17,Measles mumps rubella (first dose),By 2nd birthday,England,West Midlands,Percentage (%),Units,Undefined,E12000005,93.2
2017/18,Measles mumps rubella (first dose),By 2nd birthday,England,West Midlands,Percentage (%),Units,Undefined,E12000005,91.2
2018/19,Measles mumps rubella (first dose),By 2nd birthday,England,West Midlands,Percentage (%),Units,Undefined,E12000005,90.6
2013/14,Hib Meningococcal group C (booster),By 2nd birthday,England,West Midlands,Percentage (%),Units,Undefined,E12000005,92.7
2014/15,Hib Meningococcal group C (booster),By 2nd birthday,England,West Midlands,Percentage (%),Units,Undefined,E12000005,92.9
2015/16,Hib Meningococcal group C (booster),By 2nd birthday,England,West Midlands,Percentage (%),Units,Undefined,E12000005,93.1
2016/17,Hib Meningococcal group C (booster),By 2nd birthday,England,West Midlands,Percentage (%),Units,Undefined,E12000005,93.0
2017/18,Hib Meningococcal group C (booster),By 2nd birthday,England,West Midlands,Percentage (%),Units,Undefined,E12000005,90.8
2018/19,Hib Meningococcal group C (booster),By 2nd birthday,England,West Midlands,Percentage (%),Units,Undefined,E12000005,90.5
2013/14,Pneumococcal disease (booster),By 2nd birthday,England,West Midlands,Percentage (%),Units,Undefined,E12000005,93.7
2014/15,Pneumococcal disease (booster),By 2nd birthday,England,West Midlands,Percentage (%),Units,Undefined,E12000005,93.7
2015/16,Pneumococcal disease (booster),By 2nd birthday,England,West Midlands,Percentage (%),Units,Undefined,E12000005,93.0
2016/17,Pneumococcal disease (booster),By 2nd birthday,England,West Midlands,Percentage (%),Units,Undefined,E12000005,93.1
2017/18,Pneumococcal disease (booster),By 2nd birthday,England,West Midlands,Percentage (%),Units,Undefined,E12000005,91.0
2018/19,Pneumococcal disease (booster),By 2nd birthday,England,West Midlands,Percentage (%),Units,Undefined,E12000005,90.5
2013/14,Diphtheria Tetanus Polio Pertussis Hib (primary),By 2nd birthday,England,East of England,Percentage (%),Units,Undefined,E12000006,97.0
2014/15,Diphtheria Tetanus Polio Pertussis Hib (primary),By 2nd birthday,England,East of England,Percentage (%),Units,Undefined,E12000006,96.9
2015/16,Diphtheria Tetanus Polio Pertussis Hib (primary),By 2nd birthday,England,East of England,Percentage (%),Units,Undefined,E12000006,96.4
2016/17,Diphtheria Tetanus Polio Pertussis Hib (primary),By 2nd birthday,England,East of England,Percentage (%),Units,Undefined,E12000006,96.2
2017/18,Diphtheria Tetanus Polio Pertussis Hib (primary),By 2nd birthday,England,East of England,Percentage (%),Units,Undefined,E12000006,95.8
2018/19,Diphtheria Tetanus Polio Pertussis Hib (primary),By 2nd birthday,England,East of England,Percentage (%),Units,Undefined,E12000006,94.9
2013/14,Measles mumps rubella (first dose),By 2nd birthday,England,East of England,Percentage (%),Units,Undefined,E12000006,93.7
2014/15,Measles mumps rubella (first dose),By 2nd birthday,England,East of England,Percentage (%),Units,Undefined,E12000006,93.9
2015/16,Measles mumps rubella (first dose),By 2nd birthday,England,East of England,Percentage (%),Units,Undefined,E12000006,93.5
2016/17,Measles mumps rubella (first dose),By 2nd birthday,England,East of England,Percentage (%),Units,Undefined,E12000006,93.8
2017/18,Measles mumps rubella (first dose),By 2nd birthday,England,East of England,Percentage (%),Units,Undefined,E12000006,92.4
2018/19,Measles mumps rubella (first dose),By 2nd birthday,England,East of England,Percentage (%),Units,Undefined,E12000006,91.3
2013/14,Hib Meningococcal group C (booster),By 2nd birthday,England,East of England,Percentage (%),Units,Undefined,E12000006,95.0
2014/15,Hib Meningococcal group C (booster),By 2nd birthday,England,East of England,Percentage (%),Units,Undefined,E12000006,94.6
2015/16,Hib Meningococcal group C (booster),By 2nd birthday,England,East of England,Percentage (%),Units,Undefined,E12000006,93.3
2016/17,Hib Meningococcal group C (booster),By 2nd birthday,England,East of England,Percentage (%),Units,Undefined,E12000006,94.1
2017/18,Hib Meningococcal group C (booster),By 2nd birthday,England,East of England,Percentage (%),Units,Undefined,E12000006,92.7
2018/19,Hib Meningococcal group C (booster),By 2nd birthday,England,East of England,Percentage (%),Units,Undefined,E12000006,91.8
2013/14,Pneumococcal disease (booster),By 2nd birthday,England,East of England,Percentage (%),Units,Undefined,E12000006,94.1
2014/15,Pneumococcal disease (booster),By 2nd birthday,England,East of England,Percentage (%),Units,Undefined,E12000006,94.3
2015/16,Pneumococcal disease (booster),By 2nd birthday,England,East of England,Percentage (%),Units,Undefined,E12000006,93.9
2016/17,Pneumococcal disease (booster),By 2nd birthday,England,East of England,Percentage (%),Units,Undefined,E12000006,94.1
2017/18,Pneumococcal disease (booster),By 2nd birthday,England,East of England,Percentage (%),Units,Undefined,E12000006,92.6
2018/19,Pneumococcal disease (booster),By 2nd birthday,England,East of England,Percentage (%),Units,Undefined,E12000006,91.6
2013/14,Diphtheria Tetanus Polio Pertussis Hib (primary),By 2nd birthday,England,London,Percentage (%),Units,Undefined,E12000007,93.1
2014/15,Diphtheria Tetanus Polio Pertussis Hib (primary),By 2nd birthday,England,London,Percentage (%),Units,Undefined,E12000007,92.5
2015/16,Diphtheria Tetanus Polio Pertussis Hib (primary),By 2nd birthday,England,London,Percentage (%),Units,Undefined,E12000007,92.2
2016/17,Diphtheria Tetanus Polio Pertussis Hib (primary),By 2nd birthday,England,London,Percentage (%),Units,Undefined,E12000007,91.6
2017/18,Diphtheria Tetanus Polio Pertussis Hib (primary),By 2nd birthday,England,London,Percentage (%),Units,Undefined,E12000007,91.7
2018/19,Diphtheria Tetanus Polio Pertussis Hib (primary),By 2nd birthday,England,London,Percentage (%),Units,Undefined,E12000007,90.6
2013/14,Measles mumps rubella (first dose),By 2nd birthday,England,London,Percentage (%),Units,Undefined,E12000007,87.5
2014/15,Measles mumps rubella (first dose),By 2nd birthday,England,London,Percentage (%),Units,Undefined,E12000007,87.3
2015/16,Measles mumps rubella (first dose),By 2nd birthday,England,London,Percentage (%),Units,Undefined,E12000007,86.4
2016/17,Measles mumps rubella (first dose),By 2nd birthday,England,London,Percentage (%),Units,Undefined,E12000007,85.1
2017/18,Measles mumps rubella (first dose),By 2nd birthday,England,London,Percentage (%),Units,Undefined,E12000007,85.1
2018/19,Measles mumps rubella (first dose),By 2nd birthday,England,London,Percentage (%),Units,Undefined,E12000007,83.0
2013/14,Hib Meningococcal group C (booster),By 2nd birthday,England,London,Percentage (%),Units,Undefined,E12000007,86.8
2014/15,Hib Meningococcal group C (booster),By 2nd birthday,England,London,Percentage (%),Units,Undefined,E12000007,86.8
2015/16,Hib Meningococcal group C (booster),By 2nd birthday,England,London,Percentage (%),Units,Undefined,E12000007,85.9
2016/17,Hib Meningococcal group C (booster),By 2nd birthday,England,London,Percentage (%),Units,Undefined,E12000007,84.2
2017/18,Hib Meningococcal group C (booster),By 2nd birthday,England,London,Percentage (%),Units,Undefined,E12000007,85.1
2018/19,Hib Meningococcal group C (booster),By 2nd birthday,England,London,Percentage (%),Units,Undefined,E12000007,83.2
2013/14,Pneumococcal disease (booster),By 2nd birthday,England,London,Percentage (%),Units,Undefined,E12000007,86.3
2014/15,Pneumococcal disease (booster),By 2nd birthday,England,London,Percentage (%),Units,Undefined,E12000007,86.4
2015/16,Pneumococcal disease (booster),By 2nd birthday,England,London,Percentage (%),Units,Undefined,E12000007,85.6
2016/17,Pneumococcal disease (booster),By 2nd birthday,England,London,Percentage (%),Units,Undefined,E12000007,84.5
2017/18,Pneumococcal disease (booster),By 2nd birthday,England,London,Percentage (%),Units,Undefined,E12000007,84.3
2018/19,Pneumococcal disease (booster),By 2nd birthday,England,London,Percentage (%),Units,Undefined,E12000007,82.5
2013/14,Diphtheria Tetanus Polio Pertussis Hib (primary),By 2nd birthday,England,South East,Percentage (%),Units,Undefined,E12000008,95.2
2014/15,Diphtheria Tetanus Polio Pertussis Hib (primary),By 2nd birthday,England,South East,Percentage (%),Units,Undefined,E12000008,94.7
2015/16,Diphtheria Tetanus Polio Pertussis Hib (primary),By 2nd birthday,England,South East,Percentage (%),Units,Undefined,E12000008,93.7
2016/17,Diphtheria Tetanus Polio Pertussis Hib (primary),By 2nd birthday,England,South East,Percentage (%),Units,Undefined,E12000008,93.8
2017/18,Diphtheria Tetanus Polio Pertussis Hib (primary),By 2nd birthday,England,South East,Percentage (%),Units,Undefined,E12000008,95.0
2018/19,Diphtheria Tetanus Polio Pertussis Hib (primary),By 2nd birthday,England,South East,Percentage (%),Units,Undefined,E12000008,94.2
2013/14,Measles mumps rubella (first dose),By 2nd birthday,England,South East,Percentage (%),Units,Undefined,E12000008,91.8
2014/15,Measles mumps rubella (first dose),By 2nd birthday,England,South East,Percentage (%),Units,Undefined,E12000008,91.1
2015/16,Measles mumps rubella (first dose),By 2nd birthday,England,South East,Percentage (%),Units,Undefined,E12000008,91.9
2016/17,Measles mumps rubella (first dose),By 2nd birthday,England,South East,Percentage (%),Units,Undefined,E12000008,90.8
2017/18,Measles mumps rubella (first dose),By 2nd birthday,England,South East,Percentage (%),Units,Undefined,E12000008,91.5
2018/19,Measles mumps rubella (first dose),By 2nd birthday,England,South East,Percentage (%),Units,Undefined,E12000008,91.4
2013/14,Hib Meningococcal group C (booster),By 2nd birthday,England,South East,Percentage (%),Units,Undefined,E12000008,91.7
2014/15,Hib Meningococcal group C (booster),By 2nd birthday,England,South East,Percentage (%),Units,Undefined,E12000008,91.0
2015/16,Hib Meningococcal group C (booster),By 2nd birthday,England,South East,Percentage (%),Units,Undefined,E12000008,90.7
2016/17,Hib Meningococcal group C (booster),By 2nd birthday,England,South East,Percentage (%),Units,Undefined,E12000008,90.7
2017/18,Hib Meningococcal group C (booster),By 2nd birthday,England,South East,Percentage (%),Units,Undefined,E12000008,91.5
2018/19,Hib Meningococcal group C (booster),By 2nd birthday,England,South East,Percentage (%),Units,Undefined,E12000008,91.3
2013/14,Pneumococcal disease (booster),By 2nd birthday,England,South East,Percentage (%),Units,Undefined,E12000008,91.4
