Year,Series,Bank account category,Sex,Age,Unit measure,Unit multiplier,Observation status,Value
2019/20,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,NS&I Savings Account,Female,45 to 54,Percentage (%),Units,Normal value,3.0
2019/20,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Basic Bank account,Female,45 to 54,Percentage (%),Units,Normal value,4.0
2019/20,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Post Office Card Account (POCA),Female,45 to 54,Percentage (%),Units,Normal value,1.0
2019/20,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,ISA,Female,45 to 54,Percentage (%),Units,Normal value,27.0
2019/20,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Other Bank / Building Society account,Female,45 to 54,Percentage (%),Units,Normal value,38.0
2019/20,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Stocks and shares / member of a Share Club,Female,45 to 54,Percentage (%),Units,Normal value,9.0
2019/20,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Unit trusts,Female,45 to 54,Percentage (%),Units,Normal value,1.0
2019/20,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Endowment Policy (not linked),Female,45 to 54,Percentage (%),Units,Normal value,0.0
2019/20,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Premium Bonds,Female,45 to 54,Percentage (%),Units,Normal value,10.0
2019/20,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,National Savings Bonds,Female,45 to 54,Percentage (%),Units,Normal value,1.0
2019/20,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Company Share Scheme / profit sharing,Female,45 to 54,Percentage (%),Units,Normal value,2.0
2019/20,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Credit Unions,Female,45 to 54,Percentage (%),Units,Normal value,1.0
2019/20,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Any other type of asset,Female,45 to 54,Percentage (%),Units,Normal value,0.0
2019/20,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Any type of account (including POCAs),Female,55 to 59,Percentage (%),Units,Normal value,96.0
2019/20,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Any type of account (excluding POCAs),Female,55 to 59,Percentage (%),Units,Normal value,96.0
2019/20,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,No accounts (including POCAs),Female,55 to 59,Percentage (%),Units,Normal value,4.0
2019/20,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,No accounts (excluding POCAs),Female,55 to 59,Percentage (%),Units,Normal value,4.0
2019/20,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Any Direct Payment Account (including POCAs),Female,55 to 59,Percentage (%),Units,Normal value,96.0
2019/20,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Any Direct Payment Account (excluding POCAs),Female,55 to 59,Percentage (%),Units,Normal value,95.0
2019/20,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Current account,Female,55 to 59,Percentage (%),Units,Normal value,93.0
2019/20,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,NS&I Savings Account,Female,55 to 59,Percentage (%),Units,Normal value,3.0
2019/20,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Basic Bank account,Female,55 to 59,Percentage (%),Units,Normal value,4.0
2019/20,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Post Office Card Account (POCA),Female,55 to 59,Percentage (%),Units,Normal value,2.0
2019/20,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,ISA,Female,55 to 59,Percentage (%),Units,Normal value,32.0
2019/20,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Other Bank / Building Society account,Female,55 to 59,Percentage (%),Units,Normal value,45.0
2019/20,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Stocks and shares / member of a Share Club,Female,55 to 59,Percentage (%),Units,Normal value,13.0
2019/20,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Unit trusts,Female,55 to 59,Percentage (%),Units,Normal value,3.0
2019/20,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Endowment Policy (not linked),Female,55 to 59,Percentage (%),Units,Normal value,1.0
2019/20,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Premium Bonds,Female,55 to 59,Percentage (%),Units,Normal value,18.0
2019/20,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,National Savings Bonds,Female,55 to 59,Percentage (%),Units,Normal value,2.0
2019/20,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Company Share Scheme / profit sharing,Female,55 to 59,Percentage (%),Units,Normal value,2.0
2019/20,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Credit Unions,Female,55 to 59,Percentage (%),Units,Normal value,2.0
2019/20,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Any other type of asset,Female,55 to 59,Percentage (%),Units,Normal value,0.0
2019/20,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Any type of account (including POCAs),Female,60 to 64,Percentage (%),Units,Normal value,96.0
2019/20,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Any type of account (excluding POCAs),Female,60 to 64,Percentage (%),Units,Normal value,96.0
2019/20,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,No accounts (including POCAs),Female,60 to 64,Percentage (%),Units,Normal value,4.0
2019/20,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,No accounts (excluding POCAs),Female,60 to 64,Percentage (%),Units,Normal value,4.0
2019/20,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Any Direct Payment Account (including POCAs),Female,60 to 64,Percentage (%),Units,Normal value,96.0
2019/20,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Any Direct Payment Account (excluding POCAs),Female,60 to 64,Percentage (%),Units,Normal value,95.0
2019/20,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Current account,Female,60 to 64,Percentage (%),Units,Normal value,94.0
2019/20,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,NS&I Savings Account,Female,60 to 64,Percentage (%),Units,Normal value,4.0
2019/20,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Basic Bank account,Female,60 to 64,Percentage (%),Units,Normal value,5.0
2019/20,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Post Office Card Account (POCA),Female,60 to 64,Percentage (%),Units,Normal value,1.0
2019/20,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,ISA,Female,60 to 64,Percentage (%),Units,Normal value,36.0
2019/20,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Other Bank / Building Society account,Female,60 to 64,Percentage (%),Units,Normal value,40.0
2019/20,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Stocks and shares / member of a Share Club,Female,60 to 64,Percentage (%),Units,Normal value,11.0
2019/20,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Unit trusts,Female,60 to 64,Percentage (%),Units,Normal value,3.0
2019/20,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Endowment Policy (not linked),Female,60 to 64,Percentage (%),Units,Normal value,0.0
2019/20,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Premium Bonds,Female,60 to 64,Percentage (%),Units,Normal value,18.0
2019/20,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,National Savings Bonds,Female,60 to 64,Percentage (%),Units,Normal value,2.0
2019/20,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Company Share Scheme / profit sharing,Female,60 to 64,Percentage (%),Units,Normal value,1.0
2019/20,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Credit Unions,Female,60 to 64,Percentage (%),Units,Normal value,2.0
2019/20,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Any other type of asset,Female,60 to 64,Percentage (%),Units,Normal value,1.0
2019/20,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Any type of account (including POCAs),Female,65 to 74,Percentage (%),Units,Normal value,96.0
2019/20,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Any type of account (excluding POCAs),Female,65 to 74,Percentage (%),Units,Normal value,96.0
2019/20,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,No accounts (including POCAs),Female,65 to 74,Percentage (%),Units,Normal value,4.0
2019/20,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,No accounts (excluding POCAs),Female,65 to 74,Percentage (%),Units,Normal value,4.0
2019/20,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Any Direct Payment Account (including POCAs),Female,65 to 74,Percentage (%),Units,Normal value,95.0
2019/20,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Any Direct Payment Account (excluding POCAs),Female,65 to 74,Percentage (%),Units,Normal value,95.0
2019/20,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Current account,Female,65 to 74,Percentage (%),Units,Normal value,93.0
2019/20,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,NS&I Savings Account,Female,65 to 74,Percentage (%),Units,Normal value,7.0
2019/20,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Basic Bank account,Female,65 to 74,Percentage (%),Units,Normal value,3.0
2019/20,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Post Office Card Account (POCA),Female,65 to 74,Percentage (%),Units,Normal value,2.0
2019/20,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,ISA,Female,65 to 74,Percentage (%),Units,Normal value,43.0
2019/20,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Other Bank / Building Society account,Female,65 to 74,Percentage (%),Units,Normal value,43.0
2019/20,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Stocks and shares / member of a Share Club,Female,65 to 74,Percentage (%),Units,Normal value,15.0
2019/20,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Unit trusts,Female,65 to 74,Percentage (%),Units,Normal value,3.0
2019/20,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Endowment Policy (not linked),Female,65 to 74,Percentage (%),Units,Normal value,0.0
2019/20,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Premium Bonds,Female,65 to 74,Percentage (%),Units,Normal value,25.0
2019/20,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,National Savings Bonds,Female,65 to 74,Percentage (%),Units,Normal value,4.0
2019/20,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Company Share Scheme / profit sharing,Female,65 to 74,Percentage (%),Units,Normal value,0.0
2019/20,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Credit Unions,Female,65 to 74,Percentage (%),Units,Normal value,1.0
2019/20,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Any other type of asset,Female,65 to 74,Percentage (%),Units,Normal value,0.0
2019/20,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Any type of account (including POCAs),Female,75 to 84,Percentage (%),Units,Normal value,95.0
2019/20,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Any type of account (excluding POCAs),Female,75 to 84,Percentage (%),Units,Normal value,95.0
2019/20,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,No accounts (including POCAs),Female,75 to 84,Percentage (%),Units,Normal value,5.0
2019/20,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,No accounts (excluding POCAs),Female,75 to 84,Percentage (%),Units,Normal value,5.0
2019/20,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Any Direct Payment Account (including POCAs),Female,75 to 84,Percentage (%),Units,Normal value,95.0
2019/20,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Any Direct Payment Account (excluding POCAs),Female,75 to 84,Percentage (%),Units,Normal value,95.0
2019/20,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Current account,Female,75 to 84,Percentage (%),Units,Normal value,93.0
2019/20,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,NS&I Savings Account,Female,75 to 84,Percentage (%),Units,Normal value,5.0
2019/20,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Basic Bank account,Female,75 to 84,Percentage (%),Units,Normal value,3.0
2019/20,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Post Office Card Account (POCA),Female,75 to 84,Percentage (%),Units,Normal value,3.0
2019/20,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,ISA,Female,75 to 84,Percentage (%),Units,Normal value,39.0
2019/20,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Other Bank / Building Society account,Female,75 to 84,Percentage (%),Units,Normal value,39.0
2019/20,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Stocks and shares / member of a Share Club,Female,75 to 84,Percentage (%),Units,Normal value,13.0
2019/20,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Unit trusts,Female,75 to 84,Percentage (%),Units,Normal value,4.0
2019/20,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Endowment Policy (not linked),Female,75 to 84,Percentage (%),Units,Normal value,0.0
2019/20,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Premium Bonds,Female,75 to 84,Percentage (%),Units,Normal value,23.0
2019/20,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,National Savings Bonds,Female,75 to 84,Percentage (%),Units,Normal value,5.0
2019/20,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Company Share Scheme / profit sharing,Female,75 to 84,Percentage (%),Units,Normal value,0.0
2019/20,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Credit Unions,Female,75 to 84,Percentage (%),Units,Normal value,0.0
2019/20,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Any other type of asset,Female,75 to 84,Percentage (%),Units,Normal value,1.0
2019/20,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Any type of account (including POCAs),Female,85 and over,Percentage (%),Units,Normal value,95.0
2019/20,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Any type of account (excluding POCAs),Female,85 and over,Percentage (%),Units,Normal value,95.0
2019/20,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,No accounts (including POCAs),Female,85 and over,Percentage (%),Units,Normal value,5.0
2019/20,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,No accounts (excluding POCAs),Female,85 and over,Percentage (%),Units,Normal value,5.0
2019/20,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Any Direct Payment Account (including POCAs),Female,85 and over,Percentage (%),Units,Normal value,95.0
2019/20,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Any Direct Payment Account (excluding POCAs),Female,85 and over,Percentage (%),Units,Normal value,94.0
2019/20,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Current account,Female,85 and over,Percentage (%),Units,Normal value,91.0
2019/20,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,NS&I Savings Account,Female,85 and over,Percentage (%),Units,Normal value,5.0
2019/20,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Basic Bank account,Female,85 and over,Percentage (%),Units,Normal value,2.0
2019/20,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Post Office Card Account (POCA),Female,85 and over,Percentage (%),Units,Normal value,4.0
2019/20,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,ISA,Female,85 and over,Percentage (%),Units,Normal value,29.0
2019/20,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Other Bank / Building Society account,Female,85 and over,Percentage (%),Units,Normal value,39.0
2019/20,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Stocks and shares / member of a Share Club,Female,85 and over,Percentage (%),Units,Normal value,11.0
2019/20,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Unit trusts,Female,85 and over,Percentage (%),Units,Normal value,3.0
2019/20,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Endowment Policy (not linked),Female,85 and over,Percentage (%),Units,Normal value,0.0
2019/20,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Premium Bonds,Female,85 and over,Percentage (%),Units,Normal value,18.0
2019/20,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,National Savings Bonds,Female,85 and over,Percentage (%),Units,Normal value,7.0
2019/20,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Company Share Scheme / profit sharing,Female,85 and over,Percentage (%),Units,Normal value,0.0
2019/20,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Credit Unions,Female,85 and over,Percentage (%),Units,Normal value,0.0
2019/20,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Any other type of asset,Female,85 and over,Percentage (%),Units,Normal value,1.0
2020/21,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Any type of account (including POCAs),,,Percentage (%),Units,Normal value,94.0
2020/21,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Any type of account (excluding POCAs),,,Percentage (%),Units,Normal value,94.0
2020/21,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,No accounts (including POCAs),,,Percentage (%),Units,Normal value,6.0
2020/21,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,No accounts (excluding POCAs),,,Percentage (%),Units,Normal value,6.0
2020/21,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Any Direct Payment Account (including POCAs),,,Percentage (%),Units,Normal value,94.0
2020/21,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Any Direct Payment Account (excluding POCAs),,,Percentage (%),Units,Normal value,93.0
2020/21,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Current account,,,Percentage (%),Units,Normal value,90.0
2020/21,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,NS&I Savings Account,,,Percentage (%),Units,Normal value,3.0
2020/21,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Basic Bank account,,,Percentage (%),Units,Normal value,3.0
2020/21,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Post Office Card Account (POCA),,,Percentage (%),Units,Normal value,0.0
2020/21,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,ISA,,,Percentage (%),Units,Normal value,26.0
2020/21,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Other Bank / Building Society account,,,Percentage (%),Units,Normal value,40.0
2020/21,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Stocks and shares / member of a Share Club,,,Percentage (%),Units,Normal value,8.0
2020/21,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Unit trusts,,,Percentage (%),Units,Normal value,1.0
2020/21,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Endowment Policy (not linked),,,Percentage (%),Units,Normal value,0.0
2020/21,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Premium Bonds,,,Percentage (%),Units,Normal value,12.0
2020/21,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,National Savings Bonds,,,Percentage (%),Units,Normal value,1.0
2020/21,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Company Share Scheme / profit sharing,,,Percentage (%),Units,Normal value,1.0
2020/21,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Credit Unions,,,Percentage (%),Units,Normal value,1.0
2020/21,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Any other type of asset,,,Percentage (%),Units,Normal value,0.0
2020/21,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Any type of account (including POCAs),,16 to 24,Percentage (%),Units,Normal value,92.0
2020/21,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Any type of account (excluding POCAs),,16 to 24,Percentage (%),Units,Normal value,92.0
2020/21,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,No accounts (including POCAs),,16 to 24,Percentage (%),Units,Normal value,8.0
2020/21,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,No accounts (excluding POCAs),,16 to 24,Percentage (%),Units,Normal value,8.0
2020/21,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Any Direct Payment Account (including POCAs),,16 to 24,Percentage (%),Units,Normal value,92.0
2020/21,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Any Direct Payment Account (excluding POCAs),,16 to 24,Percentage (%),Units,Normal value,92.0
2020/21,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Current account,,16 to 24,Percentage (%),Units,Normal value,85.0
2020/21,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,NS&I Savings Account,,16 to 24,Percentage (%),Units,Normal value,1.0
2020/21,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Basic Bank account,,16 to 24,Percentage (%),Units,Normal value,7.0
2020/21,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Post Office Card Account (POCA),,16 to 24,Percentage (%),Units,Normal value,0.0
2020/21,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,ISA,,16 to 24,Percentage (%),Units,Normal value,17.0
2020/21,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Other Bank / Building Society account,,16 to 24,Percentage (%),Units,Normal value,24.0
2020/21,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Stocks and shares / member of a Share Club,,16 to 24,Percentage (%),Units,Normal value,2.0
2020/21,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Unit trusts,,16 to 24,Percentage (%),Units,Normal value,0.0
2020/21,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Endowment Policy (not linked),,16 to 24,Percentage (%),Units,Normal value,0.0
2020/21,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Premium Bonds,,16 to 24,Percentage (%),Units,Normal value,3.0
2020/21,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,National Savings Bonds,,16 to 24,Percentage (%),Units,Normal value,0.0
2020/21,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Company Share Scheme / profit sharing,,16 to 24,Percentage (%),Units,Normal value,0.0
2020/21,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Credit Unions,,16 to 24,Percentage (%),Units,Normal value,0.0
2020/21,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Any other type of asset,,16 to 24,Percentage (%),Units,Normal value,0.0
2020/21,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Any type of account (including POCAs),,25 to 34,Percentage (%),Units,Normal value,95.0
2020/21,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Any type of account (excluding POCAs),,25 to 34,Percentage (%),Units,Normal value,95.0
2020/21,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,No accounts (including POCAs),,25 to 34,Percentage (%),Units,Normal value,5.0
2020/21,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,No accounts (excluding POCAs),,25 to 34,Percentage (%),Units,Normal value,5.0
2020/21,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Any Direct Payment Account (including POCAs),,25 to 34,Percentage (%),Units,Normal value,94.0
2020/21,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Any Direct Payment Account (excluding POCAs),,25 to 34,Percentage (%),Units,Normal value,94.0
2020/21,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Current account,,25 to 34,Percentage (%),Units,Normal value,91.0
2020/21,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,NS&I Savings Account,,25 to 34,Percentage (%),Units,Normal value,2.0
2020/21,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Basic Bank account,,25 to 34,Percentage (%),Units,Normal value,3.0
2020/21,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Post Office Card Account (POCA),,25 to 34,Percentage (%),Units,Normal value,0.0
2020/21,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,ISA,,25 to 34,Percentage (%),Units,Normal value,21.0
2020/21,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Other Bank / Building Society account,,25 to 34,Percentage (%),Units,Normal value,37.0
2020/21,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Stocks and shares / member of a Share Club,,25 to 34,Percentage (%),Units,Normal value,5.0
2020/21,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Unit trusts,,25 to 34,Percentage (%),Units,Normal value,0.0
2020/21,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Endowment Policy (not linked),,25 to 34,Percentage (%),Units,Normal value,0.0
2020/21,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Premium Bonds,,25 to 34,Percentage (%),Units,Normal value,5.0
2020/21,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,National Savings Bonds,,25 to 34,Percentage (%),Units,Normal value,0.0
2020/21,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Company Share Scheme / profit sharing,,25 to 34,Percentage (%),Units,Normal value,2.0
2020/21,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Credit Unions,,25 to 34,Percentage (%),Units,Normal value,0.0
2020/21,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Any other type of asset,,25 to 34,Percentage (%),Units,Normal value,0.0
2020/21,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Any type of account (including POCAs),,35 to 44,Percentage (%),Units,Normal value,94.0
2020/21,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Any type of account (excluding POCAs),,35 to 44,Percentage (%),Units,Normal value,94.0
2020/21,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,No accounts (including POCAs),,35 to 44,Percentage (%),Units,Normal value,6.0
2020/21,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,No accounts (excluding POCAs),,35 to 44,Percentage (%),Units,Normal value,6.0
2020/21,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Any Direct Payment Account (including POCAs),,35 to 44,Percentage (%),Units,Normal value,94.0
2020/21,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Any Direct Payment Account (excluding POCAs),,35 to 44,Percentage (%),Units,Normal value,94.0
2020/21,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Current account,,35 to 44,Percentage (%),Units,Normal value,91.0
2020/21,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,NS&I Savings Account,,35 to 44,Percentage (%),Units,Normal value,1.0
2020/21,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Basic Bank account,,35 to 44,Percentage (%),Units,Normal value,2.0
