Indicator,Alias,Source,Year,Sex,Location,Age,Confidence Interval,Value
8.14 Telephone lines - Number,8.14 Telephone lines - Number,UNSD_MDG_2012,1995,,Total,,,6900
8.14 Telephone lines - Number,8.14 Telephone lines - Number,UNSD_MDG_2012,1996,,Total,,,10254
8.14 Telephone lines - Number,8.14 Telephone lines - Number,UNSD_MDG_2012,1997,,Total,,,11621
8.14 Telephone lines - Number,8.14 Telephone lines - Number,UNSD_MDG_2012,1998,,Total,,,10825
8.14 Telephone lines - Number,8.14 Telephone lines - Number,UNSD_MDG_2012,1999,,Total,,,12651
8.14 Telephone lines - Number,8.14 Telephone lines - Number,UNSD_MDG_2012,2000,,Total,,,17568
8.14 Telephone lines - Number,8.14 Telephone lines - Number,UNSD_MDG_2012,2001,,Total,,,21500
8.14 Telephone lines - Number,8.14 Telephone lines - Number,UNSD_MDG_2012,2002,,Total,,,25105
8.14 Telephone lines - Number,8.14 Telephone lines - Number,UNSD_MDG_2012,2003,,Total,,,25565
8.14 Telephone lines - Number,8.14 Telephone lines - Number,UNSD_MDG_2012,2004,,Total,,,22972
8.14 Telephone lines - Number,8.14 Telephone lines - Number,UNSD_MDG_2012,2005,,Total,,,23601
8.14 Telephone lines - Number,8.14 Telephone lines - Number,UNSD_MDG_2012,2006,,Total,,,23362
8.14 Telephone lines - Number,8.14 Telephone lines - Number,UNSD_MDG_2012,2007,,Total,,,23123
8.14 Telephone lines - Number,8.14 Telephone lines - Number,UNSD_MDG_2012,2008,,Total,,,16770
8.14 Telephone lines - Number,8.14 Telephone lines - Number,UNSD_MDG_2012,2009,,Total,,,33451
8.14 Telephone lines - Number,8.14 Telephone lines - Number,UNSD_MDG_2012,2010,,Total,,,39664
8.14 Telephone lines - Number,8.14 Telephone lines - Number,UNSD_MDG_2012,2011,,Total,,,38901
8.14 Telephone lines - Per 100 population,8.14 Telephone lines - Per 100 population,UNSD_MDG_2012,1990,,Total,,,0.15
8.14 Telephone lines - Per 100 population,8.14 Telephone lines - Per 100 population,UNSD_MDG_2012,1991,,Total,,,0.16
8.14 Telephone lines - Per 100 population,8.14 Telephone lines - Per 100 population,UNSD_MDG_2012,1992,,Total,,,0.18
8.14 Telephone lines - Per 100 population,8.14 Telephone lines - Per 100 population,UNSD_MDG_2012,1993,,Total,,,0.18
8.14 Telephone lines - Per 100 population,8.14 Telephone lines - Per 100 population,UNSD_MDG_2012,1994,,Total,,,0.18
8.14 Telephone lines - Per 100 population,8.14 Telephone lines - Per 100 population,UNSD_MDG_2012,1995,,Total,,,0.12
8.14 Telephone lines - Per 100 population,8.14 Telephone lines - Per 100 population,UNSD_MDG_2012,1996,,Total,,,0.18
8.14 Telephone lines - Per 100 population,8.14 Telephone lines - Per 100 population,UNSD_MDG_2012,1997,,Total,,,0.18
8.14 Telephone lines - Per 100 population,8.14 Telephone lines - Per 100 population,UNSD_MDG_2012,1998,,Total,,,0.16
8.14 Telephone lines - Per 100 population,8.14 Telephone lines - Per 100 population,UNSD_MDG_2012,1999,,Total,,,0.17
8.14 Telephone lines - Per 100 population,8.14 Telephone lines - Per 100 population,UNSD_MDG_2012,2000,,Total,,,0.22
8.14 Telephone lines - Per 100 population,8.14 Telephone lines - Per 100 population,UNSD_MDG_2012,2001,,Total,,,0.25
8.14 Telephone lines - Per 100 population,8.14 Telephone lines - Per 100 population,UNSD_MDG_2012,2002,,Total,,,0.29
8.14 Telephone lines - Per 100 population,8.14 Telephone lines - Per 100 population,UNSD_MDG_2012,2003,,Total,,,0.29
8.14 Telephone lines - Per 100 population,8.14 Telephone lines - Per 100 population,UNSD_MDG_2012,2004,,Total,,,0.25
8.14 Telephone lines - Per 100 population,8.14 Telephone lines - Per 100 population,UNSD_MDG_2012,2005,,Total,,,0.26
8.14 Telephone lines - Per 100 population,8.14 Telephone lines - Per 100 population,UNSD_MDG_2012,2006,,Total,,,0.25
8.14 Telephone lines - Per 100 population,8.14 Telephone lines - Per 100 population,UNSD_MDG_2012,2007,,Total,,,0.24
8.14 Telephone lines - Per 100 population,8.14 Telephone lines - Per 100 population,UNSD_MDG_2012,2008,,Total,,,0.17
8.14 Telephone lines - Per 100 population,8.14 Telephone lines - Per 100 population,UNSD_MDG_2012,2009,,Total,,,0.32
8.14 Telephone lines - Per 100 population,8.14 Telephone lines - Per 100 population,UNSD_MDG_2012,2010,,Total,,,0.37
8.14 Telephone lines - Per 100 population,8.14 Telephone lines - Per 100 population,UNSD_MDG_2012,2011,,Total,,,0.36
5.06 Unmet need for family planning - Percent,5.06 Unmet need for family planning - Percent,UNSD_MDG_2012 Country Data,1992,,Total,,,38.2
5.06 Unmet need for family planning - Percent,5.06 Unmet need for family planning - Percent,UNSD_MDG_2012 Country Data,1992,,,,Limiting,18
5.06 Unmet need for family planning - Percent,5.06 Unmet need for family planning - Percent,UNSD_MDG_2012 Country Data,1992,,,,Spacing,20.2
5.06 Unmet need for family planning - Percent,5.06 Unmet need for family planning - Percent,UNSD_MDG_2012 Country Data,2000,,Total,,,36.4
5.06 Unmet need for family planning - Percent,5.06 Unmet need for family planning - Percent,UNSD_MDG_2012 Country Data,2000,,,,Limiting,13.5
5.06 Unmet need for family planning - Percent,5.06 Unmet need for family planning - Percent,UNSD_MDG_2012 Country Data,2000,,,,Spacing,22.8
5.06 Unmet need for family planning - Percent,5.06 Unmet need for family planning - Percent,UNSD_MDG_2012 Country Data,2005,,Total,,,38.5
5.06 Unmet need for family planning - Percent,5.06 Unmet need for family planning - Percent,UNSD_MDG_2012 Country Data,2005,,,,Limiting,14.9
5.06 Unmet need for family planning - Percent,5.06 Unmet need for family planning - Percent,UNSD_MDG_2012 Country Data,2005,,,,Spacing,23.5
5.06 Unmet need for family planning - Percent,5.06 Unmet need for family planning - Percent,UNSD_MDG_2012 Country Data,2011,,Total,,,18.9
5.06 Unmet need for family planning - Percent,5.06 Unmet need for family planning - Percent,UNSD_MDG_2012 Country Data,2011,,,,Limiting,9.2
5.06 Unmet need for family planning - Percent,5.06 Unmet need for family planning - Percent,UNSD_MDG_2012 Country Data,2011,,,,Spacing,9.7
1.07 Proportion of own account and contributing family workers in total employment - Percent,1.07 Proportion of own account and contributing family workers in total employment - Percent,UNSD_MDG_2012 Country Data,1996,,Total,,,31.2
1.07 Proportion of own account and contributing family workers in total employment - Percent,1.07 Proportion of own account and contributing family workers in total employment - Percent,UNSD_MDG_2012 Country Data,1996,Female,,,,30
1.07 Proportion of own account and contributing family workers in total employment - Percent,1.07 Proportion of own account and contributing family workers in total employment - Percent,UNSD_MDG_2012 Country Data,1996,Male,,,,32.7
Terrestrial and marine areas protected - Sq km,Terrestrial and marine areas protected - Sq km,UNSD_MDG_2012 Estimated,1993,,Total,,,2516.43
Terrestrial and marine areas protected - Sq km,Terrestrial and marine areas protected - Sq km,UNSD_MDG_2012 Estimated,1995,,Total,,,2516.43
Terrestrial and marine areas protected - Sq km,Terrestrial and marine areas protected - Sq km,UNSD_MDG_2012 Estimated,1991,,Total,,,2516.43
Terrestrial and marine areas protected - Sq km,Terrestrial and marine areas protected - Sq km,UNSD_MDG_2012 Estimated,1992,,Total,,,2516.43
Terrestrial and marine areas protected - Sq km,Terrestrial and marine areas protected - Sq km,UNSD_MDG_2012 Estimated,1990,,Total,,,2516.43
Terrestrial and marine areas protected - Sq km,Terrestrial and marine areas protected - Sq km,UNSD_MDG_2012 Estimated,1994,,Total,,,2516.43
Terrestrial and marine areas protected - Sq km,Terrestrial and marine areas protected - Sq km,UNSD_MDG_2012 Estimated,1997,,Total,,,2516.43
Terrestrial and marine areas protected - Sq km,Terrestrial and marine areas protected - Sq km,UNSD_MDG_2012 Estimated,1996,,Total,,,2516.43
Terrestrial and marine areas protected - Sq km,Terrestrial and marine areas protected - Sq km,UNSD_MDG_2012 Estimated,1998,,Total,,,2516.43
Terrestrial and marine areas protected - Sq km,Terrestrial and marine areas protected - Sq km,UNSD_MDG_2012 Estimated,2001,,Total,,,2516.43
Terrestrial and marine areas protected - Sq km,Terrestrial and marine areas protected - Sq km,UNSD_MDG_2012 Estimated,1999,,Total,,,2516.43
Terrestrial and marine areas protected - Sq km,Terrestrial and marine areas protected - Sq km,UNSD_MDG_2012 Estimated,2000,,Total,,,2516.43
Terrestrial and marine areas protected - Sq km,Terrestrial and marine areas protected - Sq km,UNSD_MDG_2012 Estimated,2005,,Total,,,2541.77
Terrestrial and marine areas protected - Sq km,Terrestrial and marine areas protected - Sq km,UNSD_MDG_2012 Estimated,2002,,Total,,,2541.77
Terrestrial and marine areas protected - Sq km,Terrestrial and marine areas protected - Sq km,UNSD_MDG_2012 Estimated,2003,,Total,,,2541.77
Terrestrial and marine areas protected - Sq km,Terrestrial and marine areas protected - Sq km,UNSD_MDG_2012 Estimated,2004,,Total,,,2541.77
Terrestrial and marine areas protected - Sq km,Terrestrial and marine areas protected - Sq km,UNSD_MDG_2012 Estimated,2008,,Total,,,2541.77
Terrestrial and marine areas protected - Sq km,Terrestrial and marine areas protected - Sq km,UNSD_MDG_2012 Estimated,2006,,Total,,,2541.77
Terrestrial and marine areas protected - Sq km,Terrestrial and marine areas protected - Sq km,UNSD_MDG_2012 Estimated,2007,,Total,,,2541.77
Terrestrial and marine areas protected - Sq km,Terrestrial and marine areas protected - Sq km,UNSD_MDG_2012 Estimated,2010,,Total,,,2541.77
Terrestrial and marine areas protected - Sq km,Terrestrial and marine areas protected - Sq km,UNSD_MDG_2012 Estimated,2009,,Total,,,2541.77
6.01 People living with HIV - Percent,6.01 People living with HIV - Percent,UNSD_MDG_2012 Estimated,1990,,Total,15-49 yr,,5.2
6.01 People living with HIV - Percent,6.01 People living with HIV - Percent,UNSD_MDG_2012 Estimated,1990,,Total,15-49 yr,Lower bound,4.3
6.01 People living with HIV - Percent,6.01 People living with HIV - Percent,UNSD_MDG_2012 Estimated,1990,,Total,15-49 yr,Upper bound,8.4
6.01 People living with HIV - Percent,6.01 People living with HIV - Percent,UNSD_MDG_2012 Estimated,1991,,Total,15-49 yr,,5.2
6.01 People living with HIV - Percent,6.01 People living with HIV - Percent,UNSD_MDG_2012 Estimated,1991,,Total,15-49 yr,Lower bound,4.1
6.01 People living with HIV - Percent,6.01 People living with HIV - Percent,UNSD_MDG_2012 Estimated,1991,,Total,15-49 yr,Upper bound,8.1
6.01 People living with HIV - Percent,6.01 People living with HIV - Percent,UNSD_MDG_2012 Estimated,1992,,Total,15-49 yr,,5.1
6.01 People living with HIV - Percent,6.01 People living with HIV - Percent,UNSD_MDG_2012 Estimated,1992,,Total,15-49 yr,Lower bound,4.1
6.01 People living with HIV - Percent,6.01 People living with HIV - Percent,UNSD_MDG_2012 Estimated,1992,,Total,15-49 yr,Upper bound,7.8
6.01 People living with HIV - Percent,6.01 People living with HIV - Percent,UNSD_MDG_2012 Estimated,1993,,Total,15-49 yr,,5
6.01 People living with HIV - Percent,6.01 People living with HIV - Percent,UNSD_MDG_2012 Estimated,1993,,Total,15-49 yr,Lower bound,4
6.01 People living with HIV - Percent,6.01 People living with HIV - Percent,UNSD_MDG_2012 Estimated,1993,,Total,15-49 yr,Upper bound,7.3
6.01 People living with HIV - Percent,6.01 People living with HIV - Percent,UNSD_MDG_2012 Estimated,1994,,Total,15-49 yr,,4.9
6.01 People living with HIV - Percent,6.01 People living with HIV - Percent,UNSD_MDG_2012 Estimated,1994,,Total,15-49 yr,Lower bound,4
6.01 People living with HIV - Percent,6.01 People living with HIV - Percent,UNSD_MDG_2012 Estimated,1994,,Total,15-49 yr,Upper bound,6.9
6.01 People living with HIV - Percent,6.01 People living with HIV - Percent,UNSD_MDG_2012 Estimated,1995,,Total,15-49 yr,,4.7
6.01 People living with HIV - Percent,6.01 People living with HIV - Percent,UNSD_MDG_2012 Estimated,1995,,Total,15-49 yr,Lower bound,4
6.01 People living with HIV - Percent,6.01 People living with HIV - Percent,UNSD_MDG_2012 Estimated,1995,,Total,15-49 yr,Upper bound,6.6
6.01 People living with HIV - Percent,6.01 People living with HIV - Percent,UNSD_MDG_2012 Estimated,1996,,Total,15-49 yr,,4.5
6.01 People living with HIV - Percent,6.01 People living with HIV - Percent,UNSD_MDG_2012 Estimated,1996,,Total,15-49 yr,Lower bound,3.9
6.01 People living with HIV - Percent,6.01 People living with HIV - Percent,UNSD_MDG_2012 Estimated,1996,,Total,15-49 yr,Upper bound,6.1
6.01 People living with HIV - Percent,6.01 People living with HIV - Percent,UNSD_MDG_2012 Estimated,1997,,Total,15-49 yr,,4.3
6.01 People living with HIV - Percent,6.01 People living with HIV - Percent,UNSD_MDG_2012 Estimated,1997,,Total,15-49 yr,Lower bound,3.9
6.01 People living with HIV - Percent,6.01 People living with HIV - Percent,UNSD_MDG_2012 Estimated,1997,,Total,15-49 yr,Upper bound,5.8
6.01 People living with HIV - Percent,6.01 People living with HIV - Percent,UNSD_MDG_2012 Estimated,1998,,Total,15-49 yr,,4.2
6.01 People living with HIV - Percent,6.01 People living with HIV - Percent,UNSD_MDG_2012 Estimated,1998,,Total,15-49 yr,Lower bound,3.8
6.01 People living with HIV - Percent,6.01 People living with HIV - Percent,UNSD_MDG_2012 Estimated,1998,,Total,15-49 yr,Upper bound,5.4
6.01 People living with HIV - Percent,6.01 People living with HIV - Percent,UNSD_MDG_2012 Estimated,1999,,Total,15-49 yr,,4
6.01 People living with HIV - Percent,6.01 People living with HIV - Percent,UNSD_MDG_2012 Estimated,1999,,Total,15-49 yr,Lower bound,3.6
6.01 People living with HIV - Percent,6.01 People living with HIV - Percent,UNSD_MDG_2012 Estimated,1999,,Total,15-49 yr,Upper bound,5
6.01 People living with HIV - Percent,6.01 People living with HIV - Percent,UNSD_MDG_2012 Estimated,2000,,Total,15-49 yr,,3.8
6.01 People living with HIV - Percent,6.01 People living with HIV - Percent,UNSD_MDG_2012 Estimated,2000,,Total,15-49 yr,Lower bound,3.5
6.01 People living with HIV - Percent,6.01 People living with HIV - Percent,UNSD_MDG_2012 Estimated,2000,,Total,15-49 yr,Upper bound,4.6
6.01 People living with HIV - Percent,6.01 People living with HIV - Percent,UNSD_MDG_2012 Estimated,2001,,Total,15-49 yr,,3.7
6.01 People living with HIV - Percent,6.01 People living with HIV - Percent,UNSD_MDG_2012 Estimated,2001,,Total,15-49 yr,Lower bound,3.4
6.01 People living with HIV - Percent,6.01 People living with HIV - Percent,UNSD_MDG_2012 Estimated,2001,,Total,15-49 yr,Upper bound,4.4
6.01 People living with HIV - Percent,6.01 People living with HIV - Percent,UNSD_MDG_2012 Estimated,2002,,Total,15-49 yr,,3.6
6.01 People living with HIV - Percent,6.01 People living with HIV - Percent,UNSD_MDG_2012 Estimated,2002,,Total,15-49 yr,Lower bound,3.3
6.01 People living with HIV - Percent,6.01 People living with HIV - Percent,UNSD_MDG_2012 Estimated,2002,,Total,15-49 yr,Upper bound,4.1
6.01 People living with HIV - Percent,6.01 People living with HIV - Percent,UNSD_MDG_2012 Estimated,2003,,Total,15-49 yr,,3.4
6.01 People living with HIV - Percent,6.01 People living with HIV - Percent,UNSD_MDG_2012 Estimated,2003,,Total,15-49 yr,Lower bound,3.1
6.01 People living with HIV - Percent,6.01 People living with HIV - Percent,UNSD_MDG_2012 Estimated,2003,,Total,15-49 yr,Upper bound,3.9
6.01 People living with HIV - Percent,6.01 People living with HIV - Percent,UNSD_MDG_2012 Estimated,2004,,Total,15-49 yr,,3.2
6.01 People living with HIV - Percent,6.01 People living with HIV - Percent,UNSD_MDG_2012 Estimated,2004,,Total,15-49 yr,Lower bound,2.9
6.01 People living with HIV - Percent,6.01 People living with HIV - Percent,UNSD_MDG_2012 Estimated,2004,,Total,15-49 yr,Upper bound,3.7
6.01 People living with HIV - Percent,6.01 People living with HIV - Percent,UNSD_MDG_2012 Estimated,2005,,Total,15-49 yr,,3.1
6.01 People living with HIV - Percent,6.01 People living with HIV - Percent,UNSD_MDG_2012 Estimated,2005,,Total,15-49 yr,Lower bound,2.7
6.01 People living with HIV - Percent,6.01 People living with HIV - Percent,UNSD_MDG_2012 Estimated,2005,,Total,15-49 yr,Upper bound,3.5
6.01 People living with HIV - Percent,6.01 People living with HIV - Percent,UNSD_MDG_2012 Estimated,2006,,Total,15-49 yr,,3
6.01 People living with HIV - Percent,6.01 People living with HIV - Percent,UNSD_MDG_2012 Estimated,2006,,Total,15-49 yr,Lower bound,2.6
6.01 People living with HIV - Percent,6.01 People living with HIV - Percent,UNSD_MDG_2012 Estimated,2006,,Total,15-49 yr,Upper bound,3.3
6.01 People living with HIV - Percent,6.01 People living with HIV - Percent,UNSD_MDG_2012 Estimated,2007,,Total,15-49 yr,,2.9
6.01 People living with HIV - Percent,6.01 People living with HIV - Percent,UNSD_MDG_2012 Estimated,2007,,Total,15-49 yr,Lower bound,2.6
6.01 People living with HIV - Percent,6.01 People living with HIV - Percent,UNSD_MDG_2012 Estimated,2007,,Total,15-49 yr,Upper bound,3.3
6.01 People living with HIV - Percent,6.01 People living with HIV - Percent,UNSD_MDG_2012 Estimated,2008,,Total,15-49 yr,,2.9
6.01 People living with HIV - Percent,6.01 People living with HIV - Percent,UNSD_MDG_2012 Estimated,2008,,Total,15-49 yr,Lower bound,2.5
6.01 People living with HIV - Percent,6.01 People living with HIV - Percent,UNSD_MDG_2012 Estimated,2008,,Total,15-49 yr,Upper bound,3.2
6.01 People living with HIV - Percent,6.01 People living with HIV - Percent,UNSD_MDG_2012 Estimated,2009,,Total,15-49 yr,,2.9
6.01 People living with HIV - Percent,6.01 People living with HIV - Percent,UNSD_MDG_2012 Estimated,2009,,Total,15-49 yr,Lower bound,2.5
6.01 People living with HIV - Percent,6.01 People living with HIV - Percent,UNSD_MDG_2012 Estimated,2009,,Total,15-49 yr,Upper bound,3.3
7.02 Carbon dioxide emissions - Kg CO2 per $1 GDP (PPP),7.02 Carbon dioxide emissions - Kg CO2 per $1 GDP (PPP),UNSD_MDG_2012 Global Monitoring Data,1990,,Total,,,0.1138
7.02 Carbon dioxide emissions - Kg CO2 per $1 GDP (PPP),7.02 Carbon dioxide emissions - Kg CO2 per $1 GDP (PPP),UNSD_MDG_2012 Global Monitoring Data,1991,,Total,,,0.1086
7.02 Carbon dioxide emissions - Kg CO2 per $1 GDP (PPP),7.02 Carbon dioxide emissions - Kg CO2 per $1 GDP (PPP),UNSD_MDG_2012 Global Monitoring Data,1992,,Total,,,0.119
7.02 Carbon dioxide emissions - Kg CO2 per $1 GDP (PPP),7.02 Carbon dioxide emissions - Kg CO2 per $1 GDP (PPP),UNSD_MDG_2012 Global Monitoring Data,1993,,Total,,,0.2309
7.02 Carbon dioxide emissions - Kg CO2 per $1 GDP (PPP),7.02 Carbon dioxide emissions - Kg CO2 per $1 GDP (PPP),UNSD_MDG_2012 Global Monitoring Data,1994,,Total,,,0.1686
7.02 Carbon dioxide emissions - Kg CO2 per $1 GDP (PPP),7.02 Carbon dioxide emissions - Kg CO2 per $1 GDP (PPP),UNSD_MDG_2012 Global Monitoring Data,2000,,Total,,,0.1076
7.02 Carbon dioxide emissions - Kg CO2 per $1 GDP (PPP),7.02 Carbon dioxide emissions - Kg CO2 per $1 GDP (PPP),UNSD_MDG_2012 Global Monitoring Data,1995,,Total,,,0.1541
7.02 Carbon dioxide emissions - Kg CO2 per $1 GDP (PPP),7.02 Carbon dioxide emissions - Kg CO2 per $1 GDP (PPP),UNSD_MDG_2012 Global Monitoring Data,1996,,Total,,,0.1401
7.02 Carbon dioxide emissions - Kg CO2 per $1 GDP (PPP),7.02 Carbon dioxide emissions - Kg CO2 per $1 GDP (PPP),UNSD_MDG_2012 Global Monitoring Data,1997,,Total,,,0.1265
7.02 Carbon dioxide emissions - Kg CO2 per $1 GDP (PPP),7.02 Carbon dioxide emissions - Kg CO2 per $1 GDP (PPP),UNSD_MDG_2012 Global Monitoring Data,1998,,Total,,,0.1229
7.02 Carbon dioxide emissions - Kg CO2 per $1 GDP (PPP),7.02 Carbon dioxide emissions - Kg CO2 per $1 GDP (PPP),UNSD_MDG_2012 Global Monitoring Data,1999,,Total,,,0.1163
7.02 Carbon dioxide emissions - Kg CO2 per $1 GDP (PPP),7.02 Carbon dioxide emissions - Kg CO2 per $1 GDP (PPP),UNSD_MDG_2012 Global Monitoring Data,2002,,Total,,,0.0939
7.02 Carbon dioxide emissions - Kg CO2 per $1 GDP (PPP),7.02 Carbon dioxide emissions - Kg CO2 per $1 GDP (PPP),UNSD_MDG_2012 Global Monitoring Data,2001,,Total,,,0.097
7.02 Carbon dioxide emissions - Kg CO2 per $1 GDP (PPP),7.02 Carbon dioxide emissions - Kg CO2 per $1 GDP (PPP),UNSD_MDG_2012 Global Monitoring Data,2003,,Total,,,0.0883
7.02 Carbon dioxide emissions - Kg CO2 per $1 GDP (PPP),7.02 Carbon dioxide emissions - Kg CO2 per $1 GDP (PPP),UNSD_MDG_2012 Global Monitoring Data,2004,,Total,,,0.0808
7.02 Carbon dioxide emissions - Kg CO2 per $1 GDP (PPP),7.02 Carbon dioxide emissions - Kg CO2 per $1 GDP (PPP),UNSD_MDG_2012 Global Monitoring Data,2006,,Total,,,0.0728
7.02 Carbon dioxide emissions - Kg CO2 per $1 GDP (PPP),7.02 Carbon dioxide emissions - Kg CO2 per $1 GDP (PPP),UNSD_MDG_2012 Global Monitoring Data,2005,,Total,,,0.074
7.02 Carbon dioxide emissions - Kg CO2 per $1 GDP (PPP),7.02 Carbon dioxide emissions - Kg CO2 per $1 GDP (PPP),UNSD_MDG_2012 Global Monitoring Data,2008,,Total,,,0.0639
7.02 Carbon dioxide emissions - Kg CO2 per $1 GDP (PPP),7.02 Carbon dioxide emissions - Kg CO2 per $1 GDP (PPP),UNSD_MDG_2012 Global Monitoring Data,2007,,Total,,,0.0645
7.02 Carbon dioxide emissions - Kg CO2 per $1 GDP (PPP),7.02 Carbon dioxide emissions - Kg CO2 per $1 GDP (PPP),UNSD_MDG_2012 Global Monitoring Data,2009,,Total,,,0.1565
7.02 Carbon dioxide emissions - Thousand metric tons,7.02 Carbon dioxide emissions - Thousand metric tons,UNSD_MDG_2012 Global Monitoring Data,1990,,Total,,,682
7.02 Carbon dioxide emissions - Thousand metric tons,7.02 Carbon dioxide emissions - Thousand metric tons,UNSD_MDG_2012 Global Monitoring Data,1991,,Total,,,631
7.02 Carbon dioxide emissions - Thousand metric tons,7.02 Carbon dioxide emissions - Thousand metric tons,UNSD_MDG_2012 Global Monitoring Data,1992,,Total,,,638
7.02 Carbon dioxide emissions - Thousand metric tons,7.02 Carbon dioxide emissions - Thousand metric tons,UNSD_MDG_2012 Global Monitoring Data,1993,,Total,,,642
7.02 Carbon dioxide emissions - Thousand metric tons,7.02 Carbon dioxide emissions - Thousand metric tons,UNSD_MDG_2012 Global Monitoring Data,1994,,Total,,,620
7.02 Carbon dioxide emissions - Thousand metric tons,7.02 Carbon dioxide emissions - Thousand metric tons,UNSD_MDG_2012 Global Monitoring Data,1995,,Total,,,612
7.02 Carbon dioxide emissions - Thousand metric tons,7.02 Carbon dioxide emissions - Thousand metric tons,UNSD_MDG_2012 Global Monitoring Data,1996,,Total,,,631
7.02 Carbon dioxide emissions - Thousand metric tons,7.02 Carbon dioxide emissions - Thousand metric tons,UNSD_MDG_2012 Global Monitoring Data,1997,,Total,,,653
7.02 Carbon dioxide emissions - Thousand metric tons,7.02 Carbon dioxide emissions - Thousand metric tons,UNSD_MDG_2012 Global Monitoring Data,1998,,Total,,,642
7.02 Carbon dioxide emissions - Thousand metric tons,7.02 Carbon dioxide emissions - Thousand metric tons,UNSD_MDG_2012 Global Monitoring Data,1999,,Total,,,671
7.02 Carbon dioxide emissions - Thousand metric tons,7.02 Carbon dioxide emissions - Thousand metric tons,UNSD_MDG_2012 Global Monitoring Data,2000,,Total,,,686
7.02 Carbon dioxide emissions - Thousand metric tons,7.02 Carbon dioxide emissions - Thousand metric tons,UNSD_MDG_2012 Global Monitoring Data,2001,,Total,,,689
7.02 Carbon dioxide emissions - Thousand metric tons,7.02 Carbon dioxide emissions - Thousand metric tons,UNSD_MDG_2012 Global Monitoring Data,2002,,Total,,,689
7.02 Carbon dioxide emissions - Thousand metric tons,7.02 Carbon dioxide emissions - Thousand metric tons,UNSD_MDG_2012 Global Monitoring Data,2003,,Total,,,682
7.02 Carbon dioxide emissions - Thousand metric tons,7.02 Carbon dioxide emissions - Thousand metric tons,UNSD_MDG_2012 Global Monitoring Data,2006,,Total,,,689
7.02 Carbon dioxide emissions - Thousand metric tons,7.02 Carbon dioxide emissions - Thousand metric tons,UNSD_MDG_2012 Global Monitoring Data,2004,,Total,,,689
7.02 Carbon dioxide emissions - Thousand metric tons,7.02 Carbon dioxide emissions - Thousand metric tons,UNSD_MDG_2012 Global Monitoring Data,2005,,Total,,,689
7.02 Carbon dioxide emissions - Thousand metric tons,7.02 Carbon dioxide emissions - Thousand metric tons,UNSD_MDG_2012 Global Monitoring Data,2007,,Total,,,715
7.02 Carbon dioxide emissions - Thousand metric tons,7.02 Carbon dioxide emissions - Thousand metric tons,UNSD_MDG_2012 Global Monitoring Data,2008,,Total,,,704
7.02 Carbon dioxide emissions - Thousand metric tons,7.02 Carbon dioxide emissions - Thousand metric tons,UNSD_MDG_2012 Global Monitoring Data,2009,,Total,,,726
HIV prevalence rate - Percent,HIV prevalence rate - Percent,UNSD_MDG_2012 Country Data,2005,Female,,15-49 yr,,3.6
HIV prevalence rate - Percent,HIV prevalence rate - Percent,UNSD_MDG_2012 Country Data,2005,Male,,15-49 yr,,2.3
8.11 Debt relief committed under HIPC Initiative - US$ million (cumulative in end-2009 NPV terms),8.11 Debt relief committed under HIPC Initiative - US$ million (cumulative in end-2009 NPV terms),UNSD_MDG_2012 Global Monitoring Data,2012,,Total,,,953
8.11 Debt relief delivered in full under MDRI initiative - US$ million (cumulative in end-2009 NPV terms),8.11 Debt relief delivered in full under MDRI initiative - US$ million (cumulative in end-2009 NPV terms),UNSD_MDG_2012 Global Monitoring Data,2012,,Total,,,286
"8.06 Developed country imports from developing countries, admitted duty free - Percent","8.06 Developed country imports from developing countries, admitted duty free - Percent",UNSD_MDG_2012 Country Data,1996,,,,Excluding arms,99.8
"8.06 Developed country imports from developing countries, admitted duty free - Percent","8.06 Developed country imports from developing countries, admitted duty free - Percent",UNSD_MDG_2012 Country Data,1997,,,,Excluding arms,100
"8.06 Developed country imports from developing countries, admitted duty free - Percent","8.06 Developed country imports from developing countries, admitted duty free - Percent",UNSD_MDG_2012 Country Data,1998,,,,Excluding arms,99.8
"8.06 Developed country imports from developing countries, admitted duty free - Percent","8.06 Developed country imports from developing countries, admitted duty free - Percent",UNSD_MDG_2012 Country Data,1999,,,,Excluding arms,99.5
"8.06 Developed country imports from developing countries, admitted duty free - Percent","8.06 Developed country imports from developing countries, admitted duty free - Percent",UNSD_MDG_2012 Country Data,2000,,,,Excluding arms,99.2
"8.06 Developed country imports from developing countries, admitted duty free - Percent","8.06 Developed country imports from developing countries, admitted duty free - Percent",UNSD_MDG_2012 Country Data,2001,,,,Excluding arms,100
"8.06 Developed country imports from developing countries, admitted duty free - Percent","8.06 Developed country imports from developing countries, admitted duty free - Percent",UNSD_MDG_2012 Country Data,2002,,,,Excluding arms,99.7
"8.06 Developed country imports from developing countries, admitted duty free - Percent","8.06 Developed country imports from developing countries, admitted duty free - Percent",UNSD_MDG_2012 Country Data,2003,,,,Excluding arms,99.6
"8.06 Developed country imports from developing countries, admitted duty free - Percent","8.06 Developed country imports from developing countries, admitted duty free - Percent",UNSD_MDG_2012 Country Data,2004,,,,Excluding arms,99.7
"8.06 Developed country imports from developing countries, admitted duty free - Percent","8.06 Developed country imports from developing countries, admitted duty free - Percent",UNSD_MDG_2012 Country Data,2005,,,,Excluding arms,99.8
