Year,Disposal Method,Region,Waste collection Authority,Observation status,Unit multiplier,GeoCode,Value
2018 to 2019,Incineration without EfW,East of England,Luton Borough Council,Undefined,Units,E12000006,0.0
2018 to 2019,Incineration without EfW,East of England,Peterborough City Council,Undefined,Units,E12000006,1.4676969502994832
2018 to 2019,Incineration without EfW,East of England,Southend-on-Sea Borough Council,Undefined,Units,E12000006,19.864239040791727
2018 to 2019,Incineration without EfW,East of England,Thurrock Council,Undefined,Units,E12000006,0.0
2018 to 2019,Incineration without EfW,London,East London Waste Authority,Undefined,Units,E12000007,5.76551159735533
2018 to 2019,Incineration without EfW,London,North London Waste Authority,Undefined,Units,E12000007,0.108468594076396
2018 to 2019,Incineration without EfW,London,West London Waste Authority,Undefined,Units,E12000007,0.0268682298623389
2018 to 2019,Incineration without EfW,London,Western Riverside Waste Authority,Undefined,Units,E12000007,0.0
2018 to 2019,Incineration without EfW,London,Bexley LB,Undefined,Units,E12000007,0.0
2018 to 2019,Incineration without EfW,London,Bromley LB,Undefined,Units,E12000007,0.0
2018 to 2019,Incineration without EfW,London,City of London,Undefined,Units,E12000007,0.0753201104694953
2018 to 2019,Incineration without EfW,London,Croydon LB,Undefined,Units,E12000007,0.19589774259891
2018 to 2019,Incineration without EfW,London,Greenwich LB,Undefined,Units,E12000007,0.0955537891728255
2018 to 2019,Incineration without EfW,London,Lewisham LB,Undefined,Units,E12000007,0.0
2018 to 2019,Incineration without EfW,London,Merton LB,Undefined,Units,E12000007,0.013690787344734
2018 to 2019,Incineration without EfW,London,Royal Borough of Kingston upon Thames,Undefined,Units,E12000007,0.0093747070404049
2018 to 2019,Incineration without EfW,London,Southwark LB,Undefined,Units,E12000007,0.0017423727632289
2018 to 2019,Incineration without EfW,London,Sutton LB,Undefined,Units,E12000007,0.0
2018 to 2019,Incineration without EfW,London,Tower Hamlets LB,Undefined,Units,E12000007,7.675668826702385
2018 to 2019,Incineration without EfW,London,Westminster City Council,Undefined,Units,E12000007,0.2444950020074326
2018 to 2019,Incineration without EfW,North East,County Durham,Undefined,Units,E12000001,0.0
2018 to 2019,Incineration without EfW,North East,Darlington Borough Council,Undefined,Units,E12000001,0.0090425724310051
2018 to 2019,Incineration without EfW,North East,Gateshead MBC,Undefined,Units,E12000001,0.0
2018 to 2019,Incineration without EfW,North East,Hartlepool Borough Council,Undefined,Units,E12000001,0.0
2018 to 2019,Incineration without EfW,North East,Middlesbrough Borough Council,Undefined,Units,E12000001,0.0
2018 to 2019,Incineration without EfW,North East,Newcastle-upon-Tyne City Council MBC,Undefined,Units,E12000001,0.0
2018 to 2019,Incineration without EfW,North East,North Tyneside Council,Undefined,Units,E12000001,0.0
2018 to 2019,Incineration without EfW,North East,Northumberland,Undefined,Units,E12000001,0.0
2018 to 2019,Incineration without EfW,North East,Redcar and Cleveland Borough Council,Undefined,Units,E12000001,0.0
2018 to 2019,Incineration without EfW,North East,South Tyneside MBC,Undefined,Units,E12000001,0.0012804589164756
2018 to 2019,Incineration without EfW,North East,Stockton-on-Tees Borough Council,Undefined,Units,E12000001,0.0
2018 to 2019,Incineration without EfW,North East,Sunderland City Council,Undefined,Units,E12000001,0.0007893095909008
2018 to 2019,Incineration without EfW,North West,Cumbria County Council,Undefined,Units,E12000002,20.18339284300381
2018 to 2019,Incineration without EfW,North West,Greater Manchester WDA (MBC),Undefined,Units,E12000002,0.0
2018 to 2019,Incineration without EfW,North West,Lancashire County Council,Undefined,Units,E12000002,0.1787975735345502
2018 to 2019,Incineration without EfW,North West,Merseyside WDA (MBC),Undefined,Units,E12000002,0.0533282020973926
2018 to 2019,Incineration without EfW,North West,Blackburn with Darwen Borough Council,Undefined,Units,E12000002,0.0
2018 to 2019,Incineration without EfW,North West,Blackpool Borough Council,Undefined,Units,E12000002,0.0
2018 to 2019,Incineration without EfW,North West,Cheshire East,Undefined,Units,E12000002,0.0
2018 to 2019,Incineration without EfW,North West,Cheshire West and Chester,Undefined,Units,E12000002,0.0
2018 to 2019,Incineration without EfW,North West,Halton Borough Council,Undefined,Units,E12000002,0.0
2018 to 2019,Incineration without EfW,North West,Warrington Borough Council,Undefined,Units,E12000002,0.0
2018 to 2019,Incineration without EfW,North West,Wigan MBC,Undefined,Units,E12000002,0.0
2018 to 2019,Incineration without EfW,South East,Buckinghamshire County Council,Undefined,Units,E12000008,0.182891345914041
2018 to 2019,Incineration without EfW,South East,East Sussex County Council,Undefined,Units,E12000008,0.0698590853477322
2018 to 2019,Incineration without EfW,South East,Hampshire County Council,Undefined,Units,E12000008,0.0
2018 to 2019,Incineration without EfW,South East,Kent County Council,Undefined,Units,E12000008,0.0
2018 to 2019,Incineration without EfW,South East,Oxfordshire County Council,Undefined,Units,E12000008,0.0310573371306985
2018 to 2019,Incineration without EfW,South East,Surrey County Council,Undefined,Units,E12000008,0.0
2018 to 2019,Incineration without EfW,South East,West Sussex County Council,Undefined,Units,E12000008,0.0
2018 to 2019,Incineration without EfW,South East,Bracknell Forest Borough Council,Undefined,Units,E12000008,0.0266808964781216
2018 to 2019,Incineration without EfW,South East,Brighton and Hove Council,Undefined,Units,E12000008,0.0224267542207151
2018 to 2019,Incineration without EfW,South East,Isle of Wight Council,Undefined,Units,E12000008,0.0123224792828317
2018 to 2019,Incineration without EfW,South East,Medway Borough Council,Undefined,Units,E12000008,0.0163298026320672
2018 to 2019,Incineration without EfW,South East,Milton Keynes Council,Undefined,Units,E12000008,0.0094488188976377
2018 to 2019,Incineration without EfW,South East,Portsmouth City Council,Undefined,Units,E12000008,0.0
2018 to 2019,Incineration without EfW,South East,Reading Borough Council,Undefined,Units,E12000008,0.0
2018 to 2019,Incineration without EfW,South East,Slough Borough Council,Undefined,Units,E12000008,0.0369921980091471
2018 to 2019,Incineration without EfW,South East,Southampton City Council,Undefined,Units,E12000008,0.0
2018 to 2019,Incineration without EfW,South East,West Berkshire District Council,Undefined,Units,E12000008,0.0
2018 to 2019,Incineration without EfW,South East,Windsor and Maidenhead Borough Council,Undefined,Units,E12000008,0.0
2018 to 2019,Incineration without EfW,South East,Wokingham Council,Undefined,Units,E12000008,0.0
2018 to 2019,Incineration without EfW,South West,Devon County Council,Undefined,Units,E12000009,0.074206701314066
2018 to 2019,Incineration without EfW,South West,Gloucestershire County Council,Undefined,Units,E12000009,0.0
2018 to 2019,Incineration without EfW,South West,Bath and North East Somerset Council,Undefined,Units,E12000009,1.586627172962999
2018 to 2019,Incineration without EfW,South West,Bournemouth Borough Council,Undefined,Units,E12000009,0.0
2018 to 2019,Incineration without EfW,South West,Bristol City Council,Undefined,Units,E12000009,0.0
2018 to 2019,Incineration without EfW,South West,Cornwall,Undefined,Units,E12000009,0.0273031926034529
2018 to 2019,Incineration without EfW,South West,Council of the Isles of Scilly,Undefined,Units,E12000009,0.0
2018 to 2019,Incineration without EfW,South West,Dorset Waste Partnership,Undefined,Units,E12000009,0.0
2018 to 2019,Incineration without EfW,South West,North Somerset Council,Undefined,Units,E12000009,0.0
2018 to 2019,Incineration without EfW,South West,Plymouth City Council,Undefined,Units,E12000009,0.0031767714471782
2018 to 2019,Incineration without EfW,South West,Poole Borough Council,Undefined,Units,E12000009,0.0
2018 to 2019,Incineration without EfW,South West,Somerset Waste Partnership,Undefined,Units,E12000009,0.0088822293623331
2018 to 2019,Incineration without EfW,South West,South Gloucestershire Council,Undefined,Units,E12000009,0.0
2018 to 2019,Incineration without EfW,South West,Swindon Borough Council,Undefined,Units,E12000009,0.0
2018 to 2019,Incineration without EfW,South West,Torbay Council,Undefined,Units,E12000009,0.0
2018 to 2019,Incineration without EfW,South West,Wiltshire,Undefined,Units,E12000009,0.0034751634412805
2018 to 2019,Incineration without EfW,West Midlands,Staffordshire County Council,Undefined,Units,E12000005,0.0
2018 to 2019,Incineration without EfW,West Midlands,Warwickshire County Council,Undefined,Units,E12000005,2.6323573936738507
2018 to 2019,Incineration without EfW,West Midlands,Worcestershire County Council,Undefined,Units,E12000005,0.0
2018 to 2019,Incineration without EfW,West Midlands,Birmingham City Council,Undefined,Units,E12000005,0.0
2018 to 2019,Incineration without EfW,West Midlands,Coventry City Council,Undefined,Units,E12000005,0.0
2018 to 2019,Incineration without EfW,West Midlands,Dudley MBC,Undefined,Units,E12000005,0.0101753059859871
2018 to 2019,Incineration without EfW,West Midlands,Herefordshire Council,Undefined,Units,E12000005,0.0125423303649818
2018 to 2019,Incineration without EfW,West Midlands,Sandwell MBC,Undefined,Units,E12000005,0.0
2018 to 2019,Incineration without EfW,West Midlands,Shropshire,Undefined,Units,E12000005,0.0
2018 to 2019,Incineration without EfW,West Midlands,Solihull MBC,Undefined,Units,E12000005,0.0
2018 to 2019,Incineration without EfW,West Midlands,Stoke-on-Trent City Council,Undefined,Units,E12000005,0.0008441810599537
2018 to 2019,Incineration without EfW,West Midlands,Telford and Wrekin Council,Undefined,Units,E12000005,0.0090620752152242
2018 to 2019,Incineration without EfW,West Midlands,Walsall MBC,Undefined,Units,E12000005,0.0
2018 to 2019,Incineration without EfW,West Midlands,Wolverhampton MBC,Undefined,Units,E12000005,0.7341365588930993
2018 to 2019,Incineration without EfW,Yorkshire and the Humber,North Yorkshire County Council,Undefined,Units,E12000003,0.2145131873635667
2018 to 2019,Incineration without EfW,Yorkshire and the Humber,Barnsley Metropolitan Borough Council,Undefined,Units,E12000003,0.0
2018 to 2019,Incineration without EfW,Yorkshire and the Humber,Bradford City MDC (MBC),Undefined,Units,E12000003,0.0
2018 to 2019,Incineration without EfW,Yorkshire and the Humber,Calderdale MBC,Undefined,Units,E12000003,0.0
2018 to 2019,Incineration without EfW,Yorkshire and the Humber,Doncaster MBC,Undefined,Units,E12000003,0.0615145530482079
2018 to 2019,Incineration without EfW,Yorkshire and the Humber,East Riding of Yorkshire Council,Undefined,Units,E12000003,0.0
2018 to 2019,Incineration without EfW,Yorkshire and the Humber,Kingston-upon-Hull City Council,Undefined,Units,E12000003,0.0
2018 to 2019,Incineration without EfW,Yorkshire and the Humber,Kirklees MBC,Undefined,Units,E12000003,0.0117431662778966
2018 to 2019,Incineration without EfW,Yorkshire and the Humber,Leeds City Council MBC,Undefined,Units,E12000003,0.0
2018 to 2019,Incineration without EfW,Yorkshire and the Humber,North East Lincolnshire Council,Undefined,Units,E12000003,0.0220720099324044
2018 to 2019,Incineration without EfW,Yorkshire and the Humber,North Lincolnshire Council,Undefined,Units,E12000003,0.0
2018 to 2019,Incineration without EfW,Yorkshire and the Humber,Rotherham MBC,Undefined,Units,E12000003,0.0
2018 to 2019,Incineration without EfW,Yorkshire and the Humber,Sheffield City Council,Undefined,Units,E12000003,0.0
2018 to 2019,Incineration without EfW,Yorkshire and the Humber,Wakefield City MDC,Undefined,Units,E12000003,0.0118996620495977
2018 to 2019,Incineration without EfW,Yorkshire and the Humber,York City Council,Undefined,Units,E12000003,0.0
2018 to 2019,Recycled-composted,East Midlands,Derbyshire County Council,Undefined,Units,E12000004,46.18792317954139
2018 to 2019,Recycled-composted,East Midlands,Leicestershire County Council,Undefined,Units,E12000004,42.923697069144886
2018 to 2019,Recycled-composted,East Midlands,Lincolnshire County Council,Undefined,Units,E12000004,43.64800519046362
2018 to 2019,Recycled-composted,East Midlands,Northamptonshire County Council,Undefined,Units,E12000004,48.72004043134088
2018 to 2019,Recycled-composted,East Midlands,Nottinghamshire County Council,Undefined,Units,E12000004,42.08116690009785
2018 to 2019,Recycled-composted,East Midlands,Derby City Council,Undefined,Units,E12000004,39.0547035515116
2018 to 2019,Recycled-composted,East Midlands,Leicester City Council,Undefined,Units,E12000004,42.762549051961
2018 to 2019,Recycled-composted,East Midlands,Nottingham City Council,Undefined,Units,E12000004,30.61620077535197
2018 to 2019,Recycled-composted,East Midlands,Rutland County Council,Undefined,Units,E12000004,58.38139358986481
2018 to 2019,Recycled-composted,East of England,Cambridgeshire County Council,Undefined,Units,E12000006,56.202251049813455
2018 to 2019,Recycled-composted,East of England,Essex County Council,Undefined,Units,E12000006,51.135829039700496
2018 to 2019,Recycled-composted,East of England,Hertfordshire County Council,Undefined,Units,E12000006,50.27332267051706
2018 to 2019,Recycled-composted,East of England,Norfolk County Council,Undefined,Units,E12000006,42.81582768933389
2018 to 2019,Recycled-composted,East of England,Suffolk County Council,Undefined,Units,E12000006,44.90715023647228
2018 to 2019,Recycled-composted,East of England,Bedford,Undefined,Units,E12000006,40.66479707664105
2018 to 2019,Recycled-composted,East of England,Central Bedfordshire,Undefined,Units,E12000006,46.58176195865279
2018 to 2019,Recycled-composted,East of England,Luton Borough Council,Undefined,Units,E12000006,33.428150946711774
2018 to 2019,Recycled-composted,East of England,Peterborough City Council,Undefined,Units,E12000006,44.16693338210416
2018 to 2019,Recycled-composted,East of England,Southend-on-Sea Borough Council,Undefined,Units,E12000006,48.67474465520522
2018 to 2019,Recycled-composted,East of England,Thurrock Council,Undefined,Units,E12000006,35.20952660694179
2018 to 2019,Recycled-composted,London,East London Waste Authority,Undefined,Units,E12000007,24.0882561971012
2018 to 2019,Recycled-composted,London,North London Waste Authority,Undefined,Units,E12000007,27.16175470497761
2018 to 2019,Recycled-composted,London,West London Waste Authority,Undefined,Units,E12000007,35.30053041591711
2018 to 2019,Recycled-composted,London,Western Riverside Waste Authority,Undefined,Units,E12000007,20.071468815361936
2018 to 2019,Recycled-composted,London,Bexley LB,Undefined,Units,E12000007,50.41705128524977
2018 to 2019,Recycled-composted,London,Bromley LB,Undefined,Units,E12000007,42.93659860059974
2018 to 2019,Recycled-composted,London,City of London,Undefined,Units,E12000007,30.02761737383881
2018 to 2019,Recycled-composted,London,Croydon LB,Undefined,Units,E12000007,40.783346861059066
2018 to 2019,Recycled-composted,London,Greenwich LB,Undefined,Units,E12000007,33.53768878215428
2018 to 2019,Recycled-composted,London,Lewisham LB,Undefined,Units,E12000007,24.45695623330895
2018 to 2019,Recycled-composted,London,Merton LB,Undefined,Units,E12000007,37.15679685360814
2018 to 2019,Recycled-composted,London,Royal Borough of Kingston upon Thames,Undefined,Units,E12000007,50.46561044967345
2018 to 2019,Recycled-composted,London,Southwark LB,Undefined,Units,E12000007,34.235011238304324
2018 to 2019,Recycled-composted,London,Sutton LB,Undefined,Units,E12000007,48.4837909588324
2018 to 2019,Recycled-composted,London,Tower Hamlets LB,Undefined,Units,E12000007,19.22130108967165
2018 to 2019,Recycled-composted,London,Westminster City Council,Undefined,Units,E12000007,18.63515168984651
2018 to 2019,Recycled-composted,North East,County Durham,Undefined,Units,E12000001,44.1978070263037
2018 to 2019,Recycled-composted,North East,Darlington Borough Council,Undefined,Units,E12000001,45.4552030961768
2018 to 2019,Recycled-composted,North East,Gateshead MBC,Undefined,Units,E12000001,33.6795653712454
2018 to 2019,Recycled-composted,North East,Hartlepool Borough Council,Undefined,Units,E12000001,29.73730614459465
2018 to 2019,Recycled-composted,North East,Middlesbrough Borough Council,Undefined,Units,E12000001,32.96329531638974
2018 to 2019,Recycled-composted,North East,Newcastle-upon-Tyne City Council MBC,Undefined,Units,E12000001,38.696283994187255
2018 to 2019,Recycled-composted,North East,North Tyneside Council,Undefined,Units,E12000001,33.85992570836213
2018 to 2019,Recycled-composted,North East,Northumberland,Undefined,Units,E12000001,36.15188375790291
2018 to 2019,Recycled-composted,North East,Redcar and Cleveland Borough Council,Undefined,Units,E12000001,34.233940328607865
2018 to 2019,Recycled-composted,North East,South Tyneside MBC,Undefined,Units,E12000001,33.49808571391987
2018 to 2019,Recycled-composted,North East,Stockton-on-Tees Borough Council,Undefined,Units,E12000001,34.24635207945851
2018 to 2019,Recycled-composted,North East,Sunderland City Council,Undefined,Units,E12000001,28.009440142707177
2018 to 2019,Recycled-composted,North West,Cumbria County Council,Undefined,Units,E12000002,49.23140149986992
2018 to 2019,Recycled-composted,North West,Greater Manchester WDA (MBC),Undefined,Units,E12000002,47.27018494810862
2018 to 2019,Recycled-composted,North West,Lancashire County Council,Undefined,Units,E12000002,41.98640865727965
2018 to 2019,Recycled-composted,North West,Merseyside WDA (MBC),Undefined,Units,E12000002,40.22403342633699
2018 to 2019,Recycled-composted,North West,Blackburn with Darwen Borough Council,Undefined,Units,E12000002,25.49980430528376
2018 to 2019,Recycled-composted,North West,Blackpool Borough Council,Undefined,Units,E12000002,38.25268354285058
2018 to 2019,Recycled-composted,North West,Cheshire East,Undefined,Units,E12000002,51.63165791447862
2018 to 2019,Recycled-composted,North West,Cheshire West and Chester,Undefined,Units,E12000002,60.94920996524431
2018 to 2019,Recycled-composted,North West,Halton Borough Council,Undefined,Units,E12000002,41.22554274993299
2018 to 2019,Recycled-composted,North West,Warrington Borough Council,Undefined,Units,E12000002,44.50671285315565
2018 to 2019,Recycled-composted,North West,Wigan MBC,Undefined,Units,E12000002,54.25093537352947
2018 to 2019,Recycled-composted,South East,Buckinghamshire County Council,Undefined,Units,E12000008,57.87226324261822
2018 to 2019,Recycled-composted,South East,East Sussex County Council,Undefined,Units,E12000008,43.67929662322023
2018 to 2019,Recycled-composted,South East,Hampshire County Council,Undefined,Units,E12000008,40.27769084399489
2018 to 2019,Recycled-composted,South East,Kent County Council,Undefined,Units,E12000008,50.3166996677704
2018 to 2019,Recycled-composted,South East,Oxfordshire County Council,Undefined,Units,E12000008,58.23019433963511
2018 to 2019,Recycled-composted,South East,Surrey County Council,Undefined,Units,E12000008,53.28779521253813
2018 to 2019,Recycled-composted,South East,West Sussex County Council,Undefined,Units,E12000008,51.476832445904606
2018 to 2019,Recycled-composted,South East,Bracknell Forest Borough Council,Undefined,Units,E12000008,39.78326902553157
2018 to 2019,Recycled-composted,South East,Brighton and Hove Council,Undefined,Units,E12000008,29.96483484938192
2018 to 2019,Recycled-composted,South East,Isle of Wight Council,Undefined,Units,E12000008,54.85505683743569
2018 to 2019,Recycled-composted,South East,Medway Borough Council,Undefined,Units,E12000008,46.09829056656993
2018 to 2019,Recycled-composted,South East,Milton Keynes Council,Undefined,Units,E12000008,59.37007874015748
2018 to 2019,Recycled-composted,South East,Portsmouth City Council,Undefined,Units,E12000008,25.675929654987247
2018 to 2019,Recycled-composted,South East,Reading Borough Council,Undefined,Units,E12000008,29.438181927783468
2018 to 2019,Recycled-composted,South East,Slough Borough Council,Undefined,Units,E12000008,22.83763788001076
2018 to 2019,Recycled-composted,South East,Southampton City Council,Undefined,Units,E12000008,26.569366131118727
2018 to 2019,Recycled-composted,South East,West Berkshire District Council,Undefined,Units,E12000008,50.48884365038974
2018 to 2019,Recycled-composted,South East,Windsor and Maidenhead Borough Council,Undefined,Units,E12000008,44.887814053473065
2018 to 2019,Recycled-composted,South East,Wokingham Council,Undefined,Units,E12000008,41.22227600148051
2018 to 2019,Recycled-composted,South West,Devon County Council,Undefined,Units,E12000009,53.90522668694807
2018 to 2019,Recycled-composted,South West,Gloucestershire County Council,Undefined,Units,E12000009,51.01425050753655
2018 to 2019,Recycled-composted,South West,Bath and North East Somerset Council,Undefined,Units,E12000009,60.06968048946296
2018 to 2019,Recycled-composted,South West,Bournemouth Borough Council,Undefined,Units,E12000009,49.34965839457188
2018 to 2019,Recycled-composted,South West,Bristol City Council,Undefined,Units,E12000009,48.2290918855527
2018 to 2019,Recycled-composted,South West,Cornwall,Undefined,Units,E12000009,38.906675443583374
2018 to 2019,Recycled-composted,South West,Council of the Isles of Scilly,Undefined,Units,E12000009,27.383863080684595
2018 to 2019,Recycled-composted,South West,Dorset Waste Partnership,Undefined,Units,E12000009,56.83685418952688
2018 to 2019,Recycled-composted,South West,North Somerset Council,Undefined,Units,E12000009,60.057293051002624
2018 to 2019,Recycled-composted,South West,Plymouth City Council,Undefined,Units,E12000009,38.99804628555999
2018 to 2019,Recycled-composted,South West,Poole Borough Council,Undefined,Units,E12000009,49.34827845935836
2018 to 2019,Recycled-composted,South West,Somerset Waste Partnership,Undefined,Units,E12000009,51.646688086999504
2018 to 2019,Recycled-composted,South West,South Gloucestershire Council,Undefined,Units,E12000009,59.03436394193009
2018 to 2019,Recycled-composted,South West,Swindon Borough Council,Undefined,Units,E12000009,45.03871477482223
2018 to 2019,Recycled-composted,South West,Torbay Council,Undefined,Units,E12000009,41.199037159620886
2018 to 2019,Recycled-composted,South West,Wiltshire,Undefined,Units,E12000009,45.97250276927087
2018 to 2019,Recycled-composted,West Midlands,Staffordshire County Council,Undefined,Units,E12000005,45.95673466678677
2018 to 2019,Recycled-composted,West Midlands,Warwickshire County Council,Undefined,Units,E12000005,48.54687886075024
2018 to 2019,Recycled-composted,West Midlands,Worcestershire County Council,Undefined,Units,E12000005,44.68113163853437
2018 to 2019,Recycled-composted,West Midlands,Birmingham City Council,Undefined,Units,E12000005,21.721590770803417
2018 to 2019,Recycled-composted,West Midlands,Coventry City Council,Undefined,Units,E12000005,33.38613598992935
2018 to 2019,Recycled-composted,West Midlands,Dudley MBC,Undefined,Units,E12000005,32.640201180335495
2018 to 2019,Recycled-composted,West Midlands,Herefordshire Council,Undefined,Units,E12000005,42.91187302600824
2018 to 2019,Recycled-composted,West Midlands,Sandwell MBC,Undefined,Units,E12000005,34.440697575979904
2018 to 2019,Recycled-composted,West Midlands,Shropshire,Undefined,Units,E12000005,57.57539420828587
2018 to 2019,Recycled-composted,West Midlands,Solihull MBC,Undefined,Units,E12000005,40.39429618552141
2018 to 2019,Recycled-composted,West Midlands,Stoke-on-Trent City Council,Undefined,Units,E12000005,34.36070168329704
2018 to 2019,Recycled-composted,West Midlands,Telford and Wrekin Council,Undefined,Units,E12000005,49.39057544177617
2018 to 2019,Recycled-composted,West Midlands,Walsall MBC,Undefined,Units,E12000005,39.18607823744074
2018 to 2019,Recycled-composted,West Midlands,Wolverhampton MBC,Undefined,Units,E12000005,38.44011803143813
2018 to 2019,Recycled-composted,Yorkshire and the Humber,North Yorkshire County Council,Undefined,Units,E12000003,41.3676554433115
2018 to 2019,Recycled-composted,Yorkshire and the Humber,Barnsley Metropolitan Borough Council,Undefined,Units,E12000003,45.40015989854712
2018 to 2019,Recycled-composted,Yorkshire and the Humber,Bradford City MDC (MBC),Undefined,Units,E12000003,39.31454007239907
2018 to 2019,Recycled-composted,Yorkshire and the Humber,Calderdale MBC,Undefined,Units,E12000003,51.8916394208314
2018 to 2019,Recycled-composted,Yorkshire and the Humber,Doncaster MBC,Undefined,Units,E12000003,46.99323339916469
2018 to 2019,Recycled-composted,Yorkshire and the Humber,East Riding of Yorkshire Council,Undefined,Units,E12000003,63.401357760054026
2018 to 2019,Recycled-composted,Yorkshire and the Humber,Kingston-upon-Hull City Council,Undefined,Units,E12000003,48.20814561330084
2018 to 2019,Recycled-composted,Yorkshire and the Humber,Kirklees MBC,Undefined,Units,E12000003,23.94271469977528
2018 to 2019,Recycled-composted,Yorkshire and the Humber,Leeds City Council MBC,Undefined,Units,E12000003,37.69527249119954
2018 to 2019,Recycled-composted,Yorkshire and the Humber,North East Lincolnshire Council,Undefined,Units,E12000003,34.38405297282384
2018 to 2019,Recycled-composted,Yorkshire and the Humber,North Lincolnshire Council,Undefined,Units,E12000003,54.78510154542359
2018 to 2019,Recycled-composted,Yorkshire and the Humber,Rotherham MBC,Undefined,Units,E12000003,44.85237219060066
2018 to 2019,Recycled-composted,Yorkshire and the Humber,Sheffield City Council,Undefined,Units,E12000003,33.748618558388934
2018 to 2019,Recycled-composted,Yorkshire and the Humber,Wakefield City MDC,Undefined,Units,E12000003,42.916131181874434
2018 to 2019,Recycled-composted,Yorkshire and the Humber,York City Council,Undefined,Units,E12000003,37.35542471130586
2018 to 2019,Other,East Midlands,Derbyshire County Council,Undefined,Units,E12000004,1.513000578922198
2018 to 2019,Other,East Midlands,Leicestershire County Council,Undefined,Units,E12000004,2.2101977864658373
2018 to 2019,Other,East Midlands,Lincolnshire County Council,Undefined,Units,E12000004,1.4633918360165392
2018 to 2019,Other,East Midlands,Northamptonshire County Council,Undefined,Units,E12000004,0.5551069288111757
2018 to 2019,Other,East Midlands,Nottinghamshire County Council,Undefined,Units,E12000004,2.152443352967134
2018 to 2019,Other,East Midlands,Derby City Council,Undefined,Units,E12000004,12.205569415908425
2018 to 2019,Other,East Midlands,Leicester City Council,Undefined,Units,E12000004,2.08905755669223
2018 to 2019,Other,East Midlands,Nottingham City Council,Undefined,Units,E12000004,0.0348068221371388
2018 to 2019,Other,East Midlands,Rutland County Council,Undefined,Units,E12000004,-0.5625413633355394
2018 to 2019,Other,East of England,Cambridgeshire County Council,Undefined,Units,E12000006,9.196209744142118
2018 to 2019,Other,East of England,Essex County Council,Undefined,Units,E12000006,10.695160049917884
2018 to 2019,Other,East of England,Hertfordshire County Council,Undefined,Units,E12000006,1.3436684568165542
2018 to 2019,Other,East of England,Norfolk County Council,Undefined,Units,E12000006,1.3910496482927466
2018 to 2019,Other,East of England,Suffolk County Council,Undefined,Units,E12000006,1.0761954699075396
2018 to 2019,Other,East of England,Bedford,Undefined,Units,E12000006,15.850238554831192
2018 to 2019,Other,East of England,Central Bedfordshire,Undefined,Units,E12000006,0.6686644245022872
2018 to 2019,Other,East of England,Luton Borough Council,Undefined,Units,E12000006,0.0076879145982515
2018 to 2019,Other,East of England,Peterborough City Council,Undefined,Units,E12000006,0.2023227104384801
2018 to 2019,Other,East of England,Southend-on-Sea Borough Council,Undefined,Units,E12000006,2.710144008120281
2018 to 2019,Other,East of England,Thurrock Council,Undefined,Units,E12000006,0.035492240661869
2018 to 2019,Other,London,East London Waste Authority,Undefined,Units,E12000007,22.144164710443004
2018 to 2019,Other,London,North London Waste Authority,Undefined,Units,E12000007,0.6155897400897485
2018 to 2019,Other,London,West London Waste Authority,Undefined,Units,E12000007,-0.4260312999436385
2018 to 2019,Other,London,Western Riverside Waste Authority,Undefined,Units,E12000007,0.7903246968749759
2018 to 2019,Other,London,Bexley LB,Undefined,Units,E12000007,0.0382539563738575
2018 to 2019,Other,London,Bromley LB,Undefined,Units,E12000007,0.0
2018 to 2019,Other,London,City of London,Undefined,Units,E12000007,0.1757469244288224
2018 to 2019,Other,London,Croydon LB,Undefined,Units,E12000007,0.4650282861693752
2018 to 2019,Other,London,Greenwich LB,Undefined,Units,E12000007,0.0067648700299345
2018 to 2019,Other,London,Lewisham LB,Undefined,Units,E12000007,-0.002551497729167
2018 to 2019,Other,London,Merton LB,Undefined,Units,E12000007,0.0
2018 to 2019,Other,London,Royal Borough of Kingston upon Thames,Undefined,Units,E12000007,0.0
2018 to 2019,Other,London,Southwark LB,Undefined,Units,E12000007,16.387887024550032
2018 to 2019,Other,London,Sutton LB,Undefined,Units,E12000007,0.1271297346478381
2018 to 2019,Other,London,Tower Hamlets LB,Undefined,Units,E12000007,0.1629077218260145
2018 to 2019,Other,London,Westminster City Council,Undefined,Units,E12000007,-0.0066914421602034
2018 to 2019,Other,North East,County Durham,Undefined,Units,E12000001,2.9766921648125586
2018 to 2019,Other,North East,Darlington Borough Council,Undefined,Units,E12000001,15.970991427641334
2018 to 2019,Other,North East,Gateshead MBC,Undefined,Units,E12000001,0.2268895318582044
2018 to 2019,Other,North East,Hartlepool Borough Council,Undefined,Units,E12000001,0.0
2018 to 2019,Other,North East,Middlesbrough Borough Council,Undefined,Units,E12000001,0.0
2018 to 2019,Other,North East,Newcastle-upon-Tyne City Council MBC,Undefined,Units,E12000001,2.886329307839333
2018 to 2019,Other,North East,North Tyneside Council,Undefined,Units,E12000001,0.0
2018 to 2019,Other,North East,Northumberland,Undefined,Units,E12000001,0.1195449895860292
2018 to 2019,Other,North East,Redcar and Cleveland Borough Council,Undefined,Units,E12000001,2.342962216027048
2018 to 2019,Other,North East,South Tyneside MBC,Undefined,Units,E12000001,0.1523746110606041
2018 to 2019,Other,North East,Stockton-on-Tees Borough Council,Undefined,Units,E12000001,1.3441221022759955
2018 to 2019,Other,North East,Sunderland City Council,Undefined,Units,E12000001,0.3267741706329473
