Year,Series,Sex,Age,Employment status,Number of hours per week providing care,Net weekly income (£),Units,Unit multiplier,Observation status,Value
2013/14,Proportion of informal carers by characteristics,Male,,Unemployed,,,Percentage (%),Units,Normal value,4.0
2013/14,Proportion of informal carers by characteristics,Male,,Retired,,,Percentage (%),Units,Normal value,26.0
2013/14,Proportion of informal carers by characteristics,Male,,Other economically inactive,,,Percentage (%),Units,Normal value,8.0
2012/13,Proportion of informal carers by characteristics,,,In employment (all),,,Percentage (%),Units,Normal value,53.0
2012/13,Proportion of informal carers by characteristics,,,Unemployed,,,Percentage (%),Units,Normal value,4.0
2012/13,Proportion of informal carers by characteristics,,,Retired,,,Percentage (%),Units,Normal value,24.0
2012/13,Proportion of informal carers by characteristics,,,Other economically inactive,,,Percentage (%),Units,Normal value,8.0
2012/13,Proportion of informal carers by characteristics,Female,,In employment (all),,,Percentage (%),Units,Normal value,51.0
2012/13,Proportion of informal carers by characteristics,Female,,Unemployed,,,Percentage (%),Units,Normal value,3.0
2012/13,Proportion of informal carers by characteristics,Female,,Retired,,,Percentage (%),Units,Normal value,23.0
2012/13,Proportion of informal carers by characteristics,Female,,Other economically inactive,,,Percentage (%),Units,Normal value,9.0
2012/13,Proportion of informal carers by characteristics,Male,,In employment (all),,,Percentage (%),Units,Normal value,55.0
2012/13,Proportion of informal carers by characteristics,Male,,Unemployed,,,Percentage (%),Units,Normal value,5.0
2012/13,Proportion of informal carers by characteristics,Male,,Retired,,,Percentage (%),Units,Normal value,26.0
2012/13,Proportion of informal carers by characteristics,Male,,Other economically inactive,,,Percentage (%),Units,Normal value,6.0
2011/12,Proportion of informal carers by characteristics,,,In employment (all),,,Percentage (%),Units,Normal value,52.0
2011/12,Proportion of informal carers by characteristics,,,Unemployed,,,Percentage (%),Units,Normal value,4.0
2011/12,Proportion of informal carers by characteristics,,,Retired,,,Percentage (%),Units,Normal value,25.0
2011/12,Proportion of informal carers by characteristics,,,Other economically inactive,,,Percentage (%),Units,Normal value,8.0
2011/12,Proportion of informal carers by characteristics,Female,,In employment (all),,,Percentage (%),Units,Normal value,51.0
2011/12,Proportion of informal carers by characteristics,Female,,Unemployed,,,Percentage (%),Units,Normal value,3.0
2011/12,Proportion of informal carers by characteristics,Female,,Retired,,,Percentage (%),Units,Normal value,24.0
2011/12,Proportion of informal carers by characteristics,Female,,Other economically inactive,,,Percentage (%),Units,Normal value,9.0
2011/12,Proportion of informal carers by characteristics,Male,,In employment (all),,,Percentage (%),Units,Normal value,54.0
2011/12,Proportion of informal carers by characteristics,Male,,Unemployed,,,Percentage (%),Units,Normal value,6.0
2011/12,Proportion of informal carers by characteristics,Male,,Retired,,,Percentage (%),Units,Normal value,25.0
2011/12,Proportion of informal carers by characteristics,Male,,Other economically inactive,,,Percentage (%),Units,Normal value,6.0
2010/11,Proportion of informal carers by characteristics,,,In employment (all),,,Percentage (%),Units,Missing value,
2010/11,Proportion of informal carers by characteristics,,,Unemployed,,,Percentage (%),Units,Normal value,4.0
2010/11,Proportion of informal carers by characteristics,,,Retired,,,Percentage (%),Units,Normal value,24.0
2010/11,Proportion of informal carers by characteristics,,,Other economically inactive,,,Percentage (%),Units,Normal value,14.0
2010/11,Proportion of informal carers by characteristics,Female,,In employment (all),,,Percentage (%),Units,Missing value,
2010/11,Proportion of informal carers by characteristics,Female,,Unemployed,,,Percentage (%),Units,Normal value,3.0
2010/11,Proportion of informal carers by characteristics,Female,,Retired,,,Percentage (%),Units,Normal value,23.0
2010/11,Proportion of informal carers by characteristics,Female,,Other economically inactive,,,Percentage (%),Units,Normal value,18.0
2010/11,Proportion of informal carers by characteristics,Male,,In employment (all),,,Percentage (%),Units,Missing value,
2010/11,Proportion of informal carers by characteristics,Male,,Unemployed,,,Percentage (%),Units,Normal value,6.0
2010/11,Proportion of informal carers by characteristics,Male,,Retired,,,Percentage (%),Units,Normal value,24.0
2010/11,Proportion of informal carers by characteristics,Male,,Other economically inactive,,,Percentage (%),Units,Normal value,9.0
