Year,Series,Water area extent,Quality measure,Water type,Deviation level,Geography (HydroBASINs ID),Units,Observation status,Unit multiplier,Value
2015 to 2019,Open water area,,,Seasonal,,"2060052390 (Dee, Scotland)",Square km,Normal value,Units,5.34636015738859
2016 to 2020,Open water area,,,Seasonal,,"2060052390 (Dee, Scotland)",Square km,Normal value,Units,5.8681037086272
2001 to 2005 (baseline),Open water area,,,Seasonal,,"2060052390 (Dee, Scotland)",Square km,Normal value,Units,0.981265588276382
1984 to 1988,Open water area,,,Seasonal,,2060052660 (Tay),Square km,Normal value,Units,5.97389070513284
1985 to 1989,Open water area,,,Seasonal,,2060052660 (Tay),Square km,Normal value,Units,6.45550815424863
1986 to 1990,Open water area,,,Seasonal,,2060052660 (Tay),Square km,Normal value,Units,5.99911282646719
1998 to 2002,Open water area,,,Seasonal,,2060052660 (Tay),Square km,Normal value,Units,5.96075852625628
1999 to 2003,Open water area,,,Seasonal,,2060052660 (Tay),Square km,Normal value,Units,5.77774181111944
2009 to 2013,Open water area,,,Seasonal,,2060052660 (Tay),Square km,Normal value,Units,6.04882750364274
2010 to 2014,Open water area,,,Seasonal,,2060052660 (Tay),Square km,Normal value,Units,6.79319275393163
2011 to 2015,Open water area,,,Seasonal,,2060052660 (Tay),Square km,Normal value,Units,8.06857745958624
2012 to 2016,Open water area,,,Seasonal,,2060052660 (Tay),Square km,Normal value,Units,8.94218002580319
2013 to 2017,Open water area,,,Seasonal,,2060052660 (Tay),Square km,Normal value,Units,10.7160664105577
2014 to 2018,Open water area,,,Seasonal,,2060052660 (Tay),Square km,Normal value,Units,11.5320333028164
2015 to 2019,Open water area,,,Seasonal,,2060052660 (Tay),Square km,Normal value,Units,11.9589333399465
2016 to 2020,Open water area,,,Seasonal,,2060052660 (Tay),Square km,Normal value,Units,12.6942311333921
2001 to 2005 (baseline),Open water area,,,Seasonal,,2060052660 (Tay),Square km,Normal value,Units,3.15641299425918
1984 to 1988,Open water area,,,Seasonal,,2060052670 (Firth of Forth),Square km,Normal value,Units,6.69209582131048
1985 to 1989,Open water area,,,Seasonal,,2060052670 (Firth of Forth),Square km,Normal value,Units,6.89481080476216
1986 to 1990,Open water area,,,Seasonal,,2060052670 (Firth of Forth),Square km,Normal value,Units,6.36076886378201
1998 to 2002,Open water area,,,Seasonal,,2060052670 (Firth of Forth),Square km,Normal value,Units,4.96312982620513
1999 to 2003,Open water area,,,Seasonal,,2060052670 (Firth of Forth),Square km,Normal value,Units,5.08017297603353
2009 to 2013,Open water area,,,Seasonal,,2060052670 (Firth of Forth),Square km,Normal value,Units,4.89548868262665
2010 to 2014,Open water area,,,Seasonal,,2060052670 (Firth of Forth),Square km,Normal value,Units,5.84892655852175
2011 to 2015,Open water area,,,Seasonal,,2060052670 (Firth of Forth),Square km,Normal value,Units,6.84843128412669
2012 to 2016,Open water area,,,Seasonal,,2060052670 (Firth of Forth),Square km,Normal value,Units,7.44709188307088
2013 to 2017,Open water area,,,Seasonal,,2060052670 (Firth of Forth),Square km,Normal value,Units,8.64149481898669
2014 to 2018,Open water area,,,Seasonal,,2060052670 (Firth of Forth),Square km,Normal value,Units,9.46329823519054
2015 to 2019,Open water area,,,Seasonal,,2060052670 (Firth of Forth),Square km,Normal value,Units,9.77638605539046
2016 to 2020,Open water area,,,Seasonal,,2060052670 (Firth of Forth),Square km,Normal value,Units,10.15273762621
2001 to 2005 (baseline),Open water area,,,Seasonal,,2060052670 (Firth of Forth),Square km,Normal value,Units,3.87920395067944
1984 to 1988,Open water area,,,Seasonal,,2060052940 (Tweed),Square km,Normal value,Units,1.84632181585938
1985 to 1989,Open water area,,,Seasonal,,2060052940 (Tweed),Square km,Normal value,Units,2.26644731626746
1986 to 1990,Open water area,,,Seasonal,,2060052940 (Tweed),Square km,Normal value,Units,2.09802191099347
1998 to 2002,Open water area,,,Seasonal,,2060052940 (Tweed),Square km,Normal value,Units,0.973761486061204
1999 to 2003,Open water area,,,Seasonal,,2060052940 (Tweed),Square km,Normal value,Units,1.10477060390118
2009 to 2013,Open water area,,,Seasonal,,2060052940 (Tweed),Square km,Normal value,Units,1.24870345333397
2010 to 2014,Open water area,,,Seasonal,,2060052940 (Tweed),Square km,Normal value,Units,1.59722731177223
2011 to 2015,Open water area,,,Seasonal,,2060052940 (Tweed),Square km,Normal value,Units,1.89874630772375
2012 to 2016,Open water area,,,Seasonal,,2060052940 (Tweed),Square km,Normal value,Units,2.16420392358567
2013 to 2017,Open water area,,,Seasonal,,2060052940 (Tweed),Square km,Normal value,Units,2.53503164138571
2014 to 2018,Open water area,,,Seasonal,,2060052940 (Tweed),Square km,Normal value,Units,2.83894778110041
2015 to 2019,Open water area,,,Seasonal,,2060052940 (Tweed),Square km,Normal value,Units,2.92858011311503
2016 to 2020,Open water area,,,Seasonal,,2060052940 (Tweed),Square km,Normal value,Units,2.94963328877428
2001 to 2005 (baseline),Open water area,,,Seasonal,,2060052940 (Tweed),Square km,Normal value,Units,0.61179277782075
1984 to 1988,Open water area,,,Seasonal,,2060052950 (Northumberland Coast),Square km,Normal value,Units,0.189270133649486
1985 to 1989,Open water area,,,Seasonal,,2060052950 (Northumberland Coast),Square km,Normal value,Units,0.213762689490691
1986 to 1990,Open water area,,,Seasonal,,2060052950 (Northumberland Coast),Square km,Normal value,Units,0.19031237006826
1998 to 2002,Open water area,,,Seasonal,,2060052950 (Northumberland Coast),Square km,Normal value,Units,0.0777508368405928
1999 to 2003,Open water area,,,Seasonal,,2060052950 (Northumberland Coast),Square km,Normal value,Units,0.107767245701304
2009 to 2013,Open water area,,,Seasonal,,2060052950 (Northumberland Coast),Square km,Normal value,Units,0.126110606671739
2010 to 2014,Open water area,,,Seasonal,,2060052950 (Northumberland Coast),Square km,Normal value,Units,0.17467882378664
2011 to 2015,Open water area,,,Seasonal,,2060052950 (Northumberland Coast),Square km,Normal value,Units,0.205007903572984
2012 to 2016,Open water area,,,Seasonal,,2060052950 (Northumberland Coast),Square km,Normal value,Units,0.231897603177371
2013 to 2017,Open water area,,,Seasonal,,2060052950 (Northumberland Coast),Square km,Normal value,Units,0.273691283570236
2014 to 2018,Open water area,,,Seasonal,,2060052950 (Northumberland Coast),Square km,Normal value,Units,0.2710856925233
2015 to 2019,Open water area,,,Seasonal,,2060052950 (Northumberland Coast),Square km,Normal value,Units,0.26941811425326
2016 to 2020,Open water area,,,Seasonal,,2060052950 (Northumberland Coast),Square km,Normal value,Units,0.318403225935671
2001 to 2005 (baseline),Open water area,,,Seasonal,,2060052950 (Northumberland Coast),Square km,Normal value,Units,0.059407475870158
1984 to 1988,Open water area,,,Seasonal,,2060052960 (Northumbria & East Humber),Square km,Normal value,Units,5.24849415766564
1985 to 1989,Open water area,,,Seasonal,,2060052960 (Northumbria & East Humber),Square km,Normal value,Units,6.39537111288533
1986 to 1990,Open water area,,,Seasonal,,2060052960 (Northumbria & East Humber),Square km,Normal value,Units,6.52450420517151
1998 to 2002,Open water area,,,Seasonal,,2060052960 (Northumbria & East Humber),Square km,Normal value,Units,3.43104229060632
1999 to 2003,Open water area,,,Seasonal,,2060052960 (Northumbria & East Humber),Square km,Normal value,Units,4.20427748969527
2009 to 2013,Open water area,,,Seasonal,,2060052960 (Northumbria & East Humber),Square km,Normal value,Units,4.59313589754011
2010 to 2014,Open water area,,,Seasonal,,2060052960 (Northumbria & East Humber),Square km,Normal value,Units,5.38356799753884
2011 to 2015,Open water area,,,Seasonal,,2060052960 (Northumbria & East Humber),Square km,Normal value,Units,6.07540453232149
2012 to 2016,Open water area,,,Seasonal,,2060052960 (Northumbria & East Humber),Square km,Normal value,Units,7.20456346842201
2013 to 2017,Open water area,,,Seasonal,,2060052960 (Northumbria & East Humber),Square km,Normal value,Units,8.821489048509079
2014 to 2018,Open water area,,,Seasonal,,2060052960 (Northumbria & East Humber),Square km,Normal value,Units,9.47330370481078
2015 to 2019,Open water area,,,Seasonal,,2060052960 (Northumbria & East Humber),Square km,Normal value,Units,10.1821286932194
2016 to 2020,Open water area,,,Seasonal,,2060052960 (Northumbria & East Humber),Square km,Normal value,Units,11.1373383710264
2001 to 2005 (baseline),Open water area,,,Seasonal,,2060052960 (Northumbria & East Humber),Square km,Normal value,Units,2.83279858622964
1984 to 1988,Open water area,,,Seasonal,,2060053240 (North Humber),Square km,Normal value,Units,4.17644977731398
1985 to 1989,Open water area,,,Seasonal,,2060053240 (North Humber),Square km,Normal value,Units,5.39263545438218
1986 to 1990,Open water area,,,Seasonal,,2060053240 (North Humber),Square km,Normal value,Units,5.4577752305556
1998 to 2002,Open water area,,,Seasonal,,2060053240 (North Humber),Square km,Normal value,Units,2.06018872899195
1999 to 2003,Open water area,,,Seasonal,,2060053240 (North Humber),Square km,Normal value,Units,2.62080769865086
2009 to 2013,Open water area,,,Seasonal,,2060053240 (North Humber),Square km,Normal value,Units,3.08512402321499
2010 to 2014,Open water area,,,Seasonal,,2060053240 (North Humber),Square km,Normal value,Units,3.64053181078003
2011 to 2015,Open water area,,,Seasonal,,2060053240 (North Humber),Square km,Normal value,Units,4.15706417992477
2012 to 2016,Open water area,,,Seasonal,,2060053240 (North Humber),Square km,Normal value,Units,5.23265216410027
2013 to 2017,Open water area,,,Seasonal,,2060053240 (North Humber),Square km,Normal value,Units,6.22256831465248
2014 to 2018,Open water area,,,Seasonal,,2060053240 (North Humber),Square km,Normal value,Units,6.45175610314104
2015 to 2019,Open water area,,,Seasonal,,2060053240 (North Humber),Square km,Normal value,Units,7.01466799292126
2016 to 2020,Open water area,,,Seasonal,,2060053240 (North Humber),Square km,Normal value,Units,7.50118395320528
2001 to 2005 (baseline),Open water area,,,Seasonal,,2060053240 (North Humber),Square km,Normal value,Units,2.17671076061096
1984 to 1988,Open water area,,,Seasonal,,2060053250 (Head of Humber Estuary),Square km,Normal value,Units,0.0134448498021936
1985 to 1989,Open water area,,,Seasonal,,2060053250 (Head of Humber Estuary),Square km,Normal value,Units,0.0153208753559881
1986 to 1990,Open water area,,,Seasonal,,2060053250 (Head of Humber Estuary),Square km,Normal value,Units,0.0165715590585177
1998 to 2002,Open water area,,,Seasonal,,2060053250 (Head of Humber Estuary),Square km,Normal value,Units,0.0048985111682411
1999 to 2003,Open water area,,,Seasonal,,2060053250 (Head of Humber Estuary),Square km,Normal value,Units,0.0067745367220355
2009 to 2013,Open water area,,,Seasonal,,2060053250 (Head of Humber Estuary),Square km,Normal value,Units,0.0050027348101185
2010 to 2014,Open water area,,,Seasonal,,2060053250 (Head of Humber Estuary),Square km,Normal value,Units,0.0070872076476679
2011 to 2015,Open water area,,,Seasonal,,2060053250 (Head of Humber Estuary),Square km,Normal value,Units,0.010213916903992
2012 to 2016,Open water area,,,Seasonal,,2060053250 (Head of Humber Estuary),Square km,Normal value,Units,0.0147997571466007
2013 to 2017,Open water area,,,Seasonal,,2060053250 (Head of Humber Estuary),Square km,Normal value,Units,0.0191771501054545
2014 to 2018,Open water area,,,Seasonal,,2060053250 (Head of Humber Estuary),Square km,Normal value,Units,0.0212616229430039
2015 to 2019,Open water area,,,Seasonal,,2060053250 (Head of Humber Estuary),Square km,Normal value,Units,0.022616530287411
2016 to 2020,Open water area,,,Seasonal,,2060053250 (Head of Humber Estuary),Square km,Normal value,Units,0.0274108178137746
2001 to 2005 (baseline),Open water area,,,Seasonal,,2060053250 (Head of Humber Estuary),Square km,Normal value,Units,0.0078167731408102
1984 to 1988,Open water area,,,Seasonal,,2060053260 (South Humber),Square km,Normal value,Units,10.1803568913075
1985 to 1989,Open water area,,,Seasonal,,2060053260 (South Humber),Square km,Normal value,Units,12.2756689876122
1986 to 1990,Open water area,,,Seasonal,,2060053260 (South Humber),Square km,Normal value,Units,12.377912380294
1998 to 2002,Open water area,,,Seasonal,,2060053260 (South Humber),Square km,Normal value,Units,5.35876277077201
1999 to 2003,Open water area,,,Seasonal,,2060053260 (South Humber),Square km,Normal value,Units,7.05500254232783
2009 to 2013,Open water area,,,Seasonal,,2060053260 (South Humber),Square km,Normal value,Units,7.57612075171519
2010 to 2014,Open water area,,,Seasonal,,2060053260 (South Humber),Square km,Normal value,Units,9.44974916174647
2011 to 2015,Open water area,,,Seasonal,,2060053260 (South Humber),Square km,Normal value,Units,10.9189898412931
2012 to 2016,Open water area,,,Seasonal,,2060053260 (South Humber),Square km,Normal value,Units,12.3176711152888
2013 to 2017,Open water area,,,Seasonal,,2060053260 (South Humber),Square km,Normal value,Units,14.8876176767034
2014 to 2018,Open water area,,,Seasonal,,2060053260 (South Humber),Square km,Normal value,Units,15.1393177718375
2015 to 2019,Open water area,,,Seasonal,,2060053260 (South Humber),Square km,Normal value,Units,16.1293381460316
2016 to 2020,Open water area,,,Seasonal,,2060053260 (South Humber),Square km,Normal value,Units,18.1423135652531
2001 to 2005 (baseline),Open water area,,,Seasonal,,2060053260 (South Humber),Square km,Normal value,Units,6.58432857560918
1984 to 1988,Open water area,,,Seasonal,,2060053270 (North Anglian),Square km,Normal value,Units,8.08223075667218
1985 to 1989,Open water area,,,Seasonal,,2060053270 (North Anglian),Square km,Normal value,Units,9.58722014538285
1986 to 1990,Open water area,,,Seasonal,,2060053270 (North Anglian),Square km,Normal value,Units,9.93491021468609
1998 to 2002,Open water area,,,Seasonal,,2060053270 (North Anglian),Square km,Normal value,Units,5.52770929425539
1999 to 2003,Open water area,,,Seasonal,,2060053270 (North Anglian),Square km,Normal value,Units,6.63289679272408
2009 to 2013,Open water area,,,Seasonal,,2060053270 (North Anglian),Square km,Normal value,Units,4.95229056744987
2010 to 2014,Open water area,,,Seasonal,,2060053270 (North Anglian),Square km,Normal value,Units,6.0725904939908
2011 to 2015,Open water area,,,Seasonal,,2060053270 (North Anglian),Square km,Normal value,Units,7.38299434331623
2012 to 2016,Open water area,,,Seasonal,,2060053270 (North Anglian),Square km,Normal value,Units,8.24565342713605
2013 to 2017,Open water area,,,Seasonal,,2060053270 (North Anglian),Square km,Normal value,Units,10.4654085518424
2014 to 2018,Open water area,,,Seasonal,,2060053270 (North Anglian),Square km,Normal value,Units,11.1786109332099
2015 to 2019,Open water area,,,Seasonal,,2060053270 (North Anglian),Square km,Normal value,Units,11.5401627468829
2016 to 2020,Open water area,,,Seasonal,,2060053270 (North Anglian),Square km,Normal value,Units,12.9165401615167
2001 to 2005 (baseline),Open water area,,,Seasonal,,2060053270 (North Anglian),Square km,Normal value,Units,6.14711039793319
1984 to 1988,Open water area,,,Seasonal,,2060053500 (Central Anglian),Square km,Normal value,Units,14.1966149310558
1985 to 1989,Open water area,,,Seasonal,,2060053500 (Central Anglian),Square km,Normal value,Units,15.1336896951761
1986 to 1990,Open water area,,,Seasonal,,2060053500 (Central Anglian),Square km,Normal value,Units,15.5570461284824
1998 to 2002,Open water area,,,Seasonal,,2060053500 (Central Anglian),Square km,Normal value,Units,12.0900466814284
1999 to 2003,Open water area,,,Seasonal,,2060053500 (Central Anglian),Square km,Normal value,Units,14.0075532446901
2009 to 2013,Open water area,,,Seasonal,,2060053500 (Central Anglian),Square km,Normal value,Units,4.69558773750567
2010 to 2014,Open water area,,,Seasonal,,2060053500 (Central Anglian),Square km,Normal value,Units,8.43210952245486
2011 to 2015,Open water area,,,Seasonal,,2060053500 (Central Anglian),Square km,Normal value,Units,10.3877619386437
2012 to 2016,Open water area,,,Seasonal,,2060053500 (Central Anglian),Square km,Normal value,Units,12.3947966102781
2013 to 2017,Open water area,,,Seasonal,,2060053500 (Central Anglian),Square km,Normal value,Units,15.2383302316211
2014 to 2018,Open water area,,,Seasonal,,2060053500 (Central Anglian),Square km,Normal value,Units,18.2381993157804
2015 to 2019,Open water area,,,Seasonal,,2060053500 (Central Anglian),Square km,Normal value,Units,16.136633800963
2016 to 2020,Open water area,,,Seasonal,,2060053500 (Central Anglian),Square km,Normal value,Units,19.7818556756275
2001 to 2005 (baseline),Open water area,,,Seasonal,,2060053500 (Central Anglian),Square km,Normal value,Units,13.5522001533274
1984 to 1988,Open water area,,,Seasonal,,2060053510 (South Anglian),Square km,Normal value,Units,10.9631806654492
1985 to 1989,Open water area,,,Seasonal,,2060053510 (South Anglian),Square km,Normal value,Units,11.3208762043727
1986 to 1990,Open water area,,,Seasonal,,2060053510 (South Anglian),Square km,Normal value,Units,11.4587640825765
1998 to 2002,Open water area,,,Seasonal,,2060053510 (South Anglian),Square km,Normal value,Units,14.5371135690695
1999 to 2003,Open water area,,,Seasonal,,2060053510 (South Anglian),Square km,Normal value,Units,15.3802828318582
2009 to 2013,Open water area,,,Seasonal,,2060053510 (South Anglian),Square km,Normal value,Units,12.2620156905262
2010 to 2014,Open water area,,,Seasonal,,2060053510 (South Anglian),Square km,Normal value,Units,14.0218318836273
2011 to 2015,Open water area,,,Seasonal,,2060053510 (South Anglian),Square km,Normal value,Units,17.2537027946058
2012 to 2016,Open water area,,,Seasonal,,2060053510 (South Anglian),Square km,Normal value,Units,14.6138221694913
2013 to 2017,Open water area,,,Seasonal,,2060053510 (South Anglian),Square km,Normal value,Units,17.5652272601775
2014 to 2018,Open water area,,,Seasonal,,2060053510 (South Anglian),Square km,Normal value,Units,20.5315363316522
2015 to 2019,Open water area,,,Seasonal,,2060053510 (South Anglian),Square km,Normal value,Units,21.7704427626497
2016 to 2020,Open water area,,,Seasonal,,2060053510 (South Anglian),Square km,Normal value,Units,23.8136430380156
2001 to 2005 (baseline),Open water area,,,Seasonal,,2060053510 (South Anglian),Square km,Normal value,Units,6.64790499715444
1984 to 1988,Open water area,,,Seasonal,,2060053790 (Thames),Square km,Normal value,Units,11.4968057118618
1985 to 1989,Open water area,,,Seasonal,,2060053790 (Thames),Square km,Normal value,Units,11.9410068735436
1986 to 1990,Open water area,,,Seasonal,,2060053790 (Thames),Square km,Normal value,Units,12.585421651272
1998 to 2002,Open water area,,,Seasonal,,2060053790 (Thames),Square km,Normal value,Units,7.41905572340584
1999 to 2003,Open water area,,,Seasonal,,2060053790 (Thames),Square km,Normal value,Units,7.70160601653566
2009 to 2013,Open water area,,,Seasonal,,2060053790 (Thames),Square km,Normal value,Units,5.63641455273359
2010 to 2014,Open water area,,,Seasonal,,2060053790 (Thames),Square km,Normal value,Units,7.45365797250916
2011 to 2015,Open water area,,,Seasonal,,2060053790 (Thames),Square km,Normal value,Units,9.92282027222831
2012 to 2016,Open water area,,,Seasonal,,2060053790 (Thames),Square km,Normal value,Units,11.4443812199975
2013 to 2017,Open water area,,,Seasonal,,2060053790 (Thames),Square km,Normal value,Units,14.2844754611585
2014 to 2018,Open water area,,,Seasonal,,2060053790 (Thames),Square km,Normal value,Units,15.3863278030871
2015 to 2019,Open water area,,,Seasonal,,2060053790 (Thames),Square km,Normal value,Units,16.2420039029012
2016 to 2020,Open water area,,,Seasonal,,2060053790 (Thames),Square km,Normal value,Units,17.9944202174289
2001 to 2005 (baseline),Open water area,,,Seasonal,,2060053790 (Thames),Square km,Normal value,Units,8.31131432151886
1984 to 1988,Open water area,,,Seasonal,,2060053800 (South East England),Square km,Normal value,Units,3.99822734970351
1985 to 1989,Open water area,,,Seasonal,,2060053800 (South East England),Square km,Normal value,Units,4.03293382244871
1986 to 1990,Open water area,,,Seasonal,,2060053800 (South East England),Square km,Normal value,Units,4.39907147636426
1998 to 2002,Open water area,,,Seasonal,,2060053800 (South East England),Square km,Normal value,Units,3.73329085205098
1999 to 2003,Open water area,,,Seasonal,,2060053800 (South East England),Square km,Normal value,Units,4.07305992457153
2009 to 2013,Open water area,,,Seasonal,,2060053800 (South East England),Square km,Normal value,Units,3.67419604710645
2010 to 2014,Open water area,,,Seasonal,,2060053800 (South East England),Square km,Normal value,Units,4.27494111888819
2011 to 2015,Open water area,,,Seasonal,,2060053800 (South East England),Square km,Normal value,Units,5.11758926346754
2012 to 2016,Open water area,,,Seasonal,,2060053800 (South East England),Square km,Normal value,Units,5.64454399680003
2013 to 2017,Open water area,,,Seasonal,,2060053800 (South East England),Square km,Normal value,Units,6.75463000643697
2014 to 2018,Open water area,,,Seasonal,,2060053800 (South East England),Square km,Normal value,Units,7.21498583260975
2015 to 2019,Open water area,,,Seasonal,,2060053800 (South East England),Square km,Normal value,Units,7.66783755656736
2016 to 2020,Open water area,,,Seasonal,,2060053800 (South East England),Square km,Normal value,Units,8.82180171943471
2001 to 2005 (baseline),Open water area,,,Seasonal,,2060053800 (South East England),Square km,Normal value,Units,3.73850203414485
1984 to 1988,Open water area,,,Seasonal,,2060054000 (Outer Hebrides),Square km,Normal value,Units,17.3336423279258
1985 to 1989,Open water area,,,Seasonal,,2060054000 (Outer Hebrides),Square km,Normal value,Units,22.2071398221163
1986 to 1990,Open water area,,,Seasonal,,2060054000 (Outer Hebrides),Square km,Normal value,Units,24.0241747946081
1998 to 2002,Open water area,,,Seasonal,,2060054000 (Outer Hebrides),Square km,Normal value,Units,13.3789804605271
1999 to 2003,Open water area,,,Seasonal,,2060054000 (Outer Hebrides),Square km,Normal value,Units,10.4317443155159
2009 to 2013,Open water area,,,Seasonal,,2060054000 (Outer Hebrides),Square km,Normal value,Units,10.2766595364023
2010 to 2014,Open water area,,,Seasonal,,2060054000 (Outer Hebrides),Square km,Normal value,Units,11.7895699218956
2011 to 2015,Open water area,,,Seasonal,,2060054000 (Outer Hebrides),Square km,Normal value,Units,14.9921539895065
2012 to 2016,Open water area,,,Seasonal,,2060054000 (Outer Hebrides),Square km,Normal value,Units,17.8713320963717
2013 to 2017,Open water area,,,Seasonal,,2060054000 (Outer Hebrides),Square km,Normal value,Units,22.5351316231047
2014 to 2018,Open water area,,,Seasonal,,2060054000 (Outer Hebrides),Square km,Normal value,Units,24.3367414965986
2015 to 2019,Open water area,,,Seasonal,,2060054000 (Outer Hebrides),Square km,Normal value,Units,23.6824254728919
2016 to 2020,Open water area,,,Seasonal,,2060054000 (Outer Hebrides),Square km,Normal value,Units,24.4883868955304
2001 to 2005 (baseline),Open water area,,,Seasonal,,2060054000 (Outer Hebrides),Square km,Normal value,Units,5.69999097427884
1984 to 1988,Open water area,,,Seasonal,,2060054130 (Sule Skerry),Square km,Normal value,Units,0.0041689456750988
1985 to 1989,Open water area,,,Seasonal,,2060054130 (Sule Skerry),Square km,Normal value,Units,0.0058365239451383
1986 to 1990,Open water area,,,Seasonal,,2060054130 (Sule Skerry),Square km,Normal value,Units,0.005106958451996
1998 to 2002,Open water area,,,Seasonal,,2060054130 (Sule Skerry),Square km,Normal value,Units,0.0059407475870158
1999 to 2003,Open water area,,,Seasonal,,2060054130 (Sule Skerry),Square km,Normal value,Units,0.0053154057357509
2009 to 2013,Open water area,,,Seasonal,,2060054130 (Sule Skerry),Square km,Normal value,Units,0.005106958451996
2010 to 2014,Open water area,,,Seasonal,,2060054130 (Sule Skerry),Square km,Normal value,Units,0.006878760363913
2011 to 2015,Open water area,,,Seasonal,,2060054130 (Sule Skerry),Square km,Normal value,Units,0.006878760363913
2012 to 2016,Open water area,,,Seasonal,,2060054130 (Sule Skerry),Square km,Normal value,Units,0.0061491948707707
2013 to 2017,Open water area,,,Seasonal,,2060054130 (Sule Skerry),Square km,Normal value,Units,0.0059407475870158
2014 to 2018,Open water area,,,Seasonal,,2060054130 (Sule Skerry),Square km,Normal value,Units,0.0048985111682411
2015 to 2019,Open water area,,,Seasonal,,2060054130 (Sule Skerry),Square km,Normal value,Units,0.0031267092563241
2016 to 2020,Open water area,,,Seasonal,,2060054130 (Sule Skerry),Square km,Normal value,Units,0.0055238530195059
2001 to 2005 (baseline),Open water area,,,Seasonal,,2060054130 (Sule Skerry),Square km,Normal value,Units,0.0020844728375494
1984 to 1988,Open water area,,,Seasonal,,2060054140 (Orkney),Square km,Normal value,Units,2.28218508619096
1985 to 1989,Open water area,,,Seasonal,,2060054140 (Orkney),Square km,Normal value,Units,2.2639459488624
1986 to 1990,Open water area,,,Seasonal,,2060054140 (Orkney),Square km,Normal value,Units,2.41131817847715
1998 to 2002,Open water area,,,Seasonal,,2060054140 (Orkney),Square km,Normal value,Units,1.20294927454976
1999 to 2003,Open water area,,,Seasonal,,2060054140 (Orkney),Square km,Normal value,Units,1.06099667431264
2009 to 2013,Open water area,,,Seasonal,,2060054140 (Orkney),Square km,Normal value,Units,1.68373293453053
2010 to 2014,Open water area,,,Seasonal,,2060054140 (Orkney),Square km,Normal value,Units,1.83079249321964
2011 to 2015,Open water area,,,Seasonal,,2060054140 (Orkney),Square km,Normal value,Units,2.025273808963
2012 to 2016,Open water area,,,Seasonal,,2060054140 (Orkney),Square km,Normal value,Units,2.2005779746009
2013 to 2017,Open water area,,,Seasonal,,2060054140 (Orkney),Square km,Normal value,Units,2.32429143750946
2014 to 2018,Open water area,,,Seasonal,,2060054140 (Orkney),Square km,Normal value,Units,2.4411261400541
2015 to 2019,Open water area,,,Seasonal,,2060054140 (Orkney),Square km,Normal value,Units,2.35472474093768
2016 to 2020,Open water area,,,Seasonal,,2060054140 (Orkney),Square km,Normal value,Units,2.52961201200807
2001 to 2005 (baseline),Open water area,,,Seasonal,,2060054140 (Orkney),Square km,Normal value,Units,0.174574600144762
1984 to 1988,Open water area,,,Seasonal,,2060054780 (Northern Ireland near Garvagh Lough),Square km,Normal value,Units,0.0057323003032608
1985 to 1989,Open water area,,,Seasonal,,2060054780 (Northern Ireland near Garvagh Lough),Square km,Normal value,Units,0.0044816166007312
1986 to 1990,Open water area,,,Seasonal,,2060054780 (Northern Ireland near Garvagh Lough),Square km,Normal value,Units,0.0045858402426086
1998 to 2002,Open water area,,,Seasonal,,2060054780 (Northern Ireland near Garvagh Lough),Square km,Normal value,Units,0.0016675782700395
1999 to 2003,Open water area,,,Seasonal,,2060054780 (Northern Ireland near Garvagh Lough),Square km,Normal value,Units,0.0011464600606521
2009 to 2013,Open water area,,,Seasonal,,2060054780 (Northern Ireland near Garvagh Lough),Square km,Normal value,Units,0.0010422364187747
2010 to 2014,Open water area,,,Seasonal,,2060054780 (Northern Ireland near Garvagh Lough),Square km,Normal value,Units,0.0012506837025296
2011 to 2015,Open water area,,,Seasonal,,2060054780 (Northern Ireland near Garvagh Lough),Square km,Normal value,Units,0.0013549073444071
2012 to 2016,Open water area,,,Seasonal,,2060054780 (Northern Ireland near Garvagh Lough),Square km,Normal value,Units,0.0018760255537944
2013 to 2017,Open water area,,,Seasonal,,2060054780 (Northern Ireland near Garvagh Lough),Square km,Normal value,Units,0.0022929201213043
2014 to 2018,Open water area,,,Seasonal,,2060054780 (Northern Ireland near Garvagh Lough),Square km,Normal value,Units,0.003335156540079
2015 to 2019,Open water area,,,Seasonal,,2060054780 (Northern Ireland near Garvagh Lough),Square km,Normal value,Units,0.0038562747494664
2016 to 2020,Open water area,,,Seasonal,,2060054780 (Northern Ireland near Garvagh Lough),Square km,Normal value,Units,0.0045858402426086
2001 to 2005 (baseline),Open water area,,,Seasonal,,2060054780 (Northern Ireland near Garvagh Lough),Square km,Normal value,Units,0.001563354628162
1984 to 1988,Open water area,,,Seasonal,,2060054790 (Lough Melvin),Square km,Normal value,Units,0.179368887671126
1985 to 1989,Open water area,,,Seasonal,,2060054790 (Lough Melvin),Square km,Normal value,Units,0.216785175105138
1986 to 1990,Open water area,,,Seasonal,,2060054790 (Lough Melvin),Square km,Normal value,Units,0.236691890703734
1998 to 2002,Open water area,,,Seasonal,,2060054790 (Lough Melvin),Square km,Normal value,Units,0.129133092286185
1999 to 2003,Open water area,,,Seasonal,,2060054790 (Lough Melvin),Square km,Normal value,Units,0.129966881421205
2009 to 2013,Open water area,,,Seasonal,,2060054790 (Lough Melvin),Square km,Normal value,Units,0.164569130524525
2010 to 2014,Open water area,,,Seasonal,,2060054790 (Lough Melvin),Square km,Normal value,Units,0.195731999445889
2011 to 2015,Open water area,,,Seasonal,,2060054790 (Lough Melvin),Square km,Normal value,Units,0.228458222995414
