Year,Series,Sex,Age,Country,Deprivation level,Household income,Region,Socio-economic classification,Urban or rural,Working status,Unit measure,Unit multiplier,Observation status,GeoCode,Value
2022,Percentage of individuals who use a mobile telephone,,,,,,Yorkshire and The Humber,,,,Percentage (%),Units,Normal value,E12000003,97.0
2022,Percentage of individuals who use a mobile telephone,,,,,,North East,,,,Percentage (%),Units,Normal value,E12000001,100.0
2022,Percentage of individuals who use a mobile telephone,,,,,,North West,,,,Percentage (%),Units,Normal value,E12000002,93.0
2022,Percentage of individuals who use a mobile telephone,,,,,"Less than £10,400",,,,,Percentage (%),Units,Normal value,,94.0
2022,Percentage of individuals who use a mobile telephone,,,,,"£10,400 to less than £15,600",,,,,Percentage (%),Units,Normal value,,97.0
2022,Percentage of individuals who use a mobile telephone,,,,,"£15,600 to less than £26,000",,,,,Percentage (%),Units,Normal value,,97.0
2022,Percentage of individuals who use a mobile telephone,,,,,"£26,000 or more",,,,,Percentage (%),Units,Normal value,,100.0
2022,Percentage of individuals who use a mobile telephone,,,,,,,,,Working,Percentage (%),Units,Normal value,,99.0
2022,Percentage of individuals who use a mobile telephone,,,,,,,,,Not-working,Percentage (%),Units,Normal value,,92.0
2022,Percentage of individuals who use a mobile telephone,,,,Low,,,,,,Percentage (%),Units,Normal value,,
2022,Percentage of individuals who use a mobile telephone,,,,Medium/high,,,,,,Percentage (%),Units,Normal value,,
