Year,Units,Sex,Age,Country,Region,Industry sector,Occupation,Unit measure,Unit multiplier,Observation status,GeoCode,Value
2011/12,"Non-fatal injury (rate per 100,000 workers)",Male,55 and over #,,,,,"Averaged rate per 100,000 workers",Units,Undefined,,2430.0
2014/15,"Non-fatal injury (rate per 100,000 workers)",Male,55 and over #,,,,,"Averaged rate per 100,000 workers",Units,Undefined,,2370.0
2017/18,"Non-fatal injury (rate per 100,000 workers)",Male,55 and over #,,,,,"Averaged rate per 100,000 workers",Units,Undefined,,2050.0
2002/03,"Non-fatal injury (rate per 100,000 workers)",Female,16 to 24 #,,,,,"Averaged rate per 100,000 workers",Units,Undefined,,3050.0
2005/06,"Non-fatal injury (rate per 100,000 workers)",Female,16 to 24 #,,,,,"Averaged rate per 100,000 workers",Units,Undefined,,2670.0
2008/09,"Non-fatal injury (rate per 100,000 workers)",Female,16 to 24 #,,,,,"Averaged rate per 100,000 workers",Units,Undefined,,2480.0
2011/12,"Non-fatal injury (rate per 100,000 workers)",Female,16 to 24 #,,,,,"Averaged rate per 100,000 workers",Units,Undefined,,2220.0
2014/15,"Non-fatal injury (rate per 100,000 workers)",Female,16 to 24 #,,,,,"Averaged rate per 100,000 workers",Units,Undefined,,1810.0
2017/18,"Non-fatal injury (rate per 100,000 workers)",Female,16 to 24 #,,,,,"Averaged rate per 100,000 workers",Units,Undefined,,1390.0
2002/03,"Non-fatal injury (rate per 100,000 workers)",Female,25 to 34,,,,,"Averaged rate per 100,000 workers",Units,Undefined,,2350.0
2005/06,"Non-fatal injury (rate per 100,000 workers)",Female,25 to 34,,,,,"Averaged rate per 100,000 workers",Units,Undefined,,1950.0
2008/09,"Non-fatal injury (rate per 100,000 workers)",Female,25 to 34,,,,,"Averaged rate per 100,000 workers",Units,Undefined,,1750.0
2011/12,"Non-fatal injury (rate per 100,000 workers)",Female,25 to 34,,,,,"Averaged rate per 100,000 workers",Units,Undefined,,1690.0
2014/15,"Non-fatal injury (rate per 100,000 workers)",Female,25 to 34,,,,,"Averaged rate per 100,000 workers",Units,Undefined,,1460.0
2017/18,"Non-fatal injury (rate per 100,000 workers)",Female,25 to 34,,,,,"Averaged rate per 100,000 workers",Units,Undefined,,1600.0
2002/03,"Non-fatal injury (rate per 100,000 workers)",Female,35 to 44,,,,,"Averaged rate per 100,000 workers",Units,Undefined,,2500.0
2005/06,"Non-fatal injury (rate per 100,000 workers)",Female,35 to 44,,,,,"Averaged rate per 100,000 workers",Units,Undefined,,2190.0
2008/09,"Non-fatal injury (rate per 100,000 workers)",Female,35 to 44,,,,,"Averaged rate per 100,000 workers",Units,Undefined,,1900.0
2011/12,"Non-fatal injury (rate per 100,000 workers)",Female,35 to 44,,,,,"Averaged rate per 100,000 workers",Units,Undefined,,1560.0
2014/15,"Non-fatal injury (rate per 100,000 workers)",Female,35 to 44,,,,,"Averaged rate per 100,000 workers",Units,Undefined,,1340.0
2017/18,"Non-fatal injury (rate per 100,000 workers)",Female,35 to 44,,,,,"Averaged rate per 100,000 workers",Units,Undefined,,1200.0
2002/03,"Non-fatal injury (rate per 100,000 workers)",Female,45 to 54,,,,,"Averaged rate per 100,000 workers",Units,Undefined,,2920.0
2005/06,"Non-fatal injury (rate per 100,000 workers)",Female,45 to 54,,,,,"Averaged rate per 100,000 workers",Units,Undefined,,2720.0
2008/09,"Non-fatal injury (rate per 100,000 workers)",Female,45 to 54,,,,,"Averaged rate per 100,000 workers",Units,Undefined,,2530.0
2011/12,"Non-fatal injury (rate per 100,000 workers)",Female,45 to 54,,,,,"Averaged rate per 100,000 workers",Units,Undefined,,1780.0
2014/15,"Non-fatal injury (rate per 100,000 workers)",Female,45 to 54,,,,,"Averaged rate per 100,000 workers",Units,Undefined,,1970.0
2017/18,"Non-fatal injury (rate per 100,000 workers)",Female,45 to 54,,,,,"Averaged rate per 100,000 workers",Units,Undefined,,1570.0
2002/03,"Non-fatal injury (rate per 100,000 workers)",Female,55 and over #,,,,,"Averaged rate per 100,000 workers",Units,Undefined,,3180.0
2005/06,"Non-fatal injury (rate per 100,000 workers)",Female,55 and over #,,,,,"Averaged rate per 100,000 workers",Units,Undefined,,2680.0
2008/09,"Non-fatal injury (rate per 100,000 workers)",Female,55 and over #,,,,,"Averaged rate per 100,000 workers",Units,Undefined,,2210.0
2011/12,"Non-fatal injury (rate per 100,000 workers)",Female,55 and over #,,,,,"Averaged rate per 100,000 workers",Units,Undefined,,1850.0
2014/15,"Non-fatal injury (rate per 100,000 workers)",Female,55 and over #,,,,,"Averaged rate per 100,000 workers",Units,Undefined,,1930.0
2017/18,"Non-fatal injury (rate per 100,000 workers)",Female,55 and over #,,,,,"Averaged rate per 100,000 workers",Units,Undefined,,1700.0
