Year,Series,Violence type,Age,Sex,Country of birth,Disability status,Sexual orientation,Ethnicity,Ethnic group,Highest qualification,Household income,Region,Urban or rural,Observation status,Unit multiplier,Units,GeoCode,Value
2018 to 2020,(c) Sexual violence - 16 to 74,,45 to 54,Female,,,,,,,,,,Normal value,Units,Percentage (%),,1.6323862179940698
2018 to 2020,(c) Sexual violence - 16 to 74,,55 to 59,Female,,,,,,,,,,Normal value,Units,Percentage (%),,1.538208792226284
2018 to 2020,(c) Sexual violence - 16 to 74,,60 to 74,Female,,,,,,,,,,Normal value,Units,Percentage (%),,0.6380725927024471
2018 to 2020,(c) Sexual violence - 16 to 74,,,,,,,White,,,,,,Normal value,Units,Percentage (%),,2.030574457570326
2018 to 2020,(c) Sexual violence - 16 to 74,,,,,,,Mixed,,,,,,Normal value,Units,Percentage (%),,3.6168830498519102
2018 to 2020,(c) Sexual violence - 16 to 74,,,,,,,Asian,,,,,,Normal value,Units,Percentage (%),,1.3841550899789017
2018 to 2020,(c) Sexual violence - 16 to 74,,,,,,,Black,,,,,,Normal value,Units,Percentage (%),,2.894161122978298
2018 to 2020,(c) Sexual violence - 16 to 74,,,,,,,Other ethnic group,,,,,,Normal value,Units,Percentage (%),,0.8008589956692754
2018 to 2020,(c) Sexual violence - 16 to 74,,,Male,,,,White,,,,,,Normal value,Units,Percentage (%),,0.8748759853307357
2018 to 2020,(c) Sexual violence - 16 to 74,,,Male,,,,Mixed,,,,,,Normal value,Units,Percentage (%),,1.7011335472782474
2018 to 2020,(c) Sexual violence - 16 to 74,,,Male,,,,Asian,,,,,,Normal value,Units,Percentage (%),,0.5694981611727677
2018 to 2020,(c) Sexual violence - 16 to 74,,,Male,,,,Black,,,,,,Normal value,Units,Percentage (%),,1.038192616298789
2018 to 2020,(c) Sexual violence - 16 to 74,,,Male,,,,Other ethnic group,,,,,,Normal value,Units,Percentage (%),,0.433620809932418
2018 to 2020,(c) Sexual violence - 16 to 74,,,Female,,,,White,,,,,,Normal value,Units,Percentage (%),,3.145893897917683
2018 to 2020,(c) Sexual violence - 16 to 74,,,Female,,,,Mixed,,,,,,Normal value,Units,Percentage (%),,5.433243869462804
2018 to 2020,(c) Sexual violence - 16 to 74,,,Female,,,,Asian,,,,,,Normal value,Units,Percentage (%),,2.3798460714138856
2018 to 2020,(c) Sexual violence - 16 to 74,,,Female,,,,Black,,,,,,Normal value,Units,Percentage (%),,4.4000766904079045
2018 to 2020,(c) Sexual violence - 16 to 74,,,Female,,,,Other ethnic group,,,,,,Normal value,Units,Percentage (%),,1.2071054603662712
2018 to 2020,(c) Sexual violence - 16 to 74,,,,,,,,,Degree or diploma,,,,Normal value,Units,Percentage (%),,2.2160391008354146
2018 to 2020,(c) Sexual violence - 16 to 74,,,,,,,,,Apprenticeship or A/AS level,,,,Normal value,Units,Percentage (%),,2.572354546017513
2018 to 2020,(c) Sexual violence - 16 to 74,,,,,,,,,O level/GCSE,,,,Normal value,Units,Percentage (%),,1.7948004512532874
2018 to 2020,(c) Sexual violence - 16 to 74,,,,,,,,,Other qualification,,,,Normal value,Units,Percentage (%),,0.59226106832262
2018 to 2020,(c) Sexual violence - 16 to 74,,,,,,,,,No qualifications,,,,Normal value,Units,Percentage (%),,1.0925965971140583
2018 to 2020,(c) Sexual violence - 16 to 74,,,Male,,,,,,Degree or diploma,,,,Normal value,Units,Percentage (%),,0.8986325209813297
2018 to 2020,(c) Sexual violence - 16 to 74,,,Male,,,,,,Apprenticeship or A/AS level,,,,Normal value,Units,Percentage (%),,1.3014615957201725
2018 to 2020,(c) Sexual violence - 16 to 74,,,Male,,,,,,O level/GCSE,,,,Normal value,Units,Percentage (%),,0.6001810067828485
2018 to 2020,(c) Sexual violence - 16 to 74,,,Male,,,,,,Other qualification,,,,Normal value,Units,Percentage (%),,0.1684486360276657
2018 to 2020,(c) Sexual violence - 16 to 74,,,Male,,,,,,No qualifications,,,,Normal value,Units,Percentage (%),,0.4596133463546883
2018 to 2020,(c) Sexual violence - 16 to 74,,,Female,,,,,,Degree or diploma,,,,Normal value,Units,Percentage (%),,3.4530612392653324
2018 to 2020,(c) Sexual violence - 16 to 74,,,Female,,,,,,Apprenticeship or A/AS level,,,,Normal value,Units,Percentage (%),,4.218581577573588
2018 to 2020,(c) Sexual violence - 16 to 74,,,Female,,,,,,O level/GCSE,,,,Normal value,Units,Percentage (%),,2.809924634880144
2018 to 2020,(c) Sexual violence - 16 to 74,,,Female,,,,,,Other qualification,,,,Normal value,Units,Percentage (%),,1.0355659798881418
2018 to 2020,(c) Sexual violence - 16 to 74,,,Female,,,,,,No qualifications,,,,Normal value,Units,Percentage (%),,1.663458842752857
2018 to 2020,(c) Sexual violence - 16 to 74,,,,,,,,,,,North East,,Normal value,Units,Percentage (%),E12000001,0.875781677329115
2018 to 2020,(c) Sexual violence - 16 to 74,,,,,,,,,,,North West,,Normal value,Units,Percentage (%),E12000002,1.8172918327513008
2018 to 2020,(c) Sexual violence - 16 to 74,,,,,,,,,,,Yorkshire and The Humber,,Normal value,Units,Percentage (%),E12000003,2.4123839553541324
2018 to 2020,(c) Sexual violence - 16 to 74,,,,,,,,,,,East Midlands,,Normal value,Units,Percentage (%),E12000004,2.01265971222285
2018 to 2020,(c) Sexual violence - 16 to 74,,,,,,,,,,,West Midlands,,Normal value,Units,Percentage (%),E12000005,2.08310103275207
2018 to 2020,(c) Sexual violence - 16 to 74,,,,,,,,,,,East,,Normal value,Units,Percentage (%),E12000006,1.645037477487046
2018 to 2020,(c) Sexual violence - 16 to 74,,,,,,,,,,,London,,Normal value,Units,Percentage (%),E12000007,2.4385817008244968
2018 to 2020,(c) Sexual violence - 16 to 74,,,,,,,,,,,South East,,Normal value,Units,Percentage (%),E12000008,1.839337437077712
2018 to 2020,(c) Sexual violence - 16 to 74,,,,,,,,,,,South West,,Normal value,Units,Percentage (%),E12000009,2.4118547984032874
2018 to 2020,(c) Sexual violence - 16 to 74,,,,,,,,,,,Wales,,Normal value,Units,Percentage (%),W92000004,1.9961958028364464
2018 to 2020,(c) Sexual violence - 16 to 74,,,Male,,,,,,,,North East,,Normal value,Units,Percentage (%),E12000001,0.2650831290369907
2018 to 2020,(c) Sexual violence - 16 to 74,,,Male,,,,,,,,North West,,Normal value,Units,Percentage (%),E12000002,0.6847195490235672
2018 to 2020,(c) Sexual violence - 16 to 74,,,Male,,,,,,,,Yorkshire and The Humber,,Normal value,Units,Percentage (%),E12000003,1.6694022220547706
2018 to 2020,(c) Sexual violence - 16 to 74,,,Male,,,,,,,,East Midlands,,Normal value,Units,Percentage (%),E12000004,1.2236673105776967
2018 to 2020,(c) Sexual violence - 16 to 74,,,Male,,,,,,,,West Midlands,,Normal value,Units,Percentage (%),E12000005,0.3813178249510054
2018 to 2020,(c) Sexual violence - 16 to 74,,,Male,,,,,,,,East,,Normal value,Units,Percentage (%),E12000006,0.6564527612619809
2018 to 2020,(c) Sexual violence - 16 to 74,,,Male,,,,,,,,London,,Normal value,Units,Percentage (%),E12000007,1.1651636353496742
2018 to 2020,(c) Sexual violence - 16 to 74,,,Male,,,,,,,,South East,,Normal value,Units,Percentage (%),E12000008,0.5784621654281886
2018 to 2020,(c) Sexual violence - 16 to 74,,,Male,,,,,,,,South West,,Normal value,Units,Percentage (%),E12000009,0.8470755270602842
2018 to 2020,(c) Sexual violence - 16 to 74,,,Male,,,,,,,,Wales,,Normal value,Units,Percentage (%),W92000004,1.0668440893089872
2018 to 2020,(c) Sexual violence - 16 to 74,,,Female,,,,,,,,North East,,Normal value,Units,Percentage (%),E12000001,1.452980697439114
2018 to 2020,(c) Sexual violence - 16 to 74,,,Female,,,,,,,,North West,,Normal value,Units,Percentage (%),E12000002,2.9210844397385016
2018 to 2020,(c) Sexual violence - 16 to 74,,,Female,,,,,,,,Yorkshire and The Humber,,Normal value,Units,Percentage (%),E12000003,3.117568074981925
2018 to 2020,(c) Sexual violence - 16 to 74,,,Female,,,,,,,,East Midlands,,Normal value,Units,Percentage (%),E12000004,2.7720887313006126
2018 to 2020,(c) Sexual violence - 16 to 74,,,Female,,,,,,,,West Midlands,,Normal value,Units,Percentage (%),E12000005,3.711648795921191
2018 to 2020,(c) Sexual violence - 16 to 74,,,Female,,,,,,,,East,,Normal value,Units,Percentage (%),E12000006,2.588954797952348
2018 to 2020,(c) Sexual violence - 16 to 74,,,Female,,,,,,,,London,,Normal value,Units,Percentage (%),E12000007,3.7416553697956383
2018 to 2020,(c) Sexual violence - 16 to 74,,,Female,,,,,,,,South East,,Normal value,Units,Percentage (%),E12000008,3.1255423406528604
2018 to 2020,(c) Sexual violence - 16 to 74,,,Female,,,,,,,,South West,,Normal value,Units,Percentage (%),E12000009,3.99057058669844
2018 to 2020,(c) Sexual violence - 16 to 74,,,Female,,,,,,,,Wales,,Normal value,Units,Percentage (%),W92000004,2.8209219716239184
2018 to 2020,(c) Sexual violence - 16 to 74,,,,Born in UK,,,,,,,,,Normal value,Units,Percentage (%),,2.112873374672178
2018 to 2020,(c) Sexual violence - 16 to 74,,,,Not born in UK,,,,,,,,,Normal value,Units,Percentage (%),,1.6002922634351435
2018 to 2020,(c) Sexual violence - 16 to 74,,,Male,Born in UK,,,,,,,,,Normal value,Units,Percentage (%),,0.8949269270231947
2018 to 2020,(c) Sexual violence - 16 to 74,,,Male,Not born in UK,,,,,,,,,Normal value,Units,Percentage (%),,0.6918586662170282
2018 to 2020,(c) Sexual violence - 16 to 74,,,Female,Born in UK,,,,,,,,,Normal value,Units,Percentage (%),,3.2975353701720933
2018 to 2020,(c) Sexual violence - 16 to 74,,,Female,Not born in UK,,,,,,,,,Normal value,Units,Percentage (%),,2.522217214704773
2018 to 2020,(c) Sexual violence - 16 to 74,,,,,,,,,,,,Urban,Normal value,Units,Percentage (%),,2.093504729861274
2018 to 2020,(c) Sexual violence - 16 to 74,,,,,,,,,,,,Rural,Normal value,Units,Percentage (%),,1.7033648961432672
2018 to 2020,(c) Sexual violence - 16 to 74,,,Male,,,,,,,,,Urban,Normal value,Units,Percentage (%),,0.9142450250640812
2018 to 2020,(c) Sexual violence - 16 to 74,,,Male,,,,,,,,,Rural,Normal value,Units,Percentage (%),,0.6064166119259651
2018 to 2020,(c) Sexual violence - 16 to 74,,,Female,,,,,,,,,Urban,Normal value,Units,Percentage (%),,3.259912223374929
2018 to 2020,(c) Sexual violence - 16 to 74,,,Female,,,,,,,,,Rural,Normal value,Units,Percentage (%),,2.7324686353089804
2018 to 2020,(c) Sexual violence - 16 to 74,,,,,Disabled (GSS harmonised),,,,,,,,Normal value,Units,Percentage (%),,3.299582492919821
2018 to 2020,(c) Sexual violence - 16 to 74,,,,,Non-disabled (GSS harmonised),,,,,,,,Normal value,Units,Percentage (%),,1.8099415340454457
2018 to 2020,(c) Sexual violence - 16 to 74,,,Male,,Disabled (GSS harmonised),,,,,,,,Normal value,Units,Percentage (%),,0.9141613730127716
2018 to 2020,(c) Sexual violence - 16 to 74,,,Male,,Non-disabled (GSS harmonised),,,,,,,,Normal value,Units,Percentage (%),,0.853485006513548
2018 to 2020,(c) Sexual violence - 16 to 74,,,Female,,Disabled (GSS harmonised),,,,,,,,Normal value,Units,Percentage (%),,5.0297784638278085
2018 to 2020,(c) Sexual violence - 16 to 74,,,Female,,Non-disabled (GSS harmonised),,,,,,,,Normal value,Units,Percentage (%),,2.7932870366610385
2018 to 2020,(c) Sexual violence - 16 to 74,,,,,,Heterosexual/straight,,,,,,,Normal value,Units,Percentage (%),,1.7588053735261928
2018 to 2020,(c) Sexual violence - 16 to 74,,,,,,Gay/Lesbian,,,,,,,Normal value,Units,Percentage (%),,6.151112283561771
2018 to 2020,(c) Sexual violence - 16 to 74,,,,,,Bisexual,,,,,,,Normal value,Units,Percentage (%),,12.631430953726156
2018 to 2020,(c) Sexual violence - 16 to 74,,,,,,Other,,,,,,,Normal value,Units,Percentage (%),,3.891511454311028
2018 to 2020,(c) Sexual violence - 16 to 74,,,Male,,,Heterosexual/straight,,,,,,,Normal value,Units,Percentage (%),,0.7013518259051638
2018 to 2020,(c) Sexual violence - 16 to 74,,,Male,,,Gay/Lesbian,,,,,,,Normal value,Units,Percentage (%),,4.6764103201504295
2018 to 2020,(c) Sexual violence - 16 to 74,,,Male,,,Bisexual,,,,,,,Normal value,Units,Percentage (%),,7.885624390092395
2018 to 2020,(c) Sexual violence - 16 to 74,,,Male,,,Other,,,,,,,Normal value,Units,Percentage (%),,1.3120671202739214
2018 to 2020,(c) Sexual violence - 16 to 74,,,Female,,,Heterosexual/straight,,,,,,,Normal value,Units,Percentage (%),,2.802247332874248
2018 to 2020,(c) Sexual violence - 16 to 74,,,Female,,,Gay/Lesbian,,,,,,,Normal value,Units,Percentage (%),,8.349090583736634
2018 to 2020,(c) Sexual violence - 16 to 74,,,Female,,,Bisexual,,,,,,,Normal value,Units,Percentage (%),,15.423653169549612
2018 to 2020,(c) Sexual violence - 16 to 74,,,Female,,,Other,,,,,,,Normal value,Units,Percentage (%),,5.9572803710469255
2004/05,(c) Sexual violence - 16 to 59,Indecent exposure or unwanted sexual touching,,Female,,,,,,,,,,Normal value,Units,Percentage (%),,3.431964537862358
2004/05,(c) Sexual violence - 16 to 59,Indecent exposure or unwanted sexual touching,,Male,,,,,,,,,,Normal value,Units,Percentage (%),,1.164250799331341
2004/05,(c) Sexual violence - 16 to 59,Indecent exposure or unwanted sexual touching,,,,,,,,,,,,Normal value,Units,Percentage (%),,2.3037422586292795
2004/05,(c) Sexual violence - 16 to 59,Sexual assault by rape or penetration including attempts,,Female,,,,,,,,,,Normal value,Units,Percentage (%),,0.9979313230739773
2004/05,(c) Sexual violence - 16 to 59,Sexual assault by rape or penetration including attempts,,Male,,,,,,,,,,Normal value,Units,Percentage (%),,0.1589455802083428
2004/05,(c) Sexual violence - 16 to 59,Sexual assault by rape or penetration including attempts,,,,,,,,,,,,Normal value,Units,Percentage (%),,0.5807690786841865
2004/05,(c) Sexual violence - 16 to 59,,,,,,,,,,,,,Normal value,Units,Percentage (%),,2.6050799941591
2004/05,(c) Sexual violence - 16 to 59,,,Female,,,,,,,,,,Normal value,Units,Percentage (%),,4.190962312249793
2004/05,(c) Sexual violence - 16 to 59,,,Male,,,,,,,,,,Normal value,Units,Percentage (%),,1.0009367068088355
2005/06,(c) Sexual violence - 16 to 59,,,,,,,,,,,,,Normal value,Units,Percentage (%),,2.977146032817532
2005/06,(c) Sexual violence - 16 to 59,Sexual assault by rape or penetration including attempts,,,,,,,,,,,,Normal value,Units,Percentage (%),,0.6947167972427217
2005/06,(c) Sexual violence - 16 to 59,Indecent exposure or unwanted sexual touching,,,,,,,,,,,,Normal value,Units,Percentage (%),,2.518203361812256
2005/06,(c) Sexual violence - 16 to 59,,,Male,,,,,,,,,,Normal value,Units,Percentage (%),,0.8842268844997929
2005/06,(c) Sexual violence - 16 to 59,,,Female,,,,,,,,,,Normal value,Units,Percentage (%),,5.017764240346177
2005/06,(c) Sexual violence - 16 to 59,Sexual assault by rape or penetration including attempts,,Male,,,,,,,,,,Normal value,Units,Percentage (%),,0.0993891156905553
2005/06,(c) Sexual violence - 16 to 59,Indecent exposure or unwanted sexual touching,,Male,,,,,,,,,,Normal value,Units,Percentage (%),,1.0515830206046854
2005/06,(c) Sexual violence - 16 to 59,Sexual assault by rape or penetration including attempts,,Female,,,,,,,,,,Normal value,Units,Percentage (%),,1.3477414285363811
2005/06,(c) Sexual violence - 16 to 59,Indecent exposure or unwanted sexual touching,,Female,,,,,,,,,,Normal value,Units,Percentage (%),,3.888849778472944
2006/07,(c) Sexual violence - 16 to 59,,,,,,,,,,,,,Normal value,Units,Percentage (%),,2.9029316670167846
2006/07,(c) Sexual violence - 16 to 59,Sexual assault by rape or penetration including attempts,,,,,,,,,,,,Normal value,Units,Percentage (%),,0.5796652578237933
2006/07,(c) Sexual violence - 16 to 59,Indecent exposure or unwanted sexual touching,,,,,,,,,,,,Normal value,Units,Percentage (%),,2.615723951008618
2006/07,(c) Sexual violence - 16 to 59,,,Male,,,,,,,,,,Normal value,Units,Percentage (%),,0.9828635832148004
2006/07,(c) Sexual violence - 16 to 59,,,Female,,,,,,,,,,Normal value,Units,Percentage (%),,4.793795178683848
2006/07,(c) Sexual violence - 16 to 59,Sexual assault by rape or penetration including attempts,,Male,,,,,,,,,,Normal value,Units,Percentage (%),,0.0694295613549877
2006/07,(c) Sexual violence - 16 to 59,Indecent exposure or unwanted sexual touching,,Male,,,,,,,,,,Normal value,Units,Percentage (%),,1.2179705540777277
2006/07,(c) Sexual violence - 16 to 59,Sexual assault by rape or penetration including attempts,,Female,,,,,,,,,,Normal value,Units,Percentage (%),,1.1517852929934107
2006/07,(c) Sexual violence - 16 to 59,Indecent exposure or unwanted sexual touching,,Female,,,,,,,,,,Normal value,Units,Percentage (%),,3.9678185619389694
2007/08,(c) Sexual violence - 16 to 59,,,,,,,,,,,,,Normal value,Units,Percentage (%),,2.564376169051692
2007/08,(c) Sexual violence - 16 to 59,Sexual assault by rape or penetration including attempts,,,,,,,,,,,,Normal value,Units,Percentage (%),,0.6768291231869491
2007/08,(c) Sexual violence - 16 to 59,Indecent exposure or unwanted sexual touching,,,,,,,,,,,,Normal value,Units,Percentage (%),,2.220040955473805
2007/08,(c) Sexual violence - 16 to 59,,,Male,,,,,,,,,,Normal value,Units,Percentage (%),,0.6160269092383392
2007/08,(c) Sexual violence - 16 to 59,,,Female,,,,,,,,,,Normal value,Units,Percentage (%),,4.455497883566788
2007/08,(c) Sexual violence - 16 to 59,Sexual assault by rape or penetration including attempts,,Male,,,,,,,,,,Normal value,Units,Percentage (%),,0.1430923901706371
2007/08,(c) Sexual violence - 16 to 59,Indecent exposure or unwanted sexual touching,,Male,,,,,,,,,,Normal value,Units,Percentage (%),,0.7407243398470063
2007/08,(c) Sexual violence - 16 to 59,Sexual assault by rape or penetration including attempts,,Female,,,,,,,,,,Normal value,Units,Percentage (%),,1.2331254842177914
2007/08,(c) Sexual violence - 16 to 59,Indecent exposure or unwanted sexual touching,,Female,,,,,,,,,,Normal value,Units,Percentage (%),,3.542807610868581
2008/09,(c) Sexual violence - 16 to 59,,,,,,,,,,,,,Normal value,Units,Percentage (%),,2.155759741841332
2008/09,(c) Sexual violence - 16 to 59,Sexual assault by rape or penetration including attempts,,,,,,,,,,,,Normal value,Units,Percentage (%),,0.5136816027453395
2008/09,(c) Sexual violence - 16 to 59,Indecent exposure or unwanted sexual touching,,,,,,,,,,,,Normal value,Units,Percentage (%),,1.887869890969026
2008/09,(c) Sexual violence - 16 to 59,,,Male,,,,,,,,,,Normal value,Units,Percentage (%),,0.5386527904298588
2008/09,(c) Sexual violence - 16 to 59,,,Female,,,,,,,,,,Normal value,Units,Percentage (%),,3.7315378054756447
2008/09,(c) Sexual violence - 16 to 59,Sexual assault by rape or penetration including attempts,,Male,,,,,,,,,,Normal value,Units,Percentage (%),,0.0678992440379676
2008/09,(c) Sexual violence - 16 to 59,Indecent exposure or unwanted sexual touching,,Male,,,,,,,,,,Normal value,Units,Percentage (%),,0.6913240502662868
2008/09,(c) Sexual violence - 16 to 59,Sexual assault by rape or penetration including attempts,,Female,,,,,,,,,,Normal value,Units,Percentage (%),,1.007747798905497
2008/09,(c) Sexual violence - 16 to 59,Indecent exposure or unwanted sexual touching,,Female,,,,,,,,,,Normal value,Units,Percentage (%),,2.9796500560357337
2009/10,(c) Sexual violence - 16 to 59,,,,,,,,,,,,,Normal value,Units,Percentage (%),,2.0818715682243445
2009/10,(c) Sexual violence - 16 to 59,Sexual assault by rape or penetration including attempts,,,,,,,,,,,,Normal value,Units,Percentage (%),,0.436443050631336
2009/10,(c) Sexual violence - 16 to 59,Indecent exposure or unwanted sexual touching,,,,,,,,,,,,Normal value,Units,Percentage (%),,1.8663253703843976
2009/10,(c) Sexual violence - 16 to 59,,,Male,,,,,,,,,,Normal value,Units,Percentage (%),,0.8136607605785038
2009/10,(c) Sexual violence - 16 to 59,,,Female,,,,,,,,,,Normal value,Units,Percentage (%),,3.354598173991444
2009/10,(c) Sexual violence - 16 to 59,Sexual assault by rape or penetration including attempts,,Male,,,,,,,,,,Normal value,Units,Percentage (%),,0.0637874859471662
2009/10,(c) Sexual violence - 16 to 59,Indecent exposure or unwanted sexual touching,,Male,,,,,,,,,,Normal value,Units,Percentage (%),,1.02214864516915
2009/10,(c) Sexual violence - 16 to 59,Sexual assault by rape or penetration including attempts,,Female,,,,,,,,,,Normal value,Units,Percentage (%),,0.8492419520932815
2009/10,(c) Sexual violence - 16 to 59,Indecent exposure or unwanted sexual touching,,Female,,,,,,,,,,Normal value,Units,Percentage (%),,2.750517656315929
2010/11,(c) Sexual violence - 16 to 59,,,,,,,,,,,,,Normal value,Units,Percentage (%),,2.3234354469975718
2010/11,(c) Sexual violence - 16 to 59,Sexual assault by rape or penetration including attempts,,,,,,,,,,,,Normal value,Units,Percentage (%),,0.6823323944697013
2010/11,(c) Sexual violence - 16 to 59,Indecent exposure or unwanted sexual touching,,,,,,,,,,,,Normal value,Units,Percentage (%),,1.9124697866567124
2010/11,(c) Sexual violence - 16 to 59,,,Male,,,,,,,,,,Normal value,Units,Percentage (%),,0.8034045496075883
2010/11,(c) Sexual violence - 16 to 59,,,Female,,,,,,,,,,Normal value,Units,Percentage (%),,3.819980968213631
2010/11,(c) Sexual violence - 16 to 59,Sexual assault by rape or penetration including attempts,,Male,,,,,,,,,,Normal value,Units,Percentage (%),,0.1585462825596821
2010/11,(c) Sexual violence - 16 to 59,Indecent exposure or unwanted sexual touching,,Male,,,,,,,,,,Normal value,Units,Percentage (%),,0.8525419993938651
2010/11,(c) Sexual violence - 16 to 59,Sexual assault by rape or penetration including attempts,,Female,,,,,,,,,,Normal value,Units,Percentage (%),,1.2196259008454762
2010/11,(c) Sexual violence - 16 to 59,Indecent exposure or unwanted sexual touching,,Female,,,,,,,,,,Normal value,Units,Percentage (%),,2.9241257833519048
2011/12,(c) Sexual violence - 16 to 59,,,,,,,,,,,,,Normal value,Units,Percentage (%),,2.408723543752493
2011/12,(c) Sexual violence - 16 to 59,Sexual assault by rape or penetration including attempts,,,,,,,,,,,,Normal value,Units,Percentage (%),,0.6178146206628041
2011/12,(c) Sexual violence - 16 to 59,Indecent exposure or unwanted sexual touching,,,,,,,,,,,,Normal value,Units,Percentage (%),,2.1201791277459545
2011/12,(c) Sexual violence - 16 to 59,,,Male,,,,,,,,,,Normal value,Units,Percentage (%),,0.6014162745795115
2011/12,(c) Sexual violence - 16 to 59,,,Female,,,,,,,,,,Normal value,Units,Percentage (%),,4.189778666523314
2011/12,(c) Sexual violence - 16 to 59,Sexual assault by rape or penetration including attempts,,Male,,,,,,,,,,Normal value,Units,Percentage (%),,0.0494422934876326
2011/12,(c) Sexual violence - 16 to 59,Indecent exposure or unwanted sexual touching,,Male,,,,,,,,,,Normal value,Units,Percentage (%),,0.8019246449108717
2011/12,(c) Sexual violence - 16 to 59,Sexual assault by rape or penetration including attempts,,Female,,,,,,,,,,Normal value,Units,Percentage (%),,1.2725244952606696
2011/12,(c) Sexual violence - 16 to 59,Indecent exposure or unwanted sexual touching,,Female,,,,,,,,,,Normal value,Units,Percentage (%),,3.3450652048261045
2012/13,(c) Sexual violence - 16 to 59,,,,,,,,,,,,,Normal value,Units,Percentage (%),,1.9138697969641625
2012/13,(c) Sexual violence - 16 to 59,Sexual assault by rape or penetration including attempts,,,,,,,,,,,,Normal value,Units,Percentage (%),,0.5732873735485514
2012/13,(c) Sexual violence - 16 to 59,Indecent exposure or unwanted sexual touching,,,,,,,,,,,,Normal value,Units,Percentage (%),,1.568753275268881
2012/13,(c) Sexual violence - 16 to 59,,,Male,,,,,,,,,,Normal value,Units,Percentage (%),,0.8108050322408671
2012/13,(c) Sexual violence - 16 to 59,,,Female,,,,,,,,,,Normal value,Units,Percentage (%),,3.018017242970581
2012/13,(c) Sexual violence - 16 to 59,Sexual assault by rape or penetration including attempts,,Male,,,,,,,,,,Normal value,Units,Percentage (%),,0.1522025194362431
2012/13,(c) Sexual violence - 16 to 59,Indecent exposure or unwanted sexual touching,,Male,,,,,,,,,,Normal value,Units,Percentage (%),,0.7889063825956348
2012/13,(c) Sexual violence - 16 to 59,Sexual assault by rape or penetration including attempts,,Female,,,,,,,,,,Normal value,Units,Percentage (%),,0.99524676159148
2012/13,(c) Sexual violence - 16 to 59,Indecent exposure or unwanted sexual touching,,Female,,,,,,,,,,Normal value,Units,Percentage (%),,2.3453355670110603
2013/14,(c) Sexual violence - 16 to 59,,,,,,,,,,,,,Normal value,Units,Percentage (%),,1.4746422648221806
2013/14,(c) Sexual violence - 16 to 59,Sexual assault by rape or penetration including attempts,,,,,,,,,,,,Normal value,Units,Percentage (%),,0.3780953427151641
2013/14,(c) Sexual violence - 16 to 59,Indecent exposure or unwanted sexual touching,,,,,,,,,,,,Normal value,Units,Percentage (%),,1.2473063626980463
2013/14,(c) Sexual violence - 16 to 59,,,Male,,,,,,,,,,Normal value,Units,Percentage (%),,0.7123531947264906
2013/14,(c) Sexual violence - 16 to 59,,,Female,,,,,,,,,,Normal value,Units,Percentage (%),,2.229990723518826
2013/14,(c) Sexual violence - 16 to 59,Sexual assault by rape or penetration including attempts,,Male,,,,,,,,,,Normal value,Units,Percentage (%),,0.0479900552458237
2013/14,(c) Sexual violence - 16 to 59,Indecent exposure or unwanted sexual touching,,Male,,,,,,,,,,Normal value,Units,Percentage (%),,0.6741722037520375
2013/14,(c) Sexual violence - 16 to 59,Sexual assault by rape or penetration including attempts,,Female,,,,,,,,,,Normal value,Units,Percentage (%),,0.7052737039066505
2013/14,(c) Sexual violence - 16 to 59,Indecent exposure or unwanted sexual touching,,Female,,,,,,,,,,Normal value,Units,Percentage (%),,1.813297347583786
2014/15,(c) Sexual violence - 16 to 59,,,,,,,,,,,,,Normal value,Units,Percentage (%),,1.7090108873577323
2014/15,(c) Sexual violence - 16 to 59,Sexual assault by rape or penetration including attempts,,,,,,,,,,,,Normal value,Units,Percentage (%),,0.3867421472956802
2014/15,(c) Sexual violence - 16 to 59,Indecent exposure or unwanted sexual touching,,,,,,,,,,,,Normal value,Units,Percentage (%),,1.5052141786840456
2014/15,(c) Sexual violence - 16 to 59,,,Male,,,,,,,,,,Normal value,Units,Percentage (%),,0.6943884676421456
2014/15,(c) Sexual violence - 16 to 59,,,Female,,,,,,,,,,Normal value,Units,Percentage (%),,2.70676542756478
2014/15,(c) Sexual violence - 16 to 59,Sexual assault by rape or penetration including attempts,,Male,,,,,,,,,,Normal value,Units,Percentage (%),,0.0911250112822853
2014/15,(c) Sexual violence - 16 to 59,Indecent exposure or unwanted sexual touching,,Male,,,,,,,,,,Normal value,Units,Percentage (%),,0.6232282040002418
2014/15,(c) Sexual violence - 16 to 59,Sexual assault by rape or penetration including attempts,,Female,,,,,,,,,,Normal value,Units,Percentage (%),,0.6775351702560678
2014/15,(c) Sexual violence - 16 to 59,Indecent exposure or unwanted sexual touching,,Female,,,,,,,,,,Normal value,Units,Percentage (%),,2.3701036303484897
2014/15,(c) Sexual violence - 16 to 59,,,Female,,,,Asian,,,,,,Normal value,Units,Percentage (%),,0.7753636411680028
2014/15,(c) Sexual violence - 16 to 59,,,Female,,,,Black,,,,,,Normal value,Units,Percentage (%),,1.6903835714567657
2014/15,(c) Sexual violence - 16 to 59,,,Female,,,,Mixed,,,,,,Normal value,Units,Percentage (%),,9.275207736429364
2014/15,(c) Sexual violence - 16 to 59,,,Female,,,,Other ethnic group,,,,,,Normal value,Units,Percentage (%),,0.0
2014/15,(c) Sexual violence - 16 to 59,,,Female,,,,White,,,,,,Normal value,Units,Percentage (%),,2.827134758436308
