Year,Food security level,Age,Age group,Country,Region,Ethnic group,Ethnicity,Highest qualification,Household composition - children,Number of adults,Number of children,Household composition - adults over State Pension age,Household composition - disabled adults,Household composition - unemployed adults,State support,State support detail,Total gross weekly income,Tenure,Tenure sub-category,Observation status,Units,GeoCode,Value
2021/22,,,,Great Britain,,,,,,,,,,,,,,,,Normal value,Percentage of households (%),K03000001,7.0
2021/22,,,,Northern Ireland,,,,,,,,,,,,,,,,Normal value,Percentage of households (%),N92000002,5.0
2021/22,,,,Scotland,,,,,,,,,,,,,,,,Normal value,Percentage of households (%),S92000003,8.0
2021/22,,,,Wales,,,,,,,,,,,,,,,,Normal value,Percentage of households (%),W92000004,8.0
2021/22,,,,,,,,,,,,,,,,,,,,Normal value,Percentage of households (%),,7.0
2021/22,,,,England,East,,,,,,,,,,,,,,,Normal value,Percentage of households (%),E12000006,5.0
2021/22,,,,England,East Midlands,,,,,,,,,,,,,,,Normal value,Percentage of households (%),E12000004,6.0
2021/22,,,,England,Inner London,,,,,,,,,,,,,,,Normal value,Percentage of households (%),E13000001,7.0
2021/22,,,,England,London,,,,,,,,,,,,,,,Normal value,Percentage of households (%),E12000007,5.0
2021/22,,,,England,North East,,,,,,,,,,,,,,,Normal value,Percentage of households (%),E12000001,10.0
2021/22,,,,England,North West,,,,,,,,,,,,,,,Normal value,Percentage of households (%),E12000002,8.0
2021/22,,,,England,Outer London,,,,,,,,,,,,,,,Normal value,Percentage of households (%),E13000002,4.0
2021/22,,,,England,South East,,,,,,,,,,,,,,,Normal value,Percentage of households (%),E12000008,6.0
2021/22,,,,England,South West,,,,,,,,,,,,,,,Normal value,Percentage of households (%),E12000009,5.0
2021/22,,,,England,West Midlands,,,,,,,,,,,,,,,Normal value,Percentage of households (%),E12000005,9.0
2021/22,,,,England,Yorkshire and The Humber,,,,,,,,,,,,,,,Normal value,Percentage of households (%),E12000003,6.0
2021/22,,,,,,,,,Without children,,,,,,,,,,,Normal value,Percentage of households (%),,5.0
2021/22,,,,,,,,,Without children,One adult,,,,,,,,,,Normal value,Percentage of households (%),,8.0
2021/22,,,,,,,,,Without children,Two adults,,,,,,,,,,Normal value,Percentage of households (%),,3.0
2021/22,,,,,,,,,Without children,Three or more adults,,,,,,,,,,Normal value,Percentage of households (%),,4.0
2021/22,,,,,,,,,With children,,,,,,,,,,,Normal value,Percentage of households (%),,10.0
2021/22,,,,,,,,,With children,One adult,,,,,,,,,,Normal value,Percentage of households (%),,22.0
2021/22,,,,,,,,,With children,One adult,One child,,,,,,,,,Normal value,Percentage of households (%),,21.0
2021/22,,,,,,,,,With children,One adult,Two children,,,,,,,,,Normal value,Percentage of households (%),,21.0
2021/22,,,,,,,,,With children,One adult,Three or more children,,,,,,,,,Normal value,Percentage of households (%),,27.0
2021/22,,,,,,,,,With children,Two adults,,,,,,,,,,Normal value,Percentage of households (%),,7.0
2021/22,,,,,,,,,With children,Two adults,One child,,,,,,,,,Normal value,Percentage of households (%),,6.0
2021/22,,,,,,,,,With children,Two adults,Two children,,,,,,,,,Normal value,Percentage of households (%),,5.0
2021/22,,,,,,,,,With children,Two adults,Three or more children,,,,,,,,,Normal value,Percentage of households (%),,11.0
2021/22,,,,,,,,,With children,Three or more adults,,,,,,,,,,Normal value,Percentage of households (%),,9.0
2021/22,,,,,,,,,With children,Three or more adults,One child,,,,,,,,,Normal value,Percentage of households (%),,5.0
2021/22,,,,,,,,,With children,Three or more adults,Two children,,,,,,,,,Normal value,Percentage of households (%),,13.0
2021/22,,,,,,,,,With children,Three or more adults,Three or more children,,,,,,,,,Normal value,Percentage of households (%),,18.0
2021/22,,16 to 24,,,,,,,,,,,,,,,,,,Normal value,Percentage of households (%),,18.0
2021/22,,25 to 34,,,,,,,,,,,,,,,,,,Normal value,Percentage of households (%),,9.0
2021/22,,35 to 44,,,,,,,,,,,,,,,,,,Normal value,Percentage of households (%),,9.0
2021/22,,45 to 54,,,,,,,,,,,,,,,,,,Normal value,Percentage of households (%),,9.0
2021/22,,55 to 59,,,,,,,,,,,,,,,,,,Normal value,Percentage of households (%),,6.0
2021/22,,60 to 64,,,,,,,,,,,,,,,,,,Normal value,Percentage of households (%),,7.0
2021/22,,65 to 74,,,,,,,,,,,,,,,,,,Normal value,Percentage of households (%),,3.0
2021/22,,75 to 84,,,,,,,,,,,,,,,,,,Normal value,Percentage of households (%),,1.0
2021/22,,85 or over,,,,,,,,,,,,,,,,,,Missing value; suppressed,Percentage of households (%),,
2021/22,,,,,,,,,,,,One or more adults over State Pension age,,,,,,,,Normal value,Percentage of households (%),,2.0
2021/22,,,,,,,,,,,,,,One or more unemployed adults under State Pension age,,,,,,Normal value,Percentage of households (%),,24.0
2021/22,,,,,,,,,,,,,No disabled adults,,,,,,,Normal value,Percentage of households (%),,3.0
2021/22,,,,,,,,,,,,,One or more disabled adults,,,,,,,Normal value,Percentage of households (%),,11.0
2021/22,,,,,,,,,,,,,One or more disabled adults under State Pension age,,,,,,,Normal value,Percentage of households (%),,16.0
2021/22,,,,,,,,Entry level,,,,,,,,,,,,Normal value,Percentage of households (%),,7.0
2021/22,,,,,,,,Level 1,,,,,,,,,,,,Normal value,Percentage of households (%),,10.0
2021/22,,,,,,,,Level 2,,,,,,,,,,,,Normal value,Percentage of households (%),,10.0
2021/22,,,,,,,,Level 3,,,,,,,,,,,,Normal value,Percentage of households (%),,6.0
2021/22,,,,,,,,Level 4 or higher,,,,,,,,,,,,Normal value,Percentage of households (%),,4.0
2021/22,,,,,,,,Other qualification,,,,,,,,,,,,Normal value,Percentage of households (%),,5.0
2021/22,,,,,,,,No reported qualifications,,,,,,,,,,,,Normal value,Percentage of households (%),,11.0
2021/22,,,,,,White,,,,,,,,,,,,,,Normal value,Percentage of households (%),,6.0
2021/22,,,,,,Mixed/multiple ethnic groups,,,,,,,,,,,,,,Normal value,Percentage of households (%),,12.0
2021/22,,,,,,Asian/Asian British,,,,,,,,,,,,,,Normal value,Percentage of households (%),,8.0
2021/22,,,,,,Asian/Asian British,Indian,,,,,,,,,,,,,Normal value,Percentage of households (%),,4.0
2021/22,,,,,,Asian/Asian British,Pakistani,,,,,,,,,,,,,Normal value,Percentage of households (%),,14.0
2021/22,,,,,,Asian/Asian British,Bangladeshi,,,,,,,,,,,,,Normal value,Percentage of households (%),,14.0
2021/22,,,,,,Asian/Asian British,Chinese,,,,,,,,,,,,,Normal value,Percentage of households (%),,2.0
2021/22,,,,,,Asian/Asian British,Any other Asian background,,,,,,,,,,,,,Normal value,Percentage of households (%),,8.0
2021/22,,,,,,Black/African/Caribbean/Black British,,,,,,,,,,,,,,Normal value,Percentage of households (%),,19.0
2021/22,,,,,,Other ethnic group,,,,,,,,,,,,,,Normal value,Percentage of households (%),,16.0
2021/22,,,,,,Other ethnic group,,,,,,,,,,,,,,Normal value,Percentage of households (%),,8.0
2021/22,,,,,,,,,,,,,,,In receipt of state support (benefit and/or Tax Credits),,,,,Normal value,Percentage of households (%),,9.0
2021/22,,,,,,,,,,,,,,,In receipt of benefit,,,,,Normal value,Percentage of households (%),,9.0
2021/22,,,,,,,,,,,,,,,In receipt of Tax Credits,,,,,Normal value,Percentage of households (%),,17.0
2021/22,,,,,,,,,,,,,,,In receipt of benefit,Income-related benefit,,,,Normal value,Percentage of households (%),,22.0
2021/22,,,,,,,,,,,,,,,In receipt of benefit,Non-income-related benefit,,,,Normal value,Percentage of households (%),,8.0
2021/22,,,,,,,,,,,,,,,In receipt of Tax Credits,Working Tax Credit,,,,Normal value,Percentage of households (%),,16.0
2021/22,,,,,,,,,,,,,,,In receipt of Tax Credits,Child Tax Credit,,,,Normal value,Percentage of households (%),,17.0
2021/22,,,,,,,,,,,,,,,,,Less than £200,,,Normal value,Percentage of households (%),,17.0
2021/22,,,,,,,,,,,,,,,,,More than £200 but less than £400,,,Normal value,Percentage of households (%),,12.0
2021/22,,,,,,,,,,,,,,,,,More than £400 but less than £600,,,Normal value,Percentage of households (%),,9.0
2021/22,,,,,,,,,,,,,,,,,More than £600 but less than £800,,,Normal value,Percentage of households (%),,6.0
2021/22,,,,,,,,,,,,,,,,,"More than £800 but less than £1,000",,,Normal value,Percentage of households (%),,4.0
2021/22,,,,,,,,,,,,,,,,,"£1,000 or more",,,Normal value,Percentage of households (%),,2.0
2021/22,,,,,,,,,,,,,,,,,,Occupier owned,,Normal value,Percentage of households (%),,2.0
2021/22,,,,,,,,,,,,,,,,,,Occupier owned,Owned outright,Normal value,Percentage of households (%),,1.0
2021/22,,,,,,,,,,,,,,,,,,Occupier owned,Buying with a mortgage,Normal value,Percentage of households (%),,2.0
2021/22,,,,,,,,,,,,,,,,,,Social rented,,Normal value,Percentage of households (%),,21.0
2021/22,,,,,,,,,,,,,,,,,,Private rented,,Normal value,Percentage of households (%),,11.0
2021/22,,,Working age,,,,,,,,,,,,,,,,,Normal value,Percentage of households (%),,9.0
2021/22,,,Working age,,,,,,,,,,,,,,,Occupier owned,,Normal value,Percentage of households (%),,2.0
2021/22,,,Working age,,,,,,,,,,,,,,,Occupier owned,Owned outright,Normal value,Percentage of households (%),,2.0
2021/22,,,Working age,,,,,,,,,,,,,,,Occupier owned,Buying with a mortgage,Normal value,Percentage of households (%),,2.0
2021/22,,,Working age,,,,,,,,,,,,,,,Social rented,,Normal value,Percentage of households (%),,27.0
2021/22,,,Working age,,,,,,,,,,,,,,,Private rented,,Normal value,Percentage of households (%),,11.0
2021/22,,,State Pension age,,,,,,,,,,,,,,,,,Normal value,Percentage of households (%),,2.0
2021/22,,,State Pension age,,,,,,,,,,,,,,,Occupier owned,,Normal value,Percentage of households (%),,1.0
2021/22,,,State Pension age,,,,,,,,,,,,,,,Occupier owned,Owned outright,Normal value,Percentage of households (%),,1.0
2021/22,,,State Pension age,,,,,,,,,,,,,,,Occupier owned,Buying with a mortgage,Normal value,Percentage of households (%),,1.0
2021/22,,,State Pension age,,,,,,,,,,,,,,,Social rented,,Normal value,Percentage of households (%),,5.0
2021/22,,,State Pension age,,,,,,,,,,,,,,,Private rented,,Normal value,Percentage of households (%),,5.0
