Year,Units,Urbanisation,Household composition,Age of oldest person,Age of youngest person,Income quintile,Living in poverty,Economic activity,Disability status,Ethnicity of household reference person (HRP),Length of residence,Sub-national area,Decent homes criteria,Value
2008,Percentage (%),,Couple 60 or over,,,,,,,,,,Modern facilities and services,2.54802234736
2008,Percentage (%),,Couple with children,,,,,,,,,,Modern facilities and services,1.99239860297
2008,Percentage (%),,Lone parent,,,,,,,,,,Modern facilities and services,3.63663546079
2008,Percentage (%),,Multi-person household,,,,,,,,,,Modern facilities and services,4.33873022203
2008,Percentage (%),,One person under 60,,,,,,,,,,Modern facilities and services,4.61518298116
2008,Percentage (%),,One person 60 or over,,,,,,,,,,Modern facilities and services,6.08844080519
2008,Percentage (%),,,59 and under,,,,,,,,,Modern facilities and services,2.81160329913
2008,Percentage (%),,,60 and over,,,,,,,,,Modern facilities and services,4.26135220934
2008,Percentage (%),,,75 and over,,,,,,,,,Modern facilities and services,5.92457518462
2008,Percentage (%),,,,4 and under,,,,,,,,Modern facilities and services,2.30413609325
2008,Percentage (%),,,,15 and under,,,,,,,,Modern facilities and services,2.47682806461
2008,Percentage (%),,,,16 and over,,,,,,,,Modern facilities and services,3.65252780072
2008,Percentage (%),,,,,1st quintile (lowest),,,,,,,Modern facilities and services,5.01057375177
2008,Percentage (%),,,,,2nd quintile,,,,,,,Modern facilities and services,4.64380343557
2008,Percentage (%),,,,,3rd quintile,,,,,,,Modern facilities and services,3.3514232326
2008,Percentage (%),,,,,4th quintile,,,,,,,Modern facilities and services,2.03668984435
2008,Percentage (%),,,,,5th quintile (highest),,,,,,,Modern facilities and services,1.63346725236
2008,Percentage (%),,,,,,In poverty,,,,,,Modern facilities and services,5.1778951115
2008,Percentage (%),,,,,,Not in poverty,,,,,,Modern facilities and services,2.94146514354
2008,Percentage (%),,,,,,,Workless household,,,,,Modern facilities and services,4.53311245789
2008,Percentage (%),,,,,,,Working household,,,,,Modern facilities and services,2.50829956707
2008,Percentage (%),,,,,,,,Long-term illness/disability,,,,Modern facilities and services,3.84586854272
2008,Percentage (%),,,,,,,,No long-term illness/disability,,,,Modern facilities and services,3.12468330195
2008,Percentage (%),,,,,,,,,White,,,Modern facilities and services,3.12530377323
2008,Percentage (%),,,,,,,,,Black,,,Modern facilities and services,6.80589700657
2008,Percentage (%),,,,,,,,,Asian,,,Modern facilities and services,3.80724382172
2008,Percentage (%),,,,,,,,,Other,,,Modern facilities and services,6.4269086738
2008,Percentage (%),,,,,,,,,All minority,,,Modern facilities and services,5.46200897856
2008,Percentage (%),,,,,,,,,,Less than 1 year,,Modern facilities and services,1.8426979505
2008,Percentage (%),,,,,,,,,,1-4 years,,Modern facilities and services,2.34426252526
2008,Percentage (%),,,,,,,,,,5-9 years,,Modern facilities and services,2.84828490144
2008,Percentage (%),,,,,,,,,,10-19 years,,Modern facilities and services,3.20953952977
2008,Percentage (%),,,,,,,,,,20-29 years,,Modern facilities and services,3.87277727854
2008,Percentage (%),,,,,,,,,,30 or more years,,Modern facilities and services,6.70356183948
2008,Percentage (%),,,,,,,,,,,North,Modern facilities and services,2.4589770494
2008,Percentage (%),,,,,,,,,,,South East,Modern facilities and services,3.71483928112
2008,Percentage (%),,,,,,,,,,,Rest of England,Modern facilities and services,3.52306280199
2009,Percentage (%),,,,,,,,,,,,Modern facilities and services,3.092784151368432
2009,Percentage (%),City centre,,,,,,,,,,,Modern facilities and services,10.22015180356735
2009,Percentage (%),Other urban centre,,,,,,,,,,,Modern facilities and services,4.240026854260095
2009,Percentage (%),Suburban residential,,,,,,,,,,,Modern facilities and services,2.484089023838257
2009,Percentage (%),Rural residential,,,,,,,,,,,Modern facilities and services,1.95963460575822
2009,Percentage (%),Village centre,,,,,,,,,,,Modern facilities and services,3.357981854559938
2009,Percentage (%),Rural,,,,,,,,,,,Modern facilities and services,3.653810395995392
2009,Percentage (%),All city and urban centres,,,,,,,,,,,Modern facilities and services,5.199844867290769
2009,Percentage (%),Suburban residential,,,,,,,,,,,Modern facilities and services,2.484089023838257
2009,Percentage (%),All rural areas,,,,,,,,,,,Modern facilities and services,2.532938910709615
2009,Percentage (%),,Couple under 60,,,,,,,,,,Modern facilities and services,1.50641465358
2009,Percentage (%),,Couple 60 or over,,,,,,,,,,Modern facilities and services,2.25026741051
2009,Percentage (%),,Couple with children,,,,,,,,,,Modern facilities and services,1.55598161359
2009,Percentage (%),,Lone parent,,,,,,,,,,Modern facilities and services,3.8089240798
2009,Percentage (%),,Multi-person household,,,,,,,,,,Modern facilities and services,4.23928736287
2009,Percentage (%),,One person under 60,,,,,,,,,,Modern facilities and services,4.57042965534
2009,Percentage (%),,One person 60 or over,,,,,,,,,,Modern facilities and services,5.75024456623
2009,Percentage (%),,,59 and under,,,,,,,,,Modern facilities and services,2.59902786312
2009,Percentage (%),,,60 and over,,,,,,,,,Modern facilities and services,3.82807750312
2009,Percentage (%),,,75 and over,,,,,,,,,Modern facilities and services,5.53752640551
2009,Percentage (%),,,,4 and under,,,,,,,,Modern facilities and services,2.46446563217
2009,Percentage (%),,,,15 and under,,,,,,,,Modern facilities and services,2.17669671013
2009,Percentage (%),,,,16 and over,,,,,,,,Modern facilities and services,3.38318949431
2009,Percentage (%),,,,,1st quintile (lowest),,,,,,,Modern facilities and services,4.75763689761
2009,Percentage (%),,,,,2nd quintile,,,,,,,Modern facilities and services,4.02347983156
2009,Percentage (%),,,,,3rd quintile,,,,,,,Modern facilities and services,3.51140046047
2009,Percentage (%),,,,,4th quintile,,,,,,,Modern facilities and services,1.40798237863
2009,Percentage (%),,,,,5th quintile (highest),,,,,,,Modern facilities and services,1.47074512537
2009,Percentage (%),,,,,,In poverty,,,,,,Modern facilities and services,4.94509825434
2009,Percentage (%),,,,,,Not in poverty,,,,,,Modern facilities and services,2.63768717492
2009,Percentage (%),,,,,,,Workless household,,,,,Modern facilities and services,4.20837890915
2009,Percentage (%),,,,,,,Working household,,,,,Modern facilities and services,2.2078142483
2009,Percentage (%),,,,,,,,Long-term illness/disability,,,,Modern facilities and services,3.52962651245
2009,Percentage (%),,,,,,,,No long-term illness/disability,,,,Modern facilities and services,2.79282930644
2009,Percentage (%),,,,,,,,,White,,,Modern facilities and services,2.91763497973
2009,Percentage (%),,,,,,,,,Black,,,Modern facilities and services,5.49547997729
2009,Percentage (%),,,,,,,,,Asian,,,Modern facilities and services,3.23532122776
2009,Percentage (%),,,,,,,,,Other,,,Modern facilities and services,4.35179643016
2009,Percentage (%),,,,,,,,,All minority,,,Modern facilities and services,4.23220292074
2009,Percentage (%),,,,,,,,,,Less than 1 year,,Modern facilities and services,2.27011991051
2009,Percentage (%),,,,,,,,,,1-4 years,,Modern facilities and services,2.26814847872
2009,Percentage (%),,,,,,,,,,5-9 years,,Modern facilities and services,2.29117763074
2009,Percentage (%),,,,,,,,,,10-19 years,,Modern facilities and services,2.47119140774
2009,Percentage (%),,,,,,,,,,20-29 years,,Modern facilities and services,2.78260121408
2009,Percentage (%),,,,,,,,,,30 or more years,,Modern facilities and services,7.2828575532
2009,Percentage (%),,,,,,,,,,,North,Modern facilities and services,2.57139090253
2009,Percentage (%),,,,,,,,,,,South East,Modern facilities and services,3.88792097245
2009,Percentage (%),,,,,,,,,,,Rest of England,Modern facilities and services,2.88537664279
2010,Percentage (%),,,,,,,,,,,,Modern facilities and services,2.34
2010,Percentage (%),City centre,,,,,,,,,,,Modern facilities and services,6.621
2010,Percentage (%),Other urban centre,,,,,,,,,,,Modern facilities and services,3.093
2010,Percentage (%),Suburban residential,,,,,,,,,,,Modern facilities and services,1.924
2010,Percentage (%),Rural residential,,,,,,,,,,,Modern facilities and services,1.713
2010,Percentage (%),All city and urban centres,,,,,,,,,,,Modern facilities and services,3.677
2010,Percentage (%),Suburban residential,,,,,,,,,,,Modern facilities and services,1.924
2010,Percentage (%),All rural areas,,,,,,,,,,,Modern facilities and services,2.185
2010,Percentage (%),,Couple under 60,,,,,,,,,,Modern facilities and services,1.459
2010,Percentage (%),,Couple 60 or over,,,,,,,,,,Modern facilities and services,1.853
2010,Percentage (%),,Couple with children,,,,,,,,,,Modern facilities and services,0.872
2010,Percentage (%),,Lone parent,,,,,,,,,,Modern facilities and services,2.75
2010,Percentage (%),,Multi-person household,,,,,,,,,,Modern facilities and services,3.53
2010,Percentage (%),,One person under 60,,,,,,,,,,Modern facilities and services,3.473
2010,Percentage (%),,One person 60 or over,,,,,,,,,,Modern facilities and services,4.142
2010,Percentage (%),,,59 and under,,,,,,,,,Modern facilities and services,1.856
2010,Percentage (%),,,60 and over,,,,,,,,,Modern facilities and services,3.054
2010,Percentage (%),,,75 and over,,,,,,,,,Modern facilities and services,4.378
2010,Percentage (%),,,,4 and under,,,,,,,,Modern facilities and services,1.848
2010,Percentage (%),,,,15 and under,,,,,,,,Modern facilities and services,1.414
2010,Percentage (%),,,,16 and over,,,,,,,,Modern facilities and services,2.65
2010,Percentage (%),,,,,1st quintile (lowest),,,,,,,Modern facilities and services,3.424
2010,Percentage (%),,,,,2nd quintile,,,,,,,Modern facilities and services,2.627
2010,Percentage (%),,,,,3rd quintile,,,,,,,Modern facilities and services,2.874
2010,Percentage (%),,,,,4th quintile,,,,,,,Modern facilities and services,1.368
2010,Percentage (%),,,,,5th quintile (highest),,,,,,,Modern facilities and services,1.208
2010,Percentage (%),,,,,,In poverty,,,,,,Modern facilities and services,3.583
2010,Percentage (%),,,,,,Not in poverty,,,,,,Modern facilities and services,2.042
2010,Percentage (%),,,,,,,Workless household,,,,,Modern facilities and services,2.984
2010,Percentage (%),,,,,,,Working household,,,,,Modern facilities and services,1.731
2010,Percentage (%),,,,,,,,Long-term illness/disability,,,,Modern facilities and services,2.88
2010,Percentage (%),,,,,,,,No long-term illness/disability,,,,Modern facilities and services,2.065
2010,Percentage (%),,,,,,,,,White,,,Modern facilities and services,2.299
2010,Percentage (%),,,,,,,,,All minority,,,Modern facilities and services,2.295
2010,Percentage (%),,,,,,,,,,1-4 years,,Modern facilities and services,1.65
2010,Percentage (%),,,,,,,,,,5-9 years,,Modern facilities and services,1.724
2010,Percentage (%),,,,,,,,,,10-19 years,,Modern facilities and services,1.551
2010,Percentage (%),,,,,,,,,,20-29 years,,Modern facilities and services,2.151
2010,Percentage (%),,,,,,,,,,30 or more years,,Modern facilities and services,5.796
2010,Percentage (%),,,,,,,,,,,North,Modern facilities and services,2.107
2010,Percentage (%),,,,,,,,,,,South East,Modern facilities and services,2.652
2010,Percentage (%),,,,,,,,,,,Rest of England,Modern facilities and services,2.28
2011,Percentage (%),,,,,,,,,,,,Modern facilities and services,1.648
2011,Percentage (%),Other urban centre,,,,,,,,,,,Modern facilities and services,2.829
2011,Percentage (%),Suburban residential,,,,,,,,,,,Modern facilities and services,1.207
2011,Percentage (%),All city and urban centres,,,,,,,,,,,Modern facilities and services,2.902
2011,Percentage (%),Suburban residential,,,,,,,,,,,Modern facilities and services,1.207
2011,Percentage (%),All rural areas,,,,,,,,,,,Modern facilities and services,1.753
2011,Percentage (%),,Couple under 60,,,,,,,,,,Modern facilities and services,1.192
2011,Percentage (%),,One person under 60,,,,,,,,,,Modern facilities and services,2.534
2011,Percentage (%),,One person 60 or over,,,,,,,,,,Modern facilities and services,2.431
2011,Percentage (%),,,59 and under,,,,,,,,,Modern facilities and services,1.353
2011,Percentage (%),,,60 and over,,,,,,,,,Modern facilities and services,1.953
2011,Percentage (%),,,75 and over,,,,,,,,,Modern facilities and services,2.759
2011,Percentage (%),,,,15 and under,,,,,,,,Modern facilities and services,0.899
2011,Percentage (%),,,,16 and over,,,,,,,,Modern facilities and services,1.848
2011,Percentage (%),,,,,1st quintile (lowest),,,,,,,Modern facilities and services,1.943
2011,Percentage (%),,,,,2nd quintile,,,,,,,Modern facilities and services,2.205
2011,Percentage (%),,,,,3rd quintile,,,,,,,Modern facilities and services,1.911
2011,Percentage (%),,,,,,In poverty,,,,,,Modern facilities and services,1.815
2011,Percentage (%),,,,,,Not in poverty,,,,,,Modern facilities and services,1.535
2011,Percentage (%),,,,,,,Workless household,,,,,Modern facilities and services,1.927
2011,Percentage (%),,,,,,,Working household,,,,,Modern facilities and services,1.275
2011,Percentage (%),,,,,,,,Long-term illness/disability,,,,Modern facilities and services,1.967
2011,Percentage (%),,,,,,,,No long-term illness/disability,,,,Modern facilities and services,1.411
2011,Percentage (%),,,,,,,,,White,,,Modern facilities and services,1.528
2011,Percentage (%),,,,,,,,,All minority,,,Modern facilities and services,2.0
2011,Percentage (%),,,,,,,,,,1-4 years,,Modern facilities and services,1.514
2011,Percentage (%),,,,,,,,,,5-9 years,,Modern facilities and services,1.251
2011,Percentage (%),,,,,,,,,,10-19 years,,Modern facilities and services,0.838
2011,Percentage (%),,,,,,,,,,20-29 years,,Modern facilities and services,1.917
2011,Percentage (%),,,,,,,,,,30 or more years,,Modern facilities and services,3.306
2011,Percentage (%),,,,,,,,,,,North,Modern facilities and services,1.166
2011,Percentage (%),,,,,,,,,,,South East,Modern facilities and services,2.016
2011,Percentage (%),,,,,,,,,,,Rest of England,Modern facilities and services,1.725
2012,Percentage (%),,,,,,,,,,,,Modern facilities and services,1.656
2012,Percentage (%),City centre,,,,,,,,,,,Modern facilities and services,3.157
2012,Percentage (%),Other urban centre,,,,,,,,,,,Modern facilities and services,3.102
2012,Percentage (%),Suburban residential,,,,,,,,,,,Modern facilities and services,1.166
2012,Percentage (%),Rural residential,,,,,,,,,,,Modern facilities and services,1.431
2012,Percentage (%),Village centre,,,,,,,,,,,Modern facilities and services,2.227
2012,Percentage (%),Rural,,,,,,,,,,,Modern facilities and services,1.805
2012,Percentage (%),All city and urban centres,,,,,,,,,,,Modern facilities and services,3.11
2012,Percentage (%),Suburban residential,,,,,,,,,,,Modern facilities and services,1.166
2012,Percentage (%),All rural areas,,,,,,,,,,,Modern facilities and services,1.686
2012,Percentage (%),,Couple under 60,,,,,,,,,,Modern facilities and services,0.718
2012,Percentage (%),,Couple 60 or over,,,,,,,,,,Modern facilities and services,1.639
2012,Percentage (%),,Couple with children,,,,,,,,,,Modern facilities and services,0.717
2012,Percentage (%),,Lone parent,,,,,,,,,,Modern facilities and services,0.959
2012,Percentage (%),,Multi-person household,,,,,,,,,,Modern facilities and services,2.265
2012,Percentage (%),,One person under 60,,,,,,,,,,Modern facilities and services,2.688
2012,Percentage (%),,One person 60 or over,,,,,,,,,,Modern facilities and services,2.836
2012,Percentage (%),,,59 and under,,,,,,,,,Modern facilities and services,1.282
2012,Percentage (%),,,60 and over,,,,,,,,,Modern facilities and services,2.063
2012,Percentage (%),,,75 and over,,,,,,,,,Modern facilities and services,2.674
2012,Percentage (%),,,,4 and under,,,,,,,,Modern facilities and services,0.514
2012,Percentage (%),,,,15 and under,,,,,,,,Modern facilities and services,0.812
2012,Percentage (%),,,,16 and over,,,,,,,,Modern facilities and services,1.887
2012,Percentage (%),,,,,1st quintile (lowest),,,,,,,Modern facilities and services,2.304
2012,Percentage (%),,,,,2nd quintile,,,,,,,Modern facilities and services,2.122
2012,Percentage (%),,,,,3rd quintile,,,,,,,Modern facilities and services,1.857
2012,Percentage (%),,,,,4th quintile,,,,,,,Modern facilities and services,0.851
2012,Percentage (%),,,,,5th quintile (highest),,,,,,,Modern facilities and services,0.805
2012,Percentage (%),,,,,,In poverty,,,,,,Modern facilities and services,2.424
2012,Percentage (%),,,,,,Not in poverty,,,,,,Modern facilities and services,1.44
2012,Percentage (%),,,,,,,Workless household,,,,,Modern facilities and services,2.276
2012,Percentage (%),,,,,,,Working household,,,,,Modern facilities and services,1.062
2012,Percentage (%),,,,,,,,Long-term illness/disability,,,,Modern facilities and services,2.085
2012,Percentage (%),,,,,,,,No long-term illness/disability,,,,Modern facilities and services,1.366
2012,Percentage (%),,,,,,,,,White,,,Modern facilities and services,1.463
2012,Percentage (%),,,,,,,,,Black,,,Modern facilities and services,2.425
2012,Percentage (%),,,,,,,,,Asian,,,Modern facilities and services,2.633
2012,Percentage (%),,,,,,,,,Other,,,Modern facilities and services,2.226
2012,Percentage (%),,,,,,,,,All minority,,,Modern facilities and services,2.472
2012,Percentage (%),,,,,,,,,,Less than 1 year,,Modern facilities and services,0.799
2012,Percentage (%),,,,,,,,,,1-4 years,,Modern facilities and services,1.656
2012,Percentage (%),,,,,,,,,,5-9 years,,Modern facilities and services,0.981
2012,Percentage (%),,,,,,,,,,10-19 years,,Modern facilities and services,1.124
2012,Percentage (%),,,,,,,,,,20-29 years,,Modern facilities and services,1.796
2012,Percentage (%),,,,,,,,,,30 or more years,,Modern facilities and services,3.267
2012,Percentage (%),,,,,,,,,,,North,Modern facilities and services,1.094
2012,Percentage (%),,,,,,,,,,,South East,Modern facilities and services,1.778
2012,Percentage (%),,,,,,,,,,,Rest of England,Modern facilities and services,1.965
2013,Percentage (%),,,,,,,,,,,,Modern facilities and services,1.906077123543898
2013,Percentage (%),City centre,,,,,,,,,,,Modern facilities and services,5.927326583010081
2013,Percentage (%),Other urban centre,,,,,,,,,,,Modern facilities and services,3.578637084601605
2013,Percentage (%),Suburban residential,,,,,,,,,,,Modern facilities and services,1.477913120879
2013,Percentage (%),Rural residential,,,,,,,,,,,Modern facilities and services,0.7045264466104412
2013,Percentage (%),Rural,,,,,,,,,,,Modern facilities and services,1.753365159269266
2013,Percentage (%),All city and urban centres,,,,,,,,,,,Modern facilities and services,3.917079798861697
2013,Percentage (%),Suburban residential,,,,,,,,,,,Modern facilities and services,1.477913120879
2013,Percentage (%),All rural areas,,,,,,,,,,,Modern facilities and services,0.9410173642835272
2013,Percentage (%),,Couple under 60,,,,,,,,,,Modern facilities and services,1.08504257903
2013,Percentage (%),,Couple 60 or over,,,,,,,,,,Modern facilities and services,1.18633321768
2013,Percentage (%),,Couple with children,,,,,,,,,,Modern facilities and services,0.766619592233
2013,Percentage (%),,Lone parent,,,,,,,,,,Modern facilities and services,1.44913353521
2013,Percentage (%),,Multi-person household,,,,,,,,,,Modern facilities and services,1.85863562534
2013,Percentage (%),,One person under 60,,,,,,,,,,Modern facilities and services,3.25814886954
2013,Percentage (%),,One person 60 or over,,,,,,,,,,Modern facilities and services,4.39839578867
2013,Percentage (%),,,59 and under,,,,,,,,,Modern facilities and services,1.55639436363
2013,Percentage (%),,,60 and over,,,,,,,,,Modern facilities and services,2.44813649286
2013,Percentage (%),,,75 and over,,,,,,,,,Modern facilities and services,3.35901467396
2013,Percentage (%),,,,4 and under,,,,,,,,Modern facilities and services,1.00683994528
2013,Percentage (%),,,,15 and under,,,,,,,,Modern facilities and services,0.985330185942
2013,Percentage (%),,,,16 and over,,,,,,,,Modern facilities and services,2.2239063657
2013,Percentage (%),,,,,1st quintile (lowest),,,,,,,Modern facilities and services,3.60791854215
2013,Percentage (%),,,,,2nd quintile,,,,,,,Modern facilities and services,2.04757930328
2013,Percentage (%),,,,,3rd quintile,,,,,,,Modern facilities and services,2.27972580418
2013,Percentage (%),,,,,4th quintile,,,,,,,Modern facilities and services,1.01758221776
2013,Percentage (%),,,,,5th quintile (highest),,,,,,,Modern facilities and services,0.733363480871
2013,Percentage (%),,,,,,In poverty,,,,,,Modern facilities and services,3.83165620594
2013,Percentage (%),,,,,,Not in poverty,,,,,,Modern facilities and services,1.60265835725
2013,Percentage (%),,,,,,,Workless household,,,,,Modern facilities and services,3.73025485778
2013,Percentage (%),,,,,,,Working household,,,,,Modern facilities and services,1.01035427257
2013,Percentage (%),,,,,,,,Long-term illness/disability,,,,Modern facilities and services,2.49335727529
2013,Percentage (%),,,,,,,,No long-term illness/disability,,,,Modern facilities and services,1.62010015314
2013,Percentage (%),,,,,,,,,White,,,Modern facilities and services,1.83276014747
2013,Percentage (%),,,,,,,,,Black,,,Modern facilities and services,2.12079557061
2013,Percentage (%),,,,,,,,,Asian,,,Modern facilities and services,1.89645261765
2013,Percentage (%),,,,,,,,,Other,,,Modern facilities and services,3.72405703554
2013,Percentage (%),,,,,,,,,All minority,,,Modern facilities and services,2.41103405596
2013,Percentage (%),,,,,,,,,,Less than 1 year,,Modern facilities and services,1.33398576353
2013,Percentage (%),,,,,,,,,,1-4 years,,Modern facilities and services,1.65994992912
2013,Percentage (%),,,,,,,,,,5-9 years,,Modern facilities and services,1.13911549733
2013,Percentage (%),,,,,,,,,,10-19 years,,Modern facilities and services,1.39789008628
2013,Percentage (%),,,,,,,,,,20-29 years,,Modern facilities and services,2.36293289993
2013,Percentage (%),,,,,,,,,,30 or more years,,Modern facilities and services,3.99163222516
2013,Percentage (%),,,,,,,,,,,North,Modern facilities and services,1.23720171439
2013,Percentage (%),,,,,,,,,,,South East,Modern facilities and services,2.34201513929
2013,Percentage (%),,,,,,,,,,,Rest of England,Modern facilities and services,2.05416277048
2014,Percentage (%),,,,,,,,,,,,Modern facilities and services,2.032198005121823
2014,Percentage (%),City centre,,,,,,,,,,,Modern facilities and services,5.401597363615372
2014,Percentage (%),Other urban centre,,,,,,,,,,,Modern facilities and services,3.734639327574452
2014,Percentage (%),Suburban residential,,,,,,,,,,,Modern facilities and services,1.51363727885293
2014,Percentage (%),Rural residential,,,,,,,,,,,Modern facilities and services,0.8562176671528229
2014,Percentage (%),Village centre,,,,,,,,,,,Modern facilities and services,1.558994786429379
2014,Percentage (%),Rural,,,,,,,,,,,Modern facilities and services,3.506336164649373
2014,Percentage (%),All city and urban centres,,,,,,,,,,,Modern facilities and services,3.984346074845479
2014,Percentage (%),Suburban residential,,,,,,,,,,,Modern facilities and services,1.51363727885293
2014,Percentage (%),All rural areas,,,,,,,,,,,Modern facilities and services,1.40360301333396
2014,Percentage (%),,Couple under 60,,,,,,,,,,Modern facilities and services,1.56128370044
2014,Percentage (%),,Couple 60 or over,,,,,,,,,,Modern facilities and services,1.47310099033
2014,Percentage (%),,Couple with children,,,,,,,,,,Modern facilities and services,0.931264463687
2014,Percentage (%),,Lone parent,,,,,,,,,,Modern facilities and services,1.61842520667
2014,Percentage (%),,Multi-person household,,,,,,,,,,Modern facilities and services,1.46722455845
2014,Percentage (%),,One person under 60,,,,,,,,,,Modern facilities and services,3.12808060193
2014,Percentage (%),,One person 60 or over,,,,,,,,,,Modern facilities and services,4.69068165477
2014,Percentage (%),,,59 and under,,,,,,,,,Modern facilities and services,1.58627011336
2014,Percentage (%),,,60 and over,,,,,,,,,Modern facilities and services,2.82092251921
2014,Percentage (%),,,75 and over,,,,,,,,,Modern facilities and services,4.08726159732
2014,Percentage (%),,,,4 and under,,,,,,,,Modern facilities and services,1.32343498055
2014,Percentage (%),,,,15 and under,,,,,,,,Modern facilities and services,1.00973072517
2014,Percentage (%),,,,16 and over,,,,,,,,Modern facilities and services,2.44671891196
2014,Percentage (%),,,,,1st quintile (lowest),,,,,,,Modern facilities and services,3.58862264342
2014,Percentage (%),,,,,2nd quintile,,,,,,,Modern facilities and services,2.13580918875
2014,Percentage (%),,,,,3rd quintile,,,,,,,Modern facilities and services,2.98589156688
2014,Percentage (%),,,,,4th quintile,,,,,,,Modern facilities and services,1.32204813626
2014,Percentage (%),,,,,5th quintile (highest),,,,,,,Modern facilities and services,0.542899438282
2014,Percentage (%),,,,,,In poverty,,,,,,Modern facilities and services,3.926604754
2014,Percentage (%),,,,,,Not in poverty,,,,,,Modern facilities and services,1.77937542309
2014,Percentage (%),,,,,,,Workless household,,,,,Modern facilities and services,4.70913736784
2014,Percentage (%),,,,,,,Working household,,,,,Modern facilities and services,1.08345145204
2014,Percentage (%),,,,,,,,Long-term illness/disability,,,,Modern facilities and services,2.79932541866
2014,Percentage (%),,,,,,,,No long-term illness/disability,,,,Modern facilities and services,1.70457071284
2014,Percentage (%),,,,,,,,,White,,,Modern facilities and services,1.99949749616
2014,Percentage (%),,,,,,,,,Black,,,Modern facilities and services,2.97122809556
2014,Percentage (%),,,,,,,,,Asian,,,Modern facilities and services,1.76982553918
2014,Percentage (%),,,,,,,,,Other,,,Modern facilities and services,3.61851971076
2014,Percentage (%),,,,,,,,,All minority,,,Modern facilities and services,2.62108117173
2014,Percentage (%),,,,,,,,,,Less than 1 year,,Modern facilities and services,1.9714794115
2014,Percentage (%),,,,,,,,,,1-4 years,,Modern facilities and services,1.21547140041
2014,Percentage (%),,,,,,,,,,5-9 years,,Modern facilities and services,1.16263074038
2014,Percentage (%),,,,,,,,,,10-19 years,,Modern facilities and services,1.397548632
2014,Percentage (%),,,,,,,,,,20-29 years,,Modern facilities and services,2.51815251099
2014,Percentage (%),,,,,,,,,,30 or more years,,Modern facilities and services,5.27255266543
2014,Percentage (%),,,,,,,,,,,North,Modern facilities and services,1.02967833722
2014,Percentage (%),,,,,,,,,,,South East,Modern facilities and services,3.05559704728
2014,Percentage (%),,,,,,,,,,,Rest of England,Modern facilities and services,1.97880026118
2015,Percentage (%),,,,,,,,,,,,Modern facilities and services,1.598062197045738
2015,Percentage (%),City centre,,,,,,,,,,,Modern facilities and services,4.585668735582316
2015,Percentage (%),Other urban centre,,,,,,,,,,,Modern facilities and services,2.426104116674966
2015,Percentage (%),Suburban residential,,,,,,,,,,,Modern facilities and services,1.184678654025345
2015,Percentage (%),Rural residential,,,,,,,,,,,Modern facilities and services,0.9387702126043073
2015,Percentage (%),Village centre,,,,,,,,,,,Modern facilities and services,2.009791454059421
2015,Percentage (%),Rural,,,,,,,,,,,Modern facilities and services,3.694035119246269
2015,Percentage (%),All city and urban centres,,,,,,,,,,,Modern facilities and services,2.799513931124387
2015,Percentage (%),Suburban residential,,,,,,,,,,,Modern facilities and services,1.184678654025345
2015,Percentage (%),All rural areas,,,,,,,,,,,Modern facilities and services,1.605463226080388
2015,Percentage (%),,Couple under 60,,,,,,,,,,Modern facilities and services,1.01449181022
2015,Percentage (%),,Couple 60 or over,,,,,,,,,,Modern facilities and services,1.50501944002
2015,Percentage (%),,Couple with children,,,,,,,,,,Modern facilities and services,0.828133874301
2015,Percentage (%),,Lone parent,,,,,,,,,,Modern facilities and services,1.88799718821
2015,Percentage (%),,Multi-person household,,,,,,,,,,Modern facilities and services,1.96738413947
2015,Percentage (%),,One person under 60,,,,,,,,,,Modern facilities and services,2.31296931492
2015,Percentage (%),,One person 60 or over,,,,,,,,,,Modern facilities and services,2.78817672379
2015,Percentage (%),,,59 and under,,,,,,,,,Modern facilities and services,1.26714939852
2015,Percentage (%),,,60 and over,,,,,,,,,Modern facilities and services,2.17708446296
2015,Percentage (%),,,75 and over,,,,,,,,,Modern facilities and services,3.35733129704
2015,Percentage (%),,,,4 and under,,,,,,,,Modern facilities and services,1.01685530958
2015,Percentage (%),,,,15 and under,,,,,,,,Modern facilities and services,1.03531513087
2015,Percentage (%),,,,16 and over,,,,,,,,Modern facilities and services,1.8397871552
2015,Percentage (%),,,,,1st quintile (lowest),,,,,,,Modern facilities and services,2.31567594807
2015,Percentage (%),,,,,2nd quintile,,,,,,,Modern facilities and services,1.64176621055
2015,Percentage (%),,,,,3rd quintile,,,,,,,Modern facilities and services,2.35228953132
2015,Percentage (%),,,,,4th quintile,,,,,,,Modern facilities and services,1.15219686904
2015,Percentage (%),,,,,5th quintile (highest),,,,,,,Modern facilities and services,0.749945473993
2015,Percentage (%),,,,,,In poverty,,,,,,Modern facilities and services,2.82684079695
2015,Percentage (%),,,,,,Not in poverty,,,,,,Modern facilities and services,1.42552256529
2015,Percentage (%),,,,,,,Workless household,,,,,Modern facilities and services,3.51895871283
2015,Percentage (%),,,,,,,Working household,,,,,Modern facilities and services,1.04443974527
2015,Percentage (%),,,,,,,,Long-term illness/disability,,,,Modern facilities and services,2.11331632108
2015,Percentage (%),,,,,,,,No long-term illness/disability,,,,Modern facilities and services,1.3908545093
2015,Percentage (%),,,,,,,,,White,,,Modern facilities and services,1.53897850861
2015,Percentage (%),,,,,,,,,Black,,,Modern facilities and services,3.02458428929
