Year,Series,Region,Local authority,Sex,Unit measure,Observation status,GeoCode,Value
2019 to 2020,All state-funded schools,South East,Windsor and Maidenhead,,Percentage (%),Normal value,E12000008,95.4031
2019 to 2020,All state-funded schools,South East,Wokingham,,Percentage (%),Normal value,E12000008,98.2311
2019 to 2020,All state-funded schools,South East,,,Percentage (%),Normal value,E12000008,96.0775
2019 to 2020,All state-funded schools,South West,Bath and North East Somerset,,Percentage (%),Normal value,E12000009,99.1972
2019 to 2020,All state-funded schools,South West,"Bournemouth, Christchurch and Poole",,Percentage (%),Normal value,E12000009,96.8407
2019 to 2020,All state-funded schools,South West,"Bristol, City of",,Percentage (%),Normal value,E12000009,98.1702
2019 to 2020,All state-funded schools,South West,Cornwall,,Percentage (%),Normal value,E12000009,97.7379
2019 to 2020,All state-funded schools,South West,Devon,,Percentage (%),Normal value,E12000009,98.4284
2019 to 2020,All state-funded schools,South West,Dorset,,Percentage (%),Normal value,E12000009,96.9667
2019 to 2020,All state-funded schools,South West,Gloucestershire,,Percentage (%),Normal value,E12000009,98.5768
2019 to 2020,All state-funded schools,South West,Isles of Scilly,,Percentage (%),Normal value,E12000009,75.862
2019 to 2020,All state-funded schools,South West,North Somerset,,Percentage (%),Normal value,E12000009,98.9068
2019 to 2020,All state-funded schools,South West,Plymouth,,Percentage (%),Normal value,E12000009,97.5152
2019 to 2020,All state-funded schools,South West,Somerset,,Percentage (%),Normal value,E12000009,97.2921
2019 to 2020,All state-funded schools,South West,South Gloucestershire,,Percentage (%),Normal value,E12000009,99.4274
2019 to 2020,All state-funded schools,South West,Swindon,,Percentage (%),Normal value,E12000009,96.2616
2019 to 2020,All state-funded schools,South West,Torbay,,Percentage (%),Normal value,E12000009,97.4076
2019 to 2020,All state-funded schools,South West,Wiltshire,,Percentage (%),Normal value,E12000009,98.0497
2019 to 2020,All state-funded schools,South West,,,Percentage (%),Normal value,E12000009,97.9359
2019 to 2020,All state-funded schools,West Midlands,Birmingham,,Percentage (%),Normal value,E12000005,97.2974
2019 to 2020,All state-funded schools,West Midlands,Coventry,,Percentage (%),Normal value,E12000005,95.4663
2019 to 2020,All state-funded schools,West Midlands,Dudley,,Percentage (%),Normal value,E12000005,98.7108
2019 to 2020,All state-funded schools,West Midlands,"Herefordshire, County of",,Percentage (%),Normal value,E12000005,97.386
2019 to 2020,All state-funded schools,West Midlands,Sandwell,,Percentage (%),Normal value,E12000005,96.2824
2019 to 2020,All state-funded schools,West Midlands,Shropshire,,Percentage (%),Normal value,E12000005,98.9131
2019 to 2020,All state-funded schools,West Midlands,Solihull,,Percentage (%),Normal value,E12000005,95.9107
2019 to 2020,All state-funded schools,West Midlands,Staffordshire,,Percentage (%),Normal value,E12000005,98.0079
2019 to 2020,All state-funded schools,West Midlands,Stoke-on-Trent,,Percentage (%),Normal value,E12000005,96.9789
2019 to 2020,All state-funded schools,West Midlands,Telford and Wrekin,,Percentage (%),Normal value,E12000005,99.0555
2019 to 2020,All state-funded schools,West Midlands,Walsall,,Percentage (%),Normal value,E12000005,97.6744
2019 to 2020,All state-funded schools,West Midlands,Warwickshire,,Percentage (%),Normal value,E12000005,96.2201
2019 to 2020,All state-funded schools,West Midlands,Wolverhampton,,Percentage (%),Normal value,E12000005,95.1271
2019 to 2020,All state-funded schools,West Midlands,Worcestershire,,Percentage (%),Normal value,E12000005,98.318
2019 to 2020,All state-funded schools,West Midlands,,,Percentage (%),Normal value,E12000005,97.2347
2019 to 2020,All state-funded schools,Yorkshire and The Humber,Barnsley,,Percentage (%),Normal value,E12000003,98.4264
2019 to 2020,All state-funded schools,Yorkshire and The Humber,Bradford,,Percentage (%),Normal value,E12000003,97.2926
2019 to 2020,All state-funded schools,Yorkshire and The Humber,Calderdale,,Percentage (%),Normal value,E12000003,98.0582
2019 to 2020,All state-funded schools,Yorkshire and The Humber,Doncaster,,Percentage (%),Normal value,E12000003,97.2494
2019 to 2020,All state-funded schools,Yorkshire and The Humber,East Riding of Yorkshire,,Percentage (%),Normal value,E12000003,97.9794
2019 to 2020,All state-funded schools,Yorkshire and The Humber,"Kingston Upon Hull, City of",,Percentage (%),Normal value,E12000003,95.8563
2019 to 2020,All state-funded schools,Yorkshire and The Humber,Kirklees,,Percentage (%),Normal value,E12000003,98.5957
2019 to 2020,All state-funded schools,Yorkshire and The Humber,Leeds,,Percentage (%),Normal value,E12000003,98.6081
2019 to 2020,All state-funded schools,Yorkshire and The Humber,North East Lincolnshire,,Percentage (%),Normal value,E12000003,94.9367
2019 to 2020,All state-funded schools,Yorkshire and The Humber,North Lincolnshire,,Percentage (%),Normal value,E12000003,96.1565
2019 to 2020,All state-funded schools,Yorkshire and The Humber,North Yorkshire,,Percentage (%),Normal value,E12000003,99.4475
2019 to 2020,All state-funded schools,Yorkshire and The Humber,Rotherham,,Percentage (%),Normal value,E12000003,98.3383
2019 to 2020,All state-funded schools,Yorkshire and The Humber,Sheffield,,Percentage (%),Normal value,E12000003,98.5328
2019 to 2020,All state-funded schools,Yorkshire and The Humber,Wakefield,,Percentage (%),Normal value,E12000003,97.5842
2019 to 2020,All state-funded schools,Yorkshire and The Humber,York,,Percentage (%),Normal value,E12000003,99.1266
2019 to 2020,All state-funded schools,Yorkshire and The Humber,,,Percentage (%),Normal value,E12000003,98.0118
2019 to 2020,All state-funded schools,,,Female,Percentage (%),Normal value,,96.8801
2019 to 2020,All state-funded schools,,,Gender unclassified,Percentage (%),Normal value,,94.2163
2019 to 2020,All state-funded schools,,,Male,Percentage (%),Normal value,,95.923
2019 to 2020,All state-funded schools,,,,Percentage (%),Normal value,,96.6475
2019 to 2020,Nursery,East Midlands,,,Percentage (%),Normal value,E12000004,94.5054
2019 to 2020,Nursery,East of England,,,Percentage (%),Normal value,E12000006,96.6442
2019 to 2020,Nursery,Inner London,,,Percentage (%),Normal value,E13000001,99.5073
2019 to 2020,Nursery,North East,,,Percentage (%),Normal value,E12000001,98.6666
2019 to 2020,Nursery,North West,,,Percentage (%),Normal value,E12000002,99.0196
2019 to 2020,Nursery,Outer London,,,Percentage (%),Normal value,E13000002,97.4576
2019 to 2020,Nursery,South East,,,Percentage (%),Normal value,E12000008,97.5155
2019 to 2020,Nursery,South West,,,Percentage (%),Normal value,E12000009,98.913
2019 to 2020,Nursery,West Midlands,,,Percentage (%),Normal value,E12000005,95.1807
2019 to 2020,Nursery,Yorkshire and The Humber,,,Percentage (%),Normal value,E12000003,98.8505
2019 to 2020,Nursery,,,Female,Percentage (%),Normal value,,97.6525
2019 to 2020,Nursery,,,Male,Percentage (%),Normal value,,98.5294
2019 to 2020,Nursery,,,,Percentage (%),Normal value,,97.6968
2019 to 2020,Primary,,,Female,Percentage (%),Normal value,,97.8038863297588
2019 to 2020,Primary,,,Gender unclassified,Percentage (%),Normal value,,96.1612694194358
2019 to 2020,Primary,,,Male,Percentage (%),Normal value,,96.4573863625573
2019 to 2020,Primary,,,,Percentage (%),Normal value,,97.6121370975266
2019 to 2020,Primary,East Midlands,,,Percentage (%),Normal value,E12000004,98.17604812733
2019 to 2020,Primary,East of England,,,Percentage (%),Normal value,E12000006,96.3059185939924
2019 to 2020,Primary,Inner London,,,Percentage (%),Normal value,E13000001,94.5765074939003
2019 to 2020,Primary,North East,,,Percentage (%),Normal value,E12000001,99.339245348635
2019 to 2020,Primary,North West,,,Percentage (%),Normal value,E12000002,99.1769550803504
2019 to 2020,Primary,Outer London,,,Percentage (%),Normal value,E13000002,94.9116091215814
2019 to 2020,Primary,South East,,,Percentage (%),Normal value,E12000008,97.1366646808383
2019 to 2020,Primary,South West,,,Percentage (%),Normal value,E12000009,98.9110476485978
2019 to 2020,Primary,West Midlands,,,Percentage (%),Normal value,E12000005,98.4409430467834
2019 to 2020,Primary,Yorkshire and The Humber,,,Percentage (%),Normal value,E12000003,98.9023591087811
2019 to 2020,Secondary,East Midlands,,,Percentage (%),Normal value,E12000004,96.4127
2019 to 2020,Secondary,East of England,,,Percentage (%),Normal value,E12000006,94.8406
2019 to 2020,Secondary,Inner London,,,Percentage (%),Normal value,E13000001,93.5612
2019 to 2020,Secondary,North East,,,Percentage (%),Normal value,E12000001,98.2848
2019 to 2020,Secondary,North West,,,Percentage (%),Normal value,E12000002,98.2759
2019 to 2020,Secondary,Outer London,,,Percentage (%),Normal value,E13000002,94.6976
2019 to 2020,Secondary,South East,,,Percentage (%),Normal value,E12000008,95.8074
2019 to 2020,Secondary,South West,,,Percentage (%),Normal value,E12000009,97.4103
2019 to 2020,Secondary,West Midlands,,,Percentage (%),Normal value,E12000005,96.8229
2019 to 2020,Secondary,Yorkshire and The Humber,,,Percentage (%),Normal value,E12000003,97.6585
2019 to 2020,Secondary,,,Female,Percentage (%),Normal value,,96.308
2019 to 2020,Secondary,,,Gender unclassified,Percentage (%),Normal value,,91.9888
2019 to 2020,Secondary,,,Male,Percentage (%),Normal value,,96.5217
2019 to 2020,Secondary,,,,Percentage (%),Normal value,,96.3834
2020 to 2021,All state-funded schools,East Midlands,Derby,,Percentage (%),Normal value,E12000004,96.0595
2020 to 2021,All state-funded schools,East Midlands,Derbyshire,,Percentage (%),Normal value,E12000004,97.4446
2020 to 2021,All state-funded schools,East Midlands,Leicester,,Percentage (%),Normal value,E12000004,96.9186
2020 to 2021,All state-funded schools,East Midlands,Leicestershire,,Percentage (%),Normal value,E12000004,97.4837
2020 to 2021,All state-funded schools,East Midlands,Lincolnshire,,Percentage (%),Normal value,E12000004,96.6632
2020 to 2021,All state-funded schools,East Midlands,Northamptonshire,,Percentage (%),Normal value,E12000004,95.3215
2020 to 2021,All state-funded schools,East Midlands,Nottingham,,Percentage (%),Normal value,E12000004,96.9368
2020 to 2021,All state-funded schools,East Midlands,Nottinghamshire,,Percentage (%),Normal value,E12000004,98.247
2020 to 2021,All state-funded schools,East Midlands,Rutland,,Percentage (%),Normal value,E12000004,98.1132
2020 to 2021,All state-funded schools,East Midlands,,,Percentage (%),Normal value,E12000004,96.9486
2020 to 2021,All state-funded schools,East of England,Bedford,,Percentage (%),Normal value,E12000006,94.1939
2020 to 2021,All state-funded schools,East of England,Cambridgeshire,,Percentage (%),Normal value,E12000006,95.7145
2020 to 2021,All state-funded schools,East of England,Central Bedfordshire,,Percentage (%),Normal value,E12000006,93.4822
2020 to 2021,All state-funded schools,East of England,Essex,,Percentage (%),Normal value,E12000006,96.0885
2020 to 2021,All state-funded schools,East of England,Hertfordshire,,Percentage (%),Normal value,E12000006,96.0455
2020 to 2021,All state-funded schools,East of England,Luton,,Percentage (%),Normal value,E12000006,92.6005
2020 to 2021,All state-funded schools,East of England,Norfolk,,Percentage (%),Normal value,E12000006,95.4924
2020 to 2021,All state-funded schools,East of England,Peterborough,,Percentage (%),Normal value,E12000006,94.2291
2020 to 2021,All state-funded schools,East of England,Southend-on-Sea,,Percentage (%),Normal value,E12000006,92.7291
2020 to 2021,All state-funded schools,East of England,Suffolk,,Percentage (%),Normal value,E12000006,95.6115
2020 to 2021,All state-funded schools,East of England,Thurrock,,Percentage (%),Normal value,E12000006,92.0386
2020 to 2021,All state-funded schools,East of England,,,Percentage (%),Normal value,E12000006,95.2914
2020 to 2021,All state-funded schools,Inner London,Camden,,Percentage (%),Normal value,E13000001,96.4102
2020 to 2021,All state-funded schools,Inner London,City of London,,Percentage (%),Normal value,E13000001,73.0769
2020 to 2021,All state-funded schools,Inner London,Hackney,,Percentage (%),Normal value,E13000001,93.1404
2020 to 2021,All state-funded schools,Inner London,Hammersmith and Fulham,,Percentage (%),Normal value,E13000001,92.0136
2020 to 2021,All state-funded schools,Inner London,Haringey,,Percentage (%),Normal value,E13000001,94.1666
2020 to 2021,All state-funded schools,Inner London,Islington,,Percentage (%),Normal value,E13000001,95.4207
2020 to 2021,All state-funded schools,Inner London,Kensington and Chelsea,,Percentage (%),Normal value,E13000001,92.0515
2020 to 2021,All state-funded schools,Inner London,Lambeth,,Percentage (%),Normal value,E13000001,94.5432
2020 to 2021,All state-funded schools,Inner London,Lewisham,,Percentage (%),Normal value,E13000001,95.9118
2020 to 2021,All state-funded schools,Inner London,Newham,,Percentage (%),Normal value,E13000001,93.6839
2020 to 2021,All state-funded schools,Inner London,Southwark,,Percentage (%),Normal value,E13000001,94.5973
2020 to 2021,All state-funded schools,Inner London,Tower Hamlets,,Percentage (%),Normal value,E13000001,95.3069
2020 to 2021,All state-funded schools,Inner London,Wandsworth,,Percentage (%),Normal value,E13000001,94.3443
2020 to 2021,All state-funded schools,Inner London,Westminster,,Percentage (%),Normal value,E13000001,93.1704
2020 to 2021,All state-funded schools,Inner London,,,Percentage (%),Normal value,E13000001,94.3113
2020 to 2021,All state-funded schools,North East,County Durham,,Percentage (%),Normal value,E12000001,98.9788
2020 to 2021,All state-funded schools,North East,Darlington,,Percentage (%),Normal value,E12000001,98.4646
2020 to 2021,All state-funded schools,North East,Gateshead,,Percentage (%),Normal value,E12000001,98.9684
2020 to 2021,All state-funded schools,North East,Hartlepool,,Percentage (%),Normal value,E12000001,96.3934
2020 to 2021,All state-funded schools,North East,Middlesbrough,,Percentage (%),Normal value,E12000001,97.6531
2020 to 2021,All state-funded schools,North East,Newcastle Upon Tyne,,Percentage (%),Normal value,E12000001,98.6156
2020 to 2021,All state-funded schools,North East,North Tyneside,,Percentage (%),Normal value,E12000001,99.4321
2020 to 2021,All state-funded schools,North East,Northumberland,,Percentage (%),Normal value,E12000001,99.365
2020 to 2021,All state-funded schools,North East,Redcar and Cleveland,,Percentage (%),Normal value,E12000001,98.1946
2020 to 2021,All state-funded schools,North East,South Tyneside,,Percentage (%),Normal value,E12000001,98.4102
2020 to 2021,All state-funded schools,North East,Stockton-on-Tees,,Percentage (%),Normal value,E12000001,97.8975
2020 to 2021,All state-funded schools,North East,Sunderland,,Percentage (%),Normal value,E12000001,98.9979
2020 to 2021,All state-funded schools,North East,,,Percentage (%),Normal value,E12000001,98.6595
2020 to 2021,All state-funded schools,North West,Blackburn with Darwen,,Percentage (%),Normal value,E12000002,98.1388
2020 to 2021,All state-funded schools,North West,Blackpool,,Percentage (%),Normal value,E12000002,98.1116
2020 to 2021,All state-funded schools,North West,Bolton,,Percentage (%),Normal value,E12000002,97.7272
2020 to 2021,All state-funded schools,North West,Bury,,Percentage (%),Normal value,E12000002,97.9603
2020 to 2021,All state-funded schools,North West,Cheshire East,,Percentage (%),Normal value,E12000002,98.6297
2020 to 2021,All state-funded schools,North West,Cheshire West and Chester,,Percentage (%),Normal value,E12000002,98.6594
2020 to 2021,All state-funded schools,North West,Cumbria,,Percentage (%),Normal value,E12000002,98.1842
2020 to 2021,All state-funded schools,North West,Halton,,Percentage (%),Normal value,E12000002,98.6787
2020 to 2021,All state-funded schools,North West,Knowsley,,Percentage (%),Normal value,E12000002,98.5833
2020 to 2021,All state-funded schools,North West,Lancashire,,Percentage (%),Normal value,E12000002,98.7464
2020 to 2021,All state-funded schools,North West,Liverpool,,Percentage (%),Normal value,E12000002,98.3658
2020 to 2021,All state-funded schools,North West,Manchester,,Percentage (%),Normal value,E12000002,98.0811
2020 to 2021,All state-funded schools,North West,Oldham,,Percentage (%),Normal value,E12000002,97.2503
2020 to 2021,All state-funded schools,North West,Rochdale,,Percentage (%),Normal value,E12000002,99.4678
2020 to 2021,All state-funded schools,North West,Salford,,Percentage (%),Normal value,E12000002,98.0516
2020 to 2021,All state-funded schools,North West,Sefton,,Percentage (%),Normal value,E12000002,98.852
2020 to 2021,All state-funded schools,North West,St. Helens,,Percentage (%),Normal value,E12000002,98.9521
2020 to 2021,All state-funded schools,North West,Stockport,,Percentage (%),Normal value,E12000002,99.2734
2020 to 2021,All state-funded schools,North West,Tameside,,Percentage (%),Normal value,E12000002,97.514
2020 to 2021,All state-funded schools,North West,Trafford,,Percentage (%),Normal value,E12000002,97.619
2020 to 2021,All state-funded schools,North West,Warrington,,Percentage (%),Normal value,E12000002,98.8642
2020 to 2021,All state-funded schools,North West,Wigan,,Percentage (%),Normal value,E12000002,99.3473
2020 to 2021,All state-funded schools,North West,Wirral,,Percentage (%),Normal value,E12000002,99.3964
2020 to 2021,All state-funded schools,North West,,,Percentage (%),Normal value,E12000002,98.4712
2020 to 2021,All state-funded schools,Outer London,Barking and Dagenham,,Percentage (%),Normal value,E13000002,95.2673
2020 to 2021,All state-funded schools,Outer London,Barnet,,Percentage (%),Normal value,E13000002,93.2188
2020 to 2021,All state-funded schools,Outer London,Bexley,,Percentage (%),Normal value,E13000002,95.6411
2020 to 2021,All state-funded schools,Outer London,Brent,,Percentage (%),Normal value,E13000002,94.3814
2020 to 2021,All state-funded schools,Outer London,Bromley,,Percentage (%),Normal value,E13000002,95.4372
2020 to 2021,All state-funded schools,Outer London,Croydon,,Percentage (%),Normal value,E13000002,92.5307
2020 to 2021,All state-funded schools,Outer London,Ealing,,Percentage (%),Normal value,E13000002,95.2137
2020 to 2021,All state-funded schools,Outer London,Enfield,,Percentage (%),Normal value,E13000002,94.7118
2020 to 2021,All state-funded schools,Outer London,Greenwich,,Percentage (%),Normal value,E13000002,96.0816
2020 to 2021,All state-funded schools,Outer London,Harrow,,Percentage (%),Normal value,E13000002,92.5734
2020 to 2021,All state-funded schools,Outer London,Havering,,Percentage (%),Normal value,E13000002,94.5945
2020 to 2021,All state-funded schools,Outer London,Hillingdon,,Percentage (%),Normal value,E13000002,93.1985
2020 to 2021,All state-funded schools,Outer London,Hounslow,,Percentage (%),Normal value,E13000002,94.5593
2020 to 2021,All state-funded schools,Outer London,Kingston Upon Thames,,Percentage (%),Normal value,E13000002,97.3055
2020 to 2021,All state-funded schools,Outer London,Merton,,Percentage (%),Normal value,E13000002,95.9907
2020 to 2021,All state-funded schools,Outer London,Redbridge,,Percentage (%),Normal value,E13000002,94.7653
2020 to 2021,All state-funded schools,Outer London,Richmond Upon Thames,,Percentage (%),Normal value,E13000002,97.2813
2020 to 2021,All state-funded schools,Outer London,Sutton,,Percentage (%),Normal value,E13000002,95.6521
2020 to 2021,All state-funded schools,Outer London,Waltham Forest,,Percentage (%),Normal value,E13000002,93.6349
2020 to 2021,All state-funded schools,Outer London,,,Percentage (%),Normal value,E13000002,94.6602
2020 to 2021,All state-funded schools,South East,Bracknell Forest,,Percentage (%),Normal value,E12000008,95.1669
2020 to 2021,All state-funded schools,South East,Brighton and Hove,,Percentage (%),Normal value,E12000008,98.6254
2020 to 2021,All state-funded schools,South East,Buckinghamshire,,Percentage (%),Normal value,E12000008,94.5467
2020 to 2021,All state-funded schools,South East,East Sussex,,Percentage (%),Normal value,E12000008,96.4311
2020 to 2021,All state-funded schools,South East,Hampshire,,Percentage (%),Normal value,E12000008,96.7557
2020 to 2021,All state-funded schools,South East,Isle of Wight,,Percentage (%),Normal value,E12000008,95.5726
2020 to 2021,All state-funded schools,South East,Kent,,Percentage (%),Normal value,E12000008,95.7228
2020 to 2021,All state-funded schools,South East,Medway,,Percentage (%),Normal value,E12000008,94.1905
2020 to 2021,All state-funded schools,South East,Milton Keynes,,Percentage (%),Normal value,E12000008,95.6771
2020 to 2021,All state-funded schools,South East,Oxfordshire,,Percentage (%),Normal value,E12000008,96.3138
2020 to 2021,All state-funded schools,South East,Portsmouth,,Percentage (%),Normal value,E12000008,95.9043
2020 to 2021,All state-funded schools,South East,Reading,,Percentage (%),Normal value,E12000008,95.634
2020 to 2021,All state-funded schools,South East,Slough,,Percentage (%),Normal value,E12000008,90.037
2020 to 2021,All state-funded schools,South East,Southampton,,Percentage (%),Normal value,E12000008,96.0111
2020 to 2021,All state-funded schools,South East,Surrey,,Percentage (%),Normal value,E12000008,96.9257
2020 to 2021,All state-funded schools,South East,West Berkshire,,Percentage (%),Normal value,E12000008,96.1009
2020 to 2021,All state-funded schools,South East,West Sussex,,Percentage (%),Normal value,E12000008,97.8835
2020 to 2021,All state-funded schools,South East,Windsor and Maidenhead,,Percentage (%),Normal value,E12000008,95.9644
2020 to 2021,All state-funded schools,South East,Wokingham,,Percentage (%),Normal value,E12000008,97.5526
2020 to 2021,All state-funded schools,South East,,,Percentage (%),Normal value,E12000008,96.147
2020 to 2021,All state-funded schools,South West,Bath and North East Somerset,,Percentage (%),Normal value,E12000009,99.1448
2020 to 2021,All state-funded schools,South West,"Bournemouth, Christchurch and Poole",,Percentage (%),Normal value,E12000009,96.626
2020 to 2021,All state-funded schools,South West,"Bristol, City of",,Percentage (%),Normal value,E12000009,98.3231
2020 to 2021,All state-funded schools,South West,Cornwall,,Percentage (%),Normal value,E12000009,97.862
2020 to 2021,All state-funded schools,South West,Devon,,Percentage (%),Normal value,E12000009,98.7811
2020 to 2021,All state-funded schools,South West,Dorset,,Percentage (%),Normal value,E12000009,97.4118
2020 to 2021,All state-funded schools,South West,Gloucestershire,,Percentage (%),Normal value,E12000009,98.691
2020 to 2021,All state-funded schools,South West,Isles of Scilly,,Percentage (%),Normal value,E12000009,82.7586
2020 to 2021,All state-funded schools,South West,North Somerset,,Percentage (%),Normal value,E12000009,99.3413
2020 to 2021,All state-funded schools,South West,Plymouth,,Percentage (%),Normal value,E12000009,97.507
2020 to 2021,All state-funded schools,South West,Somerset,,Percentage (%),Normal value,E12000009,97.7885
2020 to 2021,All state-funded schools,South West,South Gloucestershire,,Percentage (%),Normal value,E12000009,99.198
2020 to 2021,All state-funded schools,South West,Swindon,,Percentage (%),Normal value,E12000009,96.555
2020 to 2021,All state-funded schools,South West,Torbay,,Percentage (%),Normal value,E12000009,97.2413
2020 to 2021,All state-funded schools,South West,Wiltshire,,Percentage (%),Normal value,E12000009,97.8473
2020 to 2021,All state-funded schools,South West,,,Percentage (%),Normal value,E12000009,98.0746
2020 to 2021,All state-funded schools,West Midlands,Birmingham,,Percentage (%),Normal value,E12000005,97.6656
2020 to 2021,All state-funded schools,West Midlands,Coventry,,Percentage (%),Normal value,E12000005,96.6762
2020 to 2021,All state-funded schools,West Midlands,Dudley,,Percentage (%),Normal value,E12000005,99.0117
2020 to 2021,All state-funded schools,West Midlands,"Herefordshire, County of",,Percentage (%),Normal value,E12000005,97.1962
2020 to 2021,All state-funded schools,West Midlands,Sandwell,,Percentage (%),Normal value,E12000005,96.5214
2020 to 2021,All state-funded schools,West Midlands,Shropshire,,Percentage (%),Normal value,E12000005,98.6335
2020 to 2021,All state-funded schools,West Midlands,Solihull,,Percentage (%),Normal value,E12000005,97.791
2020 to 2021,All state-funded schools,West Midlands,Staffordshire,,Percentage (%),Normal value,E12000005,98.0182
2020 to 2021,All state-funded schools,West Midlands,Stoke-on-Trent,,Percentage (%),Normal value,E12000005,96.9576
2020 to 2021,All state-funded schools,West Midlands,Telford and Wrekin,,Percentage (%),Normal value,E12000005,98.5663
2020 to 2021,All state-funded schools,West Midlands,Walsall,,Percentage (%),Normal value,E12000005,97.4043
2020 to 2021,All state-funded schools,West Midlands,Warwickshire,,Percentage (%),Normal value,E12000005,97.7329
2020 to 2021,All state-funded schools,West Midlands,Wolverhampton,,Percentage (%),Normal value,E12000005,95.3745
2020 to 2021,All state-funded schools,West Midlands,Worcestershire,,Percentage (%),Normal value,E12000005,98.1531
2020 to 2021,All state-funded schools,West Midlands,,,Percentage (%),Normal value,E12000005,97.5974
2020 to 2021,All state-funded schools,Yorkshire and The Humber,Barnsley,,Percentage (%),Normal value,E12000003,97.6452
2020 to 2021,All state-funded schools,Yorkshire and The Humber,Bradford,,Percentage (%),Normal value,E12000003,97.2223
2020 to 2021,All state-funded schools,Yorkshire and The Humber,Calderdale,,Percentage (%),Normal value,E12000003,98.4593
2020 to 2021,All state-funded schools,Yorkshire and The Humber,Doncaster,,Percentage (%),Normal value,E12000003,97.6925
2020 to 2021,All state-funded schools,Yorkshire and The Humber,East Riding of Yorkshire,,Percentage (%),Normal value,E12000003,98.1709
2020 to 2021,All state-funded schools,Yorkshire and The Humber,"Kingston Upon Hull, City of",,Percentage (%),Normal value,E12000003,95.8063
2020 to 2021,All state-funded schools,Yorkshire and The Humber,Kirklees,,Percentage (%),Normal value,E12000003,98.8604
2020 to 2021,All state-funded schools,Yorkshire and The Humber,Leeds,,Percentage (%),Normal value,E12000003,98.5551
2020 to 2021,All state-funded schools,Yorkshire and The Humber,North East Lincolnshire,,Percentage (%),Normal value,E12000003,95.4074
2020 to 2021,All state-funded schools,Yorkshire and The Humber,North Lincolnshire,,Percentage (%),Normal value,E12000003,97.4193
2020 to 2021,All state-funded schools,Yorkshire and The Humber,North Yorkshire,,Percentage (%),Normal value,E12000003,99.1699
2020 to 2021,All state-funded schools,Yorkshire and The Humber,Rotherham,,Percentage (%),Normal value,E12000003,98.4642
2020 to 2021,All state-funded schools,Yorkshire and The Humber,Sheffield,,Percentage (%),Normal value,E12000003,98.6113
2020 to 2021,All state-funded schools,Yorkshire and The Humber,Wakefield,,Percentage (%),Normal value,E12000003,97.6246
2020 to 2021,All state-funded schools,Yorkshire and The Humber,York,,Percentage (%),Normal value,E12000003,99.1161
2020 to 2021,All state-funded schools,Yorkshire and The Humber,,,Percentage (%),Normal value,E12000003,98.0723
2020 to 2021,All state-funded schools,,,Female,Percentage (%),Normal value,,97.0544
2020 to 2021,All state-funded schools,,,Gender unclassified,Percentage (%),Normal value,,94.1226
2020 to 2021,All state-funded schools,,,Male,Percentage (%),Normal value,,96.0461
2020 to 2021,All state-funded schools,,,,Percentage (%),Normal value,,96.8099
2020 to 2021,Nursery,East Midlands,,,Percentage (%),Normal value,E12000004,94.5054
2020 to 2021,Nursery,East of England,,,Percentage (%),Normal value,E12000006,96.5034
2020 to 2021,Nursery,Inner London,,,Percentage (%),Normal value,E13000001,97.9899
2020 to 2021,Nursery,North East,,,Percentage (%),Normal value,E12000001,98.7179
2020 to 2021,Nursery,North West,,,Percentage (%),Normal value,E12000002,98.9672
2020 to 2021,Nursery,Outer London,,,Percentage (%),Normal value,E13000002,97.4576
2020 to 2021,Nursery,South East,,,Percentage (%),Normal value,E12000008,96.2962
2020 to 2021,Nursery,South West,,,Percentage (%),Normal value,E12000009,100.0
2020 to 2021,Nursery,West Midlands,,,Percentage (%),Normal value,E12000005,95.5128
2020 to 2021,Nursery,Yorkshire and The Humber,,,Percentage (%),Normal value,E12000003,100.0
2020 to 2021,Nursery,,,Female,Percentage (%),Normal value,,97.4372
2020 to 2021,Nursery,,,Male,Percentage (%),Normal value,,98.4848
2020 to 2021,Nursery,,,,Percentage (%),Normal value,,97.4898
2020 to 2021,Primary,,,Female,Percentage (%),Normal value,,97.9653216298607
2020 to 2021,Primary,,,Gender unclassified,Percentage (%),Normal value,,94.3017306409606
2020 to 2021,Primary,,,Male,Percentage (%),Normal value,,96.5062670572129
2020 to 2021,Primary,,,,Percentage (%),Normal value,,97.7577466397801
2020 to 2021,Primary,East Midlands,,,Percentage (%),Normal value,E12000004,98.2463345695556
2020 to 2021,Primary,East of England,,,Percentage (%),Normal value,E12000006,96.5496121714206
2020 to 2021,Primary,Inner London,,,Percentage (%),Normal value,E13000001,94.9952903839405
2020 to 2021,Primary,North East,,,Percentage (%),Normal value,E12000001,99.3312111361275
2020 to 2021,Primary,North West,,,Percentage (%),Normal value,E12000002,99.1653103541604
2020 to 2021,Primary,Outer London,,,Percentage (%),Normal value,E13000002,95.5291813990398
2020 to 2021,Primary,South East,,,Percentage (%),Normal value,E12000008,97.27238671691
2020 to 2021,Primary,South West,,,Percentage (%),Normal value,E12000009,98.9971769473594
2020 to 2021,Primary,West Midlands,,,Percentage (%),Normal value,E12000005,98.354267117625
2020 to 2021,Primary,Yorkshire and The Humber,,,Percentage (%),Normal value,E12000003,98.9462227116545
2020 to 2021,Secondary,East Midlands,,,Percentage (%),Normal value,E12000004,96.3761
2020 to 2021,Secondary,East of England,,,Percentage (%),Normal value,E12000006,95.0492
2020 to 2021,Secondary,Inner London,,,Percentage (%),Normal value,E13000001,94.0872
