Year,Units,Local Authority,Deprivation decile,Unit multiplier,Unit measure,GeoCode,Value
2015/16,Met need (%),Shropshire,,Units,Percentage (%),E06000051,28.6885245901639
2016/17,Met need (%),Shropshire,,Units,Percentage (%),E06000051,22.0272206303725
2017/18,Met need (%),Shropshire,,Units,Percentage (%),E06000051,23.4458259325044
2018/19,Met need (%),Shropshire,,Units,Percentage (%),E06000051,26.28075597
2010/11,Number of people in treatment,Shropshire,,Units,Count,E06000051,625.0
2011/12,Number of people in treatment,Shropshire,,Units,Count,E06000051,565.0
2012/13,Number of people in treatment,Shropshire,,Units,Count,E06000051,625.0
2013/14,Number of people in treatment,Shropshire,,Units,Count,E06000051,835.0
2014/15,Number of people in treatment,Shropshire,,Units,Count,E06000051,910.0
2015/16,Number of people in treatment,Shropshire,,Units,Count,E06000051,805.0
2016/17,Number of people in treatment,Shropshire,,Units,Count,E06000051,615.0
2017/18,Number of people in treatment,Shropshire,,Units,Count,E06000051,660.0
2018/19,Number of people in treatment,Shropshire,,Units,Count,E06000051,737.0
2018/19,Number of people in treatment,Shropshire,,Units,Count,E06000051,735.0
2010/11,Estimated prevalence,Slough,,Units,Number,E06000039,1451.0
2011/12,Estimated prevalence,Slough,,Units,Number,E06000039,1447.0
2012/13,Estimated prevalence,Slough,,Units,Number,E06000039,1439.0
2013/14,Estimated prevalence,Slough,,Units,Number,E06000039,1500.0
2014/15,Estimated prevalence,Slough,,Units,Number,E06000039,1513.0
2015/16,Estimated prevalence,Slough,,Units,Number,E06000039,1509.0
2016/17,Estimated prevalence,Slough,,Units,Number,E06000039,1465.0
2017/18,Estimated prevalence,Slough,,Units,Number,E06000039,1435.0
2018/19,Estimated prevalence,Slough,,Units,Number,E06000039,1469.666667
2010/11,Met need (%),Slough,,Units,Percentage (%),E06000039,12.0606478290834
2011/12,Met need (%),Slough,,Units,Percentage (%),E06000039,12.7850725639254
2012/13,Met need (%),Slough,,Units,Percentage (%),E06000039,18.0681028492008
2013/14,Met need (%),Slough,,Units,Percentage (%),E06000039,17.3333333333333
2014/15,Met need (%),Slough,,Units,Percentage (%),E06000039,13.8797091870456
2015/16,Met need (%),Slough,,Units,Percentage (%),E06000039,11.9284294234592
2016/17,Met need (%),Slough,,Units,Percentage (%),E06000039,6.8259385665529
2017/18,Met need (%),Slough,,Units,Percentage (%),E06000039,8.71080139372822
2018/19,Met need (%),Slough,,Units,Percentage (%),E06000039,13.88069857
2010/11,Number of people in treatment,Slough,,Units,Count,E06000039,175.0
2011/12,Number of people in treatment,Slough,,Units,Count,E06000039,185.0
2012/13,Number of people in treatment,Slough,,Units,Count,E06000039,260.0
2013/14,Number of people in treatment,Slough,,Units,Count,E06000039,260.0
2014/15,Number of people in treatment,Slough,,Units,Count,E06000039,210.0
2015/16,Number of people in treatment,Slough,,Units,Count,E06000039,180.0
2016/17,Number of people in treatment,Slough,,Units,Count,E06000039,100.0
2017/18,Number of people in treatment,Slough,,Units,Count,E06000039,125.0
2018/19,Number of people in treatment,Slough,,Units,Count,E06000039,204.0
2018/19,Number of people in treatment,Slough,,Units,Count,E06000039,205.0
2010/11,Estimated prevalence,Solihull,,Units,Number,E08000029,1760.0
2011/12,Estimated prevalence,Solihull,,Units,Number,E08000029,1766.0
2012/13,Estimated prevalence,Solihull,,Units,Number,E08000029,1744.0
2013/14,Estimated prevalence,Solihull,,Units,Number,E08000029,1795.0
2014/15,Estimated prevalence,Solihull,,Units,Number,E08000029,1796.0
2015/16,Estimated prevalence,Solihull,,Units,Number,E08000029,1899.0
2016/17,Estimated prevalence,Solihull,,Units,Number,E08000029,1783.0
2017/18,Estimated prevalence,Solihull,,Units,Number,E08000029,1812.0
2018/19,Estimated prevalence,Solihull,,Units,Number,E08000029,1831.333333
2010/11,Met need (%),Solihull,,Units,Percentage (%),E08000029,22.7272727272727
2011/12,Met need (%),Solihull,,Units,Percentage (%),E08000029,31.4269535673839
2012/13,Met need (%),Solihull,,Units,Percentage (%),E08000029,43.8646788990826
2013/14,Met need (%),Solihull,,Units,Percentage (%),E08000029,47.3537604456825
2014/15,Met need (%),Solihull,,Units,Percentage (%),E08000029,41.4810690423163
2015/16,Met need (%),Solihull,,Units,Percentage (%),E08000029,39.2311743022643
2016/17,Met need (%),Solihull,,Units,Percentage (%),E08000029,45.1486259113853
2017/18,Met need (%),Solihull,,Units,Percentage (%),E08000029,44.7019867549669
2018/19,Met need (%),Solihull,,Units,Percentage (%),E08000029,42.48270841
2010/11,Number of people in treatment,Solihull,,Units,Count,E08000029,400.0
2011/12,Number of people in treatment,Solihull,,Units,Count,E08000029,555.0
2012/13,Number of people in treatment,Solihull,,Units,Count,E08000029,765.0
2013/14,Number of people in treatment,Solihull,,Units,Count,E08000029,850.0
2014/15,Number of people in treatment,Solihull,,Units,Count,E08000029,745.0
2015/16,Number of people in treatment,Solihull,,Units,Count,E08000029,745.0
2016/17,Number of people in treatment,Solihull,,Units,Count,E08000029,805.0
2017/18,Number of people in treatment,Solihull,,Units,Count,E08000029,810.0
2018/19,Number of people in treatment,Solihull,,Units,Count,E08000029,778.0
2018/19,Number of people in treatment,Solihull,,Units,Count,E08000029,780.0
2010/11,Estimated prevalence,Somerset,,Units,Number,,4944.0
2011/12,Estimated prevalence,Somerset,,Units,Number,,4938.0
2012/13,Estimated prevalence,Somerset,,Units,Number,,4961.0
2013/14,Estimated prevalence,Somerset,,Units,Number,,5067.0
2014/15,Estimated prevalence,Somerset,,Units,Number,,5058.0
2015/16,Estimated prevalence,Somerset,,Units,Number,,4789.0
2016/17,Estimated prevalence,Somerset,,Units,Number,,5051.0
2017/18,Estimated prevalence,Somerset,,Units,Number,,5194.0
2018/19,Estimated prevalence,Somerset,,Units,Number,,5011.333333
2010/11,Met need (%),Somerset,,Units,Percentage (%),,6.06796116504854
2011/12,Met need (%),Somerset,,Units,Percentage (%),,6.58161198865938
2012/13,Met need (%),Somerset,,Units,Percentage (%),,7.96210441443257
2013/14,Met need (%),Somerset,,Units,Percentage (%),,7.99289520426288
2014/15,Met need (%),Somerset,,Units,Percentage (%),,11.9612495057335
2015/16,Met need (%),Somerset,,Units,Percentage (%),,20.4635623303404
2016/17,Met need (%),Somerset,,Units,Percentage (%),,18.8081568006335
2017/18,Met need (%),Somerset,,Units,Percentage (%),,16.0762418174817
2018/19,Met need (%),Somerset,,Units,Percentage (%),,15.44499135
2010/11,Number of people in treatment,Somerset,,Units,Count,,300.0
2011/12,Number of people in treatment,Somerset,,Units,Count,,325.0
2012/13,Number of people in treatment,Somerset,,Units,Count,,395.0
2013/14,Number of people in treatment,Somerset,,Units,Count,,405.0
2014/15,Number of people in treatment,Somerset,,Units,Count,,605.0
2015/16,Number of people in treatment,Somerset,,Units,Count,,980.0
2016/17,Number of people in treatment,Somerset,,Units,Count,,950.0
2017/18,Number of people in treatment,Somerset,,Units,Count,,835.0
2018/19,Number of people in treatment,Somerset,,Units,Count,,774.0
2018/19,Number of people in treatment,Somerset,,Units,Count,,775.0
2010/11,Estimated prevalence,South Gloucestershire,,Units,Number,E06000025,2079.0
2011/12,Estimated prevalence,South Gloucestershire,,Units,Number,E06000025,2074.0
2012/13,Estimated prevalence,South Gloucestershire,,Units,Number,E06000025,2078.0
2013/14,Estimated prevalence,South Gloucestershire,,Units,Number,E06000025,2111.0
2014/15,Estimated prevalence,South Gloucestershire,,Units,Number,E06000025,2118.0
2015/16,Estimated prevalence,South Gloucestershire,,Units,Number,E06000025,2207.0
2016/17,Estimated prevalence,South Gloucestershire,,Units,Number,E06000025,2202.0
2017/18,Estimated prevalence,South Gloucestershire,,Units,Number,E06000025,2193.0
2018/19,Estimated prevalence,South Gloucestershire,,Units,Number,E06000025,2200.666667
2010/11,Met need (%),South Gloucestershire,,Units,Percentage (%),E06000025,12.2655122655123
2011/12,Met need (%),South Gloucestershire,,Units,Percentage (%),E06000025,9.16104146576663
2012/13,Met need (%),South Gloucestershire,,Units,Percentage (%),E06000025,11.5495668912416
2013/14,Met need (%),South Gloucestershire,,Units,Percentage (%),E06000025,13.9744197063003
2014/15,Met need (%),South Gloucestershire,,Units,Percentage (%),E06000025,12.9839471199245
2015/16,Met need (%),South Gloucestershire,,Units,Percentage (%),E06000025,12.2338015405528
2016/17,Met need (%),South Gloucestershire,,Units,Percentage (%),E06000025,9.99091734786558
2017/18,Met need (%),South Gloucestershire,,Units,Percentage (%),E06000025,5.92795257637939
2018/19,Met need (%),South Gloucestershire,,Units,Percentage (%),E06000025,9.67888519
2010/11,Number of people in treatment,South Gloucestershire,,Units,Count,E06000025,255.0
2011/12,Number of people in treatment,South Gloucestershire,,Units,Count,E06000025,190.0
2012/13,Number of people in treatment,South Gloucestershire,,Units,Count,E06000025,240.0
2013/14,Number of people in treatment,South Gloucestershire,,Units,Count,E06000025,295.0
2014/15,Number of people in treatment,South Gloucestershire,,Units,Count,E06000025,275.0
2015/16,Number of people in treatment,South Gloucestershire,,Units,Count,E06000025,270.0
2016/17,Number of people in treatment,South Gloucestershire,,Units,Count,E06000025,220.0
2017/18,Number of people in treatment,South Gloucestershire,,Units,Count,E06000025,130.0
2018/19,Number of people in treatment,South Gloucestershire,,Units,Count,E06000025,213.0
2018/19,Number of people in treatment,South Gloucestershire,,Units,Count,E06000025,215.0
2010/11,Estimated prevalence,South Tyneside,,Units,Number,E08000023,1929.0
2011/12,Estimated prevalence,South Tyneside,,Units,Number,E08000023,1906.0
2012/13,Estimated prevalence,South Tyneside,,Units,Number,E08000023,1905.0
2013/14,Estimated prevalence,South Tyneside,,Units,Number,E08000023,1994.0
2014/15,Estimated prevalence,South Tyneside,,Units,Number,E08000023,1960.0
2015/16,Estimated prevalence,South Tyneside,,Units,Number,E08000023,2439.0
2016/17,Estimated prevalence,South Tyneside,,Units,Number,E08000023,2413.0
2017/18,Estimated prevalence,South Tyneside,,Units,Number,E08000023,2399.0
2018/19,Estimated prevalence,South Tyneside,,Units,Number,E08000023,2417.0
2010/11,Met need (%),South Tyneside,,Units,Percentage (%),E08000023,48.2115085536547
2011/12,Met need (%),South Tyneside,,Units,Percentage (%),E08000023,41.710388247639
2012/13,Met need (%),South Tyneside,,Units,Percentage (%),E08000023,29.9212598425197
2013/14,Met need (%),South Tyneside,,Units,Percentage (%),E08000023,24.3229689067202
2014/15,Met need (%),South Tyneside,,Units,Percentage (%),E08000023,23.9795918367347
2015/16,Met need (%),South Tyneside,,Units,Percentage (%),E08000023,18.2451824518245
2016/17,Met need (%),South Tyneside,,Units,Percentage (%),E08000023,18.8561956071281
2017/18,Met need (%),South Tyneside,,Units,Percentage (%),E08000023,17.2988745310546
2018/19,Met need (%),South Tyneside,,Units,Percentage (%),E08000023,22.30037236
2010/11,Number of people in treatment,South Tyneside,,Units,Count,E08000023,930.0
2011/12,Number of people in treatment,South Tyneside,,Units,Count,E08000023,795.0
2012/13,Number of people in treatment,South Tyneside,,Units,Count,E08000023,570.0
2013/14,Number of people in treatment,South Tyneside,,Units,Count,E08000023,485.0
2014/15,Number of people in treatment,South Tyneside,,Units,Count,E08000023,470.0
2015/16,Number of people in treatment,South Tyneside,,Units,Count,E08000023,445.0
2016/17,Number of people in treatment,South Tyneside,,Units,Count,E08000023,455.0
2017/18,Number of people in treatment,South Tyneside,,Units,Count,E08000023,415.0
2018/19,Number of people in treatment,South Tyneside,,Units,Count,E08000023,539.0
2018/19,Number of people in treatment,South Tyneside,,Units,Count,E08000023,540.0
2010/11,Estimated prevalence,Southampton,,Units,Number,E06000045,3360.0
2011/12,Estimated prevalence,Southampton,,Units,Number,E06000045,3340.0
2012/13,Estimated prevalence,Southampton,,Units,Number,E06000045,3363.0
2013/14,Estimated prevalence,Southampton,,Units,Number,E06000045,3465.0
2014/15,Estimated prevalence,Southampton,,Units,Number,E06000045,3459.0
2015/16,Estimated prevalence,Southampton,,Units,Number,E06000045,3709.0
2016/17,Estimated prevalence,Southampton,,Units,Number,E06000045,3734.0
2017/18,Estimated prevalence,Southampton,,Units,Number,E06000045,4050.0
2018/19,Estimated prevalence,Southampton,,Units,Number,E06000045,3831.0
2010/11,Met need (%),Southampton,,Units,Percentage (%),E06000045,9.82142857142857
2011/12,Met need (%),Southampton,,Units,Percentage (%),E06000045,9.2814371257485
2012/13,Met need (%),Southampton,,Units,Percentage (%),E06000045,19.1793041926851
2013/14,Met need (%),Southampton,,Units,Percentage (%),E06000045,17.4603174603175
2014/15,Met need (%),Southampton,,Units,Percentage (%),E06000045,16.0450997398092
2015/16,Met need (%),Southampton,,Units,Percentage (%),E06000045,9.4365057967107
2016/17,Met need (%),Southampton,,Units,Percentage (%),E06000045,11.6497054097483
2017/18,Met need (%),Southampton,,Units,Percentage (%),E06000045,10.8641975308642
2018/19,Met need (%),Southampton,,Units,Percentage (%),E06000045,15.40067867
2010/11,Number of people in treatment,Southampton,,Units,Count,E06000045,330.0
2011/12,Number of people in treatment,Southampton,,Units,Count,E06000045,310.0
2012/13,Number of people in treatment,Southampton,,Units,Count,E06000045,645.0
2013/14,Number of people in treatment,Southampton,,Units,Count,E06000045,605.0
2014/15,Number of people in treatment,Southampton,,Units,Count,E06000045,555.0
2015/16,Number of people in treatment,Southampton,,Units,Count,E06000045,350.0
2016/17,Number of people in treatment,Southampton,,Units,Count,E06000045,435.0
2017/18,Number of people in treatment,Southampton,,Units,Count,E06000045,440.0
2018/19,Number of people in treatment,Southampton,,Units,Count,E06000045,590.0
2010/11,Estimated prevalence,Southend-on-Sea,,Units,Number,E06000033,2031.0
2011/12,Estimated prevalence,Southend-on-Sea,,Units,Number,E06000033,2042.0
2012/13,Estimated prevalence,Southend-on-Sea,,Units,Number,E06000033,2020.0
2013/14,Estimated prevalence,Southend-on-Sea,,Units,Number,E06000033,2082.0
2014/15,Estimated prevalence,Southend-on-Sea,,Units,Number,E06000033,2091.0
2015/16,Estimated prevalence,Southend-on-Sea,,Units,Number,E06000033,1955.0
2016/17,Estimated prevalence,Southend-on-Sea,,Units,Number,E06000033,1863.0
2017/18,Estimated prevalence,Southend-on-Sea,,Units,Number,E06000033,2026.0
2018/19,Estimated prevalence,Southend-on-Sea,,Units,Number,E06000033,1948.0
2010/11,Met need (%),Southend-on-Sea,,Units,Percentage (%),E06000033,18.4638109305761
2011/12,Met need (%),Southend-on-Sea,,Units,Percentage (%),E06000033,18.8540646425073
2012/13,Met need (%),Southend-on-Sea,,Units,Percentage (%),E06000033,16.8316831683168
2013/14,Met need (%),Southend-on-Sea,,Units,Percentage (%),E06000033,19.2122958693564
2014/15,Met need (%),Southend-on-Sea,,Units,Percentage (%),E06000033,16.9775227164036
2015/16,Met need (%),Southend-on-Sea,,Units,Percentage (%),E06000033,16.6240409207161
2016/17,Met need (%),Southend-on-Sea,,Units,Percentage (%),E06000033,27.1068169618894
2017/18,Met need (%),Southend-on-Sea,,Units,Percentage (%),E06000033,27.147087857848
2018/19,Met need (%),Southend-on-Sea,,Units,Percentage (%),E06000033,17.76180698
2010/11,Number of people in treatment,Southend-on-Sea,,Units,Count,E06000033,375.0
2011/12,Number of people in treatment,Southend-on-Sea,,Units,Count,E06000033,385.0
2012/13,Number of people in treatment,Southend-on-Sea,,Units,Count,E06000033,340.0
2013/14,Number of people in treatment,Southend-on-Sea,,Units,Count,E06000033,400.0
2014/15,Number of people in treatment,Southend-on-Sea,,Units,Count,E06000033,355.0
2015/16,Number of people in treatment,Southend-on-Sea,,Units,Count,E06000033,325.0
2016/17,Number of people in treatment,Southend-on-Sea,,Units,Count,E06000033,505.0
2017/18,Number of people in treatment,Southend-on-Sea,,Units,Count,E06000033,550.0
2018/19,Number of people in treatment,Southend-on-Sea,,Units,Count,E06000033,346.0
2018/19,Number of people in treatment,Southend-on-Sea,,Units,Count,E06000033,345.0
2010/11,Estimated prevalence,Southwark,,Units,Number,E09000028,3972.0
2011/12,Estimated prevalence,Southwark,,Units,Number,E09000028,3964.0
2012/13,Estimated prevalence,Southwark,,Units,Number,E09000028,3956.0
2013/14,Estimated prevalence,Southwark,,Units,Number,E09000028,4056.0
2014/15,Estimated prevalence,Southwark,,Units,Number,E09000028,4088.0
2015/16,Estimated prevalence,Southwark,,Units,Number,E09000028,3770.0
2016/17,Estimated prevalence,Southwark,,Units,Number,E09000028,3729.0
2017/18,Estimated prevalence,Southwark,,Units,Number,E09000028,3780.0
2018/19,Estimated prevalence,Southwark,,Units,Number,E09000028,3759.666667
2010/11,Met need (%),Southwark,,Units,Percentage (%),E09000028,19.5115810674723
2011/12,Met need (%),Southwark,,Units,Percentage (%),E09000028,17.2805247225025
2012/13,Met need (%),Southwark,,Units,Percentage (%),E09000028,17.5682507583418
2013/14,Met need (%),Southwark,,Units,Percentage (%),E09000028,17.6282051282051
2014/15,Met need (%),Southwark,,Units,Percentage (%),E09000028,17.4902152641879
2015/16,Met need (%),Southwark,,Units,Percentage (%),E09000028,17.1087533156499
2016/17,Met need (%),Southwark,,Units,Percentage (%),E09000028,12.6039152587825
2017/18,Met need (%),Southwark,,Units,Percentage (%),E09000028,14.6825396825397
2018/19,Met need (%),Southwark,,Units,Percentage (%),E09000028,17.42175725
2010/11,Number of people in treatment,Southwark,,Units,Count,E09000028,775.0
2011/12,Number of people in treatment,Southwark,,Units,Count,E09000028,685.0
2012/13,Number of people in treatment,Southwark,,Units,Count,E09000028,695.0
2013/14,Number of people in treatment,Southwark,,Units,Count,E09000028,715.0
2014/15,Number of people in treatment,Southwark,,Units,Count,E09000028,715.0
2015/16,Number of people in treatment,Southwark,,Units,Count,E09000028,645.0
2016/17,Number of people in treatment,Southwark,,Units,Count,E09000028,470.0
2017/18,Number of people in treatment,Southwark,,Units,Count,E09000028,555.0
2018/19,Number of people in treatment,Southwark,,Units,Count,E09000028,655.0
2010/11,Estimated prevalence,St. Helens,,Units,Number,E08000013,2782.0
2011/12,Estimated prevalence,St. Helens,,Units,Number,E08000013,2783.0
2012/13,Estimated prevalence,St. Helens,,Units,Number,E08000013,2769.0
2013/14,Estimated prevalence,St. Helens,,Units,Number,E08000013,2883.0
2014/15,Estimated prevalence,St. Helens,,Units,Number,E08000013,2907.0
2015/16,Estimated prevalence,St. Helens,,Units,Number,E08000013,3090.0
2016/17,Estimated prevalence,St. Helens,,Units,Number,E08000013,2808.0
2017/18,Estimated prevalence,St. Helens,,Units,Number,E08000013,2702.0
2018/19,Estimated prevalence,St. Helens,,Units,Number,E08000013,2866.666667
2010/11,Met need (%),St. Helens,,Units,Percentage (%),E08000013,29.4751976994968
2011/12,Met need (%),St. Helens,,Units,Percentage (%),E08000013,23.1764283147682
2012/13,Met need (%),St. Helens,,Units,Percentage (%),E08000013,18.9599133261105
2013/14,Met need (%),St. Helens,,Units,Percentage (%),E08000013,16.1290322580645
2014/15,Met need (%),St. Helens,,Units,Percentage (%),E08000013,15.6518747850017
2015/16,Met need (%),St. Helens,,Units,Percentage (%),E08000013,17.4757281553398
2016/17,Met need (%),St. Helens,,Units,Percentage (%),E08000013,21.011396011396
2017/18,Met need (%),St. Helens,,Units,Percentage (%),E08000013,21.280532938564
2018/19,Met need (%),St. Helens,,Units,Percentage (%),E08000013,22.08139535
2010/11,Number of people in treatment,St. Helens,,Units,Count,E08000013,820.0
2011/12,Number of people in treatment,St. Helens,,Units,Count,E08000013,645.0
2012/13,Number of people in treatment,St. Helens,,Units,Count,E08000013,525.0
2013/14,Number of people in treatment,St. Helens,,Units,Count,E08000013,465.0
2014/15,Number of people in treatment,St. Helens,,Units,Count,E08000013,455.0
2015/16,Number of people in treatment,St. Helens,,Units,Count,E08000013,540.0
2016/17,Number of people in treatment,St. Helens,,Units,Count,E08000013,590.0
2017/18,Number of people in treatment,St. Helens,,Units,Count,E08000013,575.0
2018/19,Number of people in treatment,St. Helens,,Units,Count,E08000013,633.0
2018/19,Number of people in treatment,St. Helens,,Units,Count,E08000013,630.0
2010/11,Estimated prevalence,Staffordshire,,Units,Number,,8310.0
2011/12,Estimated prevalence,Staffordshire,,Units,Number,,8280.0
2012/13,Estimated prevalence,Staffordshire,,Units,Number,,8291.0
2013/14,Estimated prevalence,Staffordshire,,Units,Number,,8436.0
2014/15,Estimated prevalence,Staffordshire,,Units,Number,,8451.0
2015/16,Estimated prevalence,Staffordshire,,Units,Number,,8708.0
2016/17,Estimated prevalence,Staffordshire,,Units,Number,,8721.0
2017/18,Estimated prevalence,Staffordshire,,Units,Number,,8136.0
2018/19,Estimated prevalence,Staffordshire,,Units,Number,,8521.666667
2010/11,Met need (%),Staffordshire,,Units,Percentage (%),,21.5403128760529
2011/12,Met need (%),Staffordshire,,Units,Percentage (%),,21.256038647343
2012/13,Met need (%),Staffordshire,,Units,Percentage (%),,21.770594620673
2013/14,Met need (%),Staffordshire,,Units,Percentage (%),,21.3371266002845
2014/15,Met need (%),Staffordshire,,Units,Percentage (%),,19.7609750325405
2015/16,Met need (%),Staffordshire,,Units,Percentage (%),,20.4983922829582
2016/17,Met need (%),Staffordshire,,Units,Percentage (%),,19.4358445132439
2017/18,Met need (%),Staffordshire,,Units,Percentage (%),,13.7659783677483
2018/19,Met need (%),Staffordshire,,Units,Percentage (%),,15.33737532
2010/11,Number of people in treatment,Staffordshire,,Units,Count,,1790.0
2011/12,Number of people in treatment,Staffordshire,,Units,Count,,1760.0
2012/13,Number of people in treatment,Staffordshire,,Units,Count,,1805.0
2013/14,Number of people in treatment,Staffordshire,,Units,Count,,1800.0
2014/15,Number of people in treatment,Staffordshire,,Units,Count,,1670.0
2015/16,Number of people in treatment,Staffordshire,,Units,Count,,1785.0
2016/17,Number of people in treatment,Staffordshire,,Units,Count,,1695.0
2017/18,Number of people in treatment,Staffordshire,,Units,Count,,1120.0
2018/19,Number of people in treatment,Staffordshire,,Units,Count,,1307.0
2018/19,Number of people in treatment,Staffordshire,,Units,Count,,1310.0
2010/11,Estimated prevalence,Stockport,,Units,Number,E08000007,3216.0
2011/12,Estimated prevalence,Stockport,,Units,Number,E08000007,3235.0
2012/13,Estimated prevalence,Stockport,,Units,Number,E08000007,3228.0
2013/14,Estimated prevalence,Stockport,,Units,Number,E08000007,3381.0
2014/15,Estimated prevalence,Stockport,,Units,Number,E08000007,3352.0
2015/16,Estimated prevalence,Stockport,,Units,Number,E08000007,3332.0
2016/17,Estimated prevalence,Stockport,,Units,Number,E08000007,3195.0
2017/18,Estimated prevalence,Stockport,,Units,Number,E08000007,3037.0
2018/19,Estimated prevalence,Stockport,,Units,Number,E08000007,3188.0
2010/11,Met need (%),Stockport,,Units,Percentage (%),E08000007,20.0559701492537
2011/12,Met need (%),Stockport,,Units,Percentage (%),E08000007,22.1020092735703
2012/13,Met need (%),Stockport,,Units,Percentage (%),E08000007,24.1635687732342
2013/14,Met need (%),Stockport,,Units,Percentage (%),E08000007,25.5841467021591
2014/15,Met need (%),Stockport,,Units,Percentage (%),E08000007,23.7171837708831
2015/16,Met need (%),Stockport,,Units,Percentage (%),E08000007,22.358943577431
2016/17,Met need (%),Stockport,,Units,Percentage (%),E08000007,21.9092331768388
2017/18,Met need (%),Stockport,,Units,Percentage (%),E08000007,22.2258808034244
2018/19,Met need (%),Stockport,,Units,Percentage (%),E08000007,21.07904642
2010/11,Number of people in treatment,Stockport,,Units,Count,E08000007,645.0
2011/12,Number of people in treatment,Stockport,,Units,Count,E08000007,715.0
2012/13,Number of people in treatment,Stockport,,Units,Count,E08000007,780.0
2013/14,Number of people in treatment,Stockport,,Units,Count,E08000007,865.0
2014/15,Number of people in treatment,Stockport,,Units,Count,E08000007,795.0
2015/16,Number of people in treatment,Stockport,,Units,Count,E08000007,745.0
2016/17,Number of people in treatment,Stockport,,Units,Count,E08000007,700.0
2017/18,Number of people in treatment,Stockport,,Units,Count,E08000007,675.0
2018/19,Number of people in treatment,Stockport,,Units,Count,E08000007,672.0
2018/19,Number of people in treatment,Stockport,,Units,Count,E08000007,670.0
2010/11,Estimated prevalence,Stockton-on-Tees,,Units,Number,E06000004,2110.0
2011/12,Estimated prevalence,Stockton-on-Tees,,Units,Number,E06000004,2088.0
2012/13,Estimated prevalence,Stockton-on-Tees,,Units,Number,E06000004,2089.0
2013/14,Estimated prevalence,Stockton-on-Tees,,Units,Number,E06000004,2128.0
2014/15,Estimated prevalence,Stockton-on-Tees,,Units,Number,E06000004,2142.0
2015/16,Estimated prevalence,Stockton-on-Tees,,Units,Number,E06000004,2027.0
2016/17,Estimated prevalence,Stockton-on-Tees,,Units,Number,E06000004,2261.0
2017/18,Estimated prevalence,Stockton-on-Tees,,Units,Number,E06000004,2316.0
2018/19,Estimated prevalence,Stockton-on-Tees,,Units,Number,E06000004,2201.333333
2010/11,Met need (%),Stockton-on-Tees,,Units,Percentage (%),E06000004,22.7488151658768
2011/12,Met need (%),Stockton-on-Tees,,Units,Percentage (%),E06000004,20.3544061302682
2012/13,Met need (%),Stockton-on-Tees,,Units,Percentage (%),E06000004,35.1842987075156
2013/14,Met need (%),Stockton-on-Tees,,Units,Percentage (%),E06000004,35.4793233082707
2014/15,Met need (%),Stockton-on-Tees,,Units,Percentage (%),E06000004,32.9131652661064
2015/16,Met need (%),Stockton-on-Tees,,Units,Percentage (%),E06000004,30.3404045387272
2016/17,Met need (%),Stockton-on-Tees,,Units,Percentage (%),E06000004,26.3157894736842
2017/18,Met need (%),Stockton-on-Tees,,Units,Percentage (%),E06000004,23.5319516407599
2018/19,Met need (%),Stockton-on-Tees,,Units,Percentage (%),E06000004,22.98606905
2010/11,Number of people in treatment,Stockton-on-Tees,,Units,Count,E06000004,480.0
2011/12,Number of people in treatment,Stockton-on-Tees,,Units,Count,E06000004,425.0
2012/13,Number of people in treatment,Stockton-on-Tees,,Units,Count,E06000004,735.0
2013/14,Number of people in treatment,Stockton-on-Tees,,Units,Count,E06000004,755.0
2014/15,Number of people in treatment,Stockton-on-Tees,,Units,Count,E06000004,705.0
2015/16,Number of people in treatment,Stockton-on-Tees,,Units,Count,E06000004,615.0
2016/17,Number of people in treatment,Stockton-on-Tees,,Units,Count,E06000004,595.0
2017/18,Number of people in treatment,Stockton-on-Tees,,Units,Count,E06000004,545.0
2018/19,Number of people in treatment,Stockton-on-Tees,,Units,Count,E06000004,506.0
2018/19,Number of people in treatment,Stockton-on-Tees,,Units,Count,E06000004,510.0
2010/11,Estimated prevalence,Stoke-on-Trent,,Units,Number,E06000021,3750.0
2011/12,Estimated prevalence,Stoke-on-Trent,,Units,Number,E06000021,3748.0
2012/13,Estimated prevalence,Stoke-on-Trent,,Units,Number,E06000021,3758.0
2013/14,Estimated prevalence,Stoke-on-Trent,,Units,Number,E06000021,3863.0
2014/15,Estimated prevalence,Stoke-on-Trent,,Units,Number,E06000021,3864.0
2015/16,Estimated prevalence,Stoke-on-Trent,,Units,Number,E06000021,4086.0
2016/17,Estimated prevalence,Stoke-on-Trent,,Units,Number,E06000021,3707.0
2017/18,Estimated prevalence,Stoke-on-Trent,,Units,Number,E06000021,3509.0
2018/19,Estimated prevalence,Stoke-on-Trent,,Units,Number,E06000021,3767.333333
2010/11,Met need (%),Stoke-on-Trent,,Units,Percentage (%),E06000021,36.8
2011/12,Met need (%),Stoke-on-Trent,,Units,Percentage (%),E06000021,36.5528281750267
2012/13,Met need (%),Stoke-on-Trent,,Units,Percentage (%),E06000021,31.7988291644492
2013/14,Met need (%),Stoke-on-Trent,,Units,Percentage (%),E06000021,32.6171369402019
2014/15,Met need (%),Stoke-on-Trent,,Units,Percentage (%),E06000021,24.8447204968944
2015/16,Met need (%),Stoke-on-Trent,,Units,Percentage (%),E06000021,18.1106216348507
2016/17,Met need (%),Stoke-on-Trent,,Units,Percentage (%),E06000021,21.176153223631
2017/18,Met need (%),Stoke-on-Trent,,Units,Percentage (%),E06000021,23.0834995725278
2018/19,Met need (%),Stoke-on-Trent,,Units,Percentage (%),E06000021,20.59812423
