Year,Region,Local Authority,Gender,Ethnicity,Free School Meals,Learning category,Learning sub-category (higher),Observation status,Unit multiplier,Unit measure,GeoCode,Value
2021/22,East Midlands,North Northamptonshire,,,,,,Normal value,Units,Percentage (%),,59.5
2021/22,East Midlands,Nottingham,,,,,,Normal value,Units,Percentage (%),E06000018,57.3
2021/22,East Midlands,Nottinghamshire,,,,,,Normal value,Units,Percentage (%),,64.8
2021/22,East Midlands,Rutland,,,,,,Normal value,Units,Percentage (%),E06000017,70.4
2021/22,East Midlands,West Northamptonshire,,,,,,Normal value,Units,Percentage (%),,64.0
2021/22,West Midlands,Birmingham,,,,,,Normal value,Units,Percentage (%),E08000025,60.7
2021/22,West Midlands,Coventry,,,,,,Normal value,Units,Percentage (%),E08000026,59.8
2021/22,West Midlands,Dudley,,,,,,Normal value,Units,Percentage (%),E08000027,59.8
2021/22,West Midlands,"Herefordshire, County of",,,,,,Normal value,Units,Percentage (%),,70.8
2021/22,West Midlands,Sandwell,,,,,,Normal value,Units,Percentage (%),E08000028,56.0
2021/22,West Midlands,Shropshire,,,,,,Normal value,Units,Percentage (%),E06000051,64.3
2021/22,West Midlands,Solihull,,,,,,Normal value,Units,Percentage (%),E08000029,65.7
2021/22,West Midlands,Staffordshire,,,,,,Normal value,Units,Percentage (%),,65.8
2021/22,West Midlands,Stoke-on-Trent,,,,,,Normal value,Units,Percentage (%),E06000021,60.0
2021/22,West Midlands,Telford and Wrekin,,,,,,Normal value,Units,Percentage (%),E06000020,63.6
2021/22,West Midlands,Walsall,,,,,,Normal value,Units,Percentage (%),E08000030,54.3
2021/22,West Midlands,Warwickshire,,,,,,Normal value,Units,Percentage (%),,64.6
2021/22,West Midlands,Wolverhampton,,,,,,Normal value,Units,Percentage (%),E08000031,58.7
2021/22,West Midlands,Worcestershire,,,,,,Normal value,Units,Percentage (%),,63.6
2021/22,East of England,Bedford,,,,,,Normal value,Units,Percentage (%),E06000055,62.4
2021/22,East of England,Cambridgeshire,,,,,,Normal value,Units,Percentage (%),,64.1
2021/22,East of England,Central Bedfordshire,,,,,,Normal value,Units,Percentage (%),E06000056,63.2
2021/22,East of England,Essex,,,,,,Normal value,Units,Percentage (%),,65.4
2021/22,East of England,Hertfordshire,,,,,,Normal value,Units,Percentage (%),,62.7
2021/22,East of England,Luton,,,,,,Normal value,Units,Percentage (%),E06000032,53.7
2021/22,East of England,Norfolk,,,,,,Normal value,Units,Percentage (%),,62.8
2021/22,East of England,Peterborough,,,,,,Normal value,Units,Percentage (%),E06000031,58.2
2021/22,East of England,Southend-on-Sea,,,,,,Normal value,Units,Percentage (%),E06000033,65.0
2021/22,East of England,Suffolk,,,,,,Normal value,Units,Percentage (%),,60.5
2021/22,East of England,Thurrock,,,,,,Normal value,Units,Percentage (%),E06000034,65.8
2021/22,South East,Bracknell Forest,,,,,,Normal value,Units,Percentage (%),E06000036,67.6
2021/22,South East,Brighton and Hove,,,,,,Normal value,Units,Percentage (%),E06000043,64.7
2021/22,South East,Buckinghamshire,,,,,,Normal value,Units,Percentage (%),,62.9
2021/22,South East,East Sussex,,,,,,Normal value,Units,Percentage (%),,67.5
2021/22,South East,Hampshire,,,,,,Normal value,Units,Percentage (%),,69.7
2021/22,South East,Isle of Wight,,,,,,Normal value,Units,Percentage (%),E06000046,62.7
2021/22,South East,Kent,,,,,,Normal value,Units,Percentage (%),,64.7
2021/22,South East,Medway,,,,,,Normal value,Units,Percentage (%),E06000035,64.2
2021/22,South East,Milton Keynes,,,,,,Normal value,Units,Percentage (%),E06000042,64.4
2021/22,South East,Oxfordshire,,,,,,Normal value,Units,Percentage (%),,66.1
2021/22,South East,Portsmouth,,,,,,Normal value,Units,Percentage (%),E06000044,60.7
2021/22,South East,Reading,,,,,,Normal value,Units,Percentage (%),E06000038,62.0
2021/22,South East,Slough,,,,,,Normal value,Units,Percentage (%),E06000039,63.9
2021/22,South East,Southampton,,,,,,Normal value,Units,Percentage (%),E06000045,59.5
2021/22,South East,Surrey,,,,,,Normal value,Units,Percentage (%),,71.8
2021/22,South East,West Berkshire,,,,,,Normal value,Units,Percentage (%),E06000037,63.8
2021/22,South East,West Sussex,,,,,,Normal value,Units,Percentage (%),,63.1
2021/22,South East,Windsor and Maidenhead,,,,,,Normal value,Units,Percentage (%),E06000040,65.2
2021/22,South East,Wokingham,,,,,,Normal value,Units,Percentage (%),E06000041,71.9
2021/22,South West,Bath and North East Somerset,,,,,,Normal value,Units,Percentage (%),E06000022,69.7
2021/22,South West,"Bournemouth, Christchurch and Poole",,,,,,Normal value,Units,Percentage (%),,67.0
2021/22,South West,"Bristol, City of",,,,,,Normal value,Units,Percentage (%),,63.6
2021/22,South West,Cornwall,,,,,,Normal value,Units,Percentage (%),E06000052,64.0
2021/22,South West,Devon,,,,,,Normal value,Units,Percentage (%),,64.8
2021/22,South West,Dorset,,,,,,Normal value,Units,Percentage (%),,64.4
2021/22,South West,Gloucestershire,,,,,,Normal value,Units,Percentage (%),,66.0
2021/22,South West,Isles of Scilly,,,,,,Normal value,Units,Percentage (%),E06000053,80.0
2021/22,South West,North Somerset,,,,,,Normal value,Units,Percentage (%),E06000024,71.1
2021/22,South West,Plymouth,,,,,,Normal value,Units,Percentage (%),E06000026,62.3
2021/22,South West,Somerset,,,,,,Normal value,Units,Percentage (%),,63.2
2021/22,South West,South Gloucestershire,,,,,,Normal value,Units,Percentage (%),E06000025,68.1
2021/22,South West,Swindon,,,,,,Normal value,Units,Percentage (%),E06000030,62.0
2021/22,South West,Torbay,,,,,,Normal value,Units,Percentage (%),E06000027,62.3
2021/22,South West,Wiltshire,,,,,,Normal value,Units,Percentage (%),E06000054,65.9
2021/22,Inner London,Camden,,,,,,Normal value,Units,Percentage (%),E09000007,63.2
2021/22,Inner London,City of London,,,,,,Normal value,Units,Percentage (%),E09000001,64.3
2021/22,Inner London,Hackney,,,,,,Normal value,Units,Percentage (%),E09000012,65.9
2021/22,Inner London,Hammersmith and Fulham,,,,,,Normal value,Units,Percentage (%),E09000013,65.1
2021/22,Inner London,Haringey,,,,,,Normal value,Units,Percentage (%),E09000014,68.8
2021/22,Inner London,Islington,,,,,,Normal value,Units,Percentage (%),E09000019,63.6
2021/22,Inner London,Kensington and Chelsea,,,,,,Normal value,Units,Percentage (%),E09000020,64.5
2021/22,Inner London,Lambeth,,,,,,Normal value,Units,Percentage (%),E09000022,65.8
2021/22,Inner London,Lewisham,,,,,,Normal value,Units,Percentage (%),E09000023,68.2
2021/22,Inner London,Newham,,,,,,Normal value,Units,Percentage (%),E09000025,65.5
2021/22,Inner London,Southwark,,,,,,Normal value,Units,Percentage (%),E09000028,67.0
2021/22,Inner London,Tower Hamlets,,,,,,Normal value,Units,Percentage (%),E09000030,58.3
2021/22,Inner London,Wandsworth,,,,,,Normal value,Units,Percentage (%),E09000032,70.9
2021/22,Inner London,Westminster,,,,,,Normal value,Units,Percentage (%),E09000033,64.8
2021/22,Outer London,Barking and Dagenham,,,,,,Normal value,Units,Percentage (%),E09000002,59.7
2021/22,Outer London,Barnet,,,,,,Normal value,Units,Percentage (%),E09000003,62.9
2021/22,Outer London,Bexley,,,,,,Normal value,Units,Percentage (%),E09000004,67.3
2021/22,Outer London,Brent,,,,,,Normal value,Units,Percentage (%),E09000005,63.0
2021/22,Outer London,Bromley,,,,,,Normal value,Units,Percentage (%),E09000006,70.6
2021/22,Outer London,Croydon,,,,,,Normal value,Units,Percentage (%),E09000008,65.7
2021/22,Outer London,Ealing,,,,,,Normal value,Units,Percentage (%),E09000009,66.2
2021/22,Outer London,Enfield,,,,,,Normal value,Units,Percentage (%),E09000010,61.2
2021/22,Outer London,Greenwich,,,,,,Normal value,Units,Percentage (%),E09000011,67.1
2021/22,Outer London,Harrow,,,,,,Normal value,Units,Percentage (%),E09000015,68.0
2021/22,Outer London,Havering,,,,,,Normal value,Units,Percentage (%),E09000016,61.1
2021/22,Outer London,Hillingdon,,,,,,Normal value,Units,Percentage (%),E09000017,60.9
2021/22,Outer London,Hounslow,,,,,,Normal value,Units,Percentage (%),E09000018,62.5
2021/22,Outer London,Kingston upon Thames,,,,,,Normal value,Units,Percentage (%),E09000021,70.7
2021/22,Outer London,Merton,,,,,,Normal value,Units,Percentage (%),E09000024,68.1
2021/22,Outer London,Redbridge,,,,,,Normal value,Units,Percentage (%),E09000026,67.0
2021/22,Outer London,Richmond upon Thames,,,,,,Normal value,Units,Percentage (%),E09000027,73.8
2021/22,Outer London,Sutton,,,,,,Normal value,Units,Percentage (%),E09000029,68.0
2021/22,Outer London,Waltham Forest,,,,,,Normal value,Units,Percentage (%),E09000031,71.5
2021/22,,,,,,Prime areas of learning,,Normal value,Units,Percentage (%),,74.2
2021/22,,,Girls,,,Prime areas of learning,,Normal value,Units,Percentage (%),,81.8
2021/22,,,Boys,,,Prime areas of learning,,Normal value,Units,Percentage (%),,66.9
2021/22,,,,White,,Prime areas of learning,,Normal value,Units,Percentage (%),,75.7
2021/22,,,,Mixed/multiple ethnic groups,,Prime areas of learning,,Normal value,Units,Percentage (%),,75.7
2021/22,,,,Asian/Asian British,,Prime areas of learning,,Normal value,Units,Percentage (%),,72.1
2021/22,,,,Black/African/Caribbean/Black British,,Prime areas of learning,,Normal value,Units,Percentage (%),,68.4
2021/22,,,,Other ethnic group,,Prime areas of learning,,Normal value,Units,Percentage (%),,63.5
2021/22,,,,Unclassified,,Prime areas of learning,,Normal value,Units,Percentage (%),,59.7
2021/22,,,,,Free school meals,Prime areas of learning,,Normal value,Units,Percentage (%),,61.3
2021/22,,,,,No free school meals,Prime areas of learning,,Normal value,Units,Percentage (%),,77.1
2021/22,,,,,,Prime areas of learning,Communication and Language,Normal value,Units,Percentage (%),,79.5
2021/22,,,Girls,,,Prime areas of learning,Communication and Language,Normal value,Units,Percentage (%),,85.0
2021/22,,,Boys,,,Prime areas of learning,Communication and Language,Normal value,Units,Percentage (%),,74.3
2021/22,,,,White,,Prime areas of learning,Communication and Language,Normal value,Units,Percentage (%),,81.6
2021/22,,,,Mixed/multiple ethnic groups,,Prime areas of learning,Communication and Language,Normal value,Units,Percentage (%),,80.8
2021/22,,,,Asian/Asian British,,Prime areas of learning,Communication and Language,Normal value,Units,Percentage (%),,75.2
2021/22,,,,Black/African/Caribbean/Black British,,Prime areas of learning,Communication and Language,Normal value,Units,Percentage (%),,73.0
2021/22,,,,Other ethnic group,,Prime areas of learning,Communication and Language,Normal value,Units,Percentage (%),,67.0
2021/22,,,,Unclassified,,Prime areas of learning,Communication and Language,Normal value,Units,Percentage (%),,65.2
2021/22,,,,,Free school meals,Prime areas of learning,Communication and Language,Normal value,Units,Percentage (%),,68.6
2021/22,,,,,No free school meals,Prime areas of learning,Communication and Language,Normal value,Units,Percentage (%),,82.0
2021/22,,,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),,83.0
2021/22,,,Girls,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),,89.1
2021/22,,,Boys,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),,77.2
2021/22,,,,White,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),,84.1
2021/22,,,,Mixed/multiple ethnic groups,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),,83.7
2021/22,,,,Asian/Asian British,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),,81.9
2021/22,,,,Black/African/Caribbean/Black British,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),,77.2
2021/22,,,,Other ethnic group,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),,77.4
2021/22,,,,Unclassified,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),,73.4
2021/22,,,,,Free school meals,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),,73.7
2021/22,,,,,No free school meals,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),,85.1
2021/22,,,,,,Prime areas of learning,Physical Development,Normal value,Units,Percentage (%),,84.9
2021/22,,,Girls,,,Prime areas of learning,Physical Development,Normal value,Units,Percentage (%),,91.6
2021/22,,,Boys,,,Prime areas of learning,Physical Development,Normal value,Units,Percentage (%),,78.4
2021/22,,,,White,,Prime areas of learning,Physical Development,Normal value,Units,Percentage (%),,85.6
2021/22,,,,Mixed/multiple ethnic groups,,Prime areas of learning,Physical Development,Normal value,Units,Percentage (%),,86.0
2021/22,,,,Asian/Asian British,,Prime areas of learning,Physical Development,Normal value,Units,Percentage (%),,84.0
2021/22,,,,Black/African/Caribbean/Black British,,Prime areas of learning,Physical Development,Normal value,Units,Percentage (%),,80.8
2021/22,,,,Other ethnic group,,Prime areas of learning,Physical Development,Normal value,Units,Percentage (%),,82.1
2021/22,,,,Unclassified,,Prime areas of learning,Physical Development,Normal value,Units,Percentage (%),,77.6
2021/22,,,,,Free school meals,Prime areas of learning,Physical Development,Normal value,Units,Percentage (%),,75.7
2021/22,,,,,No free school meals,Prime areas of learning,Physical Development,Normal value,Units,Percentage (%),,86.9
2021/22,North East,,,,,Prime areas of learning,,Normal value,Units,Percentage (%),E12000001,73.7
2021/22,North East,,,,,Prime areas of learning,Communication and Language,Normal value,Units,Percentage (%),E12000001,79.0
2021/22,North East,,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E12000001,82.2
2021/22,North East,,,,,Prime areas of learning,Physical Development,Normal value,Units,Percentage (%),E12000001,83.7
2021/22,North West,,,,,Prime areas of learning,,Normal value,Units,Percentage (%),E12000002,70.9
2021/22,North West,,,,,Prime areas of learning,Communication and Language,Normal value,Units,Percentage (%),E12000002,76.5
2021/22,North West,,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E12000002,80.6
2021/22,North West,,,,,Prime areas of learning,Physical Development,Normal value,Units,Percentage (%),E12000002,82.3
2021/22,Yorkshire and The Humber,,,,,Prime areas of learning,,Normal value,Units,Percentage (%),E12000003,73.9
2021/22,Yorkshire and The Humber,,,,,Prime areas of learning,Communication and Language,Normal value,Units,Percentage (%),E12000003,79.5
2021/22,Yorkshire and The Humber,,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E12000003,82.7
2021/22,Yorkshire and The Humber,,,,,Prime areas of learning,Physical Development,Normal value,Units,Percentage (%),E12000003,84.2
2021/22,East Midlands,,,,,Prime areas of learning,,Normal value,Units,Percentage (%),E12000004,74.2
2021/22,East Midlands,,,,,Prime areas of learning,Communication and Language,Normal value,Units,Percentage (%),E12000004,79.4
2021/22,East Midlands,,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E12000004,82.9
2021/22,East Midlands,,,,,Prime areas of learning,Physical Development,Normal value,Units,Percentage (%),E12000004,84.7
2021/22,West Midlands,,,,,Prime areas of learning,,Normal value,Units,Percentage (%),E12000005,72.6
2021/22,West Midlands,,,,,Prime areas of learning,Communication and Language,Normal value,Units,Percentage (%),E12000005,77.6
2021/22,West Midlands,,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E12000005,81.7
2021/22,West Midlands,,,,,Prime areas of learning,Physical Development,Normal value,Units,Percentage (%),E12000005,83.3
2021/22,East of England,,,,,Prime areas of learning,,Normal value,Units,Percentage (%),E12000006,74.4
2021/22,East of England,,,,,Prime areas of learning,Communication and Language,Normal value,Units,Percentage (%),E12000006,80.1
2021/22,East of England,,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E12000006,83.5
2021/22,East of England,,,,,Prime areas of learning,Physical Development,Normal value,Units,Percentage (%),E12000006,85.5
2021/22,London,,,,,Prime areas of learning,,Normal value,Units,Percentage (%),E12000007,74.8
2021/22,London,,,,,Prime areas of learning,Communication and Language,Normal value,Units,Percentage (%),E12000007,79.1
2021/22,London,,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E12000007,83.3
2021/22,London,,,,,Prime areas of learning,Physical Development,Normal value,Units,Percentage (%),E12000007,85.6
2021/22,South East,,,,,Prime areas of learning,,Normal value,Units,Percentage (%),E12000008,76.7
2021/22,South East,,,,,Prime areas of learning,Communication and Language,Normal value,Units,Percentage (%),E12000008,82.4
2021/22,South East,,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E12000008,85.1
2021/22,South East,,,,,Prime areas of learning,Physical Development,Normal value,Units,Percentage (%),E12000008,86.9
2021/22,South West,,,,,Prime areas of learning,,Normal value,Units,Percentage (%),E12000009,75.8
2021/22,South West,,,,,Prime areas of learning,Communication and Language,Normal value,Units,Percentage (%),E12000009,81.8
2021/22,South West,,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E12000009,84.4
2021/22,South West,,,,,Prime areas of learning,Physical Development,Normal value,Units,Percentage (%),E12000009,86.3
2021/22,Inner London,,,,,Prime areas of learning,,Normal value,Units,Percentage (%),E13000001,73.9
2021/22,Inner London,,,,,Prime areas of learning,Communication and Language,Normal value,Units,Percentage (%),E13000001,78.4
2021/22,Inner London,,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E13000001,82.4
2021/22,Inner London,,,,,Prime areas of learning,Physical Development,Normal value,Units,Percentage (%),E13000001,84.9
2021/22,Outer London,,,,,Prime areas of learning,,Normal value,Units,Percentage (%),E13000002,75.3
2021/22,Outer London,,,,,Prime areas of learning,Communication and Language,Normal value,Units,Percentage (%),E13000002,79.5
2021/22,Outer London,,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E13000002,83.8
2021/22,Outer London,,,,,Prime areas of learning,Physical Development,Normal value,Units,Percentage (%),E13000002,85.9
2021/22,North East,County Durham,,,,Prime areas of learning,,Normal value,Units,Percentage (%),E06000047,73.2
2021/22,North East,County Durham,,,,Prime areas of learning,Communication and Language,Normal value,Units,Percentage (%),E06000047,79.1
2021/22,North East,County Durham,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E06000047,81.9
2021/22,North East,County Durham,,,,Prime areas of learning,Physical Development,Normal value,Units,Percentage (%),E06000047,83.5
2021/22,North East,Darlington,,,,Prime areas of learning,,Normal value,Units,Percentage (%),E06000005,71.9
2021/22,North East,Darlington,,,,Prime areas of learning,Communication and Language,Normal value,Units,Percentage (%),E06000005,76.7
2021/22,North East,Darlington,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E06000005,82.3
2021/22,North East,Darlington,,,,Prime areas of learning,Physical Development,Normal value,Units,Percentage (%),E06000005,83.7
2021/22,North East,Gateshead,,,,Prime areas of learning,,Normal value,Units,Percentage (%),E08000037,79.8
2021/22,North East,Gateshead,,,,Prime areas of learning,Communication and Language,Normal value,Units,Percentage (%),E08000037,85.5
2021/22,North East,Gateshead,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E08000037,86.5
2021/22,North East,Gateshead,,,,Prime areas of learning,Physical Development,Normal value,Units,Percentage (%),E08000037,87.4
2021/22,North East,Hartlepool,,,,Prime areas of learning,,Normal value,Units,Percentage (%),E06000001,70.2
2021/22,North East,Hartlepool,,,,Prime areas of learning,Communication and Language,Normal value,Units,Percentage (%),E06000001,75.2
2021/22,North East,Hartlepool,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E06000001,77.8
2021/22,North East,Hartlepool,,,,Prime areas of learning,Physical Development,Normal value,Units,Percentage (%),E06000001,79.8
2021/22,North East,Middlesbrough,,,,Prime areas of learning,,Normal value,Units,Percentage (%),E06000002,65.1
2021/22,North East,Middlesbrough,,,,Prime areas of learning,Communication and Language,Normal value,Units,Percentage (%),E06000002,69.8
2021/22,North East,Middlesbrough,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E06000002,75.3
2021/22,North East,Middlesbrough,,,,Prime areas of learning,Physical Development,Normal value,Units,Percentage (%),E06000002,77.0
2021/22,North East,Newcastle upon Tyne,,,,Prime areas of learning,,Normal value,Units,Percentage (%),E08000021,74.2
2021/22,North East,Newcastle upon Tyne,,,,Prime areas of learning,Communication and Language,Normal value,Units,Percentage (%),E08000021,79.2
2021/22,North East,Newcastle upon Tyne,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E08000021,83.2
2021/22,North East,Newcastle upon Tyne,,,,Prime areas of learning,Physical Development,Normal value,Units,Percentage (%),E08000021,84.8
2021/22,North East,North Tyneside,,,,Prime areas of learning,,Normal value,Units,Percentage (%),E08000022,73.2
2021/22,North East,North Tyneside,,,,Prime areas of learning,Communication and Language,Normal value,Units,Percentage (%),E08000022,80.1
2021/22,North East,North Tyneside,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E08000022,83.3
2021/22,North East,North Tyneside,,,,Prime areas of learning,Physical Development,Normal value,Units,Percentage (%),E08000022,83.1
2021/22,North East,Northumberland,,,,Prime areas of learning,,Normal value,Units,Percentage (%),E06000057,76.7
2021/22,North East,Northumberland,,,,Prime areas of learning,Communication and Language,Normal value,Units,Percentage (%),E06000057,82.2
2021/22,North East,Northumberland,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E06000057,83.7
2021/22,North East,Northumberland,,,,Prime areas of learning,Physical Development,Normal value,Units,Percentage (%),E06000057,86.4
2021/22,North East,Redcar and Cleveland,,,,Prime areas of learning,,Normal value,Units,Percentage (%),E06000003,72.5
2021/22,North East,Redcar and Cleveland,,,,Prime areas of learning,Communication and Language,Normal value,Units,Percentage (%),E06000003,76.9
2021/22,North East,Redcar and Cleveland,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E06000003,80.1
2021/22,North East,Redcar and Cleveland,,,,Prime areas of learning,Physical Development,Normal value,Units,Percentage (%),E06000003,82.6
2021/22,North East,South Tyneside,,,,Prime areas of learning,,Normal value,Units,Percentage (%),E08000023,75.3
2021/22,North East,South Tyneside,,,,Prime areas of learning,Communication and Language,Normal value,Units,Percentage (%),E08000023,79.3
2021/22,North East,South Tyneside,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E08000023,84.7
2021/22,North East,South Tyneside,,,,Prime areas of learning,Physical Development,Normal value,Units,Percentage (%),E08000023,85.4
2021/22,North East,Stockton-on-Tees,,,,Prime areas of learning,,Normal value,Units,Percentage (%),E06000004,76.6
2021/22,North East,Stockton-on-Tees,,,,Prime areas of learning,Communication and Language,Normal value,Units,Percentage (%),E06000004,81.7
2021/22,North East,Stockton-on-Tees,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E06000004,85.3
2021/22,North East,Stockton-on-Tees,,,,Prime areas of learning,Physical Development,Normal value,Units,Percentage (%),E06000004,85.0
2021/22,North East,Sunderland,,,,Prime areas of learning,,Normal value,Units,Percentage (%),E08000024,72.1
2021/22,North East,Sunderland,,,,Prime areas of learning,Communication and Language,Normal value,Units,Percentage (%),E08000024,77.2
2021/22,North East,Sunderland,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E08000024,79.4
2021/22,North East,Sunderland,,,,Prime areas of learning,Physical Development,Normal value,Units,Percentage (%),E08000024,82.2
2021/22,North West,Blackburn with Darwen,,,,Prime areas of learning,,Normal value,Units,Percentage (%),E06000008,70.0
2021/22,North West,Blackburn with Darwen,,,,Prime areas of learning,Communication and Language,Normal value,Units,Percentage (%),E06000008,74.4
2021/22,North West,Blackburn with Darwen,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E06000008,80.3
2021/22,North West,Blackburn with Darwen,,,,Prime areas of learning,Physical Development,Normal value,Units,Percentage (%),E06000008,80.5
2021/22,North West,Blackpool,,,,Prime areas of learning,,Normal value,Units,Percentage (%),E06000009,68.6
2021/22,North West,Blackpool,,,,Prime areas of learning,Communication and Language,Normal value,Units,Percentage (%),E06000009,73.7
2021/22,North West,Blackpool,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E06000009,79.3
2021/22,North West,Blackpool,,,,Prime areas of learning,Physical Development,Normal value,Units,Percentage (%),E06000009,81.1
2021/22,North West,Bolton,,,,Prime areas of learning,,Normal value,Units,Percentage (%),E08000001,71.5
2021/22,North West,Bolton,,,,Prime areas of learning,Communication and Language,Normal value,Units,Percentage (%),E08000001,76.0
2021/22,North West,Bolton,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E08000001,81.1
2021/22,North West,Bolton,,,,Prime areas of learning,Physical Development,Normal value,Units,Percentage (%),E08000001,83.9
2021/22,North West,Bury,,,,Prime areas of learning,,Normal value,Units,Percentage (%),E08000002,73.5
2021/22,North West,Bury,,,,Prime areas of learning,Communication and Language,Normal value,Units,Percentage (%),E08000002,80.0
2021/22,North West,Bury,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E08000002,82.3
2021/22,North West,Bury,,,,Prime areas of learning,Physical Development,Normal value,Units,Percentage (%),E08000002,85.2
2021/22,North West,Cheshire East,,,,Prime areas of learning,,Normal value,Units,Percentage (%),E06000049,75.9
2021/22,North West,Cheshire East,,,,Prime areas of learning,Communication and Language,Normal value,Units,Percentage (%),E06000049,81.0
2021/22,North West,Cheshire East,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E06000049,84.3
2021/22,North West,Cheshire East,,,,Prime areas of learning,Physical Development,Normal value,Units,Percentage (%),E06000049,86.8
2021/22,North West,Cheshire West and Chester,,,,Prime areas of learning,,Normal value,Units,Percentage (%),E06000050,77.0
2021/22,North West,Cheshire West and Chester,,,,Prime areas of learning,Communication and Language,Normal value,Units,Percentage (%),E06000050,82.2
2021/22,North West,Cheshire West and Chester,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E06000050,84.5
2021/22,North West,Cheshire West and Chester,,,,Prime areas of learning,Physical Development,Normal value,Units,Percentage (%),E06000050,86.8
2021/22,North West,Cumbria,,,,Prime areas of learning,,Normal value,Units,Percentage (%),,74.6
2021/22,North West,Cumbria,,,,Prime areas of learning,Communication and Language,Normal value,Units,Percentage (%),,81.2
2021/22,North West,Cumbria,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),,83.7
2021/22,North West,Cumbria,,,,Prime areas of learning,Physical Development,Normal value,Units,Percentage (%),,85.2
2021/22,North West,Halton,,,,Prime areas of learning,,Normal value,Units,Percentage (%),E06000006,72.4
2021/22,North West,Halton,,,,Prime areas of learning,Communication and Language,Normal value,Units,Percentage (%),E06000006,77.9
2021/22,North West,Halton,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E06000006,82.4
2021/22,North West,Halton,,,,Prime areas of learning,Physical Development,Normal value,Units,Percentage (%),E06000006,82.6
2021/22,North West,Knowsley,,,,Prime areas of learning,,Normal value,Units,Percentage (%),E08000011,69.0
2021/22,North West,Knowsley,,,,Prime areas of learning,Communication and Language,Normal value,Units,Percentage (%),E08000011,73.7
2021/22,North West,Knowsley,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E08000011,79.9
2021/22,North West,Knowsley,,,,Prime areas of learning,Physical Development,Normal value,Units,Percentage (%),E08000011,81.8
2021/22,North West,Lancashire,,,,Prime areas of learning,,Normal value,Units,Percentage (%),,70.6
