Year,Series,Age,Country,Region,Country of birth,Disability status,Sex,Unit measure,Unit multiplier,Observation status,GeoCode,Value
2014 Q4,Not seasonally adjusted,16 to 17,,,,,Male,Percentage (%),Units,Undefined,,35.72133885
2015 Q1,Not seasonally adjusted,16 to 17,,,,,Male,Percentage (%),Units,Undefined,,35.32710113
2015 Q2,Not seasonally adjusted,16 to 17,,,,,Male,Percentage (%),Units,Undefined,,33.73012873
2015 Q3,Not seasonally adjusted,16 to 17,,,,,Male,Percentage (%),Units,Undefined,,36.31751164
2015 Q4,Not seasonally adjusted,16 to 17,,,,,Male,Percentage (%),Units,Undefined,,28.75572442
2016 Q1,Not seasonally adjusted,16 to 17,,,,,Male,Percentage (%),Units,Undefined,,26.76401795
2016 Q2,Not seasonally adjusted,16 to 17,,,,,Male,Percentage (%),Units,Undefined,,31.7705793
2016 Q3,Not seasonally adjusted,16 to 17,,,,,Male,Percentage (%),Units,Undefined,,35.22820276
2016 Q4,Not seasonally adjusted,16 to 17,,,,,Male,Percentage (%),Units,Undefined,,26.57775388
2017 Q1,Not seasonally adjusted,16 to 17,,,,,Male,Percentage (%),Units,Undefined,,24.32506829
2017 Q2,Not seasonally adjusted,16 to 17,,,,,Male,Percentage (%),Units,Undefined,,26.22251706
2017 Q3,Not seasonally adjusted,16 to 17,,,,,Male,Percentage (%),Units,Undefined,,28.10322103
2017 Q4,Not seasonally adjusted,16 to 17,,,,,Male,Percentage (%),Units,Undefined,,27.05814267
2018 Q1,Not seasonally adjusted,16 to 17,,,,,Male,Percentage (%),Units,Undefined,,25.34185367
2018 Q2,Not seasonally adjusted,16 to 17,,,,,Male,Percentage (%),Units,Undefined,,20.92186712
2018 Q3,Not seasonally adjusted,16 to 17,,,,,Male,Percentage (%),Units,Undefined,,28.04332814
2018 Q4,Not seasonally adjusted,16 to 17,,,,,Male,Percentage (%),Units,Undefined,,23.89695563
2019 Q1,Not seasonally adjusted,16 to 17,,,,,Male,Percentage (%),Units,Undefined,,19.6916366
2019 Q2,Not seasonally adjusted,16 to 17,,,,,Male,Percentage (%),Units,Undefined,,20.74817815
2019 Q3,Not seasonally adjusted,16 to 17,,,,,Male,Percentage (%),Units,Undefined,,29.85476682
2019 Q4,Not seasonally adjusted,16 to 17,,,,,Male,Percentage (%),Units,Undefined,,27.31668309
2020 Q1,Not seasonally adjusted,16 to 17,,,,,Male,Percentage (%),Units,Undefined,,28.69073857
2020 Q2,Not seasonally adjusted,16 to 17,,,,,Male,Percentage (%),Units,Undefined,,28.08082453
2020 Q3,Not seasonally adjusted,16 to 17,,,,,Male,Percentage (%),Units,Undefined,,30.96066186
2000 Q1,Not seasonally adjusted,16 to 64,,,,,Male,Percentage (%),Units,Undefined,,6.41008438
2000 Q2,Not seasonally adjusted,16 to 64,,,,,Male,Percentage (%),Units,Undefined,,6.023611471
2000 Q3,Not seasonally adjusted,16 to 64,,,,,Male,Percentage (%),Units,Undefined,,5.979554064
2000 Q4,Not seasonally adjusted,16 to 64,,,,,Male,Percentage (%),Units,Undefined,,5.61176176
2001 Q1,Not seasonally adjusted,16 to 64,,,,,Male,Percentage (%),Units,Undefined,,5.751317478
2001 Q2,Not seasonally adjusted,16 to 64,,,,,Male,Percentage (%),Units,Undefined,,5.493498535
2001 Q3,Not seasonally adjusted,16 to 64,,,,,Male,Percentage (%),Units,Undefined,,5.843598746
2001 Q4,Not seasonally adjusted,16 to 64,,,,,Male,Percentage (%),Units,Undefined,,5.610861825
2002 Q1,Not seasonally adjusted,16 to 64,,,,,Male,Percentage (%),Units,Undefined,,5.93607968
2002 Q2,Not seasonally adjusted,16 to 64,,,,,Male,Percentage (%),Units,Undefined,,5.646184133
2002 Q3,Not seasonally adjusted,16 to 64,,,,,Male,Percentage (%),Units,Undefined,,6.09432789
2002 Q4,Not seasonally adjusted,16 to 64,,,,,Male,Percentage (%),Units,Undefined,,5.457942921
2003 Q1,Not seasonally adjusted,16 to 64,,,,,Male,Percentage (%),Units,Undefined,,5.936687633
2003 Q2,Not seasonally adjusted,16 to 64,,,,,Male,Percentage (%),Units,Undefined,,5.427421611
2003 Q3,Not seasonally adjusted,16 to 64,,,,,Male,Percentage (%),Units,Undefined,,5.723218949
2003 Q4,Not seasonally adjusted,16 to 64,,,,,Male,Percentage (%),Units,Undefined,,5.338854117
2004 Q1,Not seasonally adjusted,16 to 64,,,,,Male,Percentage (%),Units,Undefined,,5.304469333
2004 Q2,Not seasonally adjusted,16 to 64,,,,,Male,Percentage (%),Units,Undefined,,5.143686585
2004 Q3,Not seasonally adjusted,16 to 64,,,,,Male,Percentage (%),Units,Undefined,,5.221022033
2004 Q4,Not seasonally adjusted,16 to 64,,,,,Male,Percentage (%),Units,Undefined,,5.013760196
2005 Q1,Not seasonally adjusted,16 to 64,,,,,Male,Percentage (%),Units,Undefined,,5.199858709
2005 Q2,Not seasonally adjusted,16 to 64,,,,,Male,Percentage (%),Units,Undefined,,5.06456802
2005 Q3,Not seasonally adjusted,16 to 64,,,,,Male,Percentage (%),Units,Undefined,,5.354392284
2005 Q4,Not seasonally adjusted,16 to 64,,,,,Male,Percentage (%),Units,Undefined,,5.500152504
2006 Q1,Not seasonally adjusted,16 to 64,,,,,Male,Percentage (%),Units,Undefined,,5.748958793
2006 Q2,Not seasonally adjusted,16 to 64,,,,,Male,Percentage (%),Units,Undefined,,5.831589691
2006 Q3,Not seasonally adjusted,16 to 64,,,,,Male,Percentage (%),Units,Undefined,,6.066053474
2006 Q4,Not seasonally adjusted,16 to 64,,,,,Male,Percentage (%),Units,Undefined,,5.727175297
2007 Q1,Not seasonally adjusted,16 to 64,,,,,Male,Percentage (%),Units,Undefined,,5.932287559
2007 Q2,Not seasonally adjusted,16 to 64,,,,,Male,Percentage (%),Units,Undefined,,5.59675066
2007 Q3,Not seasonally adjusted,16 to 64,,,,,Male,Percentage (%),Units,Undefined,,5.831242109
2007 Q4,Not seasonally adjusted,16 to 64,,,,,Male,Percentage (%),Units,Undefined,,5.313039465
2008 Q1,Not seasonally adjusted,16 to 64,,,,,Male,Percentage (%),Units,Undefined,,5.659056358
2008 Q2,Not seasonally adjusted,16 to 64,,,,,Male,Percentage (%),Units,Undefined,,5.785003198
2008 Q3,Not seasonally adjusted,16 to 64,,,,,Male,Percentage (%),Units,Undefined,,6.596603378
2008 Q4,Not seasonally adjusted,16 to 64,,,,,Male,Percentage (%),Units,Undefined,,6.921667056
2009 Q1,Not seasonally adjusted,16 to 64,,,,,Male,Percentage (%),Units,Undefined,,8.012976401
2009 Q2,Not seasonally adjusted,16 to 64,,,,,Male,Percentage (%),Units,Undefined,,8.854105634
2009 Q3,Not seasonally adjusted,16 to 64,,,,,Male,Percentage (%),Units,Undefined,,9.278552951
2009 Q4,Not seasonally adjusted,16 to 64,,,,,Male,Percentage (%),Units,Undefined,,8.741186043
2010 Q1,Not seasonally adjusted,16 to 64,,,,,Male,Percentage (%),Units,Undefined,,9.315804924
2010 Q2,Not seasonally adjusted,16 to 64,,,,,Male,Percentage (%),Units,Undefined,,8.788867414
2010 Q3,Not seasonally adjusted,16 to 64,,,,,Male,Percentage (%),Units,Undefined,,8.707748896
2010 Q4,Not seasonally adjusted,16 to 64,,,,,Male,Percentage (%),Units,Undefined,,8.509620707
2011 Q1,Not seasonally adjusted,16 to 64,,,,,Male,Percentage (%),Units,Undefined,,8.620532745
2011 Q2,Not seasonally adjusted,16 to 64,,,,,Male,Percentage (%),Units,Undefined,,8.654042189
2011 Q3,Not seasonally adjusted,16 to 64,,,,,Male,Percentage (%),Units,Undefined,,9.381797548
2011 Q4,Not seasonally adjusted,16 to 64,,,,,Male,Percentage (%),Units,Undefined,,9.010467382
2012 Q1,Not seasonally adjusted,16 to 64,,,,,Male,Percentage (%),Units,Undefined,,8.924046958
2012 Q2,Not seasonally adjusted,16 to 64,,,,,Male,Percentage (%),Units,Undefined,,8.614251796
2012 Q3,Not seasonally adjusted,16 to 64,,,,,Male,Percentage (%),Units,Undefined,,8.64261281
2012 Q4,Not seasonally adjusted,16 to 64,,,,,Male,Percentage (%),Units,Undefined,,8.201250592
2013 Q1,Not seasonally adjusted,16 to 64,,,,,Male,Percentage (%),Units,Undefined,,8.558910353
2013 Q2,Not seasonally adjusted,16 to 64,,,,,Male,Percentage (%),Units,Undefined,,8.4099225
2013 Q3,Not seasonally adjusted,16 to 64,,,,,Male,Percentage (%),Units,Undefined,,8.34874421
2013 Q4,Not seasonally adjusted,16 to 64,,,,,Male,Percentage (%),Units,Undefined,,7.603407416
2014 Q1,Not seasonally adjusted,16 to 64,,,,,Male,Percentage (%),Units,Undefined,,7.235347837
2014 Q2,Not seasonally adjusted,16 to 64,,,,,Male,Percentage (%),Units,Undefined,,6.613976594
2014 Q3,Not seasonally adjusted,16 to 64,,,,,Male,Percentage (%),Units,Undefined,,6.558765297
2014 Q4,Not seasonally adjusted,16 to 64,,,,,Male,Percentage (%),Units,Undefined,,5.959024995
2015 Q1,Not seasonally adjusted,16 to 64,,,,,Male,Percentage (%),Units,Undefined,,5.892113849
2015 Q2,Not seasonally adjusted,16 to 64,,,,,Male,Percentage (%),Units,Undefined,,5.885279017
2015 Q3,Not seasonally adjusted,16 to 64,,,,,Male,Percentage (%),Units,Undefined,,5.781978462
2015 Q4,Not seasonally adjusted,16 to 64,,,,,Male,Percentage (%),Units,Undefined,,5.203618421
2016 Q1,Not seasonally adjusted,16 to 64,,,,,Male,Percentage (%),Units,Undefined,,5.348550806
2016 Q2,Not seasonally adjusted,16 to 64,,,,,Male,Percentage (%),Units,Undefined,,5.12207774
2016 Q3,Not seasonally adjusted,16 to 64,,,,,Male,Percentage (%),Units,Undefined,,5.311249417
2016 Q4,Not seasonally adjusted,16 to 64,,,,,Male,Percentage (%),Units,Undefined,,4.923303885
2017 Q1,Not seasonally adjusted,16 to 64,,,,,Male,Percentage (%),Units,Undefined,,4.922026228
2017 Q2,Not seasonally adjusted,16 to 64,,,,,Male,Percentage (%),Units,Undefined,,4.622110081
2017 Q3,Not seasonally adjusted,16 to 64,,,,,Male,Percentage (%),Units,Undefined,,4.617457376
2017 Q4,Not seasonally adjusted,16 to 64,,,,,Male,Percentage (%),Units,Undefined,,4.322895946
2018 Q1,Not seasonally adjusted,16 to 64,,,,,Male,Percentage (%),Units,Undefined,,4.329391466
2018 Q2,Not seasonally adjusted,16 to 64,,,,,Male,Percentage (%),Units,Undefined,,4.095881152
2018 Q3,Not seasonally adjusted,16 to 64,,,,,Male,Percentage (%),Units,Undefined,,4.463194627
2018 Q4,Not seasonally adjusted,16 to 64,,,,,Male,Percentage (%),Units,Undefined,,4.131637134
2019 Q1,Not seasonally adjusted,16 to 64,,,,,Male,Percentage (%),Units,Undefined,,4.039458825
2019 Q2,Not seasonally adjusted,16 to 64,,,,,Male,Percentage (%),Units,Undefined,,4.191226388
2019 Q3,Not seasonally adjusted,16 to 64,,,,,Male,Percentage (%),Units,Undefined,,4.344046907
2019 Q4,Not seasonally adjusted,16 to 64,,,,,Male,Percentage (%),Units,Undefined,,3.87773721
2020 Q1,Not seasonally adjusted,16 to 64,,,,,Male,Percentage (%),Units,Undefined,,4.255156778
2020 Q2,Not seasonally adjusted,16 to 64,,,,,Male,Percentage (%),Units,Undefined,,4.220488127
2020 Q3,Not seasonally adjusted,16 to 64,,,,,Male,Percentage (%),Units,Undefined,,5.539151271
2000 Q1,Not seasonally adjusted,18 to 24,,,,,Male,Percentage (%),Units,Undefined,,12.27166791
2000 Q2,Not seasonally adjusted,18 to 24,,,,,Male,Percentage (%),Units,Undefined,,11.7076443
2000 Q3,Not seasonally adjusted,18 to 24,,,,,Male,Percentage (%),Units,Undefined,,11.26557344
2000 Q4,Not seasonally adjusted,18 to 24,,,,,Male,Percentage (%),Units,Undefined,,11.09339029
2001 Q1,Not seasonally adjusted,18 to 24,,,,,Male,Percentage (%),Units,Undefined,,12.38533578
2001 Q2,Not seasonally adjusted,18 to 24,,,,,Male,Percentage (%),Units,Undefined,,10.7407155
2001 Q3,Not seasonally adjusted,18 to 24,,,,,Male,Percentage (%),Units,Undefined,,12.26622426
2001 Q4,Not seasonally adjusted,18 to 24,,,,,Male,Percentage (%),Units,Undefined,,11.7668751
2002 Q1,Not seasonally adjusted,18 to 24,,,,,Male,Percentage (%),Units,Undefined,,12.64831773
2002 Q2,Not seasonally adjusted,18 to 24,,,,,Male,Percentage (%),Units,Undefined,,11.52225143
2002 Q3,Not seasonally adjusted,18 to 24,,,,,Male,Percentage (%),Units,Undefined,,12.66246764
2002 Q4,Not seasonally adjusted,18 to 24,,,,,Male,Percentage (%),Units,Undefined,,11.28391177
2003 Q1,Not seasonally adjusted,18 to 24,,,,,Male,Percentage (%),Units,Undefined,,12.87598527
2003 Q2,Not seasonally adjusted,18 to 24,,,,,Male,Percentage (%),Units,Undefined,,11.41695691
2003 Q3,Not seasonally adjusted,18 to 24,,,,,Male,Percentage (%),Units,Undefined,,12.2164541
2003 Q4,Not seasonally adjusted,18 to 24,,,,,Male,Percentage (%),Units,Undefined,,10.9452289
2004 Q1,Not seasonally adjusted,18 to 24,,,,,Male,Percentage (%),Units,Undefined,,11.75756532
2004 Q2,Not seasonally adjusted,18 to 24,,,,,Male,Percentage (%),Units,Undefined,,10.46596645
2004 Q3,Not seasonally adjusted,18 to 24,,,,,Male,Percentage (%),Units,Undefined,,11.45942761
2004 Q4,Not seasonally adjusted,18 to 24,,,,,Male,Percentage (%),Units,Undefined,,11.78602425
2005 Q1,Not seasonally adjusted,18 to 24,,,,,Male,Percentage (%),Units,Undefined,,12.10480168
2005 Q2,Not seasonally adjusted,18 to 24,,,,,Male,Percentage (%),Units,Undefined,,11.87132138
2005 Q3,Not seasonally adjusted,18 to 24,,,,,Male,Percentage (%),Units,Undefined,,12.85674168
2005 Q4,Not seasonally adjusted,18 to 24,,,,,Male,Percentage (%),Units,Undefined,,13.34602362
2006 Q1,Not seasonally adjusted,18 to 24,,,,,Male,Percentage (%),Units,Undefined,,13.2894195
2006 Q2,Not seasonally adjusted,18 to 24,,,,,Male,Percentage (%),Units,Undefined,,13.81809655
2006 Q3,Not seasonally adjusted,18 to 24,,,,,Male,Percentage (%),Units,Undefined,,14.29317867
2006 Q4,Not seasonally adjusted,18 to 24,,,,,Male,Percentage (%),Units,Undefined,,13.17261099
2007 Q1,Not seasonally adjusted,18 to 24,,,,,Male,Percentage (%),Units,Undefined,,13.80854241
2007 Q2,Not seasonally adjusted,18 to 24,,,,,Male,Percentage (%),Units,Undefined,,13.65342817
2007 Q3,Not seasonally adjusted,18 to 24,,,,,Male,Percentage (%),Units,Undefined,,14.09846902
2007 Q4,Not seasonally adjusted,18 to 24,,,,,Male,Percentage (%),Units,Undefined,,12.79858098
2008 Q1,Not seasonally adjusted,18 to 24,,,,,Male,Percentage (%),Units,Undefined,,14.31599975
2008 Q2,Not seasonally adjusted,18 to 24,,,,,Male,Percentage (%),Units,Undefined,,14.32743097
2008 Q3,Not seasonally adjusted,18 to 24,,,,,Male,Percentage (%),Units,Undefined,,16.51143103
2008 Q4,Not seasonally adjusted,18 to 24,,,,,Male,Percentage (%),Units,Undefined,,16.48169477
2009 Q1,Not seasonally adjusted,18 to 24,,,,,Male,Percentage (%),Units,Undefined,,19.02978088
2009 Q2,Not seasonally adjusted,18 to 24,,,,,Male,Percentage (%),Units,Undefined,,19.82187379
2009 Q3,Not seasonally adjusted,18 to 24,,,,,Male,Percentage (%),Units,Undefined,,21.53332495
2009 Q4,Not seasonally adjusted,18 to 24,,,,,Male,Percentage (%),Units,Undefined,,19.80944308
2010 Q1,Not seasonally adjusted,18 to 24,,,,,Male,Percentage (%),Units,Undefined,,21.27431893
2010 Q2,Not seasonally adjusted,18 to 24,,,,,Male,Percentage (%),Units,Undefined,,19.70695428
2010 Q3,Not seasonally adjusted,18 to 24,,,,,Male,Percentage (%),Units,Undefined,,19.20048983
2010 Q4,Not seasonally adjusted,18 to 24,,,,,Male,Percentage (%),Units,Undefined,,19.59236321
2011 Q1,Not seasonally adjusted,18 to 24,,,,,Male,Percentage (%),Units,Undefined,,20.14920183
2011 Q2,Not seasonally adjusted,18 to 24,,,,,Male,Percentage (%),Units,Undefined,,20.05431694
2011 Q3,Not seasonally adjusted,18 to 24,,,,,Male,Percentage (%),Units,Undefined,,23.00911785
2011 Q4,Not seasonally adjusted,18 to 24,,,,,Male,Percentage (%),Units,Undefined,,23.33244299
2012 Q1,Not seasonally adjusted,18 to 24,,,,,Male,Percentage (%),Units,Undefined,,23.4806415
2012 Q2,Not seasonally adjusted,18 to 24,,,,,Male,Percentage (%),Units,Undefined,,22.41556928
2012 Q3,Not seasonally adjusted,18 to 24,,,,,Male,Percentage (%),Units,Undefined,,22.0246592
2012 Q4,Not seasonally adjusted,18 to 24,,,,,Male,Percentage (%),Units,Undefined,,20.80759115
2013 Q1,Not seasonally adjusted,18 to 24,,,,,Male,Percentage (%),Units,Undefined,,20.81334157
2013 Q2,Not seasonally adjusted,18 to 24,,,,,Male,Percentage (%),Units,Undefined,,21.52793457
2013 Q3,Not seasonally adjusted,18 to 24,,,,,Male,Percentage (%),Units,Undefined,,21.87741149
2013 Q4,Not seasonally adjusted,18 to 24,,,,,Male,Percentage (%),Units,Undefined,,20.12736774
2014 Q1,Not seasonally adjusted,18 to 24,,,,,Male,Percentage (%),Units,Undefined,,19.10865138
2014 Q2,Not seasonally adjusted,18 to 24,,,,,Male,Percentage (%),Units,Undefined,,16.93794773
2014 Q3,Not seasonally adjusted,18 to 24,,,,,Male,Percentage (%),Units,Undefined,,17.23601154
2014 Q4,Not seasonally adjusted,18 to 24,,,,,Male,Percentage (%),Units,Undefined,,15.62800865
2015 Q1,Not seasonally adjusted,18 to 24,,,,,Male,Percentage (%),Units,Undefined,,15.60635337
2015 Q2,Not seasonally adjusted,18 to 24,,,,,Male,Percentage (%),Units,Undefined,,15.6468896
2015 Q3,Not seasonally adjusted,18 to 24,,,,,Male,Percentage (%),Units,Undefined,,14.21955943
2015 Q4,Not seasonally adjusted,18 to 24,,,,,Male,Percentage (%),Units,Undefined,,12.75467975
2016 Q1,Not seasonally adjusted,18 to 24,,,,,Male,Percentage (%),Units,Undefined,,13.090188
2016 Q2,Not seasonally adjusted,18 to 24,,,,,Male,Percentage (%),Units,Undefined,,13.23352035
2016 Q3,Not seasonally adjusted,18 to 24,,,,,Male,Percentage (%),Units,Undefined,,14.37748218
2016 Q4,Not seasonally adjusted,18 to 24,,,,,Male,Percentage (%),Units,Undefined,,12.98293674
2017 Q1,Not seasonally adjusted,18 to 24,,,,,Male,Percentage (%),Units,Undefined,,12.39616974
2017 Q2,Not seasonally adjusted,18 to 24,,,,,Male,Percentage (%),Units,Undefined,,12.01448544
2017 Q3,Not seasonally adjusted,18 to 24,,,,,Male,Percentage (%),Units,Undefined,,13.09566895
2017 Q4,Not seasonally adjusted,18 to 24,,,,,Male,Percentage (%),Units,Undefined,,11.61678667
2018 Q1,Not seasonally adjusted,18 to 24,,,,,Male,Percentage (%),Units,Undefined,,11.02710823
2018 Q2,Not seasonally adjusted,18 to 24,,,,,Male,Percentage (%),Units,Undefined,,10.8397852
2018 Q3,Not seasonally adjusted,18 to 24,,,,,Male,Percentage (%),Units,Undefined,,11.53880514
2018 Q4,Not seasonally adjusted,18 to 24,,,,,Male,Percentage (%),Units,Undefined,,11.60930466
2019 Q1,Not seasonally adjusted,18 to 24,,,,,Male,Percentage (%),Units,Undefined,,11.52171829
2019 Q2,Not seasonally adjusted,18 to 24,,,,,Male,Percentage (%),Units,Undefined,,12.74007605
2019 Q3,Not seasonally adjusted,18 to 24,,,,,Male,Percentage (%),Units,Undefined,,12.93319015
2019 Q4,Not seasonally adjusted,18 to 24,,,,,Male,Percentage (%),Units,Undefined,,10.96000012
2020 Q1,Not seasonally adjusted,18 to 24,,,,,Male,Percentage (%),Units,Undefined,,11.13067244
2020 Q2,Not seasonally adjusted,18 to 24,,,,,Male,Percentage (%),Units,Undefined,,11.96532731
2020 Q3,Not seasonally adjusted,18 to 24,,,,,Male,Percentage (%),Units,Undefined,,17.16660865
2000 Q1,Not seasonally adjusted,25 to 34,,,,,Male,Percentage (%),Units,Undefined,,5.872647618
2000 Q2,Not seasonally adjusted,25 to 34,,,,,Male,Percentage (%),Units,Undefined,,5.392472112
2000 Q3,Not seasonally adjusted,25 to 34,,,,,Male,Percentage (%),Units,Undefined,,5.083257294
2000 Q4,Not seasonally adjusted,25 to 34,,,,,Male,Percentage (%),Units,Undefined,,5.058504475
2001 Q1,Not seasonally adjusted,25 to 34,,,,,Male,Percentage (%),Units,Undefined,,5.091889589
2001 Q2,Not seasonally adjusted,25 to 34,,,,,Male,Percentage (%),Units,Undefined,,5.236382047
2001 Q3,Not seasonally adjusted,25 to 34,,,,,Male,Percentage (%),Units,Undefined,,5.233526019
2001 Q4,Not seasonally adjusted,25 to 34,,,,,Male,Percentage (%),Units,Undefined,,5.555491745
2002 Q1,Not seasonally adjusted,25 to 34,,,,,Male,Percentage (%),Units,Undefined,,5.736186208
2002 Q2,Not seasonally adjusted,25 to 34,,,,,Male,Percentage (%),Units,Undefined,,5.049693478
2002 Q3,Not seasonally adjusted,25 to 34,,,,,Male,Percentage (%),Units,Undefined,,5.237835195
2002 Q4,Not seasonally adjusted,25 to 34,,,,,Male,Percentage (%),Units,Undefined,,4.608858684
2003 Q1,Not seasonally adjusted,25 to 34,,,,,Male,Percentage (%),Units,Undefined,,5.564645198
2003 Q2,Not seasonally adjusted,25 to 34,,,,,Male,Percentage (%),Units,Undefined,,4.866842784
2003 Q3,Not seasonally adjusted,25 to 34,,,,,Male,Percentage (%),Units,Undefined,,5.086022313
2003 Q4,Not seasonally adjusted,25 to 34,,,,,Male,Percentage (%),Units,Undefined,,5.24757389
2004 Q1,Not seasonally adjusted,25 to 34,,,,,Male,Percentage (%),Units,Undefined,,5.030063977
2004 Q2,Not seasonally adjusted,25 to 34,,,,,Male,Percentage (%),Units,Undefined,,5.086901899
2004 Q3,Not seasonally adjusted,25 to 34,,,,,Male,Percentage (%),Units,Undefined,,4.485852676
2004 Q4,Not seasonally adjusted,25 to 34,,,,,Male,Percentage (%),Units,Undefined,,4.848206128
2005 Q1,Not seasonally adjusted,25 to 34,,,,,Male,Percentage (%),Units,Undefined,,4.717471021
2005 Q2,Not seasonally adjusted,25 to 34,,,,,Male,Percentage (%),Units,Undefined,,4.408766904
2005 Q3,Not seasonally adjusted,25 to 34,,,,,Male,Percentage (%),Units,Undefined,,4.258307288
2005 Q4,Not seasonally adjusted,25 to 34,,,,,Male,Percentage (%),Units,Undefined,,4.348047689
2006 Q1,Not seasonally adjusted,25 to 34,,,,,Male,Percentage (%),Units,Undefined,,4.885166777
2006 Q2,Not seasonally adjusted,25 to 34,,,,,Male,Percentage (%),Units,Undefined,,5.201329968
2006 Q3,Not seasonally adjusted,25 to 34,,,,,Male,Percentage (%),Units,Undefined,,5.018605498
2006 Q4,Not seasonally adjusted,25 to 34,,,,,Male,Percentage (%),Units,Undefined,,5.052666902
2007 Q1,Not seasonally adjusted,25 to 34,,,,,Male,Percentage (%),Units,Undefined,,5.574814125
2007 Q2,Not seasonally adjusted,25 to 34,,,,,Male,Percentage (%),Units,Undefined,,4.449940012
2007 Q3,Not seasonally adjusted,25 to 34,,,,,Male,Percentage (%),Units,Undefined,,4.472066163
2007 Q4,Not seasonally adjusted,25 to 34,,,,,Male,Percentage (%),Units,Undefined,,4.142429605
2008 Q1,Not seasonally adjusted,25 to 34,,,,,Male,Percentage (%),Units,Undefined,,4.93124081
2008 Q2,Not seasonally adjusted,25 to 34,,,,,Male,Percentage (%),Units,Undefined,,4.981079556
2008 Q3,Not seasonally adjusted,25 to 34,,,,,Male,Percentage (%),Units,Undefined,,5.222378212
2008 Q4,Not seasonally adjusted,25 to 34,,,,,Male,Percentage (%),Units,Undefined,,5.887036237
2009 Q1,Not seasonally adjusted,25 to 34,,,,,Male,Percentage (%),Units,Undefined,,7.545417706
2009 Q2,Not seasonally adjusted,25 to 34,,,,,Male,Percentage (%),Units,Undefined,,8.907329307
2009 Q3,Not seasonally adjusted,25 to 34,,,,,Male,Percentage (%),Units,Undefined,,8.850457078
2009 Q4,Not seasonally adjusted,25 to 34,,,,,Male,Percentage (%),Units,Undefined,,8.405220999
2010 Q1,Not seasonally adjusted,25 to 34,,,,,Male,Percentage (%),Units,Undefined,,9.609488653
2010 Q2,Not seasonally adjusted,25 to 34,,,,,Male,Percentage (%),Units,Undefined,,8.469311752
2010 Q3,Not seasonally adjusted,25 to 34,,,,,Male,Percentage (%),Units,Undefined,,7.38155801
2010 Q4,Not seasonally adjusted,25 to 34,,,,,Male,Percentage (%),Units,Undefined,,7.324732665
2011 Q1,Not seasonally adjusted,25 to 34,,,,,Male,Percentage (%),Units,Undefined,,7.816811633
2011 Q2,Not seasonally adjusted,25 to 34,,,,,Male,Percentage (%),Units,Undefined,,8.221697995
2011 Q3,Not seasonally adjusted,25 to 34,,,,,Male,Percentage (%),Units,Undefined,,8.437983094
2011 Q4,Not seasonally adjusted,25 to 34,,,,,Male,Percentage (%),Units,Undefined,,7.807215391
2012 Q1,Not seasonally adjusted,25 to 34,,,,,Male,Percentage (%),Units,Undefined,,7.805865021
2012 Q2,Not seasonally adjusted,25 to 34,,,,,Male,Percentage (%),Units,Undefined,,7.438446304
2012 Q3,Not seasonally adjusted,25 to 34,,,,,Male,Percentage (%),Units,Undefined,,7.212142611
2012 Q4,Not seasonally adjusted,25 to 34,,,,,Male,Percentage (%),Units,Undefined,,6.849691754
2013 Q1,Not seasonally adjusted,25 to 34,,,,,Male,Percentage (%),Units,Undefined,,7.975917489
2013 Q2,Not seasonally adjusted,25 to 34,,,,,Male,Percentage (%),Units,Undefined,,7.548203176
2013 Q3,Not seasonally adjusted,25 to 34,,,,,Male,Percentage (%),Units,Undefined,,7.263904459
2013 Q4,Not seasonally adjusted,25 to 34,,,,,Male,Percentage (%),Units,Undefined,,6.725757708
2014 Q1,Not seasonally adjusted,25 to 34,,,,,Male,Percentage (%),Units,Undefined,,6.301565538
2014 Q2,Not seasonally adjusted,25 to 34,,,,,Male,Percentage (%),Units,Undefined,,5.622259118
2014 Q3,Not seasonally adjusted,25 to 34,,,,,Male,Percentage (%),Units,Undefined,,5.375661249
2014 Q4,Not seasonally adjusted,25 to 34,,,,,Male,Percentage (%),Units,Undefined,,4.915593591
2015 Q1,Not seasonally adjusted,25 to 34,,,,,Male,Percentage (%),Units,Undefined,,5.087153684
2015 Q2,Not seasonally adjusted,25 to 34,,,,,Male,Percentage (%),Units,Undefined,,5.442823309
2015 Q3,Not seasonally adjusted,25 to 34,,,,,Male,Percentage (%),Units,Undefined,,4.785873608
2015 Q4,Not seasonally adjusted,25 to 34,,,,,Male,Percentage (%),Units,Undefined,,4.679507411
2016 Q1,Not seasonally adjusted,25 to 34,,,,,Male,Percentage (%),Units,Undefined,,4.363295889
2016 Q2,Not seasonally adjusted,25 to 34,,,,,Male,Percentage (%),Units,Undefined,,4.014300378
2016 Q3,Not seasonally adjusted,25 to 34,,,,,Male,Percentage (%),Units,Undefined,,4.055771517
2016 Q4,Not seasonally adjusted,25 to 34,,,,,Male,Percentage (%),Units,Undefined,,4.155541311
2017 Q1,Not seasonally adjusted,25 to 34,,,,,Male,Percentage (%),Units,Undefined,,4.563423656
2017 Q2,Not seasonally adjusted,25 to 34,,,,,Male,Percentage (%),Units,Undefined,,3.779515553
2017 Q3,Not seasonally adjusted,25 to 34,,,,,Male,Percentage (%),Units,Undefined,,3.61945792
2017 Q4,Not seasonally adjusted,25 to 34,,,,,Male,Percentage (%),Units,Undefined,,3.295838175
2018 Q1,Not seasonally adjusted,25 to 34,,,,,Male,Percentage (%),Units,Undefined,,3.472962637
