Year,Series,Water area extent,Quality measure,Water type,Deviation level,Geography (HydroBASINs ID),Units,Observation status,Unit multiplier,Value
1985 to 1989,Open water area,,,Seasonal,,2060052960 (Northumbria & East Humber),Square km,Normal value,Units,6.39537111288533
1986 to 1990,Open water area,,,Seasonal,,2060052960 (Northumbria & East Humber),Square km,Normal value,Units,6.52450420517151
1998 to 2002,Open water area,,,Seasonal,,2060052960 (Northumbria & East Humber),Square km,Normal value,Units,3.43104229060632
1999 to 2003,Open water area,,,Seasonal,,2060052960 (Northumbria & East Humber),Square km,Normal value,Units,4.20427748969527
2009 to 2013,Open water area,,,Seasonal,,2060052960 (Northumbria & East Humber),Square km,Normal value,Units,4.59313589754011
2010 to 2014,Open water area,,,Seasonal,,2060052960 (Northumbria & East Humber),Square km,Normal value,Units,5.38356799753884
2011 to 2015,Open water area,,,Seasonal,,2060052960 (Northumbria & East Humber),Square km,Normal value,Units,6.07540453232149
2012 to 2016,Open water area,,,Seasonal,,2060052960 (Northumbria & East Humber),Square km,Normal value,Units,7.20456346842201
2013 to 2017,Open water area,,,Seasonal,,2060052960 (Northumbria & East Humber),Square km,Normal value,Units,8.821489048509079
2014 to 2018,Open water area,,,Seasonal,,2060052960 (Northumbria & East Humber),Square km,Normal value,Units,9.47330370481078
2015 to 2019,Open water area,,,Seasonal,,2060052960 (Northumbria & East Humber),Square km,Normal value,Units,10.1821286932194
2016 to 2020,Open water area,,,Seasonal,,2060052960 (Northumbria & East Humber),Square km,Normal value,Units,11.1373383710264
2001 to 2005 (baseline),Open water area,,,Seasonal,,2060052960 (Northumbria & East Humber),Square km,Normal value,Units,2.83279858622964
1984 to 1988,Open water area,,,Seasonal,,2060053240 (North Humber),Square km,Normal value,Units,4.17644977731398
1985 to 1989,Open water area,,,Seasonal,,2060053240 (North Humber),Square km,Normal value,Units,5.39263545438218
1986 to 1990,Open water area,,,Seasonal,,2060053240 (North Humber),Square km,Normal value,Units,5.4577752305556
1998 to 2002,Open water area,,,Seasonal,,2060053240 (North Humber),Square km,Normal value,Units,2.06018872899195
1999 to 2003,Open water area,,,Seasonal,,2060053240 (North Humber),Square km,Normal value,Units,2.62080769865086
2009 to 2013,Open water area,,,Seasonal,,2060053240 (North Humber),Square km,Normal value,Units,3.08512402321499
2010 to 2014,Open water area,,,Seasonal,,2060053240 (North Humber),Square km,Normal value,Units,3.64053181078003
2011 to 2015,Open water area,,,Seasonal,,2060053240 (North Humber),Square km,Normal value,Units,4.15706417992477
2012 to 2016,Open water area,,,Seasonal,,2060053240 (North Humber),Square km,Normal value,Units,5.23265216410027
2013 to 2017,Open water area,,,Seasonal,,2060053240 (North Humber),Square km,Normal value,Units,6.22256831465248
2014 to 2018,Open water area,,,Seasonal,,2060053240 (North Humber),Square km,Normal value,Units,6.45175610314104
2015 to 2019,Open water area,,,Seasonal,,2060053240 (North Humber),Square km,Normal value,Units,7.01466799292126
2016 to 2020,Open water area,,,Seasonal,,2060053240 (North Humber),Square km,Normal value,Units,7.50118395320528
2001 to 2005 (baseline),Open water area,,,Seasonal,,2060053240 (North Humber),Square km,Normal value,Units,2.17671076061096
1984 to 1988,Open water area,,,Seasonal,,2060053250 (Head of Humber Estuary),Square km,Normal value,Units,0.0134448498021936
1985 to 1989,Open water area,,,Seasonal,,2060053250 (Head of Humber Estuary),Square km,Normal value,Units,0.0153208753559881
1986 to 1990,Open water area,,,Seasonal,,2060053250 (Head of Humber Estuary),Square km,Normal value,Units,0.0165715590585177
1998 to 2002,Open water area,,,Seasonal,,2060053250 (Head of Humber Estuary),Square km,Normal value,Units,0.0048985111682411
1999 to 2003,Open water area,,,Seasonal,,2060053250 (Head of Humber Estuary),Square km,Normal value,Units,0.00677453672203556
2009 to 2013,Open water area,,,Seasonal,,2060053250 (Head of Humber Estuary),Square km,Normal value,Units,0.00500273481011857
2010 to 2014,Open water area,,,Seasonal,,2060053250 (Head of Humber Estuary),Square km,Normal value,Units,0.00708720764766798
2011 to 2015,Open water area,,,Seasonal,,2060053250 (Head of Humber Estuary),Square km,Normal value,Units,0.010213916903992
2012 to 2016,Open water area,,,Seasonal,,2060053250 (Head of Humber Estuary),Square km,Normal value,Units,0.0147997571466007
2013 to 2017,Open water area,,,Seasonal,,2060053250 (Head of Humber Estuary),Square km,Normal value,Units,0.0191771501054545
2014 to 2018,Open water area,,,Seasonal,,2060053250 (Head of Humber Estuary),Square km,Normal value,Units,0.0212616229430039
2015 to 2019,Open water area,,,Seasonal,,2060053250 (Head of Humber Estuary),Square km,Normal value,Units,0.022616530287411
2016 to 2020,Open water area,,,Seasonal,,2060053250 (Head of Humber Estuary),Square km,Normal value,Units,0.0274108178137746
2001 to 2005 (baseline),Open water area,,,Seasonal,,2060053250 (Head of Humber Estuary),Square km,Normal value,Units,0.00781677314081027
1984 to 1988,Open water area,,,Seasonal,,2060053260 (South Humber),Square km,Normal value,Units,10.1803568913075
1985 to 1989,Open water area,,,Seasonal,,2060053260 (South Humber),Square km,Normal value,Units,12.2756689876122
1986 to 1990,Open water area,,,Seasonal,,2060053260 (South Humber),Square km,Normal value,Units,12.377912380294
1998 to 2002,Open water area,,,Seasonal,,2060053260 (South Humber),Square km,Normal value,Units,5.35876277077201
1999 to 2003,Open water area,,,Seasonal,,2060053260 (South Humber),Square km,Normal value,Units,7.05500254232783
2009 to 2013,Open water area,,,Seasonal,,2060053260 (South Humber),Square km,Normal value,Units,7.57612075171519
2010 to 2014,Open water area,,,Seasonal,,2060053260 (South Humber),Square km,Normal value,Units,9.44974916174647
2011 to 2015,Open water area,,,Seasonal,,2060053260 (South Humber),Square km,Normal value,Units,10.9189898412931
2012 to 2016,Open water area,,,Seasonal,,2060053260 (South Humber),Square km,Normal value,Units,12.3176711152888
2013 to 2017,Open water area,,,Seasonal,,2060053260 (South Humber),Square km,Normal value,Units,14.8876176767034
2014 to 2018,Open water area,,,Seasonal,,2060053260 (South Humber),Square km,Normal value,Units,15.1393177718375
2015 to 2019,Open water area,,,Seasonal,,2060053260 (South Humber),Square km,Normal value,Units,16.1293381460316
2016 to 2020,Open water area,,,Seasonal,,2060053260 (South Humber),Square km,Normal value,Units,18.1423135652531
2001 to 2005 (baseline),Open water area,,,Seasonal,,2060053260 (South Humber),Square km,Normal value,Units,6.58432857560918
1984 to 1988,Open water area,,,Seasonal,,2060053270 (North Anglian),Square km,Normal value,Units,8.08223075667218
1985 to 1989,Open water area,,,Seasonal,,2060053270 (North Anglian),Square km,Normal value,Units,9.58722014538285
1986 to 1990,Open water area,,,Seasonal,,2060053270 (North Anglian),Square km,Normal value,Units,9.93491021468609
1998 to 2002,Open water area,,,Seasonal,,2060053270 (North Anglian),Square km,Normal value,Units,5.52770929425539
1999 to 2003,Open water area,,,Seasonal,,2060053270 (North Anglian),Square km,Normal value,Units,6.63289679272408
2009 to 2013,Open water area,,,Seasonal,,2060053270 (North Anglian),Square km,Normal value,Units,4.95229056744987
2010 to 2014,Open water area,,,Seasonal,,2060053270 (North Anglian),Square km,Normal value,Units,6.0725904939908
2011 to 2015,Open water area,,,Seasonal,,2060053270 (North Anglian),Square km,Normal value,Units,7.38299434331623
2012 to 2016,Open water area,,,Seasonal,,2060053270 (North Anglian),Square km,Normal value,Units,8.24565342713605
2013 to 2017,Open water area,,,Seasonal,,2060053270 (North Anglian),Square km,Normal value,Units,10.4654085518424
2014 to 2018,Open water area,,,Seasonal,,2060053270 (North Anglian),Square km,Normal value,Units,11.1786109332099
2015 to 2019,Open water area,,,Seasonal,,2060053270 (North Anglian),Square km,Normal value,Units,11.5401627468829
2016 to 2020,Open water area,,,Seasonal,,2060053270 (North Anglian),Square km,Normal value,Units,12.9165401615167
2001 to 2005 (baseline),Open water area,,,Seasonal,,2060053270 (North Anglian),Square km,Normal value,Units,6.14711039793319
1984 to 1988,Open water area,,,Seasonal,,2060053500 (Central Anglian),Square km,Normal value,Units,14.1966149310558
1985 to 1989,Open water area,,,Seasonal,,2060053500 (Central Anglian),Square km,Normal value,Units,15.1336896951761
1986 to 1990,Open water area,,,Seasonal,,2060053500 (Central Anglian),Square km,Normal value,Units,15.5570461284824
1998 to 2002,Open water area,,,Seasonal,,2060053500 (Central Anglian),Square km,Normal value,Units,12.0900466814284
1999 to 2003,Open water area,,,Seasonal,,2060053500 (Central Anglian),Square km,Normal value,Units,14.0075532446901
2009 to 2013,Open water area,,,Seasonal,,2060053500 (Central Anglian),Square km,Normal value,Units,4.69558773750567
2010 to 2014,Open water area,,,Seasonal,,2060053500 (Central Anglian),Square km,Normal value,Units,8.43210952245486
2011 to 2015,Open water area,,,Seasonal,,2060053500 (Central Anglian),Square km,Normal value,Units,10.3877619386437
2012 to 2016,Open water area,,,Seasonal,,2060053500 (Central Anglian),Square km,Normal value,Units,12.3947966102781
2013 to 2017,Open water area,,,Seasonal,,2060053500 (Central Anglian),Square km,Normal value,Units,15.2383302316211
2014 to 2018,Open water area,,,Seasonal,,2060053500 (Central Anglian),Square km,Normal value,Units,18.2381993157804
2015 to 2019,Open water area,,,Seasonal,,2060053500 (Central Anglian),Square km,Normal value,Units,16.136633800963
2016 to 2020,Open water area,,,Seasonal,,2060053500 (Central Anglian),Square km,Normal value,Units,19.7818556756275
2001 to 2005 (baseline),Open water area,,,Seasonal,,2060053500 (Central Anglian),Square km,Normal value,Units,13.5522001533274
1984 to 1988,Open water area,,,Seasonal,,2060053510 (South Anglian),Square km,Normal value,Units,10.9631806654492
1985 to 1989,Open water area,,,Seasonal,,2060053510 (South Anglian),Square km,Normal value,Units,11.3208762043727
1986 to 1990,Open water area,,,Seasonal,,2060053510 (South Anglian),Square km,Normal value,Units,11.4587640825765
1998 to 2002,Open water area,,,Seasonal,,2060053510 (South Anglian),Square km,Normal value,Units,14.5371135690695
1999 to 2003,Open water area,,,Seasonal,,2060053510 (South Anglian),Square km,Normal value,Units,15.3802828318582
2009 to 2013,Open water area,,,Seasonal,,2060053510 (South Anglian),Square km,Normal value,Units,12.2620156905262
2010 to 2014,Open water area,,,Seasonal,,2060053510 (South Anglian),Square km,Normal value,Units,14.0218318836273
2011 to 2015,Open water area,,,Seasonal,,2060053510 (South Anglian),Square km,Normal value,Units,17.2537027946058
2012 to 2016,Open water area,,,Seasonal,,2060053510 (South Anglian),Square km,Normal value,Units,14.6138221694913
2013 to 2017,Open water area,,,Seasonal,,2060053510 (South Anglian),Square km,Normal value,Units,17.5652272601775
2014 to 2018,Open water area,,,Seasonal,,2060053510 (South Anglian),Square km,Normal value,Units,20.5315363316522
2015 to 2019,Open water area,,,Seasonal,,2060053510 (South Anglian),Square km,Normal value,Units,21.7704427626497
2016 to 2020,Open water area,,,Seasonal,,2060053510 (South Anglian),Square km,Normal value,Units,23.8136430380156
2001 to 2005 (baseline),Open water area,,,Seasonal,,2060053510 (South Anglian),Square km,Normal value,Units,6.64790499715444
1984 to 1988,Open water area,,,Seasonal,,2060053790 (Thames),Square km,Normal value,Units,11.4968057118618
1985 to 1989,Open water area,,,Seasonal,,2060053790 (Thames),Square km,Normal value,Units,11.9410068735436
1986 to 1990,Open water area,,,Seasonal,,2060053790 (Thames),Square km,Normal value,Units,12.585421651272
1998 to 2002,Open water area,,,Seasonal,,2060053790 (Thames),Square km,Normal value,Units,7.41905572340584
1999 to 2003,Open water area,,,Seasonal,,2060053790 (Thames),Square km,Normal value,Units,7.70160601653566
2009 to 2013,Open water area,,,Seasonal,,2060053790 (Thames),Square km,Normal value,Units,5.63641455273359
2010 to 2014,Open water area,,,Seasonal,,2060053790 (Thames),Square km,Normal value,Units,7.45365797250916
2011 to 2015,Open water area,,,Seasonal,,2060053790 (Thames),Square km,Normal value,Units,9.92282027222831
2012 to 2016,Open water area,,,Seasonal,,2060053790 (Thames),Square km,Normal value,Units,11.4443812199975
2013 to 2017,Open water area,,,Seasonal,,2060053790 (Thames),Square km,Normal value,Units,14.2844754611585
2014 to 2018,Open water area,,,Seasonal,,2060053790 (Thames),Square km,Normal value,Units,15.3863278030871
2015 to 2019,Open water area,,,Seasonal,,2060053790 (Thames),Square km,Normal value,Units,16.2420039029012
2016 to 2020,Open water area,,,Seasonal,,2060053790 (Thames),Square km,Normal value,Units,17.9944202174289
2001 to 2005 (baseline),Open water area,,,Seasonal,,2060053790 (Thames),Square km,Normal value,Units,8.31131432151886
1984 to 1988,Open water area,,,Seasonal,,2060053800 (South East England),Square km,Normal value,Units,3.99822734970351
1985 to 1989,Open water area,,,Seasonal,,2060053800 (South East England),Square km,Normal value,Units,4.03293382244871
1986 to 1990,Open water area,,,Seasonal,,2060053800 (South East England),Square km,Normal value,Units,4.39907147636426
1998 to 2002,Open water area,,,Seasonal,,2060053800 (South East England),Square km,Normal value,Units,3.73329085205098
1999 to 2003,Open water area,,,Seasonal,,2060053800 (South East England),Square km,Normal value,Units,4.07305992457153
2009 to 2013,Open water area,,,Seasonal,,2060053800 (South East England),Square km,Normal value,Units,3.67419604710645
2010 to 2014,Open water area,,,Seasonal,,2060053800 (South East England),Square km,Normal value,Units,4.27494111888819
2011 to 2015,Open water area,,,Seasonal,,2060053800 (South East England),Square km,Normal value,Units,5.11758926346754
2012 to 2016,Open water area,,,Seasonal,,2060053800 (South East England),Square km,Normal value,Units,5.64454399680003
2013 to 2017,Open water area,,,Seasonal,,2060053800 (South East England),Square km,Normal value,Units,6.75463000643697
2014 to 2018,Open water area,,,Seasonal,,2060053800 (South East England),Square km,Normal value,Units,7.21498583260975
2015 to 2019,Open water area,,,Seasonal,,2060053800 (South East England),Square km,Normal value,Units,7.66783755656736
2016 to 2020,Open water area,,,Seasonal,,2060053800 (South East England),Square km,Normal value,Units,8.82180171943471
2001 to 2005 (baseline),Open water area,,,Seasonal,,2060053800 (South East England),Square km,Normal value,Units,3.73850203414485
1984 to 1988,Open water area,,,Seasonal,,2060054000 (Outer Hebrides),Square km,Normal value,Units,17.3336423279258
1985 to 1989,Open water area,,,Seasonal,,2060054000 (Outer Hebrides),Square km,Normal value,Units,22.2071398221163
1986 to 1990,Open water area,,,Seasonal,,2060054000 (Outer Hebrides),Square km,Normal value,Units,24.0241747946081
1998 to 2002,Open water area,,,Seasonal,,2060054000 (Outer Hebrides),Square km,Normal value,Units,13.3789804605271
1999 to 2003,Open water area,,,Seasonal,,2060054000 (Outer Hebrides),Square km,Normal value,Units,10.4317443155159
2009 to 2013,Open water area,,,Seasonal,,2060054000 (Outer Hebrides),Square km,Normal value,Units,10.2766595364023
2010 to 2014,Open water area,,,Seasonal,,2060054000 (Outer Hebrides),Square km,Normal value,Units,11.7895699218956
2011 to 2015,Open water area,,,Seasonal,,2060054000 (Outer Hebrides),Square km,Normal value,Units,14.9921539895065
2012 to 2016,Open water area,,,Seasonal,,2060054000 (Outer Hebrides),Square km,Normal value,Units,17.8713320963717
2013 to 2017,Open water area,,,Seasonal,,2060054000 (Outer Hebrides),Square km,Normal value,Units,22.5351316231047
2014 to 2018,Open water area,,,Seasonal,,2060054000 (Outer Hebrides),Square km,Normal value,Units,24.3367414965986
2015 to 2019,Open water area,,,Seasonal,,2060054000 (Outer Hebrides),Square km,Normal value,Units,23.6824254728919
2016 to 2020,Open water area,,,Seasonal,,2060054000 (Outer Hebrides),Square km,Normal value,Units,24.4883868955304
2001 to 2005 (baseline),Open water area,,,Seasonal,,2060054000 (Outer Hebrides),Square km,Normal value,Units,5.69999097427884
1984 to 1988,Open water area,,,Seasonal,,2060054130 (Sule Skerry),Square km,Normal value,Units,0.00416894567509881
1985 to 1989,Open water area,,,Seasonal,,2060054130 (Sule Skerry),Square km,Normal value,Units,0.00583652394513833
1986 to 1990,Open water area,,,Seasonal,,2060054130 (Sule Skerry),Square km,Normal value,Units,0.00510695845199604
1998 to 2002,Open water area,,,Seasonal,,2060054130 (Sule Skerry),Square km,Normal value,Units,0.0059407475870158
1999 to 2003,Open water area,,,Seasonal,,2060054130 (Sule Skerry),Square km,Normal value,Units,0.00531540573575098
2009 to 2013,Open water area,,,Seasonal,,2060054130 (Sule Skerry),Square km,Normal value,Units,0.00510695845199604
2010 to 2014,Open water area,,,Seasonal,,2060054130 (Sule Skerry),Square km,Normal value,Units,0.00687876036391303
2011 to 2015,Open water area,,,Seasonal,,2060054130 (Sule Skerry),Square km,Normal value,Units,0.00687876036391303
2012 to 2016,Open water area,,,Seasonal,,2060054130 (Sule Skerry),Square km,Normal value,Units,0.00614919487077074
2013 to 2017,Open water area,,,Seasonal,,2060054130 (Sule Skerry),Square km,Normal value,Units,0.0059407475870158
2014 to 2018,Open water area,,,Seasonal,,2060054130 (Sule Skerry),Square km,Normal value,Units,0.0048985111682411
2015 to 2019,Open water area,,,Seasonal,,2060054130 (Sule Skerry),Square km,Normal value,Units,0.0031267092563241
2016 to 2020,Open water area,,,Seasonal,,2060054130 (Sule Skerry),Square km,Normal value,Units,0.00552385301950591
2001 to 2005 (baseline),Open water area,,,Seasonal,,2060054130 (Sule Skerry),Square km,Normal value,Units,0.0020844728375494
1984 to 1988,Open water area,,,Seasonal,,2060054140 (Orkney),Square km,Normal value,Units,2.28218508619096
1985 to 1989,Open water area,,,Seasonal,,2060054140 (Orkney),Square km,Normal value,Units,2.2639459488624
1986 to 1990,Open water area,,,Seasonal,,2060054140 (Orkney),Square km,Normal value,Units,2.41131817847715
1998 to 2002,Open water area,,,Seasonal,,2060054140 (Orkney),Square km,Normal value,Units,1.20294927454976
1999 to 2003,Open water area,,,Seasonal,,2060054140 (Orkney),Square km,Normal value,Units,1.06099667431264
2009 to 2013,Open water area,,,Seasonal,,2060054140 (Orkney),Square km,Normal value,Units,1.68373293453053
2010 to 2014,Open water area,,,Seasonal,,2060054140 (Orkney),Square km,Normal value,Units,1.83079249321964
2011 to 2015,Open water area,,,Seasonal,,2060054140 (Orkney),Square km,Normal value,Units,2.025273808963
2012 to 2016,Open water area,,,Seasonal,,2060054140 (Orkney),Square km,Normal value,Units,2.2005779746009
2013 to 2017,Open water area,,,Seasonal,,2060054140 (Orkney),Square km,Normal value,Units,2.32429143750946
2014 to 2018,Open water area,,,Seasonal,,2060054140 (Orkney),Square km,Normal value,Units,2.4411261400541
2015 to 2019,Open water area,,,Seasonal,,2060054140 (Orkney),Square km,Normal value,Units,2.35472474093768
2016 to 2020,Open water area,,,Seasonal,,2060054140 (Orkney),Square km,Normal value,Units,2.52961201200807
2001 to 2005 (baseline),Open water area,,,Seasonal,,2060054140 (Orkney),Square km,Normal value,Units,0.174574600144762
1984 to 1988,Open water area,,,Seasonal,,2060054780 (Northern Ireland near Garvagh Lough),Square km,Normal value,Units,0.00573230030326086
1985 to 1989,Open water area,,,Seasonal,,2060054780 (Northern Ireland near Garvagh Lough),Square km,Normal value,Units,0.00448161660073122
1986 to 1990,Open water area,,,Seasonal,,2060054780 (Northern Ireland near Garvagh Lough),Square km,Normal value,Units,0.00458584024260869
1998 to 2002,Open water area,,,Seasonal,,2060054780 (Northern Ireland near Garvagh Lough),Square km,Normal value,Units,0.00166757827003952
1999 to 2003,Open water area,,,Seasonal,,2060054780 (Northern Ireland near Garvagh Lough),Square km,Normal value,Units,0.00114646006065217
2009 to 2013,Open water area,,,Seasonal,,2060054780 (Northern Ireland near Garvagh Lough),Square km,Normal value,Units,0.0010422364187747
2010 to 2014,Open water area,,,Seasonal,,2060054780 (Northern Ireland near Garvagh Lough),Square km,Normal value,Units,0.00125068370252964
2011 to 2015,Open water area,,,Seasonal,,2060054780 (Northern Ireland near Garvagh Lough),Square km,Normal value,Units,0.00135490734440711
2012 to 2016,Open water area,,,Seasonal,,2060054780 (Northern Ireland near Garvagh Lough),Square km,Normal value,Units,0.00187602555379446
2013 to 2017,Open water area,,,Seasonal,,2060054780 (Northern Ireland near Garvagh Lough),Square km,Normal value,Units,0.00229292012130434
2014 to 2018,Open water area,,,Seasonal,,2060054780 (Northern Ireland near Garvagh Lough),Square km,Normal value,Units,0.00333515654007904
2015 to 2019,Open water area,,,Seasonal,,2060054780 (Northern Ireland near Garvagh Lough),Square km,Normal value,Units,0.0038562747494664
2016 to 2020,Open water area,,,Seasonal,,2060054780 (Northern Ireland near Garvagh Lough),Square km,Normal value,Units,0.00458584024260868
2001 to 2005 (baseline),Open water area,,,Seasonal,,2060054780 (Northern Ireland near Garvagh Lough),Square km,Normal value,Units,0.00156335462816205
1984 to 1988,Open water area,,,Seasonal,,2060054790 (Lough Melvin),Square km,Normal value,Units,0.179368887671126
1985 to 1989,Open water area,,,Seasonal,,2060054790 (Lough Melvin),Square km,Normal value,Units,0.216785175105138
1986 to 1990,Open water area,,,Seasonal,,2060054790 (Lough Melvin),Square km,Normal value,Units,0.236691890703734
1998 to 2002,Open water area,,,Seasonal,,2060054790 (Lough Melvin),Square km,Normal value,Units,0.129133092286185
1999 to 2003,Open water area,,,Seasonal,,2060054790 (Lough Melvin),Square km,Normal value,Units,0.129966881421205
2009 to 2013,Open water area,,,Seasonal,,2060054790 (Lough Melvin),Square km,Normal value,Units,0.164569130524525
2010 to 2014,Open water area,,,Seasonal,,2060054790 (Lough Melvin),Square km,Normal value,Units,0.195731999445889
2011 to 2015,Open water area,,,Seasonal,,2060054790 (Lough Melvin),Square km,Normal value,Units,0.228458222995414
2012 to 2016,Open water area,,,Seasonal,,2060054790 (Lough Melvin),Square km,Normal value,Units,0.263373143024367
2013 to 2017,Open water area,,,Seasonal,,2060054790 (Lough Melvin),Square km,Normal value,Units,0.276505321900928
2014 to 2018,Open water area,,,Seasonal,,2060054790 (Lough Melvin),Square km,Normal value,Units,0.287031909730553
2015 to 2019,Open water area,,,Seasonal,,2060054790 (Lough Melvin),Square km,Normal value,Units,0.286093896953655
2016 to 2020,Open water area,,,Seasonal,,2060054790 (Lough Melvin),Square km,Normal value,Units,0.275567309124031
2001 to 2005 (baseline),Open water area,,,Seasonal,,2060054790 (Lough Melvin),Square km,Normal value,Units,0.144349744000296
1984 to 1988,Open water area,,,Seasonal,,2060055310 (Erne),Square km,Normal value,Units,6.70366464555888
1985 to 1989,Open water area,,,Seasonal,,2060055310 (Erne),Square km,Normal value,Units,7.57580808078955
1986 to 1990,Open water area,,,Seasonal,,2060055310 (Erne),Square km,Normal value,Units,9.03723198719544
1998 to 2002,Open water area,,,Seasonal,,2060055310 (Erne),Square km,Normal value,Units,4.73758986518228
1999 to 2003,Open water area,,,Seasonal,,2060055310 (Erne),Square km,Normal value,Units,4.29067888881169
2009 to 2013,Open water area,,,Seasonal,,2060055310 (Erne),Square km,Normal value,Units,4.88642122578331
2010 to 2014,Open water area,,,Seasonal,,2060055310 (Erne),Square km,Normal value,Units,6.0957281424876
2011 to 2015,Open water area,,,Seasonal,,2060055310 (Erne),Square km,Normal value,Units,7.58028969739029
2012 to 2016,Open water area,,,Seasonal,,2060055310 (Erne),Square km,Normal value,Units,9.68133409399821
2013 to 2017,Open water area,,,Seasonal,,2060055310 (Erne),Square km,Normal value,Units,11.0709479111505
2014 to 2018,Open water area,,,Seasonal,,2060055310 (Erne),Square km,Normal value,Units,12.2081320676756
2015 to 2019,Open water area,,,Seasonal,,2060055310 (Erne),Square km,Normal value,Units,12.0904635759959
2016 to 2020,Open water area,,,Seasonal,,2060055310 (Erne),Square km,Normal value,Units,11.9776935954845
2001 to 2005 (baseline),Open water area,,,Seasonal,,2060055310 (Erne),Square km,Normal value,Units,3.56132184295316
1984 to 1988,Open water area,,,Seasonal,,2060055320 (North West Northern Ireland),Square km,Normal value,Units,0.814611984914307
1985 to 1989,Open water area,,,Seasonal,,2060055320 (North West Northern Ireland),Square km,Normal value,Units,1.0084679588064
1986 to 1990,Open water area,,,Seasonal,,2060055320 (North West Northern Ireland),Square km,Normal value,Units,1.12947160702614
1998 to 2002,Open water area,,,Seasonal,,2060055320 (North West Northern Ireland),Square km,Normal value,Units,0.638474030141383
1999 to 2003,Open water area,,,Seasonal,,2060055320 (North West Northern Ireland),Square km,Normal value,Units,0.613773027016422
2009 to 2013,Open water area,,,Seasonal,,2060055320 (North West Northern Ireland),Square km,Normal value,Units,0.983350061113932
2010 to 2014,Open water area,,,Seasonal,,2060055320 (North West Northern Ireland),Square km,Normal value,Units,1.22796294860035
2011 to 2015,Open water area,,,Seasonal,,2060055320 (North West Northern Ireland),Square km,Normal value,Units,1.42317382983685
2012 to 2016,Open water area,,,Seasonal,,2060055320 (North West Northern Ireland),Square km,Normal value,Units,1.91260805209345
2013 to 2017,Open water area,,,Seasonal,,2060055320 (North West Northern Ireland),Square km,Normal value,Units,2.24893774443205
2014 to 2018,Open water area,,,Seasonal,,2060055320 (North West Northern Ireland),Square km,Normal value,Units,2.33690249817663
2015 to 2019,Open water area,,,Seasonal,,2060055320 (North West Northern Ireland),Square km,Normal value,Units,2.31126348227478
2016 to 2020,Open water area,,,Seasonal,,2060055320 (North West Northern Ireland),Square km,Normal value,Units,2.40256339255944
2001 to 2005 (baseline),Open water area,,,Seasonal,,2060055320 (North West Northern Ireland),Square km,Normal value,Units,0.385106356737252
1984 to 1988,Open water area,,,Seasonal,,2060055600 (Central Northern Ireland),Square km,Normal value,Units,3.54558407302966
1985 to 1989,Open water area,,,Seasonal,,2060055600 (Central Northern Ireland),Square km,Normal value,Units,3.77049869220124
1986 to 1990,Open water area,,,Seasonal,,2060055600 (Central Northern Ireland),Square km,Normal value,Units,4.18405810317104
1998 to 2002,Open water area,,,Seasonal,,2060055600 (Central Northern Ireland),Square km,Normal value,Units,2.09072625606205
1999 to 2003,Open water area,,,Seasonal,,2060055600 (Central Northern Ireland),Square km,Normal value,Units,2.072904013301
2009 to 2013,Open water area,,,Seasonal,,2060055600 (Central Northern Ireland),Square km,Normal value,Units,3.38945705749721
2010 to 2014,Open water area,,,Seasonal,,2060055600 (Central Northern Ireland),Square km,Normal value,Units,3.92766794415246
2011 to 2015,Open water area,,,Seasonal,,2060055600 (Central Northern Ireland),Square km,Normal value,Units,4.57312495829964
2012 to 2016,Open water area,,,Seasonal,,2060055600 (Central Northern Ireland),Square km,Normal value,Units,5.00429816474673
2013 to 2017,Open water area,,,Seasonal,,2060055600 (Central Northern Ireland),Square km,Normal value,Units,6.0651906154175
2014 to 2018,Open water area,,,Seasonal,,2060055600 (Central Northern Ireland),Square km,Normal value,Units,6.69876613439064
2015 to 2019,Open water area,,,Seasonal,,2060055600 (Central Northern Ireland),Square km,Normal value,Units,6.72002775733365
2016 to 2020,Open water area,,,Seasonal,,2060055600 (Central Northern Ireland),Square km,Normal value,Units,6.91909491331961
2001 to 2005 (baseline),Open water area,,,Seasonal,,2060055600 (Central Northern Ireland),Square km,Normal value,Units,1.46590552300661
1984 to 1988,Open water area,,,Seasonal,,2060055610 (East Northern Ireland),Square km,Normal value,Units,6.74973149526873
1985 to 1989,Open water area,,,Seasonal,,2060055610 (East Northern Ireland),Square km,Normal value,Units,6.52638023072531
1986 to 1990,Open water area,,,Seasonal,,2060055610 (East Northern Ireland),Square km,Normal value,Units,7.06052639534734
1998 to 2002,Open water area,,,Seasonal,,2060055610 (East Northern Ireland),Square km,Normal value,Units,3.94653242333229
1999 to 2003,Open water area,,,Seasonal,,2060055610 (East Northern Ireland),Square km,Normal value,Units,3.98572051267821
2009 to 2013,Open water area,,,Seasonal,,2060055610 (East Northern Ireland),Square km,Normal value,Units,4.889235264114
2010 to 2014,Open water area,,,Seasonal,,2060055610 (East Northern Ireland),Square km,Normal value,Units,5.79931610498807
2011 to 2015,Open water area,,,Seasonal,,2060055610 (East Northern Ireland),Square km,Normal value,Units,6.28718697261651
2012 to 2016,Open water area,,,Seasonal,,2060055610 (East Northern Ireland),Square km,Normal value,Units,7.86023439947317
2013 to 2017,Open water area,,,Seasonal,,2060055610 (East Northern Ireland),Square km,Normal value,Units,9.41608492542005
2014 to 2018,Open water area,,,Seasonal,,2060055610 (East Northern Ireland),Square km,Normal value,Units,10.9078379116122
