Year,Series,Seasonally adjusted or not,Age,Sex,Units,Unit multiplier,Observation status,Value
2002 Q2,"Proportion of youth not in education, employment or training",Seasonally adjusted,,Male,Percentage (%),Units,Normal value,11.36125861
2002 Q3,"Proportion of youth not in education, employment or training",Seasonally adjusted,,Male,Percentage (%),Units,Normal value,11.34489601
2002 Q4,"Proportion of youth not in education, employment or training",Seasonally adjusted,,Male,Percentage (%),Units,Normal value,10.40934656
2003 Q1,"Proportion of youth not in education, employment or training",Seasonally adjusted,,Male,Percentage (%),Units,Normal value,11.31612065
2003 Q2,"Proportion of youth not in education, employment or training",Seasonally adjusted,,Male,Percentage (%),Units,Normal value,10.66508682
2003 Q3,"Proportion of youth not in education, employment or training",Seasonally adjusted,,Male,Percentage (%),Units,Normal value,10.69531154
2003 Q4,"Proportion of youth not in education, employment or training",Seasonally adjusted,,Male,Percentage (%),Units,Normal value,10.27612264
2004 Q1,"Proportion of youth not in education, employment or training",Seasonally adjusted,,Male,Percentage (%),Units,Normal value,10.20750093
2004 Q2,"Proportion of youth not in education, employment or training",Seasonally adjusted,,Male,Percentage (%),Units,Normal value,10.37076832
2004 Q3,"Proportion of youth not in education, employment or training",Seasonally adjusted,,Male,Percentage (%),Units,Normal value,10.85280338
2004 Q4,"Proportion of youth not in education, employment or training",Seasonally adjusted,,Male,Percentage (%),Units,Normal value,11.40947635
2005 Q1,"Proportion of youth not in education, employment or training",Seasonally adjusted,,Male,Percentage (%),Units,Normal value,11.15490204
2005 Q2,"Proportion of youth not in education, employment or training",Seasonally adjusted,,Male,Percentage (%),Units,Normal value,11.51731716
2005 Q3,"Proportion of youth not in education, employment or training",Seasonally adjusted,,Male,Percentage (%),Units,Normal value,11.76323939
2005 Q4,"Proportion of youth not in education, employment or training",Seasonally adjusted,,Male,Percentage (%),Units,Normal value,12.68658543
2006 Q1,"Proportion of youth not in education, employment or training",Seasonally adjusted,,Male,Percentage (%),Units,Normal value,12.10754892
2006 Q2,"Proportion of youth not in education, employment or training",Seasonally adjusted,,Male,Percentage (%),Units,Normal value,13.13043976
2006 Q3,"Proportion of youth not in education, employment or training",Seasonally adjusted,,Male,Percentage (%),Units,Normal value,12.13301114
2006 Q4,"Proportion of youth not in education, employment or training",Seasonally adjusted,,Male,Percentage (%),Units,Normal value,11.99134984
2007 Q1,"Proportion of youth not in education, employment or training",Seasonally adjusted,,Male,Percentage (%),Units,Normal value,12.19607147
2007 Q2,"Proportion of youth not in education, employment or training",Seasonally adjusted,,Male,Percentage (%),Units,Normal value,12.2263245
2007 Q3,"Proportion of youth not in education, employment or training",Seasonally adjusted,,Male,Percentage (%),Units,Normal value,11.59171233
2007 Q4,"Proportion of youth not in education, employment or training",Seasonally adjusted,,Male,Percentage (%),Units,Normal value,11.31046445
2008 Q1,"Proportion of youth not in education, employment or training",Seasonally adjusted,,Male,Percentage (%),Units,Normal value,11.23127059
2008 Q2,"Proportion of youth not in education, employment or training",Seasonally adjusted,,Male,Percentage (%),Units,Normal value,11.60650941
2008 Q3,"Proportion of youth not in education, employment or training",Seasonally adjusted,,Male,Percentage (%),Units,Normal value,12.47887398
2008 Q4,"Proportion of youth not in education, employment or training",Seasonally adjusted,,Male,Percentage (%),Units,Normal value,12.24338678
2009 Q1,"Proportion of youth not in education, employment or training",Seasonally adjusted,,Male,Percentage (%),Units,Normal value,13.77545023
2009 Q2,"Proportion of youth not in education, employment or training",Seasonally adjusted,,Male,Percentage (%),Units,Normal value,14.26873742
2009 Q3,"Proportion of youth not in education, employment or training",Seasonally adjusted,,Male,Percentage (%),Units,Normal value,14.03238129
2009 Q4,"Proportion of youth not in education, employment or training",Seasonally adjusted,,Male,Percentage (%),Units,Normal value,13.16300428
2010 Q1,"Proportion of youth not in education, employment or training",Seasonally adjusted,,Male,Percentage (%),Units,Normal value,13.87785878
2010 Q2,"Proportion of youth not in education, employment or training",Seasonally adjusted,,Male,Percentage (%),Units,Normal value,13.18873627
2010 Q3,"Proportion of youth not in education, employment or training",Seasonally adjusted,,Male,Percentage (%),Units,Normal value,13.4675525
2010 Q4,"Proportion of youth not in education, employment or training",Seasonally adjusted,,Male,Percentage (%),Units,Normal value,14.4981535
2011 Q1,"Proportion of youth not in education, employment or training",Seasonally adjusted,,Male,Percentage (%),Units,Normal value,14.25456986
2011 Q2,"Proportion of youth not in education, employment or training",Seasonally adjusted,,Male,Percentage (%),Units,Normal value,14.42854083
2011 Q3,"Proportion of youth not in education, employment or training",Seasonally adjusted,,Male,Percentage (%),Units,Normal value,15.84513353
2011 Q4,"Proportion of youth not in education, employment or training",Seasonally adjusted,,Male,Percentage (%),Units,Normal value,15.67655453
2012 Q1,"Proportion of youth not in education, employment or training",Seasonally adjusted,,Male,Percentage (%),Units,Normal value,15.32986025
2012 Q2,"Proportion of youth not in education, employment or training",Seasonally adjusted,,Male,Percentage (%),Units,Normal value,15.34476855
2012 Q3,"Proportion of youth not in education, employment or training",Seasonally adjusted,,Male,Percentage (%),Units,Normal value,13.92219569
2012 Q4,"Proportion of youth not in education, employment or training",Seasonally adjusted,,Male,Percentage (%),Units,Normal value,13.59132664
2013 Q1,"Proportion of youth not in education, employment or training",Seasonally adjusted,,Male,Percentage (%),Units,Normal value,13.57014309
2013 Q2,"Proportion of youth not in education, employment or training",Seasonally adjusted,,Male,Percentage (%),Units,Normal value,13.56621934
2013 Q3,"Proportion of youth not in education, employment or training",Seasonally adjusted,,Male,Percentage (%),Units,Normal value,13.93873113
2013 Q4,"Proportion of youth not in education, employment or training",Seasonally adjusted,,Male,Percentage (%),Units,Normal value,13.59002488
2014 Q1,"Proportion of youth not in education, employment or training",Seasonally adjusted,,Male,Percentage (%),Units,Normal value,12.39295636
2014 Q2,"Proportion of youth not in education, employment or training",Seasonally adjusted,,Male,Percentage (%),Units,Normal value,12.1801769
2014 Q3,"Proportion of youth not in education, employment or training",Seasonally adjusted,,Male,Percentage (%),Units,Normal value,12.11023086
2014 Q4,"Proportion of youth not in education, employment or training",Seasonally adjusted,,Male,Percentage (%),Units,Normal value,11.36187412
2015 Q1,"Proportion of youth not in education, employment or training",Seasonally adjusted,,Male,Percentage (%),Units,Normal value,11.35046495
2015 Q2,"Proportion of youth not in education, employment or training",Seasonally adjusted,,Male,Percentage (%),Units,Normal value,11.43913847
2015 Q3,"Proportion of youth not in education, employment or training",Seasonally adjusted,,Male,Percentage (%),Units,Normal value,10.74254831
2015 Q4,"Proportion of youth not in education, employment or training",Seasonally adjusted,,Male,Percentage (%),Units,Normal value,10.75496562
2016 Q1,"Proportion of youth not in education, employment or training",Seasonally adjusted,,Male,Percentage (%),Units,Normal value,11.08536371
2016 Q2,"Proportion of youth not in education, employment or training",Seasonally adjusted,,Male,Percentage (%),Units,Normal value,11.19262251
2016 Q3,"Proportion of youth not in education, employment or training",Seasonally adjusted,,Male,Percentage (%),Units,Normal value,11.81853795
2016 Q4,"Proportion of youth not in education, employment or training",Seasonally adjusted,,Male,Percentage (%),Units,Normal value,11.45977986
2017 Q1,"Proportion of youth not in education, employment or training",Seasonally adjusted,,Male,Percentage (%),Units,Normal value,10.83028455
2017 Q2,"Proportion of youth not in education, employment or training",Seasonally adjusted,,Male,Percentage (%),Units,Normal value,10.73946373
2017 Q3,"Proportion of youth not in education, employment or training",Seasonally adjusted,,Male,Percentage (%),Units,Normal value,11.69009284
2017 Q4,"Proportion of youth not in education, employment or training",Seasonally adjusted,,Male,Percentage (%),Units,Normal value,11.38384178
2018 Q1,"Proportion of youth not in education, employment or training",Seasonally adjusted,,Male,Percentage (%),Units,Normal value,11.09852015
2018 Q2,"Proportion of youth not in education, employment or training",Seasonally adjusted,,Male,Percentage (%),Units,Normal value,10.89084496
2018 Q3,"Proportion of youth not in education, employment or training",Seasonally adjusted,,Male,Percentage (%),Units,Normal value,9.723333476
2018 Q4,"Proportion of youth not in education, employment or training",Seasonally adjusted,,Male,Percentage (%),Units,Normal value,10.53086966
2019 Q1,"Proportion of youth not in education, employment or training",Seasonally adjusted,,Male,Percentage (%),Units,Normal value,10.76401817
2019 Q2,"Proportion of youth not in education, employment or training",Seasonally adjusted,,Male,Percentage (%),Units,Normal value,11.72521557
2019 Q3,"Proportion of youth not in education, employment or training",Seasonally adjusted,,Male,Percentage (%),Units,Normal value,11.99689988
2019 Q4,"Proportion of youth not in education, employment or training",Seasonally adjusted,,Male,Percentage (%),Units,Normal value,11.12416139
2020 Q1,"Proportion of youth not in education, employment or training",Seasonally adjusted,,Male,Percentage (%),Units,Normal value,11.74416833
2020 Q2,"Proportion of youth not in education, employment or training",Seasonally adjusted,,Male,Percentage (%),Units,Normal value,11.63580224
2020 Q3,"Proportion of youth not in education, employment or training",Seasonally adjusted,,Male,Percentage (%),Units,Normal value,12.11154411
2020 Q4,"Proportion of youth not in education, employment or training",Seasonally adjusted,,Male,Percentage (%),Units,Normal value,13.26894118
2021 Q1,"Proportion of youth not in education, employment or training",Seasonally adjusted,,Male,Percentage (%),Units,Normal value,12.10615942
2021 Q2,"Proportion of youth not in education, employment or training",Seasonally adjusted,,Male,Percentage (%),Units,Normal value,9.833873869
2001 Q4,"Proportion of youth not in education, employment or training",Not seasonally adjusted,,Male,Percentage (%),Units,Normal value,10.21524946
2002 Q1,"Proportion of youth not in education, employment or training",Not seasonally adjusted,,Male,Percentage (%),Units,Normal value,10.98737426
2002 Q2,"Proportion of youth not in education, employment or training",Not seasonally adjusted,,Male,Percentage (%),Units,Normal value,10.47909505
2002 Q3,"Proportion of youth not in education, employment or training",Not seasonally adjusted,,Male,Percentage (%),Units,Normal value,12.80493419
2002 Q4,"Proportion of youth not in education, employment or training",Not seasonally adjusted,,Male,Percentage (%),Units,Normal value,10.04651941
2003 Q1,"Proportion of youth not in education, employment or training",Not seasonally adjusted,,Male,Percentage (%),Units,Normal value,11.01108609
2003 Q2,"Proportion of youth not in education, employment or training",Not seasonally adjusted,,Male,Percentage (%),Units,Normal value,9.793696373
2003 Q3,"Proportion of youth not in education, employment or training",Not seasonally adjusted,,Male,Percentage (%),Units,Normal value,12.23353578
2003 Q4,"Proportion of youth not in education, employment or training",Not seasonally adjusted,,Male,Percentage (%),Units,Normal value,9.878897146
2004 Q1,"Proportion of youth not in education, employment or training",Not seasonally adjusted,,Male,Percentage (%),Units,Normal value,9.829417468
2004 Q2,"Proportion of youth not in education, employment or training",Not seasonally adjusted,,Male,Percentage (%),Units,Normal value,9.542133738
2004 Q3,"Proportion of youth not in education, employment or training",Not seasonally adjusted,,Male,Percentage (%),Units,Normal value,12.46569963
2004 Q4,"Proportion of youth not in education, employment or training",Not seasonally adjusted,,Male,Percentage (%),Units,Normal value,10.9812591
2005 Q1,"Proportion of youth not in education, employment or training",Not seasonally adjusted,,Male,Percentage (%),Units,Normal value,10.70228348
2005 Q2,"Proportion of youth not in education, employment or training",Not seasonally adjusted,,Male,Percentage (%),Units,Normal value,10.73230931
2005 Q3,"Proportion of youth not in education, employment or training",Not seasonally adjusted,,Male,Percentage (%),Units,Normal value,13.42224098
2005 Q4,"Proportion of youth not in education, employment or training",Not seasonally adjusted,,Male,Percentage (%),Units,Normal value,12.23289722
2006 Q1,"Proportion of youth not in education, employment or training",Not seasonally adjusted,,Male,Percentage (%),Units,Normal value,11.63734011
2006 Q2,"Proportion of youth not in education, employment or training",Not seasonally adjusted,,Male,Percentage (%),Units,Normal value,12.37246229
2006 Q3,"Proportion of youth not in education, employment or training",Not seasonally adjusted,,Male,Percentage (%),Units,Normal value,13.8053505
2006 Q4,"Proportion of youth not in education, employment or training",Not seasonally adjusted,,Male,Percentage (%),Units,Normal value,11.49529839
2007 Q1,"Proportion of youth not in education, employment or training",Not seasonally adjusted,,Male,Percentage (%),Units,Normal value,11.74289709
2007 Q2,"Proportion of youth not in education, employment or training",Not seasonally adjusted,,Male,Percentage (%),Units,Normal value,11.47834798
2007 Q3,"Proportion of youth not in education, employment or training",Not seasonally adjusted,,Male,Percentage (%),Units,Normal value,13.24171111
2007 Q4,"Proportion of youth not in education, employment or training",Not seasonally adjusted,,Male,Percentage (%),Units,Normal value,10.79772962
2008 Q1,"Proportion of youth not in education, employment or training",Not seasonally adjusted,,Male,Percentage (%),Units,Normal value,10.83739135
2008 Q2,"Proportion of youth not in education, employment or training",Not seasonally adjusted,,Male,Percentage (%),Units,Normal value,10.80277792
2008 Q3,"Proportion of youth not in education, employment or training",Not seasonally adjusted,,Male,Percentage (%),Units,Normal value,14.12880013
2008 Q4,"Proportion of youth not in education, employment or training",Not seasonally adjusted,,Male,Percentage (%),Units,Normal value,11.73195475
2009 Q1,"Proportion of youth not in education, employment or training",Not seasonally adjusted,,Male,Percentage (%),Units,Normal value,13.38806515
2009 Q2,"Proportion of youth not in education, employment or training",Not seasonally adjusted,,Male,Percentage (%),Units,Normal value,13.39790688
2009 Q3,"Proportion of youth not in education, employment or training",Not seasonally adjusted,,Male,Percentage (%),Units,Normal value,15.67755713
2009 Q4,"Proportion of youth not in education, employment or training",Not seasonally adjusted,,Male,Percentage (%),Units,Normal value,12.70471962
2010 Q1,"Proportion of youth not in education, employment or training",Not seasonally adjusted,,Male,Percentage (%),Units,Normal value,13.4610404
2010 Q2,"Proportion of youth not in education, employment or training",Not seasonally adjusted,,Male,Percentage (%),Units,Normal value,12.2774084
2010 Q3,"Proportion of youth not in education, employment or training",Not seasonally adjusted,,Male,Percentage (%),Units,Normal value,15.10957564
2010 Q4,"Proportion of youth not in education, employment or training",Not seasonally adjusted,,Male,Percentage (%),Units,Normal value,14.12800204
2011 Q1,"Proportion of youth not in education, employment or training",Not seasonally adjusted,,Male,Percentage (%),Units,Normal value,13.73537547
2011 Q2,"Proportion of youth not in education, employment or training",Not seasonally adjusted,,Male,Percentage (%),Units,Normal value,13.54277814
2011 Q3,"Proportion of youth not in education, employment or training",Not seasonally adjusted,,Male,Percentage (%),Units,Normal value,17.49613362
2011 Q4,"Proportion of youth not in education, employment or training",Not seasonally adjusted,,Male,Percentage (%),Units,Normal value,15.3574484
2012 Q1,"Proportion of youth not in education, employment or training",Not seasonally adjusted,,Male,Percentage (%),Units,Normal value,14.73965405
2012 Q2,"Proportion of youth not in education, employment or training",Not seasonally adjusted,,Male,Percentage (%),Units,Normal value,14.57664397
2012 Q3,"Proportion of youth not in education, employment or training",Not seasonally adjusted,,Male,Percentage (%),Units,Normal value,15.61076092
2012 Q4,"Proportion of youth not in education, employment or training",Not seasonally adjusted,,Male,Percentage (%),Units,Normal value,13.31291449
2013 Q1,"Proportion of youth not in education, employment or training",Not seasonally adjusted,,Male,Percentage (%),Units,Normal value,12.84812518
2013 Q2,"Proportion of youth not in education, employment or training",Not seasonally adjusted,,Male,Percentage (%),Units,Normal value,12.88578872
2013 Q3,"Proportion of youth not in education, employment or training",Not seasonally adjusted,,Male,Percentage (%),Units,Normal value,15.6295891
2013 Q4,"Proportion of youth not in education, employment or training",Not seasonally adjusted,,Male,Percentage (%),Units,Normal value,13.31633908
2014 Q1,"Proportion of youth not in education, employment or training",Not seasonally adjusted,,Male,Percentage (%),Units,Normal value,11.59575227
2014 Q2,"Proportion of youth not in education, employment or training",Not seasonally adjusted,,Male,Percentage (%),Units,Normal value,11.59042166
2014 Q3,"Proportion of youth not in education, employment or training",Not seasonally adjusted,,Male,Percentage (%),Units,Normal value,13.8051749
2014 Q4,"Proportion of youth not in education, employment or training",Not seasonally adjusted,,Male,Percentage (%),Units,Normal value,11.07444508
2015 Q1,"Proportion of youth not in education, employment or training",Not seasonally adjusted,,Male,Percentage (%),Units,Normal value,10.5112372
2015 Q2,"Proportion of youth not in education, employment or training",Not seasonally adjusted,,Male,Percentage (%),Units,Normal value,10.92311209
2015 Q3,"Proportion of youth not in education, employment or training",Not seasonally adjusted,,Male,Percentage (%),Units,Normal value,12.40333187
2015 Q4,"Proportion of youth not in education, employment or training",Not seasonally adjusted,,Male,Percentage (%),Units,Normal value,10.44979269
2016 Q1,"Proportion of youth not in education, employment or training",Not seasonally adjusted,,Male,Percentage (%),Units,Normal value,10.24349794
2016 Q2,"Proportion of youth not in education, employment or training",Not seasonally adjusted,,Male,Percentage (%),Units,Normal value,10.7021084
2016 Q3,"Proportion of youth not in education, employment or training",Not seasonally adjusted,,Male,Percentage (%),Units,Normal value,13.47482329
2016 Q4,"Proportion of youth not in education, employment or training",Not seasonally adjusted,,Male,Percentage (%),Units,Normal value,11.14076978
2017 Q1,"Proportion of youth not in education, employment or training",Not seasonally adjusted,,Male,Percentage (%),Units,Normal value,9.988182926
2017 Q2,"Proportion of youth not in education, employment or training",Not seasonally adjusted,,Male,Percentage (%),Units,Normal value,10.24480975
2017 Q3,"Proportion of youth not in education, employment or training",Not seasonally adjusted,,Male,Percentage (%),Units,Normal value,13.33157197
2017 Q4,"Proportion of youth not in education, employment or training",Not seasonally adjusted,,Male,Percentage (%),Units,Normal value,11.06207989
2018 Q1,"Proportion of youth not in education, employment or training",Not seasonally adjusted,,Male,Percentage (%),Units,Normal value,10.25899069
2018 Q2,"Proportion of youth not in education, employment or training",Not seasonally adjusted,,Male,Percentage (%),Units,Normal value,10.38172365
2018 Q3,"Proportion of youth not in education, employment or training",Not seasonally adjusted,,Male,Percentage (%),Units,Normal value,11.36978864
2018 Q4,"Proportion of youth not in education, employment or training",Not seasonally adjusted,,Male,Percentage (%),Units,Normal value,10.2370504
2019 Q1,"Proportion of youth not in education, employment or training",Not seasonally adjusted,,Male,Percentage (%),Units,Normal value,10.05062304
2019 Q2,"Proportion of youth not in education, employment or training",Not seasonally adjusted,,Male,Percentage (%),Units,Normal value,11.36444665
2019 Q3,"Proportion of youth not in education, employment or training",Not seasonally adjusted,,Male,Percentage (%),Units,Normal value,13.55435466
2019 Q4,"Proportion of youth not in education, employment or training",Not seasonally adjusted,,Male,Percentage (%),Units,Normal value,10.79790398
2020 Q1,"Proportion of youth not in education, employment or training",Not seasonally adjusted,,Male,Percentage (%),Units,Normal value,10.69886706
2020 Q2,"Proportion of youth not in education, employment or training",Not seasonally adjusted,,Male,Percentage (%),Units,Normal value,11.46755617
2020 Q3,"Proportion of youth not in education, employment or training",Not seasonally adjusted,,Male,Percentage (%),Units,Normal value,13.54467782
2020 Q4,"Proportion of youth not in education, employment or training",Not seasonally adjusted,,Male,Percentage (%),Units,Normal value,13.02504936
2021 Q1,"Proportion of youth not in education, employment or training",Not seasonally adjusted,,Male,Percentage (%),Units,Normal value,11.03654178
2021 Q2,"Proportion of youth not in education, employment or training",Not seasonally adjusted,,Male,Percentage (%),Units,Normal value,9.489948486
2001 Q4,"Proportion of youth not in education, employment or training",Seasonally adjusted,,,Percentage (%),Units,Normal value,12.93478134
2002 Q1,"Proportion of youth not in education, employment or training",Seasonally adjusted,,,Percentage (%),Units,Normal value,13.27071242
2002 Q2,"Proportion of youth not in education, employment or training",Seasonally adjusted,,,Percentage (%),Units,Normal value,13.41066719
2002 Q3,"Proportion of youth not in education, employment or training",Seasonally adjusted,,,Percentage (%),Units,Normal value,13.33740586
2002 Q4,"Proportion of youth not in education, employment or training",Seasonally adjusted,,,Percentage (%),Units,Normal value,12.70535468
2003 Q1,"Proportion of youth not in education, employment or training",Seasonally adjusted,,,Percentage (%),Units,Normal value,13.50387653
2003 Q2,"Proportion of youth not in education, employment or training",Seasonally adjusted,,,Percentage (%),Units,Normal value,13.39797615
2003 Q3,"Proportion of youth not in education, employment or training",Seasonally adjusted,,,Percentage (%),Units,Normal value,13.11813311
2003 Q4,"Proportion of youth not in education, employment or training",Seasonally adjusted,,,Percentage (%),Units,Normal value,12.59760919
2004 Q1,"Proportion of youth not in education, employment or training",Seasonally adjusted,,,Percentage (%),Units,Normal value,12.36043067
2004 Q2,"Proportion of youth not in education, employment or training",Seasonally adjusted,,,Percentage (%),Units,Normal value,12.93508818
2004 Q3,"Proportion of youth not in education, employment or training",Seasonally adjusted,,,Percentage (%),Units,Normal value,13.4408855
2004 Q4,"Proportion of youth not in education, employment or training",Seasonally adjusted,,,Percentage (%),Units,Normal value,13.44471921
2005 Q1,"Proportion of youth not in education, employment or training",Seasonally adjusted,,,Percentage (%),Units,Normal value,13.43119482
2005 Q2,"Proportion of youth not in education, employment or training",Seasonally adjusted,,,Percentage (%),Units,Normal value,13.68643063
2005 Q3,"Proportion of youth not in education, employment or training",Seasonally adjusted,,,Percentage (%),Units,Normal value,13.46763094
2005 Q4,"Proportion of youth not in education, employment or training",Seasonally adjusted,,,Percentage (%),Units,Normal value,14.39804981
2006 Q1,"Proportion of youth not in education, employment or training",Seasonally adjusted,,,Percentage (%),Units,Normal value,14.0733199
2006 Q2,"Proportion of youth not in education, employment or training",Seasonally adjusted,,,Percentage (%),Units,Normal value,14.55936637
2006 Q3,"Proportion of youth not in education, employment or training",Seasonally adjusted,,,Percentage (%),Units,Normal value,14.27676969
2006 Q4,"Proportion of youth not in education, employment or training",Seasonally adjusted,,,Percentage (%),Units,Normal value,13.82989283
2007 Q1,"Proportion of youth not in education, employment or training",Seasonally adjusted,,,Percentage (%),Units,Normal value,14.06808711
2007 Q2,"Proportion of youth not in education, employment or training",Seasonally adjusted,,,Percentage (%),Units,Normal value,14.05797371
2007 Q3,"Proportion of youth not in education, employment or training",Seasonally adjusted,,,Percentage (%),Units,Normal value,13.71658689
2007 Q4,"Proportion of youth not in education, employment or training",Seasonally adjusted,,,Percentage (%),Units,Normal value,13.42741437
2008 Q1,"Proportion of youth not in education, employment or training",Seasonally adjusted,,,Percentage (%),Units,Normal value,13.39978968
2008 Q2,"Proportion of youth not in education, employment or training",Seasonally adjusted,,,Percentage (%),Units,Normal value,13.81804438
2008 Q3,"Proportion of youth not in education, employment or training",Seasonally adjusted,,,Percentage (%),Units,Normal value,14.29034406
2008 Q4,"Proportion of youth not in education, employment or training",Seasonally adjusted,,,Percentage (%),Units,Normal value,14.16031191
2009 Q1,"Proportion of youth not in education, employment or training",Seasonally adjusted,,,Percentage (%),Units,Normal value,15.13532596
2009 Q2,"Proportion of youth not in education, employment or training",Seasonally adjusted,,,Percentage (%),Units,Normal value,15.55311386
2009 Q3,"Proportion of youth not in education, employment or training",Seasonally adjusted,,,Percentage (%),Units,Normal value,15.44362756
2009 Q4,"Proportion of youth not in education, employment or training",Seasonally adjusted,,,Percentage (%),Units,Normal value,14.88071981
2010 Q1,"Proportion of youth not in education, employment or training",Seasonally adjusted,,,Percentage (%),Units,Normal value,15.46827364
2010 Q2,"Proportion of youth not in education, employment or training",Seasonally adjusted,,,Percentage (%),Units,Normal value,14.69698317
2010 Q3,"Proportion of youth not in education, employment or training",Seasonally adjusted,,,Percentage (%),Units,Normal value,15.29098298
2010 Q4,"Proportion of youth not in education, employment or training",Seasonally adjusted,,,Percentage (%),Units,Normal value,15.86290746
2011 Q1,"Proportion of youth not in education, employment or training",Seasonally adjusted,,,Percentage (%),Units,Normal value,15.29455226
2011 Q2,"Proportion of youth not in education, employment or training",Seasonally adjusted,,,Percentage (%),Units,Normal value,15.80257215
2011 Q3,"Proportion of youth not in education, employment or training",Seasonally adjusted,,,Percentage (%),Units,Normal value,16.9020325
2011 Q4,"Proportion of youth not in education, employment or training",Seasonally adjusted,,,Percentage (%),Units,Normal value,16.45892377
2012 Q1,"Proportion of youth not in education, employment or training",Seasonally adjusted,,,Percentage (%),Units,Normal value,16.21233763
2012 Q2,"Proportion of youth not in education, employment or training",Seasonally adjusted,,,Percentage (%),Units,Normal value,16.20218195
2012 Q3,"Proportion of youth not in education, employment or training",Seasonally adjusted,,,Percentage (%),Units,Normal value,15.02144702
2012 Q4,"Proportion of youth not in education, employment or training",Seasonally adjusted,,,Percentage (%),Units,Normal value,14.77164402
2013 Q1,"Proportion of youth not in education, employment or training",Seasonally adjusted,,,Percentage (%),Units,Normal value,15.01713476
2013 Q2,"Proportion of youth not in education, employment or training",Seasonally adjusted,,,Percentage (%),Units,Normal value,14.88603273
2013 Q3,"Proportion of youth not in education, employment or training",Seasonally adjusted,,,Percentage (%),Units,Normal value,14.94334708
2013 Q4,"Proportion of youth not in education, employment or training",Seasonally adjusted,,,Percentage (%),Units,Normal value,14.2151079
2014 Q1,"Proportion of youth not in education, employment or training",Seasonally adjusted,,,Percentage (%),Units,Normal value,13.41561
2014 Q2,"Proportion of youth not in education, employment or training",Seasonally adjusted,,,Percentage (%),Units,Normal value,13.21487705
2014 Q3,"Proportion of youth not in education, employment or training",Seasonally adjusted,,,Percentage (%),Units,Normal value,13.28393418
2014 Q4,"Proportion of youth not in education, employment or training",Seasonally adjusted,,,Percentage (%),Units,Normal value,13.34845856
2015 Q1,"Proportion of youth not in education, employment or training",Seasonally adjusted,,,Percentage (%),Units,Normal value,12.85106965
2015 Q2,"Proportion of youth not in education, employment or training",Seasonally adjusted,,,Percentage (%),Units,Normal value,12.65573091
2015 Q3,"Proportion of youth not in education, employment or training",Seasonally adjusted,,,Percentage (%),Units,Normal value,11.80482862
2015 Q4,"Proportion of youth not in education, employment or training",Seasonally adjusted,,,Percentage (%),Units,Normal value,11.86733626
2016 Q1,"Proportion of youth not in education, employment or training",Seasonally adjusted,,,Percentage (%),Units,Normal value,12.00220778
2016 Q2,"Proportion of youth not in education, employment or training",Seasonally adjusted,,,Percentage (%),Units,Normal value,11.73408725
2016 Q3,"Proportion of youth not in education, employment or training",Seasonally adjusted,,,Percentage (%),Units,Normal value,11.99454573
2016 Q4,"Proportion of youth not in education, employment or training",Seasonally adjusted,,,Percentage (%),Units,Normal value,11.50840643
2017 Q1,"Proportion of youth not in education, employment or training",Seasonally adjusted,,,Percentage (%),Units,Normal value,11.16537025
2017 Q2,"Proportion of youth not in education, employment or training",Seasonally adjusted,,,Percentage (%),Units,Normal value,11.15444331
2017 Q3,"Proportion of youth not in education, employment or training",Seasonally adjusted,,,Percentage (%),Units,Normal value,11.25463727
2017 Q4,"Proportion of youth not in education, employment or training",Seasonally adjusted,,,Percentage (%),Units,Normal value,11.25685013
2018 Q1,"Proportion of youth not in education, employment or training",Seasonally adjusted,,,Percentage (%),Units,Normal value,11.36165905
2018 Q2,"Proportion of youth not in education, employment or training",Seasonally adjusted,,,Percentage (%),Units,Normal value,11.11575533
2018 Q3,"Proportion of youth not in education, employment or training",Seasonally adjusted,,,Percentage (%),Units,Normal value,10.85627328
2018 Q4,"Proportion of youth not in education, employment or training",Seasonally adjusted,,,Percentage (%),Units,Normal value,11.33376264
2019 Q1,"Proportion of youth not in education, employment or training",Seasonally adjusted,,,Percentage (%),Units,Normal value,11.01829967
2019 Q2,"Proportion of youth not in education, employment or training",Seasonally adjusted,,,Percentage (%),Units,Normal value,11.46005723
2019 Q3,"Proportion of youth not in education, employment or training",Seasonally adjusted,,,Percentage (%),Units,Normal value,11.59909397
2019 Q4,"Proportion of youth not in education, employment or training",Seasonally adjusted,,,Percentage (%),Units,Normal value,11.06877195
2020 Q1,"Proportion of youth not in education, employment or training",Seasonally adjusted,,,Percentage (%),Units,Normal value,11.39234533
2020 Q2,"Proportion of youth not in education, employment or training",Seasonally adjusted,,,Percentage (%),Units,Normal value,11.30507046
2020 Q3,"Proportion of youth not in education, employment or training",Seasonally adjusted,,,Percentage (%),Units,Normal value,11.10700064
2020 Q4,"Proportion of youth not in education, employment or training",Seasonally adjusted,,,Percentage (%),Units,Normal value,11.82167984
2021 Q1,"Proportion of youth not in education, employment or training",Seasonally adjusted,,,Percentage (%),Units,Normal value,10.79046993
2021 Q2,"Proportion of youth not in education, employment or training",Seasonally adjusted,,,Percentage (%),Units,Normal value,9.289765924
2001 Q4,"Proportion of youth not in education, employment or training",Not seasonally adjusted,,,Percentage (%),Units,Normal value,12.47907154
2002 Q1,"Proportion of youth not in education, employment or training",Not seasonally adjusted,,,Percentage (%),Units,Normal value,12.84995223
