Year,Series,Region,Local Authority,County,Observation status,Units,Unit multiplier,GeoCode,Value
2017,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),East of England,,Essex,Undefined,Percentage (%),Units,E10000012,5.55765275493108
2017,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),South West,,Gloucestershire,Undefined,Percentage (%),Units,E10000013,4.74420276603989
2017,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),South East,,Hampshire,Undefined,Percentage (%),Units,E10000014,5.30410105203032
2017,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),East of England,,Hertfordshire,Undefined,Percentage (%),Units,E10000015,5.762682727455
2017,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),England,,East of England region,Undefined,Percentage (%),Units,,5.48712132284627
2017,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),South East,,Kent,Undefined,Percentage (%),Units,E10000016,5.60731024693137
2017,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),East Midlands,,Leicestershire,Undefined,Percentage (%),Units,E10000018,5.2564260685101
2017,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),East Midlands,,Lincolnshire,Undefined,Percentage (%),Units,E10000019,4.742759637771
2017,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),East of England,,Norfolk,Undefined,Percentage (%),Units,E10000020,4.95865800159506
2017,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),East Midlands,,Northamptonshire,Undefined,Percentage (%),Units,E10000021,5.28258460190476
2017,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),Yorkshire and The Humber,,North Yorkshire,Undefined,Percentage (%),Units,E10000023,3.81314515265661
2017,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),East Midlands,,Nottinghamshire,Undefined,Percentage (%),Units,E10000024,5.01465237948693
2017,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),South East,,Oxfordshire,Undefined,Percentage (%),Units,E10000025,5.41884641255749
2017,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),South West,,Somerset,Undefined,Percentage (%),Units,E10000027,4.32235851357461
2017,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),West Midlands,,Staffordshire,Undefined,Percentage (%),Units,E10000028,4.54186849523323
2017,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),East of England,,Suffolk,Undefined,Percentage (%),Units,E10000029,5.31058979383311
2017,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),South East,,Surrey,Undefined,Percentage (%),Units,E10000030,5.68098910700397
2017,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),West Midlands,,Warwickshire,Undefined,Percentage (%),Units,E10000031,5.01235545433053
2017,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),South East,,West Sussex,Undefined,Percentage (%),Units,E10000032,5.36713227034988
2017,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),West Midlands,,Worcestershire,Undefined,Percentage (%),Units,E10000034,4.47405182255423
2017,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),North West,,Lancashire,Undefined,Percentage (%),Units,E10000017,3.79604928938784
2017,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),West Midlands,Herefordshire,,Undefined,Percentage (%),Units,E06000019,4.0852545864506
2017,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),England,,West Midlands region,Undefined,Percentage (%),Units,,4.92828300228497
2017,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),England,,Yorkshire and the Humber region,Undefined,Percentage (%),Units,,4.17657197853124
2017,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),East Midlands,Rutland,,Undefined,Percentage (%),Units,E06000017,5.00842011128932
2017,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),East Midlands,Leicester,,Undefined,Percentage (%),Units,E06000016,5.71815032468433
2017,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),East Midlands,Derby,,Undefined,Percentage (%),Units,E06000015,5.65525945047811
2017,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),Yorkshire and The Humber,York,,Undefined,Percentage (%),Units,E06000014,4.17159692725357
2017,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),Yorkshire and The Humber,North Lincolnshire,,Undefined,Percentage (%),Units,E06000013,4.32699682751706
2017,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),Yorkshire and The Humber,North East Lincolnshire,,Undefined,Percentage (%),Units,E06000012,4.50045975602556
2017,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),Yorkshire and The Humber,East Riding of Yorkshire,,Undefined,Percentage (%),Units,E06000011,4.21146824715386
2017,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),Yorkshire and The Humber,Kingston upon Hull,,Undefined,Percentage (%),Units,E06000010,4.86161674585697
2017,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),North West,Blackpool,,Undefined,Percentage (%),Units,E06000009,3.660368655383
2017,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),North West,Blackburn with Darwen,,Undefined,Percentage (%),Units,E06000008,4.04236177175636
2017,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),North West,Warrington,,Undefined,Percentage (%),Units,E06000007,4.33078201564906
2017,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),North West,Halton,,Undefined,Percentage (%),Units,E06000006,4.49854549588631
2017,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),North East,Darlington,,Undefined,Percentage (%),Units,E06000005,3.69028452493734
2017,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),North East,Stockton-on-Tees,,Undefined,Percentage (%),Units,E06000004,3.95841013640331
2017,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),England,,East Midlands region,Undefined,Percentage (%),Units,,5.08288722125693
2017,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),North East,Redcar and Cleveland,,Undefined,Percentage (%),Units,E06000003,3.95389946219069
2017,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),North East,Hartlepool,,Undefined,Percentage (%),Units,E06000001,3.84951840083854
2017,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),West Midlands,Wolverhampton,,Undefined,Percentage (%),Units,E08000031,4.9025752024986
2017,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),South West,,,Undefined,Percentage (%),Units,E12000009,4.43966326194461
2017,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),South East,,,Undefined,Percentage (%),Units,E12000008,5.57569003821257
2017,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),London,,,Undefined,Percentage (%),Units,E12000007,6.50895156128337
2017,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),East of England,,,Undefined,Percentage (%),Units,E12000006,5.48712132284627
2017,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),West Midlands,,,Undefined,Percentage (%),Units,E12000005,4.92828300228497
2017,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),East Midlands,,,Undefined,Percentage (%),Units,E12000004,5.08288722125693
2017,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),Yorkshire and The Humber,,,Undefined,Percentage (%),Units,E12000003,4.17657197853124
2017,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),North West,,,Undefined,Percentage (%),Units,E12000002,4.06464629212387
2017,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),North East,,,Undefined,Percentage (%),Units,E12000001,3.66708229317739
2017,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),England,,,Undefined,Percentage (%),Units,,5.05596540667255
2017,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),England,,North East region,Undefined,Percentage (%),Units,,3.66708229317739
2017,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),England,,North West region,Undefined,Percentage (%),Units,,4.06464629212387
2017,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),North East,Middlesbrough,,Undefined,Percentage (%),Units,E06000002,4.17928553399932
2017,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),Yorkshire and The Humber,Bradford,,Undefined,Percentage (%),Units,E08000032,4.27063611927204
2017,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),South West,Cornwall,,Undefined,Percentage (%),Units,E06000052,3.35846283578988
2017,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),London,Waltham Forest,,Undefined,Percentage (%),Units,E09000031,6.89500965379501
2017,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),London,Hounslow,,Undefined,Percentage (%),Units,E09000018,6.386168783419
2017,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),London,Islington,,Undefined,Percentage (%),Units,E09000019,6.90347789054962
2017,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),London,Kensington and Chelsea,,Undefined,Percentage (%),Units,E09000020,6.90932546093695
2017,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),London,Kingston upon Thames,,Undefined,Percentage (%),Units,E09000021,6.12153884526432
2017,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),London,Lambeth,,Undefined,Percentage (%),Units,E09000022,6.74421564358825
2017,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),London,Lewisham,,Undefined,Percentage (%),Units,E09000023,6.53555940433598
2017,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),London,Hillingdon,,Undefined,Percentage (%),Units,E09000017,6.12154978565454
2017,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),London,Merton,,Undefined,Percentage (%),Units,E09000024,6.42088744605186
2017,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),London,Redbridge,,Undefined,Percentage (%),Units,E09000026,6.68913754736446
2017,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),London,Richmond upon Thames,,Undefined,Percentage (%),Units,E09000027,6.18594470389858
2017,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),London,Southwark,,Undefined,Percentage (%),Units,E09000028,6.73752082280538
2017,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),London,Westminster,,Undefined,Percentage (%),Units,E09000033,6.92796146248055
2017,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),London,Wandsworth,,Undefined,Percentage (%),Units,E09000032,6.53352255162461
2017,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),Yorkshire and The Humber,Leeds,,Undefined,Percentage (%),Units,E08000035,4.54237465783087
2017,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),London,Newham,,Undefined,Percentage (%),Units,E09000025,7.02901139752703
2017,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),London,Havering,,Undefined,Percentage (%),Units,E09000016,6.13586966335356
2017,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),London,Harrow,,Undefined,Percentage (%),Units,E09000015,6.09707294380478
2017,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),London,Haringey,,Undefined,Percentage (%),Units,E09000014,6.67220481306405
2017,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),Yorkshire and The Humber,Wakefield,,Undefined,Percentage (%),Units,E08000036,4.13029570719032
2017,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),North East,Gateshead,,Undefined,Percentage (%),Units,E08000037,3.60981049322256
2017,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),London,City of London,,Undefined,Percentage (%),Units,E09000001,7.06723355152029
2017,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),London,Barking and Dagenham,,Undefined,Percentage (%),Units,E09000002,6.76341168131094
2017,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),London,Barnet,,Undefined,Percentage (%),Units,E09000003,6.33235286770105
2017,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),London,Bexley,,Undefined,Percentage (%),Units,E09000004,6.24119962620309
2017,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),London,Brent,,Undefined,Percentage (%),Units,E09000005,6.49934691158533
2017,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),London,Bromley,,Undefined,Percentage (%),Units,E09000006,5.84896338518084
2017,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),London,Camden,,Undefined,Percentage (%),Units,E09000007,6.70991591412452
2017,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),London,Croydon,,Undefined,Percentage (%),Units,E09000008,6.15735632065717
2017,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),London,Ealing,,Undefined,Percentage (%),Units,E09000009,6.45917974441306
2017,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),London,Enfield,,Undefined,Percentage (%),Units,E09000010,6.46545308424403
2017,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),London,Greenwich,,Undefined,Percentage (%),Units,E09000011,6.48222715989334
2017,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),London,Hackney,,Undefined,Percentage (%),Units,E09000012,6.87807086935498
2017,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),London,Hammersmith and Fulham,,Undefined,Percentage (%),Units,E09000013,6.73711324920251
2017,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),London,Tower Hamlets,,Undefined,Percentage (%),Units,E09000030,6.83273008568016
2017,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),London,Sutton,,Undefined,Percentage (%),Units,E09000029,6.05067308080837
2018,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),North West,Rochdale,,Undefined,Percentage (%),Units,E08000005,4.39924631537545
2018,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),West Midlands,Birmingham,,Undefined,Percentage (%),Units,E08000025,5.53179587553483
2018,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),London,Havering,,Undefined,Percentage (%),Units,E09000016,6.18318957638844
2018,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),London,Harrow,,Undefined,Percentage (%),Units,E09000015,6.1035182921678
2018,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),London,Haringey,,Undefined,Percentage (%),Units,E09000014,6.78525981933942
2018,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),London,Hammersmith and Fulham,,Undefined,Percentage (%),Units,E09000013,6.84690891495247
2018,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),London,Hackney,,Undefined,Percentage (%),Units,E09000012,6.97599324681548
2018,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),London,Greenwich,,Undefined,Percentage (%),Units,E09000011,6.68019305288871
2018,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),London,Enfield,,Undefined,Percentage (%),Units,E09000010,6.55173828052655
2018,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),London,Ealing,,Undefined,Percentage (%),Units,E09000009,6.56263879132748
2018,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),London,Croydon,,Undefined,Percentage (%),Units,E09000008,6.29092361774937
2018,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),London,Camden,,Undefined,Percentage (%),Units,E09000007,6.76495458209705
2018,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),London,Bromley,,Undefined,Percentage (%),Units,E09000006,5.90433454115261
2018,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),London,Brent,,Undefined,Percentage (%),Units,E09000005,6.56122321242049
2018,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),London,Bexley,,Undefined,Percentage (%),Units,E09000004,6.38407958100204
2018,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),North East,Sunderland,,Undefined,Percentage (%),Units,E08000024,3.87355048057172
2018,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),London,Barnet,,Undefined,Percentage (%),Units,E09000003,6.34490522306578
2018,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),London,City of London,,Undefined,Percentage (%),Units,E09000001,7.10900700092816
2018,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),North East,Gateshead,,Undefined,Percentage (%),Units,E08000037,3.77128572956688
2018,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),Yorkshire and The Humber,Wakefield,,Undefined,Percentage (%),Units,E08000036,4.48300184111348
2018,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),Yorkshire and The Humber,Leeds,,Undefined,Percentage (%),Units,E08000035,4.87732049598326
2018,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),Yorkshire and The Humber,Kirklees,,Undefined,Percentage (%),Units,E08000034,4.41455853514193
2018,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),Yorkshire and The Humber,Calderdale,,Undefined,Percentage (%),Units,E08000033,4.28713455601544
2018,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),Yorkshire and The Humber,Bradford,,Undefined,Percentage (%),Units,E08000032,4.60486233029176
2018,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),West Midlands,Wolverhampton,,Undefined,Percentage (%),Units,E08000031,5.09881987819559
2018,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),West Midlands,Walsall,,Undefined,Percentage (%),Units,E08000030,5.54445000932708
2018,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),West Midlands,Solihull,,Undefined,Percentage (%),Units,E08000029,5.18459787112329
2018,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),West Midlands,Sandwell,,Undefined,Percentage (%),Units,E08000028,5.78144945745193
2018,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),West Midlands,Dudley,,Undefined,Percentage (%),Units,E08000027,5.21030675750521
2018,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),West Midlands,Coventry,,Undefined,Percentage (%),Units,E08000026,5.56683140037025
2018,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),London,Barking and Dagenham,,Undefined,Percentage (%),Units,E09000002,7.04734179434418
2018,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),London,Hillingdon,,Undefined,Percentage (%),Units,E09000017,6.15469331409098
2018,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),North East,South Tyneside,,Undefined,Percentage (%),Units,E08000023,3.83746648830544
2018,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),North East,Newcastle upon Tyne,,Undefined,Percentage (%),Units,E08000021,3.81424366817322
2018,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),South East,Windsor and Maidenhead,,Undefined,Percentage (%),Units,E06000040,5.83196598110525
2018,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),South East,Slough,,Undefined,Percentage (%),Units,E06000039,6.52737904787452
2018,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),South East,Reading,,Undefined,Percentage (%),Units,E06000038,6.31116831780869
2018,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),South East,West Berkshire,,Undefined,Percentage (%),Units,E06000037,5.29447195501999
2018,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),South East,Bracknell Forest,,Undefined,Percentage (%),Units,E06000036,5.72466562827314
2018,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),South East,Medway,,Undefined,Percentage (%),Units,E06000035,6.50020227208422
2018,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),East of England,Thurrock,,Undefined,Percentage (%),Units,E06000034,6.17750960382522
2018,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),East of England,Southend-on-Sea,,Undefined,Percentage (%),Units,E06000033,5.52417175353348
2018,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),East of England,Luton,,Undefined,Percentage (%),Units,E06000032,6.13186600616741
2018,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),East of England,Peterborough,,Undefined,Percentage (%),Units,E06000031,5.48029219495245
2018,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),South West,Swindon,,Undefined,Percentage (%),Units,E06000030,5.5476476756445
2018,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),South West,Poole,,Undefined,Percentage (%),Units,E06000029,5.02113328328904
2018,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),South West,Bournemouth,,Undefined,Percentage (%),Units,E06000028,5.08356196627453
2018,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),South West,Torbay,,Undefined,Percentage (%),Units,E06000027,3.53792554698321
2018,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),South East,Wokingham,,Undefined,Percentage (%),Units,E06000041,5.86144887101055
2018,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),South West,Plymouth,,Undefined,Percentage (%),Units,E06000026,4.02961824626764
2018,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),South West,North Somerset,,Undefined,Percentage (%),Units,E06000024,4.35254254806077
2018,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),South West,Bristol,,Undefined,Percentage (%),Units,E06000023,5.36990584910315
2018,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),West Midlands,Herefordshire,,Undefined,Percentage (%),Units,E06000019,4.16676122023279
2018,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),South West,Bath and North East Somerset,,Undefined,Percentage (%),Units,E06000022,4.71441438764081
2018,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),West Midlands,Stoke-on-Trent,,Undefined,Percentage (%),Units,E06000021,4.43183405698769
2018,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),West Midlands,Telford and Wrekin,,Undefined,Percentage (%),Units,E06000020,4.14645528823986
2018,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),England,,,Undefined,Percentage (%),Units,,5.15420665675588
2018,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),North East,,,Undefined,Percentage (%),Units,E12000001,3.77408925978235
2018,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),North West,,,Undefined,Percentage (%),Units,E12000002,4.33152900120979
2018,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),Yorkshire and The Humber,,,Undefined,Percentage (%),Units,E12000003,4.47935069103176
2018,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),East Midlands,,,Undefined,Percentage (%),Units,E12000004,4.92248273313204
2018,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),West Midlands,,,Undefined,Percentage (%),Units,E12000005,4.95875768473683
2018,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),East of England,,,Undefined,Percentage (%),Units,E12000006,5.51727373251593
2018,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),London,,,Undefined,Percentage (%),Units,E12000007,6.6271500867474
2018,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),South West,South Gloucestershire,,Undefined,Percentage (%),Units,E06000025,5.23603628197415
2018,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),South East,Milton Keynes,,Undefined,Percentage (%),Units,E06000042,5.86753741326078
2018,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),South East,Brighton and Hove,,Undefined,Percentage (%),Units,E06000043,5.81935036559566
2018,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),South East,Portsmouth,,Undefined,Percentage (%),Units,E06000044,6.71642247308467
2018,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),Yorkshire and The Humber,Sheffield,,Undefined,Percentage (%),Units,E08000019,4.04871892248594
2018,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),Yorkshire and The Humber,Rotherham,,Undefined,Percentage (%),Units,E08000018,4.36283582922142
2018,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),Yorkshire and The Humber,Doncaster,,Undefined,Percentage (%),Units,E08000017,4.64425889935692
2018,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),Yorkshire and The Humber,Barnsley,,Undefined,Percentage (%),Units,E08000016,4.07742988081546
2018,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),North West,Wirral,,Undefined,Percentage (%),Units,E08000015,4.36186060645108
2018,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),North West,Sefton,,Undefined,Percentage (%),Units,E08000014,4.28538891275385
2018,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),North West,St. Helens,,Undefined,Percentage (%),Units,E08000013,4.57805513741323
2018,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),North West,Liverpool,,Undefined,Percentage (%),Units,E08000012,5.10024102310804
2018,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),North West,Knowsley,,Undefined,Percentage (%),Units,E08000011,4.8887377617652
2018,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),North West,Wigan,,Undefined,Percentage (%),Units,E08000010,4.35141674030729
2018,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),North West,Trafford,,Undefined,Percentage (%),Units,E08000009,4.51398647168098
2018,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),North West,Tameside,,Undefined,Percentage (%),Units,E08000008,4.59597932105445
2018,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),North West,Stockport,,Undefined,Percentage (%),Units,E08000007,4.41605676175354
2018,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),North West,Salford,,Undefined,Percentage (%),Units,E08000006,4.77763836564188
2018,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),East Midlands,Nottingham,,Undefined,Percentage (%),Units,E06000018,5.18453157362065
2018,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),North West,Oldham,,Undefined,Percentage (%),Units,E08000004,4.54015530960311
2018,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),North West,Manchester,,Undefined,Percentage (%),Units,E08000003,4.76215678376807
2018,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),South East,Southampton,,Undefined,Percentage (%),Units,E06000045,6.0720752522435
