Year,Units,Area of spending category,Area of spending sub-category,Observation status,Unit multiplier,Unit measure,Value
2007,Percentage (%) of gross domestic product (GDP),Social protection,Social exclusion - not elsewhere classified,Undefined,Units,Percentage (%),0.894384761
2008,Percentage (%) of gross domestic product (GDP),Social protection,Social exclusion - not elsewhere classified,Undefined,Units,Percentage (%),1.147485502
2009,Percentage (%) of gross domestic product (GDP),Social protection,Social exclusion - not elsewhere classified,Undefined,Units,Percentage (%),1.408443981
2010,Percentage (%) of gross domestic product (GDP),Social protection,Social exclusion - not elsewhere classified,Undefined,Units,Percentage (%),1.5260237840000002
2011,Percentage (%) of gross domestic product (GDP),Social protection,Social exclusion - not elsewhere classified,Undefined,Units,Percentage (%),1.59028778199999
2012,Percentage (%) of gross domestic product (GDP),Social protection,Social exclusion - not elsewhere classified,Undefined,Units,Percentage (%),1.651587475
2013,Percentage (%) of gross domestic product (GDP),Social protection,Social exclusion - not elsewhere classified,Undefined,Units,Percentage (%),1.652156917
2014,Percentage (%) of gross domestic product (GDP),Social protection,Social exclusion - not elsewhere classified,Undefined,Units,Percentage (%),1.592787427
2015,Percentage (%) of gross domestic product (GDP),Social protection,Social exclusion - not elsewhere classified,Undefined,Units,Percentage (%),1.613353262
2000,Percentage (%) of gross domestic product (GDP),Social protection,Research and development - social protection,Undefined,Units,Percentage (%),0.000615251
2001,Percentage (%) of gross domestic product (GDP),Social protection,Research and development - social protection,Undefined,Units,Percentage (%),0.002133285
2002,Percentage (%) of gross domestic product (GDP),Social protection,Research and development - social protection,Undefined,Units,Percentage (%),0.001106121
2003,Percentage (%) of gross domestic product (GDP),Social protection,Research and development - social protection,Undefined,Units,Percentage (%),0.000377829
2004,Percentage (%) of gross domestic product (GDP),Social protection,Research and development - social protection,Undefined,Units,Percentage (%),0.00036910199999999903
2005,Percentage (%) of gross domestic product (GDP),Social protection,Research and development - social protection,Undefined,Units,Percentage (%),0.000596696
2006,Percentage (%) of gross domestic product (GDP),Social protection,Research and development - social protection,Undefined,Units,Percentage (%),0.000174718
2007,Percentage (%) of gross domestic product (GDP),Social protection,Research and development - social protection,Undefined,Units,Percentage (%),0.000227593
2008,Percentage (%) of gross domestic product (GDP),Social protection,Research and development - social protection,Undefined,Units,Percentage (%),0.00074319
2009,Percentage (%) of gross domestic product (GDP),Social protection,Research and development - social protection,Undefined,Units,Percentage (%),0.000119333999999999
2010,Percentage (%) of gross domestic product (GDP),Social protection,Research and development - social protection,Undefined,Units,Percentage (%),0.000117346
2011,Percentage (%) of gross domestic product (GDP),Social protection,Research and development - social protection,Undefined,Units,Percentage (%),0.00046266300000000004
2012,Percentage (%) of gross domestic product (GDP),Social protection,Research and development - social protection,Undefined,Units,Percentage (%),0.000284943
2013,Percentage (%) of gross domestic product (GDP),Social protection,Research and development - social protection,Undefined,Units,Percentage (%),0.000111685
2014,Percentage (%) of gross domestic product (GDP),Social protection,Research and development - social protection,Undefined,Units,Percentage (%),0.0
2015,Percentage (%) of gross domestic product (GDP),Social protection,Research and development - social protection,Undefined,Units,Percentage (%),0.0
2000,Percentage (%) of gross domestic product (GDP),Social protection,Social protection - not elsewhere classified,Undefined,Units,Percentage (%),0.229625285
2001,Percentage (%) of gross domestic product (GDP),Social protection,Social protection - not elsewhere classified,Undefined,Units,Percentage (%),0.303659784
2002,Percentage (%) of gross domestic product (GDP),Social protection,Social protection - not elsewhere classified,Undefined,Units,Percentage (%),0.31680594
2003,Percentage (%) of gross domestic product (GDP),Social protection,Social protection - not elsewhere classified,Undefined,Units,Percentage (%),0.349806898
2004,Percentage (%) of gross domestic product (GDP),Social protection,Social protection - not elsewhere classified,Undefined,Units,Percentage (%),0.330161722
2005,Percentage (%) of gross domestic product (GDP),Social protection,Social protection - not elsewhere classified,Undefined,Units,Percentage (%),0.3051502
2006,Percentage (%) of gross domestic product (GDP),Social protection,Social protection - not elsewhere classified,Undefined,Units,Percentage (%),0.248798087
2007,Percentage (%) of gross domestic product (GDP),Social protection,Social protection - not elsewhere classified,Undefined,Units,Percentage (%),0.204264985
2008,Percentage (%) of gross domestic product (GDP),Social protection,Social protection - not elsewhere classified,Undefined,Units,Percentage (%),0.19557333100000002
2009,Percentage (%) of gross domestic product (GDP),Social protection,Social protection - not elsewhere classified,Undefined,Units,Percentage (%),0.214324541
2010,Percentage (%) of gross domestic product (GDP),Social protection,Social protection - not elsewhere classified,Undefined,Units,Percentage (%),0.240676287
2011,Percentage (%) of gross domestic product (GDP),Social protection,Social protection - not elsewhere classified,Undefined,Units,Percentage (%),0.29107274699999897
2012,Percentage (%) of gross domestic product (GDP),Social protection,Social protection - not elsewhere classified,Undefined,Units,Percentage (%),0.328482461
2013,Percentage (%) of gross domestic product (GDP),Social protection,Social protection - not elsewhere classified,Undefined,Units,Percentage (%),0.268323328
2014,Percentage (%) of gross domestic product (GDP),Social protection,Social protection - not elsewhere classified,Undefined,Units,Percentage (%),0.272725696
2015,Percentage (%) of gross domestic product (GDP),Social protection,Social protection - not elsewhere classified,Undefined,Units,Percentage (%),0.31926096600000003
