Year,Fatality,Employment status,Industry,Sex,Age,Unit measure,Unit multiplier,Observation status,Value
2016,Non-fatal,,"Information and communication; financial and insurance activities; real estate activities; professional, scientific and technical activities; administrative and support service activities",,45 to 54,"Rate per 100,000 workers",Units,Undefined,70.0
2016,Non-fatal,,"Information and communication; financial and insurance activities; real estate activities; professional, scientific and technical activities; administrative and support service activities",,55 to 59,"Rate per 100,000 workers",Units,Undefined,99.0
2016,Non-fatal,,"Information and communication; financial and insurance activities; real estate activities; professional, scientific and technical activities; administrative and support service activities",,60 to 64,"Rate per 100,000 workers",Units,Undefined,101.0
2016,Non-fatal,,"Information and communication; financial and insurance activities; real estate activities; professional, scientific and technical activities; administrative and support service activities",,65 and over,"Rate per 100,000 workers",Units,Undefined,97.0
2016,Non-fatal,,"Information and communication; financial and insurance activities; real estate activities; professional, scientific and technical activities; administrative and support service activities",Male,,"Rate per 100,000 workers",Units,Undefined,84.0
2016,Non-fatal,,"Information and communication; financial and insurance activities; real estate activities; professional, scientific and technical activities; administrative and support service activities",Male,16 to 19,"Rate per 100,000 workers",Units,Undefined,104.0
2016,Non-fatal,,"Information and communication; financial and insurance activities; real estate activities; professional, scientific and technical activities; administrative and support service activities",Male,20 to 24,"Rate per 100,000 workers",Units,Undefined,57.0
2016,Non-fatal,,"Information and communication; financial and insurance activities; real estate activities; professional, scientific and technical activities; administrative and support service activities",Male,25 to 34,"Rate per 100,000 workers",Units,Undefined,43.0
2016,Non-fatal,,"Information and communication; financial and insurance activities; real estate activities; professional, scientific and technical activities; administrative and support service activities",Male,35 to 44,"Rate per 100,000 workers",Units,Undefined,51.0
2016,Non-fatal,,"Information and communication; financial and insurance activities; real estate activities; professional, scientific and technical activities; administrative and support service activities",Male,45 to 54,"Rate per 100,000 workers",Units,Undefined,78.0
2016,Non-fatal,,"Information and communication; financial and insurance activities; real estate activities; professional, scientific and technical activities; administrative and support service activities",Male,55 to 59,"Rate per 100,000 workers",Units,Undefined,107.0
2016,Non-fatal,,"Information and communication; financial and insurance activities; real estate activities; professional, scientific and technical activities; administrative and support service activities",Male,60 to 64,"Rate per 100,000 workers",Units,Undefined,93.0
2016,Non-fatal,,"Information and communication; financial and insurance activities; real estate activities; professional, scientific and technical activities; administrative and support service activities",Male,65 and over,"Rate per 100,000 workers",Units,Undefined,109.0
2016,Non-fatal,,"Information and communication; financial and insurance activities; real estate activities; professional, scientific and technical activities; administrative and support service activities",Female,,"Rate per 100,000 workers",Units,Undefined,68.0
2016,Non-fatal,,"Information and communication; financial and insurance activities; real estate activities; professional, scientific and technical activities; administrative and support service activities",Female,16 to 19,"Rate per 100,000 workers",Units,Undefined,38.0
2016,Non-fatal,,"Information and communication; financial and insurance activities; real estate activities; professional, scientific and technical activities; administrative and support service activities",Female,20 to 24,"Rate per 100,000 workers",Units,Undefined,42.0
2016,Non-fatal,,"Information and communication; financial and insurance activities; real estate activities; professional, scientific and technical activities; administrative and support service activities",Female,25 to 34,"Rate per 100,000 workers",Units,Undefined,28.0
2016,Non-fatal,,"Information and communication; financial and insurance activities; real estate activities; professional, scientific and technical activities; administrative and support service activities",Female,35 to 44,"Rate per 100,000 workers",Units,Undefined,34.0
2016,Non-fatal,,"Information and communication; financial and insurance activities; real estate activities; professional, scientific and technical activities; administrative and support service activities",Female,45 to 54,"Rate per 100,000 workers",Units,Undefined,58.0
2016,Non-fatal,,"Information and communication; financial and insurance activities; real estate activities; professional, scientific and technical activities; administrative and support service activities",Female,55 to 59,"Rate per 100,000 workers",Units,Undefined,88.0
2016,Non-fatal,,"Information and communication; financial and insurance activities; real estate activities; professional, scientific and technical activities; administrative and support service activities",Female,60 to 64,"Rate per 100,000 workers",Units,Undefined,113.0
2016,Non-fatal,,"Information and communication; financial and insurance activities; real estate activities; professional, scientific and technical activities; administrative and support service activities",Female,65 and over,"Rate per 100,000 workers",Units,Undefined,80.0
2016,Non-fatal,,Public administration and defence; compulsory social security; education; human health and social work activities,,,"Rate per 100,000 workers",Units,Undefined,237.0
2016,Non-fatal,,Public administration and defence; compulsory social security; education; human health and social work activities,,16 to 19,"Rate per 100,000 workers",Units,Undefined,134.0
2016,Non-fatal,,Public administration and defence; compulsory social security; education; human health and social work activities,,20 to 24,"Rate per 100,000 workers",Units,Undefined,160.0
2016,Non-fatal,,Public administration and defence; compulsory social security; education; human health and social work activities,,25 to 34,"Rate per 100,000 workers",Units,Undefined,143.0
2016,Non-fatal,,Public administration and defence; compulsory social security; education; human health and social work activities,,35 to 44,"Rate per 100,000 workers",Units,Undefined,159.0
2016,Non-fatal,,Public administration and defence; compulsory social security; education; human health and social work activities,,45 to 54,"Rate per 100,000 workers",Units,Undefined,187.0
2016,Non-fatal,,Public administration and defence; compulsory social security; education; human health and social work activities,,55 to 59,"Rate per 100,000 workers",Units,Undefined,209.0
2016,Non-fatal,,Public administration and defence; compulsory social security; education; human health and social work activities,,60 to 64,"Rate per 100,000 workers",Units,Undefined,227.0
2016,Non-fatal,,Public administration and defence; compulsory social security; education; human health and social work activities,,65 and over,"Rate per 100,000 workers",Units,Undefined,199.0
2016,Non-fatal,,Public administration and defence; compulsory social security; education; human health and social work activities,Male,,"Rate per 100,000 workers",Units,Undefined,282.0
2016,Non-fatal,,Public administration and defence; compulsory social security; education; human health and social work activities,Male,16 to 19,"Rate per 100,000 workers",Units,Undefined,136.0
2016,Non-fatal,,Public administration and defence; compulsory social security; education; human health and social work activities,Male,20 to 24,"Rate per 100,000 workers",Units,Undefined,154.0
2016,Non-fatal,,Public administration and defence; compulsory social security; education; human health and social work activities,Male,25 to 34,"Rate per 100,000 workers",Units,Undefined,156.0
2016,Non-fatal,,Public administration and defence; compulsory social security; education; human health and social work activities,Male,35 to 44,"Rate per 100,000 workers",Units,Undefined,214.0
2016,Non-fatal,,Public administration and defence; compulsory social security; education; human health and social work activities,Male,45 to 54,"Rate per 100,000 workers",Units,Undefined,227.0
2016,Non-fatal,,Public administration and defence; compulsory social security; education; human health and social work activities,Male,55 to 59,"Rate per 100,000 workers",Units,Undefined,208.0
2016,Non-fatal,,Public administration and defence; compulsory social security; education; human health and social work activities,Male,60 to 64,"Rate per 100,000 workers",Units,Undefined,220.0
2016,Non-fatal,,Public administration and defence; compulsory social security; education; human health and social work activities,Male,65 and over,"Rate per 100,000 workers",Units,Undefined,165.0
2016,Non-fatal,,Public administration and defence; compulsory social security; education; human health and social work activities,Female,,"Rate per 100,000 workers",Units,Undefined,218.0
2016,Non-fatal,,Public administration and defence; compulsory social security; education; human health and social work activities,Female,16 to 19,"Rate per 100,000 workers",Units,Undefined,133.0
2016,Non-fatal,,Public administration and defence; compulsory social security; education; human health and social work activities,Female,20 to 24,"Rate per 100,000 workers",Units,Undefined,162.0
2016,Non-fatal,,Public administration and defence; compulsory social security; education; human health and social work activities,Female,25 to 34,"Rate per 100,000 workers",Units,Undefined,136.0
2016,Non-fatal,,Public administration and defence; compulsory social security; education; human health and social work activities,Female,35 to 44,"Rate per 100,000 workers",Units,Undefined,135.0
2016,Non-fatal,,Public administration and defence; compulsory social security; education; human health and social work activities,Female,45 to 54,"Rate per 100,000 workers",Units,Undefined,171.0
2016,Non-fatal,,Public administration and defence; compulsory social security; education; human health and social work activities,Female,55 to 59,"Rate per 100,000 workers",Units,Undefined,210.0
2016,Non-fatal,,Public administration and defence; compulsory social security; education; human health and social work activities,Female,60 to 64,"Rate per 100,000 workers",Units,Undefined,230.0
2016,Non-fatal,,Public administration and defence; compulsory social security; education; human health and social work activities,Female,65 and over,"Rate per 100,000 workers",Units,Undefined,219.0
2016,Non-fatal,,"Arts, entertainment and recreation; other service activities; activities of households as employers; undifferentiated goods-and services-producing activities of households for own use; activities of extraterritorial organisations and bodies",,,"Rate per 100,000 workers",Units,Undefined,138.0
2016,Non-fatal,,"Arts, entertainment and recreation; other service activities; activities of households as employers; undifferentiated goods-and services-producing activities of households for own use; activities of extraterritorial organisations and bodies",,16 to 19,"Rate per 100,000 workers",Units,Undefined,151.0
2016,Non-fatal,,"Arts, entertainment and recreation; other service activities; activities of households as employers; undifferentiated goods-and services-producing activities of households for own use; activities of extraterritorial organisations and bodies",,20 to 24,"Rate per 100,000 workers",Units,Undefined,139.0
2016,Non-fatal,,"Arts, entertainment and recreation; other service activities; activities of households as employers; undifferentiated goods-and services-producing activities of households for own use; activities of extraterritorial organisations and bodies",,25 to 34,"Rate per 100,000 workers",Units,Undefined,90.0
2016,Non-fatal,,"Arts, entertainment and recreation; other service activities; activities of households as employers; undifferentiated goods-and services-producing activities of households for own use; activities of extraterritorial organisations and bodies",,35 to 44,"Rate per 100,000 workers",Units,Undefined,98.0
2016,Non-fatal,,"Arts, entertainment and recreation; other service activities; activities of households as employers; undifferentiated goods-and services-producing activities of households for own use; activities of extraterritorial organisations and bodies",,45 to 54,"Rate per 100,000 workers",Units,Undefined,104.0
2016,Non-fatal,,"Arts, entertainment and recreation; other service activities; activities of households as employers; undifferentiated goods-and services-producing activities of households for own use; activities of extraterritorial organisations and bodies",,55 to 59,"Rate per 100,000 workers",Units,Undefined,123.0
2016,Non-fatal,,"Arts, entertainment and recreation; other service activities; activities of households as employers; undifferentiated goods-and services-producing activities of households for own use; activities of extraterritorial organisations and bodies",,60 to 64,"Rate per 100,000 workers",Units,Undefined,122.0
2016,Non-fatal,,"Arts, entertainment and recreation; other service activities; activities of households as employers; undifferentiated goods-and services-producing activities of households for own use; activities of extraterritorial organisations and bodies",,65 and over,"Rate per 100,000 workers",Units,Undefined,87.0
2016,Non-fatal,,"Arts, entertainment and recreation; other service activities; activities of households as employers; undifferentiated goods-and services-producing activities of households for own use; activities of extraterritorial organisations and bodies",Male,,"Rate per 100,000 workers",Units,Undefined,164.0
2016,Non-fatal,,"Arts, entertainment and recreation; other service activities; activities of households as employers; undifferentiated goods-and services-producing activities of households for own use; activities of extraterritorial organisations and bodies",Male,16 to 19,"Rate per 100,000 workers",Units,Undefined,193.0
2016,Non-fatal,,"Arts, entertainment and recreation; other service activities; activities of households as employers; undifferentiated goods-and services-producing activities of households for own use; activities of extraterritorial organisations and bodies",Male,20 to 24,"Rate per 100,000 workers",Units,Undefined,151.0
2016,Non-fatal,,"Arts, entertainment and recreation; other service activities; activities of households as employers; undifferentiated goods-and services-producing activities of households for own use; activities of extraterritorial organisations and bodies",Male,25 to 34,"Rate per 100,000 workers",Units,Undefined,106.0
2016,Non-fatal,,"Arts, entertainment and recreation; other service activities; activities of households as employers; undifferentiated goods-and services-producing activities of households for own use; activities of extraterritorial organisations and bodies",Male,35 to 44,"Rate per 100,000 workers",Units,Undefined,115.0
2016,Non-fatal,,"Arts, entertainment and recreation; other service activities; activities of households as employers; undifferentiated goods-and services-producing activities of households for own use; activities of extraterritorial organisations and bodies",Male,45 to 54,"Rate per 100,000 workers",Units,Undefined,126.0
2016,Non-fatal,,"Arts, entertainment and recreation; other service activities; activities of households as employers; undifferentiated goods-and services-producing activities of households for own use; activities of extraterritorial organisations and bodies",Male,55 to 59,"Rate per 100,000 workers",Units,Undefined,137.0
2016,Non-fatal,,"Arts, entertainment and recreation; other service activities; activities of households as employers; undifferentiated goods-and services-producing activities of households for own use; activities of extraterritorial organisations and bodies",Male,60 to 64,"Rate per 100,000 workers",Units,Undefined,127.0
2016,Non-fatal,,"Arts, entertainment and recreation; other service activities; activities of households as employers; undifferentiated goods-and services-producing activities of households for own use; activities of extraterritorial organisations and bodies",Male,65 and over,"Rate per 100,000 workers",Units,Undefined,107.0
2016,Non-fatal,,"Arts, entertainment and recreation; other service activities; activities of households as employers; undifferentiated goods-and services-producing activities of households for own use; activities of extraterritorial organisations and bodies",Female,,"Rate per 100,000 workers",Units,Undefined,114.0
2016,Non-fatal,,"Arts, entertainment and recreation; other service activities; activities of households as employers; undifferentiated goods-and services-producing activities of households for own use; activities of extraterritorial organisations and bodies",Female,16 to 19,"Rate per 100,000 workers",Units,Undefined,122.0
2016,Non-fatal,,"Arts, entertainment and recreation; other service activities; activities of households as employers; undifferentiated goods-and services-producing activities of households for own use; activities of extraterritorial organisations and bodies",Female,20 to 24,"Rate per 100,000 workers",Units,Undefined,129.0
2016,Non-fatal,,"Arts, entertainment and recreation; other service activities; activities of households as employers; undifferentiated goods-and services-producing activities of households for own use; activities of extraterritorial organisations and bodies",Female,25 to 34,"Rate per 100,000 workers",Units,Undefined,76.0
2016,Non-fatal,,"Arts, entertainment and recreation; other service activities; activities of households as employers; undifferentiated goods-and services-producing activities of households for own use; activities of extraterritorial organisations and bodies",Female,35 to 44,"Rate per 100,000 workers",Units,Undefined,82.0
2016,Non-fatal,,"Arts, entertainment and recreation; other service activities; activities of households as employers; undifferentiated goods-and services-producing activities of households for own use; activities of extraterritorial organisations and bodies",Female,45 to 54,"Rate per 100,000 workers",Units,Undefined,87.0
2016,Non-fatal,,"Arts, entertainment and recreation; other service activities; activities of households as employers; undifferentiated goods-and services-producing activities of households for own use; activities of extraterritorial organisations and bodies",Female,55 to 59,"Rate per 100,000 workers",Units,Undefined,109.0
2016,Non-fatal,,"Arts, entertainment and recreation; other service activities; activities of households as employers; undifferentiated goods-and services-producing activities of households for own use; activities of extraterritorial organisations and bodies",Female,60 to 64,"Rate per 100,000 workers",Units,Undefined,118.0
2016,Non-fatal,,"Arts, entertainment and recreation; other service activities; activities of households as employers; undifferentiated goods-and services-producing activities of households for own use; activities of extraterritorial organisations and bodies",Female,65 and over,"Rate per 100,000 workers",Units,Undefined,65.0
2016,Non-fatal,Employees,,,,"Rate per 100,000 workers",Units,Undefined,263.0
2016,Non-fatal,Employees,"Agriculture, forestry and fishing",,,"Rate per 100,000 workers",Units,Undefined,471.0
2016,Non-fatal,Employees,Mining and quarrying,,,"Rate per 100,000 workers",Units,Undefined,249.0
2016,Non-fatal,Employees,Manufacturing,,,"Rate per 100,000 workers",Units,Undefined,468.0
2016,Non-fatal,Employees,Construction,,,"Rate per 100,000 workers",Units,Undefined,397.0
2015,Non-fatal,,,,,"Rate per 100,000 workers",Units,Undefined,277.0
2015,Non-fatal,,,,16 to 19,"Rate per 100,000 workers",Units,Undefined,150.0
2015,Non-fatal,,,,20 to 24,"Rate per 100,000 workers",Units,Undefined,195.0
2015,Non-fatal,,,,25 to 34,"Rate per 100,000 workers",Units,Undefined,188.0
2015,Non-fatal,,,,35 to 44,"Rate per 100,000 workers",Units,Undefined,196.0
2015,Non-fatal,,,,45 to 54,"Rate per 100,000 workers",Units,Undefined,236.0
2015,Non-fatal,,,,55 to 59,"Rate per 100,000 workers",Units,Undefined,274.0
2015,Non-fatal,,,,60 to 64,"Rate per 100,000 workers",Units,Undefined,292.0
2015,Non-fatal,,,,65 and over,"Rate per 100,000 workers",Units,Undefined,211.0
2015,Non-fatal,,,Male,,"Rate per 100,000 workers",Units,Undefined,356.0
2015,Non-fatal,,,Male,16 to 19,"Rate per 100,000 workers",Units,Undefined,193.0
2015,Non-fatal,,,Male,20 to 24,"Rate per 100,000 workers",Units,Undefined,248.0
2015,Non-fatal,,,Male,25 to 34,"Rate per 100,000 workers",Units,Undefined,252.0
2015,Non-fatal,,,Male,35 to 44,"Rate per 100,000 workers",Units,Undefined,264.0
2015,Non-fatal,,,Male,45 to 54,"Rate per 100,000 workers",Units,Undefined,309.0
2015,Non-fatal,,,Male,55 to 59,"Rate per 100,000 workers",Units,Undefined,345.0
2015,Non-fatal,,,Male,60 to 64,"Rate per 100,000 workers",Units,Undefined,361.0
2015,Non-fatal,,,Male,65 and over,"Rate per 100,000 workers",Units,Undefined,240.0
2015,Non-fatal,,,Female,,"Rate per 100,000 workers",Units,Undefined,196.0
2015,Non-fatal,,,Female,16 to 19,"Rate per 100,000 workers",Units,Undefined,109.0
2015,Non-fatal,,,Female,20 to 24,"Rate per 100,000 workers",Units,Undefined,141.0
2015,Non-fatal,,,Female,25 to 34,"Rate per 100,000 workers",Units,Undefined,118.0
2015,Non-fatal,,,Female,35 to 44,"Rate per 100,000 workers",Units,Undefined,125.0
2015,Non-fatal,,,Female,45 to 54,"Rate per 100,000 workers",Units,Undefined,168.0
2015,Non-fatal,,,Female,55 to 59,"Rate per 100,000 workers",Units,Undefined,206.0
2015,Non-fatal,,,Female,60 to 64,"Rate per 100,000 workers",Units,Undefined,214.0
2015,Non-fatal,,,Female,65 and over,"Rate per 100,000 workers",Units,Undefined,177.0
2015,Non-fatal,,"Agriculture, forestry and fishing",,,"Rate per 100,000 workers",Units,Undefined,528.0
2015,Non-fatal,,"Agriculture, forestry and fishing",,16 to 19,"Rate per 100,000 workers",Units,Undefined,488.0
2015,Non-fatal,,"Agriculture, forestry and fishing",,20 to 24,"Rate per 100,000 workers",Units,Undefined,623.0
2015,Non-fatal,,"Agriculture, forestry and fishing",,25 to 34,"Rate per 100,000 workers",Units,Undefined,471.0
2015,Non-fatal,,"Agriculture, forestry and fishing",,35 to 44,"Rate per 100,000 workers",Units,Undefined,413.0
2015,Non-fatal,,"Agriculture, forestry and fishing",,45 to 54,"Rate per 100,000 workers",Units,Undefined,476.0
2015,Non-fatal,,"Agriculture, forestry and fishing",,55 to 59,"Rate per 100,000 workers",Units,Undefined,424.0
2015,Non-fatal,,"Agriculture, forestry and fishing",,60 to 64,"Rate per 100,000 workers",Units,Undefined,448.0
2015,Non-fatal,,"Agriculture, forestry and fishing",,65 and over,"Rate per 100,000 workers",Units,Undefined,197.0
2015,Non-fatal,,"Agriculture, forestry and fishing",Male,,"Rate per 100,000 workers",Units,Undefined,639.0
2015,Non-fatal,,"Agriculture, forestry and fishing",Male,20 to 24,"Rate per 100,000 workers",Units,Undefined,647.0
2015,Non-fatal,,"Agriculture, forestry and fishing",Male,25 to 34,"Rate per 100,000 workers",Units,Undefined,522.0
2015,Non-fatal,,"Agriculture, forestry and fishing",Male,35 to 44,"Rate per 100,000 workers",Units,Undefined,516.0
2015,Non-fatal,,"Agriculture, forestry and fishing",Male,45 to 54,"Rate per 100,000 workers",Units,Undefined,616.0
2015,Non-fatal,,"Agriculture, forestry and fishing",Male,55 to 59,"Rate per 100,000 workers",Units,Undefined,594.0
2015,Non-fatal,,"Agriculture, forestry and fishing",Male,65 and over,"Rate per 100,000 workers",Units,Undefined,261.0
2015,Non-fatal,,"Agriculture, forestry and fishing",Female,,"Rate per 100,000 workers",Units,Undefined,292.0
2015,Non-fatal,,"Agriculture, forestry and fishing",Female,25 to 34,"Rate per 100,000 workers",Units,Undefined,331.0
2015,Non-fatal,,"Agriculture, forestry and fishing",Female,45 to 54,"Rate per 100,000 workers",Units,Undefined,222.0
2015,Non-fatal,,Mining and quarrying,,,"Rate per 100,000 workers",Units,Undefined,224.0
2015,Non-fatal,,Mining and quarrying,,25 to 34,"Rate per 100,000 workers",Units,Undefined,147.0
2015,Non-fatal,,Mining and quarrying,,35 to 44,"Rate per 100,000 workers",Units,Undefined,130.0
2015,Non-fatal,,Mining and quarrying,,45 to 54,"Rate per 100,000 workers",Units,Undefined,240.0
2015,Non-fatal,,Mining and quarrying,,55 to 59,"Rate per 100,000 workers",Units,Undefined,364.0
2015,Non-fatal,,Mining and quarrying,Male,,"Rate per 100,000 workers",Units,Undefined,255.0
2015,Non-fatal,,Mining and quarrying,Male,25 to 34,"Rate per 100,000 workers",Units,Undefined,174.0
2015,Non-fatal,,Mining and quarrying,Male,35 to 44,"Rate per 100,000 workers",Units,Undefined,149.0
2015,Non-fatal,,Mining and quarrying,Male,45 to 54,"Rate per 100,000 workers",Units,Undefined,267.0
2015,Non-fatal,,Mining and quarrying,Male,55 to 59,"Rate per 100,000 workers",Units,Undefined,396.0
2015,Non-fatal,,Mining and quarrying,Female,,"Rate per 100,000 workers",Units,Undefined,79.0
2015,Non-fatal,,Manufacturing,,,"Rate per 100,000 workers",Units,Undefined,466.0
2015,Non-fatal,,Manufacturing,,16 to 19,"Rate per 100,000 workers",Units,Undefined,436.0
2015,Non-fatal,,Manufacturing,,20 to 24,"Rate per 100,000 workers",Units,Undefined,448.0
2015,Non-fatal,,Manufacturing,,25 to 34,"Rate per 100,000 workers",Units,Undefined,407.0
2015,Non-fatal,,Manufacturing,,35 to 44,"Rate per 100,000 workers",Units,Undefined,341.0
2015,Non-fatal,,Manufacturing,,45 to 54,"Rate per 100,000 workers",Units,Undefined,346.0
2015,Non-fatal,,Manufacturing,,55 to 59,"Rate per 100,000 workers",Units,Undefined,454.0
2015,Non-fatal,,Manufacturing,,60 to 64,"Rate per 100,000 workers",Units,Undefined,492.0
2015,Non-fatal,,Manufacturing,,65 and over,"Rate per 100,000 workers",Units,Undefined,318.0
2015,Non-fatal,,Manufacturing,Male,,"Rate per 100,000 workers",Units,Undefined,533.0
2015,Non-fatal,,Manufacturing,Male,16 to 19,"Rate per 100,000 workers",Units,Undefined,492.0
2015,Non-fatal,,Manufacturing,Male,20 to 24,"Rate per 100,000 workers",Units,Undefined,534.0
2015,Non-fatal,,Manufacturing,Male,25 to 34,"Rate per 100,000 workers",Units,Undefined,473.0
2015,Non-fatal,,Manufacturing,Male,35 to 44,"Rate per 100,000 workers",Units,Undefined,402.0
2015,Non-fatal,,Manufacturing,Male,45 to 54,"Rate per 100,000 workers",Units,Undefined,382.0
2015,Non-fatal,,Manufacturing,Male,55 to 59,"Rate per 100,000 workers",Units,Undefined,488.0
2015,Non-fatal,,Manufacturing,Male,60 to 64,"Rate per 100,000 workers",Units,Undefined,532.0
2015,Non-fatal,,Manufacturing,Male,65 and over,"Rate per 100,000 workers",Units,Undefined,370.0
2015,Non-fatal,,Manufacturing,Female,,"Rate per 100,000 workers",Units,Undefined,265.0
2015,Non-fatal,,Manufacturing,Female,16 to 19,"Rate per 100,000 workers",Units,Undefined,193.0
2015,Non-fatal,,Manufacturing,Female,20 to 24,"Rate per 100,000 workers",Units,Undefined,193.0
2015,Non-fatal,,Manufacturing,Female,25 to 34,"Rate per 100,000 workers",Units,Undefined,206.0
2015,Non-fatal,,Manufacturing,Female,35 to 44,"Rate per 100,000 workers",Units,Undefined,170.0
2015,Non-fatal,,Manufacturing,Female,45 to 54,"Rate per 100,000 workers",Units,Undefined,240.0
2015,Non-fatal,,Manufacturing,Female,55 to 59,"Rate per 100,000 workers",Units,Undefined,342.0
2015,Non-fatal,,Manufacturing,Female,60 to 64,"Rate per 100,000 workers",Units,Undefined,331.0
2015,Non-fatal,,Manufacturing,Female,65 and over,"Rate per 100,000 workers",Units,Undefined,178.0
2015,Non-fatal,,"Electricity, gas, steam and air conditioning supply",,,"Rate per 100,000 workers",Units,Undefined,187.0
2015,Non-fatal,,"Electricity, gas, steam and air conditioning supply",,20 to 24,"Rate per 100,000 workers",Units,Undefined,59.0
2015,Non-fatal,,"Electricity, gas, steam and air conditioning supply",,25 to 34,"Rate per 100,000 workers",Units,Undefined,140.0
2015,Non-fatal,,"Electricity, gas, steam and air conditioning supply",,35 to 44,"Rate per 100,000 workers",Units,Undefined,153.0
2015,Non-fatal,,"Electricity, gas, steam and air conditioning supply",,45 to 54,"Rate per 100,000 workers",Units,Undefined,183.0
2015,Non-fatal,,"Electricity, gas, steam and air conditioning supply",,55 to 59,"Rate per 100,000 workers",Units,Undefined,231.0
2015,Non-fatal,,"Electricity, gas, steam and air conditioning supply",Male,,"Rate per 100,000 workers",Units,Undefined,239.0
2015,Non-fatal,,"Electricity, gas, steam and air conditioning supply",Male,20 to 24,"Rate per 100,000 workers",Units,Undefined,81.0
2015,Non-fatal,,"Electricity, gas, steam and air conditioning supply",Male,25 to 34,"Rate per 100,000 workers",Units,Undefined,187.0
2015,Non-fatal,,"Electricity, gas, steam and air conditioning supply",Male,35 to 44,"Rate per 100,000 workers",Units,Undefined,199.0
2015,Non-fatal,,"Electricity, gas, steam and air conditioning supply",Male,45 to 54,"Rate per 100,000 workers",Units,Undefined,241.0
2015,Non-fatal,,"Electricity, gas, steam and air conditioning supply",Male,55 to 59,"Rate per 100,000 workers",Units,Undefined,228.0
2015,Non-fatal,,"Electricity, gas, steam and air conditioning supply",Female,,"Rate per 100,000 workers",Units,Undefined,46.0
2015,Non-fatal,,"Electricity, gas, steam and air conditioning supply",Female,25 to 34,"Rate per 100,000 workers",Units,Undefined,42.0
2015,Non-fatal,,"Electricity, gas, steam and air conditioning supply",Female,35 to 44,"Rate per 100,000 workers",Units,Undefined,28.0
2015,Non-fatal,,"Electricity, gas, steam and air conditioning supply",Female,45 to 54,"Rate per 100,000 workers",Units,Undefined,42.0
2015,Non-fatal,,"Water supply; sewerage, waste management and remediation activities",,,"Rate per 100,000 workers",Units,Undefined,1079.0
2015,Non-fatal,,"Water supply; sewerage, waste management and remediation activities",,20 to 24,"Rate per 100,000 workers",Units,Undefined,560.0
2015,Non-fatal,,"Water supply; sewerage, waste management and remediation activities",,25 to 34,"Rate per 100,000 workers",Units,Undefined,787.0
2015,Non-fatal,,"Water supply; sewerage, waste management and remediation activities",,35 to 44,"Rate per 100,000 workers",Units,Undefined,849.0
2015,Non-fatal,,"Water supply; sewerage, waste management and remediation activities",,45 to 54,"Rate per 100,000 workers",Units,Undefined,867.0
2015,Non-fatal,,"Water supply; sewerage, waste management and remediation activities",,55 to 59,"Rate per 100,000 workers",Units,Undefined,1031.0
2015,Non-fatal,,"Water supply; sewerage, waste management and remediation activities",Male,,"Rate per 100,000 workers",Units,Undefined,1327.0
2015,Non-fatal,,"Water supply; sewerage, waste management and remediation activities",Male,20 to 24,"Rate per 100,000 workers",Units,Undefined,669.0
2015,Non-fatal,,"Water supply; sewerage, waste management and remediation activities",Male,25 to 34,"Rate per 100,000 workers",Units,Undefined,1129.0
2015,Non-fatal,,"Water supply; sewerage, waste management and remediation activities",Male,35 to 44,"Rate per 100,000 workers",Units,Undefined,1087.0
2015,Non-fatal,,"Water supply; sewerage, waste management and remediation activities",Male,45 to 54,"Rate per 100,000 workers",Units,Undefined,1035.0
2015,Non-fatal,,"Water supply; sewerage, waste management and remediation activities",Male,55 to 59,"Rate per 100,000 workers",Units,Undefined,1162.0
2015,Non-fatal,,"Water supply; sewerage, waste management and remediation activities",Female,,"Rate per 100,000 workers",Units,Undefined,151.0
2015,Non-fatal,,"Water supply; sewerage, waste management and remediation activities",Female,25 to 34,"Rate per 100,000 workers",Units,Undefined,89.0
2015,Non-fatal,,"Water supply; sewerage, waste management and remediation activities",Female,35 to 44,"Rate per 100,000 workers",Units,Undefined,108.0
2015,Non-fatal,,"Water supply; sewerage, waste management and remediation activities",Female,45 to 54,"Rate per 100,000 workers",Units,Undefined,146.0
2015,Non-fatal,,Construction,,,"Rate per 100,000 workers",Units,Undefined,403.0
2015,Non-fatal,,Construction,,16 to 19,"Rate per 100,000 workers",Units,Undefined,401.0
2015,Non-fatal,,Construction,,20 to 24,"Rate per 100,000 workers",Units,Undefined,329.0
2015,Non-fatal,,Construction,,25 to 34,"Rate per 100,000 workers",Units,Undefined,310.0
2015,Non-fatal,,Construction,,35 to 44,"Rate per 100,000 workers",Units,Undefined,319.0
2015,Non-fatal,,Construction,,45 to 54,"Rate per 100,000 workers",Units,Undefined,337.0
2015,Non-fatal,,Construction,,55 to 59,"Rate per 100,000 workers",Units,Undefined,379.0
2015,Non-fatal,,Construction,,60 to 64,"Rate per 100,000 workers",Units,Undefined,411.0
2015,Non-fatal,,Construction,,65 and over,"Rate per 100,000 workers",Units,Undefined,274.0
2015,Non-fatal,,Construction,Male,,"Rate per 100,000 workers",Units,Undefined,481.0
2015,Non-fatal,,Construction,Male,16 to 19,"Rate per 100,000 workers",Units,Undefined,420.0
2015,Non-fatal,,Construction,Male,20 to 24,"Rate per 100,000 workers",Units,Undefined,366.0
2015,Non-fatal,,Construction,Male,25 to 34,"Rate per 100,000 workers",Units,Undefined,362.0
2015,Non-fatal,,Construction,Male,35 to 44,"Rate per 100,000 workers",Units,Undefined,404.0
