Year,Series,Country,Country of birth,Sex,Age,Ethnic Group,Fatality,Malaria species,Region,Region of travel,Observation status,Unit multiplier,Units,GeoCode,Value,Foo
2015,"Rate per 100,000 population",,,,30 to 34,,,,,,Normal value,Units,"Rate per 100,000 population",,3.103943537,Bar
2015,"Rate per 100,000 population",,,,35 to 39,,,,,,Normal value,Units,"Rate per 100,000 population",,3.407749762,Bar
2015,"Rate per 100,000 population",,,,40 to 44,,,,,,Normal value,Units,"Rate per 100,000 population",,3.721480666,Bar
2015,"Rate per 100,000 population",,,,45 to 49,,,,,,Normal value,Units,"Rate per 100,000 population",,3.519951973,Bar
2015,"Rate per 100,000 population",,,,50 to 54,,,,,,Normal value,Units,"Rate per 100,000 population",,3.110394698,Bar
2015,"Rate per 100,000 population",,,,55 to 59,,,,,,Normal value,Units,"Rate per 100,000 population",,2.429972496,Bar
2015,"Rate per 100,000 population",,,,60 to 64,,,,,,Normal value,Units,"Rate per 100,000 population",,1.570657154,Bar
2015,"Rate per 100,000 population",,,,65 to 69,,,,,,Normal value,Units,"Rate per 100,000 population",,1.244954821,Bar
2015,"Rate per 100,000 population",,,,70 and over,,,,,,Normal value,Units,"Rate per 100,000 population",,0.425181872,Bar
2016,"Rate per 100,000 population",,,,,,,,,,Normal value,Units,"Rate per 100,000 population",,2.457041606,Bar
2016,"Rate per 100,000 population",,,,4 and under,,,,,,Normal value,Units,"Rate per 100,000 population",,0.622771413,Bar
2016,"Rate per 100,000 population",,,,5 to 9,,,,,,Normal value,Units,"Rate per 100,000 population",,0.569665651,Bar
2016,"Rate per 100,000 population",,,,10 to 14,,,,,,Normal value,Units,"Rate per 100,000 population",,1.489629695,Bar
2016,"Rate per 100,000 population",,,,15 to 19,,,,,,Normal value,Units,"Rate per 100,000 population",,2.302240821,Bar
2016,"Rate per 100,000 population",,,,20 to 24,,,,,,Normal value,Units,"Rate per 100,000 population",,2.891565585,Bar
2016,"Rate per 100,000 population",,,,25 to 29,,,,,,Normal value,Units,"Rate per 100,000 population",,3.369804072,Bar
2016,"Rate per 100,000 population",,,,30 to 34,,,,,,Normal value,Units,"Rate per 100,000 population",,3.493518729,Bar
2016,"Rate per 100,000 population",,,,35 to 39,,,,,,Normal value,Units,"Rate per 100,000 population",,4.282771034,Bar
2016,"Rate per 100,000 population",,,,40 to 44,,,,,,Normal value,Units,"Rate per 100,000 population",,4.456087771,Bar
2016,"Rate per 100,000 population",,,,45 to 49,,,,,,Normal value,Units,"Rate per 100,000 population",,4.134962581,Bar
2016,"Rate per 100,000 population",,,,50 to 54,,,,,,Normal value,Units,"Rate per 100,000 population",,3.626957883,Bar
2016,"Rate per 100,000 population",,,,55 to 59,,,,,,Normal value,Units,"Rate per 100,000 population",,2.852446157,Bar
2016,"Rate per 100,000 population",,,,60 to 64,,,,,,Normal value,Units,"Rate per 100,000 population",,1.895743716,Bar
2016,"Rate per 100,000 population",,,,65 to 69,,,,,,Normal value,Units,"Rate per 100,000 population",,0.852464047,Bar
2016,"Rate per 100,000 population",,,,70 and over,,,,,,Normal value,Units,"Rate per 100,000 population",,0.69702875,Bar
2017,"Rate per 100,000 population",,,,,,,,,,Normal value,Units,"Rate per 100,000 population",,2.692298357,Bar
2017,"Rate per 100,000 population",,,,4 and under,,,,,,Normal value,Units,"Rate per 100,000 population",,0.984664233,Bar
2017,"Rate per 100,000 population",,,,5 to 9,,,,,,Normal value,Units,"Rate per 100,000 population",,1.288457415,Bar
2017,"Rate per 100,000 population",,,,10 to 14,,,,,,Normal value,Units,"Rate per 100,000 population",,1.633905522,Bar
2017,"Rate per 100,000 population",,,,15 to 19,,,,,,Normal value,Units,"Rate per 100,000 population",,2.024709555,Bar
2017,"Rate per 100,000 population",,,,20 to 24,,,,,,Normal value,Units,"Rate per 100,000 population",,2.780924474,Bar
2017,"Rate per 100,000 population",,,,25 to 29,,,,,,Normal value,Units,"Rate per 100,000 population",,3.280501842,Bar
2017,"Rate per 100,000 population",,,,30 to 34,,,,,,Normal value,Units,"Rate per 100,000 population",,3.821554654,Bar
2017,"Rate per 100,000 population",,,,35 to 39,,,,,,Normal value,Units,"Rate per 100,000 population",,3.783100377,Bar
2017,"Rate per 100,000 population",,,,40 to 44,,,,,,Normal value,Units,"Rate per 100,000 population",,4.828339,Bar
2017,"Rate per 100,000 population",,,,45 to 49,,,,,,Normal value,Units,"Rate per 100,000 population",,4.480941898,Bar
2017,"Rate per 100,000 population",,,,50 to 54,,,,,,Normal value,Units,"Rate per 100,000 population",,4.26296176,Bar
2017,"Rate per 100,000 population",,,,55 to 59,,,,,,Normal value,Units,"Rate per 100,000 population",,3.728210581,Bar
2017,"Rate per 100,000 population",,,,60 to 64,,,,,,Normal value,Units,"Rate per 100,000 population",,2.556504303,Bar
2017,"Rate per 100,000 population",,,,65 to 69,,,,,,Normal value,Units,"Rate per 100,000 population",,1.381852477,Bar
2017,"Rate per 100,000 population",,,,70 and over,,,,,,Normal value,Units,"Rate per 100,000 population",,0.669350017,Bar
2018,"Rate per 100,000 population",,,,,,,,,,Normal value,Units,"Rate per 100,000 population",,2.525756165,Bar
2018,"Rate per 100,000 population",,,,4 and under,,,,,,Normal value,Units,"Rate per 100,000 population",,0.792022949,Bar
2018,"Rate per 100,000 population",,,,5 to 9,,,,,,Normal value,Units,"Rate per 100,000 population",,1.111507388,Bar
2018,"Rate per 100,000 population",,,,10 to 14,,,,,,Normal value,Units,"Rate per 100,000 population",,1.788077102,Bar
2018,"Rate per 100,000 population",,,,15 to 19,,,,,,Normal value,Units,"Rate per 100,000 population",,2.125775022,Bar
2018,"Rate per 100,000 population",,,,20 to 24,,,,,,Normal value,Units,"Rate per 100,000 population",,2.246345208,Bar
2018,"Rate per 100,000 population",,,,25 to 29,,,,,,Normal value,Units,"Rate per 100,000 population",,2.672748458,Bar
2018,"Rate per 100,000 population",,,,30 to 34,,,,,,Normal value,Units,"Rate per 100,000 population",,3.607150403,Bar
2018,"Rate per 100,000 population",,,,35 to 39,,,,,,Normal value,Units,"Rate per 100,000 population",,4.002530514,Bar
2018,"Rate per 100,000 population",,,,40 to 44,,,,,,Normal value,Units,"Rate per 100,000 population",,4.9832323,Bar
2018,"Rate per 100,000 population",,,,45 to 49,,,,,,Normal value,Units,"Rate per 100,000 population",,4.769933886,Bar
2018,"Rate per 100,000 population",,,,50 to 54,,,,,,Normal value,Units,"Rate per 100,000 population",,3.765322026,Bar
2018,"Rate per 100,000 population",,,,55 to 59,,,,,,Normal value,Units,"Rate per 100,000 population",,3.190632118,Bar
2018,"Rate per 100,000 population",,,,60 to 64,,,,,,Normal value,Units,"Rate per 100,000 population",,2.150766558,Bar
2018,"Rate per 100,000 population",,,,65 to 69,,,,,,Normal value,Units,"Rate per 100,000 population",,1.442689173,Bar
2018,"Rate per 100,000 population",,,,70 and over,,,,,,Normal value,Units,"Rate per 100,000 population",,0.54737521,Bar
2019,"Rate per 100,000 population",,,,4 and under,,,,,,Normal value,Units,"Rate per 100,000 population",,1.011079618,Bar
2019,"Rate per 100,000 population",,,,5 to 9,,,,,,Normal value,Units,"Rate per 100,000 population",,0.939792552,Bar
2019,"Rate per 100,000 population",,,,10 to 14,,,,,,Normal value,Units,"Rate per 100,000 population",,1.871585936,Bar
2019,"Rate per 100,000 population",,,,15 to 19,,,,,,Normal value,Units,"Rate per 100,000 population",,2.871231031,Bar
2019,"Rate per 100,000 population",,,,20 to 24,,,,,,Normal value,Units,"Rate per 100,000 population",,2.504165583,Bar
2019,"Rate per 100,000 population",,,,25 to 29,,,,,,Normal value,Units,"Rate per 100,000 population",,2.702553625,Bar
2019,"Rate per 100,000 population",,,,30 to 34,,,,,,Normal value,Units,"Rate per 100,000 population",,2.957440431,Bar
2019,"Rate per 100,000 population",,,,35 to 39,,,,,,Normal value,Units,"Rate per 100,000 population",,4.02669265,Bar
2019,"Rate per 100,000 population",,,,40 to 44,,,,,,Normal value,Units,"Rate per 100,000 population",,4.826424125,Bar
2019,"Rate per 100,000 population",,,,45 to 49,,,,,,Normal value,Units,"Rate per 100,000 population",,4.361532915,Bar
2019,"Rate per 100,000 population",,,,50 to 54,,,,,,Normal value,Units,"Rate per 100,000 population",,4.398183657,Bar
2019,"Rate per 100,000 population",,,,55 to 59,,,,,,Normal value,Units,"Rate per 100,000 population",,3.69957793,Bar
2019,"Rate per 100,000 population",,,,60 to 64,,,,,,Normal value,Units,"Rate per 100,000 population",,2.077128024,Bar
2019,"Rate per 100,000 population",,,,65 to 69,,,,,,Normal value,Units,"Rate per 100,000 population",,1.395404488,Bar
2019,"Rate per 100,000 population",,,,70 and over,,,,,,Normal value,Units,"Rate per 100,000 population",,0.521830154,Bar
2014,Number of cases,,Born in Africa,,,,,,,,Normal value,Units,Number,,403,Bar
2014,Number of cases,,Born in UK,,,,,,,,Normal value,Units,Number,,189,Bar
2014,Number of cases,,Born in Indian subcontinent,,,,,,,,Normal value,Units,Number,,46,Bar
2014,Number of cases,,Born in Europe (non-UK),,,,,,,,Normal value,Units,Number,,10,Bar
2014,Number of cases,,Other country of birth,,,,,,,,Normal value,Units,Number,,9,Bar
2015,Number of cases,,Born in Africa,,,,,,,,Normal value,Units,Number,,345,Bar
2015,Number of cases,,Born in UK,,,,,,,,Normal value,Units,Number,,130,Bar
2015,Number of cases,,Born in Indian subcontinent,,,,,,,,Normal value,Units,Number,,37,Bar
2015,Number of cases,,Born in Europe (non-UK),,,,,,,,Normal value,Units,Number,,11,Bar
2015,Number of cases,,Other country of birth,,,,,,,,Normal value,Units,Number,,8,Bar
2016,Number of cases,,Born in Africa,,,,,,,,Normal value,Units,Number,,465,Bar
2016,Number of cases,,Born in UK,,,,,,,,Normal value,Units,Number,,162,Bar
2016,Number of cases,,Born in Indian subcontinent,,,,,,,,Normal value,Units,Number,,35,Bar
2016,Number of cases,,Born in Europe (non-UK),,,,,,,,Normal value,Units,Number,,15,Bar
2016,Number of cases,,Other country of birth,,,,,,,,Normal value,Units,Number,,16,Bar
2017,Number of cases,,Born in Africa,,,,,,,,Normal value,Units,Number,,525,Bar
2017,Number of cases,,Born in UK,,,,,,,,Normal value,Units,Number,,199,Bar
2017,Number of cases,,Born in Indian subcontinent,,,,,,,,Normal value,Units,Number,,45,Bar
2017,Number of cases,,Born in Europe (non-UK),,,,,,,,Normal value,Units,Number,,22,Bar
2017,Number of cases,,Other country of birth,,,,,,,,Normal value,Units,Number,,13,Bar
2018,Number of cases,,Born in Africa,,,,,,,,Normal value,Units,Number,,485,Bar
2018,Number of cases,,Born in UK,,,,,,,,Normal value,Units,Number,,148,Bar
2018,Number of cases,,Born in Indian subcontinent,,,,,,,,Normal value,Units,Number,,35,Bar
2018,Number of cases,,Born in Europe (non-UK),,,,,,,,Normal value,Units,Number,,17,Bar
2018,Number of cases,,Other country of birth,,,,,,,,Normal value,Units,Number,,20,Bar
2019,Number of cases,,Born in Africa,,,,,,,,Normal value,Units,Number,,530,Bar
2019,Number of cases,,Born in UK,,,,,,,,Normal value,Units,Number,,147,Bar
2019,Number of cases,,Born in Indian subcontinent,,,,,,,,Normal value,Units,Number,,0,Bar
2020,Number of cases,,Born in Southern Asia,,,,,,,,Normal value,Units,Number,,14,Bar
2019,Number of cases,,Born in Europe (non-UK),,,,,,,,Normal value,Units,Number,,20,Bar
2019,Number of cases,,Other country of birth,,,,,,,,Normal value,Units,Number,,18,Bar
2014,Number of cases,,,,,White British,,,,,Normal value,Units,Number,,145,Bar
2014,Number of cases,,,,,Indian/Pakistani/Bangladesh (ISC)/ISC descent,,,,,Normal value,Units,Number,,90,Bar
2014,Number of cases,,,,,Black African/African descent,,,,,Normal value,Units,Number,,680,Bar
2014,Number of cases,,,,,Other/Mixed,,,,,Normal value,Units,Number,,57,Bar
2015,Number of cases,,,,,White British,,,,,Normal value,Units,Number,,93,Bar
2015,Number of cases,,,,,Indian/Pakistani/Bangladesh (ISC)/ISC descent,,,,,Normal value,Units,Number,,72,Bar
2015,Number of cases,,,,,Black African/African descent,,,,,Normal value,Units,Number,,518,Bar
2015,Number of cases,,,,,Other/Mixed,,,,,Normal value,Units,Number,,42,Bar
2016,Number of cases,,,,,White British,,,,,Normal value,Units,Number,,105,Bar
2016,Number of cases,,,,,Indian/Pakistani/Bangladesh (ISC)/ISC descent,,,,,Normal value,Units,Number,,80,Bar
2016,Number of cases,,,,,Black African/African descent,,,,,Normal value,Units,Number,,763,Bar
2016,Number of cases,,,,,Other/Mixed,,,,,Normal value,Units,Number,,63,Bar
2017,Number of cases,,,,,White British,,,,,Normal value,Units,Number,,131,Bar
2017,Number of cases,,,,,Indian/Pakistani/Bangladesh (ISC)/ISC descent,,,,,Normal value,Units,Number,,84,Bar
2017,Number of cases,,,,,Black African/African descent,,,,,Normal value,Units,Number,,900,Bar
2017,Number of cases,,,,,Other/Mixed,,,,,Normal value,Units,Number,,77,Bar
2018,Number of cases,,,,,White British,,,,,Normal value,Units,Number,,59,Bar
2018,Number of cases,,,,,Indian/Pakistani/Bangladesh (ISC)/ISC descent,,,,,Normal value,Units,Number,,88,Bar
2018,Number of cases,,,,,Black African/African descent,,,,,Normal value,Units,Number,,839,Bar
2018,Number of cases,,,,,Other/Mixed,,,,,Normal value,Units,Number,,72,Bar
2019,Number of cases,,,,,White British,,,,,Normal value,Units,Number,,66,Bar
2019,Number of cases,,,,,Indian/Pakistani/Bangladesh (ISC)/ISC descent,,,,,Normal value,Units,Number,,89,Bar
2019,Number of cases,,,,,Black African/African descent,,,,,Normal value,Units,Number,,891,Bar
2019,Number of cases,,,,,Other/Mixed,,,,,Normal value,Units,Number,,45,Bar
2014,Number of cases,,,,,,,,,Western Africa,Normal value,Units,Number,,631,Bar
2014,Number of cases,,,,,,,,,Eastern Africa,Normal value,Units,Number,,131,Bar
2014,Number of cases,,,,,,,,,Middle Africa,Normal value,Units,Number,,79,Bar
2014,Number of cases,,,,,,,,,Northern Africa,Normal value,Units,Number,,15,Bar
2014,Number of cases,,,,,,,,,Southern Africa,Normal value,Units,Number,,4,Bar
2014,Number of cases,,,,,,,,,Africa unspecified,Normal value,Units,Number,,8,Bar
2014,Number of cases,,,,,,,,,Southern Asia,Normal value,Units,Number,,91,Bar
2014,Number of cases,,,,,,,,,South-Eastern Asia,Normal value,Units,Number,,4,Bar
2014,Number of cases,,,,,,,,,Western Asia,Normal value,Units,Number,,1,Bar
2014,Number of cases,,,,,,,,,Caribbean,Normal value,Units,Number,,0,Bar
2014,Number of cases,,,,,,,,,Central America,Normal value,Units,Number,,1,Bar
2014,Number of cases,,,,,,,,,South America,Normal value,Units,Number,,8,Bar
2014,Number of cases,,,,,,,,,Oceania,Normal value,Units,Number,,1,Bar
2014,Number of cases,,,,,,,,,Not stated,Normal value,Units,Number,,26,Bar
2015,Number of cases,,,,,,,,,Western Africa,Normal value,Units,Number,,482,Bar
2015,Number of cases,,,,,,,,,Eastern Africa,Normal value,Units,Number,,82,Bar
2015,Number of cases,,,,,,,,,Middle Africa,Normal value,Units,Number,,72,Bar
2015,Number of cases,,,,,,,,,Northern Africa,Normal value,Units,Number,,9,Bar
2015,Number of cases,,,,,,,,,Southern Africa,Normal value,Units,Number,,1,Bar
2015,Number of cases,,,,,,,,,Africa unspecified,Normal value,Units,Number,,5,Bar
2015,Number of cases,,,,,,,,,Southern Asia,Normal value,Units,Number,,81,Bar
2015,Number of cases,,,,,,,,,South-Eastern Asia,Normal value,Units,Number,,1,Bar
2015,Number of cases,,,,,,,,,Western Asia,Normal value,Units,Number,,1,Bar
2015,Number of cases,,,,,,,,,Caribbean,Normal value,Units,Number,,0,Bar
2015,Number of cases,,,,,,,,,Central America,Normal value,Units,Number,,0,Bar
2015,Number of cases,,,,,,,,,South America,Normal value,Units,Number,,7,Bar
2015,Number of cases,,,,,,,,,Oceania,Normal value,Units,Number,,0,Bar
2015,Number of cases,,,,,,,,,Not stated,Normal value,Units,Number,,3,Bar
2016,Number of cases,,,,,,,,,Western Africa,Normal value,Units,Number,,638,Bar
2016,Number of cases,,,,,,,,,Eastern Africa,Normal value,Units,Number,,147,Bar
2016,Number of cases,,,,,,,,,Middle Africa,Normal value,Units,Number,,120,Bar
2016,Number of cases,,,,,,,,,Northern Africa,Normal value,Units,Number,,17,Bar
2016,Number of cases,,,,,,,,,Southern Africa,Normal value,Units,Number,,3,Bar
2016,Number of cases,,,,,,,,,Africa unspecified,Normal value,Units,Number,,6,Bar
2016,Number of cases,,,,,,,,,Southern Asia,Normal value,Units,Number,,82,Bar
2016,Number of cases,,,,,,,,,South-Eastern Asia,Normal value,Units,Number,,2,Bar
2016,Number of cases,,,,,,,,,Western Asia,Normal value,Units,Number,,,Bar
2016,Number of cases,,,,,,,,,Caribbean,Normal value,Units,Number,,2,Bar
2016,Number of cases,,,,,,,,,Central America,Normal value,Units,Number,,,Bar
2016,Number of cases,,,,,,,,,South America,Normal value,Units,Number,,3,Bar
2016,Number of cases,,,,,,,,,Oceania,Normal value,Units,Number,,2,Bar
2016,Number of cases,,,,,,,,,Not stated,Normal value,Units,Number,,22,Bar
2017,Number of cases,,,,,,,,,Western Africa,Normal value,Units,Number,,810,Bar
2017,Number of cases,,,,,,,,,Eastern Africa,Normal value,Units,Number,,155,Bar
2017,Number of cases,,,,,,,,,Middle Africa,Normal value,Units,Number,,94,Bar
2017,Number of cases,,,,,,,,,Northern Africa,Normal value,Units,Number,,14,Bar
2017,Number of cases,,,,,,,,,Southern Africa,Normal value,Units,Number,,8,Bar
2017,Number of cases,,,,,,,,,Africa unspecified,Normal value,Units,Number,,11,Bar
2017,Number of cases,,,,,,,,,Southern Asia,Normal value,Units,Number,,89,Bar
2017,Number of cases,,,,,,,,,South-Eastern Asia,Normal value,Units,Number,,4,Bar
2017,Number of cases,,,,,,,,,Western Asia,Normal value,Units,Number,,3,Bar
2017,Number of cases,,,,,,,,,Caribbean,Normal value,Units,Number,,,Bar
2017,Number of cases,,,,,,,,,Central America,Normal value,Units,Number,,,Bar
2017,Number of cases,,,,,,,,,South America,Normal value,Units,Number,,6,Bar
2017,Number of cases,,,,,,,,,Oceania,Normal value,Units,Number,,2,Bar
2017,Number of cases,,,,,,,,,Not stated,Normal value,Units,Number,,25,Bar
2018,Number of cases,,,,,,,,,Western Africa,Normal value,Units,Number,,774,Bar
2018,Number of cases,,,,,,,,,Eastern Africa,Normal value,Units,Number,,91,Bar
2018,Number of cases,,,,,,,,,Middle Africa,Normal value,Units,Number,,78,Bar
2018,Number of cases,,,,,,,,,Northern Africa,Normal value,Units,Number,,28,Bar
2018,Number of cases,,,,,,,,,Southern Africa,Normal value,Units,Number,,9,Bar
2018,Number of cases,,,,,,,,,Africa unspecified,Normal value,Units,Number,,5,Bar
2018,Number of cases,,,,,,,,,Southern Asia,Normal value,Units,Number,,71,Bar
2018,Number of cases,,,,,,,,,South-Eastern Asia,Normal value,Units,Number,,8,Bar
2018,Number of cases,,,,,,,,,Western Asia,Normal value,Units,Number,,,Bar
2018,Number of cases,,,,,,,,,Caribbean,Normal value,Units,Number,,,Bar
2018,Number of cases,,,,,,,,,Central America,Normal value,Units,Number,,,Bar
2018,Number of cases,,,,,,,,,South America,Normal value,Units,Number,,2,Bar
2018,Number of cases,,,,,,,,,Oceania,Normal value,Units,Number,,1,Bar
2018,Number of cases,,,,,,,,,Not stated,Normal value,Units,Number,,31,Bar
2019,Number of cases,,,,,,,,,Western Africa,Normal value,Units,Number,,753,Bar
2019,Number of cases,,,,,,,,,Eastern Africa,Normal value,Units,Number,,159,Bar
2019,Number of cases,,,,,,,,,Middle Africa,Normal value,Units,Number,,92,Bar
2019,Number of cases,,,,,,,,,Northern Africa,Normal value,Units,Number,,37,Bar
2019,Number of cases,,,,,,,,,Southern Africa,Normal value,Units,Number,,1,Bar
2019,Number of cases,,,,,,,,,Africa unspecified,Normal value,Units,Number,,11,Bar
2019,Number of cases,,,,,,,,,Southern Asia,Normal value,Units,Number,,38,Bar
2019,Number of cases,,,,,,,,,South-Eastern Asia,Normal value,Units,Number,,1,Bar
2019,Number of cases,,,,,,,,,Western Asia,Normal value,Units,Number,,0,Bar
2019,Number of cases,,,,,,,,,Caribbean,Normal value,Units,Number,,,Bar
2019,Number of cases,,,,,,,,,Central America,Normal value,Units,Number,,,Bar
2019,Number of cases,,,,,,,,,South America,Normal value,Units,Number,,1,Bar
2019,Number of cases,,,,,,,,,Oceania,Normal value,Units,Number,,0,Bar
2019,Number of cases,,,,,,,,,Not stated,Normal value,Units,Number,,25,Bar
2014,Percentage (%) of total cases,,,,,,,,,Western Africa,Normal value,Units,Percentage (%),,63.1,Bar
2014,Percentage (%) of total cases,,,,,,,,,Eastern Africa,Normal value,Units,Percentage (%),,13.1,Bar
2014,Percentage (%) of total cases,,,,,,,,,Middle Africa,Normal value,Units,Percentage (%),,7.9,Bar
2014,Percentage (%) of total cases,,,,,,,,,Northern Africa,Normal value,Units,Percentage (%),,1.5,Bar
2014,Percentage (%) of total cases,,,,,,,,,Southern Africa,Normal value,Units,Percentage (%),,0.4,Bar
2014,Percentage (%) of total cases,,,,,,,,,Africa unspecified,Normal value,Units,Percentage (%),,0.8,Bar
2014,Percentage (%) of total cases,,,,,,,,,Southern Asia,Normal value,Units,Percentage (%),,9.1,Bar
2014,Percentage (%) of total cases,,,,,,,,,South-Eastern Asia,Normal value,Units,Percentage (%),,0.4,Bar
2014,Percentage (%) of total cases,,,,,,,,,Western Asia,Normal value,Units,Percentage (%),,0.1,Bar
2014,Percentage (%) of total cases,,,,,,,,,Caribbean,Normal value,Units,Percentage (%),,0,Bar
2014,Percentage (%) of total cases,,,,,,,,,Central America,Normal value,Units,Percentage (%),,0.1,Bar
2014,Percentage (%) of total cases,,,,,,,,,South America,Normal value,Units,Percentage (%),,0.8,Bar
2014,Percentage (%) of total cases,,,,,,,,,Oceania,Normal value,Units,Percentage (%),,0.1,Bar
2014,Percentage (%) of total cases,,,,,,,,,Not stated,Normal value,Units,Percentage (%),,2.6,Bar
2015,Percentage (%) of total cases,,,,,,,,,Western Africa,Normal value,Units,Percentage (%),,64.78494624,Bar
2015,Percentage (%) of total cases,,,,,,,,,Eastern Africa,Normal value,Units,Percentage (%),,11.02150538,Bar
2015,Percentage (%) of total cases,,,,,,,,,Middle Africa,Normal value,Units,Percentage (%),,9.677419355,Bar
2015,Percentage (%) of total cases,,,,,,,,,Northern Africa,Normal value,Units,Percentage (%),,1.209677419,Bar
2015,Percentage (%) of total cases,,,,,,,,,Southern Africa,Normal value,Units,Percentage (%),,0.134408602,Bar
2015,Percentage (%) of total cases,,,,,,,,,Africa unspecified,Normal value,Units,Percentage (%),,0.672043011,Bar
2015,Percentage (%) of total cases,,,,,,,,,Southern Asia,Normal value,Units,Percentage (%),,10.88709677,Bar
2015,Percentage (%) of total cases,,,,,,,,,South-Eastern Asia,Normal value,Units,Percentage (%),,0.134408602,Bar
2015,Percentage (%) of total cases,,,,,,,,,Western Asia,Normal value,Units,Percentage (%),,0.134408602,Bar
2015,Percentage (%) of total cases,,,,,,,,,Caribbean,Normal value,Units,Percentage (%),,0,Bar
2015,Percentage (%) of total cases,,,,,,,,,Central America,Normal value,Units,Percentage (%),,0,Bar
2015,Percentage (%) of total cases,,,,,,,,,South America,Normal value,Units,Percentage (%),,0.940860215,Bar
2015,Percentage (%) of total cases,,,,,,,,,Oceania,Normal value,Units,Percentage (%),,0,Bar
2015,Percentage (%) of total cases,,,,,,,,,Not stated,Normal value,Units,Percentage (%),,0.403225806,Bar
2016,Percentage (%) of total cases,,,,,,,,,Western Africa,Normal value,Units,Percentage (%),,61.11111111,Bar
2016,Percentage (%) of total cases,,,,,,,,,Eastern Africa,Normal value,Units,Percentage (%),,14.08045977,Bar
2016,Percentage (%) of total cases,,,,,,,,,Middle Africa,Normal value,Units,Percentage (%),,11.49425287,Bar
2016,Percentage (%) of total cases,,,,,,,,,Northern Africa,Normal value,Units,Percentage (%),,1.62835249,Bar
2016,Percentage (%) of total cases,,,,,,,,,Southern Africa,Normal value,Units,Percentage (%),,0.287356322,Bar
2016,Percentage (%) of total cases,,,,,,,,,Africa unspecified,Normal value,Units,Percentage (%),,0.574712644,Bar
2016,Percentage (%) of total cases,,,,,,,,,Southern Asia,Normal value,Units,Percentage (%),,7.85440613,Bar
2016,Percentage (%) of total cases,,,,,,,,,South-Eastern Asia,Normal value,Units,Percentage (%),,0.191570881,Bar
2016,Percentage (%) of total cases,,,,,,,,,Western Asia,Normal value,Units,Percentage (%),,0,Bar
2016,Percentage (%) of total cases,,,,,,,,,Caribbean,Normal value,Units,Percentage (%),,0.191570881,Bar
2016,Percentage (%) of total cases,,,,,,,,,Central America,Normal value,Units,Percentage (%),,0,Bar
2016,Percentage (%) of total cases,,,,,,,,,South America,Normal value,Units,Percentage (%),,0.287356322,Bar
2016,Percentage (%) of total cases,,,,,,,,,Oceania,Normal value,Units,Percentage (%),,0.191570881,Bar
2016,Percentage (%) of total cases,,,,,,,,,Not stated,Normal value,Units,Percentage (%),,2.107279693,Bar
2017,Percentage (%) of total cases,,,,,,,,,Western Africa,Normal value,Units,Percentage (%),,66.33906634,Bar
2017,Percentage (%) of total cases,,,,,,,,,Eastern Africa,Normal value,Units,Percentage (%),,12.69451269,Bar
2017,Percentage (%) of total cases,,,,,,,,,Middle Africa,Normal value,Units,Percentage (%),,7.698607699,Bar
2017,Percentage (%) of total cases,,,,,,,,,Northern Africa,Normal value,Units,Percentage (%),,1.146601147,Bar
2017,Percentage (%) of total cases,,,,,,,,,Southern Africa,Normal value,Units,Percentage (%),,0.655200655,Bar
2017,Percentage (%) of total cases,,,,,,,,,Africa unspecified,Normal value,Units,Percentage (%),,0.900900901,Bar
2017,Percentage (%) of total cases,,,,,,,,,Southern Asia,Normal value,Units,Percentage (%),,7.289107289,Bar
2017,Percentage (%) of total cases,,,,,,,,,South-Eastern Asia,Normal value,Units,Percentage (%),,0.327600328,Bar
2017,Percentage (%) of total cases,,,,,,,,,Western Asia,Normal value,Units,Percentage (%),,0.245700246,Bar
2017,Percentage (%) of total cases,,,,,,,,,Caribbean,Normal value,Units,Percentage (%),,0,Bar
2017,Percentage (%) of total cases,,,,,,,,,Central America,Normal value,Units,Percentage (%),,0,Bar
2017,Percentage (%) of total cases,,,,,,,,,South America,Normal value,Units,Percentage (%),,0.491400491,Bar
2017,Percentage (%) of total cases,,,,,,,,,Oceania,Normal value,Units,Percentage (%),,0.163800164,Bar
2017,Percentage (%) of total cases,,,,,,,,,Not stated,Normal value,Units,Percentage (%),,2.047502048,Bar
2018,Percentage (%) of total cases,,,,,,,,,Western Africa,Normal value,Units,Percentage (%),,70.49180328,Bar
2018,Percentage (%) of total cases,,,,,,,,,Eastern Africa,Normal value,Units,Percentage (%),,8.287795993,Bar
2018,Percentage (%) of total cases,,,,,,,,,Middle Africa,Normal value,Units,Percentage (%),,7.103825137,Bar
2018,Percentage (%) of total cases,,,,,,,,,Northern Africa,Normal value,Units,Percentage (%),,2.550091075,Bar
2018,Percentage (%) of total cases,,,,,,,,,Southern Africa,Normal value,Units,Percentage (%),,0.819672131,Bar
2018,Percentage (%) of total cases,,,,,,,,,Africa unspecified,Normal value,Units,Percentage (%),,0.455373406,Bar
2018,Percentage (%) of total cases,,,,,,,,,Southern Asia,Normal value,Units,Percentage (%),,6.466302368,Bar
2018,Percentage (%) of total cases,,,,,,,,,South-Eastern Asia,Normal value,Units,Percentage (%),,0.72859745,Bar
2018,Percentage (%) of total cases,,,,,,,,,Western Asia,Normal value,Units,Percentage (%),,0,Bar
2018,Percentage (%) of total cases,,,,,,,,,South America,Normal value,Units,Percentage (%),,0.182149362,Bar
2018,Percentage (%) of total cases,,,,,,,,,Caribbean,Normal value,Units,Percentage (%),,0,Bar
