Year,Sex,Age,Country,Region,GeoCode,Value
2009,,65 to 69,Wales,,W92000004,8.8
2009,,70 to 74,Wales,,W92000004,9.1
2009,,75 to 79,Wales,,W92000004,7.5
2009,,80 to 84,Wales,,W92000004,7.7
2009,,85 to 89,Wales,,W92000004,12.1
2009,Male,15 to 19,Wales,,W92000004,8.8
2009,Male,20 to 24,Wales,,W92000004,16.4
2009,Male,25 to 29,Wales,,W92000004,20.4
2009,Male,30 to 34,Wales,,W92000004,13.2
2009,Male,35 to 39,Wales,,W92000004,23.9
2009,Male,40 to 44,Wales,,W92000004,27.1
2009,Male,45 to 49,Wales,,W92000004,23.6
2009,Male,50 to 54,Wales,,W92000004,24.2
2009,Male,55 to 59,Wales,,W92000004,6.4
2009,Male,60 to 64,Wales,,W92000004,8.1
2009,Male,65 to 69,Wales,,W92000004,14.2
2009,Male,70 to 74,Wales,,W92000004,9.5
2009,Male,75 to 79,Wales,,W92000004,10.5
2009,Male,80 to 84,Wales,,W92000004,9.5
2009,Male,85 to 89,Wales,,W92000004,36.0
2009,Female,20 to 24,Wales,,W92000004,3.0
2009,Female,30 to 34,Wales,,W92000004,4.8
2009,Female,35 to 39,Wales,,W92000004,7.0
2009,Female,40 to 44,Wales,,W92000004,8.1
2009,Female,45 to 49,Wales,,W92000004,5.5
2009,Female,50 to 54,Wales,,W92000004,3.1
2009,Female,60 to 64,Wales,,W92000004,5.9
2009,Female,65 to 69,Wales,,W92000004,3.7
2009,Female,70 to 74,Wales,,W92000004,8.7
2009,Female,75 to 79,Wales,,W92000004,5.1
2009,Female,80 to 84,Wales,,W92000004,6.4
2010,Male,,,,,15.8
2010,Female,,,,,4.9
2010,,,England,,E92000001,9.1
2010,Male,,England,,E92000001,14.2
2010,Female,,England,,E92000001,4.4
2010,,,Wales,,W92000004,10.8
2010,Male,,Wales,,W92000004,17.6
2010,Female,,Wales,,W92000004,4.5
2010,,,Scotland,,S92000003,16.4
2010,Male,,Scotland,,S92000003,25.2
2010,Female,,Scotland,,S92000003,8.2
2010,,,Northern Ireland,,N92000002,19.3
2010,Male,,Northern Ireland,,N92000002,30.9
2010,Female,,Northern Ireland,,N92000002,8.8
2010,,,England,North East,E12000001,10.3
2010,,,England,North West,E12000002,10.1
2010,,,England,Yorkshire and The Humber,E12000003,8.3
2010,,,England,East Midlands,E12000004,8.1
2010,,,England,West Midlands,E12000005,9.4
2010,,,England,East of England,E12000006,8.8
2010,,,England,London,E12000007,8.4
2010,,,England,South East,E12000008,9.1
2010,,,England,South West,E12000009,10.7
2010,Male,,England,North East,E12000001,15.5
2010,Male,,England,North West,E12000002,16.1
2010,Male,,England,Yorkshire and The Humber,E12000003,12.6
2010,Male,,England,East Midlands,E12000004,12.4
2010,Male,,England,West Midlands,E12000005,14.3
2010,Male,,England,East of England,E12000006,14.3
2010,Male,,England,London,E12000007,13.4
2010,Male,,England,South East,E12000008,13.8
2010,Male,,England,South West,E12000009,16.6
2010,Female,,England,North East,E12000001,5.4
2010,Female,,England,North West,E12000002,4.4
2010,Female,,England,Yorkshire and The Humber,E12000003,4.0
2010,Female,,England,East Midlands,E12000004,4.1
2010,Female,,England,West Midlands,E12000005,4.7
2010,Female,,England,East of England,E12000006,3.6
2010,Female,,England,London,E12000007,3.9
2010,Female,,England,South East,E12000008,4.7
2010,Female,,England,South West,E12000009,5.4
2010,,10 to 14,,,,0.1
2010,,15 to 19,,,,4.1
2010,,20 to 24,,,,10.2
2010,,25 to 29,,,,9.5
2010,,30 to 34,,,,11.8
2010,,35 to 39,,,,13.6
2010,,40 to 44,,,,14.9
2010,,45 to 49,,,,14.3
2010,,50 to 54,,,,13.9
2010,,55 to 59,,,,12.5
2010,,60 to 64,,,,10.1
2010,,65 to 69,,,,7.1
2010,,70 to 74,,,,7.5
2010,,75 to 79,,,,7.7
2010,,80 to 84,,,,9.3
2010,,85 and over,,,,8.9
2010,Male,15 to 19,,,,5.5
2010,Male,20 to 24,,,,15.8
2010,Male,25 to 29,,,,15.1
2010,Male,30 to 34,,,,18.8
2010,Male,35 to 39,,,,21.1
2010,Male,40 to 44,,,,23.8
2010,Male,45 to 49,,,,21.8
2010,Male,50 to 54,,,,20.6
2010,Male,55 to 59,,,,19.2
2010,Male,60 to 64,,,,15.0
2010,Male,65 to 69,,,,9.9
2010,Male,70 to 74,,,,11.3
2010,Male,75 to 79,,,,11.8
2010,Male,80 to 84,,,,16.6
2010,Male,85 and over,,,,19.1
2010,Female,10 to 14,,,,0.2
2010,Female,15 to 19,,,,2.7
2010,Female,20 to 24,,,,4.5
2010,Female,25 to 29,,,,4.0
2010,Female,30 to 34,,,,4.8
2010,Female,35 to 39,,,,6.2
2010,Female,40 to 44,,,,6.2
2010,Female,45 to 49,,,,6.9
2010,Female,50 to 54,,,,7.3
2010,Female,55 to 59,,,,6.0
2010,Female,60 to 64,,,,5.4
2010,Female,65 to 69,,,,4.5
2010,Female,70 to 74,,,,4.1
2010,Female,75 to 79,,,,4.3
2010,Female,80 to 84,,,,4.3
2010,Female,85 and over,,,,4.1
2010,,15 to 19,England,,E92000001,3.2
2010,,20 to 24,England,,E92000001,8.4
2010,,25 to 29,England,,E92000001,8.1
2010,,30 to 34,England,,E92000001,9.9
2010,,35 to 39,England,,E92000001,12.4
2010,,40 to 44,England,,E92000001,13.2
2010,,45 to 49,England,,E92000001,12.3
2010,,50 to 54,England,,E92000001,12.7
2010,,55 to 59,England,,E92000001,11.7
2010,,60 to 64,England,,E92000001,9.9
2010,,65 to 69,England,,E92000001,7.0
2010,,70 to 74,England,,E92000001,7.1
2010,,75 to 79,England,,E92000001,7.5
2010,,80 to 84,England,,E92000001,8.8
2010,,85 to 89,England,,E92000001,7.4
2010,,90 and over,England,,E92000001,10.6
2010,Male,15 to 19,England,,E92000001,4.2
2010,Male,20 to 24,England,,E92000001,12.9
2010,Male,25 to 29,England,,E92000001,13.1
2010,Male,30 to 34,England,,E92000001,15.7
2010,Male,35 to 39,England,,E92000001,18.8
2010,Male,40 to 44,England,,E92000001,21.2
2010,Male,45 to 49,England,,E92000001,18.6
2010,Male,50 to 54,England,,E92000001,18.7
2010,Male,55 to 59,England,,E92000001,18.1
2010,Male,60 to 64,England,,E92000001,14.6
2010,Male,65 to 69,England,,E92000001,9.8
2010,Male,70 to 74,England,,E92000001,10.6
2010,Male,75 to 79,England,,E92000001,11.6
2010,Male,80 to 84,England,,E92000001,15.7
2010,Male,85 to 89,England,,E92000001,14.4
2010,Male,90 and over,England,,E92000001,27.1
2010,Female,15 to 19,England,,E92000001,2.1
2010,Female,20 to 24,England,,E92000001,3.8
2010,Female,25 to 29,England,,E92000001,3.0
2010,Female,30 to 34,England,,E92000001,4.2
2010,Female,35 to 39,England,,E92000001,6.0
2010,Female,40 to 44,England,,E92000001,5.4
2010,Female,45 to 49,England,,E92000001,6.1
2010,Female,50 to 54,England,,E92000001,6.6
2010,Female,55 to 59,England,,E92000001,5.4
2010,Female,60 to 64,England,,E92000001,5.3
2010,Female,65 to 69,England,,E92000001,4.4
2010,Female,70 to 74,England,,E92000001,3.9
2010,Female,75 to 79,England,,E92000001,4.2
2010,Female,80 to 84,England,,E92000001,4.0
2010,Female,85 to 89,England,,E92000001,3.7
2010,Female,90 and over,England,,E92000001,4.6
2010,,15 to 19,Wales,,W92000004,2.0
2010,,20 to 24,Wales,,W92000004,9.7
2010,,25 to 29,Wales,,W92000004,7.6
2010,,30 to 34,Wales,,W92000004,14.6
2010,,35 to 39,Wales,,W92000004,14.2
2010,,40 to 44,Wales,,W92000004,15.0
2010,,45 to 49,Wales,,W92000004,18.2
2010,,50 to 54,Wales,,W92000004,14.2
2010,,55 to 59,Wales,,W92000004,14.9
2010,,60 to 64,Wales,,W92000004,8.4
2010,,65 to 69,Wales,,W92000004,6.1
2010,,70 to 74,Wales,,W92000004,7.5
2010,,75 to 79,Wales,,W92000004,8.4
2010,,80 to 84,Wales,,W92000004,16.5
2010,,85 to 89,Wales,,W92000004,18.2
2010,Male,15 to 19,Wales,,W92000004,2.9
2010,Male,20 to 24,Wales,,W92000004,17.0
2010,Male,25 to 29,Wales,,W92000004,11.8
2010,Male,30 to 34,Wales,,W92000004,27.0
2010,Male,35 to 39,Wales,,W92000004,24.6
2010,Male,40 to 44,Wales,,W92000004,24.8
2010,Male,45 to 49,Wales,,W92000004,31.5
2010,Male,50 to 54,Wales,,W92000004,20.6
2010,Male,55 to 59,Wales,,W92000004,22.8
2010,Male,60 to 64,Wales,,W92000004,13.0
2010,Male,65 to 69,Wales,,W92000004,7.5
2010,Male,70 to 74,Wales,,W92000004,7.8
2010,Male,75 to 79,Wales,,W92000004,12.3
2010,Male,80 to 84,Wales,,W92000004,27.7
2010,Male,85 to 89,Wales,,W92000004,29.5
2010,Female,25 to 29,Wales,,W92000004,3.3
2010,Female,35 to 39,Wales,,W92000004,4.2
2010,Female,40 to 44,Wales,,W92000004,5.5
2010,Female,45 to 49,Wales,,W92000004,5.4
2010,Female,50 to 54,Wales,,W92000004,8.0
2010,Female,55 to 59,Wales,,W92000004,7.3
2010,Female,60 to 64,Wales,,W92000004,3.9
2010,Female,65 to 69,Wales,,W92000004,4.8
2010,Female,70 to 74,Wales,,W92000004,7.2
2010,Female,75 to 79,Wales,,W92000004,5.1
2010,Female,80 to 84,Wales,,W92000004,8.6
2010,Female,85 to 89,Wales,,W92000004,12.3
2011,Male,,,,,16.8
2011,Female,,,,,5.3
2011,,,England,,E92000001,9.7
2011,Male,,England,,E92000001,15.1
2011,Female,,England,,E92000001,4.6
2011,,,Wales,,W92000004,12.6
2011,Male,,Wales,,W92000004,20.3
2011,Female,,Wales,,W92000004,5.1
2011,,,Scotland,,S92000003,18.6
2011,Male,,Scotland,,S92000003,27.6
2011,Female,,Scotland,,S92000003,10.2
2011,,,Northern Ireland,,N92000002,17.8
2011,Male,,Northern Ireland,,N92000002,27.2
2011,Female,,Northern Ireland,,N92000002,8.9
2011,,,England,North East,E12000001,11.9
2011,,,England,North West,E12000002,10.9
2011,,,England,Yorkshire and The Humber,E12000003,10.0
2011,,,England,East Midlands,E12000004,9.2
2011,,,England,West Midlands,E12000005,8.9
2011,,,England,East of England,E12000006,9.4
2011,,,England,London,E12000007,8.4
2011,,,England,South East,E12000008,9.6
2011,,,England,South West,E12000009,11.0
2011,Male,,England,North East,E12000001,19.6
2011,Male,,England,North West,E12000002,17.4
2011,Male,,England,Yorkshire and The Humber,E12000003,15.9
2011,Male,,England,East Midlands,E12000004,14.5
2011,Male,,England,West Midlands,E12000005,13.8
2011,Male,,England,East of England,E12000006,14.5
2011,Male,,England,London,E12000007,12.4
2011,Male,,England,South East,E12000008,14.5
2011,Male,,England,South West,E12000009,17.2
2011,Female,,England,North East,E12000001,4.6
2011,Female,,England,North West,E12000002,4.6
2011,Female,,England,Yorkshire and The Humber,E12000003,4.4
2011,Female,,England,East Midlands,E12000004,4.1
2011,Female,,England,West Midlands,E12000005,4.4
2011,Female,,England,East of England,E12000006,4.5
2011,Female,,England,London,E12000007,4.7
2011,Female,,England,South East,E12000008,5.1
2011,Female,,England,South West,E12000009,5.2
2011,,10 to 14,,,,0.3
2011,,15 to 19,,,,4.9
2011,,20 to 24,,,,9.9
2011,,25 to 29,,,,11.2
2011,,30 to 34,,,,12.4
2011,,35 to 39,,,,15.3
2011,,40 to 44,,,,16.7
2011,,45 to 49,,,,15.3
2011,,50 to 54,,,,15.7
2011,,55 to 59,,,,12.4
2011,,60 to 64,,,,9.7
2011,,65 to 69,,,,7.5
2011,,70 to 74,,,,7.9
2011,,75 to 79,,,,7.7
2011,,80 to 84,,,,8.8
2011,,85 and over,,,,9.1
2011,Male,10 to 14,,,,0.4
2011,Male,15 to 19,,,,6.6
2011,Male,20 to 24,,,,15.4
2011,Male,25 to 29,,,,17.4
2011,Male,30 to 34,,,,19.2
2011,Male,35 to 39,,,,24.1
2011,Male,40 to 44,,,,26.8
2011,Male,45 to 49,,,,23.9
2011,Male,50 to 54,,,,23.8
2011,Male,55 to 59,,,,17.8
2011,Male,60 to 64,,,,14.4
2011,Male,65 to 69,,,,10.9
2011,Male,70 to 74,,,,12.2
2011,Male,75 to 79,,,,12.2
2011,Male,80 to 84,,,,13.9
2011,Male,85 and over,,,,17.1
2011,Female,10 to 14,,,,0.2
2011,Female,15 to 19,,,,3.1
2011,Female,20 to 24,,,,4.3
2011,Female,25 to 29,,,,4.9
2011,Female,30 to 34,,,,5.7
2011,Female,35 to 39,,,,6.7
2011,Female,40 to 44,,,,6.8
2011,Female,45 to 49,,,,7.0
2011,Female,50 to 54,,,,7.7
2011,Female,55 to 59,,,,7.1
2011,Female,60 to 64,,,,5.1
2011,Female,65 to 69,,,,4.4
2011,Female,70 to 74,,,,4.1
2011,Female,75 to 79,,,,4.0
2011,Female,80 to 84,,,,5.3
2011,Female,85 and over,,,,5.3
2011,,10 to 14,England,,E92000001,0.3
2011,,15 to 19,England,,E92000001,3.7
2011,,20 to 24,England,,E92000001,8.3
2011,,25 to 29,England,,E92000001,9.0
2011,,30 to 34,England,,E92000001,10.1
2011,,35 to 39,England,,E92000001,12.9
2011,,40 to 44,England,,E92000001,14.7
2011,,45 to 49,England,,E92000001,14.1
2011,,50 to 54,England,,E92000001,14.8
2011,,55 to 59,England,,E92000001,11.5
2011,,60 to 64,England,,E92000001,8.9
2011,,65 to 69,England,,E92000001,7.2
2011,,70 to 74,England,,E92000001,7.8
2011,,75 to 79,England,,E92000001,7.6
2011,,80 to 84,England,,E92000001,8.5
2011,,85 to 89,England,,E92000001,10.1
2011,,90 and over,England,,E92000001,8.9
2011,Male,10 to 14,England,,E92000001,0.3
2011,Male,15 to 19,England,,E92000001,5.1
2011,Male,20 to 24,England,,E92000001,12.8
2011,Male,25 to 29,England,,E92000001,14.1
2011,Male,30 to 34,England,,E92000001,15.8
2011,Male,35 to 39,England,,E92000001,20.6
2011,Male,40 to 44,England,,E92000001,24.0
2011,Male,45 to 49,England,,E92000001,22.0
2011,Male,50 to 54,England,,E92000001,22.5
2011,Male,55 to 59,England,,E92000001,16.6
2011,Male,60 to 64,England,,E92000001,13.3
2011,Male,65 to 69,England,,E92000001,10.6
2011,Male,70 to 74,England,,E92000001,12.0
2011,Male,75 to 79,England,,E92000001,12.0
2011,Male,80 to 84,England,,E92000001,13.5
2011,Male,85 to 89,England,,E92000001,16.2
2011,Male,90 and over,England,,E92000001,20.6
2011,Female,10 to 14,England,,E92000001,0.3
2011,Female,15 to 19,England,,E92000001,2.3
2011,Female,20 to 24,England,,E92000001,3.7
2011,Female,25 to 29,England,,E92000001,4.0
2011,Female,30 to 34,England,,E92000001,4.3
2011,Female,35 to 39,England,,E92000001,5.3
2011,Female,40 to 44,England,,E92000001,5.7
2011,Female,45 to 49,England,,E92000001,6.3
2011,Female,50 to 54,England,,E92000001,7.2
2011,Female,55 to 59,England,,E92000001,6.6
2011,Female,60 to 64,England,,E92000001,4.6
2011,Female,65 to 69,England,,E92000001,4.0
2011,Female,70 to 74,England,,E92000001,4.0
2011,Female,75 to 79,England,,E92000001,4.0
2011,Female,80 to 84,England,,E92000001,4.9
2011,Female,85 to 89,England,,E92000001,6.8
2011,Female,90 and over,England,,E92000001,4.6
2011,,15 to 19,Wales,,W92000004,8.1
2011,,20 to 24,Wales,,W92000004,12.2
2011,,25 to 29,Wales,,W92000004,14.0
2011,,30 to 34,Wales,,W92000004,12.6
2011,,35 to 39,Wales,,W92000004,16.0
2011,,40 to 44,Wales,,W92000004,24.9
2011,,45 to 49,Wales,,W92000004,17.2
2011,,50 to 54,Wales,,W92000004,17.3
2011,,55 to 59,Wales,,W92000004,14.4
2011,,60 to 64,Wales,,W92000004,13.2
2011,,65 to 69,Wales,,W92000004,5.9
2011,,70 to 74,Wales,,W92000004,8.9
2011,,75 to 79,Wales,,W92000004,3.7
2011,,80 to 84,Wales,,W92000004,17.6
2011,Male,15 to 19,Wales,,W92000004,13.0
2011,Male,20 to 24,Wales,,W92000004,18.3
2011,Male,25 to 29,Wales,,W92000004,21.3
2011,Male,30 to 34,Wales,,W92000004,18.2
2011,Male,35 to 39,Wales,,W92000004,23.5
2011,Male,40 to 44,Wales,,W92000004,45.1
2011,Male,45 to 49,Wales,,W92000004,30.4
2011,Male,50 to 54,Wales,,W92000004,29.2
2011,Male,55 to 59,Wales,,W92000004,21.8
2011,Male,60 to 64,Wales,,W92000004,19.9
2011,Male,65 to 69,Wales,,W92000004,9.7
2011,Male,70 to 74,Wales,,W92000004,15.5
2011,Male,75 to 79,Wales,,W92000004,8.1
2011,Male,80 to 84,Wales,,W92000004,21.2
2011,Female,15 to 19,Wales,,W92000004,3.1
2011,Female,20 to 24,Wales,,W92000004,5.8
2011,Female,25 to 29,Wales,,W92000004,6.5
2011,Female,30 to 34,Wales,,W92000004,6.9
2011,Female,35 to 39,Wales,,W92000004,8.8
2011,Female,40 to 44,Wales,,W92000004,5.5
2011,Female,45 to 49,Wales,,W92000004,4.5
2011,Female,50 to 54,Wales,,W92000004,5.8
2011,Female,55 to 59,Wales,,W92000004,7.3
2011,Female,60 to 64,Wales,,W92000004,6.7
2011,Female,80 to 84,Wales,,W92000004,15.1
2012,Male,,,,,16.8
2012,Female,,,,,4.9
2012,,,England,,E92000001,9.6
2012,Male,,England,,E92000001,15.2
2012,Female,,England,,E92000001,4.3
2012,,,Wales,,W92000004,12.5
2012,Male,,Wales,,W92000004,20.1
2012,Female,,Wales,,W92000004,5.6
2012,,,Scotland,,S92000003,17.3
2012,Male,,Scotland,,S92000003,26.3
2012,Female,,Scotland,,S92000003,8.9
2012,,,Northern Ireland,,N92000002,17.1
2012,Male,,Northern Ireland,,N92000002,26.9
2012,Female,,Northern Ireland,,N92000002,7.7
2012,,,England,North East,E12000001,10.8
2012,,,England,North West,E12000002,11.3
2012,,,England,Yorkshire and The Humber,E12000003,10.4
2012,,,England,East Midlands,E12000004,9.4
2012,,,England,West Midlands,E12000005,9.2
2012,,,England,East of England,E12000006,8.4
2012,,,England,London,E12000007,8.3
2012,,,England,South East,E12000008,9.3
2012,,,England,South West,E12000009,11.0
2012,Male,,England,North East,E12000001,17.7
2012,Male,,England,North West,E12000002,18.2
2012,Male,,England,Yorkshire and The Humber,E12000003,16.9
2012,Male,,England,East Midlands,E12000004,15.6
2012,Male,,England,West Midlands,E12000005,14.8
2012,Male,,England,East of England,E12000006,13.0
2012,Male,,England,London,E12000007,12.7
2012,Male,,England,South East,E12000008,14.4
2012,Male,,England,South West,E12000009,17.2
2012,Female,,England,North East,E12000001,4.0
2012,Female,,England,North West,E12000002,4.8
2012,Female,,England,Yorkshire and The Humber,E12000003,4.2
2012,Female,,England,East Midlands,E12000004,3.5
2012,Female,,England,West Midlands,E12000005,3.8
2012,Female,,England,East of England,E12000006,4.1
2012,Female,,England,London,E12000007,4.1
2012,Female,,England,South East,E12000008,4.5
2012,Female,,England,South West,E12000009,5.3
2012,,10 to 14,,,,0.3
2012,,15 to 19,,,,4.2
2012,,20 to 24,,,,9.4
2012,,25 to 29,,,,11.7
2012,,30 to 34,,,,12.2
2012,,35 to 39,,,,14.3
2012,,40 to 44,,,,16.1
2012,,45 to 49,,,,16.3
2012,,50 to 54,,,,15.7
2012,,55 to 59,,,,12.9
2012,,60 to 64,,,,9.5
2012,,65 to 69,,,,7.6
2012,,70 to 74,,,,6.8
2012,,75 to 79,,,,7.0
2012,,80 to 84,,,,8.0
2012,,85 and over,,,,9.4
2012,Male,10 to 14,,,,0.5
2012,Male,15 to 19,,,,6.4
2012,Male,20 to 24,,,,15.5
2012,Male,25 to 29,,,,18.4
2012,Male,30 to 34,,,,19.7
2012,Male,35 to 39,,,,23.1
2012,Male,40 to 44,,,,25.9
2012,Male,45 to 49,,,,25.0
2012,Male,50 to 54,,,,23.5
2012,Male,55 to 59,,,,19.9
2012,Male,60 to 64,,,,14.1
2012,Male,65 to 69,,,,11.6
2012,Male,70 to 74,,,,10.6
2012,Male,75 to 79,,,,10.9
2012,Male,80 to 84,,,,11.9
2012,Male,85 and over,,,,19.5
2012,Female,15 to 19,,,,1.9
2012,Female,20 to 24,,,,3.2
2012,Female,25 to 29,,,,5.1
2012,Female,30 to 34,,,,4.8
2012,Female,35 to 39,,,,5.5
2012,Female,40 to 44,,,,6.6
2012,Female,45 to 49,,,,7.9
2012,Female,50 to 54,,,,8.0
2012,Female,55 to 59,,,,6.1
2012,Female,60 to 64,,,,5.1
2012,Female,65 to 69,,,,3.8
2012,Female,70 to 74,,,,3.4
2012,Female,75 to 79,,,,3.8
2012,Female,80 to 84,,,,5.2
2012,Female,85 and over,,,,4.5
2012,,10 to 14,England,,E92000001,0.2
2012,,15 to 19,England,,E92000001,3.5
2012,,20 to 24,England,,E92000001,8.3
2012,,25 to 29,England,,E92000001,9.8
2012,,30 to 34,England,,E92000001,10.1
2012,,35 to 39,England,,E92000001,12.6
2012,,40 to 44,England,,E92000001,14.7
2012,,45 to 49,England,,E92000001,15.1
2012,,50 to 54,England,,E92000001,14.3
2012,,55 to 59,England,,E92000001,12.1
2012,,60 to 64,England,,E92000001,8.5
2012,,65 to 69,England,,E92000001,7.1
2012,,70 to 74,England,,E92000001,6.6
2012,,75 to 79,England,,E92000001,6.2
2012,,80 to 84,England,,E92000001,8.1
2012,,85 to 89,England,,E92000001,8.9
2012,,90 and over,England,,E92000001,9.1
2012,Male,10 to 14,England,,E92000001,0.3
2012,Male,15 to 19,England,,E92000001,5.5
2012,Male,20 to 24,England,,E92000001,13.7
2012,Male,25 to 29,England,,E92000001,15.3
2012,Male,30 to 34,England,,E92000001,16.3
2012,Male,35 to 39,England,,E92000001,20.4
2012,Male,40 to 44,England,,E92000001,23.6
2012,Male,45 to 49,England,,E92000001,23.4
2012,Male,50 to 54,England,,E92000001,22.0
2012,Male,55 to 59,England,,E92000001,18.8
2012,Male,60 to 64,England,,E92000001,12.9
2012,Male,65 to 69,England,,E92000001,10.9
2012,Male,70 to 74,England,,E92000001,10.0
2012,Male,75 to 79,England,,E92000001,9.7
2012,Male,80 to 84,England,,E92000001,11.7
2012,Male,85 to 89,England,,E92000001,18.6
2012,Male,90 and over,England,,E92000001,18.1
2012,Female,15 to 19,England,,E92000001,1.5
2012,Female,20 to 24,England,,E92000001,2.7
2012,Female,25 to 29,England,,E92000001,4.3
2012,Female,30 to 34,England,,E92000001,3.9
2012,Female,35 to 39,England,,E92000001,4.8
2012,Female,40 to 44,England,,E92000001,5.9
2012,Female,45 to 49,England,,E92000001,7.1
2012,Female,50 to 54,England,,E92000001,6.7
2012,Female,55 to 59,England,,E92000001,5.5
2012,Female,60 to 64,England,,E92000001,4.2
2012,Female,65 to 69,England,,E92000001,3.6
2012,Female,70 to 74,England,,E92000001,3.6
2012,Female,75 to 79,England,,E92000001,3.3
2012,Female,80 to 84,England,,E92000001,5.5
2012,Female,85 to 89,England,,E92000001,3.4
2012,Female,90 and over,England,,E92000001,5.7
2012,,15 to 19,Wales,,W92000004,4.1
2012,,20 to 24,Wales,,W92000004,9.3
2012,,25 to 29,Wales,,W92000004,11.3
2012,,30 to 34,Wales,,W92000004,24.2
2012,,35 to 39,Wales,,W92000004,17.9
2012,,40 to 44,Wales,,W92000004,16.7
2012,,45 to 49,Wales,,W92000004,17.2
2012,,50 to 54,Wales,,W92000004,12.1
2012,,55 to 59,Wales,,W92000004,13.3
2012,,60 to 64,Wales,,W92000004,14.3
2012,,65 to 69,Wales,,W92000004,9.9
2012,,70 to 74,Wales,,W92000004,7.3
2012,,75 to 79,Wales,,W92000004,12.7
2012,,80 to 84,Wales,,W92000004,8.7
2012,,85 to 89,Wales,,W92000004,14.1
2012,,90 and over,Wales,,W92000004,14.6
2012,Male,15 to 19,Wales,,W92000004,6.0
2012,Male,20 to 24,Wales,,W92000004,13.6
2012,Male,25 to 29,Wales,,W92000004,20.2
2012,Male,30 to 34,Wales,,W92000004,38.4
2012,Male,35 to 39,Wales,,W92000004,31.6
2012,Male,40 to 44,Wales,,W92000004,29.3
2012,Male,45 to 49,Wales,,W92000004,26.8
2012,Male,50 to 54,Wales,,W92000004,17.7
2012,Male,55 to 59,Wales,,W92000004,18.4
2012,Male,60 to 64,Wales,,W92000004,19.8
2012,Male,65 to 69,Wales,,W92000004,14.7
2012,Male,70 to 74,Wales,,W92000004,12.2
2012,Male,75 to 79,Wales,,W92000004,17.8
2012,Male,80 to 84,Wales,,W92000004,14.8
2012,Male,85 to 89,Wales,,W92000004,27.9
2012,Male,90 and over,Wales,,W92000004,41.8
2012,Female,20 to 24,Wales,,W92000004,4.7
2012,Female,30 to 34,Wales,,W92000004,10.1
2012,Female,35 to 39,Wales,,W92000004,4.6
2012,Female,40 to 44,Wales,,W92000004,4.7
2012,Female,45 to 49,Wales,,W92000004,8.0
2012,Female,50 to 54,Wales,,W92000004,6.6
2012,Female,55 to 59,Wales,,W92000004,8.3
2012,Female,60 to 64,Wales,,W92000004,9.1
2012,Female,65 to 69,Wales,,W92000004,5.4
2012,Female,75 to 79,Wales,,W92000004,8.4
2013,Male,,,,,17.8
2013,Female,,,,,4.8
2013,,,England,,E92000001,10.1
2013,Male,,England,,E92000001,16.1
2013,Female,,England,,E92000001,4.3
2013,,,Wales,,W92000004,14.7
2013,Male,,Wales,,W92000004,24.5
2013,Female,,Wales,,W92000004,5.5
2013,,,Scotland,,S92000003,16.6
2013,Male,,Scotland,,S92000003,26.4
2013,Female,,Scotland,,S92000003,7.5
2013,,,Northern Ireland,,N92000002,18.9
2013,Male,,Northern Ireland,,N92000002,29.3
2013,Female,,Northern Ireland,,N92000002,9.1
2013,,,England,North East,E12000001,13.0
2013,,,England,North West,E12000002,11.6
2013,,,England,Yorkshire and The Humber,E12000003,10.9
2013,,,England,East Midlands,E12000004,9.6
2013,,,England,West Midlands,E12000005,9.8
2013,,,England,East of England,E12000006,8.8
2013,,,England,London,E12000007,7.4
2013,,,England,South East,E12000008,10.7
2013,,,England,South West,E12000009,11.7
2013,Male,,England,North East,E12000001,20.8
2013,Male,,England,North West,E12000002,18.8
2013,Male,,England,Yorkshire and The Humber,E12000003,17.9
2013,Male,,England,East Midlands,E12000004,15.7
2013,Male,,England,West Midlands,E12000005,16.2
2013,Male,,England,East of England,E12000006,14.0
2013,Male,,England,London,E12000007,11.7
2013,Male,,England,South East,E12000008,16.9
2013,Male,,England,South West,E12000009,17.9
2013,Female,,England,North East,E12000001,5.5
2013,Female,,England,North West,E12000002,4.7
2013,Female,,England,Yorkshire and The Humber,E12000003,4.1
2013,Female,,England,East Midlands,E12000004,3.8
2013,Female,,England,West Midlands,E12000005,3.6
2013,Female,,England,East of England,E12000006,3.9
2013,Female,,England,London,E12000007,3.5
2013,Female,,England,South East,E12000008,4.9
2013,Female,,England,South West,E12000009,5.9
2013,,10 to 14,,,,0.3
2013,,15 to 19,,,,4.4
2013,,20 to 24,,,,9.0
2013,,25 to 29,,,,9.6
2013,,30 to 34,,,,12.2
2013,,35 to 39,,,,15.4
2013,,40 to 44,,,,16.7
2013,,45 to 49,,,,17.1
2013,,50 to 54,,,,15.7
2013,,55 to 59,,,,14.8
2013,,60 to 64,,,,11.2
2013,,65 to 69,,,,7.7
2013,,70 to 74,,,,8.0
2013,,75 to 79,,,,7.8
2013,,80 to 84,,,,8.8
2013,,85 and over,,,,11.2
2013,Male,10 to 14,,,,0.3
2013,Male,15 to 19,,,,7.0
2013,Male,20 to 24,,,,14.3
2013,Male,25 to 29,,,,15.9
2013,Male,30 to 34,,,,19.5
2013,Male,35 to 39,,,,23.6
2013,Male,40 to 44,,,,26.9
2013,Male,45 to 49,,,,26.8
2013,Male,50 to 54,,,,24.7
2013,Male,55 to 59,,,,23.3
2013,Male,60 to 64,,,,18.4
2013,Male,65 to 69,,,,11.5
