Year,Series,Country,Sex,Cause of death,Observation status,Unit multiplier,Units,GeoCode,Value
2017,Number of deaths from exposure to forces of nature,Wales,Female,Victim of earthquake,Normal value,,Number,W92000004,0.0
2018,Number of deaths from exposure to forces of nature,Wales,Female,Victim of earthquake,Normal value,,Number,W92000004,0.0
2019,Number of deaths from exposure to forces of nature,Wales,Female,Victim of earthquake,Normal value,,Number,W92000004,0.0
2020,Number of deaths from exposure to forces of nature,Wales,Female,Victim of earthquake,Normal value,,Number,W92000004,0.0
2021,Number of deaths from exposure to forces of nature,Wales,Female,Victim of earthquake,Normal value,,Number,W92000004,0.0
2001,Number of deaths from exposure to forces of nature,Wales,Male,Victim of earthquake,Normal value,,Number,W92000004,0.0
2002,Number of deaths from exposure to forces of nature,Wales,Male,Victim of earthquake,Normal value,,Number,W92000004,0.0
2003,Number of deaths from exposure to forces of nature,Wales,Male,Victim of earthquake,Normal value,,Number,W92000004,0.0
2004,Number of deaths from exposure to forces of nature,Wales,Male,Victim of earthquake,Normal value,,Number,W92000004,0.0
2005,Number of deaths from exposure to forces of nature,Wales,Male,Victim of earthquake,Normal value,,Number,W92000004,0.0
2006,Number of deaths from exposure to forces of nature,Wales,Male,Victim of earthquake,Normal value,,Number,W92000004,0.0
2007,Number of deaths from exposure to forces of nature,Wales,Male,Victim of earthquake,Normal value,,Number,W92000004,0.0
2008,Number of deaths from exposure to forces of nature,Wales,Male,Victim of earthquake,Normal value,,Number,W92000004,0.0
2009,Number of deaths from exposure to forces of nature,Wales,Male,Victim of earthquake,Normal value,,Number,W92000004,0.0
2010,Number of deaths from exposure to forces of nature,Wales,Male,Victim of earthquake,Normal value,,Number,W92000004,0.0
2011,Number of deaths from exposure to forces of nature,Wales,Male,Victim of earthquake,Normal value,,Number,W92000004,0.0
2012,Number of deaths from exposure to forces of nature,Wales,Male,Victim of earthquake,Normal value,,Number,W92000004,0.0
2013,Number of deaths from exposure to forces of nature,Wales,Male,Victim of earthquake,Normal value,,Number,W92000004,0.0
2014,Number of deaths from exposure to forces of nature,Wales,Male,Victim of earthquake,Normal value,,Number,W92000004,0.0
2015,Number of deaths from exposure to forces of nature,Wales,Male,Victim of earthquake,Normal value,,Number,W92000004,0.0
2016,Number of deaths from exposure to forces of nature,Wales,Male,Victim of earthquake,Normal value,,Number,W92000004,0.0
2017,Number of deaths from exposure to forces of nature,Wales,Male,Victim of earthquake,Normal value,,Number,W92000004,0.0
2018,Number of deaths from exposure to forces of nature,Wales,Male,Victim of earthquake,Normal value,,Number,W92000004,0.0
2019,Number of deaths from exposure to forces of nature,Wales,Male,Victim of earthquake,Normal value,,Number,W92000004,0.0
2020,Number of deaths from exposure to forces of nature,Wales,Male,Victim of earthquake,Normal value,,Number,W92000004,0.0
2021,Number of deaths from exposure to forces of nature,Wales,Male,Victim of earthquake,Normal value,,Number,W92000004,0.0
2001,Number of deaths from exposure to forces of nature,,,Victim of flood,Normal value,,Number,K04000001,0.0
2002,Number of deaths from exposure to forces of nature,,,Victim of flood,Normal value,,Number,K04000001,0.0
2003,Number of deaths from exposure to forces of nature,,,Victim of flood,Normal value,,Number,K04000001,0.0
2004,Number of deaths from exposure to forces of nature,,,Victim of flood,Normal value,,Number,K04000001,0.0
2005,Number of deaths from exposure to forces of nature,,,Victim of flood,Normal value,,Number,K04000001,2.0
2006,Number of deaths from exposure to forces of nature,,,Victim of flood,Normal value,,Number,K04000001,0.0
2007,Number of deaths from exposure to forces of nature,,,Victim of flood,Normal value,,Number,K04000001,0.0
2008,Number of deaths from exposure to forces of nature,,,Victim of flood,Normal value,,Number,K04000001,2.0
2009,Number of deaths from exposure to forces of nature,,,Victim of flood,Normal value,,Number,K04000001,0.0
2010,Number of deaths from exposure to forces of nature,,,Victim of flood,Normal value,,Number,K04000001,0.0
2011,Number of deaths from exposure to forces of nature,,,Victim of flood,Normal value,,Number,K04000001,0.0
2012,Number of deaths from exposure to forces of nature,,,Victim of flood,Normal value,,Number,K04000001,0.0
2013,Number of deaths from exposure to forces of nature,,,Victim of flood,Normal value,,Number,K04000001,0.0
2014,Number of deaths from exposure to forces of nature,,,Victim of flood,Normal value,,Number,K04000001,0.0
2015,Number of deaths from exposure to forces of nature,,,Victim of flood,Normal value,,Number,K04000001,0.0
2016,Number of deaths from exposure to forces of nature,,,Victim of flood,Normal value,,Number,K04000001,1.0
2017,Number of deaths from exposure to forces of nature,,,Victim of flood,Normal value,,Number,K04000001,0.0
2018,Number of deaths from exposure to forces of nature,,,Victim of flood,Normal value,,Number,K04000001,0.0
2019,Number of deaths from exposure to forces of nature,,,Victim of flood,Normal value,,Number,K04000001,0.0
2020,Number of deaths from exposure to forces of nature,,,Victim of flood,Normal value,,Number,K04000001,0.0
2021,Number of deaths from exposure to forces of nature,,,Victim of flood,Normal value,,Number,K04000001,0.0
2001,Number of deaths from exposure to forces of nature,,Female,Victim of flood,Normal value,,Number,K04000001,0.0
2002,Number of deaths from exposure to forces of nature,,Female,Victim of flood,Normal value,,Number,K04000001,0.0
2003,Number of deaths from exposure to forces of nature,,Female,Victim of flood,Normal value,,Number,K04000001,0.0
2004,Number of deaths from exposure to forces of nature,,Female,Victim of flood,Normal value,,Number,K04000001,0.0
2005,Number of deaths from exposure to forces of nature,,Female,Victim of flood,Normal value,,Number,K04000001,2.0
2006,Number of deaths from exposure to forces of nature,,Female,Victim of flood,Normal value,,Number,K04000001,0.0
2007,Number of deaths from exposure to forces of nature,,Female,Victim of flood,Normal value,,Number,K04000001,0.0
2008,Number of deaths from exposure to forces of nature,,Female,Victim of flood,Normal value,,Number,K04000001,0.0
2009,Number of deaths from exposure to forces of nature,,Female,Victim of flood,Normal value,,Number,K04000001,0.0
2010,Number of deaths from exposure to forces of nature,,Female,Victim of flood,Normal value,,Number,K04000001,0.0
2011,Number of deaths from exposure to forces of nature,,Female,Victim of flood,Normal value,,Number,K04000001,0.0
2012,Number of deaths from exposure to forces of nature,,Female,Victim of flood,Normal value,,Number,K04000001,0.0
2013,Number of deaths from exposure to forces of nature,,Female,Victim of flood,Normal value,,Number,K04000001,0.0
2014,Number of deaths from exposure to forces of nature,,Female,Victim of flood,Normal value,,Number,K04000001,0.0
2015,Number of deaths from exposure to forces of nature,,Female,Victim of flood,Normal value,,Number,K04000001,0.0
2016,Number of deaths from exposure to forces of nature,,Female,Victim of flood,Normal value,,Number,K04000001,1.0
2017,Number of deaths from exposure to forces of nature,,Female,Victim of flood,Normal value,,Number,K04000001,0.0
2018,Number of deaths from exposure to forces of nature,,Female,Victim of flood,Normal value,,Number,K04000001,0.0
2019,Number of deaths from exposure to forces of nature,,Female,Victim of flood,Normal value,,Number,K04000001,0.0
2020,Number of deaths from exposure to forces of nature,,Female,Victim of flood,Normal value,,Number,K04000001,0.0
2021,Number of deaths from exposure to forces of nature,,Female,Victim of flood,Normal value,,Number,K04000001,0.0
2001,Number of deaths from exposure to forces of nature,,Male,Victim of flood,Normal value,,Number,K04000001,0.0
2002,Number of deaths from exposure to forces of nature,,Male,Victim of flood,Normal value,,Number,K04000001,0.0
2003,Number of deaths from exposure to forces of nature,,Male,Victim of flood,Normal value,,Number,K04000001,0.0
2004,Number of deaths from exposure to forces of nature,,Male,Victim of flood,Normal value,,Number,K04000001,0.0
2005,Number of deaths from exposure to forces of nature,,Male,Victim of flood,Normal value,,Number,K04000001,0.0
2006,Number of deaths from exposure to forces of nature,,Male,Victim of flood,Normal value,,Number,K04000001,0.0
2007,Number of deaths from exposure to forces of nature,,Male,Victim of flood,Normal value,,Number,K04000001,0.0
2008,Number of deaths from exposure to forces of nature,,Male,Victim of flood,Normal value,,Number,K04000001,2.0
2009,Number of deaths from exposure to forces of nature,,Male,Victim of flood,Normal value,,Number,K04000001,0.0
2010,Number of deaths from exposure to forces of nature,,Male,Victim of flood,Normal value,,Number,K04000001,0.0
2011,Number of deaths from exposure to forces of nature,,Male,Victim of flood,Normal value,,Number,K04000001,0.0
2012,Number of deaths from exposure to forces of nature,,Male,Victim of flood,Normal value,,Number,K04000001,0.0
2013,Number of deaths from exposure to forces of nature,,Male,Victim of flood,Normal value,,Number,K04000001,0.0
2014,Number of deaths from exposure to forces of nature,,Male,Victim of flood,Normal value,,Number,K04000001,0.0
2015,Number of deaths from exposure to forces of nature,,Male,Victim of flood,Normal value,,Number,K04000001,0.0
2016,Number of deaths from exposure to forces of nature,,Male,Victim of flood,Normal value,,Number,K04000001,0.0
2017,Number of deaths from exposure to forces of nature,,Male,Victim of flood,Normal value,,Number,K04000001,0.0
2018,Number of deaths from exposure to forces of nature,,Male,Victim of flood,Normal value,,Number,K04000001,0.0
2019,Number of deaths from exposure to forces of nature,,Male,Victim of flood,Normal value,,Number,K04000001,0.0
2020,Number of deaths from exposure to forces of nature,,Male,Victim of flood,Normal value,,Number,K04000001,0.0
2021,Number of deaths from exposure to forces of nature,,Male,Victim of flood,Normal value,,Number,K04000001,0.0
2001,Number of deaths from exposure to forces of nature,England,,Victim of flood,Normal value,,Number,E92000001,0.0
2002,Number of deaths from exposure to forces of nature,England,,Victim of flood,Normal value,,Number,E92000001,0.0
2003,Number of deaths from exposure to forces of nature,England,,Victim of flood,Normal value,,Number,E92000001,0.0
2004,Number of deaths from exposure to forces of nature,England,,Victim of flood,Normal value,,Number,E92000001,0.0
2005,Number of deaths from exposure to forces of nature,England,,Victim of flood,Normal value,,Number,E92000001,2.0
2006,Number of deaths from exposure to forces of nature,England,,Victim of flood,Normal value,,Number,E92000001,0.0
2007,Number of deaths from exposure to forces of nature,England,,Victim of flood,Normal value,,Number,E92000001,0.0
2008,Number of deaths from exposure to forces of nature,England,,Victim of flood,Normal value,,Number,E92000001,2.0
2009,Number of deaths from exposure to forces of nature,England,,Victim of flood,Normal value,,Number,E92000001,0.0
2010,Number of deaths from exposure to forces of nature,England,,Victim of flood,Normal value,,Number,E92000001,0.0
2011,Number of deaths from exposure to forces of nature,England,,Victim of flood,Normal value,,Number,E92000001,0.0
2012,Number of deaths from exposure to forces of nature,England,,Victim of flood,Normal value,,Number,E92000001,0.0
2013,Number of deaths from exposure to forces of nature,England,,Victim of flood,Normal value,,Number,E92000001,0.0
2014,Number of deaths from exposure to forces of nature,England,,Victim of flood,Normal value,,Number,E92000001,0.0
2015,Number of deaths from exposure to forces of nature,England,,Victim of flood,Normal value,,Number,E92000001,0.0
2016,Number of deaths from exposure to forces of nature,England,,Victim of flood,Normal value,,Number,E92000001,1.0
2017,Number of deaths from exposure to forces of nature,England,,Victim of flood,Normal value,,Number,E92000001,0.0
2018,Number of deaths from exposure to forces of nature,England,,Victim of flood,Normal value,,Number,E92000001,0.0
2019,Number of deaths from exposure to forces of nature,England,,Victim of flood,Normal value,,Number,E92000001,0.0
2020,Number of deaths from exposure to forces of nature,England,,Victim of flood,Normal value,,Number,E92000001,0.0
2021,Number of deaths from exposure to forces of nature,England,,Victim of flood,Normal value,,Number,E92000001,0.0
2001,Number of deaths from exposure to forces of nature,England,Female,Victim of flood,Normal value,,Number,E92000001,0.0
2002,Number of deaths from exposure to forces of nature,England,Female,Victim of flood,Normal value,,Number,E92000001,0.0
2003,Number of deaths from exposure to forces of nature,England,Female,Victim of flood,Normal value,,Number,E92000001,0.0
2004,Number of deaths from exposure to forces of nature,England,Female,Victim of flood,Normal value,,Number,E92000001,0.0
2005,Number of deaths from exposure to forces of nature,England,Female,Victim of flood,Normal value,,Number,E92000001,2.0
2006,Number of deaths from exposure to forces of nature,England,Female,Victim of flood,Normal value,,Number,E92000001,0.0
2007,Number of deaths from exposure to forces of nature,England,Female,Victim of flood,Normal value,,Number,E92000001,0.0
2008,Number of deaths from exposure to forces of nature,England,Female,Victim of flood,Normal value,,Number,E92000001,0.0
2009,Number of deaths from exposure to forces of nature,England,Female,Victim of flood,Normal value,,Number,E92000001,0.0
2010,Number of deaths from exposure to forces of nature,England,Female,Victim of flood,Normal value,,Number,E92000001,0.0
2011,Number of deaths from exposure to forces of nature,England,Female,Victim of flood,Normal value,,Number,E92000001,0.0
2012,Number of deaths from exposure to forces of nature,England,Female,Victim of flood,Normal value,,Number,E92000001,0.0
2013,Number of deaths from exposure to forces of nature,England,Female,Victim of flood,Normal value,,Number,E92000001,0.0
2014,Number of deaths from exposure to forces of nature,England,Female,Victim of flood,Normal value,,Number,E92000001,0.0
2015,Number of deaths from exposure to forces of nature,England,Female,Victim of flood,Normal value,,Number,E92000001,0.0
2016,Number of deaths from exposure to forces of nature,England,Female,Victim of flood,Normal value,,Number,E92000001,1.0
2017,Number of deaths from exposure to forces of nature,England,Female,Victim of flood,Normal value,,Number,E92000001,0.0
2018,Number of deaths from exposure to forces of nature,England,Female,Victim of flood,Normal value,,Number,E92000001,0.0
2019,Number of deaths from exposure to forces of nature,England,Female,Victim of flood,Normal value,,Number,E92000001,0.0
2020,Number of deaths from exposure to forces of nature,England,Female,Victim of flood,Normal value,,Number,E92000001,0.0
2021,Number of deaths from exposure to forces of nature,England,Female,Victim of flood,Normal value,,Number,E92000001,0.0
2001,Number of deaths from exposure to forces of nature,England,Male,Victim of flood,Normal value,,Number,E92000001,0.0
2002,Number of deaths from exposure to forces of nature,England,Male,Victim of flood,Normal value,,Number,E92000001,0.0
2003,Number of deaths from exposure to forces of nature,England,Male,Victim of flood,Normal value,,Number,E92000001,0.0
2004,Number of deaths from exposure to forces of nature,England,Male,Victim of flood,Normal value,,Number,E92000001,0.0
2005,Number of deaths from exposure to forces of nature,England,Male,Victim of flood,Normal value,,Number,E92000001,0.0
2006,Number of deaths from exposure to forces of nature,England,Male,Victim of flood,Normal value,,Number,E92000001,0.0
2007,Number of deaths from exposure to forces of nature,England,Male,Victim of flood,Normal value,,Number,E92000001,0.0
2008,Number of deaths from exposure to forces of nature,England,Male,Victim of flood,Normal value,,Number,E92000001,2.0
2009,Number of deaths from exposure to forces of nature,England,Male,Victim of flood,Normal value,,Number,E92000001,0.0
2010,Number of deaths from exposure to forces of nature,England,Male,Victim of flood,Normal value,,Number,E92000001,0.0
2011,Number of deaths from exposure to forces of nature,England,Male,Victim of flood,Normal value,,Number,E92000001,0.0
2012,Number of deaths from exposure to forces of nature,England,Male,Victim of flood,Normal value,,Number,E92000001,0.0
2013,Number of deaths from exposure to forces of nature,England,Male,Victim of flood,Normal value,,Number,E92000001,0.0
2014,Number of deaths from exposure to forces of nature,England,Male,Victim of flood,Normal value,,Number,E92000001,0.0
2015,Number of deaths from exposure to forces of nature,England,Male,Victim of flood,Normal value,,Number,E92000001,0.0
2016,Number of deaths from exposure to forces of nature,England,Male,Victim of flood,Normal value,,Number,E92000001,0.0
2017,Number of deaths from exposure to forces of nature,England,Male,Victim of flood,Normal value,,Number,E92000001,0.0
2018,Number of deaths from exposure to forces of nature,England,Male,Victim of flood,Normal value,,Number,E92000001,0.0
2019,Number of deaths from exposure to forces of nature,England,Male,Victim of flood,Normal value,,Number,E92000001,0.0
2020,Number of deaths from exposure to forces of nature,England,Male,Victim of flood,Normal value,,Number,E92000001,0.0
2021,Number of deaths from exposure to forces of nature,England,Male,Victim of flood,Normal value,,Number,E92000001,0.0
2001,Number of deaths from exposure to forces of nature,Wales,,Victim of flood,Normal value,,Number,W92000004,0.0
2002,Number of deaths from exposure to forces of nature,Wales,,Victim of flood,Normal value,,Number,W92000004,0.0
2003,Number of deaths from exposure to forces of nature,Wales,,Victim of flood,Normal value,,Number,W92000004,0.0
2004,Number of deaths from exposure to forces of nature,Wales,,Victim of flood,Normal value,,Number,W92000004,0.0
2005,Number of deaths from exposure to forces of nature,Wales,,Victim of flood,Normal value,,Number,W92000004,0.0
2006,Number of deaths from exposure to forces of nature,Wales,,Victim of flood,Normal value,,Number,W92000004,0.0
2007,Number of deaths from exposure to forces of nature,Wales,,Victim of flood,Normal value,,Number,W92000004,0.0
2008,Number of deaths from exposure to forces of nature,Wales,,Victim of flood,Normal value,,Number,W92000004,0.0
2009,Number of deaths from exposure to forces of nature,Wales,,Victim of flood,Normal value,,Number,W92000004,0.0
2010,Number of deaths from exposure to forces of nature,Wales,,Victim of flood,Normal value,,Number,W92000004,0.0
2011,Number of deaths from exposure to forces of nature,Wales,,Victim of flood,Normal value,,Number,W92000004,0.0
2012,Number of deaths from exposure to forces of nature,Wales,,Victim of flood,Normal value,,Number,W92000004,0.0
2013,Number of deaths from exposure to forces of nature,Wales,,Victim of flood,Normal value,,Number,W92000004,0.0
2014,Number of deaths from exposure to forces of nature,Wales,,Victim of flood,Normal value,,Number,W92000004,0.0
2015,Number of deaths from exposure to forces of nature,Wales,,Victim of flood,Normal value,,Number,W92000004,0.0
2016,Number of deaths from exposure to forces of nature,Wales,,Victim of flood,Normal value,,Number,W92000004,0.0
2017,Number of deaths from exposure to forces of nature,Wales,,Victim of flood,Normal value,,Number,W92000004,0.0
2018,Number of deaths from exposure to forces of nature,Wales,,Victim of flood,Normal value,,Number,W92000004,0.0
2019,Number of deaths from exposure to forces of nature,Wales,,Victim of flood,Normal value,,Number,W92000004,0.0
2020,Number of deaths from exposure to forces of nature,Wales,,Victim of flood,Normal value,,Number,W92000004,0.0
2021,Number of deaths from exposure to forces of nature,Wales,,Victim of flood,Normal value,,Number,W92000004,0.0
2001,Number of deaths from exposure to forces of nature,Wales,Female,Victim of flood,Normal value,,Number,W92000004,0.0
2002,Number of deaths from exposure to forces of nature,Wales,Female,Victim of flood,Normal value,,Number,W92000004,0.0
2003,Number of deaths from exposure to forces of nature,Wales,Female,Victim of flood,Normal value,,Number,W92000004,0.0
2004,Number of deaths from exposure to forces of nature,Wales,Female,Victim of flood,Normal value,,Number,W92000004,0.0
2005,Number of deaths from exposure to forces of nature,Wales,Female,Victim of flood,Normal value,,Number,W92000004,0.0
2006,Number of deaths from exposure to forces of nature,Wales,Female,Victim of flood,Normal value,,Number,W92000004,0.0
2007,Number of deaths from exposure to forces of nature,Wales,Female,Victim of flood,Normal value,,Number,W92000004,0.0
2008,Number of deaths from exposure to forces of nature,Wales,Female,Victim of flood,Normal value,,Number,W92000004,0.0
2009,Number of deaths from exposure to forces of nature,Wales,Female,Victim of flood,Normal value,,Number,W92000004,0.0
2010,Number of deaths from exposure to forces of nature,Wales,Female,Victim of flood,Normal value,,Number,W92000004,0.0
2011,Number of deaths from exposure to forces of nature,Wales,Female,Victim of flood,Normal value,,Number,W92000004,0.0
2012,Number of deaths from exposure to forces of nature,Wales,Female,Victim of flood,Normal value,,Number,W92000004,0.0
2013,Number of deaths from exposure to forces of nature,Wales,Female,Victim of flood,Normal value,,Number,W92000004,0.0
2014,Number of deaths from exposure to forces of nature,Wales,Female,Victim of flood,Normal value,,Number,W92000004,0.0
2015,Number of deaths from exposure to forces of nature,Wales,Female,Victim of flood,Normal value,,Number,W92000004,0.0
2016,Number of deaths from exposure to forces of nature,Wales,Female,Victim of flood,Normal value,,Number,W92000004,0.0
2017,Number of deaths from exposure to forces of nature,Wales,Female,Victim of flood,Normal value,,Number,W92000004,0.0
2018,Number of deaths from exposure to forces of nature,Wales,Female,Victim of flood,Normal value,,Number,W92000004,0.0
2019,Number of deaths from exposure to forces of nature,Wales,Female,Victim of flood,Normal value,,Number,W92000004,0.0
2020,Number of deaths from exposure to forces of nature,Wales,Female,Victim of flood,Normal value,,Number,W92000004,0.0
2021,Number of deaths from exposure to forces of nature,Wales,Female,Victim of flood,Normal value,,Number,W92000004,0.0
2001,Number of deaths from exposure to forces of nature,Wales,Male,Victim of flood,Normal value,,Number,W92000004,0.0
2002,Number of deaths from exposure to forces of nature,Wales,Male,Victim of flood,Normal value,,Number,W92000004,0.0
2003,Number of deaths from exposure to forces of nature,Wales,Male,Victim of flood,Normal value,,Number,W92000004,0.0
2004,Number of deaths from exposure to forces of nature,Wales,Male,Victim of flood,Normal value,,Number,W92000004,0.0
2005,Number of deaths from exposure to forces of nature,Wales,Male,Victim of flood,Normal value,,Number,W92000004,0.0
2006,Number of deaths from exposure to forces of nature,Wales,Male,Victim of flood,Normal value,,Number,W92000004,0.0
2007,Number of deaths from exposure to forces of nature,Wales,Male,Victim of flood,Normal value,,Number,W92000004,0.0
2008,Number of deaths from exposure to forces of nature,Wales,Male,Victim of flood,Normal value,,Number,W92000004,0.0
2009,Number of deaths from exposure to forces of nature,Wales,Male,Victim of flood,Normal value,,Number,W92000004,0.0
2010,Number of deaths from exposure to forces of nature,Wales,Male,Victim of flood,Normal value,,Number,W92000004,0.0
2011,Number of deaths from exposure to forces of nature,Wales,Male,Victim of flood,Normal value,,Number,W92000004,0.0
2012,Number of deaths from exposure to forces of nature,Wales,Male,Victim of flood,Normal value,,Number,W92000004,0.0
2013,Number of deaths from exposure to forces of nature,Wales,Male,Victim of flood,Normal value,,Number,W92000004,0.0
2014,Number of deaths from exposure to forces of nature,Wales,Male,Victim of flood,Normal value,,Number,W92000004,0.0
2015,Number of deaths from exposure to forces of nature,Wales,Male,Victim of flood,Normal value,,Number,W92000004,0.0
2016,Number of deaths from exposure to forces of nature,Wales,Male,Victim of flood,Normal value,,Number,W92000004,0.0
2017,Number of deaths from exposure to forces of nature,Wales,Male,Victim of flood,Normal value,,Number,W92000004,0.0
2018,Number of deaths from exposure to forces of nature,Wales,Male,Victim of flood,Normal value,,Number,W92000004,0.0
2019,Number of deaths from exposure to forces of nature,Wales,Male,Victim of flood,Normal value,,Number,W92000004,0.0
2020,Number of deaths from exposure to forces of nature,Wales,Male,Victim of flood,Normal value,,Number,W92000004,0.0
2021,Number of deaths from exposure to forces of nature,Wales,Male,Victim of flood,Normal value,,Number,W92000004,0.0
2001,Number of deaths from exposure to forces of nature,,,Victim of lightning,Normal value,,Number,K04000001,0.0
2002,Number of deaths from exposure to forces of nature,,,Victim of lightning,Normal value,,Number,K04000001,0.0
2003,Number of deaths from exposure to forces of nature,,,Victim of lightning,Normal value,,Number,K04000001,2.0
2004,Number of deaths from exposure to forces of nature,,,Victim of lightning,Normal value,,Number,K04000001,1.0
2005,Number of deaths from exposure to forces of nature,,,Victim of lightning,Normal value,,Number,K04000001,2.0
2006,Number of deaths from exposure to forces of nature,,,Victim of lightning,Normal value,,Number,K04000001,1.0
2007,Number of deaths from exposure to forces of nature,,,Victim of lightning,Normal value,,Number,K04000001,2.0
2008,Number of deaths from exposure to forces of nature,,,Victim of lightning,Normal value,,Number,K04000001,0.0
2009,Number of deaths from exposure to forces of nature,,,Victim of lightning,Normal value,,Number,K04000001,1.0
2010,Number of deaths from exposure to forces of nature,,,Victim of lightning,Normal value,,Number,K04000001,0.0
2011,Number of deaths from exposure to forces of nature,,,Victim of lightning,Normal value,,Number,K04000001,0.0
2012,Number of deaths from exposure to forces of nature,,,Victim of lightning,Normal value,,Number,K04000001,1.0
2013,Number of deaths from exposure to forces of nature,,,Victim of lightning,Normal value,,Number,K04000001,1.0
2014,Number of deaths from exposure to forces of nature,,,Victim of lightning,Normal value,,Number,K04000001,2.0
2015,Number of deaths from exposure to forces of nature,,,Victim of lightning,Normal value,,Number,K04000001,2.0
2016,Number of deaths from exposure to forces of nature,,,Victim of lightning,Normal value,,Number,K04000001,0.0
2017,Number of deaths from exposure to forces of nature,,,Victim of lightning,Normal value,,Number,K04000001,2.0
2018,Number of deaths from exposure to forces of nature,,,Victim of lightning,Normal value,,Number,K04000001,0.0
2019,Number of deaths from exposure to forces of nature,,,Victim of lightning,Normal value,,Number,K04000001,0.0
2020,Number of deaths from exposure to forces of nature,,,Victim of lightning,Normal value,,Number,K04000001,0.0
2021,Number of deaths from exposure to forces of nature,,,Victim of lightning,Normal value,,Number,K04000001,2.0
2001,Number of deaths from exposure to forces of nature,,Female,Victim of lightning,Normal value,,Number,K04000001,0.0
2002,Number of deaths from exposure to forces of nature,,Female,Victim of lightning,Normal value,,Number,K04000001,0.0
2003,Number of deaths from exposure to forces of nature,,Female,Victim of lightning,Normal value,,Number,K04000001,0.0
2004,Number of deaths from exposure to forces of nature,,Female,Victim of lightning,Normal value,,Number,K04000001,0.0
2005,Number of deaths from exposure to forces of nature,,Female,Victim of lightning,Normal value,,Number,K04000001,0.0
2006,Number of deaths from exposure to forces of nature,,Female,Victim of lightning,Normal value,,Number,K04000001,0.0
2007,Number of deaths from exposure to forces of nature,,Female,Victim of lightning,Normal value,,Number,K04000001,1.0
2008,Number of deaths from exposure to forces of nature,,Female,Victim of lightning,Normal value,,Number,K04000001,0.0
2009,Number of deaths from exposure to forces of nature,,Female,Victim of lightning,Normal value,,Number,K04000001,0.0
2010,Number of deaths from exposure to forces of nature,,Female,Victim of lightning,Normal value,,Number,K04000001,0.0
2011,Number of deaths from exposure to forces of nature,,Female,Victim of lightning,Normal value,,Number,K04000001,0.0
2012,Number of deaths from exposure to forces of nature,,Female,Victim of lightning,Normal value,,Number,K04000001,0.0
2013,Number of deaths from exposure to forces of nature,,Female,Victim of lightning,Normal value,,Number,K04000001,1.0
2014,Number of deaths from exposure to forces of nature,,Female,Victim of lightning,Normal value,,Number,K04000001,0.0
2015,Number of deaths from exposure to forces of nature,,Female,Victim of lightning,Normal value,,Number,K04000001,0.0
2016,Number of deaths from exposure to forces of nature,,Female,Victim of lightning,Normal value,,Number,K04000001,0.0
2017,Number of deaths from exposure to forces of nature,,Female,Victim of lightning,Normal value,,Number,K04000001,1.0
2018,Number of deaths from exposure to forces of nature,,Female,Victim of lightning,Normal value,,Number,K04000001,0.0
2019,Number of deaths from exposure to forces of nature,,Female,Victim of lightning,Normal value,,Number,K04000001,0.0
2020,Number of deaths from exposure to forces of nature,,Female,Victim of lightning,Normal value,,Number,K04000001,0.0
2021,Number of deaths from exposure to forces of nature,,Female,Victim of lightning,Normal value,,Number,K04000001,1.0
2001,Number of deaths from exposure to forces of nature,,Male,Victim of lightning,Normal value,,Number,K04000001,0.0
2002,Number of deaths from exposure to forces of nature,,Male,Victim of lightning,Normal value,,Number,K04000001,0.0
2003,Number of deaths from exposure to forces of nature,,Male,Victim of lightning,Normal value,,Number,K04000001,2.0
2004,Number of deaths from exposure to forces of nature,,Male,Victim of lightning,Normal value,,Number,K04000001,1.0
2005,Number of deaths from exposure to forces of nature,,Male,Victim of lightning,Normal value,,Number,K04000001,2.0
2006,Number of deaths from exposure to forces of nature,,Male,Victim of lightning,Normal value,,Number,K04000001,1.0
2007,Number of deaths from exposure to forces of nature,,Male,Victim of lightning,Normal value,,Number,K04000001,1.0
2008,Number of deaths from exposure to forces of nature,,Male,Victim of lightning,Normal value,,Number,K04000001,0.0
2009,Number of deaths from exposure to forces of nature,,Male,Victim of lightning,Normal value,,Number,K04000001,1.0
2010,Number of deaths from exposure to forces of nature,,Male,Victim of lightning,Normal value,,Number,K04000001,0.0
2011,Number of deaths from exposure to forces of nature,,Male,Victim of lightning,Normal value,,Number,K04000001,0.0
2012,Number of deaths from exposure to forces of nature,,Male,Victim of lightning,Normal value,,Number,K04000001,1.0
2013,Number of deaths from exposure to forces of nature,,Male,Victim of lightning,Normal value,,Number,K04000001,0.0
2014,Number of deaths from exposure to forces of nature,,Male,Victim of lightning,Normal value,,Number,K04000001,2.0
2015,Number of deaths from exposure to forces of nature,,Male,Victim of lightning,Normal value,,Number,K04000001,2.0
2016,Number of deaths from exposure to forces of nature,,Male,Victim of lightning,Normal value,,Number,K04000001,0.0
2017,Number of deaths from exposure to forces of nature,,Male,Victim of lightning,Normal value,,Number,K04000001,1.0
2018,Number of deaths from exposure to forces of nature,,Male,Victim of lightning,Normal value,,Number,K04000001,0.0
2019,Number of deaths from exposure to forces of nature,,Male,Victim of lightning,Normal value,,Number,K04000001,0.0
2020,Number of deaths from exposure to forces of nature,,Male,Victim of lightning,Normal value,,Number,K04000001,0.0
2021,Number of deaths from exposure to forces of nature,,Male,Victim of lightning,Normal value,,Number,K04000001,1.0
2001,Number of deaths from exposure to forces of nature,England,,Victim of lightning,Normal value,,Number,E92000001,0.0
