Year,Series,Country,Sex,Cause of death,Observation status,Unit multiplier,Unit measure,GeoCode,Value
2005,,Male,Victim of cataclysmic storm,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2006,,Male,Victim of cataclysmic storm,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2007,,Male,Victim of cataclysmic storm,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2008,,Male,Victim of cataclysmic storm,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2009,,Male,Victim of cataclysmic storm,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2010,,Male,Victim of cataclysmic storm,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2011,,Male,Victim of cataclysmic storm,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2012,,Male,Victim of cataclysmic storm,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2013,,Male,Victim of cataclysmic storm,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2014,,Male,Victim of cataclysmic storm,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2015,,Male,Victim of cataclysmic storm,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2016,,Male,Victim of cataclysmic storm,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2017,,Male,Victim of cataclysmic storm,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2018,,Male,Victim of cataclysmic storm,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2001,,Male,Victim of cataclysmic storm,Undefined,Units,Number of Deaths,Number of Deaths,,0.0
2002,,Male,Victim of cataclysmic storm,Undefined,Units,Number of Deaths,Number of Deaths,,0.0
2003,,Male,Victim of cataclysmic storm,Undefined,Units,Number of Deaths,Number of Deaths,,0.0
2004,,Male,Victim of cataclysmic storm,Undefined,Units,Number of Deaths,Number of Deaths,,0.0
2005,,Male,Victim of cataclysmic storm,Undefined,Units,Number of Deaths,Number of Deaths,,2.0
2006,,Male,Victim of cataclysmic storm,Undefined,Units,Number of Deaths,Number of Deaths,,0.0
2007,,Male,Victim of cataclysmic storm,Undefined,Units,Number of Deaths,Number of Deaths,,0.0
2008,,Male,Victim of cataclysmic storm,Undefined,Units,Number of Deaths,Number of Deaths,,0.0
2009,,Male,Victim of cataclysmic storm,Undefined,Units,Number of Deaths,Number of Deaths,,0.0
2010,,Male,Victim of cataclysmic storm,Undefined,Units,Number of Deaths,Number of Deaths,,0.0
2011,,Male,Victim of cataclysmic storm,Undefined,Units,Number of Deaths,Number of Deaths,,0.0
2012,,Male,Victim of cataclysmic storm,Undefined,Units,Number of Deaths,Number of Deaths,,0.0
2013,,Male,Victim of cataclysmic storm,Undefined,Units,Number of Deaths,Number of Deaths,,0.0
2014,,Male,Victim of cataclysmic storm,Undefined,Units,Number of Deaths,Number of Deaths,,0.0
2015,,Male,Victim of cataclysmic storm,Undefined,Units,Number of Deaths,Number of Deaths,,0.0
2016,,Male,Victim of cataclysmic storm,Undefined,Units,Number of Deaths,Number of Deaths,,0.0
2017,,Male,Victim of cataclysmic storm,Undefined,Units,Number of Deaths,Number of Deaths,,0.0
2018,,Male,Victim of cataclysmic storm,Undefined,Units,Number of Deaths,Number of Deaths,,0.0
2001,,Male,Victim of earthquake,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2002,,Male,Victim of earthquake,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2003,,Male,Victim of earthquake,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2004,,Male,Victim of earthquake,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2005,,Male,Victim of earthquake,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2006,,Male,Victim of earthquake,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2007,,Male,Victim of earthquake,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2008,,Male,Victim of earthquake,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2009,,Male,Victim of earthquake,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2010,,Male,Victim of earthquake,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2011,,Male,Victim of earthquake,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2012,,Male,Victim of earthquake,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2013,,Male,Victim of earthquake,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2014,,Male,Victim of earthquake,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2015,,Male,Victim of earthquake,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2016,,Male,Victim of earthquake,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2017,,Male,Victim of earthquake,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2018,,Male,Victim of earthquake,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2001,,Male,Victim of earthquake,Undefined,Units,Number of Deaths,Number of Deaths,,0.0
2002,,Male,Victim of earthquake,Undefined,Units,Number of Deaths,Number of Deaths,,0.0
2003,,Male,Victim of earthquake,Undefined,Units,Number of Deaths,Number of Deaths,,0.0
2004,,Male,Victim of earthquake,Undefined,Units,Number of Deaths,Number of Deaths,,0.0
2005,,Male,Victim of earthquake,Undefined,Units,Number of Deaths,Number of Deaths,,0.0
2006,,Male,Victim of earthquake,Undefined,Units,Number of Deaths,Number of Deaths,,0.0
2007,,Male,Victim of earthquake,Undefined,Units,Number of Deaths,Number of Deaths,,0.0
2008,,Male,Victim of earthquake,Undefined,Units,Number of Deaths,Number of Deaths,,0.0
2009,,Male,Victim of earthquake,Undefined,Units,Number of Deaths,Number of Deaths,,0.0
2010,,Male,Victim of earthquake,Undefined,Units,Number of Deaths,Number of Deaths,,0.0
2011,,Male,Victim of earthquake,Undefined,Units,Number of Deaths,Number of Deaths,,0.0
2012,,Male,Victim of earthquake,Undefined,Units,Number of Deaths,Number of Deaths,,0.0
2013,,Male,Victim of earthquake,Undefined,Units,Number of Deaths,Number of Deaths,,0.0
2014,,Male,Victim of earthquake,Undefined,Units,Number of Deaths,Number of Deaths,,0.0
2015,,Male,Victim of earthquake,Undefined,Units,Number of Deaths,Number of Deaths,,0.0
2016,,Male,Victim of earthquake,Undefined,Units,Number of Deaths,Number of Deaths,,0.0
2017,,Male,Victim of earthquake,Undefined,Units,Number of Deaths,Number of Deaths,,0.0
2018,,Male,Victim of earthquake,Undefined,Units,Number of Deaths,Number of Deaths,,0.0
2001,,Male,Victim of flood,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2002,,Male,Victim of flood,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2003,,Male,Victim of flood,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2004,,Male,Victim of flood,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2005,,Male,Victim of flood,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2006,,Male,Victim of flood,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2007,,Male,Victim of flood,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2008,,Male,Victim of flood,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2009,,Male,Victim of flood,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2010,,Male,Victim of flood,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2011,,Male,Victim of flood,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2012,,Male,Victim of flood,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2013,,Male,Victim of flood,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2014,,Male,Victim of flood,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2015,,Male,Victim of flood,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2016,,Male,Victim of flood,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2017,,Male,Victim of flood,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2018,,Male,Victim of flood,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2001,,Male,Victim of flood,Undefined,Units,Number of Deaths,Number of Deaths,,0.0
2002,,Male,Victim of flood,Undefined,Units,Number of Deaths,Number of Deaths,,0.0
2003,,Male,Victim of flood,Undefined,Units,Number of Deaths,Number of Deaths,,0.0
2004,,Male,Victim of flood,Undefined,Units,Number of Deaths,Number of Deaths,,0.0
2005,,Male,Victim of flood,Undefined,Units,Number of Deaths,Number of Deaths,,0.0
2006,,Male,Victim of flood,Undefined,Units,Number of Deaths,Number of Deaths,,0.0
2007,,Male,Victim of flood,Undefined,Units,Number of Deaths,Number of Deaths,,0.0
2008,,Male,Victim of flood,Undefined,Units,Number of Deaths,Number of Deaths,,2.0
2009,,Male,Victim of flood,Undefined,Units,Number of Deaths,Number of Deaths,,0.0
2010,,Male,Victim of flood,Undefined,Units,Number of Deaths,Number of Deaths,,0.0
2011,,Male,Victim of flood,Undefined,Units,Number of Deaths,Number of Deaths,,0.0
2012,,Male,Victim of flood,Undefined,Units,Number of Deaths,Number of Deaths,,0.0
2013,,Male,Victim of flood,Undefined,Units,Number of Deaths,Number of Deaths,,0.0
2014,,Male,Victim of flood,Undefined,Units,Number of Deaths,Number of Deaths,,0.0
2015,,Male,Victim of flood,Undefined,Units,Number of Deaths,Number of Deaths,,0.0
2016,,Male,Victim of flood,Undefined,Units,Number of Deaths,Number of Deaths,,0.0
2017,,Male,Victim of flood,Undefined,Units,Number of Deaths,Number of Deaths,,0.0
2018,,Male,Victim of flood,Undefined,Units,Number of Deaths,Number of Deaths,,0.0
2001,,Male,Victim of lightning,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2002,,Male,Victim of lightning,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2003,,Male,Victim of lightning,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2004,,Male,Victim of lightning,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2005,,Male,Victim of lightning,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2006,,Male,Victim of lightning,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2007,,Male,Victim of lightning,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2008,,Male,Victim of lightning,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2009,,Male,Victim of lightning,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2010,,Male,Victim of lightning,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2011,,Male,Victim of lightning,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2012,,Male,Victim of lightning,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2013,,Male,Victim of lightning,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2014,,Male,Victim of lightning,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2015,,Male,Victim of lightning,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2016,,Male,Victim of lightning,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2017,,Male,Victim of lightning,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2018,,Male,Victim of lightning,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2001,,Male,Victim of lightning,Undefined,Units,Number of Deaths,Number of Deaths,,0.0
2002,,Male,Victim of lightning,Undefined,Units,Number of Deaths,Number of Deaths,,0.0
2003,,Male,Victim of lightning,Undefined,Units,Number of Deaths,Number of Deaths,,2.0
2004,,Male,Victim of lightning,Undefined,Units,Number of Deaths,Number of Deaths,,1.0
2005,,Male,Victim of lightning,Undefined,Units,Number of Deaths,Number of Deaths,,2.0
2006,,Male,Victim of lightning,Undefined,Units,Number of Deaths,Number of Deaths,,1.0
2007,,Male,Victim of lightning,Undefined,Units,Number of Deaths,Number of Deaths,,1.0
2008,,Male,Victim of lightning,Undefined,Units,Number of Deaths,Number of Deaths,,0.0
2009,,Male,Victim of lightning,Undefined,Units,Number of Deaths,Number of Deaths,,1.0
2010,,Male,Victim of lightning,Undefined,Units,Number of Deaths,Number of Deaths,,0.0
2011,,Male,Victim of lightning,Undefined,Units,Number of Deaths,Number of Deaths,,0.0
2012,,Male,Victim of lightning,Undefined,Units,Number of Deaths,Number of Deaths,,1.0
2013,,Male,Victim of lightning,Undefined,Units,Number of Deaths,Number of Deaths,,0.0
2014,,Male,Victim of lightning,Undefined,Units,Number of Deaths,Number of Deaths,,2.0
2015,,Male,Victim of lightning,Undefined,Units,Number of Deaths,Number of Deaths,,2.0
2016,,Male,Victim of lightning,Undefined,Units,Number of Deaths,Number of Deaths,,0.0
2017,,Male,Victim of lightning,Undefined,Units,Number of Deaths,Number of Deaths,,1.0
2018,,Male,Victim of lightning,Undefined,Units,Number of Deaths,Number of Deaths,,0.0
2001,,Male,Victim of volcanic eruption,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2002,,Male,Victim of volcanic eruption,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2003,,Male,Victim of volcanic eruption,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2004,,Male,Victim of volcanic eruption,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2005,,Male,Victim of volcanic eruption,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2006,,Male,Victim of volcanic eruption,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2007,,Male,Victim of volcanic eruption,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2008,,Male,Victim of volcanic eruption,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2009,,Male,Victim of volcanic eruption,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2010,,Male,Victim of volcanic eruption,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2011,,Male,Victim of volcanic eruption,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2012,,Male,Victim of volcanic eruption,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2013,,Male,Victim of volcanic eruption,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2014,,Male,Victim of volcanic eruption,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2015,,Male,Victim of volcanic eruption,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2016,,Male,Victim of volcanic eruption,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2017,,Male,Victim of volcanic eruption,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2018,,Male,Victim of volcanic eruption,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2001,,Male,Victim of volcanic eruption,Undefined,Units,Number of Deaths,Number of Deaths,,0.0
2002,,Male,Victim of volcanic eruption,Undefined,Units,Number of Deaths,Number of Deaths,,0.0
2003,,Male,Victim of volcanic eruption,Undefined,Units,Number of Deaths,Number of Deaths,,0.0
2004,,Male,Victim of volcanic eruption,Undefined,Units,Number of Deaths,Number of Deaths,,0.0
2005,,Male,Victim of volcanic eruption,Undefined,Units,Number of Deaths,Number of Deaths,,0.0
2006,,Male,Victim of volcanic eruption,Undefined,Units,Number of Deaths,Number of Deaths,,0.0
2007,,Male,Victim of volcanic eruption,Undefined,Units,Number of Deaths,Number of Deaths,,0.0
2008,,Male,Victim of volcanic eruption,Undefined,Units,Number of Deaths,Number of Deaths,,0.0
2009,,Male,Victim of volcanic eruption,Undefined,Units,Number of Deaths,Number of Deaths,,0.0
2010,,Male,Victim of volcanic eruption,Undefined,Units,Number of Deaths,Number of Deaths,,0.0
2011,,Male,Victim of volcanic eruption,Undefined,Units,Number of Deaths,Number of Deaths,,0.0
2012,,Male,Victim of volcanic eruption,Undefined,Units,Number of Deaths,Number of Deaths,,0.0
2013,,Male,Victim of volcanic eruption,Undefined,Units,Number of Deaths,Number of Deaths,,0.0
2014,,Male,Victim of volcanic eruption,Undefined,Units,Number of Deaths,Number of Deaths,,0.0
2015,,Male,Victim of volcanic eruption,Undefined,Units,Number of Deaths,Number of Deaths,,0.0
2016,,Male,Victim of volcanic eruption,Undefined,Units,Number of Deaths,Number of Deaths,,0.0
2017,,Male,Victim of volcanic eruption,Undefined,Units,Number of Deaths,Number of Deaths,,0.0
2018,,Male,Victim of volcanic eruption,Undefined,Units,Number of Deaths,Number of Deaths,,0.0
2001,,Male,,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.2502516397543186
2002,,Male,,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.20227073798245365
2003,,Male,,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.16631785686368075
2004,,Male,,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.1960624885750351
2005,,Male,,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.16771873324480327
2006,,Male,,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.1740225888886577
2007,,Male,,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.18748311714530108
2008,,Male,,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.17462822116151472
2009,,Male,,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.18804144875981135
2010,,Male,,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.24842236273267085
2011,,Male,,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.1592031909240287
2012,,Male,,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.15084373364961673
2013,,Male,,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.19964921632691363
2014,,Male,,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.13076741280314053
2015,,Male,,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.06303658359647313
2016,,Male,,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.11097640579188636
2017,,Male,,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.16195027830121603
2018,,Male,,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.09926322385523918
2001,,,Exposure to excessive natural cold,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.24064181233995172
2002,,,Exposure to excessive natural cold,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.1729967541436477
2003,,,Exposure to excessive natural cold,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.16835896431467176
2004,,,Exposure to excessive natural cold,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.16180005343917114
2005,,,Exposure to excessive natural cold,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.14558936188238683
2006,,,Exposure to excessive natural cold,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.15940433491562525
2007,,,Exposure to excessive natural cold,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.1820274816633973
2008,,,Exposure to excessive natural cold,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.1932835075194578
2009,,,Exposure to excessive natural cold,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.21001080596118568
2010,,,Exposure to excessive natural cold,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.23162935467900186
2011,,,Exposure to excessive natural cold,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.13530130987512454
2012,,,Exposure to excessive natural cold,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.13081648081180325
2013,,,Exposure to excessive natural cold,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.1580382771868112
2014,,,Exposure to excessive natural cold,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.11148145016603245
2015,,,Exposure to excessive natural cold,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.055281630278771615
2016,,,Exposure to excessive natural cold,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.06851518699927067
2017,,,Exposure to excessive natural cold,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.09192335056527329
2018,,,Exposure to excessive natural cold,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.08627133902540352
2001,,,Exposure to excessive natural cold,Undefined,Units,Number of Deaths,Number of Deaths,,126.0
2002,,,Exposure to excessive natural cold,Undefined,Units,Number of Deaths,Number of Deaths,,91.0
2003,,,Exposure to excessive natural cold,Undefined,Units,Number of Deaths,Number of Deaths,,89.0
2004,,,Exposure to excessive natural cold,Undefined,Units,Number of Deaths,Number of Deaths,,86.0
2005,,,Exposure to excessive natural cold,Undefined,Units,Number of Deaths,Number of Deaths,,78.0
2006,,,Exposure to excessive natural cold,Undefined,Units,Number of Deaths,Number of Deaths,,86.0
2007,,,Exposure to excessive natural cold,Undefined,Units,Number of Deaths,Number of Deaths,,99.0
2008,,,Exposure to excessive natural cold,Undefined,Units,Number of Deaths,Number of Deaths,,106.0
2009,,,Exposure to excessive natural cold,Undefined,Units,Number of Deaths,Number of Deaths,,116.0
2010,,,Exposure to excessive natural cold,Undefined,Units,Number of Deaths,Number of Deaths,,129.0
2011,,,Exposure to excessive natural cold,Undefined,Units,Number of Deaths,Number of Deaths,,76.0
2012,,,Exposure to excessive natural cold,Undefined,Units,Number of Deaths,Number of Deaths,,74.0
2013,,,Exposure to excessive natural cold,Undefined,Units,Number of Deaths,Number of Deaths,,90.0
2014,,,Exposure to excessive natural cold,Undefined,Units,Number of Deaths,Number of Deaths,,64.0
2015,,,Exposure to excessive natural cold,Undefined,Units,Number of Deaths,Number of Deaths,,32.0
2016,,,Exposure to excessive natural cold,Undefined,Units,Number of Deaths,Number of Deaths,,40.0
2017,,,Exposure to excessive natural cold,Undefined,Units,Number of Deaths,Number of Deaths,,54.0
2018,,,Exposure to excessive natural cold,Undefined,Units,Number of Deaths,Number of Deaths,,51.0
2001,,,Exposure to excessive natural heat,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2002,,,Exposure to excessive natural heat,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2003,,,Exposure to excessive natural heat,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2004,,,Exposure to excessive natural heat,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.00564418791066876
2005,,,Exposure to excessive natural heat,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2006,,,Exposure to excessive natural heat,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2007,,,Exposure to excessive natural heat,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2008,,,Exposure to excessive natural heat,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.005470287948663901
2009,,,Exposure to excessive natural heat,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2010,,,Exposure to excessive natural heat,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2011,,,Exposure to excessive natural heat,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2012,,,Exposure to excessive natural heat,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.007071161124962338
2013,,,Exposure to excessive natural heat,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2014,,,Exposure to excessive natural heat,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2015,,,Exposure to excessive natural heat,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.007071161124962338
2016,,,Exposure to excessive natural heat,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2017,,,Exposure to excessive natural heat,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.005182652838634839
2018,,,Exposure to excessive natural heat,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0034257593499635334
2001,,,Exposure to excessive natural heat,Undefined,Units,Number of Deaths,Number of Deaths,,0.0
2002,,,Exposure to excessive natural heat,Undefined,Units,Number of Deaths,Number of Deaths,,0.0
2003,,,Exposure to excessive natural heat,Undefined,Units,Number of Deaths,Number of Deaths,,1.0
2004,,,Exposure to excessive natural heat,Undefined,Units,Number of Deaths,Number of Deaths,,3.0
2005,,,Exposure to excessive natural heat,Undefined,Units,Number of Deaths,Number of Deaths,,1.0
2006,,,Exposure to excessive natural heat,Undefined,Units,Number of Deaths,Number of Deaths,,2.0
2007,,,Exposure to excessive natural heat,Undefined,Units,Number of Deaths,Number of Deaths,,1.0
2008,,,Exposure to excessive natural heat,Undefined,Units,Number of Deaths,Number of Deaths,,3.0
2009,,,Exposure to excessive natural heat,Undefined,Units,Number of Deaths,Number of Deaths,,1.0
2010,,,Exposure to excessive natural heat,Undefined,Units,Number of Deaths,Number of Deaths,,0.0
2011,,,Exposure to excessive natural heat,Undefined,Units,Number of Deaths,Number of Deaths,,1.0
2012,,,Exposure to excessive natural heat,Undefined,Units,Number of Deaths,Number of Deaths,,4.0
2013,,,Exposure to excessive natural heat,Undefined,Units,Number of Deaths,Number of Deaths,,1.0
2014,,,Exposure to excessive natural heat,Undefined,Units,Number of Deaths,Number of Deaths,,0.0
2015,,,Exposure to excessive natural heat,Undefined,Units,Number of Deaths,Number of Deaths,,3.0
2016,,,Exposure to excessive natural heat,Undefined,Units,Number of Deaths,Number of Deaths,,2.0
2017,,,Exposure to excessive natural heat,Undefined,Units,Number of Deaths,Number of Deaths,,8.0
2018,,,Exposure to excessive natural heat,Undefined,Units,Number of Deaths,Number of Deaths,,4.0
2001,,,Exposure to other and unspecified forces of nature,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2002,,,Exposure to other and unspecified forces of nature,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.007604252929391109
2003,,,Exposure to other and unspecified forces of nature,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2004,,,Exposure to other and unspecified forces of nature,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0094069798511146
2005,,,Exposure to other and unspecified forces of nature,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.009332651402717104
2006,,,Exposure to other and unspecified forces of nature,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.005560616334265997
2007,,,Exposure to other and unspecified forces of nature,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.01287063001660385
2008,,,Exposure to other and unspecified forces of nature,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.009117146581106501
2009,,,Exposure to other and unspecified forces of nature,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.010862627894544088
2010,,,Exposure to other and unspecified forces of nature,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
