Year,Units,Origin of tourist,Type of tourist,Type of expenditure,Unit measure,Unit multiplier,Observation status,Value
2014,Percentage (%) of gross domestic product (GDP),Domestic,,,Percentage (%),Units,Undefined,4.10658
2015,Percentage (%) of gross domestic product (GDP),Domestic,,Accommodation services for visitors,Percentage (%),Units,Undefined,0.46071999999999996
2015,Percentage (%) of gross domestic product (GDP),Domestic,,Food and beverage serving activities,Percentage (%),Units,Undefined,1.37916
2015,Percentage (%) of gross domestic product (GDP),Domestic,,Railway passenger transport services,Percentage (%),Units,Undefined,0.17197
2015,Percentage (%) of gross domestic product (GDP),Domestic,,Road passenger transport services,Percentage (%),Units,Undefined,0.06937
2015,Percentage (%) of gross domestic product (GDP),Domestic,,Water passenger transport services,Percentage (%),Units,Undefined,0.013340000000000001
2015,Percentage (%) of gross domestic product (GDP),Domestic,,Air passenger transport services,Percentage (%),Units,Undefined,0.05234
2015,Percentage (%) of gross domestic product (GDP),Domestic,,Transport equipment rental services,Percentage (%),Units,Undefined,0.02443
2015,Percentage (%) of gross domestic product (GDP),Domestic,,Travel agencies and other reservation services,Percentage (%),Units,Undefined,0.06176
2015,Percentage (%) of gross domestic product (GDP),Domestic,,Cultural activities,Percentage (%),Units,Undefined,0.20442000000000002
2015,Percentage (%) of gross domestic product (GDP),Domestic,,Sport and recreation activities,Percentage (%),Units,Undefined,0.25478
2015,Percentage (%) of gross domestic product (GDP),Domestic,,Exhibitions & Conferences etc.,Percentage (%),Units,Undefined,0.00859
2015,Percentage (%) of gross domestic product (GDP),Domestic,,Other consumption products,Percentage (%),Units,Undefined,1.42448
2015,Percentage (%) of gross domestic product (GDP),Domestic,,,Percentage (%),Units,Undefined,4.12535
2016,Percentage (%) of gross domestic product (GDP),Domestic,,Accommodation services for visitors,Percentage (%),Units,Undefined,0.45948999999999995
2016,Percentage (%) of gross domestic product (GDP),Domestic,,Food and beverage serving activities,Percentage (%),Units,Undefined,1.51165
2016,Percentage (%) of gross domestic product (GDP),Domestic,,Railway passenger transport services,Percentage (%),Units,Undefined,0.17598
2016,Percentage (%) of gross domestic product (GDP),Domestic,,Road passenger transport services,Percentage (%),Units,Undefined,0.007109999999999999
2016,Percentage (%) of gross domestic product (GDP),Domestic,,Water passenger transport services,Percentage (%),Units,Undefined,0.03481
2016,Percentage (%) of gross domestic product (GDP),Domestic,,Air passenger transport services,Percentage (%),Units,Undefined,0.10145
2016,Percentage (%) of gross domestic product (GDP),Domestic,,Transport equipment rental services,Percentage (%),Units,Undefined,0.06155
2016,Percentage (%) of gross domestic product (GDP),Domestic,,Travel agencies and other reservation services,Percentage (%),Units,Undefined,0.11283
2016,Percentage (%) of gross domestic product (GDP),Domestic,,Cultural activities,Percentage (%),Units,Undefined,0.36544
2016,Percentage (%) of gross domestic product (GDP),Domestic,,Sport and recreation activities,Percentage (%),Units,Undefined,0.19538
2016,Percentage (%) of gross domestic product (GDP),Domestic,,Exhibitions & Conferences etc.,Percentage (%),Units,Undefined,0.0182
2016,Percentage (%) of gross domestic product (GDP),Domestic,,Other consumption products,Percentage (%),Units,Undefined,1.69049
2016,Percentage (%) of gross domestic product (GDP),Domestic,,,Percentage (%),Units,Undefined,4.734380000000001
2013,Percentage (%) of gross domestic product (GDP),Outbound,Tourists (overnight visitors),Accommodation services for visitors,Percentage (%),Units,Undefined,0.03366
2013,Percentage (%) of gross domestic product (GDP),Outbound,Tourists (overnight visitors),Food and beverage serving activities,Percentage (%),Units,Undefined,0.03153
2013,Percentage (%) of gross domestic product (GDP),Outbound,Tourists (overnight visitors),Railway passenger transport services,Percentage (%),Units,Undefined,0.029869999999999997
2013,Percentage (%) of gross domestic product (GDP),Outbound,Tourists (overnight visitors),Road passenger transport services,Percentage (%),Units,Undefined,0.03782
2013,Percentage (%) of gross domestic product (GDP),Outbound,Tourists (overnight visitors),Water passenger transport services,Percentage (%),Units,Undefined,0.02087
2013,Percentage (%) of gross domestic product (GDP),Outbound,Tourists (overnight visitors),Air passenger transport services,Percentage (%),Units,Undefined,0.8590000000000001
2013,Percentage (%) of gross domestic product (GDP),Outbound,Tourists (overnight visitors),Transport equipment rental services,Percentage (%),Units,Undefined,0.0
2013,Percentage (%) of gross domestic product (GDP),Outbound,Tourists (overnight visitors),Travel agencies and other reservation services,Percentage (%),Units,Undefined,0.09083
2013,Percentage (%) of gross domestic product (GDP),Outbound,Tourists (overnight visitors),Cultural activities,Percentage (%),Units,Undefined,0.0
2013,Percentage (%) of gross domestic product (GDP),Outbound,Tourists (overnight visitors),Sport and recreation activities,Percentage (%),Units,Undefined,0.0
2013,Percentage (%) of gross domestic product (GDP),Outbound,Tourists (overnight visitors),Exhibitions & Conferences etc.,Percentage (%),Units,Undefined,0.0
2013,Percentage (%) of gross domestic product (GDP),Outbound,Tourists (overnight visitors),Other consumption products,Percentage (%),Units,Undefined,0.31895999999999997
2013,Percentage (%) of gross domestic product (GDP),Outbound,Tourists (overnight visitors),,Percentage (%),Units,Undefined,1.42254
2014,Percentage (%) of gross domestic product (GDP),Outbound,Tourists (overnight visitors),Accommodation services for visitors,Percentage (%),Units,Undefined,0.03605
2014,Percentage (%) of gross domestic product (GDP),Outbound,Tourists (overnight visitors),Food and beverage serving activities,Percentage (%),Units,Undefined,0.03223
2014,Percentage (%) of gross domestic product (GDP),Outbound,Tourists (overnight visitors),Railway passenger transport services,Percentage (%),Units,Undefined,0.0307
2014,Percentage (%) of gross domestic product (GDP),Outbound,Tourists (overnight visitors),Road passenger transport services,Percentage (%),Units,Undefined,0.03877
2014,Percentage (%) of gross domestic product (GDP),Outbound,Tourists (overnight visitors),Water passenger transport services,Percentage (%),Units,Undefined,0.02275
2014,Percentage (%) of gross domestic product (GDP),Outbound,Tourists (overnight visitors),Air passenger transport services,Percentage (%),Units,Undefined,0.8543299999999999
2014,Percentage (%) of gross domestic product (GDP),Outbound,Tourists (overnight visitors),Transport equipment rental services,Percentage (%),Units,Undefined,0.0
2014,Percentage (%) of gross domestic product (GDP),Outbound,Tourists (overnight visitors),Travel agencies and other reservation services,Percentage (%),Units,Undefined,0.08822999999999999
2014,Percentage (%) of gross domestic product (GDP),Outbound,Tourists (overnight visitors),Cultural activities,Percentage (%),Units,Undefined,0.0
2014,Percentage (%) of gross domestic product (GDP),Outbound,Tourists (overnight visitors),Sport and recreation activities,Percentage (%),Units,Undefined,0.0
2014,Percentage (%) of gross domestic product (GDP),Outbound,Tourists (overnight visitors),Exhibitions & Conferences etc.,Percentage (%),Units,Undefined,0.0
2014,Percentage (%) of gross domestic product (GDP),Outbound,Tourists (overnight visitors),Other consumption products,Percentage (%),Units,Undefined,0.33685
2014,Percentage (%) of gross domestic product (GDP),Outbound,Tourists (overnight visitors),,Percentage (%),Units,Undefined,1.43991
2015,Percentage (%) of gross domestic product (GDP),Outbound,Tourists (overnight visitors),Accommodation services for visitors,Percentage (%),Units,Undefined,0.039169999999999996
2015,Percentage (%) of gross domestic product (GDP),Outbound,Tourists (overnight visitors),Food and beverage serving activities,Percentage (%),Units,Undefined,0.03628
2015,Percentage (%) of gross domestic product (GDP),Outbound,Tourists (overnight visitors),Railway passenger transport services,Percentage (%),Units,Undefined,0.030619999999999998
2015,Percentage (%) of gross domestic product (GDP),Outbound,Tourists (overnight visitors),Road passenger transport services,Percentage (%),Units,Undefined,0.043019999999999996
2015,Percentage (%) of gross domestic product (GDP),Outbound,Tourists (overnight visitors),Water passenger transport services,Percentage (%),Units,Undefined,0.0191
2015,Percentage (%) of gross domestic product (GDP),Outbound,Tourists (overnight visitors),Air passenger transport services,Percentage (%),Units,Undefined,0.8658399999999999
2015,Percentage (%) of gross domestic product (GDP),Outbound,Tourists (overnight visitors),Transport equipment rental services,Percentage (%),Units,Undefined,0.0
2015,Percentage (%) of gross domestic product (GDP),Outbound,Tourists (overnight visitors),Travel agencies and other reservation services,Percentage (%),Units,Undefined,0.09247999999999999
2015,Percentage (%) of gross domestic product (GDP),Outbound,Tourists (overnight visitors),Cultural activities,Percentage (%),Units,Undefined,0.0
2015,Percentage (%) of gross domestic product (GDP),Outbound,Tourists (overnight visitors),Sport and recreation activities,Percentage (%),Units,Undefined,0.0
2015,Percentage (%) of gross domestic product (GDP),Outbound,Tourists (overnight visitors),Exhibitions & Conferences etc.,Percentage (%),Units,Undefined,0.0
2015,Percentage (%) of gross domestic product (GDP),Outbound,Tourists (overnight visitors),Other consumption products,Percentage (%),Units,Undefined,0.36261
2015,Percentage (%) of gross domestic product (GDP),Outbound,Tourists (overnight visitors),,Percentage (%),Units,Undefined,1.48912
2016,Percentage (%) of gross domestic product (GDP),Outbound,Tourists (overnight visitors),Accommodation services for visitors,Percentage (%),Units,Undefined,0.04258
2016,Percentage (%) of gross domestic product (GDP),Outbound,Tourists (overnight visitors),Food and beverage serving activities,Percentage (%),Units,Undefined,0.0441
2016,Percentage (%) of gross domestic product (GDP),Outbound,Tourists (overnight visitors),Railway passenger transport services,Percentage (%),Units,Undefined,0.03793
2016,Percentage (%) of gross domestic product (GDP),Outbound,Tourists (overnight visitors),Road passenger transport services,Percentage (%),Units,Undefined,0.059160000000000004
2016,Percentage (%) of gross domestic product (GDP),Outbound,Tourists (overnight visitors),Water passenger transport services,Percentage (%),Units,Undefined,0.02229
2016,Percentage (%) of gross domestic product (GDP),Outbound,Tourists (overnight visitors),Air passenger transport services,Percentage (%),Units,Undefined,0.8781200000000001
2016,Percentage (%) of gross domestic product (GDP),Outbound,Tourists (overnight visitors),Transport equipment rental services,Percentage (%),Units,Undefined,0.0
2016,Percentage (%) of gross domestic product (GDP),Outbound,Tourists (overnight visitors),Travel agencies and other reservation services,Percentage (%),Units,Undefined,0.09562000000000001
2016,Percentage (%) of gross domestic product (GDP),Outbound,Tourists (overnight visitors),Cultural activities,Percentage (%),Units,Undefined,0.0
2016,Percentage (%) of gross domestic product (GDP),Outbound,Tourists (overnight visitors),Sport and recreation activities,Percentage (%),Units,Undefined,0.0
2016,Percentage (%) of gross domestic product (GDP),Outbound,Tourists (overnight visitors),Exhibitions & Conferences etc.,Percentage (%),Units,Undefined,0.0
2016,Percentage (%) of gross domestic product (GDP),Outbound,Tourists (overnight visitors),Other consumption products,Percentage (%),Units,Undefined,0.46111
2016,Percentage (%) of gross domestic product (GDP),Outbound,Tourists (overnight visitors),,Percentage (%),Units,Undefined,1.6409
2013,Percentage (%) of gross domestic product (GDP),Outbound,Excursionists (same-day visitors),Accommodation services for visitors,Percentage (%),Units,Undefined,0.0
2013,Percentage (%) of gross domestic product (GDP),Outbound,Excursionists (same-day visitors),Food and beverage serving activities,Percentage (%),Units,Undefined,0.00018
2013,Percentage (%) of gross domestic product (GDP),Outbound,Excursionists (same-day visitors),Railway passenger transport services,Percentage (%),Units,Undefined,0.00268
2013,Percentage (%) of gross domestic product (GDP),Outbound,Excursionists (same-day visitors),Road passenger transport services,Percentage (%),Units,Undefined,0.00021
2013,Percentage (%) of gross domestic product (GDP),Outbound,Excursionists (same-day visitors),Water passenger transport services,Percentage (%),Units,Undefined,0.0018
2013,Percentage (%) of gross domestic product (GDP),Outbound,Excursionists (same-day visitors),Air passenger transport services,Percentage (%),Units,Undefined,0.00734
2013,Percentage (%) of gross domestic product (GDP),Outbound,Excursionists (same-day visitors),Transport equipment rental services,Percentage (%),Units,Undefined,0.0
2013,Percentage (%) of gross domestic product (GDP),Outbound,Excursionists (same-day visitors),Travel agencies and other reservation services,Percentage (%),Units,Undefined,0.0
2013,Percentage (%) of gross domestic product (GDP),Outbound,Excursionists (same-day visitors),Cultural activities,Percentage (%),Units,Undefined,0.0
2013,Percentage (%) of gross domestic product (GDP),Outbound,Excursionists (same-day visitors),Sport and recreation activities,Percentage (%),Units,Undefined,0.0
2013,Percentage (%) of gross domestic product (GDP),Outbound,Excursionists (same-day visitors),Exhibitions & Conferences etc.,Percentage (%),Units,Undefined,0.0
2013,Percentage (%) of gross domestic product (GDP),Outbound,Excursionists (same-day visitors),Other consumption products,Percentage (%),Units,Undefined,0.0018100000000000002
2013,Percentage (%) of gross domestic product (GDP),Outbound,Excursionists (same-day visitors),,Percentage (%),Units,Undefined,0.01402
2014,Percentage (%) of gross domestic product (GDP),Outbound,Excursionists (same-day visitors),Accommodation services for visitors,Percentage (%),Units,Undefined,0.0
2014,Percentage (%) of gross domestic product (GDP),Outbound,Excursionists (same-day visitors),Food and beverage serving activities,Percentage (%),Units,Undefined,0.00018
2014,Percentage (%) of gross domestic product (GDP),Outbound,Excursionists (same-day visitors),Railway passenger transport services,Percentage (%),Units,Undefined,0.004379999999999999
2014,Percentage (%) of gross domestic product (GDP),Outbound,Excursionists (same-day visitors),Road passenger transport services,Percentage (%),Units,Undefined,0.00021
2014,Percentage (%) of gross domestic product (GDP),Outbound,Excursionists (same-day visitors),Water passenger transport services,Percentage (%),Units,Undefined,0.0006900000000000001
2014,Percentage (%) of gross domestic product (GDP),Outbound,Excursionists (same-day visitors),Air passenger transport services,Percentage (%),Units,Undefined,0.00626
2014,Percentage (%) of gross domestic product (GDP),Outbound,Excursionists (same-day visitors),Transport equipment rental services,Percentage (%),Units,Undefined,0.0
2014,Percentage (%) of gross domestic product (GDP),Outbound,Excursionists (same-day visitors),Travel agencies and other reservation services,Percentage (%),Units,Undefined,0.0
2014,Percentage (%) of gross domestic product (GDP),Outbound,Excursionists (same-day visitors),Cultural activities,Percentage (%),Units,Undefined,0.0
2014,Percentage (%) of gross domestic product (GDP),Outbound,Excursionists (same-day visitors),Sport and recreation activities,Percentage (%),Units,Undefined,0.0
2014,Percentage (%) of gross domestic product (GDP),Outbound,Excursionists (same-day visitors),Exhibitions & Conferences etc.,Percentage (%),Units,Undefined,0.0
2014,Percentage (%) of gross domestic product (GDP),Outbound,Excursionists (same-day visitors),Other consumption products,Percentage (%),Units,Undefined,0.00185
2014,Percentage (%) of gross domestic product (GDP),Outbound,Excursionists (same-day visitors),,Percentage (%),Units,Undefined,0.013580000000000002
2015,Percentage (%) of gross domestic product (GDP),Outbound,Excursionists (same-day visitors),Accommodation services for visitors,Percentage (%),Units,Undefined,0.0
2015,Percentage (%) of gross domestic product (GDP),Outbound,Excursionists (same-day visitors),Food and beverage serving activities,Percentage (%),Units,Undefined,0.00016
2015,Percentage (%) of gross domestic product (GDP),Outbound,Excursionists (same-day visitors),Railway passenger transport services,Percentage (%),Units,Undefined,0.00227
2015,Percentage (%) of gross domestic product (GDP),Outbound,Excursionists (same-day visitors),Road passenger transport services,Percentage (%),Units,Undefined,0.00018999999999999998
2015,Percentage (%) of gross domestic product (GDP),Outbound,Excursionists (same-day visitors),Water passenger transport services,Percentage (%),Units,Undefined,0.00047000000000000004
2015,Percentage (%) of gross domestic product (GDP),Outbound,Excursionists (same-day visitors),Air passenger transport services,Percentage (%),Units,Undefined,0.00643
2015,Percentage (%) of gross domestic product (GDP),Outbound,Excursionists (same-day visitors),Transport equipment rental services,Percentage (%),Units,Undefined,0.0
2015,Percentage (%) of gross domestic product (GDP),Outbound,Excursionists (same-day visitors),Travel agencies and other reservation services,Percentage (%),Units,Undefined,0.0
2015,Percentage (%) of gross domestic product (GDP),Outbound,Excursionists (same-day visitors),Cultural activities,Percentage (%),Units,Undefined,0.0
2015,Percentage (%) of gross domestic product (GDP),Outbound,Excursionists (same-day visitors),Sport and recreation activities,Percentage (%),Units,Undefined,0.0
2015,Percentage (%) of gross domestic product (GDP),Outbound,Excursionists (same-day visitors),Exhibitions & Conferences etc.,Percentage (%),Units,Undefined,0.0
2015,Percentage (%) of gross domestic product (GDP),Outbound,Excursionists (same-day visitors),Other consumption products,Percentage (%),Units,Undefined,0.0016300000000000002
2015,Percentage (%) of gross domestic product (GDP),Outbound,Excursionists (same-day visitors),,Percentage (%),Units,Undefined,0.01115
2016,Percentage (%) of gross domestic product (GDP),Outbound,Excursionists (same-day visitors),Accommodation services for visitors,Percentage (%),Units,Undefined,0.0
2016,Percentage (%) of gross domestic product (GDP),Outbound,Excursionists (same-day visitors),Food and beverage serving activities,Percentage (%),Units,Undefined,0.00016999999999999999
2016,Percentage (%) of gross domestic product (GDP),Outbound,Excursionists (same-day visitors),Railway passenger transport services,Percentage (%),Units,Undefined,0.00214
2016,Percentage (%) of gross domestic product (GDP),Outbound,Excursionists (same-day visitors),Road passenger transport services,Percentage (%),Units,Undefined,0.00022999999999999998
2016,Percentage (%) of gross domestic product (GDP),Outbound,Excursionists (same-day visitors),Water passenger transport services,Percentage (%),Units,Undefined,0.0006900000000000001
2016,Percentage (%) of gross domestic product (GDP),Outbound,Excursionists (same-day visitors),Air passenger transport services,Percentage (%),Units,Undefined,0.00586
2016,Percentage (%) of gross domestic product (GDP),Outbound,Excursionists (same-day visitors),Transport equipment rental services,Percentage (%),Units,Undefined,0.0
2016,Percentage (%) of gross domestic product (GDP),Outbound,Excursionists (same-day visitors),Travel agencies and other reservation services,Percentage (%),Units,Undefined,0.0
2016,Percentage (%) of gross domestic product (GDP),Outbound,Excursionists (same-day visitors),Cultural activities,Percentage (%),Units,Undefined,0.0
2016,Percentage (%) of gross domestic product (GDP),Outbound,Excursionists (same-day visitors),Sport and recreation activities,Percentage (%),Units,Undefined,0.0
2016,Percentage (%) of gross domestic product (GDP),Outbound,Excursionists (same-day visitors),Exhibitions & Conferences etc.,Percentage (%),Units,Undefined,0.0
2016,Percentage (%) of gross domestic product (GDP),Outbound,Excursionists (same-day visitors),Other consumption products,Percentage (%),Units,Undefined,0.0017800000000000001
2016,Percentage (%) of gross domestic product (GDP),Outbound,Excursionists (same-day visitors),,Percentage (%),Units,Undefined,0.010879999999999999
2013,Percentage (%) of gross domestic product (GDP),Outbound,,Accommodation services for visitors,Percentage (%),Units,Undefined,0.03366
2013,Percentage (%) of gross domestic product (GDP),Outbound,,Food and beverage serving activities,Percentage (%),Units,Undefined,0.03171
2013,Percentage (%) of gross domestic product (GDP),Outbound,,Railway passenger transport services,Percentage (%),Units,Undefined,0.03255
2013,Percentage (%) of gross domestic product (GDP),Outbound,,Road passenger transport services,Percentage (%),Units,Undefined,0.03803
2013,Percentage (%) of gross domestic product (GDP),Outbound,,Water passenger transport services,Percentage (%),Units,Undefined,0.02267
2013,Percentage (%) of gross domestic product (GDP),Outbound,,Air passenger transport services,Percentage (%),Units,Undefined,0.86634
2013,Percentage (%) of gross domestic product (GDP),Outbound,,Transport equipment rental services,Percentage (%),Units,Undefined,0.0
2013,Percentage (%) of gross domestic product (GDP),Outbound,,Travel agencies and other reservation services,Percentage (%),Units,Undefined,0.09083
2013,Percentage (%) of gross domestic product (GDP),Outbound,,Cultural activities,Percentage (%),Units,Undefined,0.0
2013,Percentage (%) of gross domestic product (GDP),Outbound,,Sport and recreation activities,Percentage (%),Units,Undefined,0.0
2013,Percentage (%) of gross domestic product (GDP),Outbound,,Exhibitions & Conferences etc.,Percentage (%),Units,Undefined,0.0
2013,Percentage (%) of gross domestic product (GDP),Outbound,,Other consumption products,Percentage (%),Units,Undefined,0.32077
2013,Percentage (%) of gross domestic product (GDP),Outbound,,,Percentage (%),Units,Undefined,1.43656
2014,Percentage (%) of gross domestic product (GDP),Outbound,,Accommodation services for visitors,Percentage (%),Units,Undefined,0.03605
2014,Percentage (%) of gross domestic product (GDP),Outbound,,Food and beverage serving activities,Percentage (%),Units,Undefined,0.03241
2014,Percentage (%) of gross domestic product (GDP),Outbound,,Railway passenger transport services,Percentage (%),Units,Undefined,0.03508
2014,Percentage (%) of gross domestic product (GDP),Outbound,,Road passenger transport services,Percentage (%),Units,Undefined,0.03898
2014,Percentage (%) of gross domestic product (GDP),Outbound,,Water passenger transport services,Percentage (%),Units,Undefined,0.02344
2014,Percentage (%) of gross domestic product (GDP),Outbound,,Air passenger transport services,Percentage (%),Units,Undefined,0.86059
2014,Percentage (%) of gross domestic product (GDP),Outbound,,Transport equipment rental services,Percentage (%),Units,Undefined,0.0
2014,Percentage (%) of gross domestic product (GDP),Outbound,,Travel agencies and other reservation services,Percentage (%),Units,Undefined,0.08822999999999999
2014,Percentage (%) of gross domestic product (GDP),Outbound,,Cultural activities,Percentage (%),Units,Undefined,0.0
2014,Percentage (%) of gross domestic product (GDP),Outbound,,Sport and recreation activities,Percentage (%),Units,Undefined,0.0
2014,Percentage (%) of gross domestic product (GDP),Outbound,,Exhibitions & Conferences etc.,Percentage (%),Units,Undefined,0.0
2014,Percentage (%) of gross domestic product (GDP),Outbound,,Other consumption products,Percentage (%),Units,Undefined,0.33871
2014,Percentage (%) of gross domestic product (GDP),Outbound,,,Percentage (%),Units,Undefined,1.45349
2015,Percentage (%) of gross domestic product (GDP),Outbound,,Accommodation services for visitors,Percentage (%),Units,Undefined,0.039169999999999996
2015,Percentage (%) of gross domestic product (GDP),Outbound,,Food and beverage serving activities,Percentage (%),Units,Undefined,0.03644
2015,Percentage (%) of gross domestic product (GDP),Outbound,,Railway passenger transport services,Percentage (%),Units,Undefined,0.032889999999999996
2015,Percentage (%) of gross domestic product (GDP),Outbound,,Road passenger transport services,Percentage (%),Units,Undefined,0.043210000000000005
2015,Percentage (%) of gross domestic product (GDP),Outbound,,Water passenger transport services,Percentage (%),Units,Undefined,0.01957
2015,Percentage (%) of gross domestic product (GDP),Outbound,,Air passenger transport services,Percentage (%),Units,Undefined,0.8722700000000001
2015,Percentage (%) of gross domestic product (GDP),Outbound,,Transport equipment rental services,Percentage (%),Units,Undefined,0.0
2015,Percentage (%) of gross domestic product (GDP),Outbound,,Travel agencies and other reservation services,Percentage (%),Units,Undefined,0.09247999999999999
2015,Percentage (%) of gross domestic product (GDP),Outbound,,Cultural activities,Percentage (%),Units,Undefined,0.0
2015,Percentage (%) of gross domestic product (GDP),Outbound,,Sport and recreation activities,Percentage (%),Units,Undefined,0.0
2015,Percentage (%) of gross domestic product (GDP),Outbound,,Exhibitions & Conferences etc.,Percentage (%),Units,Undefined,0.0
2015,Percentage (%) of gross domestic product (GDP),Outbound,,Other consumption products,Percentage (%),Units,Undefined,0.36424
2015,Percentage (%) of gross domestic product (GDP),Outbound,,,Percentage (%),Units,Undefined,1.50027
2016,Percentage (%) of gross domestic product (GDP),Outbound,,Accommodation services for visitors,Percentage (%),Units,Undefined,0.04258
2016,Percentage (%) of gross domestic product (GDP),Outbound,,Food and beverage serving activities,Percentage (%),Units,Undefined,0.04427
2016,Percentage (%) of gross domestic product (GDP),Outbound,,Railway passenger transport services,Percentage (%),Units,Undefined,0.04007
2016,Percentage (%) of gross domestic product (GDP),Outbound,,Road passenger transport services,Percentage (%),Units,Undefined,0.05939
2016,Percentage (%) of gross domestic product (GDP),Outbound,,Water passenger transport services,Percentage (%),Units,Undefined,0.02298
2016,Percentage (%) of gross domestic product (GDP),Outbound,,Air passenger transport services,Percentage (%),Units,Undefined,0.8839799999999999
2016,Percentage (%) of gross domestic product (GDP),Outbound,,Transport equipment rental services,Percentage (%),Units,Undefined,0.0
2016,Percentage (%) of gross domestic product (GDP),Outbound,,Travel agencies and other reservation services,Percentage (%),Units,Undefined,0.09562000000000001
2016,Percentage (%) of gross domestic product (GDP),Outbound,,Cultural activities,Percentage (%),Units,Undefined,0.0
2016,Percentage (%) of gross domestic product (GDP),Outbound,,Sport and recreation activities,Percentage (%),Units,Undefined,0.0
2016,Percentage (%) of gross domestic product (GDP),Outbound,,Exhibitions & Conferences etc.,Percentage (%),Units,Undefined,0.0
2016,Percentage (%) of gross domestic product (GDP),Outbound,,Other consumption products,Percentage (%),Units,Undefined,0.46288999999999997
2016,Percentage (%) of gross domestic product (GDP),Outbound,,,Percentage (%),Units,Undefined,1.65178
2013,Percentage (%) of gross domestic product (GDP),,Tourists (overnight visitors),Accommodation services for visitors,Percentage (%),Units,Undefined,0.7804399999999999
2013,Percentage (%) of gross domestic product (GDP),,Tourists (overnight visitors),Food and beverage serving activities,Percentage (%),Units,Undefined,0.49596999999999997
2013,Percentage (%) of gross domestic product (GDP),,Tourists (overnight visitors),Railway passenger transport services,Percentage (%),Units,Undefined,0.09927000000000001
2013,Percentage (%) of gross domestic product (GDP),,Tourists (overnight visitors),Road passenger transport services,Percentage (%),Units,Undefined,0.08063
2013,Percentage (%) of gross domestic product (GDP),,Tourists (overnight visitors),Water passenger transport services,Percentage (%),Units,Undefined,0.056029999999999996
2013,Percentage (%) of gross domestic product (GDP),,Tourists (overnight visitors),Air passenger transport services,Percentage (%),Units,Undefined,1.0322
2013,Percentage (%) of gross domestic product (GDP),,Tourists (overnight visitors),Transport equipment rental services,Percentage (%),Units,Undefined,0.01805
2013,Percentage (%) of gross domestic product (GDP),,Tourists (overnight visitors),Travel agencies and other reservation services,Percentage (%),Units,Undefined,0.14865
2013,Percentage (%) of gross domestic product (GDP),,Tourists (overnight visitors),Cultural activities,Percentage (%),Units,Undefined,0.059660000000000005
2013,Percentage (%) of gross domestic product (GDP),,Tourists (overnight visitors),Sport and recreation activities,Percentage (%),Units,Undefined,0.04041
2013,Percentage (%) of gross domestic product (GDP),,Tourists (overnight visitors),Exhibitions & Conferences etc.,Percentage (%),Units,Undefined,0.01206
2013,Percentage (%) of gross domestic product (GDP),,Tourists (overnight visitors),Other consumption products,Percentage (%),Units,Undefined,1.24053
2013,Percentage (%) of gross domestic product (GDP),,Tourists (overnight visitors),,Percentage (%),Units,Undefined,4.06389
2014,Percentage (%) of gross domestic product (GDP),,Tourists (overnight visitors),Accommodation services for visitors,Percentage (%),Units,Undefined,0.77747
2014,Percentage (%) of gross domestic product (GDP),,Tourists (overnight visitors),Food and beverage serving activities,Percentage (%),Units,Undefined,0.48401000000000005
2014,Percentage (%) of gross domestic product (GDP),,Tourists (overnight visitors),Railway passenger transport services,Percentage (%),Units,Undefined,0.09235
2014,Percentage (%) of gross domestic product (GDP),,Tourists (overnight visitors),Road passenger transport services,Percentage (%),Units,Undefined,0.08107
2014,Percentage (%) of gross domestic product (GDP),,Tourists (overnight visitors),Water passenger transport services,Percentage (%),Units,Undefined,0.04844
2014,Percentage (%) of gross domestic product (GDP),,Tourists (overnight visitors),Air passenger transport services,Percentage (%),Units,Undefined,1.03746
2014,Percentage (%) of gross domestic product (GDP),,Tourists (overnight visitors),Transport equipment rental services,Percentage (%),Units,Undefined,0.01796
2014,Percentage (%) of gross domestic product (GDP),,Tourists (overnight visitors),Travel agencies and other reservation services,Percentage (%),Units,Undefined,0.1444
2014,Percentage (%) of gross domestic product (GDP),,Tourists (overnight visitors),Cultural activities,Percentage (%),Units,Undefined,0.05728
2014,Percentage (%) of gross domestic product (GDP),,Tourists (overnight visitors),Sport and recreation activities,Percentage (%),Units,Undefined,0.03506
2014,Percentage (%) of gross domestic product (GDP),,Tourists (overnight visitors),Exhibitions & Conferences etc.,Percentage (%),Units,Undefined,0.00859
2014,Percentage (%) of gross domestic product (GDP),,Tourists (overnight visitors),Other consumption products,Percentage (%),Units,Undefined,1.22183
2014,Percentage (%) of gross domestic product (GDP),,Tourists (overnight visitors),,Percentage (%),Units,Undefined,4.00593
2015,Percentage (%) of gross domestic product (GDP),,Tourists (overnight visitors),Accommodation services for visitors,Percentage (%),Units,Undefined,0.79385
2015,Percentage (%) of gross domestic product (GDP),,Tourists (overnight visitors),Food and beverage serving activities,Percentage (%),Units,Undefined,0.51586
2015,Percentage (%) of gross domestic product (GDP),,Tourists (overnight visitors),Railway passenger transport services,Percentage (%),Units,Undefined,0.09283999999999999
2015,Percentage (%) of gross domestic product (GDP),,Tourists (overnight visitors),Road passenger transport services,Percentage (%),Units,Undefined,0.0851
2015,Percentage (%) of gross domestic product (GDP),,Tourists (overnight visitors),Water passenger transport services,Percentage (%),Units,Undefined,0.04358
2015,Percentage (%) of gross domestic product (GDP),,Tourists (overnight visitors),Air passenger transport services,Percentage (%),Units,Undefined,1.05
