Year,Banking service,Country,Region,County,Local Authority,Observation status,Unit multiplier,Unit measure,GeoCode,Value
2014,Commerical bank branches and building societies,,,,Blaenau Gwent,Undefined,Units,"Number per 100,000 adults",W06000019,14.4
2015,Commerical bank branches and building societies,,,,Blaenau Gwent,Undefined,Units,"Number per 100,000 adults",W06000019,14.4
2016,Commerical bank branches and building societies,,,,Blaenau Gwent,Undefined,Units,"Number per 100,000 adults",W06000019,14.4
2017,Commerical bank branches and building societies,,,,Blaenau Gwent,Undefined,Units,"Number per 100,000 adults",W06000019,14.4
2010,Commerical bank branches and building societies,,,,Torfaen,Undefined,Units,"Number per 100,000 adults",W06000020,22.0
2011,Commerical bank branches and building societies,,,,Torfaen,Undefined,Units,"Number per 100,000 adults",W06000020,21.9
2012,Commerical bank branches and building societies,,,,Torfaen,Undefined,Units,"Number per 100,000 adults",W06000020,21.9
2013,Commerical bank branches and building societies,,,,Torfaen,Undefined,Units,"Number per 100,000 adults",W06000020,16.4
2014,Commerical bank branches and building societies,,,,Torfaen,Undefined,Units,"Number per 100,000 adults",W06000020,16.4
2015,Commerical bank branches and building societies,,,,Torfaen,Undefined,Units,"Number per 100,000 adults",W06000020,16.3
2016,Commerical bank branches and building societies,,,,Torfaen,Undefined,Units,"Number per 100,000 adults",W06000020,16.3
2017,Commerical bank branches and building societies,,,,Torfaen,Undefined,Units,"Number per 100,000 adults",W06000020,16.3
2010,Commerical bank branches and building societies,,,,Monmouthshire,Undefined,Units,"Number per 100,000 adults",W06000021,33.0
2011,Commerical bank branches and building societies,,,,Monmouthshire,Undefined,Units,"Number per 100,000 adults",W06000021,32.8
2012,Commerical bank branches and building societies,,,,Monmouthshire,Undefined,Units,"Number per 100,000 adults",W06000021,32.7
2013,Commerical bank branches and building societies,,,,Monmouthshire,Undefined,Units,"Number per 100,000 adults",W06000021,32.5
2014,Commerical bank branches and building societies,,,,Monmouthshire,Undefined,Units,"Number per 100,000 adults",W06000021,32.4
2015,Commerical bank branches and building societies,,,,Monmouthshire,Undefined,Units,"Number per 100,000 adults",W06000021,32.3
2016,Commerical bank branches and building societies,,,,Monmouthshire,Undefined,Units,"Number per 100,000 adults",W06000021,32.2
2017,Commerical bank branches and building societies,,,,Monmouthshire,Undefined,Units,"Number per 100,000 adults",W06000021,32.1
2010,Commerical bank branches and building societies,,,,Newport,Undefined,Units,"Number per 100,000 adults",W06000022,65.6
2011,Commerical bank branches and building societies,,,,Newport,Undefined,Units,"Number per 100,000 adults",W06000022,65.2
2012,Commerical bank branches and building societies,,,,Newport,Undefined,Units,"Number per 100,000 adults",W06000022,17.1
2013,Commerical bank branches and building societies,,,,Newport,Undefined,Units,"Number per 100,000 adults",W06000022,17.0
2014,Commerical bank branches and building societies,,,,Newport,Undefined,Units,"Number per 100,000 adults",W06000022,17.0
2015,Commerical bank branches and building societies,,,,Newport,Undefined,Units,"Number per 100,000 adults",W06000022,16.9
2016,Commerical bank branches and building societies,,,,Newport,Undefined,Units,"Number per 100,000 adults",W06000022,13.4
2017,Commerical bank branches and building societies,,,,Newport,Undefined,Units,"Number per 100,000 adults",W06000022,13.2
2010,Commerical bank branches and building societies,,,,Aberdeen City,Undefined,Units,"Number per 100,000 adults",S12000033,29.6
2011,Commerical bank branches and building societies,,,,Aberdeen City,Undefined,Units,"Number per 100,000 adults",S12000033,27.0
2012,Commerical bank branches and building societies,,,,Aberdeen City,Undefined,Units,"Number per 100,000 adults",S12000033,24.5
2013,Commerical bank branches and building societies,,,,Aberdeen City,Undefined,Units,"Number per 100,000 adults",S12000033,24.2
2014,Commerical bank branches and building societies,,,,Aberdeen City,Undefined,Units,"Number per 100,000 adults",S12000033,24.0
2015,Commerical bank branches and building societies,,,,Aberdeen City,Undefined,Units,"Number per 100,000 adults",S12000033,28.2
2016,Commerical bank branches and building societies,,,,Aberdeen City,Undefined,Units,"Number per 100,000 adults",S12000033,26.1
2017,Commerical bank branches and building societies,,,,Aberdeen City,Undefined,Units,"Number per 100,000 adults",S12000033,26.2
2010,Commerical bank branches and building societies,,,,Aberdeenshire,Undefined,Units,"Number per 100,000 adults",S12000034,21.9
2011,Commerical bank branches and building societies,,,,Aberdeenshire,Undefined,Units,"Number per 100,000 adults",S12000034,17.7
2012,Commerical bank branches and building societies,,,,Aberdeenshire,Undefined,Units,"Number per 100,000 adults",S12000034,15.7
2013,Commerical bank branches and building societies,,,,Aberdeenshire,Undefined,Units,"Number per 100,000 adults",S12000034,15.5
2014,Commerical bank branches and building societies,,,,Aberdeenshire,Undefined,Units,"Number per 100,000 adults",S12000034,15.4
2015,Commerical bank branches and building societies,,,,Aberdeenshire,Undefined,Units,"Number per 100,000 adults",S12000034,15.3
2016,Commerical bank branches and building societies,,,,Aberdeenshire,Undefined,Units,"Number per 100,000 adults",S12000034,17.2
2017,Commerical bank branches and building societies,,,,Aberdeenshire,Undefined,Units,"Number per 100,000 adults",S12000034,17.2
2010,Commerical bank branches and building societies,,,,Angus,Undefined,Units,"Number per 100,000 adults",S12000041,26.0
2011,Commerical bank branches and building societies,,,,Angus,Undefined,Units,"Number per 100,000 adults",S12000041,25.8
2012,Commerical bank branches and building societies,,,,Angus,Undefined,Units,"Number per 100,000 adults",S12000041,25.8
2013,Commerical bank branches and building societies,,,,Angus,Undefined,Units,"Number per 100,000 adults",S12000041,21.5
2014,Commerical bank branches and building societies,,,,Angus,Undefined,Units,"Number per 100,000 adults",S12000041,21.4
2015,Commerical bank branches and building societies,,,,Angus,Undefined,Units,"Number per 100,000 adults",S12000041,25.7
2016,Commerical bank branches and building societies,,,,Angus,Undefined,Units,"Number per 100,000 adults",S12000041,21.5
2017,Commerical bank branches and building societies,,,,Angus,Undefined,Units,"Number per 100,000 adults",S12000041,21.5
2010,Commerical bank branches and building societies,,,,Argyll and Bute,Undefined,Units,"Number per 100,000 adults",S12000035,39.5
2011,Commerical bank branches and building societies,,,,Argyll and Bute,Undefined,Units,"Number per 100,000 adults",S12000035,33.7
2012,Commerical bank branches and building societies,,,,Argyll and Bute,Undefined,Units,"Number per 100,000 adults",S12000035,40.3
2013,Commerical bank branches and building societies,,,,Argyll and Bute,Undefined,Units,"Number per 100,000 adults",S12000035,34.1
2014,Commerical bank branches and building societies,,,,Argyll and Bute,Undefined,Units,"Number per 100,000 adults",S12000035,34.2
2015,Commerical bank branches and building societies,,,,Argyll and Bute,Undefined,Units,"Number per 100,000 adults",S12000035,34.5
2016,Commerical bank branches and building societies,,,,Argyll and Bute,Undefined,Units,"Number per 100,000 adults",S12000035,40.2
2017,Commerical bank branches and building societies,,,,Argyll and Bute,Undefined,Units,"Number per 100,000 adults",S12000035,40.3
2010,Commerical bank branches and building societies,,,,Clackmannanshire,Undefined,Units,"Number per 100,000 adults",S12000005,19.5
2011,Commerical bank branches and building societies,,,,Clackmannanshire,Undefined,Units,"Number per 100,000 adults",S12000005,19.4
2012,Commerical bank branches and building societies,,,,Clackmannanshire,Undefined,Units,"Number per 100,000 adults",S12000005,19.5
2013,Commerical bank branches and building societies,,,,Clackmannanshire,Undefined,Units,"Number per 100,000 adults",S12000005,19.5
2014,Commerical bank branches and building societies,,,,Clackmannanshire,Undefined,Units,"Number per 100,000 adults",S12000005,19.5
2015,Commerical bank branches and building societies,,,,Clackmannanshire,Undefined,Units,"Number per 100,000 adults",S12000005,9.7
2016,Commerical bank branches and building societies,,,,Clackmannanshire,Undefined,Units,"Number per 100,000 adults",S12000005,9.7
2017,Commerical bank branches and building societies,,,,Clackmannanshire,Undefined,Units,"Number per 100,000 adults",S12000005,9.7
2010,Commerical bank branches and building societies,,,,Dumfries and Galloway,Undefined,Units,"Number per 100,000 adults",S12000006,33.1
2011,Commerical bank branches and building societies,,,,Dumfries and Galloway,Undefined,Units,"Number per 100,000 adults",S12000006,29.7
2012,Commerical bank branches and building societies,,,,Dumfries and Galloway,Undefined,Units,"Number per 100,000 adults",S12000006,29.8
2013,Commerical bank branches and building societies,,,,Dumfries and Galloway,Undefined,Units,"Number per 100,000 adults",S12000006,29.9
2014,Commerical bank branches and building societies,,,,Dumfries and Galloway,Undefined,Units,"Number per 100,000 adults",S12000006,30.0
2015,Commerical bank branches and building societies,,,,Dumfries and Galloway,Undefined,Units,"Number per 100,000 adults",S12000006,26.7
2016,Commerical bank branches and building societies,,,,Dumfries and Galloway,Undefined,Units,"Number per 100,000 adults",S12000006,26.8
2017,Commerical bank branches and building societies,,,,Dumfries and Galloway,Undefined,Units,"Number per 100,000 adults",S12000006,26.8
2010,Commerical bank branches and building societies,,,,Dundee City,Undefined,Units,"Number per 100,000 adults",S12000042,27.4
2011,Commerical bank branches and building societies,,,,Dundee City,Undefined,Units,"Number per 100,000 adults",S12000042,27.2
2012,Commerical bank branches and building societies,,,,Dundee City,Undefined,Units,"Number per 100,000 adults",S12000042,27.1
2013,Commerical bank branches and building societies,,,,Dundee City,Undefined,Units,"Number per 100,000 adults",S12000042,27.0
2014,Commerical bank branches and building societies,,,,Dundee City,Undefined,Units,"Number per 100,000 adults",S12000042,27.0
2015,Commerical bank branches and building societies,,,,Dundee City,Undefined,Units,"Number per 100,000 adults",S12000042,23.6
2016,Commerical bank branches and building societies,,,,Dundee City,Undefined,Units,"Number per 100,000 adults",S12000042,23.6
2017,Commerical bank branches and building societies,,,,Dundee City,Undefined,Units,"Number per 100,000 adults",S12000042,20.2
2010,Commerical bank branches and building societies,,,,East Ayrshire,Undefined,Units,"Number per 100,000 adults",S12000008,20.4
2011,Commerical bank branches and building societies,,,,East Ayrshire,Undefined,Units,"Number per 100,000 adults",S12000008,16.3
2012,Commerical bank branches and building societies,,,,East Ayrshire,Undefined,Units,"Number per 100,000 adults",S12000008,16.3
2013,Commerical bank branches and building societies,,,,East Ayrshire,Undefined,Units,"Number per 100,000 adults",S12000008,16.3
2014,Commerical bank branches and building societies,,,,East Ayrshire,Undefined,Units,"Number per 100,000 adults",S12000008,16.4
2015,Commerical bank branches and building societies,,,,East Ayrshire,Undefined,Units,"Number per 100,000 adults",S12000008,16.4
2016,Commerical bank branches and building societies,,,,East Ayrshire,Undefined,Units,"Number per 100,000 adults",S12000008,16.4
2017,Commerical bank branches and building societies,,,,East Ayrshire,Undefined,Units,"Number per 100,000 adults",S12000008,16.4
2010,Commerical bank branches and building societies,,,,East Dunbartonshire,Undefined,Units,"Number per 100,000 adults",S12000045,23.8
2011,Commerical bank branches and building societies,,,,East Dunbartonshire,Undefined,Units,"Number per 100,000 adults",S12000045,19.0
2012,Commerical bank branches and building societies,,,,East Dunbartonshire,Undefined,Units,"Number per 100,000 adults",S12000045,18.9
2013,Commerical bank branches and building societies,,,,East Dunbartonshire,Undefined,Units,"Number per 100,000 adults",S12000045,18.9
2014,Commerical bank branches and building societies,,,,East Dunbartonshire,Undefined,Units,"Number per 100,000 adults",S12000045,18.7
2015,Commerical bank branches and building societies,,,,East Dunbartonshire,Undefined,Units,"Number per 100,000 adults",S12000045,18.7
2016,Commerical bank branches and building societies,,,,East Dunbartonshire,Undefined,Units,"Number per 100,000 adults",S12000045,18.6
2017,Commerical bank branches and building societies,,,,East Dunbartonshire,Undefined,Units,"Number per 100,000 adults",S12000045,18.5
2010,Commerical bank branches and building societies,,,,East Lothian,Undefined,Units,"Number per 100,000 adults",S12000010,20.2
2011,Commerical bank branches and building societies,,,,East Lothian,Undefined,Units,"Number per 100,000 adults",S12000010,15.0
2012,Commerical bank branches and building societies,,,,East Lothian,Undefined,Units,"Number per 100,000 adults",S12000010,14.9
2013,Commerical bank branches and building societies,,,,East Lothian,Undefined,Units,"Number per 100,000 adults",S12000010,14.8
2014,Commerical bank branches and building societies,,,,East Lothian,Undefined,Units,"Number per 100,000 adults",S12000010,14.7
2015,Commerical bank branches and building societies,,,,East Lothian,Undefined,Units,"Number per 100,000 adults",S12000010,19.4
2016,Commerical bank branches and building societies,,,,East Lothian,Undefined,Units,"Number per 100,000 adults",S12000010,14.4
2017,Commerical bank branches and building societies,,,,East Lothian,Undefined,Units,"Number per 100,000 adults",S12000010,14.3
2010,Commerical bank branches and building societies,,,,East Renfrewshire,Undefined,Units,"Number per 100,000 adults",S12000011,22.1
2011,Commerical bank branches and building societies,,,,East Renfrewshire,Undefined,Units,"Number per 100,000 adults",S12000011,16.5
2012,Commerical bank branches and building societies,,,,East Renfrewshire,Undefined,Units,"Number per 100,000 adults",S12000011,16.5
2013,Commerical bank branches and building societies,,,,East Renfrewshire,Undefined,Units,"Number per 100,000 adults",S12000011,16.4
2014,Commerical bank branches and building societies,,,,East Renfrewshire,Undefined,Units,"Number per 100,000 adults",S12000011,16.2
2015,Commerical bank branches and building societies,,,,East Renfrewshire,Undefined,Units,"Number per 100,000 adults",S12000011,16.1
2016,Commerical bank branches and building societies,,,,East Renfrewshire,Undefined,Units,"Number per 100,000 adults",S12000011,16.0
2017,Commerical bank branches and building societies,,,,East Renfrewshire,Undefined,Units,"Number per 100,000 adults",S12000011,15.8
2010,Commerical bank branches and building societies,,,,City of Edinburgh,Undefined,Units,"Number per 100,000 adults",S12000036,78.7
2011,Commerical bank branches and building societies,,,,City of Edinburgh,Undefined,Units,"Number per 100,000 adults",S12000036,73.2
2012,Commerical bank branches and building societies,,,,City of Edinburgh,Undefined,Units,"Number per 100,000 adults",S12000036,31.1
2013,Commerical bank branches and building societies,,,,City of Edinburgh,Undefined,Units,"Number per 100,000 adults",S12000036,31.8
2014,Commerical bank branches and building societies,,,,City of Edinburgh,Undefined,Units,"Number per 100,000 adults",S12000036,30.5
2015,Commerical bank branches and building societies,,,,City of Edinburgh,Undefined,Units,"Number per 100,000 adults",S12000036,30.1
2016,Commerical bank branches and building societies,,,,City of Edinburgh,Undefined,Units,"Number per 100,000 adults",S12000036,30.6
2017,Commerical bank branches and building societies,,,,City of Edinburgh,Undefined,Units,"Number per 100,000 adults",S12000036,28.3
2010,Commerical bank branches and building societies,,,,Na h-Eileanan Siar,Undefined,Units,"Number per 100,000 adults",S12000013,18.1
2011,Commerical bank branches and building societies,,,,Na h-Eileanan Siar,Undefined,Units,"Number per 100,000 adults",S12000013,18.1
2012,Commerical bank branches and building societies,,,,Na h-Eileanan Siar,Undefined,Units,"Number per 100,000 adults",S12000013,18.1
2013,Commerical bank branches and building societies,,,,Na h-Eileanan Siar,Undefined,Units,"Number per 100,000 adults",S12000013,18.2
2014,Commerical bank branches and building societies,,,,Na h-Eileanan Siar,Undefined,Units,"Number per 100,000 adults",S12000013,18.3
2015,Commerical bank branches and building societies,,,,Na h-Eileanan Siar,Undefined,Units,"Number per 100,000 adults",S12000013,18.5
2016,Commerical bank branches and building societies,,,,Na h-Eileanan Siar,Undefined,Units,"Number per 100,000 adults",S12000013,18.6
2017,Commerical bank branches and building societies,,,,Na h-Eileanan Siar,Undefined,Units,"Number per 100,000 adults",S12000013,18.6
2010,Commerical bank branches and building societies,,,,Falkirk,Undefined,Units,"Number per 100,000 adults",S12000014,19.3
2011,Commerical bank branches and building societies,,,,Falkirk,Undefined,Units,"Number per 100,000 adults",S12000014,19.2
2012,Commerical bank branches and building societies,,,,Falkirk,Undefined,Units,"Number per 100,000 adults",S12000014,19.1
2013,Commerical bank branches and building societies,,,,Falkirk,Undefined,Units,"Number per 100,000 adults",S12000014,15.9
2014,Commerical bank branches and building societies,,,,Falkirk,Undefined,Units,"Number per 100,000 adults",S12000014,15.9
2015,Commerical bank branches and building societies,,,,Falkirk,Undefined,Units,"Number per 100,000 adults",S12000014,15.8
2016,Commerical bank branches and building societies,,,,Falkirk,Undefined,Units,"Number per 100,000 adults",S12000014,15.7
2017,Commerical bank branches and building societies,,,,Falkirk,Undefined,Units,"Number per 100,000 adults",S12000014,12.5
2010,Commerical bank branches and building societies,,,,Fife,Undefined,Units,"Number per 100,000 adults",S12000015,20.7
2011,Commerical bank branches and building societies,,,,Fife,Undefined,Units,"Number per 100,000 adults",S12000015,19.2
2012,Commerical bank branches and building societies,,,,Fife,Undefined,Units,"Number per 100,000 adults",S12000015,19.1
2013,Commerical bank branches and building societies,,,,Fife,Undefined,Units,"Number per 100,000 adults",S12000015,19.1
2014,Commerical bank branches and building societies,,,,Fife,Undefined,Units,"Number per 100,000 adults",S12000015,17.7
2015,Commerical bank branches and building societies,,,,Fife,Undefined,Units,"Number per 100,000 adults",S12000015,16.3
2016,Commerical bank branches and building societies,,,,Fife,Undefined,Units,"Number per 100,000 adults",S12000015,16.2
2017,Commerical bank branches and building societies,,,,Fife,Undefined,Units,"Number per 100,000 adults",S12000015,16.2
2010,Commerical bank branches and building societies,,,,Glasgow City,Undefined,Units,"Number per 100,000 adults",S12000046,40.1
2011,Commerical bank branches and building societies,,,,Glasgow City,Undefined,Units,"Number per 100,000 adults",S12000046,36.3
2012,Commerical bank branches and building societies,,,,Glasgow City,Undefined,Units,"Number per 100,000 adults",S12000046,26.9
2013,Commerical bank branches and building societies,,,,Glasgow City,Undefined,Units,"Number per 100,000 adults",S12000046,25.1
2014,Commerical bank branches and building societies,,,,Glasgow City,Undefined,Units,"Number per 100,000 adults",S12000046,25.0
2015,Commerical bank branches and building societies,,,,Glasgow City,Undefined,Units,"Number per 100,000 adults",S12000046,28.0
2016,Commerical bank branches and building societies,,,,Glasgow City,Undefined,Units,"Number per 100,000 adults",S12000046,27.6
2017,Commerical bank branches and building societies,,,,Glasgow City,Undefined,Units,"Number per 100,000 adults",S12000046,25.8
2010,Commerical bank branches and building societies,,,,Highland,Undefined,Units,"Number per 100,000 adults",S12000017,32.5
2011,Commerical bank branches and building societies,,,,Highland,Undefined,Units,"Number per 100,000 adults",S12000017,27.9
2012,Commerical bank branches and building societies,,,,Highland,Undefined,Units,"Number per 100,000 adults",S12000017,27.9
2013,Commerical bank branches and building societies,,,,Highland,Undefined,Units,"Number per 100,000 adults",S12000017,25.8
2014,Commerical bank branches and building societies,,,,Highland,Undefined,Units,"Number per 100,000 adults",S12000017,27.9
2015,Commerical bank branches and building societies,,,,Highland,Undefined,Units,"Number per 100,000 adults",S12000017,27.8
2016,Commerical bank branches and building societies,,,,Highland,Undefined,Units,"Number per 100,000 adults",S12000017,27.7
2017,Commerical bank branches and building societies,,,,Highland,Undefined,Units,"Number per 100,000 adults",S12000017,27.6
2010,Commerical bank branches and building societies,,,,Inverclyde,Undefined,Units,"Number per 100,000 adults",S12000018,12.3
2011,Commerical bank branches and building societies,,,,Inverclyde,Undefined,Units,"Number per 100,000 adults",S12000018,12.3
2012,Commerical bank branches and building societies,,,,Inverclyde,Undefined,Units,"Number per 100,000 adults",S12000018,12.4
2013,Commerical bank branches and building societies,,,,Inverclyde,Undefined,Units,"Number per 100,000 adults",S12000018,12.4
2014,Commerical bank branches and building societies,,,,Inverclyde,Undefined,Units,"Number per 100,000 adults",S12000018,12.5
2015,Commerical bank branches and building societies,,,,Inverclyde,Undefined,Units,"Number per 100,000 adults",S12000018,18.9
2016,Commerical bank branches and building societies,,,,Inverclyde,Undefined,Units,"Number per 100,000 adults",S12000018,18.9
2017,Commerical bank branches and building societies,,,,Inverclyde,Undefined,Units,"Number per 100,000 adults",S12000018,19.0
2010,Commerical bank branches and building societies,,,,Midlothian,Undefined,Units,"Number per 100,000 adults",S12000019,18.2
2011,Commerical bank branches and building societies,,,,Midlothian,Undefined,Units,"Number per 100,000 adults",S12000019,18.0
2012,Commerical bank branches and building societies,,,,Midlothian,Undefined,Units,"Number per 100,000 adults",S12000019,17.8
2013,Commerical bank branches and building societies,,,,Midlothian,Undefined,Units,"Number per 100,000 adults",S12000019,17.7
2014,Commerical bank branches and building societies,,,,Midlothian,Undefined,Units,"Number per 100,000 adults",S12000019,17.4
2015,Commerical bank branches and building societies,,,,Midlothian,Undefined,Units,"Number per 100,000 adults",S12000019,17.2
2016,Commerical bank branches and building societies,,,,Midlothian,Undefined,Units,"Number per 100,000 adults",S12000019,16.9
2017,Commerical bank branches and building societies,,,,Midlothian,Undefined,Units,"Number per 100,000 adults",S12000019,16.7
2010,Commerical bank branches and building societies,,,,Moray,Undefined,Units,"Number per 100,000 adults",S12000020,26.7
2011,Commerical bank branches and building societies,,,,Moray,Undefined,Units,"Number per 100,000 adults",S12000020,21.4
2012,Commerical bank branches and building societies,,,,Moray,Undefined,Units,"Number per 100,000 adults",S12000020,21.5
2013,Commerical bank branches and building societies,,,,Moray,Undefined,Units,"Number per 100,000 adults",S12000020,21.2
2014,Commerical bank branches and building societies,,,,Moray,Undefined,Units,"Number per 100,000 adults",S12000020,21.1
2015,Commerical bank branches and building societies,,,,Moray,Undefined,Units,"Number per 100,000 adults",S12000020,20.9
2016,Commerical bank branches and building societies,,,,Moray,Undefined,Units,"Number per 100,000 adults",S12000020,20.8
2017,Commerical bank branches and building societies,,,,Moray,Undefined,Units,"Number per 100,000 adults",S12000020,20.9
2010,Commerical bank branches and building societies,,,,North Ayrshire,Undefined,Units,"Number per 100,000 adults",S12000021,21.8
2011,Commerical bank branches and building societies,,,,North Ayrshire,Undefined,Units,"Number per 100,000 adults",S12000021,18.1
2012,Commerical bank branches and building societies,,,,North Ayrshire,Undefined,Units,"Number per 100,000 adults",S12000021,18.2
2013,Commerical bank branches and building societies,,,,North Ayrshire,Undefined,Units,"Number per 100,000 adults",S12000021,18.3
2014,Commerical bank branches and building societies,,,,North Ayrshire,Undefined,Units,"Number per 100,000 adults",S12000021,18.3
2015,Commerical bank branches and building societies,,,,North Ayrshire,Undefined,Units,"Number per 100,000 adults",S12000021,18.4
2016,Commerical bank branches and building societies,,,,North Ayrshire,Undefined,Units,"Number per 100,000 adults",S12000021,18.4
2017,Commerical bank branches and building societies,,,,North Ayrshire,Undefined,Units,"Number per 100,000 adults",S12000021,18.4
2010,Commerical bank branches and building societies,,,,North Lanarkshire,Undefined,Units,"Number per 100,000 adults",S12000044,17.8
2011,Commerical bank branches and building societies,,,,North Lanarkshire,Undefined,Units,"Number per 100,000 adults",S12000044,14.8
2012,Commerical bank branches and building societies,,,,North Lanarkshire,Undefined,Units,"Number per 100,000 adults",S12000044,14.8
2013,Commerical bank branches and building societies,,,,North Lanarkshire,Undefined,Units,"Number per 100,000 adults",S12000044,14.8
2014,Commerical bank branches and building societies,,,,North Lanarkshire,Undefined,Units,"Number per 100,000 adults",S12000044,14.8
2015,Commerical bank branches and building societies,,,,North Lanarkshire,Undefined,Units,"Number per 100,000 adults",S12000044,16.3
2016,Commerical bank branches and building societies,,,,North Lanarkshire,Undefined,Units,"Number per 100,000 adults",S12000044,14.7
2017,Commerical bank branches and building societies,,,,North Lanarkshire,Undefined,Units,"Number per 100,000 adults",S12000044,14.7
2010,Commerical bank branches and building societies,,,,Orkney Islands,Undefined,Units,"Number per 100,000 adults",S12000023,23.6
2011,Commerical bank branches and building societies,,,,Orkney Islands,Undefined,Units,"Number per 100,000 adults",S12000023,23.3
2012,Commerical bank branches and building societies,,,,Orkney Islands,Undefined,Units,"Number per 100,000 adults",S12000023,23.2
2013,Commerical bank branches and building societies,,,,Orkney Islands,Undefined,Units,"Number per 100,000 adults",S12000023,23.2
2014,Commerical bank branches and building societies,,,,Orkney Islands,Undefined,Units,"Number per 100,000 adults",S12000023,23.2
2015,Commerical bank branches and building societies,,,,Orkney Islands,Undefined,Units,"Number per 100,000 adults",S12000023,23.1
2016,Commerical bank branches and building societies,,,,Orkney Islands,Undefined,Units,"Number per 100,000 adults",S12000023,22.9
2017,Commerical bank branches and building societies,,,,Orkney Islands,Undefined,Units,"Number per 100,000 adults",S12000023,22.7
2010,Commerical bank branches and building societies,,,,Perth and Kinross,Undefined,Units,"Number per 100,000 adults",S12000024,27.5
2011,Commerical bank branches and building societies,,,,Perth and Kinross,Undefined,Units,"Number per 100,000 adults",S12000024,23.8
2012,Commerical bank branches and building societies,,,,Perth and Kinross,Undefined,Units,"Number per 100,000 adults",S12000024,23.7
2013,Commerical bank branches and building societies,,,,Perth and Kinross,Undefined,Units,"Number per 100,000 adults",S12000024,23.7
2014,Commerical bank branches and building societies,,,,Perth and Kinross,Undefined,Units,"Number per 100,000 adults",S12000024,26.9
2015,Commerical bank branches and building societies,,,,Perth and Kinross,Undefined,Units,"Number per 100,000 adults",S12000024,26.7
2016,Commerical bank branches and building societies,,,,Perth and Kinross,Undefined,Units,"Number per 100,000 adults",S12000024,23.2
2017,Commerical bank branches and building societies,,,,Perth and Kinross,Undefined,Units,"Number per 100,000 adults",S12000024,23.2
2010,Commerical bank branches and building societies,,,,Renfrewshire,Undefined,Units,"Number per 100,000 adults",S12000038,23.0
2011,Commerical bank branches and building societies,,,,Renfrewshire,Undefined,Units,"Number per 100,000 adults",S12000038,17.2
2012,Commerical bank branches and building societies,,,,Renfrewshire,Undefined,Units,"Number per 100,000 adults",S12000038,17.2
2013,Commerical bank branches and building societies,,,,Renfrewshire,Undefined,Units,"Number per 100,000 adults",S12000038,17.3
2014,Commerical bank branches and building societies,,,,Renfrewshire,Undefined,Units,"Number per 100,000 adults",S12000038,17.2
2015,Commerical bank branches and building societies,,,,Renfrewshire,Undefined,Units,"Number per 100,000 adults",S12000038,17.2
2016,Commerical bank branches and building societies,,,,Renfrewshire,Undefined,Units,"Number per 100,000 adults",S12000038,14.2
2017,Commerical bank branches and building societies,,,,Renfrewshire,Undefined,Units,"Number per 100,000 adults",S12000038,14.1
2010,Commerical bank branches and building societies,,,,Scottish Borders,Undefined,Units,"Number per 100,000 adults",S12000026,30.8
2011,Commerical bank branches and building societies,,,,Scottish Borders,Undefined,Units,"Number per 100,000 adults",S12000026,30.7
2012,Commerical bank branches and building societies,,,,Scottish Borders,Undefined,Units,"Number per 100,000 adults",S12000026,30.8
2013,Commerical bank branches and building societies,,,,Scottish Borders,Undefined,Units,"Number per 100,000 adults",S12000026,30.7
2014,Commerical bank branches and building societies,,,,Scottish Borders,Undefined,Units,"Number per 100,000 adults",S12000026,30.7
2015,Commerical bank branches and building societies,,,,Scottish Borders,Undefined,Units,"Number per 100,000 adults",S12000026,30.7
2016,Commerical bank branches and building societies,,,,Scottish Borders,Undefined,Units,"Number per 100,000 adults",S12000026,30.6
2017,Commerical bank branches and building societies,,,,Scottish Borders,Undefined,Units,"Number per 100,000 adults",S12000026,30.4
2010,Commerical bank branches and building societies,,,,Shetland Islands,Undefined,Units,"Number per 100,000 adults",S12000027,21.7
2011,Commerical bank branches and building societies,,,,Shetland Islands,Undefined,Units,"Number per 100,000 adults",S12000027,21.5
2012,Commerical bank branches and building societies,,,,Shetland Islands,Undefined,Units,"Number per 100,000 adults",S12000027,21.5
2013,Commerical bank branches and building societies,,,,Shetland Islands,Undefined,Units,"Number per 100,000 adults",S12000027,21.6
2014,Commerical bank branches and building societies,,,,Shetland Islands,Undefined,Units,"Number per 100,000 adults",S12000027,21.5
2015,Commerical bank branches and building societies,,,,Shetland Islands,Undefined,Units,"Number per 100,000 adults",S12000027,21.6
2016,Commerical bank branches and building societies,,,,Shetland Islands,Undefined,Units,"Number per 100,000 adults",S12000027,21.6
2017,Commerical bank branches and building societies,,,,Shetland Islands,Undefined,Units,"Number per 100,000 adults",S12000027,21.7
2010,Commerical bank branches and building societies,,,,South Ayrshire,Undefined,Units,"Number per 100,000 adults",S12000028,26.6
2011,Commerical bank branches and building societies,,,,South Ayrshire,Undefined,Units,"Number per 100,000 adults",S12000028,26.6
2012,Commerical bank branches and building societies,,,,South Ayrshire,Undefined,Units,"Number per 100,000 adults",S12000028,26.6
2013,Commerical bank branches and building societies,,,,South Ayrshire,Undefined,Units,"Number per 100,000 adults",S12000028,26.6
2014,Commerical bank branches and building societies,,,,South Ayrshire,Undefined,Units,"Number per 100,000 adults",S12000028,22.2
2015,Commerical bank branches and building societies,,,,South Ayrshire,Undefined,Units,"Number per 100,000 adults",S12000028,17.8
2016,Commerical bank branches and building societies,,,,South Ayrshire,Undefined,Units,"Number per 100,000 adults",S12000028,17.8
