Year,Units,Urbanisation,Urbanisation sub-category,Household composition,Age of oldest person,Age of youngest person,Income group,Living in poverty,Economic activity,Disability status,Ethnicity of household reference person (HRP),Length of residence,Sub-national area,Decent homes criteria,Unit measure,Observation status,Unit multiplier,Value
2015,Household (%),,,,,,,Not in poverty,,,,,,Modern facilities and services,Percentage (%),Undefined,Units,1.4255225652899999
2015,Household (%),,,,,,,,Workless household,,,,,Modern facilities and services,Percentage (%),Undefined,Units,3.5189587128300004
2015,Household (%),,,,,,,,Working household,,,,,Modern facilities and services,Percentage (%),Undefined,Units,1.04443974527
2015,Household (%),,,,,,,,,Long-term illness/disability,,,,Modern facilities and services,Percentage (%),Undefined,Units,2.1133163210799997
2015,Household (%),,,,,,,,,No long-term illness/disability,,,,Modern facilities and services,Percentage (%),Undefined,Units,1.3908545093
2015,Household (%),,,,,,,,,,White,,,Modern facilities and services,Percentage (%),Undefined,Units,1.53897850861
2015,Household (%),,,,,,,,,,Black,,,Modern facilities and services,Percentage (%),Undefined,Units,3.0245842892900003
2015,Household (%),,,,,,,,,,Asian,,,Modern facilities and services,Percentage (%),Undefined,Units,2.14042618898
2015,Household (%),,,,,,,,,,Other,,,Modern facilities and services,Percentage (%),Undefined,Units,1.7995109279400003
2015,Household (%),,,,,,,,,,All minority,,,Modern facilities and services,Percentage (%),Undefined,Units,2.3029786042400002
2015,Household (%),,,,,,,,,,,Less than 1 year,,Modern facilities and services,Percentage (%),Undefined,Units,1.5858579583599999
2015,Household (%),,,,,,,,,,,1-4 years,,Modern facilities and services,Percentage (%),Undefined,Units,0.963449415698
2015,Household (%),,,,,,,,,,,5-9 years,,Modern facilities and services,Percentage (%),Undefined,Units,1.21029041678
2015,Household (%),,,,,,,,,,,10-19 years,,Modern facilities and services,Percentage (%),Undefined,Units,0.94203612276
2015,Household (%),,,,,,,,,,,20-29 years,,Modern facilities and services,Percentage (%),Undefined,Units,1.9932285408300001
2015,Household (%),,,,,,,,,,,30 or more years,,Modern facilities and services,Percentage (%),Undefined,Units,3.9530109061300003
2008,Household (%),,,Couple under 60,,,,,,,,,,Thermal comfort,Percentage (%),Undefined,Units,10.5615290022
2008,Household (%),,,Couple 60 or over,,,,,,,,,,Thermal comfort,Percentage (%),Undefined,Units,10.526960109600001
2008,Household (%),,,Couple with children,,,,,,,,,,Thermal comfort,Percentage (%),Undefined,Units,9.97410250272
2008,Household (%),,,Lone parent,,,,,,,,,,Thermal comfort,Percentage (%),Undefined,Units,11.079414800799999
2008,Household (%),,,Multi-person household,,,,,,,,,,Thermal comfort,Percentage (%),Undefined,Units,12.4096733026
2008,Household (%),,,One person under 60,,,,,,,,,,Thermal comfort,Percentage (%),Undefined,Units,16.7854191321
2008,Household (%),,,One person 60 or over,,,,,,,,,,Thermal comfort,Percentage (%),Undefined,Units,16.9643023777
2008,Household (%),,,,59 and under,,,,,,,,,Thermal comfort,Percentage (%),Undefined,Units,11.7275868543
2008,Household (%),,,,60 and over,,,,,,,,,Thermal comfort,Percentage (%),Undefined,Units,13.691030536
2008,Household (%),,,,75 and over,,,,,,,,,Thermal comfort,Percentage (%),Undefined,Units,16.0369025618
2008,Household (%),,,,,4 and under,,,,,,,,Thermal comfort,Percentage (%),Undefined,Units,9.65803546019
2008,Household (%),,,,,15 and under,,,,,,,,Thermal comfort,Percentage (%),Undefined,Units,10.2304125376
2008,Household (%),,,,,16 and over,,,,,,,,Thermal comfort,Percentage (%),Undefined,Units,13.2467226064
2008,Household (%),,,,,,1st quintile (lowest),,,,,,,Thermal comfort,Percentage (%),Undefined,Units,13.6460923271
2008,Household (%),,,,,,2nd quintile,,,,,,,Thermal comfort,Percentage (%),Undefined,Units,13.8003051077
2008,Household (%),,,,,,3rd quintile,,,,,,,Thermal comfort,Percentage (%),Undefined,Units,13.7476082378
2008,Household (%),,,,,,4th quintile,,,,,,,Thermal comfort,Percentage (%),Undefined,Units,11.353790401400001
2008,Household (%),,,,,,5th quintile (highest),,,,,,,Thermal comfort,Percentage (%),Undefined,Units,9.69153798413
2008,Household (%),,,,,,,In poverty,,,,,,Thermal comfort,Percentage (%),Undefined,Units,13.2719142044
2008,Household (%),,,,,,,Not in poverty,,,,,,Thermal comfort,Percentage (%),Undefined,Units,12.261966429500001
2008,Household (%),,,,,,,,Workless household,,,,,Thermal comfort,Percentage (%),Undefined,Units,12.362402528299999
2008,Household (%),,,,,,,,Working household,,,,,Thermal comfort,Percentage (%),Undefined,Units,11.688325971700001
2008,Household (%),,,,,,,,,Long-term illness/disability,,,,Thermal comfort,Percentage (%),Undefined,Units,13.2515790576
2008,Household (%),,,,,,,,,No long-term illness/disability,,,,Thermal comfort,Percentage (%),Undefined,Units,12.0996289079
2008,Household (%),,,,,,,,,,White,,,Thermal comfort,Percentage (%),Undefined,Units,12.5214996264
2008,Household (%),,,,,,,,,,Black,,,Thermal comfort,Percentage (%),Undefined,Units,13.857965451099998
2008,Household (%),,,,,,,,,,Asian,,,Thermal comfort,Percentage (%),Undefined,Units,8.748507624260002
2008,Household (%),,,,,,,,,,Other,,,Thermal comfort,Percentage (%),Undefined,Units,13.4861996709
2008,Household (%),,,,,,,,,,All minority,,,Thermal comfort,Percentage (%),Undefined,Units,11.6429067118
2008,Household (%),,,,,,,,,,,Less than 1 year,,Thermal comfort,Percentage (%),Undefined,Units,13.4699084186
2008,Household (%),,,,,,,,,,,1-4 years,,Thermal comfort,Percentage (%),Undefined,Units,10.3593434684
2008,Household (%),,,,,,,,,,,5-9 years,,Thermal comfort,Percentage (%),Undefined,Units,10.8411830733
2008,Household (%),,,,,,,,,,,10-19 years,,Thermal comfort,Percentage (%),Undefined,Units,11.3670684251
2008,Household (%),,,,,,,,,,,20-29 years,,Thermal comfort,Percentage (%),Undefined,Units,14.3247919106
2008,Household (%),,,,,,,,,,,30 or more years,,Thermal comfort,Percentage (%),Undefined,Units,17.6152944691
2009,Household (%),,,Couple under 60,,,,,,,,,,Thermal comfort,Percentage (%),Undefined,Units,9.19216774133
2009,Household (%),,,Couple 60 or over,,,,,,,,,,Thermal comfort,Percentage (%),Undefined,Units,8.65706012253
2009,Household (%),,,Couple with children,,,,,,,,,,Thermal comfort,Percentage (%),Undefined,Units,6.227713584630001
2009,Household (%),,,Lone parent,,,,,,,,,,Thermal comfort,Percentage (%),Undefined,Units,6.95347682727
2009,Household (%),,,Multi-person household,,,,,,,,,,Thermal comfort,Percentage (%),Undefined,Units,10.7087413286
2009,Household (%),,,One person under 60,,,,,,,,,,Thermal comfort,Percentage (%),Undefined,Units,15.365085667899999
2009,Household (%),,,One person 60 or over,,,,,,,,,,Thermal comfort,Percentage (%),Undefined,Units,14.2616052986
2009,Household (%),,,,59 and under,,,,,,,,,Thermal comfort,Percentage (%),Undefined,Units,9.35922917349
2009,Household (%),,,,60 and over,,,,,,,,,Thermal comfort,Percentage (%),Undefined,Units,11.0061983968
2009,Household (%),,,,75 and over,,,,,,,,,Thermal comfort,Percentage (%),Undefined,Units,13.3342736652
2009,Household (%),,,,,4 and under,,,,,,,,Thermal comfort,Percentage (%),Undefined,Units,7.12913843712
2009,Household (%),,,,,15 and under,,,,,,,,Thermal comfort,Percentage (%),Undefined,Units,6.51177180791
2009,Household (%),,,,,16 and over,,,,,,,,Thermal comfort,Percentage (%),Undefined,Units,11.316845203
2009,Household (%),,,,,,1st quintile (lowest),,,,,,,Thermal comfort,Percentage (%),Undefined,Units,11.248753642899999
2009,Household (%),,,,,,2nd quintile,,,,,,,Thermal comfort,Percentage (%),Undefined,Units,11.0936652494
2009,Household (%),,,,,,3rd quintile,,,,,,,Thermal comfort,Percentage (%),Undefined,Units,10.749235264300001
2009,Household (%),,,,,,4th quintile,,,,,,,Thermal comfort,Percentage (%),Undefined,Units,8.60884931256
2009,Household (%),,,,,,5th quintile (highest),,,,,,,Thermal comfort,Percentage (%),Undefined,Units,8.04786878425
2009,Household (%),,,,,,,In poverty,,,,,,Thermal comfort,Percentage (%),Undefined,Units,11.1634259627
2009,Household (%),,,,,,,Not in poverty,,,,,,Thermal comfort,Percentage (%),Undefined,Units,9.693967883300001
2009,Household (%),,,,,,,,Workless household,,,,,Thermal comfort,Percentage (%),Undefined,Units,9.60831370653
2009,Household (%),,,,,,,,Working household,,,,,Thermal comfort,Percentage (%),Undefined,Units,9.14082335889
2009,Household (%),,,,,,,,,Long-term illness/disability,,,,Thermal comfort,Percentage (%),Undefined,Units,10.4925625511
2009,Household (%),,,,,,,,,No long-term illness/disability,,,,Thermal comfort,Percentage (%),Undefined,Units,9.77675477436
2009,Household (%),,,,,,,,,,White,,,Thermal comfort,Percentage (%),Undefined,Units,10.1394058474
2009,Household (%),,,,,,,,,,Black,,,Thermal comfort,Percentage (%),Undefined,Units,8.096805680489998
2009,Household (%),,,,,,,,,,Asian,,,Thermal comfort,Percentage (%),Undefined,Units,8.36721811845
2009,Household (%),,,,,,,,,,Other,,,Thermal comfort,Percentage (%),Undefined,Units,7.69353254447
2009,Household (%),,,,,,,,,,All minority,,,Thermal comfort,Percentage (%),Undefined,Units,8.10755417478
2009,Household (%),,,,,,,,,,,Less than 1 year,,Thermal comfort,Percentage (%),Undefined,Units,11.0746531317
2009,Household (%),,,,,,,,,,,1-4 years,,Thermal comfort,Percentage (%),Undefined,Units,8.835150103119998
2009,Household (%),,,,,,,,,,,5-9 years,,Thermal comfort,Percentage (%),Undefined,Units,8.39673881518
2009,Household (%),,,,,,,,,,,10-19 years,,Thermal comfort,Percentage (%),Undefined,Units,7.40423032635
2009,Household (%),,,,,,,,,,,20-29 years,,Thermal comfort,Percentage (%),Undefined,Units,12.221811880799999
2009,Household (%),,,,,,,,,,,30 or more years,,Thermal comfort,Percentage (%),Undefined,Units,15.2799133204
2010,Household (%),,,Couple under 60,,,,,,,,,,Thermal comfort,Percentage (%),Undefined,Units,8.783
2010,Household (%),,,Couple 60 or over,,,,,,,,,,Thermal comfort,Percentage (%),Undefined,Units,8.548
2010,Household (%),,,Couple with children,,,,,,,,,,Thermal comfort,Percentage (%),Undefined,Units,5.981
2010,Household (%),,,Lone parent,,,,,,,,,,Thermal comfort,Percentage (%),Undefined,Units,6.527
2010,Household (%),,,Multi-person household,,,,,,,,,,Thermal comfort,Percentage (%),Undefined,Units,9.919
2010,Household (%),,,One person under 60,,,,,,,,,,Thermal comfort,Percentage (%),Undefined,Units,14.786
2010,Household (%),,,One person 60 or over,,,,,,,,,,Thermal comfort,Percentage (%),Undefined,Units,12.755999999999998
2010,Household (%),,,,59 and under,,,,,,,,,Thermal comfort,Percentage (%),Undefined,Units,8.837
2010,Household (%),,,,60 and over,,,,,,,,,Thermal comfort,Percentage (%),Undefined,Units,10.290999999999999
2010,Household (%),,,,75 and over,,,,,,,,,Thermal comfort,Percentage (%),Undefined,Units,11.725
2010,Household (%),,,,,4 and under,,,,,,,,Thermal comfort,Percentage (%),Undefined,Units,6.921
2010,Household (%),,,,,15 and under,,,,,,,,Thermal comfort,Percentage (%),Undefined,Units,6.212000000000001
2010,Household (%),,,,,16 and over,,,,,,,,Thermal comfort,Percentage (%),Undefined,Units,10.632
2010,Household (%),,,,,,1st quintile (lowest),,,,,,,Thermal comfort,Percentage (%),Undefined,Units,10.502
2010,Household (%),,,,,,2nd quintile,,,,,,,Thermal comfort,Percentage (%),Undefined,Units,10.545
2010,Household (%),,,,,,3rd quintile,,,,,,,Thermal comfort,Percentage (%),Undefined,Units,10.123
2010,Household (%),,,,,,4th quintile,,,,,,,Thermal comfort,Percentage (%),Undefined,Units,9.044
2010,Household (%),,,,,,5th quintile (highest),,,,,,,Thermal comfort,Percentage (%),Undefined,Units,6.772
2010,Household (%),,,,,,,In poverty,,,,,,Thermal comfort,Percentage (%),Undefined,Units,10.713
2010,Household (%),,,,,,,Not in poverty,,,,,,Thermal comfort,Percentage (%),Undefined,Units,9.106
2010,Household (%),,,,,,,,Workless household,,,,,Thermal comfort,Percentage (%),Undefined,Units,8.729
2010,Household (%),,,,,,,,Working household,,,,,Thermal comfort,Percentage (%),Undefined,Units,8.817
2010,Household (%),,,,,,,,,Long-term illness/disability,,,,Thermal comfort,Percentage (%),Undefined,Units,9.472000000000001
2010,Household (%),,,,,,,,,No long-term illness/disability,,,,Thermal comfort,Percentage (%),Undefined,Units,9.341000000000001
2010,Household (%),,,,,,,,,,White,,,Thermal comfort,Percentage (%),Undefined,Units,9.486
2010,Household (%),,,,,,,,,,Black,,,Thermal comfort,Percentage (%),Undefined,Units,7.285
2010,Household (%),,,,,,,,,,Asian,,,Thermal comfort,Percentage (%),Undefined,Units,8.537
2010,Household (%),,,,,,,,,,Other,,,Thermal comfort,Percentage (%),Undefined,Units,9.152999999999999
2010,Household (%),,,,,,,,,,All minority,,,Thermal comfort,Percentage (%),Undefined,Units,8.325
2010,Household (%),,,,,,,,,,,Less than 1 year,,Thermal comfort,Percentage (%),Undefined,Units,11.071
2010,Household (%),,,,,,,,,,,1-4 years,,Thermal comfort,Percentage (%),Undefined,Units,8.611
2010,Household (%),,,,,,,,,,,5-9 years,,Thermal comfort,Percentage (%),Undefined,Units,6.879
2010,Household (%),,,,,,,,,,,10-19 years,,Thermal comfort,Percentage (%),Undefined,Units,7.142
2010,Household (%),,,,,,,,,,,20-29 years,,Thermal comfort,Percentage (%),Undefined,Units,11.573
2010,Household (%),,,,,,,,,,,30 or more years,,Thermal comfort,Percentage (%),Undefined,Units,14.419
2011,Household (%),,,Couple under 60,,,,,,,,,,Thermal comfort,Percentage (%),Undefined,Units,7.747000000000001
2011,Household (%),,,Couple 60 or over,,,,,,,,,,Thermal comfort,Percentage (%),Undefined,Units,7.251
2011,Household (%),,,Couple with children,,,,,,,,,,Thermal comfort,Percentage (%),Undefined,Units,5.841
2011,Household (%),,,Lone parent,,,,,,,,,,Thermal comfort,Percentage (%),Undefined,Units,8.155
2011,Household (%),,,Multi-person household,,,,,,,,,,Thermal comfort,Percentage (%),Undefined,Units,9.014
2011,Household (%),,,One person under 60,,,,,,,,,,Thermal comfort,Percentage (%),Undefined,Units,11.388
2011,Household (%),,,One person 60 or over,,,,,,,,,,Thermal comfort,Percentage (%),Undefined,Units,11.07
2011,Household (%),,,,59 and under,,,,,,,,,Thermal comfort,Percentage (%),Undefined,Units,7.8839999999999995
2011,Household (%),,,,60 and over,,,,,,,,,Thermal comfort,Percentage (%),Undefined,Units,8.994
2011,Household (%),,,,75 and over,,,,,,,,,Thermal comfort,Percentage (%),Undefined,Units,9.962
2011,Household (%),,,,,4 and under,,,,,,,,Thermal comfort,Percentage (%),Undefined,Units,6.93
2011,Household (%),,,,,15 and under,,,,,,,,Thermal comfort,Percentage (%),Undefined,Units,6.4079999999999995
2011,Household (%),,,,,16 and over,,,,,,,,Thermal comfort,Percentage (%),Undefined,Units,9.054
2011,Household (%),,,,,,1st quintile (lowest),,,,,,,Thermal comfort,Percentage (%),Undefined,Units,9.189
2011,Household (%),,,,,,2nd quintile,,,,,,,Thermal comfort,Percentage (%),Undefined,Units,10.261
2011,Household (%),,,,,,3rd quintile,,,,,,,Thermal comfort,Percentage (%),Undefined,Units,9.097000000000001
2011,Household (%),,,,,,4th quintile,,,,,,,Thermal comfort,Percentage (%),Undefined,Units,8.244
2011,Household (%),,,,,,5th quintile (highest),,,,,,,Thermal comfort,Percentage (%),Undefined,Units,4.8389999999999995
2011,Household (%),,,,,,,In poverty,,,,,,Thermal comfort,Percentage (%),Undefined,Units,9.326
2011,Household (%),,,,,,,Not in poverty,,,,,,Thermal comfort,Percentage (%),Undefined,Units,8.116
2011,Household (%),,,,,,,,Workless household,,,,,Thermal comfort,Percentage (%),Undefined,Units,8.052999999999999
2011,Household (%),,,,,,,,Working household,,,,,Thermal comfort,Percentage (%),Undefined,Units,7.9110000000000005
2011,Household (%),,,,,,,,,Long-term illness/disability,,,,Thermal comfort,Percentage (%),Undefined,Units,8.201
2011,Household (%),,,,,,,,,No long-term illness/disability,,,,Thermal comfort,Percentage (%),Undefined,Units,8.339
2011,Household (%),,,,,,,,,,White,,,Thermal comfort,Percentage (%),Undefined,Units,8.339
2011,Household (%),,,,,,,,,,Black,,,Thermal comfort,Percentage (%),Undefined,Units,8.241
2011,Household (%),,,,,,,,,,Asian,,,Thermal comfort,Percentage (%),Undefined,Units,7.962000000000001
2011,Household (%),,,,,,,,,,Other,,,Thermal comfort,Percentage (%),Undefined,Units,7.614
2011,Household (%),,,,,,,,,,All minority,,,Thermal comfort,Percentage (%),Undefined,Units,7.947
2011,Household (%),,,,,,,,,,,Less than 1 year,,Thermal comfort,Percentage (%),Undefined,Units,11.322000000000001
2011,Household (%),,,,,,,,,,,1-4 years,,Thermal comfort,Percentage (%),Undefined,Units,7.808
2011,Household (%),,,,,,,,,,,5-9 years,,Thermal comfort,Percentage (%),Undefined,Units,6.744
2011,Household (%),,,,,,,,,,,10-19 years,,Thermal comfort,Percentage (%),Undefined,Units,5.723
2011,Household (%),,,,,,,,,,,20-29 years,,Thermal comfort,Percentage (%),Undefined,Units,9.658999999999999
2011,Household (%),,,,,,,,,,,30 or more years,,Thermal comfort,Percentage (%),Undefined,Units,11.935
2012,Household (%),,,Couple under 60,,,,,,,,,,Thermal comfort,Percentage (%),Undefined,Units,7.1129999999999995
2012,Household (%),,,Couple 60 or over,,,,,,,,,,Thermal comfort,Percentage (%),Undefined,Units,5.525
2012,Household (%),,,Couple with children,,,,,,,,,,Thermal comfort,Percentage (%),Undefined,Units,4.678999999999999
2012,Household (%),,,Lone parent,,,,,,,,,,Thermal comfort,Percentage (%),Undefined,Units,6.2860000000000005
2012,Household (%),,,Multi-person household,,,,,,,,,,Thermal comfort,Percentage (%),Undefined,Units,8.984
2012,Household (%),,,One person under 60,,,,,,,,,,Thermal comfort,Percentage (%),Undefined,Units,11.704
2012,Household (%),,,One person 60 or over,,,,,,,,,,Thermal comfort,Percentage (%),Undefined,Units,9.291
2012,Household (%),,,,59 and under,,,,,,,,,Thermal comfort,Percentage (%),Undefined,Units,7.187
2012,Household (%),,,,60 and over,,,,,,,,,Thermal comfort,Percentage (%),Undefined,Units,7.372999999999999
2012,Household (%),,,,75 and over,,,,,,,,,Thermal comfort,Percentage (%),Undefined,Units,7.08
2012,Household (%),,,,,4 and under,,,,,,,,Thermal comfort,Percentage (%),Undefined,Units,5.417000000000001
2012,Household (%),,,,,15 and under,,,,,,,,Thermal comfort,Percentage (%),Undefined,Units,5.0680000000000005
2012,Household (%),,,,,16 and over,,,,,,,,Thermal comfort,Percentage (%),Undefined,Units,8.167
2012,Household (%),,,,,,1st quintile (lowest),,,,,,,Thermal comfort,Percentage (%),Undefined,Units,8.845
2012,Household (%),,,,,,2nd quintile,,,,,,,Thermal comfort,Percentage (%),Undefined,Units,8.89
2012,Household (%),,,,,,3rd quintile,,,,,,,Thermal comfort,Percentage (%),Undefined,Units,8.095
2012,Household (%),,,,,,4th quintile,,,,,,,Thermal comfort,Percentage (%),Undefined,Units,6.303999999999999
2012,Household (%),,,,,,5th quintile (highest),,,,,,,Thermal comfort,Percentage (%),Undefined,Units,4.354
2012,Household (%),,,,,,,In poverty,,,,,,Thermal comfort,Percentage (%),Undefined,Units,9.701
2012,Household (%),,,,,,,Not in poverty,,,,,,Thermal comfort,Percentage (%),Undefined,Units,6.881
2012,Household (%),,,,,,,,Workless household,,,,,Thermal comfort,Percentage (%),Undefined,Units,8.331
2012,Household (%),,,,,,,,Working household,,,,,Thermal comfort,Percentage (%),Undefined,Units,7.011
2012,Household (%),,,,,,,,,Long-term illness/disability,,,,Thermal comfort,Percentage (%),Undefined,Units,7.226
2012,Household (%),,,,,,,,,No long-term illness/disability,,,,Thermal comfort,Percentage (%),Undefined,Units,7.268
2012,Household (%),,,,,,,,,,White,,,Thermal comfort,Percentage (%),Undefined,Units,7.247000000000001
2012,Household (%),,,,,,,,,,Black,,,Thermal comfort,Percentage (%),Undefined,Units,10.390999999999998
2012,Household (%),,,,,,,,,,Asian,,,Thermal comfort,Percentage (%),Undefined,Units,5.872999999999999
2012,Household (%),,,,,,,,,,Other,,,Thermal comfort,Percentage (%),Undefined,Units,6.275
2012,Household (%),,,,,,,,,,All minority,,,Thermal comfort,Percentage (%),Undefined,Units,7.325
2012,Household (%),,,,,,,,,,,Less than 1 year,,Thermal comfort,Percentage (%),Undefined,Units,10.958
2012,Household (%),,,,,,,,,,,1-4 years,,Thermal comfort,Percentage (%),Undefined,Units,7.5329999999999995
2012,Household (%),,,,,,,,,,,5-9 years,,Thermal comfort,Percentage (%),Undefined,Units,5.9
2012,Household (%),,,,,,,,,,,10-19 years,,Thermal comfort,Percentage (%),Undefined,Units,4.611000000000001
2012,Household (%),,,,,,,,,,,20-29 years,,Thermal comfort,Percentage (%),Undefined,Units,7.252000000000001
2012,Household (%),,,,,,,,,,,30 or more years,,Thermal comfort,Percentage (%),Undefined,Units,10.104
2013,Household (%),,,Couple under 60,,,,,,,,,,Thermal comfort,Percentage (%),Undefined,Units,6.377685381159999
2013,Household (%),,,Couple 60 or over,,,,,,,,,,Thermal comfort,Percentage (%),Undefined,Units,6.0229743323500005
2013,Household (%),,,Couple with children,,,,,,,,,,Thermal comfort,Percentage (%),Undefined,Units,4.17606883831
2013,Household (%),,,Lone parent,,,,,,,,,,Thermal comfort,Percentage (%),Undefined,Units,4.19577767761
2013,Household (%),,,Multi-person household,,,,,,,,,,Thermal comfort,Percentage (%),Undefined,Units,8.065132647539999
2013,Household (%),,,One person under 60,,,,,,,,,,Thermal comfort,Percentage (%),Undefined,Units,12.4044680233
2013,Household (%),,,One person 60 or over,,,,,,,,,,Thermal comfort,Percentage (%),Undefined,Units,8.87596258406
2013,Household (%),,,,59 and under,,,,,,,,,Thermal comfort,Percentage (%),Undefined,Units,6.78657093138
2013,Household (%),,,,60 and over,,,,,,,,,Thermal comfort,Percentage (%),Undefined,Units,7.23273180457
2013,Household (%),,,,75 and over,,,,,,,,,Thermal comfort,Percentage (%),Undefined,Units,7.4146284017
2013,Household (%),,,,,4 and under,,,,,,,,Thermal comfort,Percentage (%),Undefined,Units,4.530272420069999
2013,Household (%),,,,,15 and under,,,,,,,,Thermal comfort,Percentage (%),Undefined,Units,4.53410817801
2013,Household (%),,,,,16 and over,,,,,,,,Thermal comfort,Percentage (%),Undefined,Units,7.83460299993
2013,Household (%),,,,,,1st quintile (lowest),,,,,,,Thermal comfort,Percentage (%),Undefined,Units,9.69004489347
2013,Household (%),,,,,,2nd quintile,,,,,,,Thermal comfort,Percentage (%),Undefined,Units,7.392729021339999
2013,Household (%),,,,,,3rd quintile,,,,,,,Thermal comfort,Percentage (%),Undefined,Units,8.1802647422
2013,Household (%),,,,,,4th quintile,,,,,,,Thermal comfort,Percentage (%),Undefined,Units,5.44569153147
2013,Household (%),,,,,,5th quintile (highest),,,,,,,Thermal comfort,Percentage (%),Undefined,Units,4.4730594014
2013,Household (%),,,,,,,In poverty,,,,,,Thermal comfort,Percentage (%),Undefined,Units,10.725371433300001
2013,Household (%),,,,,,,Not in poverty,,,,,,Thermal comfort,Percentage (%),Undefined,Units,6.388652967530001
2013,Household (%),,,,,,,,Workless household,,,,,Thermal comfort,Percentage (%),Undefined,Units,8.767394935539999
2013,Household (%),,,,,,,,Working household,,,,,Thermal comfort,Percentage (%),Undefined,Units,6.351094119040001
2013,Household (%),,,,,,,,,Long-term illness/disability,,,,Thermal comfort,Percentage (%),Undefined,Units,6.91280212589
2013,Household (%),,,,,,,,,No long-term illness/disability,,,,Thermal comfort,Percentage (%),Undefined,Units,6.973075457919999
2013,Household (%),,,,,,,,,,White,,,Thermal comfort,Percentage (%),Undefined,Units,6.9235519958200005
2013,Household (%),,,,,,,,,,Black,,,Thermal comfort,Percentage (%),Undefined,Units,9.937421077260002
2013,Household (%),,,,,,,,,,Asian,,,Thermal comfort,Percentage (%),Undefined,Units,5.106519501469999
2013,Household (%),,,,,,,,,,Other,,,Thermal comfort,Percentage (%),Undefined,Units,8.130716605529999
2013,Household (%),,,,,,,,,,All minority,,,Thermal comfort,Percentage (%),Undefined,Units,7.225073750630001
2013,Household (%),,,,,,,,,,,Less than 1 year,,Thermal comfort,Percentage (%),Undefined,Units,9.13470289259
2013,Household (%),,,,,,,,,,,1-4 years,,Thermal comfort,Percentage (%),Undefined,Units,7.60958052658
2013,Household (%),,,,,,,,,,,5-9 years,,Thermal comfort,Percentage (%),Undefined,Units,5.33847715288
2013,Household (%),,,,,,,,,,,10-19 years,,Thermal comfort,Percentage (%),Undefined,Units,4.75722902984
2013,Household (%),,,,,,,,,,,20-29 years,,Thermal comfort,Percentage (%),Undefined,Units,4.85925203456
2013,Household (%),,,,,,,,,,,30 or more years,,Thermal comfort,Percentage (%),Undefined,Units,10.8398229633
2014,Household (%),,,Couple under 60,,,,,,,,,,Thermal comfort,Percentage (%),Undefined,Units,5.831537698099999
2014,Household (%),,,Couple 60 or over,,,,,,,,,,Thermal comfort,Percentage (%),Undefined,Units,5.45416040777
2014,Household (%),,,Couple with children,,,,,,,,,,Thermal comfort,Percentage (%),Undefined,Units,3.74094099183
2014,Household (%),,,Lone parent,,,,,,,,,,Thermal comfort,Percentage (%),Undefined,Units,3.96297717644
2014,Household (%),,,Multi-person household,,,,,,,,,,Thermal comfort,Percentage (%),Undefined,Units,7.2154260615600005
2014,Household (%),,,One person under 60,,,,,,,,,,Thermal comfort,Percentage (%),Undefined,Units,10.5183757413
2014,Household (%),,,One person 60 or over,,,,,,,,,,Thermal comfort,Percentage (%),Undefined,Units,8.886797639389998
2014,Household (%),,,,59 and under,,,,,,,,,Thermal comfort,Percentage (%),Undefined,Units,5.81771928605
2014,Household (%),,,,60 and over,,,,,,,,,Thermal comfort,Percentage (%),Undefined,Units,7.07417151212
2014,Household (%),,,,75 and over,,,,,,,,,Thermal comfort,Percentage (%),Undefined,Units,7.527101603689999
2014,Household (%),,,,,4 and under,,,,,,,,Thermal comfort,Percentage (%),Undefined,Units,4.72943743883
2014,Household (%),,,,,15 and under,,,,,,,,Thermal comfort,Percentage (%),Undefined,Units,4.16862376703
2014,Household (%),,,,,16 and over,,,,,,,,Thermal comfort,Percentage (%),Undefined,Units,7.07976915148
2014,Household (%),,,,,,1st quintile (lowest),,,,,,,Thermal comfort,Percentage (%),Undefined,Units,8.100087499389998
2014,Household (%),,,,,,2nd quintile,,,,,,,Thermal comfort,Percentage (%),Undefined,Units,6.055526273350001
2014,Household (%),,,,,,3rd quintile,,,,,,,Thermal comfort,Percentage (%),Undefined,Units,7.7825505343899986
2014,Household (%),,,,,,4th quintile,,,,,,,Thermal comfort,Percentage (%),Undefined,Units,5.56371208264
2014,Household (%),,,,,,5th quintile (highest),,,,,,,Thermal comfort,Percentage (%),Undefined,Units,4.352402003530001
2014,Household (%),,,,,,,In poverty,,,,,,Thermal comfort,Percentage (%),Undefined,Units,8.22945352577
2014,Household (%),,,,,,,Not in poverty,,,,,,Thermal comfort,Percentage (%),Undefined,Units,6.009648210319999
2014,Household (%),,,,,,,,Workless household,,,,,Thermal comfort,Percentage (%),Undefined,Units,8.62377634212
2014,Household (%),,,,,,,,Working household,,,,,Thermal comfort,Percentage (%),Undefined,Units,5.4460130519300005
2014,Household (%),,,,,,,,,Long-term illness/disability,,,,Thermal comfort,Percentage (%),Undefined,Units,6.884593249239999
2014,Household (%),,,,,,,,,No long-term illness/disability,,,,Thermal comfort,Percentage (%),Undefined,Units,6.01749351893
2014,Household (%),,,,,,,,,,White,,,Thermal comfort,Percentage (%),Undefined,Units,6.32530789239
2014,Household (%),,,,,,,,,,Black,,,Thermal comfort,Percentage (%),Undefined,Units,5.42494770663
2014,Household (%),,,,,,,,,,Asian,,,Thermal comfort,Percentage (%),Undefined,Units,4.9803756108099995
